year,age_gr,pgisced97,pli0092_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,17-29 y.,Pre-primary Level,At least once per week,0.60497,109,149,0.52621,0.68373
1985,17-29 y.,Pre-primary Level,Never,0.18404,40,149,0.12161,0.24648
1985,17-29 y.,Primary Level,Never,0.59296,111,111,0.50115,0.68477
1985,17-29 y.,Lower Secondary Level,At least once per week,0.37682,325,951,0.34601,0.40764
1985,17-29 y.,Lower Secondary Level,At least once per month,0.07560,74,951,0.05879,0.09241
1985,17-29 y.,Lower Secondary Level,Seldom,0.19469,177,951,0.16951,0.21987
1985,17-29 y.,Lower Secondary Level,Never,0.34603,375,951,0.31578,0.37628
1985,17-29 y.,Upper Secondary Level,At least once per week,0.36436,481,1421,0.33933,0.38939
1985,17-29 y.,Upper Secondary Level,At least once per month,0.07369,117,1421,0.06010,0.08728
1985,17-29 y.,Upper Secondary Level,Seldom,0.22505,308,1421,0.20333,0.24677
1985,17-29 y.,Upper Secondary Level,Never,0.33282,515,1421,0.30831,0.35733
1985,17-29 y.,Post-secondary Non-tertiary Level,At least once per week,0.43535,45,45,0.28885,0.58185
1985,17-29 y.,First Stage of Tertiary Education,At least once per week,0.41206,40,74,0.29914,0.52497
1985,17-29 y.,First Stage of Tertiary Education,Never,0.30194,34,74,0.19663,0.40726
1985,17-29 y.,Second Stage of Tertiary Education,At least once per week,0.44545,48,81,0.33653,0.55436
1985,17-29 y.,Second Stage of Tertiary Education,Seldom,0.23988,33,81,0.14630,0.33345
1985,30-45 y.,Primary Level,Never,0.85058,277,277,0.80852,0.89264
1985,30-45 y.,Lower Secondary Level,At least once per week,0.17853,92,652,0.14911,0.20795
1985,30-45 y.,Lower Secondary Level,Seldom,0.11744,73,652,0.09270,0.14217
1985,30-45 y.,Lower Secondary Level,Never,0.66020,487,652,0.62381,0.69658
1985,30-45 y.,Upper Secondary Level,At least once per week,0.28668,461,1745,0.26546,0.30790
1985,30-45 y.,Upper Secondary Level,At least once per month,0.05699,95,1745,0.04611,0.06788
1985,30-45 y.,Upper Secondary Level,Seldom,0.18280,302,1745,0.16466,0.20094
1985,30-45 y.,Upper Secondary Level,Never,0.46368,887,1745,0.44028,0.48709
1985,30-45 y.,Post-secondary Non-tertiary Level,Never,0.44086,44,44,0.29246,0.58926
1985,30-45 y.,First Stage of Tertiary Education,At least once per week,0.38156,84,212,0.31601,0.44711
1985,30-45 y.,First Stage of Tertiary Education,Seldom,0.17693,43,212,0.12544,0.22842
1985,30-45 y.,First Stage of Tertiary Education,Never,0.35006,85,212,0.28570,0.41442
1985,30-45 y.,Second Stage of Tertiary Education,At least once per week,0.46165,165,361,0.41015,0.51315
1985,30-45 y.,Second Stage of Tertiary Education,At least once per month,0.08101,32,361,0.05283,0.10920
1985,30-45 y.,Second Stage of Tertiary Education,Seldom,0.19168,69,361,0.15102,0.23234
1985,30-45 y.,Second Stage of Tertiary Education,Never,0.26099,95,361,0.21563,0.30636
1985,46-65 y.,Primary Level,Never,0.89806,307,307,0.86416,0.93196
1985,46-65 y.,Lower Secondary Level,At least once per week,0.10489,92,959,0.08549,0.12429
1985,46-65 y.,Lower Secondary Level,Seldom,0.03950,42,959,0.02717,0.05184
1985,46-65 y.,Lower Secondary Level,Never,0.81050,825,959,0.78568,0.83532
1985,46-65 y.,Upper Secondary Level,At least once per week,0.15644,218,1447,0.13771,0.17516
1985,46-65 y.,Upper Secondary Level,At least once per month,0.03475,50,1447,0.02531,0.04419
1985,46-65 y.,Upper Secondary Level,Seldom,0.08537,126,1447,0.07097,0.09977
1985,46-65 y.,Upper Secondary Level,Never,0.70446,1053,1447,0.68094,0.72798
1985,46-65 y.,Post-secondary Non-tertiary Level,Never,0.55847,37,37,0.39625,0.72068
1985,46-65 y.,First Stage of Tertiary Education,At least once per week,0.21375,42,185,0.15452,0.27299
1985,46-65 y.,First Stage of Tertiary Education,Seldom,0.18862,37,185,0.13209,0.24515
1985,46-65 y.,First Stage of Tertiary Education,Never,0.54197,106,185,0.46998,0.61396
1985,46-65 y.,Second Stage of Tertiary Education,At least once per week,0.31767,69,203,0.25346,0.38187
1985,46-65 y.,Second Stage of Tertiary Education,Seldom,0.15327,33,203,0.10359,0.20295
1985,46-65 y.,Second Stage of Tertiary Education,Never,0.46861,101,203,0.39980,0.53743
1985,66 and older,Lower Secondary Level,Never,0.92684,393,393,0.90106,0.95262
1985,66 and older,Upper Secondary Level,At least once per week,0.07783,40,472,0.05363,0.10202
1985,66 and older,Upper Secondary Level,Never,0.84387,432,472,0.81108,0.87665
1985,66 and older,First Stage of Tertiary Education,Never,0.80609,64,64,0.70847,0.90372
1985,66 and older,Second Stage of Tertiary Education,Never,0.59533,33,33,0.42526,0.76539
1986,17-29 y.,Pre-primary Level,At least once per week,0.65468,121,154,0.57933,0.73002
1986,17-29 y.,Pre-primary Level,Seldom,0.15666,33,154,0.09907,0.21426
1986,17-29 y.,Primary Level,At least once per week,0.26407,35,137,0.18998,0.33816
1986,17-29 y.,Primary Level,Never,0.59178,102,137,0.50918,0.67439
1986,17-29 y.,Lower Secondary Level,At least once per week,0.36862,349,941,0.33778,0.39946
1986,17-29 y.,Lower Secondary Level,At least once per month,0.06317,61,941,0.04762,0.07872
1986,17-29 y.,Lower Secondary Level,Seldom,0.19974,161,941,0.17418,0.22530
1986,17-29 y.,Lower Secondary Level,Never,0.36275,370,941,0.33201,0.39348
1986,17-29 y.,Upper Secondary Level,At least once per week,0.40122,530,1392,0.37547,0.42698
1986,17-29 y.,Upper Secondary Level,At least once per month,0.08368,113,1392,0.06912,0.09823
1986,17-29 y.,Upper Secondary Level,Seldom,0.21243,281,1392,0.19094,0.23393
1986,17-29 y.,Upper Secondary Level,Never,0.30041,468,1392,0.27632,0.32450
1986,17-29 y.,Post-secondary Non-tertiary Level,At least once per week,0.42736,46,46,0.28282,0.57190
1986,17-29 y.,First Stage of Tertiary Education,At least once per week,0.43350,40,74,0.31982,0.54718
1986,17-29 y.,First Stage of Tertiary Education,Never,0.28540,34,74,0.18180,0.38899
1986,17-29 y.,Second Stage of Tertiary Education,At least once per week,0.46046,41,41,0.30599,0.61493
1986,30-45 y.,Primary Level,Never,0.83422,237,237,0.78678,0.88167
1986,30-45 y.,Lower Secondary Level,At least once per week,0.15601,76,613,0.12726,0.18476
1986,30-45 y.,Lower Secondary Level,At least once per month,0.05775,31,613,0.03927,0.07623
1986,30-45 y.,Lower Secondary Level,Seldom,0.10811,58,613,0.08351,0.13272
1986,30-45 y.,Lower Secondary Level,Never,0.66963,448,613,0.63237,0.70690
1986,30-45 y.,Upper Secondary Level,At least once per week,0.28974,437,1647,0.26782,0.31165
1986,30-45 y.,Upper Secondary Level,At least once per month,0.07261,118,1647,0.06007,0.08514
1986,30-45 y.,Upper Secondary Level,Seldom,0.17140,268,1647,0.15320,0.18961
1986,30-45 y.,Upper Secondary Level,Never,0.45898,824,1647,0.43490,0.48305
1986,30-45 y.,Post-secondary Non-tertiary Level,Never,0.34961,47,47,0.21181,0.48741
1986,30-45 y.,First Stage of Tertiary Education,At least once per week,0.33903,73,194,0.27225,0.40582
1986,30-45 y.,First Stage of Tertiary Education,Seldom,0.22933,46,194,0.17002,0.28864
1986,30-45 y.,First Stage of Tertiary Education,Never,0.33735,75,194,0.27064,0.40405
1986,30-45 y.,Second Stage of Tertiary Education,At least once per week,0.43464,165,375,0.38440,0.48488
1986,30-45 y.,Second Stage of Tertiary Education,At least once per month,0.12886,43,375,0.09491,0.16282
1986,30-45 y.,Second Stage of Tertiary Education,Seldom,0.15224,59,375,0.11583,0.18865
1986,30-45 y.,Second Stage of Tertiary Education,Never,0.27941,108,375,0.23393,0.32488
1986,46-65 y.,Primary Level,Never,0.90467,293,293,0.87099,0.93836
1986,46-65 y.,Lower Secondary Level,At least once per week,0.11932,98,911,0.09825,0.14038
1986,46-65 y.,Lower Secondary Level,Seldom,0.03273,38,911,0.02117,0.04429
1986,46-65 y.,Lower Secondary Level,Never,0.80465,775,911,0.77889,0.83041
1986,46-65 y.,Upper Secondary Level,At least once per week,0.17179,234,1439,0.15229,0.19128
1986,46-65 y.,Upper Secondary Level,At least once per month,0.03758,60,1439,0.02775,0.04741
1986,46-65 y.,Upper Secondary Level,Seldom,0.07870,118,1439,0.06478,0.09261
1986,46-65 y.,Upper Secondary Level,Never,0.69256,1027,1439,0.66871,0.71641
1986,46-65 y.,Post-secondary Non-tertiary Level,Never,0.52645,32,32,0.35068,0.70221
1986,46-65 y.,First Stage of Tertiary Education,At least once per week,0.24531,48,152,0.17668,0.31394
1986,46-65 y.,First Stage of Tertiary Education,Never,0.53152,104,152,0.45193,0.61111
1986,46-65 y.,Second Stage of Tertiary Education,At least once per week,0.34463,81,184,0.27577,0.41349
1986,46-65 y.,Second Stage of Tertiary Education,Never,0.47651,103,184,0.40415,0.54888
1986,66 and older,Lower Secondary Level,Never,0.91090,358,358,0.88135,0.94045
1986,66 and older,Upper Secondary Level,At least once per week,0.07063,37,454,0.04704,0.09422
1986,66 and older,Upper Secondary Level,Never,0.88962,417,454,0.86076,0.91847
1986,66 and older,First Stage of Tertiary Education,Never,0.84182,62,62,0.75024,0.93339
1986,66 and older,Second Stage of Tertiary Education,Never,0.63528,33,33,0.46850,0.80206
1988,17-29 y.,Pre-primary Level,At least once per week,0.70465,116,116,0.62127,0.78803
1988,17-29 y.,Primary Level,Never,0.64181,85,85,0.53927,0.74434
1988,17-29 y.,Lower Secondary Level,At least once per week,0.38413,335,911,0.35253,0.41574
1988,17-29 y.,Lower Secondary Level,At least once per month,0.06480,70,911,0.04880,0.08079
1988,17-29 y.,Lower Secondary Level,Seldom,0.19594,156,911,0.17015,0.22173
1988,17-29 y.,Lower Secondary Level,Never,0.34883,350,911,0.31787,0.37980
1988,17-29 y.,Upper Secondary Level,At least once per week,0.37696,465,1307,0.35068,0.40325
