year,quintil_oecd,pli0092_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,1st Quintile,At least once per week,0.11419,314,2213,0.10093,0.12744
1985,1st Quintile,At least once per month,0.02691,78,2213,0.02017,0.03365
1985,1st Quintile,Seldom,0.07935,255,2213,0.06808,0.09061
1985,1st Quintile,Never,0.53998,1566,2213,0.51921,0.56075
1985,2nd Quintile,At least once per week,0.14268,376,2128,0.12782,0.15755
1985,2nd Quintile,At least once per month,0.03181,92,2128,0.02436,0.03927
1985,2nd Quintile,Seldom,0.09581,268,2128,0.08330,0.10832
1985,2nd Quintile,Never,0.51667,1392,2128,0.49543,0.53790
1985,3rd Quintile,At least once per week,0.20742,510,2179,0.19039,0.22445
1985,3rd Quintile,At least once per month,0.04652,129,2179,0.03767,0.05536
1985,3rd Quintile,Seldom,0.09766,265,2179,0.08519,0.11013
1985,3rd Quintile,Never,0.48120,1275,2179,0.46022,0.50219
1985,4th Quintile,At least once per week,0.23880,577,2209,0.22102,0.25659
1985,4th Quintile,At least once per month,0.04750,124,2209,0.03863,0.05637
1985,4th Quintile,Seldom,0.12539,328,2209,0.11158,0.13921
1985,4th Quintile,Never,0.45128,1180,2209,0.43052,0.47204
1985,5th Quintile,At least once per week,0.28519,681,2151,0.26611,0.30428
1985,5th Quintile,At least once per month,0.04710,117,2151,0.03814,0.05605
1985,5th Quintile,Seldom,0.12844,313,2151,0.11430,0.14258
1985,5th Quintile,Never,0.43164,1040,2151,0.41070,0.45258
1986,1st Quintile,At least once per week,0.12538,333,2053,0.11106,0.13971
1986,1st Quintile,At least once per month,0.03136,93,2053,0.02382,0.03891
1986,1st Quintile,Seldom,0.07455,213,2053,0.06318,0.08591
1986,1st Quintile,Never,0.54315,1414,2053,0.52160,0.56471
1986,2nd Quintile,At least once per week,0.15314,405,2060,0.13759,0.16870
1986,2nd Quintile,At least once per month,0.03096,93,2060,0.02348,0.03844
1986,2nd Quintile,Seldom,0.07115,204,2060,0.06005,0.08226
1986,2nd Quintile,Never,0.53080,1358,2060,0.50924,0.55235
1986,3rd Quintile,At least once per week,0.20657,522,2087,0.18920,0.22394
