year,regtyp,pli0092_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Urban regions,At least once per week,0.20179,1926,8547,0.19328,0.21030
1985,Urban regions,At least once per month,0.03940,411,8547,0.03528,0.04353
1985,Urban regions,Seldom,0.10931,1137,8547,0.10270,0.11593
1985,Urban regions,Never,0.47978,5073,8547,0.46919,0.49037
1985,Rural regions,At least once per week,0.18527,534,2341,0.16952,0.20101
1985,Rural regions,At least once per month,0.04155,129,2341,0.03346,0.04963
1985,Rural regions,Seldom,0.09386,294,2341,0.08204,0.10567
1985,Rural regions,Never,0.49731,1384,2341,0.47705,0.51757
1986,Urban regions,At least once per week,0.20809,2000,8240,0.19932,0.21685
1986,Urban regions,At least once per month,0.04469,443,8240,0.04023,0.04916
1986,Urban regions,Seldom,0.09945,985,8240,0.09299,0.10592
1986,Urban regions,Never,0.47984,4812,8240,0.46905,0.49063
1986,Rural regions,At least once per week,0.19095,532,2227,0.17463,0.20728
1986,Rural regions,At least once per month,0.04126,121,2227,0.03300,0.04952
1986,Rural regions,Seldom,0.09679,289,2227,0.08451,0.10908
1986,Rural regions,Never,0.48470,1285,2227,0.46394,0.50546
1988,Urban regions,At least once per week,0.21244,1915,7805,0.20336,0.22151
1988,Urban regions,At least once per month,0.04374,401,7805,0.03920,0.04827
1988,Urban regions,Seldom,0.10855,1009,7805,0.10165,0.11546
1988,Urban regions,Never,0.46635,4480,7805,0.45528,0.47741
1988,Rural regions,At least once per week,0.18901,500,2060,0.17210,0.20592
1988,Rural regions,At least once per month,0.04519,119,2060,0.03621,0.05416
1988,Rural regions,Seldom,0.12297,322,2060,0.10878,0.13715
1988,Rural regions,Never,0.45041,1119,2060,0.42892,0.47190
1990,Urban regions,At least once per week,0.23230,2294,8859,0.22351,0.24110
1990,Urban regions,At least once per month,0.06661,675,8859,0.06142,0.07180
1990,Urban regions,Seldom,0.15243,1575,8859,0.14494,0.15991
1990,Urban regions,Never,0.37173,4315,8859,0.36167,0.38179
1990,Rural regions,At least once per week,0.16436,862,4742,0.15381,0.17491
1990,Rural regions,At least once per month,0.05336,270,4742,0.04696,0.05976
1990,Rural regions,Seldom,0.14726,821,4742,0.13718,0.15735
1990,Rural regions,Never,0.43053,2789,4742,0.41643,0.44462
1992,Urban regions,At least once per week,0.19891,1986,8487,0.19042,0.20740
1992,Urban regions,At least once per month,0.05382,539,8487,0.04902,0.05862
1992,Urban regions,Seldom,0.12637,1359,8487,0.11930,0.13344
1992,Urban regions,Never,0.42991,4603,8487,0.41938,0.44044
1992,Rural regions,At least once per week,0.15448,776,4466,0.14388,0.16508
1992,Rural regions,At least once per month,0.04055,222,4466,0.03477,0.04634
1992,Rural regions,Seldom,0.13243,803,4466,0.12248,0.14237
1992,Rural regions,Never,0.47225,2665,4466,0.45760,0.48689
1994,Urban regions,At least once per week,0.19615,1884,8330,0.18762,0.20468
1994,Urban regions,At least once per month,0.04959,538,8330,0.04493,0.05426
1994,Urban regions,Seldom,0.14074,1491,8330,0.13327,0.14821
1994,Urban regions,Never,0.42120,4417,8330,0.41060,0.43181
1994,Rural regions,At least once per week,0.15285,767,4332,0.14213,0.16357
1994,Rural regions,At least once per month,0.04473,236,4332,0.03857,0.05089
1994,Rural regions,Seldom,0.13545,783,4332,0.12526,0.14564
1994,Rural regions,Never,0.46387,2546,4332,0.44902,0.47872
1995,Urban regions,At least once per week,0.24073,2413,8658,0.23172,0.24973
1995,Urban regions,At least once per month,0.06127,633,8658,0.05621,0.06632
1995,Urban regions,Seldom,0.16360,1766,8658,0.15581,0.17140
1995,Urban regions,Never,0.35339,3846,8658,0.34332,0.36345
1995,Rural regions,At least once per week,0.20087,1056,4525,0.18919,0.21254
1995,Rural regions,At least once per month,0.05361,322,4525,0.04705,0.06018
1995,Rural regions,Seldom,0.18894,1162,4525,0.17753,0.20035
1995,Rural regions,Never,0.35886,1985,4525,0.34489,0.37284
1996,Urban regions,At least once per week,0.20900,1999,8462,0.20033,0.21766
1996,Urban regions,At least once per month,0.05863,628,8462,0.05362,0.06363
1996,Urban regions,Seldom,0.15913,1700,8462,0.15134,0.16692
1996,Urban regions,Never,0.39045,4135,8462,0.38005,0.40084
1996,Rural regions,At least once per week,0.17205,878,4482,0.16100,0.18310
1996,Rural regions,At least once per month,0.05201,289,4482,0.04551,0.05852
1996,Rural regions,Seldom,0.16399,993,4482,0.15315,0.17483
1996,Rural regions,Never,0.41632,2322,4482,0.40188,0.43075
1997,Urban regions,At least once per week,0.21650,2096,8271,0.20762,0.22537
1997,Urban regions,At least once per month,0.04614,496,8271,0.04161,0.05066
1997,Urban regions,Seldom,0.14632,1510,8271,0.13871,0.15394
1997,Urban regions,Never,0.40339,4169,8271,0.39282,0.41396
1997,Rural regions,At least once per week,0.17422,862,4417,0.16303,0.18541
1997,Rural regions,At least once per month,0.04673,261,4417,0.04050,0.05295
1997,Rural regions,Seldom,0.15645,962,4417,0.14573,0.16716
1997,Rural regions,Never,0.42721,2332,4417,0.41262,0.44180
1998,Urban regions,At least once per week,0.25584,2686,9187,0.24692,0.26477
1998,Urban regions,At least once per month,0.06719,749,9187,0.06207,0.07231
1998,Urban regions,Seldom,0.16110,1920,9187,0.15358,0.16861
1998,Urban regions,Never,0.33892,3832,9187,0.32924,0.34860
1998,Rural regions,At least once per week,0.21339,1248,4924,0.20194,0.22483
1998,Rural regions,At least once per month,0.05400,353,4924,0.04769,0.06032
1998,Rural regions,Seldom,0.19575,1271,4924,0.18467,0.20684
1998,Rural regions,Never,0.34273,2052,4924,0.32948,0.35599
1999,Urban regions,At least once per week,0.22130,2251,8792,0.21262,0.22997
1999,Urban regions,At least once per month,0.05502,623,8792,0.05026,0.05979
1999,Urban regions,Seldom,0.15132,1730,8792,0.14383,0.15881
1999,Urban regions,Never,0.39367,4188,8792,0.38346,0.40388
1999,Rural regions,At least once per week,0.18468,1019,4744,0.17363,0.19572
1999,Rural regions,At least once per month,0.04814,296,4744,0.04205,0.05423
1999,Rural regions,Seldom,0.16497,1045,4744,0.15441,0.17554
1999,Rural regions,Never,0.41027,2384,4744,0.39628,0.42427
2001,Urban regions,At least once per week,0.23508,4074,14165,0.22810,0.24207
2001,Urban regions,At least once per month,0.05455,935,14165,0.05081,0.05829
2001,Urban regions,Seldom,0.13127,2356,14165,0.12571,0.13683
2001,Urban regions,Never,0.39802,6800,14165,0.38996,0.40608
2001,Rural regions,At least once per week,0.19626,1779,7557,0.18731,0.20522
2001,Rural regions,At least once per month,0.04251,427,7557,0.03796,0.04706
2001,Rural regions,Seldom,0.13118,1319,7557,0.12357,0.13879
2001,Rural regions,Never,0.45165,4032,7557,0.44043,0.46287
2003,Urban regions,At least once per week,0.28490,5465,14630,0.27759,0.29222
2003,Urban regions,At least once per month,0.06387,1173,14630,0.05991,0.06783
2003,Urban regions,Seldom,0.15097,2668,14630,0.14517,0.15678
