year,regtyp,pli0092_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Urban regions,Never,0.32494,5324,14630,0.31735,0.33253
2003,Rural regions,At least once per week,0.25301,2363,7399,0.24310,0.26291
2003,Rural regions,At least once per month,0.05847,552,7399,0.05312,0.06382
2003,Rural regions,Seldom,0.16786,1599,7399,0.15935,0.17638
2003,Rural regions,Never,0.35199,2885,7399,0.34111,0.36288
2005,Urban regions,At least once per week,0.26691,4720,13665,0.25949,0.27432
2005,Urban regions,At least once per month,0.06854,1117,13665,0.06430,0.07277
2005,Urban regions,Seldom,0.14706,2449,13665,0.14112,0.15300
2005,Urban regions,Never,0.35126,5379,13665,0.34326,0.35927
2005,Rural regions,At least once per week,0.22897,2031,6894,0.21905,0.23889
2005,Rural regions,At least once per month,0.06138,501,6894,0.05571,0.06704
2005,Rural regions,Seldom,0.16661,1417,6894,0.15781,0.17541
2005,Rural regions,Never,0.37820,2945,6894,0.36675,0.38965
2007,Urban regions,At least once per week,0.28677,4972,13364,0.27911,0.29444
2007,Urban regions,At least once per month,0.06004,1010,13364,0.05601,0.06406
2007,Urban regions,Seldom,0.14363,2263,13364,0.13768,0.14957
2007,Urban regions,Never,0.33488,5119,13364,0.32688,0.34288
2007,Rural regions,At least once per week,0.25324,2144,7026,0.24307,0.26341
2007,Rural regions,At least once per month,0.05600,488,7026,0.05062,0.06137
2007,Rural regions,Seldom,0.15584,1366,7026,0.14735,0.16432
2007,Rural regions,Never,0.36895,3028,7026,0.35767,0.38023
2008,Urban regions,At least once per week,0.33630,5332,12593,0.32805,0.34456
2008,Urban regions,At least once per month,0.06442,1000,12593,0.06013,0.06870
2008,Urban regions,Seldom,0.15138,2262,12593,0.14512,0.15764
2008,Urban regions,Never,0.27921,3999,12593,0.27138,0.28705
2008,Rural regions,At least once per week,0.29803,2435,6617,0.28701,0.30905
2008,Rural regions,At least once per month,0.06428,479,6617,0.05837,0.07019
2008,Rural regions,Seldom,0.17254,1383,6617,0.16343,0.18164
2008,Rural regions,Never,0.30467,2320,6617,0.29358,0.31576
2009,Urban regions,At least once per week,0.31556,4545,11622,0.30711,0.32401
2009,Urban regions,At least once per month,0.06286,864,11622,0.05845,0.06728
2009,Urban regions,Seldom,0.14906,2031,11622,0.14259,0.15554
2009,Urban regions,Never,0.30865,4182,11622,0.30025,0.31705
2009,Rural regions,At least once per week,0.26062,1970,6297,0.24978,0.27146
2009,Rural regions,At least once per month,0.06717,466,6297,0.06099,0.07335
2009,Rural regions,Seldom,0.15030,1178,6297,0.14148,0.15913
2009,Rural regions,Never,0.36165,2683,6297,0.34978,0.37351
2011,Urban regions,At least once per week,0.31885,7091,18095,0.31205,0.32564
2011,Urban regions,At least once per month,0.05656,1211,18095,0.05320,0.05993
2011,Urban regions,Seldom,0.13194,2869,18095,0.12701,0.13687
2011,Urban regions,Never,0.32335,6924,18095,0.31653,0.33017
2011,Rural regions,At least once per week,0.27468,3256,10163,0.26600,0.28336
2011,Rural regions,At least once per month,0.04833,595,10163,0.04416,0.05250
2011,Rural regions,Seldom,0.14037,1714,10163,0.13362,0.14713
2011,Rural regions,Never,0.37127,4598,10163,0.36188,0.38066
2013,Urban regions,At least once per week,0.37256,8013,16110,0.36509,0.38002
2013,Urban regions,At least once per month,0.03883,801,16110,0.03585,0.04182
2013,Urban regions,Seldom,0.09941,2156,16110,0.09479,0.10403
2013,Urban regions,Never,0.23246,5140,16110,0.22594,0.23898
2013,Rural regions,At least once per week,0.35009,4041,9274,0.34038,0.35979
2013,Rural regions,At least once per month,0.04041,447,9274,0.03640,0.04442
2013,Rural regions,Seldom,0.12833,1498,9274,0.12152,0.13514
2013,Rural regions,Never,0.27353,3288,9274,0.26445,0.28260
2015,Urban regions,At least once per week,0.38178,7767,17419,0.37457,0.38900
2015,Urban regions,At least once per month,0.04808,931,17419,0.04490,0.05126
2015,Urban regions,Seldom,0.10632,2330,17419,0.10174,0.11090
2015,Urban regions,Never,0.30219,6391,17419,0.29537,0.30901
2015,Rural regions,At least once per week,0.32161,3465,9271,0.31210,0.33112
2015,Rural regions,At least once per month,0.04535,508,9271,0.04111,0.04958
2015,Rural regions,Seldom,0.12925,1343,9271,0.12242,0.13608
2015,Rural regions,Never,0.34710,3955,9271,0.33741,0.35679
2017,Urban regions,At least once per week,0.39972,9043,19840,0.39290,0.40654
2017,Urban regions,At least once per month,0.04248,1017,19840,0.03968,0.04529
2017,Urban regions,Seldom,0.10499,2570,19840,0.10072,0.10925
2017,Urban regions,Never,0.28704,7210,19840,0.28074,0.29333
2017,Rural regions,At least once per week,0.33889,4058,10584,0.32987,0.34791
2017,Rural regions,At least once per month,0.04511,546,10584,0.04115,0.04906
2017,Rural regions,Seldom,0.11883,1511,10584,0.11266,0.12499
2017,Rural regions,Never,0.33672,4469,10584,0.32772,0.34572
2019,Urban regions,At least once per week,0.46282,10202,18594,0.45566,0.46999
2019,Urban regions,At least once per month,0.03871,837,18594,0.03594,0.04148
2019,Urban regions,Seldom,0.10334,2321,18594,0.09896,0.10771
2019,Urban regions,Never,0.22888,5234,18594,0.22284,0.23492
2019,Rural regions,At least once per week,0.42104,4730,9603,0.41116,0.43091
2019,Rural regions,At least once per month,0.04071,475,9603,0.03676,0.04466
2019,Rural regions,Seldom,0.12574,1384,9603,0.11911,0.13238
2019,Rural regions,Never,0.24843,3014,9603,0.23978,0.25707
2021,Urban regions,At least once per week,0.46737,6773,11388,0.45821,0.47654
2021,Urban regions,At least once per month,0.06724,948,11388,0.06264,0.07184
2021,Urban regions,Seldom,0.11743,1530,11388,0.11152,0.12335
2021,Urban regions,Never,0.16619,2137,11388,0.15936,0.17303
2021,Rural regions,At least once per week,0.43419,3097,5800,0.42143,0.44694
2021,Rural regions,At least once per month,0.07828,492,5800,0.07136,0.08519
2021,Rural regions,Seldom,0.12820,899,5800,0.11959,0.13680
2021,Rural regions,Never,0.19027,1312,5800,0.18017,0.20037
