year,sex,pli0092_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1998,female,Never,0.37933,3324,7274,0.36817,0.39048
1999,male,At least once per week,0.22420,1734,6546,0.21410,0.23431
1999,male,At least once per month,0.05841,503,6546,0.05273,0.06410
1999,male,Seldom,0.16815,1419,6546,0.15909,0.17721
1999,male,Never,0.36025,2890,6546,0.34862,0.37188
1999,female,At least once per week,0.19597,1536,6990,0.18667,0.20528
1999,female,At least once per month,0.04754,416,6990,0.04255,0.05253
1999,female,Seldom,0.14361,1356,6990,0.13538,0.15183
1999,female,Never,0.43589,3682,6990,0.42427,0.44752
2001,male,At least once per week,0.22796,2891,10434,0.21991,0.23601
2001,male,At least once per month,0.05765,740,10434,0.05318,0.06212
2001,male,Seldom,0.14410,1893,10434,0.13737,0.15084
2001,male,Never,0.38293,4910,10434,0.37360,0.39226
2001,female,At least once per week,0.21771,2962,11288,0.21010,0.22533
2001,female,At least once per month,0.04406,622,11288,0.04028,0.04785
2001,female,Seldom,0.11890,1782,11288,0.11293,0.12487
2001,female,Never,0.44594,5922,11288,0.43677,0.45511
2003,male,At least once per week,0.27395,3769,10614,0.26547,0.28244
2003,male,At least once per month,0.07215,930,10614,0.06723,0.07707
2003,male,Seldom,0.16872,2198,10614,0.16159,0.17584
2003,male,Never,0.30498,3717,10614,0.29622,0.31374
2003,female,At least once per week,0.27560,4059,11415,0.26740,0.28380
2003,female,At least once per month,0.05254,795,11415,0.04845,0.05664
2003,female,Seldom,0.14440,2069,11415,0.13796,0.15085
2003,female,Never,0.36097,4492,11415,0.35216,0.36978
2005,male,At least once per week,0.25516,3217,9835,0.24654,0.26377
2005,male,At least once per month,0.07173,835,9835,0.06663,0.07683
2005,male,Seldom,0.16236,1951,9835,0.15507,0.16965
2005,male,Never,0.33755,3832,9835,0.32821,0.34690
2005,female,At least once per week,0.25466,3534,10724,0.24641,0.26291
2005,female,At least once per month,0.06102,783,10724,0.05649,0.06555
2005,female,Seldom,0.14447,1915,10724,0.13782,0.15112
2005,female,Never,0.38119,4492,10724,0.37200,0.39038
2007,male,At least once per week,0.26988,3276,9721,0.26105,0.27870
2007,male,At least once per month,0.06576,782,9721,0.06083,0.07068
2007,male,Seldom,0.15724,1856,9721,0.15000,0.16448
2007,male,Never,0.32672,3807,9721,0.31739,0.33604
2007,female,At least once per week,0.28190,3840,10669,0.27336,0.29044
2007,female,At least once per month,0.05197,716,10669,0.04776,0.05618
2007,female,Seldom,0.13820,1773,10669,0.13166,0.14475
2007,female,Never,0.36427,4340,10669,0.35514,0.37340
2008,male,At least once per week,0.31952,3605,9157,0.30997,0.32907
2008,male,At least once per month,0.07054,758,9157,0.06530,0.07578
2008,male,Seldom,0.16875,1868,9157,0.16108,0.17643
2008,male,Never,0.26734,2926,9157,0.25827,0.27641
2008,female,At least once per week,0.32852,4162,10053,0.31934,0.33770
2008,female,At least once per month,0.05842,721,10053,0.05384,0.06301
2008,female,Seldom,0.14787,1777,10053,0.14093,0.15481
2008,female,Never,0.30662,3393,10053,0.29760,0.31563
2009,male,At least once per week,0.28796,2989,8559,0.27836,0.29755
2009,male,At least once per month,0.07124,698,8559,0.06579,0.07668
2009,male,Seldom,0.16703,1675,8559,0.15913,0.17494
2009,male,Never,0.30458,3197,8559,0.29483,0.31433
2009,female,At least once per week,0.30731,3526,9360,0.29796,0.31666
2009,female,At least once per month,0.05751,632,9360,0.05279,0.06223
2009,female,Seldom,0.13249,1534,9360,0.12562,0.13936
2009,female,Never,0.34628,3668,9360,0.33664,0.35592
2011,male,At least once per week,0.29537,4620,12799,0.28747,0.30328
2011,male,At least once per month,0.05860,891,12799,0.05453,0.06267
2011,male,Seldom,0.14424,2194,12799,0.13816,0.15033
2011,male,Never,0.32575,5094,12799,0.31763,0.33387
2011,female,At least once per week,0.31320,5727,15459,0.30589,0.32051
2011,female,At least once per month,0.04937,915,15459,0.04595,0.05278
2011,female,Seldom,0.12552,2389,15459,0.12030,0.13075
2011,female,Never,0.35162,6428,15459,0.34410,0.35915
2013,male,At least once per week,0.34904,5304,11485,0.34032,0.35776
2013,male,At least once per month,0.04275,613,11485,0.03905,0.04645
2013,male,Seldom,0.11863,1820,11485,0.11271,0.12454
2013,male,Never,0.23832,3748,11485,0.23053,0.24611
2013,female,At least once per week,0.38085,6750,13899,0.37277,0.38892
2013,female,At least once per month,0.03606,635,13899,0.03296,0.03916
2013,female,Seldom,0.09941,1834,13899,0.09443,0.10438
2013,female,Never,0.25311,4680,13899,0.24588,0.26034
2015,male,At least once per week,0.35284,5060,12274,0.34438,0.36129
2015,male,At least once per month,0.05096,741,12274,0.04707,0.05485
2015,male,Seldom,0.12410,1812,12274,0.11827,0.12994
2015,male,Never,0.30825,4661,12274,0.30008,0.31642
2015,female,At least once per week,0.37186,6172,14416,0.36397,0.37975
2015,female,At least once per month,0.04357,698,14416,0.04023,0.04690
2015,female,Seldom,0.10357,1861,14416,0.09859,0.10854
2015,female,Never,0.32470,5685,14416,0.31705,0.33234
2017,male,At least once per week,0.36818,6277,14480,0.36032,0.37603
2017,male,At least once per month,0.04813,833,14480,0.04465,0.05162
2017,male,Seldom,0.12218,2101,14480,0.11685,0.12752
2017,male,Never,0.29064,5269,14480,0.28325,0.29804
2017,female,At least once per week,0.39294,6824,15944,0.38536,0.40052
2017,female,At least once per month,0.03856,730,15944,0.03557,0.04155
2017,female,Seldom,0.09669,1980,15944,0.09211,0.10128
2017,female,Never,0.31440,6410,15944,0.30719,0.32160
2019,male,At least once per week,0.44235,7464,14083,0.43414,0.45055
2019,male,At least once per month,0.04241,749,14083,0.03909,0.04574
2019,male,Seldom,0.11528,1944,14083,0.11001,0.12056
2019,male,Never,0.22825,3926,14083,0.22132,0.23518
2019,female,At least once per week,0.45877,7800,14660,0.45071,0.46684
2019,female,At least once per month,0.03645,586,14660,0.03341,0.03948
2019,female,Seldom,0.10549,1824,14660,0.10052,0.11046
2019,female,Never,0.24053,4450,14660,0.23361,0.24745
2021,male,At least once per week,0.44795,4551,8086,0.43711,0.45879
2021,male,At least once per month,0.07996,772,8086,0.07405,0.08587
2021,male,Seldom,0.12995,1214,8086,0.12262,0.13728
2021,male,Never,0.15550,1549,8086,0.14760,0.16340
2021,female,At least once per week,0.46546,5316,9096,0.45521,0.47571
2021,female,At least once per month,0.06174,668,9096,0.05679,0.06668
2021,female,Seldom,0.11237,1216,9096,0.10588,0.11887
2021,female,Never,0.19152,1896,9096,0.18343,0.19961
