year,age_gr,migback,pli0092_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1988,17-29 y.,Indirect migration background,At least once per week,0.36322,78,170,0.29071,0.43573
1988,17-29 y.,Indirect migration background,Seldom,0.14452,34,170,0.09151,0.19754
1988,17-29 y.,Indirect migration background,Never,0.37861,58,170,0.30549,0.45174
1988,30-45 y.,No migration background,At least once per week,0.31708,633,1986,0.29661,0.33755
1988,30-45 y.,No migration background,At least once per month,0.07255,144,1986,0.06114,0.08396
1988,30-45 y.,No migration background,Seldom,0.20348,400,1986,0.18577,0.22119
1988,30-45 y.,No migration background,Never,0.39818,809,1986,0.37665,0.41972
1988,30-45 y.,Direct migration background,At least once per week,0.18005,120,896,0.15488,0.20522
1988,30-45 y.,Direct migration background,Seldom,0.15461,100,896,0.13092,0.17829
1988,30-45 y.,Direct migration background,Never,0.62076,676,896,0.58897,0.65255
1988,46-65 y.,No migration background,At least once per week,0.19209,433,2163,0.17548,0.20869
1988,46-65 y.,No migration background,At least once per month,0.04760,104,2163,0.03863,0.05658
1988,46-65 y.,No migration background,Seldom,0.09474,209,2163,0.08239,0.10708
1988,46-65 y.,No migration background,Never,0.64968,1417,2163,0.62957,0.66979
1988,46-65 y.,Direct migration background,At least once per week,0.10057,49,879,0.08068,0.12047
1988,46-65 y.,Direct migration background,Seldom,0.05463,43,879,0.03960,0.06967
1988,46-65 y.,Direct migration background,Never,0.80762,787,879,0.78155,0.83370
1988,66 and older,No migration background,At least once per week,0.09211,90,935,0.07356,0.11066
1988,66 and older,No migration background,Seldom,0.03167,31,935,0.02044,0.04291
1988,66 and older,No migration background,Never,0.83910,814,935,0.81554,0.86267
1988,66 and older,Direct migration background,Never,0.87836,56,56,0.79198,0.96475
1990,17-29 y.,No migration background,At least once per week,0.39271,1008,2864,0.37482,0.41060
1990,17-29 y.,No migration background,At least once per month,0.09957,258,2864,0.08860,0.11054
1990,17-29 y.,No migration background,Seldom,0.23536,669,2864,0.21982,0.25090
1990,17-29 y.,No migration background,Never,0.26440,929,2864,0.24825,0.28056
1990,17-29 y.,Direct migration background,At least once per week,0.33588,205,696,0.30077,0.37099
1990,17-29 y.,Direct migration background,At least once per month,0.09313,63,696,0.07153,0.11474
1990,17-29 y.,Direct migration background,Seldom,0.21003,120,696,0.17975,0.24031
1990,17-29 y.,Direct migration background,Never,0.34800,308,696,0.31259,0.38341
1990,17-29 y.,Indirect migration background,At least once per week,0.40281,105,260,0.34307,0.46254
1990,17-29 y.,Indirect migration background,At least once per month,0.13535,39,260,0.09368,0.17701
1990,17-29 y.,Indirect migration background,Seldom,0.20790,42,260,0.15848,0.25732
1990,17-29 y.,Indirect migration background,Never,0.24603,74,260,0.19357,0.29848
1990,30-45 y.,No migration background,At least once per week,0.32247,908,3365,0.30667,0.33826
1990,30-45 y.,No migration background,At least once per month,0.09783,263,3365,0.08779,0.10787
1990,30-45 y.,No migration background,Seldom,0.24928,784,3365,0.23466,0.26390
1990,30-45 y.,No migration background,Never,0.32314,1410,3365,0.30734,0.33895
1990,30-45 y.,Direct migration background,At least once per week,0.19150,132,859,0.16517,0.21783
1990,30-45 y.,Direct migration background,At least once per month,0.07430,52,859,0.05675,0.09185
1990,30-45 y.,Direct migration background,Seldom,0.16692,127,859,0.14197,0.19188
1990,30-45 y.,Direct migration background,Never,0.55248,548,859,0.51921,0.58575
1990,46-65 y.,No migration background,At least once per week,0.20443,579,3204,0.19047,0.21840
1990,46-65 y.,No migration background,At least once per month,0.06983,203,3204,0.06100,0.07865
1990,46-65 y.,No migration background,Seldom,0.16789,481,3204,0.15494,0.18083
1990,46-65 y.,No migration background,Never,0.54641,1941,3204,0.52917,0.56365
1990,46-65 y.,Direct migration background,At least once per week,0.14414,82,978,0.12211,0.16616
1990,46-65 y.,Direct migration background,At least once per month,0.03314,33,978,0.02191,0.04436
1990,46-65 y.,Direct migration background,Seldom,0.13933,103,978,0.11761,0.16104
1990,46-65 y.,Direct migration background,Never,0.66771,760,978,0.63818,0.69725
1990,66 and older,No migration background,At least once per week,0.09587,125,1325,0.08001,0.11173
1990,66 and older,No migration background,At least once per month,0.02939,32,1325,0.02029,0.03849
1990,66 and older,No migration background,Seldom,0.06230,80,1325,0.04928,0.07532
1990,66 and older,No migration background,Never,0.79436,1088,1325,0.77259,0.81613
1990,66 and older,Direct migration background,Never,0.77154,82,82,0.68010,0.86297
1992,17-29 y.,No migration background,At least once per week,0.38271,908,2550,0.36385,0.40158
1992,17-29 y.,No migration background,At least once per month,0.09176,233,2550,0.08056,0.10297
1992,17-29 y.,No migration background,Seldom,0.21932,587,2550,0.20326,0.23539
1992,17-29 y.,No migration background,Never,0.29735,822,2550,0.27960,0.31509
1992,17-29 y.,Direct migration background,At least once per week,0.30871,170,616,0.27219,0.34522
1992,17-29 y.,Direct migration background,At least once per month,0.08174,50,616,0.06009,0.10339
1992,17-29 y.,Direct migration background,Seldom,0.16113,99,616,0.13208,0.19019
1992,17-29 y.,Direct migration background,Never,0.43259,297,616,0.39343,0.47174
1992,17-29 y.,Indirect migration background,At least once per week,0.40345,151,358,0.35256,0.45434
1992,17-29 y.,Indirect migration background,At least once per month,0.09488,45,358,0.06448,0.12528
1992,17-29 y.,Indirect migration background,Seldom,0.22592,75,358,0.18254,0.26931
1992,17-29 y.,Indirect migration background,Never,0.24276,87,358,0.19829,0.28724
1992,30-45 y.,No migration background,At least once per week,0.25619,748,3418,0.24155,0.27083
1992,30-45 y.,No migration background,At least once per month,0.08738,237,3418,0.07791,0.09685
1992,30-45 y.,No migration background,Seldom,0.24034,806,3418,0.22601,0.25467
1992,30-45 y.,No migration background,Never,0.40821,1627,3418,0.39173,0.42469
1992,30-45 y.,Direct migration background,At least once per week,0.19007,110,773,0.16239,0.21775
1992,30-45 y.,Direct migration background,At least once per month,0.04966,31,773,0.03434,0.06499
1992,30-45 y.,Direct migration background,Seldom,0.19151,131,773,0.16376,0.21927
1992,30-45 y.,Direct migration background,Never,0.54288,501,773,0.50774,0.57802
1992,46-65 y.,No migration background,At least once per week,0.17848,493,2952,0.16466,0.19229
1992,46-65 y.,No migration background,At least once per month,0.04475,121,2952,0.03729,0.05221
1992,46-65 y.,No migration background,Seldom,0.12118,364,2952,0.10940,0.13295
1992,46-65 y.,No migration background,Never,0.62631,1974,2952,0.60885,0.64376
1992,46-65 y.,Direct migration background,At least once per week,0.09507,65,947,0.07638,0.11376
1992,46-65 y.,Direct migration background,Seldom,0.09816,73,947,0.07920,0.11712
1992,46-65 y.,Direct migration background,Never,0.74255,809,947,0.71469,0.77041
1992,66 and older,No migration background,At least once per week,0.09657,117,1248,0.08018,0.11297
1992,66 and older,No migration background,Seldom,0.02474,34,1248,0.01611,0.03336
1992,66 and older,No migration background,Never,0.82026,1097,1248,0.79895,0.84157
1992,66 and older,Direct migration background,Never,0.81515,110,110,0.74227,0.88802
1994,17-29 y.,No migration background,At least once per week,0.38867,839,2359,0.36899,0.40834
1994,17-29 y.,No migration background,At least once per month,0.09145,215,2359,0.07981,0.10308
1994,17-29 y.,No migration background,Seldom,0.22456,577,2359,0.20772,0.24140
1994,17-29 y.,No migration background,Never,0.28499,728,2359,0.26677,0.30321
1994,17-29 y.,Direct migration background,At least once per week,0.29614,119,515,0.25667,0.33561
1994,17-29 y.,Direct migration background,At least once per month,0.09466,49,515,0.06935,0.11997
1994,17-29 y.,Direct migration background,Seldom,0.22449,129,515,0.18842,0.26056
1994,17-29 y.,Direct migration background,Never,0.37173,218,515,0.32995,0.41351
1994,17-29 y.,Indirect migration background,At least once per week,0.36890,165,431,0.32329,0.41451
1994,17-29 y.,Indirect migration background,At least once per month,0.11962,59,431,0.08895,0.15029
1994,17-29 y.,Indirect migration background,Seldom,0.28758,103,431,0.24480,0.33036
1994,17-29 y.,Indirect migration background,Never,0.20784,104,431,0.16949,0.24620
1994,30-45 y.,No migration background,At least once per week,0.26406,773,3366,0.24917,0.27896
1994,30-45 y.,No migration background,At least once per month,0.07800,244,3366,0.06894,0.08706
1994,30-45 y.,No migration background,Seldom,0.25170,795,3366,0.23704,0.26637
1994,30-45 y.,No migration background,Never,0.39970,1554,3366,0.38315,0.41625
1994,30-45 y.,Direct migration background,At least once per week,0.16049,95,680,0.13288,0.18809
1994,30-45 y.,Direct migration background,Seldom,0.22583,133,680,0.19438,0.25728
1994,30-45 y.,Direct migration background,Never,0.56454,452,680,0.52724,0.60183
1994,46-65 y.,No migration background,At least once per week,0.17701,447,2859,0.16302,0.19101
1994,46-65 y.,No migration background,At least once per month,0.04971,127,2859,0.04174,0.05767
1994,46-65 y.,No migration background,Seldom,0.13681,385,2859,0.12421,0.14941
1994,46-65 y.,No migration background,Never,0.60542,1900,2859,0.58750,0.62334
1994,46-65 y.,Direct migration background,At least once per week,0.13962,74,910,0.11709,0.16215
1994,46-65 y.,Direct migration background,Seldom,0.09281,83,910,0.07395,0.11168
1994,46-65 y.,Direct migration background,Never,0.70509,753,910,0.67544,0.73473
1994,66 and older,No migration background,At least once per week,0.08801,113,1251,0.07230,0.10371
1994,66 and older,No migration background,Seldom,0.04129,49,1251,0.03026,0.05232
1994,66 and older,No migration background,Never,0.81101,1089,1251,0.78931,0.83271
1994,66 and older,Direct migration background,Never,0.84188,144,144,0.78208,0.90168
1995,17-29 y.,No migration background,At least once per week,0.44486,966,2293,0.42451,0.46520
1995,17-29 y.,No migration background,At least once per month,0.10340,243,2293,0.09093,0.11586
1995,17-29 y.,No migration background,Seldom,0.24122,591,2293,0.22370,0.25873
1995,17-29 y.,No migration background,Never,0.20345,493,2293,0.18697,0.21993
1995,17-29 y.,Direct migration background,At least once per week,0.34069,174,599,0.30270,0.37868
1995,17-29 y.,Direct migration background,At least once per month,0.07204,47,599,0.05132,0.09277
1995,17-29 y.,Direct migration background,Seldom,0.27627,146,599,0.24043,0.31211
1995,17-29 y.,Direct migration background,Never,0.30474,232,599,0.26785,0.34164
1995,17-29 y.,Indirect migration background,At least once per week,0.45756,195,440,0.41096,0.50416
1995,17-29 y.,Indirect migration background,At least once per month,0.11381,56,440,0.08410,0.14352
1995,17-29 y.,Indirect migration background,Seldom,0.21661,87,440,0.17807,0.25514
1995,17-29 y.,Indirect migration background,Never,0.20797,102,440,0.17000,0.24593
1995,30-45 y.,No migration background,At least once per week,0.35407,1087,3453,0.33812,0.37002
1995,30-45 y.,No migration background,At least once per month,0.09714,308,3453,0.08726,0.10702
1995,30-45 y.,No migration background,Seldom,0.28295,1030,3453,0.26793,0.29798
1995,30-45 y.,No migration background,Never,0.26101,1028,3453,0.24636,0.27566
1995,30-45 y.,Direct migration background,At least once per week,0.23698,154,916,0.20943,0.26453
1995,30-45 y.,Direct migration background,At least once per month,0.06001,49,916,0.04462,0.07539
1995,30-45 y.,Direct migration background,Seldom,0.18130,171,916,0.15634,0.20626
1995,30-45 y.,Direct migration background,Never,0.50565,542,916,0.47325,0.53804
1995,46-65 y.,No migration background,At least once per week,0.23317,611,2895,0.21776,0.24857
1995,46-65 y.,No migration background,At least once per month,0.06553,171,2895,0.05651,0.07455
1995,46-65 y.,No migration background,Seldom,0.21994,657,2895,0.20485,0.23503
1995,46-65 y.,No migration background,Never,0.47338,1456,2895,0.45519,0.49157
1995,46-65 y.,Direct migration background,At least once per week,0.15406,96,1035,0.13206,0.17607
1995,46-65 y.,Direct migration background,At least once per month,0.03975,35,1035,0.02784,0.05166
1995,46-65 y.,Direct migration background,Seldom,0.14095,115,1035,0.11974,0.16216
1995,46-65 y.,Direct migration background,Never,0.65607,789,1035,0.62711,0.68502
1995,66 and older,No migration background,At least once per week,0.11165,143,1285,0.09442,0.12887
1995,66 and older,No migration background,At least once per month,0.02788,37,1285,0.01888,0.03689
1995,66 and older,No migration background,Seldom,0.08118,99,1285,0.06624,0.09612
1995,66 and older,No migration background,Never,0.76206,1006,1285,0.73876,0.78535
1995,66 and older,Direct migration background,Never,0.72345,164,164,0.65478,0.79212
1996,17-29 y.,No migration background,At least once per week,0.39341,786,2158,0.37280,0.41403
1996,17-29 y.,No migration background,At least once per month,0.10116,224,2158,0.08843,0.11388
1996,17-29 y.,No migration background,Seldom,0.26498,605,2158,0.24636,0.28361
1996,17-29 y.,No migration background,Never,0.23624,543,2158,0.21832,0.25417
1996,17-29 y.,Direct migration background,At least once per week,0.28637,124,533,0.24795,0.32478
1996,17-29 y.,Direct migration background,At least once per month,0.08874,52,533,0.06457,0.11290
1996,17-29 y.,Direct migration background,Seldom,0.23515,131,533,0.19911,0.27119
1996,17-29 y.,Direct migration background,Never,0.38815,226,533,0.34674,0.42956
1996,17-29 y.,Indirect migration background,At least once per week,0.38383,153,460,0.33934,0.42832
1996,17-29 y.,Indirect migration background,At least once per month,0.13670,67,460,0.10527,0.16813
1996,17-29 y.,Indirect migration background,Seldom,0.23787,120,460,0.19892,0.27682
1996,17-29 y.,Indirect migration background,Never,0.23109,120,460,0.19253,0.26966
1996,30-45 y.,No migration background,At least once per week,0.30115,928,3493,0.28593,0.31636
1996,30-45 y.,No migration background,At least once per month,0.08703,298,3493,0.07768,0.09638
1996,30-45 y.,No migration background,Seldom,0.27273,921,3493,0.25796,0.28750
1996,30-45 y.,No migration background,Never,0.33116,1346,3493,0.31555,0.34677
1996,30-45 y.,Direct migration background,At least once per week,0.15105,106,849,0.12695,0.17515
1996,30-45 y.,Direct migration background,At least once per month,0.06879,50,849,0.05176,0.08583
1996,30-45 y.,Direct migration background,Seldom,0.21659,172,849,0.18886,0.24431
1996,30-45 y.,Direct migration background,Never,0.54545,521,849,0.51194,0.57897
1996,46-65 y.,No migration background,At least once per week,0.21171,537,2881,0.19679,0.22663
1996,46-65 y.,No migration background,At least once per month,0.05166,139,2881,0.04358,0.05975
1996,46-65 y.,No migration background,Seldom,0.17413,519,2881,0.16028,0.18798
1996,46-65 y.,No migration background,Never,0.54906,1686,2881,0.53089,0.56724
1996,46-65 y.,Direct migration background,At least once per week,0.13227,75,974,0.11098,0.15356
1996,46-65 y.,Direct migration background,At least once per month,0.06213,36,974,0.04697,0.07730
1996,46-65 y.,Direct migration background,Seldom,0.13033,106,974,0.10917,0.15148
1996,46-65 y.,Direct migration background,Never,0.66944,757,974,0.63988,0.69900
1996,66 and older,No migration background,At least once per week,0.10897,131,1292,0.09197,0.12597
1996,66 and older,No migration background,At least once per month,0.03635,40,1292,0.02614,0.04657
1996,66 and older,No migration background,Seldom,0.06562,80,1292,0.05211,0.07913
1996,66 and older,No migration background,Never,0.76610,1041,1292,0.74301,0.78919
1996,66 and older,Direct migration background,Never,0.80038,189,189,0.74324,0.85752
1997,17-29 y.,No migration background,At least once per week,0.40634,780,2068,0.38517,0.42751
1997,17-29 y.,No migration background,At least once per month,0.09310,195,2068,0.08057,0.10563
1997,17-29 y.,No migration background,Seldom,0.25309,548,2068,0.23434,0.27183
1997,17-29 y.,No migration background,Never,0.24487,545,2068,0.22633,0.26341
1997,17-29 y.,Direct migration background,At least once per week,0.28304,116,473,0.24240,0.32368
1997,17-29 y.,Direct migration background,At least once per month,0.08000,34,473,0.05553,0.10448
1997,17-29 y.,Direct migration background,Seldom,0.25586,115,473,0.21650,0.29523
1997,17-29 y.,Direct migration background,Never,0.36351,208,473,0.32011,0.40690
1997,17-29 y.,Indirect migration background,At least once per week,0.40900,193,472,0.36460,0.45341
1997,17-29 y.,Indirect migration background,At least once per month,0.12536,60,472,0.09545,0.15526
1997,17-29 y.,Indirect migration background,Seldom,0.27268,124,472,0.23246,0.31290
1997,17-29 y.,Indirect migration background,Never,0.17338,95,472,0.13919,0.20757
1997,30-45 y.,No migration background,At least once per week,0.31147,956,3459,0.29603,0.32691
1997,30-45 y.,No migration background,At least once per month,0.07155,248,3459,0.06296,0.08014
1997,30-45 y.,No migration background,Seldom,0.25325,855,3459,0.23876,0.26775
1997,30-45 y.,No migration background,Never,0.35806,1400,3459,0.34208,0.37404
1997,30-45 y.,Direct migration background,At least once per week,0.15606,110,817,0.13116,0.18096
1997,30-45 y.,Direct migration background,At least once per month,0.04777,41,817,0.03313,0.06240
1997,30-45 y.,Direct migration background,Seldom,0.21255,157,817,0.18448,0.24062
1997,30-45 y.,Direct migration background,Never,0.57423,509,817,0.54031,0.60816
1997,46-65 y.,No migration background,At least once per week,0.21503,537,2857,0.19996,0.23010
1997,46-65 y.,No migration background,At least once per month,0.04829,129,2857,0.04043,0.05615
1997,46-65 y.,No migration background,Seldom,0.16433,485,2857,0.15074,0.17792
1997,46-65 y.,No migration background,Never,0.55507,1706,2857,0.53685,0.57330
1997,46-65 y.,Direct migration background,At least once per week,0.13258,70,910,0.11054,0.15463
1997,46-65 y.,Direct migration background,Seldom,0.08764,80,910,0.06925,0.10602
1997,46-65 y.,Direct migration background,Never,0.73104,760,910,0.70221,0.75986
1997,66 and older,No migration background,At least once per week,0.10992,141,1278,0.09276,0.12708
1997,66 and older,No migration background,Seldom,0.05961,81,1278,0.04663,0.07260
1997,66 and older,No migration background,Never,0.76512,1056,1278,0.74187,0.78837
1997,66 and older,Direct migration background,Never,0.79839,190,190,0.74119,0.85559
1998,17-29 y.,No migration background,At least once per week,0.47706,1008,2235,0.45635,0.49778
1998,17-29 y.,No migration background,At least once per month,0.10972,245,2235,0.09676,0.12268
1998,17-29 y.,No migration background,Seldom,0.23966,574,2235,0.22196,0.25736
1998,17-29 y.,No migration background,Never,0.16978,408,2235,0.15421,0.18535
1998,17-29 y.,Direct migration background,At least once per week,0.30515,115,433,0.26173,0.34858
1998,17-29 y.,Direct migration background,At least once per month,0.08496,37,433,0.05866,0.11125
1998,17-29 y.,Direct migration background,Seldom,0.23560,102,433,0.19558,0.27562
1998,17-29 y.,Direct migration background,Never,0.37064,179,433,0.32509,0.41618
1998,17-29 y.,Indirect migration background,At least once per week,0.45397,192,481,0.40943,0.49851
1998,17-29 y.,Indirect migration background,At least once per month,0.15194,64,481,0.11983,0.18405
1998,17-29 y.,Indirect migration background,Seldom,0.19825,114,481,0.16258,0.23392
1998,17-29 y.,Indirect migration background,Never,0.18648,111,481,0.15163,0.22132
1998,30-45 y.,No migration background,At least once per week,0.36624,1303,3917,0.35115,0.38133
1998,30-45 y.,No migration background,At least once per month,0.10425,389,3917,0.09468,0.11383
1998,30-45 y.,No migration background,Seldom,0.27090,1134,3917,0.25698,0.28482
1998,30-45 y.,No migration background,Never,0.24848,1091,3917,0.23495,0.26202
1998,30-45 y.,Direct migration background,At least once per week,0.18788,121,777,0.16040,0.21536
1998,30-45 y.,Direct migration background,At least once per month,0.06048,45,777,0.04371,0.07725
1998,30-45 y.,Direct migration background,Seldom,0.24527,186,777,0.21500,0.27554
1998,30-45 y.,Direct migration background,Never,0.50032,425,777,0.46514,0.53550
1998,30-45 y.,Indirect migration background,Seldom,0.38591,32,32,0.21454,0.55728
1998,46-65 y.,No migration background,At least once per week,0.27115,844,3416,0.25624,0.28606
1998,46-65 y.,No migration background,At least once per month,0.06991,225,3416,0.06136,0.07847
1998,46-65 y.,No migration background,Seldom,0.21921,777,3416,0.20533,0.23308
1998,46-65 y.,No migration background,Never,0.42978,1570,3416,0.41317,0.44638
1998,46-65 y.,Direct migration background,At least once per week,0.15879,90,922,0.13518,0.18239
1998,46-65 y.,Direct migration background,At least once per month,0.05340,38,922,0.03888,0.06792
1998,46-65 y.,Direct migration background,Seldom,0.13641,104,922,0.11425,0.15858
1998,46-65 y.,Direct migration background,Never,0.64255,690,922,0.61160,0.67350
1998,66 and older,No migration background,At least once per week,0.13569,208,1573,0.11876,0.15262
1998,66 and older,No migration background,At least once per month,0.02495,44,1573,0.01724,0.03266
1998,66 and older,No migration background,Seldom,0.09469,148,1573,0.08021,0.10916
1998,66 and older,No migration background,Never,0.72439,1173,1573,0.70230,0.74648
1998,66 and older,Direct migration background,Never,0.79708,204,204,0.74175,0.85240
1999,17-29 y.,No migration background,At least once per week,0.39381,778,2114,0.37297,0.41464
1999,17-29 y.,No migration background,At least once per month,0.11044,231,2114,0.09707,0.12380
1999,17-29 y.,No migration background,Seldom,0.27912,616,2114,0.26000,0.29825
1999,17-29 y.,No migration background,Never,0.21256,489,2114,0.19512,0.23001
1999,17-29 y.,Direct migration background,At least once per week,0.34207,99,367,0.29347,0.39067
1999,17-29 y.,Direct migration background,At least once per month,0.10983,31,367,0.07780,0.14186
1999,17-29 y.,Direct migration background,Seldom,0.19947,87,367,0.15853,0.24041
1999,17-29 y.,Direct migration background,Never,0.34773,150,367,0.29894,0.39653
1999,17-29 y.,Indirect migration background,At least once per week,0.39815,175,479,0.35426,0.44203
1999,17-29 y.,Indirect migration background,At least once per month,0.12908,64,479,0.09902,0.15913
1999,17-29 y.,Indirect migration background,Seldom,0.25934,130,479,0.22005,0.29863
1999,17-29 y.,Indirect migration background,Never,0.20945,110,479,0.17297,0.24593
1999,30-45 y.,No migration background,At least once per week,0.32084,1120,3849,0.30609,0.33559
1999,30-45 y.,No migration background,At least once per month,0.07464,304,3849,0.06633,0.08294
1999,30-45 y.,No migration background,Seldom,0.25667,1008,3849,0.24287,0.27047
1999,30-45 y.,No migration background,Never,0.34001,1417,3849,0.32504,0.35498
1999,30-45 y.,Direct migration background,At least once per week,0.19259,113,734,0.16404,0.22114
1999,30-45 y.,Direct migration background,At least once per month,0.08275,53,734,0.06281,0.10270
1999,30-45 y.,Direct migration background,Seldom,0.18512,146,734,0.15701,0.21324
1999,30-45 y.,Direct migration background,Never,0.53128,422,734,0.49515,0.56741
1999,30-45 y.,Indirect migration background,Seldom,0.36566,35,35,0.20377,0.52755
1999,46-65 y.,No migration background,At least once per week,0.24083,711,3288,0.22621,0.25545
1999,46-65 y.,No migration background,At least once per month,0.05454,167,3288,0.04678,0.06231
1999,46-65 y.,No migration background,Seldom,0.17296,572,3288,0.16003,0.18589
1999,46-65 y.,No migration background,Never,0.51886,1838,3288,0.50178,0.53594
1999,46-65 y.,Direct migration background,At least once per week,0.13643,71,814,0.11283,0.16002
1999,46-65 y.,Direct migration background,Seldom,0.12862,84,814,0.10561,0.15164
1999,46-65 y.,Direct migration background,Never,0.68451,659,814,0.65257,0.71646
1999,66 and older,No migration background,At least once per week,0.10298,153,1505,0.08762,0.11834
1999,66 and older,No migration background,At least once per month,0.02120,31,1505,0.01392,0.02849
1999,66 and older,No migration background,Seldom,0.06109,87,1505,0.04899,0.07319
1999,66 and older,No migration background,Never,0.78509,1234,1505,0.76433,0.80585
1999,66 and older,Direct migration background,Never,0.85061,215,215,0.80285,0.89837
2001,17-29 y.,No migration background,At least once per week,0.41998,1250,3037,0.40243,0.43754
