year,migback,quintil_oecd,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1984,kein Migrationshintergrund,-6,,,,,,,,,,,,
1984,kein Migrationshintergrund,1. Quintil,,,,,,,,,,,,
1984,kein Migrationshintergrund,2. Quintil,,,,,,,,,,,,
1984,kein Migrationshintergrund,3. Quintil,,,,,,,,,,,,
1984,kein Migrationshintergrund,4. Quintil,,,,,,,,,,,,
1984,kein Migrationshintergrund,5. Quintil,,,,,,,,,,,,
1984,direkter Migrationshintergrund,-6,,,,,,,,,,,,
1984,direkter Migrationshintergrund,1. Quintil,,,,,,,,,,,,
1984,direkter Migrationshintergrund,2. Quintil,,,,,,,,,,,,
1984,direkter Migrationshintergrund,3. Quintil,,,,,,,,,,,,
1984,direkter Migrationshintergrund,4. Quintil,,,,,,,,,,,,
1984,direkter Migrationshintergrund,5. Quintil,,,,,,,,,,,,
1984,indirekter Migrationshintergrund,-6,,,,,,,,,,,,
1984,indirekter Migrationshintergrund,1. Quintil,,,,,,,,,,,,
1984,indirekter Migrationshintergrund,2. Quintil,,,,,,,,,,,,
1984,indirekter Migrationshintergrund,3. Quintil,,,,,,,,,,,,
1984,indirekter Migrationshintergrund,4. Quintil,,,,,,,,,,,,
1985,kein Migrationshintergrund,-6,,,,,,,,,,,,
1985,kein Migrationshintergrund,1. Quintil,0.8803557822814795,0.8468975238532213,0.9138140407097377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4030.0
1985,kein Migrationshintergrund,2. Quintil,0.693475912006672,0.6519277850476138,0.7350240389657302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2130.0
1985,kein Migrationshintergrund,3. Quintil,0.5003008649935906,0.45262532102289466,0.5479764089642866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1050.0
1985,kein Migrationshintergrund,4. Quintil,0.27968465752615596,0.22955961706724196,0.3298096979850699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0
1985,kein Migrationshintergrund,5. Quintil,0.7595834807729273,0.5881494145132302,0.9310175470326243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0
1985,direkter Migrationshintergrund,-6,,,,,,,,,,,,
1985,direkter Migrationshintergrund,1. Quintil,1.476391043141315,1.41687321729371,1.53590886898892,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,1920.0
1985,direkter Migrationshintergrund,2. Quintil,1.0912966205339796,0.9993255695767855,1.1832676714911736,0.0,0.0,1.0,0.0,2.5,0.0,0.0,0.0,653.0
1985,direkter Migrationshintergrund,3. Quintil,0.4763709675226304,0.36656344262975327,0.5861784924155076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.0
1985,direkter Migrationshintergrund,4. Quintil,0.16718127125818788,0.08648827293331143,0.24787426958306433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0
1985,direkter Migrationshintergrund,5. Quintil,,,,,,,,,,,,
1985,indirekter Migrationshintergrund,-6,,,,,,,,,,,,
1985,indirekter Migrationshintergrund,1. Quintil,0.8328860904956733,0.5600651703648654,1.1057070106264812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0
1985,indirekter Migrationshintergrund,2. Quintil,0.22925169833323558,0.09939266611135744,0.3591107305551137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
1985,indirekter Migrationshintergrund,3. Quintil,,,,,,,,,,,,
1985,indirekter Migrationshintergrund,4. Quintil,,,,,,,,,,,,
1986,kein Migrationshintergrund,-6,,,,,,,,,,,,
1986,kein Migrationshintergrund,1. Quintil,0.9798496487805594,0.9408374619708878,1.018861835590231,0.0,0.0,1.0,0.0,2.5,0.0,0.0,0.0,3593.0
1986,kein Migrationshintergrund,2. Quintil,0.6973390894439595,0.6565742422620743,0.7381039366258447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2099.0
1986,kein Migrationshintergrund,3. Quintil,0.5897795518772767,0.5353083136533866,0.6442507901011668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1127.0
1986,kein Migrationshintergrund,4. Quintil,0.38523263769451327,0.30821892597847095,0.4622463494105556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477.0
1986,kein Migrationshintergrund,5. Quintil,0.4379325142884449,0.32329535603750603,0.5525696725393837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0
1986,direkter Migrationshintergrund,-6,,,,,,,,,,,,
