year,bula_h,rentown,hgeqpnrj,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Schleswig-Holstein,Owner,No,0.92882,157,157,0.88847,0.96917
2009,Schleswig-Holstein,Tenant,No,0.97426,135,135,0.94745,1.00107
2009,Hamburg,Owner,No,0.96409,45,45,0.90910,1.01907
2009,Hamburg,Tenant,No,0.96117,127,127,0.92744,0.99490
2009,Lower Saxony,Owner,No,0.90952,501,501,0.88438,0.93467
2009,Lower Saxony,Tenant,No,0.95214,366,366,0.93024,0.97404
2009,North Rhine-Westphalia,Owner,No,0.92832,935,935,0.91178,0.94486
2009,North Rhine-Westphalia,Tenant,No,0.97052,1023,1023,0.96015,0.98089
2009,Hesse,Owner,No,0.91855,333,333,0.88912,0.94797
2009,Hesse,Tenant,No,0.95324,332,332,0.93050,0.97599
2009,"Rhineland-Palatinate, Saarland",Owner,No,0.92229,321,321,0.89296,0.95162
2009,"Rhineland-Palatinate, Saarland",Tenant,No,0.96796,237,237,0.94549,0.99043
2009,Baden-Wuerttemberg,Owner,No,0.91356,599,599,0.89104,0.93608
2009,Baden-Wuerttemberg,Tenant,No,0.97416,494,494,0.96016,0.98817
2009,Bavaria,Owner,Yes,0.02874,35,788,0.01707,0.04042
2009,Bavaria,Owner,No,0.92459,753,788,0.90614,0.94303
2009,Bavaria,Tenant,No,0.95668,615,615,0.94058,0.97278
2009,Berlin,Owner,No,0.97593,87,87,0.94354,1.00832
2009,Berlin,Tenant,No,0.95175,335,335,0.92877,0.97474
2009,Brandenburg,Owner,No,0.94170,176,176,0.90699,0.97642
2009,Brandenburg,Tenant,No,0.95800,252,252,0.93319,0.98282
2009,Mecklenburg-Western Pomerania,Owner,No,0.90467,119,119,0.85168,0.95765
2009,Mecklenburg-Western Pomerania,Tenant,No,0.97765,137,137,0.95280,1.00249
2009,Saxony,Owner,No,0.90388,274,274,0.86892,0.93885
2009,Saxony,Tenant,No,0.95569,444,444,0.93653,0.97486
2009,Saxony-Anhalt,Owner,No,0.95541,194,194,0.92629,0.98453
2009,Saxony-Anhalt,Tenant,No,0.96942,213,213,0.94625,0.99260
2009,Thuringa,Owner,No,0.95489,222,222,0.92753,0.98226
2009,Thuringa,Tenant,No,0.91697,214,214,0.87992,0.95403
2010,Schleswig-Holstein,Owner,No,0.94296,205,205,0.91113,0.97478
2010,Schleswig-Holstein,Tenant,No,0.97786,234,234,0.95897,0.99675
2010,Hamburg,Owner,No,0.94151,57,57,0.88004,1.00297
2010,Hamburg,Tenant,No,0.99013,180,180,0.97564,1.00461
2010,Lower Saxony,Owner,No,0.96381,634,634,0.94926,0.97836
2010,Lower Saxony,Tenant,No,0.97310,590,590,0.96004,0.98617
2010,Bremen,Owner,No,0.97422,40,40,0.92448,1.02396
2010,North Rhine-Westphalia,Owner,Yes,0.03270,53,1228,0.02275,0.04265
2010,North Rhine-Westphalia,Owner,No,0.95869,1175,1228,0.94755,0.96982
2010,North Rhine-Westphalia,Tenant,No,0.98004,1551,1551,0.97307,0.98700
2010,Hesse,Owner,No,0.95481,406,406,0.93458,0.97504
2010,Hesse,Tenant,No,0.95665,524,524,0.93919,0.97410
2010,"Rhineland-Palatinate, Saarland",Owner,No,0.94384,413,413,0.92161,0.96607
2010,"Rhineland-Palatinate, Saarland",Tenant,No,0.99781,331,331,0.99276,1.00285
2010,Baden-Wuerttemberg,Owner,Yes,0.03102,42,841,0.01929,0.04274
2010,Baden-Wuerttemberg,Owner,No,0.94257,799,841,0.92684,0.95831
2010,Baden-Wuerttemberg,Tenant,No,0.98433,761,761,0.97550,0.99316
2010,Bavaria,Owner,Yes,0.04604,76,1077,0.03351,0.05856
2010,Bavaria,Owner,No,0.94929,1001,1077,0.93618,0.96240
2010,Bavaria,Tenant,No,0.97094,932,932,0.96015,0.98173
2010,Berlin,Owner,No,0.98863,102,102,0.96795,1.00931
2010,Berlin,Tenant,No,0.98069,483,483,0.96840,0.99297
2010,Brandenburg,Owner,No,0.95152,212,212,0.92254,0.98050
2010,Brandenburg,Tenant,No,0.99790,333,333,0.99298,1.00282
2010,Mecklenburg-Western Pomerania,Owner,No,0.94275,128,128,0.90235,0.98316
2010,Mecklenburg-Western Pomerania,Tenant,No,0.97443,214,214,0.95323,0.99563
2010,Saxony,Owner,No,0.92944,312,312,0.90098,0.95790
2010,Saxony,Tenant,No,0.95340,585,585,0.93630,0.97049
2010,Saxony-Anhalt,Owner,No,0.94117,230,230,0.91070,0.97165
2010,Saxony-Anhalt,Tenant,No,0.97709,287,287,0.95975,0.99443
2010,Thuringa,Owner,No,0.97228,250,250,0.95189,0.99267
2010,Thuringa,Tenant,No,0.98810,273,273,0.97521,1.00099
2011,Schleswig-Holstein,Owner,No,0.95677,269,269,0.93242,0.98112
2011,Schleswig-Holstein,Tenant,No,0.99105,321,321,0.98073,1.00137
2011,Hamburg,Owner,No,0.94607,63,63,0.88985,1.00230
2011,Hamburg,Tenant,No,0.99746,199,199,0.99046,1.00447
2011,Lower Saxony,Owner,Yes,0.04783,47,846,0.03344,0.06222
2011,Lower Saxony,Owner,No,0.95027,799,846,0.93562,0.96493
2011,Lower Saxony,Tenant,No,0.98318,658,658,0.97335,0.99302
2011,Bremen,Tenant,No,0.98754,81,81,0.96324,1.01185
2011,North Rhine-Westphalia,Owner,Yes,0.04397,73,1456,0.03344,0.05451
2011,North Rhine-Westphalia,Owner,No,0.95017,1383,1456,0.93899,0.96135
2011,North Rhine-Westphalia,Tenant,No,0.99246,1810,1810,0.98848,0.99645
2011,Hesse,Owner,No,0.95988,530,530,0.94315,0.97660
2011,Hesse,Tenant,No,0.98343,592,592,0.97314,0.99372
2011,"Rhineland-Palatinate, Saarland",Owner,Yes,0.04352,35,535,0.02622,0.06083
2011,"Rhineland-Palatinate, Saarland",Owner,No,0.94563,500,535,0.92640,0.96486
2011,"Rhineland-Palatinate, Saarland",Tenant,No,0.99812,405,405,0.99390,1.00234
2011,Baden-Wuerttemberg,Owner,Yes,0.05180,81,1080,0.03857,0.06502
2011,Baden-Wuerttemberg,Owner,No,0.94206,999,1080,0.92812,0.95600
2011,Baden-Wuerttemberg,Tenant,No,0.98466,900,900,0.97663,0.99269
2011,Bavaria,Owner,Yes,0.05201,109,1360,0.04021,0.06382
2011,Bavaria,Owner,No,0.94624,1251,1360,0.93425,0.95823
2011,Bavaria,Tenant,No,0.97471,1188,1188,0.96578,0.98364
2011,Berlin,Owner,No,0.98424,120,120,0.96187,1.00662
2011,Berlin,Tenant,No,0.99564,546,546,0.99010,1.00117
2011,Brandenburg,Owner,No,0.96339,271,271,0.94099,0.98579
2011,Brandenburg,Tenant,No,0.99760,393,393,0.99275,1.00244
2011,Mecklenburg-Western Pomerania,Owner,No,0.94992,137,137,0.91326,0.98657
2011,Mecklenburg-Western Pomerania,Tenant,No,0.97308,257,257,0.95325,0.99290
2011,Saxony,Owner,No,0.91605,343,343,0.88666,0.94544
2011,Saxony,Tenant,No,0.97223,677,677,0.95984,0.98461
2011,Saxony-Anhalt,Owner,No,0.97481,264,264,0.95588,0.99375
2011,Saxony-Anhalt,Tenant,No,0.98221,376,376,0.96883,0.99559
2011,Thuringa,Owner,No,0.98859,276,276,0.97604,1.00114
2011,Thuringa,Tenant,No,0.98002,362,362,0.96558,0.99445
2012,Schleswig-Holstein,Owner,No,0.95134,271,271,0.92567,0.97700
2012,Schleswig-Holstein,Tenant,No,0.98548,316,316,0.97227,0.99869
2012,Hamburg,Owner,No,0.99185,71,71,0.97078,1.01291
2012,Hamburg,Tenant,No,0.99767,198,198,0.99094,1.00440
2012,Lower Saxony,Owner,Yes,0.05293,48,821,0.03761,0.06826
2012,Lower Saxony,Owner,No,0.94707,773,821,0.93174,0.96239
2012,Lower Saxony,Tenant,No,0.99120,654,654,0.98404,0.99837
2012,Bremen,Owner,No,0.92451,42,42,0.84365,1.00538
2012,Bremen,Tenant,No,0.99714,80,80,0.98537,1.00891
2012,North Rhine-Westphalia,Owner,Yes,0.04041,66,1440,0.03023,0.05058
2012,North Rhine-Westphalia,Owner,No,0.95207,1374,1440,0.94103,0.96311
2012,North Rhine-Westphalia,Tenant,No,0.99287,1739,1739,0.98891,0.99682
2012,Hesse,Owner,No,0.98124,548,548,0.96986,0.99261
2012,Hesse,Tenant,No,0.99007,563,563,0.98188,0.99827
2012,"Rhineland-Palatinate, Saarland",Owner,Yes,0.05462,34,509,0.03486,0.07438
2012,"Rhineland-Palatinate, Saarland",Owner,No,0.94136,475,509,0.92093,0.96179
2012,"Rhineland-Palatinate, Saarland",Tenant,No,0.97431,415,415,0.95907,0.98955
2012,Baden-Wuerttemberg,Owner,Yes,0.06570,93,1051,0.05071,0.08069
2012,Baden-Wuerttemberg,Owner,No,0.92733,958,1051,0.91163,0.94303
2012,Baden-Wuerttemberg,Tenant,No,0.98687,837,837,0.97915,0.99458
2012,Bavaria,Owner,Yes,0.05403,92,1325,0.04185,0.06621
2012,Bavaria,Owner,No,0.94417,1233,1325,0.93180,0.95654
2012,Bavaria,Tenant,No,0.97662,1182,1182,0.96800,0.98524
2012,Berlin,Owner,No,0.96946,127,127,0.93941,0.99950
2012,Berlin,Tenant,No,0.99377,565,565,0.98728,1.00027
2012,Brandenburg,Owner,No,0.95265,276,276,0.92755,0.97775
2012,Brandenburg,Tenant,No,0.99649,373,373,0.99049,1.00250
2012,Mecklenburg-Western Pomerania,Owner,No,0.94996,124,124,0.91143,0.98849
2012,Mecklenburg-Western Pomerania,Tenant,No,0.99949,269,269,0.99679,1.00219
2012,Saxony,Owner,Yes,0.08796,31,373,0.05918,0.11674
2012,Saxony,Owner,No,0.91204,342,373,0.88326,0.94082
2012,Saxony,Tenant,No,0.99237,694,694,0.98589,0.99885
2012,Saxony-Anhalt,Owner,No,0.96327,245,245,0.93967,0.98687
2012,Saxony-Anhalt,Tenant,No,0.99020,363,363,0.98006,1.00035
2012,Thuringa,Owner,No,0.95846,268,268,0.93452,0.98239
2012,Thuringa,Tenant,No,0.97242,360,360,0.95548,0.98936
2013,Schleswig-Holstein,Owner,No,0.95060,265,265,0.92445,0.97674
2013,Schleswig-Holstein,Tenant,No,0.99637,369,369,0.99022,1.00251
2013,Lower Saxony,Owner,Yes,0.03980,46,820,0.02641,0.05319
2013,Lower Saxony,Owner,No,0.96020,774,820,0.94681,0.97359
2013,Lower Saxony,Tenant,No,0.98646,801,801,0.97845,0.99447
2013,Bremen,Owner,No,0.99599,44,44,0.97711,1.01488
2013,North Rhine-Westphalia,Owner,Yes,0.04539,79,1504,0.03486,0.05591
2013,North Rhine-Westphalia,Owner,No,0.95287,1425,1504,0.94216,0.96359
2013,North Rhine-Westphalia,Tenant,No,0.99147,2137,2137,0.98757,0.99537
2013,Hesse,Owner,No,0.96595,544,544,0.95069,0.98120
2013,Hesse,Tenant,No,0.99048,728,728,0.98342,0.99754
2013,"Rhineland-Palatinate, Saarland",Owner,Yes,0.06176,50,550,0.04163,0.08190
2013,"Rhineland-Palatinate, Saarland",Owner,No,0.93824,500,550,0.91810,0.95837
2013,"Rhineland-Palatinate, Saarland",Tenant,No,0.98221,481,481,0.97039,0.99404
2013,Baden-Wuerttemberg,Owner,Yes,0.06211,101,1089,0.04777,0.07645
2013,Baden-Wuerttemberg,Owner,No,0.93789,988,1089,0.92355,0.95223
2013,Baden-Wuerttemberg,Tenant,No,0.98165,1026,1026,0.97343,0.98986
2013,Bavaria,Owner,Yes,0.04750,88,1348,0.03614,0.05886
2013,Bavaria,Owner,No,0.95189,1260,1348,0.94046,0.96332
2013,Bavaria,Tenant,No,0.98134,1481,1481,0.97445,0.98823
2013,Berlin,Owner,No,0.99931,126,126,0.99470,1.00392
2013,Berlin,Tenant,No,0.99918,642,642,0.99696,1.00140
2013,Brandenburg,Owner,No,0.97026,262,262,0.94966,0.99087
2013,Brandenburg,Tenant,No,0.99651,396,396,0.99069,1.00233
2013,Mecklenburg-Western Pomerania,Owner,No,0.95873,116,116,0.92237,0.99508
2013,Mecklenburg-Western Pomerania,Tenant,No,0.99916,259,259,0.99564,1.00269
2013,Saxony,Owner,Yes,0.10060,31,361,0.06952,0.13167
