year,bula_h,quintil_oecd_hh,hgeqpnrj,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,Lower Saxony,1st Quintile,No,0.98254,314,314,0.96803,0.99705
2014,Lower Saxony,2nd Quintile,No,0.97304,284,284,0.95417,0.99191
2014,Lower Saxony,3rd Quintile,No,0.94070,262,262,0.91204,0.96935
2014,Lower Saxony,4th Quintile,No,0.93071,276,276,0.90069,0.96072
2014,Lower Saxony,5th Quintile,No,0.94224,259,259,0.91378,0.97071
2014,North Rhine-Westphalia,1st Quintile,No,0.98453,755,755,0.97572,0.99334
2014,North Rhine-Westphalia,2nd Quintile,No,0.98783,606,606,0.97909,0.99656
2014,North Rhine-Westphalia,3rd Quintile,No,0.97722,586,586,0.96513,0.98931
2014,North Rhine-Westphalia,4th Quintile,No,0.96987,562,562,0.95573,0.98402
2014,North Rhine-Westphalia,5th Quintile,Yes,0.06514,40,648,0.04612,0.08415
2014,North Rhine-Westphalia,5th Quintile,No,0.93486,608,648,0.91585,0.95388
2014,Hesse,1st Quintile,No,0.98417,198,198,0.96674,1.00160
2014,Hesse,2nd Quintile,No,0.96039,198,198,0.93316,0.98763
2014,Hesse,3rd Quintile,No,0.98816,203,203,0.97324,1.00308
2014,Hesse,4th Quintile,No,0.98435,198,198,0.96701,1.00168
2014,Hesse,5th Quintile,No,0.97709,272,272,0.95927,0.99490
2014,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.98703,203,203,0.97142,1.00263
2014,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.96015,176,176,0.93116,0.98913
2014,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.97163,181,181,0.94738,0.99589
2014,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.91303,158,158,0.86895,0.95711
2014,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.87954,151,151,0.82745,0.93163
2014,Baden-Wuerttemberg,1st Quintile,No,0.98144,275,275,0.96546,0.99742
2014,Baden-Wuerttemberg,2nd Quintile,No,0.97843,346,346,0.96309,0.99376
2014,Baden-Wuerttemberg,3rd Quintile,No,0.89319,333,333,0.85996,0.92641
2014,Baden-Wuerttemberg,4th Quintile,Yes,0.08212,32,380,0.05448,0.10976
2014,Baden-Wuerttemberg,4th Quintile,No,0.91788,348,380,0.89024,0.94552
2014,Baden-Wuerttemberg,5th Quintile,Yes,0.05197,32,450,0.03144,0.07250
2014,Baden-Wuerttemberg,5th Quintile,No,0.94803,418,450,0.92750,0.96856
2014,Bavaria,1st Quintile,No,0.96684,449,449,0.95025,0.98342
2014,Bavaria,2nd Quintile,No,0.97831,487,487,0.96536,0.99126
2014,Bavaria,3rd Quintile,No,0.97724,490,490,0.96403,0.99046
2014,Bavaria,4th Quintile,Yes,0.04855,31,495,0.02959,0.06750
2014,Bavaria,4th Quintile,No,0.95145,464,495,0.93250,0.97041
2014,Bavaria,5th Quintile,Yes,0.06204,41,582,0.04243,0.08166
2014,Bavaria,5th Quintile,No,0.93796,541,582,0.91834,0.95757
2014,Berlin,1st Quintile,No,0.99410,157,157,0.98209,1.00612
2014,Berlin,2nd Quintile,No,0.99004,134,134,0.97316,1.00692
2014,Berlin,3rd Quintile,No,0.99324,119,119,0.97845,1.00802
2014,Berlin,4th Quintile,No,0.99820,120,120,0.99060,1.00581
2014,Berlin,5th Quintile,No,0.99532,118,118,0.98295,1.00769
2014,Brandenburg,1st Quintile,No,0.99472,166,166,0.98366,1.00578
2014,Brandenburg,2nd Quintile,No,0.99457,144,144,0.98253,1.00661
2014,Brandenburg,3rd Quintile,No,0.98179,127,127,0.95844,1.00514
2014,Brandenburg,4th Quintile,No,0.98380,99,99,0.95880,1.00879
2014,Brandenburg,5th Quintile,No,0.92217,66,66,0.85704,0.98730
2014,Mecklenburg-Western Pomerania,2nd Quintile,No,0.99157,97,97,0.97328,1.00986
2014,Mecklenburg-Western Pomerania,4th Quintile,No,0.86790,41,41,0.76297,0.97284
2014,Mecklenburg-Western Pomerania,5th Quintile,No,0.93213,36,36,0.84879,1.01546
2014,Saxony,1st Quintile,No,0.99819,217,217,0.99253,1.00386
2014,Saxony,2nd Quintile,No,0.98029,256,256,0.96323,0.99735
2014,Saxony,3rd Quintile,No,0.98808,230,230,0.97403,1.00214
2014,Saxony,4th Quintile,No,0.90376,135,135,0.85382,0.95369
2014,Saxony,5th Quintile,No,0.86520,80,80,0.78989,0.94051
2014,Saxony-Anhalt,1st Quintile,No,0.99879,169,169,0.99353,1.00405
2014,Saxony-Anhalt,3rd Quintile,No,0.99866,117,117,0.99201,1.00531
2014,Saxony-Anhalt,4th Quintile,No,0.88454,84,84,0.81579,0.95330
2014,Saxony-Anhalt,5th Quintile,No,0.94038,54,54,0.87663,1.00413
2014,Thuringa,1st Quintile,No,0.96502,162,162,0.93664,0.99340
2014,Thuringa,2nd Quintile,No,0.99413,141,141,0.98147,1.00678
2014,Thuringa,3rd Quintile,No,0.99235,128,128,0.97720,1.00750
2014,Thuringa,4th Quintile,No,0.96737,89,89,0.93025,1.00449
2014,Thuringa,5th Quintile,No,0.84137,59,59,0.74734,0.93539
2015,Schleswig-Holstein,1st Quintile,No,0.96977,137,137,0.94099,0.99855
2015,Schleswig-Holstein,2nd Quintile,No,0.98855,104,104,0.96800,1.00910
2015,Schleswig-Holstein,3rd Quintile,No,0.98075,112,112,0.95520,1.00631
2015,Schleswig-Holstein,4th Quintile,No,0.99421,103,103,0.97949,1.00893
2015,Schleswig-Holstein,5th Quintile,No,0.94795,79,79,0.89865,0.99724
2015,Hamburg,2nd Quintile,No,0.93846,51,51,0.87184,1.00507
2015,Hamburg,4th Quintile,No,0.93035,47,47,0.85678,1.00391
2015,Hamburg,5th Quintile,No,0.98660,71,71,0.95967,1.01354
2015,Lower Saxony,1st Quintile,No,0.96956,343,343,0.95135,0.98776
2015,Lower Saxony,2nd Quintile,No,0.97311,289,289,0.95443,0.99179
2015,Lower Saxony,3rd Quintile,No,0.94198,263,263,0.91367,0.97029
2015,Lower Saxony,4th Quintile,No,0.92908,264,264,0.89805,0.96010
2015,Lower Saxony,5th Quintile,No,0.94804,262,262,0.92112,0.97497
2015,North Rhine-Westphalia,1st Quintile,No,0.99070,814,814,0.98410,0.99730
2015,North Rhine-Westphalia,2nd Quintile,No,0.99174,626,626,0.98465,0.99884
2015,North Rhine-Westphalia,3rd Quintile,No,0.97149,557,557,0.95766,0.98533
2015,North Rhine-Westphalia,4th Quintile,No,0.96155,535,535,0.94524,0.97786
2015,North Rhine-Westphalia,5th Quintile,Yes,0.04891,36,615,0.03185,0.06596
2015,North Rhine-Westphalia,5th Quintile,No,0.95109,579,615,0.93404,0.96815
2015,Hesse,1st Quintile,No,0.97906,232,232,0.96060,0.99753
2015,Hesse,2nd Quintile,No,0.97921,196,196,0.95918,0.99923
2015,Hesse,3rd Quintile,No,0.98550,201,201,0.96894,1.00207
2015,Hesse,4th Quintile,No,0.99263,191,191,0.98046,1.00479
2015,Hesse,5th Quintile,No,0.97053,269,269,0.95028,0.99078
2015,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.98781,202,202,0.97265,1.00298
2015,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.93869,188,188,0.90431,0.97307
2015,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.98465,177,177,0.96648,1.00281
2015,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.87905,138,138,0.82445,0.93365
2015,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.95907,158,158,0.92808,0.99007
2015,Baden-Wuerttemberg,1st Quintile,No,0.97648,283,283,0.95880,0.99417
2015,Baden-Wuerttemberg,2nd Quintile,No,0.99056,315,315,0.97986,1.00125
2015,Baden-Wuerttemberg,3rd Quintile,No,0.94802,349,349,0.92469,0.97134
2015,Baden-Wuerttemberg,4th Quintile,No,0.94939,368,368,0.92696,0.97181
2015,Baden-Wuerttemberg,5th Quintile,No,0.96239,418,418,0.94413,0.98065
2015,Bavaria,1st Quintile,No,0.98352,444,444,0.97167,0.99538
2015,Bavaria,2nd Quintile,No,0.98255,521,521,0.97129,0.99380
2015,Bavaria,3rd Quintile,No,0.94780,476,476,0.92779,0.96780
2015,Bavaria,4th Quintile,No,0.97211,476,476,0.95730,0.98692
2015,Bavaria,5th Quintile,Yes,0.07319,42,599,0.05231,0.09406
2015,Bavaria,5th Quintile,No,0.92404,557,599,0.90280,0.94527
2015,Berlin,1st Quintile,No,0.99874,167,167,0.99336,1.00413
2015,Berlin,3rd Quintile,No,0.99196,105,105,0.97479,1.00912
2015,Berlin,4th Quintile,No,0.99461,120,120,0.98146,1.00776
2015,Berlin,5th Quintile,No,0.99917,109,109,0.99375,1.00459
2015,Brandenburg,1st Quintile,No,0.99382,168,168,0.98193,1.00571
2015,Brandenburg,2nd Quintile,No,0.98448,136,136,0.96363,1.00533
2015,Brandenburg,3rd Quintile,No,0.99021,128,128,0.97309,1.00733
2015,Brandenburg,4th Quintile,No,0.96911,88,88,0.93275,1.00547
2015,Brandenburg,5th Quintile,No,0.91104,65,65,0.84130,0.98079
2015,Mecklenburg-Western Pomerania,3rd Quintile,No,0.98265,66,66,0.95092,1.01439
2015,Mecklenburg-Western Pomerania,4th Quintile,No,0.91803,37,37,0.82842,1.00764
2015,Mecklenburg-Western Pomerania,5th Quintile,No,0.94009,33,33,0.85787,1.02232
2015,Saxony,1st Quintile,No,0.98770,211,211,0.97279,1.00261
2015,Saxony,2nd Quintile,No,0.95817,268,268,0.93415,0.98218
2015,Saxony,3rd Quintile,No,0.96036,181,181,0.93186,0.98886
2015,Saxony,4th Quintile,No,0.93778,140,140,0.89763,0.97794
2015,Saxony,5th Quintile,No,0.90928,75,75,0.84385,0.97472
2015,Saxony-Anhalt,1st Quintile,No,0.99537,160,160,0.98482,1.00592
2015,Saxony-Anhalt,2nd Quintile,No,0.99224,147,147,0.97801,1.00647
2015,Saxony-Anhalt,3rd Quintile,No,0.92062,98,98,0.86682,0.97442
2015,Saxony-Anhalt,4th Quintile,No,0.97643,77,77,0.94232,1.01054
2015,Saxony-Anhalt,5th Quintile,No,0.87702,45,45,0.77999,0.97406
2015,Thuringa,1st Quintile,No,0.99172,161,161,0.97768,1.00576
2015,Thuringa,2nd Quintile,No,0.95213,165,165,0.91946,0.98481
2015,Thuringa,3rd Quintile,No,0.99104,107,107,0.97310,1.00898
2015,Thuringa,5th Quintile,No,0.85359,57,57,0.76100,0.94618
2016,Schleswig-Holstein,1st Quintile,No,0.94728,125,125,0.90794,0.98661
2016,Schleswig-Holstein,2nd Quintile,No,0.96040,106,106,0.92310,0.99770
2016,Schleswig-Holstein,3rd Quintile,No,0.98117,95,95,0.95369,1.00865
2016,Schleswig-Holstein,4th Quintile,No,0.98105,84,84,0.95171,1.01038
2016,Schleswig-Holstein,5th Quintile,No,0.95908,78,78,0.91483,1.00333
2016,Hamburg,1st Quintile,No,0.97826,49,49,0.93700,1.01952
2016,Hamburg,4th Quintile,No,0.93439,57,57,0.86954,0.99924
2016,Lower Saxony,1st Quintile,No,0.91841,302,302,0.88748,0.94933
2016,Lower Saxony,2nd Quintile,No,0.98492,244,244,0.96960,1.00025
2016,Lower Saxony,3rd Quintile,No,0.94280,226,226,0.91246,0.97315
2016,Lower Saxony,4th Quintile,No,0.95133,259,259,0.92507,0.97758
2016,Lower Saxony,5th Quintile,No,0.95408,258,258,0.92849,0.97967
2016,Bremen,1st Quintile,No,0.96523,38,38,0.90620,1.02426
2016,North Rhine-Westphalia,1st Quintile,No,0.96605,678,678,0.95241,0.97970
2016,North Rhine-Westphalia,2nd Quintile,No,0.97950,558,558,0.96773,0.99127
2016,North Rhine-Westphalia,3rd Quintile,No,0.97437,510,510,0.96064,0.98810
2016,North Rhine-Westphalia,4th Quintile,No,0.96903,515,515,0.95405,0.98401
2016,North Rhine-Westphalia,5th Quintile,Yes,0.05207,31,582,0.03401,0.07014
2016,North Rhine-Westphalia,5th Quintile,No,0.94793,551,582,0.92986,0.96599
2016,Hesse,1st Quintile,No,0.97919,194,194,0.95905,0.99933
2016,Hesse,2nd Quintile,No,0.98984,181,181,0.97518,1.00449
2016,Hesse,3rd Quintile,No,0.99439,162,162,0.98286,1.00593
2016,Hesse,4th Quintile,No,0.98397,172,172,0.96514,1.00279
2016,Hesse,5th Quintile,No,0.97939,244,244,0.96153,0.99725
2016,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.95194,191,191,0.92153,0.98235
2016,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.94810,179,179,0.91551,0.98069
2016,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.95084,146,146,0.91565,0.98603
2016,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.93001,137,137,0.88713,0.97289
2016,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.92830,143,143,0.88586,0.97073
2016,Baden-Wuerttemberg,1st Quintile,No,0.89894,213,213,0.85837,0.93952
2016,Baden-Wuerttemberg,2nd Quintile,No,0.99297,290,290,0.98333,1.00260
2016,Baden-Wuerttemberg,3rd Quintile,No,0.96537,308,308,0.94492,0.98582
2016,Baden-Wuerttemberg,4th Quintile,No,0.91592,330,330,0.88593,0.94591
2016,Baden-Wuerttemberg,5th Quintile,Yes,0.08794,32,413,0.06059,0.11529
2016,Baden-Wuerttemberg,5th Quintile,No,0.91092,381,413,0.88341,0.93842
2016,Bavaria,1st Quintile,No,0.95460,363,363,0.93316,0.97605
2016,Bavaria,2nd Quintile,No,0.98342,483,483,0.97203,0.99482
2016,Bavaria,3rd Quintile,No,0.94399,423,423,0.92205,0.96593
2016,Bavaria,4th Quintile,No,0.96278,438,438,0.94503,0.98053
2016,Bavaria,5th Quintile,Yes,0.06445,31,522,0.04337,0.08554
2016,Bavaria,5th Quintile,No,0.93555,491,522,0.91446,0.95663
2016,Berlin,1st Quintile,No,0.99012,151,151,0.97430,1.00595
2016,Berlin,4th Quintile,No,0.98576,120,120,0.96447,1.00705
2016,Brandenburg,1st Quintile,No,0.96845,134,134,0.93875,0.99816
2016,Brandenburg,2nd Quintile,No,0.97984,143,143,0.95673,1.00296
2016,Brandenburg,3rd Quintile,No,0.93366,125,125,0.88985,0.97746
2016,Brandenburg,4th Quintile,No,0.93056,72,72,0.87142,0.98969
2016,Brandenburg,5th Quintile,No,0.84835,63,63,0.75907,0.93763
2016,Mecklenburg-Western Pomerania,1st Quintile,No,0.97813,103,103,0.94974,1.00651
2016,Mecklenburg-Western Pomerania,4th Quintile,No,0.92202,39,39,0.83676,1.00727
2016,Mecklenburg-Western Pomerania,5th Quintile,No,0.97837,33,33,0.92797,1.02877
2016,Saxony,1st Quintile,No,0.96722,212,212,0.94320,0.99125
2016,Saxony,2nd Quintile,No,0.98542,229,229,0.96986,1.00098
2016,Saxony,3rd Quintile,No,0.93233,196,196,0.89708,0.96759
2016,Saxony,4th Quintile,No,0.90967,118,118,0.85772,0.96161
2016,Saxony,5th Quintile,No,0.87200,71,71,0.79374,0.95027
2016,Saxony-Anhalt,1st Quintile,No,0.96882,160,160,0.94180,0.99583
2016,Saxony-Anhalt,3rd Quintile,No,0.98574,98,98,0.96215,1.00934
2016,Saxony-Anhalt,4th Quintile,No,0.86648,66,66,0.78379,0.94917
2016,Saxony-Anhalt,5th Quintile,No,0.92977,41,41,0.85057,1.00896
2016,Thuringa,1st Quintile,No,0.97312,140,140,0.94623,1.00001
2016,Thuringa,2nd Quintile,No,0.98780,144,144,0.96981,1.00579
2016,Thuringa,3rd Quintile,No,0.99645,110,110,0.98529,1.00762
2016,Thuringa,4th Quintile,No,0.99778,88,88,0.98788,1.00767
2016,Thuringa,5th Quintile,No,0.87786,54,54,0.78970,0.96602
2017,Schleswig-Holstein,1st Quintile,No,0.92598,130,130,0.88080,0.97116
2017,Schleswig-Holstein,2nd Quintile,No,0.99333,116,116,0.97845,1.00821
2017,Schleswig-Holstein,3rd Quintile,No,0.93700,103,103,0.88985,0.98415
2017,Schleswig-Holstein,4th Quintile,No,0.95833,104,104,0.91974,0.99692
2017,Schleswig-Holstein,5th Quintile,No,0.97925,89,89,0.94946,1.00903
2017,Hamburg,1st Quintile,No,0.97981,54,54,0.94195,1.01768
2017,Hamburg,3rd Quintile,No,0.99976,49,49,0.99542,1.00411
2017,Hamburg,4th Quintile,No,0.94795,61,61,0.89174,1.00416
2017,Lower Saxony,1st Quintile,No,0.91400,326,326,0.88351,0.94448
2017,Lower Saxony,2nd Quintile,No,0.96452,288,288,0.94311,0.98592
2017,Lower Saxony,3rd Quintile,No,0.94054,283,283,0.91294,0.96814
2017,Lower Saxony,4th Quintile,No,0.95189,293,293,0.92734,0.97644
2017,Lower Saxony,5th Quintile,No,0.93487,274,274,0.90560,0.96414
2017,Bremen,1st Quintile,No,0.94744,34,34,0.87129,1.02358
2017,North Rhine-Westphalia,1st Quintile,No,0.93618,681,681,0.91780,0.95455
2017,North Rhine-Westphalia,2nd Quintile,No,0.97174,583,583,0.95828,0.98521
2017,North Rhine-Westphalia,3rd Quintile,No,0.96947,575,575,0.95539,0.98354
2017,North Rhine-Westphalia,4th Quintile,No,0.96784,597,597,0.95368,0.98201
2017,North Rhine-Westphalia,5th Quintile,Yes,0.06450,44,667,0.04584,0.08315
2017,North Rhine-Westphalia,5th Quintile,No,0.93550,623,667,0.91685,0.95416
2017,Hesse,1st Quintile,No,0.96349,203,203,0.93762,0.98935
2017,Hesse,2nd Quintile,No,0.97118,162,162,0.94533,0.99702
2017,Hesse,3rd Quintile,No,0.98842,201,201,0.97360,1.00325
2017,Hesse,4th Quintile,No,0.97990,205,205,0.96065,0.99916
2017,Hesse,5th Quintile,No,0.96157,247,247,0.93755,0.98559
2017,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.93055,172,172,0.89245,0.96866
2017,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.97225,193,193,0.94901,0.99548
2017,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.96809,163,163,0.94102,0.99515
2017,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.98079,162,162,0.95959,1.00199
2017,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.97038,155,155,0.94360,0.99715
2017,Baden-Wuerttemberg,1st Quintile,No,0.93343,211,211,0.89972,0.96715
2017,Baden-Wuerttemberg,2nd Quintile,No,0.95028,276,276,0.92458,0.97597
2017,Baden-Wuerttemberg,3rd Quintile,No,0.92108,311,311,0.89107,0.95110
2017,Baden-Wuerttemberg,4th Quintile,Yes,0.07737,32,413,0.05157,0.10317
2017,Baden-Wuerttemberg,4th Quintile,No,0.92263,381,413,0.89683,0.94843
2017,Baden-Wuerttemberg,5th Quintile,Yes,0.10694,52,465,0.07882,0.13506
2017,Baden-Wuerttemberg,5th Quintile,No,0.89306,413,465,0.86494,0.92118
2017,Bavaria,1st Quintile,No,0.96870,374,374,0.95103,0.98637
2017,Bavaria,2nd Quintile,No,0.98603,492,492,0.97564,0.99641
2017,Bavaria,3rd Quintile,No,0.96304,485,485,0.94623,0.97985
2017,Bavaria,4th Quintile,Yes,0.04954,39,523,0.03092,0.06816
2017,Bavaria,4th Quintile,No,0.94668,484,523,0.92741,0.96595
2017,Bavaria,5th Quintile,Yes,0.07326,48,585,0.05213,0.09439
2017,Bavaria,5th Quintile,No,0.92336,537,585,0.90179,0.94494
2017,Berlin,1st Quintile,No,0.98222,168,168,0.96218,1.00226
2017,Berlin,2nd Quintile,No,0.96959,138,138,0.94083,0.99834
2017,Berlin,3rd Quintile,No,0.99532,112,112,0.98263,1.00802
2017,Berlin,4th Quintile,No,0.98157,112,112,0.95654,1.00659
2017,Berlin,5th Quintile,No,0.98249,116,116,0.95852,1.00646
2017,Brandenburg,1st Quintile,No,0.97193,151,151,0.94550,0.99836
2017,Brandenburg,2nd Quintile,No,0.95915,157,157,0.92808,0.99021
2017,Brandenburg,3rd Quintile,No,0.97466,137,137,0.94825,1.00107
2017,Brandenburg,4th Quintile,No,0.92738,82,82,0.87087,0.98390
2017,Brandenburg,5th Quintile,No,0.94921,69,69,0.89702,1.00140
2017,Mecklenburg-Western Pomerania,1st Quintile,No,0.98100,114,114,0.95582,1.00617
2017,Mecklenburg-Western Pomerania,2nd Quintile,No,0.99645,90,90,0.98408,1.00881
2017,Mecklenburg-Western Pomerania,4th Quintile,No,0.86664,38,38,0.75709,0.97618
2017,Mecklenburg-Western Pomerania,5th Quintile,No,0.98229,38,38,0.93979,1.02479
2017,Saxony,1st Quintile,No,0.96827,234,234,0.94577,0.99078
2017,Saxony,2nd Quintile,No,0.97458,256,256,0.95527,0.99390
2017,Saxony,3rd Quintile,No,0.92788,216,216,0.89330,0.96246
2017,Saxony,4th Quintile,No,0.91273,154,154,0.86801,0.95745
2017,Saxony,5th Quintile,No,0.91423,85,85,0.85435,0.97411
2017,Saxony-Anhalt,1st Quintile,No,0.97304,170,170,0.94862,0.99746
2017,Saxony-Anhalt,2nd Quintile,No,0.99262,143,143,0.97854,1.00670
2017,Saxony-Anhalt,3rd Quintile,No,0.94056,97,97,0.89326,0.98786
2017,Saxony-Anhalt,4th Quintile,No,0.94883,79,79,0.89993,0.99773
2017,Saxony-Anhalt,5th Quintile,No,0.95967,61,61,0.90989,1.00945
2017,Thuringa,1st Quintile,No,0.97482,134,134,0.94819,1.00145
2017,Thuringa,2nd Quintile,No,0.97462,172,172,0.95105,0.99819
2017,Thuringa,3rd Quintile,No,0.98095,118,118,0.95618,1.00572
2017,Thuringa,4th Quintile,No,0.97662,93,93,0.94574,1.00750
2017,Thuringa,5th Quintile,No,0.89075,60,60,0.81115,0.97035
2018,Schleswig-Holstein,1st Quintile,No,0.95537,128,128,0.91945,0.99128
2018,Schleswig-Holstein,2nd Quintile,No,0.90322,115,115,0.84895,0.95750
2018,Schleswig-Holstein,3rd Quintile,No,0.96638,113,113,0.93300,0.99976
2018,Schleswig-Holstein,4th Quintile,No,0.92330,88,88,0.86738,0.97922
2018,Schleswig-Holstein,5th Quintile,No,0.97002,87,87,0.93398,1.00606
2018,Hamburg,1st Quintile,No,0.95521,70,70,0.90640,1.00401
2018,Hamburg,3rd Quintile,No,0.95915,58,58,0.90776,1.01054
2018,Hamburg,4th Quintile,No,0.97223,62,62,0.93099,1.01346
2018,Lower Saxony,1st Quintile,No,0.89933,300,300,0.86522,0.93343
2018,Lower Saxony,2nd Quintile,No,0.99164,297,297,0.98127,1.00201
2018,Lower Saxony,3rd Quintile,No,0.96049,274,274,0.93739,0.98360
2018,Lower Saxony,4th Quintile,No,0.91539,247,247,0.88061,0.95017
2018,Lower Saxony,5th Quintile,No,0.90939,276,276,0.87547,0.94332
2018,Bremen,1st Quintile,No,0.90967,36,36,0.81470,1.00464
2018,North Rhine-Westphalia,1st Quintile,No,0.94942,715,715,0.93335,0.96550
2018,North Rhine-Westphalia,2nd Quintile,No,0.98108,620,620,0.97034,0.99181
2018,North Rhine-Westphalia,3rd Quintile,No,0.96843,564,564,0.95398,0.98287
2018,North Rhine-Westphalia,4th Quintile,No,0.95575,559,559,0.93868,0.97281
2018,North Rhine-Westphalia,5th Quintile,Yes,0.06077,45,644,0.04231,0.07924
2018,North Rhine-Westphalia,5th Quintile,No,0.93759,599,644,0.91889,0.95629
2018,Hesse,1st Quintile,No,0.96370,188,188,0.93689,0.99051
2018,Hesse,2nd Quintile,No,0.97608,166,166,0.95277,0.99940
2018,Hesse,3rd Quintile,No,0.97261,186,186,0.94909,0.99613
2018,Hesse,4th Quintile,No,0.98437,190,190,0.96669,1.00206
2018,Hesse,5th Quintile,No,0.93829,240,240,0.90778,0.96880
2018,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.94735,193,193,0.91575,0.97894
2018,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.98246,184,184,0.96344,1.00148
2018,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.93815,157,157,0.90035,0.97595
2018,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.95401,169,169,0.92234,0.98568
2018,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.93695,148,148,0.89766,0.97624
2018,Baden-Wuerttemberg,1st Quintile,No,0.91397,201,201,0.87511,0.95283
2018,Baden-Wuerttemberg,2nd Quintile,No,0.95741,278,278,0.93363,0.98119
2018,Baden-Wuerttemberg,3rd Quintile,No,0.93563,290,290,0.90734,0.96393
2018,Baden-Wuerttemberg,4th Quintile,Yes,0.07004,31,382,0.04441,0.09567
2018,Baden-Wuerttemberg,4th Quintile,No,0.91653,351,382,0.88876,0.94431
2018,Baden-Wuerttemberg,5th Quintile,Yes,0.10626,43,422,0.07682,0.13570
2018,Baden-Wuerttemberg,5th Quintile,No,0.89176,379,422,0.86209,0.92144
2018,Bavaria,1st Quintile,No,0.97075,376,376,0.95370,0.98781
2018,Bavaria,2nd Quintile,No,0.97494,473,473,0.96084,0.98904
2018,Bavaria,3rd Quintile,No,0.96946,425,425,0.95309,0.98584
2018,Bavaria,4th Quintile,No,0.96204,492,492,0.94514,0.97895
2018,Bavaria,5th Quintile,Yes,0.09453,51,576,0.07061,0.11844
2018,Bavaria,5th Quintile,No,0.90547,525,576,0.88156,0.92939
2018,Berlin,1st Quintile,No,0.97289,187,187,0.94955,0.99623
2018,Berlin,2nd Quintile,No,0.98225,138,138,0.96013,1.00436
2018,Berlin,3rd Quintile,No,0.98652,114,114,0.96526,1.00778
2018,Berlin,4th Quintile,No,0.98634,120,120,0.96549,1.00720
2018,Berlin,5th Quintile,No,0.99662,123,123,0.98632,1.00692
2018,Brandenburg,1st Quintile,No,0.97532,191,191,0.95327,0.99738
2018,Brandenburg,2nd Quintile,No,0.93564,156,156,0.89701,0.97427
2018,Brandenburg,3rd Quintile,No,0.93532,131,131,0.89303,0.97760
2018,Brandenburg,4th Quintile,No,0.90853,75,75,0.84284,0.97421
2018,Brandenburg,5th Quintile,No,0.93671,66,66,0.87752,0.99590
2018,Mecklenburg-Western Pomerania,1st Quintile,No,0.97239,125,125,0.94355,1.00123
2018,Mecklenburg-Western Pomerania,3rd Quintile,No,0.99722,61,61,0.98391,1.01054
2018,Mecklenburg-Western Pomerania,4th Quintile,No,0.89754,47,47,0.80991,0.98518
2018,Mecklenburg-Western Pomerania,5th Quintile,No,0.97009,34,34,0.91196,1.02821
2018,Saxony,1st Quintile,No,0.96117,220,220,0.93558,0.98676
2018,Saxony,2nd Quintile,No,0.97916,299,299,0.96294,0.99538
2018,Saxony,3rd Quintile,No,0.92996,203,203,0.89477,0.96516
2018,Saxony,4th Quintile,No,0.94435,137,137,0.90582,0.98288
2018,Saxony,5th Quintile,No,0.88845,85,85,0.82113,0.95578
2018,Saxony-Anhalt,1st Quintile,No,0.97065,186,186,0.94633,0.99497
2018,Saxony-Anhalt,2nd Quintile,No,0.97471,135,135,0.94812,1.00129
2018,Saxony-Anhalt,3rd Quintile,No,0.92328,107,107,0.87261,0.97395
2018,Saxony-Anhalt,4th Quintile,No,0.96335,68,68,0.91836,1.00834
2018,Saxony-Anhalt,5th Quintile,No,0.90643,56,56,0.82947,0.98340
2018,Thuringa,1st Quintile,No,0.95048,144,144,0.91492,0.98604
2018,Thuringa,2nd Quintile,No,0.99710,164,164,0.98885,1.00535
2018,Thuringa,3rd Quintile,No,0.95685,110,110,0.91871,0.99500
2018,Thuringa,4th Quintile,No,0.91032,88,88,0.85029,0.97036
2018,Thuringa,5th Quintile,No,0.97186,55,55,0.92776,1.01597
2019,Schleswig-Holstein,1st Quintile,No,0.79981,87,87,0.71524,0.88438
2019,Schleswig-Holstein,2nd Quintile,No,0.79090,94,94,0.70825,0.87355
2019,Schleswig-Holstein,3rd Quintile,No,0.86164,90,90,0.78991,0.93338
2019,Schleswig-Holstein,4th Quintile,No,0.87110,81,81,0.79767,0.94453
