year,bula_h,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Schleswig-Holstein,282,3.69574,3.30179,4.08968,1.00000,2.00000,4.00000,1.0,8.50000,2.0,2.00000,3.00000
1984,Hamburg,199,4.03739,3.61952,4.45525,2.00000,3.00000,5.00000,1.0,9.50000,3.0,3.00000,4.00000
1984,Lower Saxony,764,3.07310,2.91520,3.23100,2.00000,2.00000,4.00000,1.0,7.00000,2.0,2.00000,3.00000
1984,Bremen,84,3.28265,2.76807,3.79724,2.00000,3.00000,4.00000,1.0,7.00000,3.0,2.00000,3.02500
1984,North Rhine-Westphalia,2155,3.64334,3.53419,3.75249,2.00000,3.00000,5.00000,1.0,9.50000,3.0,3.00000,3.00000
1984,Hesse,853,3.39651,3.22060,3.57243,2.00000,3.00000,4.00000,1.0,7.00000,3.0,2.00000,3.00000
1984,"Rhineland-Palatinate, Saarland",625,3.41499,3.22106,3.60892,2.00000,3.00000,4.00000,1.0,7.00000,3.0,2.00000,3.00000
1984,Baden-Wuerttemberg,1441,3.05381,2.94240,3.16523,2.00000,2.00000,4.00000,1.0,7.00000,2.0,2.00000,3.00000
1984,Bavaria,1403,3.24333,3.12943,3.35723,2.00000,3.00000,4.00000,1.0,7.00000,3.0,3.00000,3.00000
1984,Berlin,264,3.81959,3.48364,4.15553,2.00000,3.00000,5.00000,1.0,9.50000,3.0,2.00000,3.00000
1985,Schleswig-Holstein,350,2.31720,2.08344,2.55096,1.00000,2.00000,3.61765,0.0,7.54413,2.0,2.00000,2.00000
1985,Hamburg,274,3.02295,2.65693,3.38898,0.00000,2.00000,5.00000,0.0,12.50000,2.0,2.00000,3.00000
1985,Lower Saxony,1093,2.26061,2.11862,2.40261,0.00000,2.00000,3.00000,0.0,7.50000,2.0,2.00000,2.00000
1985,Bremen,115,2.69078,2.33432,3.04725,1.00000,2.00000,4.00000,0.0,8.0,2.0,2.00000,3.00000
1985,North Rhine-Westphalia,2912,2.63057,2.53636,2.72477,1.00000,2.00000,4.00000,0.0,8.50000,2.0,2.00000,2.00000
1985,Hesse,1107,3.46914,3.21775,3.72053,1.00000,2.00000,4.00000,0.0,8.50000,2.0,2.00000,2.00000
1985,"Rhineland-Palatinate, Saarland",765,2.46109,2.29748,2.62470,1.00000,2.00000,4.00000,0.0,8.50000,2.0,2.00000,2.00000
1985,Baden-Wuerttemberg,2011,2.16139,2.06630,2.25648,0.00000,2.00000,3.00000,0.0,7.50000,2.0,2.00000,2.00000
1985,Bavaria,1869,2.28044,2.17973,2.38116,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
1985,Berlin,362,2.68310,2.40935,2.95685,0.00000,2.00000,4.00000,0.0,10.00000,2.0,2.00000,2.00000
1986,Schleswig-Holstein,320,2.45383,2.16740,2.74025,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
1986,Hamburg,251,2.98095,2.59667,3.36522,0.00000,2.00000,5.00000,0.0,12.50000,2.0,2.00000,3.00000
1986,Lower Saxony,1099,2.08455,1.96507,2.20404,0.00000,2.00000,3.00000,0.0,7.50000,2.0,2.00000,2.00000
1986,Bremen,108,2.00664,1.55627,2.45701,1.00000,1.00000,3.00000,0.0,6.00000,1.0,1.00000,2.00000
