year,age_gr,bula_h,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,0-16 y.,Schleswig-Holstein,,,,,,,,,,,,
1984,0-16 y.,Hamburg,,,,,,,,,,,,
1984,0-16 y.,Lower Saxony,,,,,,,,,,,,
1984,0-16 y.,Bremen,,,,,,,,,,,,
1984,0-16 y.,North Rhine-Westphalia,,,,,,,,,,,,
1984,0-16 y.,Hesse,,,,,,,,,,,,
1984,0-16 y.,"Rhineland-Palatinate, Saarland",,,,,,,,,,,,
1984,0-16 y.,Baden-Wuerttemberg,,,,,,,,,,,,
1984,0-16 y.,Bavaria,,,,,,,,,,,,
1984,0-16 y.,Berlin,,,,,,,,,,,,
1984,17-29 y.,Schleswig-Holstein,82,4.48117,3.58997,5.37236,2.00000,3.00000,6.00000,1.0,12.00000,3.0,2.00000,4.00000
1984,17-29 y.,Hamburg,54,5.02835,4.13232,5.92437,2.00000,4.00000,6.17495,1.0,12.0,4.0,3.00000,5.00000
1984,17-29 y.,Lower Saxony,234,3.40752,3.12200,3.69304,2.00000,3.00000,4.00000,1.0,7.00000,3.0,3.00000,3.00000
1984,17-29 y.,Bremen,,,,,,,,,,,,
1984,17-29 y.,North Rhine-Westphalia,697,4.05084,3.84892,4.25276,2.00000,3.00000,5.00000,1.0,9.50000,3.0,3.00000,4.00000
1984,17-29 y.,Hesse,277,3.83237,3.49488,4.16985,2.00000,3.00000,5.00000,1.0,9.50000,3.0,3.00000,3.00000
1984,17-29 y.,"Rhineland-Palatinate, Saarland",190,3.76383,3.40370,4.12396,2.00000,3.00000,5.00000,1.0,9.50000,3.0,2.00000,4.00000
1984,17-29 y.,Baden-Wuerttemberg,457,3.45762,3.23872,3.67652,2.00000,3.00000,5.00000,1.0,9.50000,3.0,2.00000,3.00000
1984,17-29 y.,Bavaria,428,3.76768,3.52744,4.00791,2.00000,3.00000,5.00000,1.0,9.50000,3.0,3.00000,3.00000
1984,17-29 y.,Berlin,76,5.00415,4.25269,5.75560,2.00000,4.00000,8.00000,1.0,14.0,4.0,3.00000,5.00000
1984,30-45 y.,Schleswig-Holstein,101,3.85754,3.15498,4.56010,2.00000,3.00000,4.00000,1.0,7.00000,3.0,2.00000,4.00000
1984,30-45 y.,Hamburg,77,4.22098,3.50489,4.93707,2.00000,4.00000,6.00000,1.0,12.00000,4.0,3.00000,4.00000
1984,30-45 y.,Lower Saxony,237,2.75464,2.51514,2.99415,1.00000,2.00000,3.00000,1.0,6.00000,2.0,2.00000,3.00000
1984,30-45 y.,Bremen,,,,,,,,,,,,
1984,30-45 y.,North Rhine-Westphalia,720,3.46619,3.29072,3.64165,2.00000,3.00000,4.00000,1.0,7.00000,3.0,3.00000,3.00000
1984,30-45 y.,Hesse,249,3.05154,2.83467,3.26841,2.00000,3.00000,4.00000,1.0,7.00000,3.0,2.00000,3.00000
1984,30-45 y.,"Rhineland-Palatinate, Saarland",153,3.31048,2.90901,3.71195,2.00000,2.00000,4.00000,1.0,7.00000,2.0,2.00000,3.00000
1984,30-45 y.,Baden-Wuerttemberg,463,3.11665,2.93537,3.29793,2.00000,3.00000,4.00000,1.0,7.00000,3.0,2.00000,3.00000
1984,30-45 y.,Bavaria,472,2.97146,2.78494,3.15799,2.00000,2.00000,4.00000,1.0,7.00000,2.0,2.00000,3.00000
1984,30-45 y.,Berlin,103,3.45019,3.00575,3.89462,2.00000,3.00000,5.00000,1.0,9.50000,3.0,2.00000,3.00000
1984,46-65 y.,Schleswig-Holstein,74,3.14502,2.54840,3.74164,1.00000,2.00000,4.00000,1.0,8.50000,2.0,2.00000,3.00000
