year,age_gr,quintil_oecd,plb0240,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1988,17-29 y.,3rd Quintile,Full-time,0.17294,108,108,0.10128,0.24460
1988,17-29 y.,4th Quintile,Full-time,0.16842,110,110,0.09816,0.23867
1988,17-29 y.,5th Quintile,Full-time,0.13890,59,59,0.04989,0.22790
1988,30-45 y.,1st Quintile,Full-time,0.13225,58,126,0.07286,0.19164
1988,30-45 y.,1st Quintile,Part-time,0.15731,68,126,0.09348,0.22114
1988,30-45 y.,2nd Quintile,Part-time,0.09982,61,61,0.02397,0.17567
1988,30-45 y.,3rd Quintile,Part-time,0.09258,49,49,0.01058,0.17457
1988,30-45 y.,4th Quintile,Part-time,0.06896,38,38,-0.01268,0.15061
1988,46-65 y.,1st Quintile,Full-time,0.05698,34,34,-0.02211,0.13606
1989,17-29 y.,1st Quintile,Full-time,0.28819,175,216,0.22764,0.34873
1989,17-29 y.,1st Quintile,Part-time,0.05538,41,216,0.02481,0.08595
1989,17-29 y.,2nd Quintile,Full-time,0.16855,104,150,0.10844,0.22866
1989,17-29 y.,2nd Quintile,Part-time,0.08315,46,150,0.03882,0.12749
1989,17-29 y.,3rd Quintile,Full-time,0.16230,83,83,0.08249,0.24211
1989,17-29 y.,4th Quintile,Full-time,0.14164,85,85,0.06707,0.21621
1989,17-29 y.,5th Quintile,Full-time,0.12349,53,53,0.03407,0.21291
1989,30-45 y.,1st Quintile,Full-time,0.09215,33,96,0.03399,0.15031
1989,30-45 y.,1st Quintile,Part-time,0.12820,63,96,0.06098,0.19543
1989,30-45 y.,2nd Quintile,Part-time,0.10723,59,59,0.02760,0.18686
1989,30-45 y.,3rd Quintile,Part-time,0.08251,46,46,0.00212,0.16290
1989,30-45 y.,4th Quintile,Part-time,0.06951,37,37,-0.01357,0.15259
1989,30-45 y.,5th Quintile,Part-time,0.05199,32,32,-0.02616,0.13014
1989,46-65 y.,1st Quintile,Full-time,0.05351,34,34,-0.02328,0.13029
1991,17-29 y.,1st Quintile,Full-time,0.19920,125,165,0.13808,0.26033
1991,17-29 y.,1st Quintile,Part-time,0.07302,40,165,0.03320,0.11283
1991,17-29 y.,2nd Quintile,Full-time,0.17572,94,136,0.11152,0.23991
1991,17-29 y.,2nd Quintile,Part-time,0.06761,42,136,0.02526,0.10997
1991,17-29 y.,3rd Quintile,Full-time,0.14050,77,111,0.07556,0.20544
1991,17-29 y.,3rd Quintile,Part-time,0.06344,34,111,0.01788,0.10899
1991,17-29 y.,4th Quintile,Full-time,0.13867,75,75,0.05992,0.21741
1991,17-29 y.,5th Quintile,Full-time,0.11388,45,45,0.02002,0.20775
1991,30-45 y.,1st Quintile,Part-time,0.13873,56,56,0.04738,0.23008
1991,30-45 y.,2nd Quintile,Part-time,0.10128,58,58,0.02295,0.17960
1991,30-45 y.,3rd Quintile,Part-time,0.08303,49,49,0.00497,0.16109
1992,17-29 y.,1st Quintile,Full-time,0.27472,190,275,0.22187,0.32757
1992,17-29 y.,1st Quintile,Part-time,0.07418,45,275,0.04315,0.10521
1992,17-29 y.,1st Quintile,Either,0.04711,40,275,0.02202,0.07220
1992,17-29 y.,2nd Quintile,Full-time,0.17796,151,207,0.12573,0.23019
1992,17-29 y.,2nd Quintile,Part-time,0.06618,56,207,0.03223,0.10013
1992,17-29 y.,3rd Quintile,Full-time,0.16379,123,163,0.10680,0.22078
1992,17-29 y.,3rd Quintile,Part-time,0.05159,40,163,0.01753,0.08565
1992,17-29 y.,4th Quintile,Full-time,0.12595,92,123,0.06708,0.18483
1992,17-29 y.,4th Quintile,Part-time,0.04362,31,123,0.00738,0.07986
1992,17-29 y.,5th Quintile,Full-time,0.14493,72,72,0.06304,0.22681
1992,30-45 y.,1st Quintile,Full-time,0.13708,105,207,0.09011,0.18404
1992,30-45 y.,1st Quintile,Part-time,0.10376,71,207,0.06212,0.14540
1992,30-45 y.,1st Quintile,Either,0.03385,31,207,0.00916,0.05855
1992,30-45 y.,2nd Quintile,Full-time,0.04836,53,120,0.00981,0.08690
1992,30-45 y.,2nd Quintile,Part-time,0.08248,67,120,0.03305,0.13191
1992,30-45 y.,3rd Quintile,Full-time,0.03488,35,94,-0.00241,0.07217
1992,30-45 y.,3rd Quintile,Part-time,0.08120,59,94,0.02569,0.13671
1992,30-45 y.,4th Quintile,Part-time,0.07483,61,61,0.00825,0.14140
1992,30-45 y.,5th Quintile,Part-time,0.05001,36,36,-0.02220,0.12223
1992,46-65 y.,1st Quintile,Full-time,0.06082,51,51,-0.00543,0.12707
1992,46-65 y.,3rd Quintile,Full-time,0.02830,34,34,-0.02828,0.08487
1993,17-29 y.,1st Quintile,Full-time,0.27902,193,296,0.22783,0.33020
1993,17-29 y.,1st Quintile,Part-time,0.07755,60,296,0.04703,0.10807
1993,17-29 y.,1st Quintile,Either,0.04395,43,296,0.02056,0.06734
1993,17-29 y.,2nd Quintile,Full-time,0.19617,144,226,0.14429,0.24806
1993,17-29 y.,2nd Quintile,Part-time,0.06284,49,226,0.03113,0.09455
1993,17-29 y.,2nd Quintile,I'm not sure yet,0.03932,33,226,0.01393,0.06472
1993,17-29 y.,3rd Quintile,Full-time,0.15734,129,180,0.10400,0.21069
1993,17-29 y.,3rd Quintile,Part-time,0.06965,51,180,0.03236,0.10694
1993,17-29 y.,4th Quintile,Full-time,0.14303,93,93,0.07149,0.21457
1993,17-29 y.,5th Quintile,Full-time,0.13317,64,64,0.04927,0.21707
1993,30-45 y.,1st Quintile,Full-time,0.12199,92,206,0.07719,0.16680
1993,30-45 y.,1st Quintile,Part-time,0.13743,79,206,0.09030,0.18456
1993,30-45 y.,1st Quintile,Either,0.05190,35,206,0.02154,0.08227
1993,30-45 y.,2nd Quintile,Full-time,0.05704,52,111,0.01370,0.10038
1993,30-45 y.,2nd Quintile,Part-time,0.07172,59,111,0.02350,0.11994
1993,30-45 y.,3rd Quintile,Full-time,0.03217,42,90,-0.00449,0.06883
1993,30-45 y.,3rd Quintile,Part-time,0.06622,48,90,0.01456,0.11788
1993,30-45 y.,4th Quintile,Part-time,0.06004,44,44,-0.01097,0.13105
1993,30-45 y.,5th Quintile,Part-time,0.04454,34,34,-0.02584,0.11493
1993,46-65 y.,1st Quintile,Full-time,0.06154,46,46,-0.00868,0.13175
1993,46-65 y.,2nd Quintile,Full-time,0.04137,37,37,-0.02368,0.10643
1994,17-29 y.,1st Quintile,Full-time,0.29711,188,306,0.24583,0.34840
1994,17-29 y.,1st Quintile,Part-time,0.05821,48,306,0.03193,0.08449
1994,17-29 y.,1st Quintile,Either,0.04863,34,306,0.02449,0.07277
1994,17-29 y.,1st Quintile,I'm not sure yet,0.05141,36,306,0.02662,0.07619
1994,17-29 y.,2nd Quintile,Full-time,0.21552,143,197,0.15796,0.27309
1994,17-29 y.,2nd Quintile,Part-time,0.08758,54,197,0.04800,0.12716
1994,17-29 y.,3rd Quintile,Full-time,0.16555,123,162,0.10813,0.22296
1994,17-29 y.,3rd Quintile,Part-time,0.05792,39,162,0.02183,0.09400
1994,17-29 y.,4th Quintile,Full-time,0.18194,113,113,0.11049,0.25339
1994,17-29 y.,5th Quintile,Full-time,0.13576,69,69,0.05435,0.21718
1994,30-45 y.,1st Quintile,Full-time,0.13597,107,225,0.09108,0.18085
1994,30-45 y.,1st Quintile,Part-time,0.12155,78,225,0.07876,0.16434
1994,30-45 y.,1st Quintile,Either,0.05733,40,225,0.02689,0.08778
1994,30-45 y.,2nd Quintile,Full-time,0.05898,50,135,0.01909,0.09887
1994,30-45 y.,2nd Quintile,Part-time,0.09990,85,135,0.04913,0.15067
1994,30-45 y.,3rd Quintile,Part-time,0.08064,58,58,0.00995,0.15133
1994,30-45 y.,4th Quintile,Part-time,0.04722,38,38,-0.02112,0.11557
1994,30-45 y.,5th Quintile,Part-time,0.03484,32,32,-0.02971,0.09939
1994,46-65 y.,1st Quintile,Full-time,0.08078,49,49,0.00369,0.15787
1995,17-29 y.,1st Quintile,Full-time,0.26579,197,331,0.21813,0.31345
1995,17-29 y.,1st Quintile,Part-time,0.08264,60,331,0.05293,0.11235
1995,17-29 y.,1st Quintile,Either,0.06078,42,331,0.03500,0.08656
1995,17-29 y.,1st Quintile,I'm not sure yet,0.04402,32,331,0.02189,0.06616
1995,17-29 y.,2nd Quintile,Full-time,0.19534,133,228,0.14376,0.24692
1995,17-29 y.,2nd Quintile,Part-time,0.07285,51,228,0.03904,0.10666
1995,17-29 y.,2nd Quintile,Either,0.06402,44,228,0.03217,0.09586
1995,17-29 y.,3rd Quintile,Full-time,0.15326,116,157,0.09673,0.20979
1995,17-29 y.,3rd Quintile,Part-time,0.05687,41,157,0.02053,0.09322
1995,17-29 y.,4th Quintile,Full-time,0.15805,106,106,0.08828,0.22783
1995,17-29 y.,5th Quintile,Full-time,0.16550,82,82,0.08457,0.24644
1995,30-45 y.,1st Quintile,Full-time,0.14717,128,261,0.10410,0.19023
1995,30-45 y.,1st Quintile,Part-time,0.10542,90,261,0.06809,0.14275
1995,30-45 y.,1st Quintile,Either,0.05113,43,261,0.02436,0.07790
1995,30-45 y.,2nd Quintile,Full-time,0.06334,59,148,0.02396,0.10271
1995,30-45 y.,2nd Quintile,Part-time,0.10374,89,148,0.05444,0.15303
1995,30-45 y.,3rd Quintile,Full-time,0.04014,33,89,-0.00087,0.08115
1995,30-45 y.,3rd Quintile,Part-time,0.07150,56,89,0.01767,0.12534
1995,30-45 y.,4th Quintile,Part-time,0.06474,46,46,-0.00716,0.13663
1995,30-45 y.,5th Quintile,Part-time,0.04899,37,37,-0.02152,0.11950
1995,46-65 y.,1st Quintile,Full-time,0.10110,56,56,0.02143,0.18077
1996,17-29 y.,1st Quintile,Full-time,0.24354,188,301,0.19497,0.29211
1996,17-29 y.,1st Quintile,Part-time,0.07873,50,301,0.04825,0.10921
1996,17-29 y.,1st Quintile,Either,0.08597,63,301,0.05425,0.11769
1996,17-29 y.,2nd Quintile,Full-time,0.21004,145,193,0.15242,0.26765
1996,17-29 y.,2nd Quintile,Part-time,0.08022,48,193,0.04180,0.11864
1996,17-29 y.,3rd Quintile,Full-time,0.20822,119,119,0.13496,0.28148
1996,17-29 y.,4th Quintile,Full-time,0.12075,87,87,0.05188,0.18961
1996,17-29 y.,5th Quintile,Full-time,0.20894,85,85,0.12200,0.29588
1996,30-45 y.,1st Quintile,Full-time,0.12786,114,260,0.08719,0.16853
1996,30-45 y.,1st Quintile,Part-time,0.12402,99,260,0.08388,0.16416
1996,30-45 y.,1st Quintile,Either,0.06569,47,260,0.03552,0.09587
1996,30-45 y.,2nd Quintile,Full-time,0.05367,66,151,0.01760,0.08974
1996,30-45 y.,2nd Quintile,Part-time,0.11121,85,151,0.06090,0.16152
1996,30-45 y.,3rd Quintile,Full-time,0.03792,35,88,-0.00222,0.07806
1996,30-45 y.,3rd Quintile,Part-time,0.05815,53,88,0.00897,0.10733
1996,30-45 y.,4th Quintile,Part-time,0.07087,59,59,0.00483,0.13691
1996,46-65 y.,1st Quintile,Full-time,0.08387,54,54,0.00925,0.15850
1997,17-29 y.,1st Quintile,Full-time,0.26480,169,283,0.21330,0.31630
1997,17-29 y.,1st Quintile,Part-time,0.06555,49,283,0.03666,0.09443
1997,17-29 y.,1st Quintile,Either,0.10570,65,283,0.06981,0.14158
1997,17-29 y.,2nd Quintile,Full-time,0.19877,140,232,0.14731,0.25023
1997,17-29 y.,2nd Quintile,Part-time,0.08283,56,232,0.04729,0.11838
1997,17-29 y.,2nd Quintile,Either,0.04983,36,232,0.02177,0.07789
1997,17-29 y.,3rd Quintile,Full-time,0.15118,97,136,0.09075,0.21160
1997,17-29 y.,3rd Quintile,Part-time,0.08122,39,136,0.03514,0.12730
1997,17-29 y.,4th Quintile,Full-time,0.13532,91,91,0.06465,0.20599
1997,17-29 y.,5th Quintile,Full-time,0.18704,65,65,0.09151,0.28258
1997,30-45 y.,1st Quintile,Full-time,0.14082,114,253,0.09787,0.18376
1997,30-45 y.,1st Quintile,Part-time,0.12156,82,253,0.08121,0.16190
1997,30-45 y.,1st Quintile,Either,0.06538,57,253,0.03486,0.09590
1997,30-45 y.,2nd Quintile,Full-time,0.07125,61,180,0.03357,0.10894
1997,30-45 y.,2nd Quintile,Part-time,0.09139,88,180,0.04917,0.13360
1997,30-45 y.,2nd Quintile,Either,0.02867,31,180,0.00422,0.05312
1997,30-45 y.,3rd Quintile,Full-time,0.04817,39,116,0.00903,0.08730
1997,30-45 y.,3rd Quintile,Part-time,0.08523,77,116,0.03420,0.13627
1997,30-45 y.,4th Quintile,Part-time,0.05628,48,48,-0.00961,0.12216
1997,30-45 y.,5th Quintile,Part-time,0.05095,44,44,-0.01478,0.11668
1997,46-65 y.,1st Quintile,Full-time,0.08155,41,73,0.01833,0.14477
1997,46-65 y.,1st Quintile,Either,0.04667,32,73,-0.00205,0.09539
1997,46-65 y.,2nd Quintile,Full-time,0.05540,46,46,-0.01144,0.12224
1997,46-65 y.,3rd Quintile,Full-time,0.05087,36,36,-0.02193,0.12367
1998,17-29 y.,1st Quintile,Full-time,0.24945,181,280,0.19867,0.30022
1998,17-29 y.,1st Quintile,Part-time,0.07809,54,280,0.04660,0.10957
1998,17-29 y.,1st Quintile,Either,0.06437,45,280,0.03557,0.09317
1998,17-29 y.,2nd Quintile,Full-time,0.19482,126,203,0.14020,0.24944
1998,17-29 y.,2nd Quintile,Part-time,0.06606,42,203,0.03181,0.10031
1998,17-29 y.,2nd Quintile,Either,0.05905,35,203,0.02655,0.09156
1998,17-29 y.,3rd Quintile,Full-time,0.15533,94,94,0.08171,0.22895
1998,17-29 y.,4th Quintile,Full-time,0.13965,82,82,0.06417,0.21514
1998,17-29 y.,5th Quintile,Full-time,0.21325,64,64,0.11210,0.31440
1998,30-45 y.,1st Quintile,Full-time,0.15144,106,234,0.10541,0.19747
1998,30-45 y.,1st Quintile,Part-time,0.11859,85,234,0.07708,0.16010
1998,30-45 y.,1st Quintile,Either,0.07506,43,234,0.04123,0.10889
1998,30-45 y.,2nd Quintile,Full-time,0.04545,47,175,0.01450,0.07640
1998,30-45 y.,2nd Quintile,Part-time,0.10158,91,175,0.05669,0.14647
1998,30-45 y.,2nd Quintile,Either,0.03865,37,175,0.01001,0.06729
1998,30-45 y.,3rd Quintile,Full-time,0.04107,37,96,0.00116,0.08098
1998,30-45 y.,3rd Quintile,Part-time,0.06582,59,96,0.01596,0.11569
1998,30-45 y.,4th Quintile,Part-time,0.05119,45,45,-0.01393,0.11630
1998,30-45 y.,5th Quintile,Part-time,0.05261,43,43,-0.01491,0.12013
1998,46-65 y.,1st Quintile,Full-time,0.09067,50,50,0.01027,0.17107
1998,46-65 y.,3rd Quintile,Full-time,0.03757,33,33,-0.02831,0.10346
1999,17-29 y.,1st Quintile,Full-time,0.25126,181,326,0.20411,0.29842
1999,17-29 y.,1st Quintile,Part-time,0.05691,48,326,0.03173,0.08210
1999,17-29 y.,1st Quintile,Either,0.09642,63,326,0.06433,0.12851
1999,17-29 y.,1st Quintile,I'm not sure yet,0.03766,34,326,0.01696,0.05836
1999,17-29 y.,2nd Quintile,Full-time,0.18159,125,169,0.12330,0.23989
1999,17-29 y.,2nd Quintile,Part-time,0.07438,44,169,0.03470,0.11406
1999,17-29 y.,3rd Quintile,Full-time,0.17215,105,138,0.10894,0.23537
1999,17-29 y.,3rd Quintile,Part-time,0.05125,33,138,0.01433,0.08818
1999,17-29 y.,4th Quintile,Full-time,0.11770,66,66,0.03936,0.19604
1999,17-29 y.,5th Quintile,Full-time,0.18436,68,68,0.09151,0.27722
1999,30-45 y.,1st Quintile,Full-time,0.12591,114,245,0.08428,0.16753
1999,30-45 y.,1st Quintile,Part-time,0.10328,83,245,0.06510,0.14147
1999,30-45 y.,1st Quintile,Either,0.05013,48,245,0.02275,0.07751
1999,30-45 y.,2nd Quintile,Full-time,0.04795,48,159,0.01463,0.08126
1999,30-45 y.,2nd Quintile,Part-time,0.08186,76,159,0.03912,0.12461
1999,30-45 y.,2nd Quintile,Either,0.02844,35,159,0.00252,0.05436
1999,30-45 y.,3rd Quintile,Full-time,0.03863,32,98,0.00028,0.07699
1999,30-45 y.,3rd Quintile,Part-time,0.08161,66,98,0.02713,0.13609
1999,30-45 y.,4th Quintile,Part-time,0.05767,56,56,-0.00394,0.11927
1999,30-45 y.,5th Quintile,Part-time,0.04300,32,32,-0.02841,0.11441
1999,46-65 y.,1st Quintile,Full-time,0.07845,42,42,-0.00385,0.16076
1999,46-65 y.,3rd Quintile,Full-time,0.03378,36,36,-0.02607,0.09364
2000,17-29 y.,1st Quintile,Full-time,0.28850,198,291,0.23636,0.34065
2000,17-29 y.,1st Quintile,Part-time,0.05490,49,291,0.02869,0.08112
2000,17-29 y.,1st Quintile,Either,0.07651,44,291,0.04592,0.10711
2000,17-29 y.,2nd Quintile,Full-time,0.18055,123,201,0.12724,0.23386
2000,17-29 y.,2nd Quintile,Part-time,0.05847,44,201,0.02595,0.09099
2000,17-29 y.,2nd Quintile,Either,0.04482,34,201,0.01615,0.07350
2000,17-29 y.,3rd Quintile,Full-time,0.16191,104,104,0.09077,0.23305
2000,17-29 y.,4th Quintile,Full-time,0.14731,82,82,0.07013,0.22450
2000,17-29 y.,5th Quintile,Full-time,0.21566,74,74,0.12131,0.31001
2000,30-45 y.,1st Quintile,Full-time,0.13759,119,240,0.09392,0.18127
2000,30-45 y.,1st Quintile,Part-time,0.09382,75,240,0.05686,0.13079
2000,30-45 y.,1st Quintile,Either,0.07193,46,240,0.03917,0.10468
2000,30-45 y.,2nd Quintile,Full-time,0.04335,46,171,0.01274,0.07396
2000,30-45 y.,2nd Quintile,Part-time,0.09024,92,171,0.04717,0.13331
2000,30-45 y.,2nd Quintile,Either,0.03681,33,171,0.00850,0.06511
2000,30-45 y.,3rd Quintile,Part-time,0.06824,71,71,0.00917,0.12731
2000,30-45 y.,4th Quintile,Part-time,0.04803,43,43,-0.01664,0.11270
2000,30-45 y.,5th Quintile,Part-time,0.04993,44,44,-0.01517,0.11503
2000,46-65 y.,1st Quintile,Full-time,0.07265,46,46,-0.00319,0.14849
2001,17-29 y.,1st Quintile,Full-time,0.24796,258,427,0.20695,0.28897
2001,17-29 y.,1st Quintile,Part-time,0.07108,72,427,0.04668,0.09548
2001,17-29 y.,1st Quintile,Either,0.04992,53,427,0.02924,0.07060
2001,17-29 y.,1st Quintile,I'm not sure yet,0.03871,44,427,0.02039,0.05702
2001,17-29 y.,2nd Quintile,Full-time,0.21347,207,307,0.16755,0.25938
2001,17-29 y.,2nd Quintile,Part-time,0.06068,64,307,0.03393,0.08743
2001,17-29 y.,2nd Quintile,I'm not sure yet,0.03154,36,307,0.01196,0.05112
2001,17-29 y.,3rd Quintile,Full-time,0.19381,173,204,0.13944,0.24819
2001,17-29 y.,3rd Quintile,I'm not sure yet,0.03828,31,204,0.01188,0.06467
2001,17-29 y.,4th Quintile,Full-time,0.18586,154,186,0.12980,0.24191
2001,17-29 y.,4th Quintile,I'm not sure yet,0.03436,32,186,0.00811,0.06061
2001,17-29 y.,5th Quintile,Full-time,0.18231,107,138,0.11765,0.24696
2001,17-29 y.,5th Quintile,I'm not sure yet,0.04975,31,138,0.01334,0.08616
2001,30-45 y.,1st Quintile,Full-time,0.13750,176,360,0.10188,0.17313
2001,30-45 y.,1st Quintile,Part-time,0.09959,125,360,0.06862,0.13057
2001,30-45 y.,1st Quintile,Either,0.04846,59,360,0.02624,0.07067
2001,30-45 y.,2nd Quintile,Full-time,0.05619,88,253,0.02776,0.08463
2001,30-45 y.,2nd Quintile,Part-time,0.08596,131,253,0.05135,0.12057
2001,30-45 y.,2nd Quintile,Either,0.02453,34,253,0.00543,0.04364
2001,30-45 y.,3rd Quintile,Full-time,0.02503,39,171,0.00155,0.04852
2001,30-45 y.,3rd Quintile,Part-time,0.07772,132,171,0.03748,0.11797
2001,30-45 y.,4th Quintile,Part-time,0.04789,79,79,0.00050,0.09528
2001,30-45 y.,5th Quintile,Part-time,0.05168,79,79,0.00255,0.10080
2001,46-65 y.,1st Quintile,Full-time,0.10586,95,135,0.05377,0.15795
2001,46-65 y.,1st Quintile,Either,0.04400,40,135,0.00928,0.07873
2001,46-65 y.,2nd Quintile,Full-time,0.03585,47,47,-0.01788,0.08958
2001,46-65 y.,3rd Quintile,Full-time,0.02598,38,38,-0.02528,0.07724
2002,17-29 y.,1st Quintile,Full-time,0.28934,241,373,0.24326,0.33542
2002,17-29 y.,1st Quintile,Part-time,0.06871,64,373,0.04301,0.09442
2002,17-29 y.,1st Quintile,Either,0.08000,68,373,0.05243,0.10757
2002,17-29 y.,2nd Quintile,Full-time,0.19579,167,258,0.14728,0.24430
2002,17-29 y.,2nd Quintile,Part-time,0.07575,50,258,0.04340,0.10810
2002,17-29 y.,2nd Quintile,Either,0.04332,41,258,0.01843,0.06821
2002,17-29 y.,3rd Quintile,Full-time,0.19346,161,161,0.13225,0.25466
2002,17-29 y.,4th Quintile,Full-time,0.16130,142,142,0.10059,0.22201
2002,17-29 y.,5th Quintile,Full-time,0.17385,132,132,0.10895,0.23875
2002,30-45 y.,1st Quintile,Full-time,0.15437,163,354,0.11668,0.19206
2002,30-45 y.,1st Quintile,Part-time,0.12635,129,354,0.09169,0.16101
2002,30-45 y.,1st Quintile,Either,0.05176,62,354,0.02865,0.07488
2002,30-45 y.,2nd Quintile,Full-time,0.06376,79,225,0.03177,0.09576
2002,30-45 y.,2nd Quintile,Part-time,0.09427,108,225,0.05601,0.13254
2002,30-45 y.,2nd Quintile,Either,0.02277,38,225,0.00324,0.04231
2002,30-45 y.,3rd Quintile,Full-time,0.04284,54,202,0.01485,0.07084
2002,30-45 y.,3rd Quintile,Part-time,0.08551,117,202,0.04685,0.12417
2002,30-45 y.,3rd Quintile,Either,0.01983,31,202,0.00055,0.03910
2002,30-45 y.,4th Quintile,Full-time,0.02474,36,127,-0.00238,0.05187
2002,30-45 y.,4th Quintile,Part-time,0.05858,91,127,0.01757,0.09958
2002,30-45 y.,5th Quintile,Part-time,0.04882,89,89,0.00380,0.09384
