year,bula_h,plb0240,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,North Rhine-Westphalia,I'm not sure yet,0.00865,41,496,0.00049,0.01681
1986,Hesse,Full-time,0.04596,80,132,0.01010,0.08182
1986,Hesse,Part-time,0.03611,52,132,0.00416,0.06806
1986,"Rhineland-Palatinate, Saarland",Full-time,0.04477,48,48,-0.01435,0.10389
1986,Baden-Wuerttemberg,Full-time,0.05496,152,228,0.02531,0.08461
1986,Baden-Wuerttemberg,Part-time,0.02589,76,228,0.00523,0.04655
1986,Bavaria,Full-time,0.05187,128,197,0.02083,0.08292
1986,Bavaria,Part-time,0.02716,69,197,0.00440,0.04992
1987,Lower Saxony,Full-time,0.05723,93,178,0.02301,0.09146
1987,Lower Saxony,Part-time,0.03877,53,178,0.01033,0.06721
1987,Lower Saxony,Either,0.02172,32,178,0.00024,0.04319
1987,North Rhine-Westphalia,Full-time,0.06305,258,465,0.04093,0.08516
1987,North Rhine-Westphalia,Part-time,0.04492,163,465,0.02607,0.06377
1987,North Rhine-Westphalia,Either,0.01057,44,465,0.00126,0.01987
1987,Hesse,Full-time,0.03707,62,110,0.00160,0.07254
1987,Hesse,Part-time,0.03716,48,110,0.00165,0.07267
1987,"Rhineland-Palatinate, Saarland",Full-time,0.04506,45,80,-0.00069,0.09080
1987,"Rhineland-Palatinate, Saarland",Part-time,0.03697,35,80,-0.00464,0.07857
1987,Baden-Wuerttemberg,Full-time,0.04263,141,258,0.01793,0.06733
1987,Baden-Wuerttemberg,Part-time,0.03014,81,258,0.00923,0.05104
1987,Baden-Wuerttemberg,Either,0.01262,36,258,-0.00103,0.02628
1987,Bavaria,Full-time,0.04131,108,182,0.01232,0.07030
1987,Bavaria,Part-time,0.03324,74,182,0.00712,0.05935
1988,Lower Saxony,Full-time,0.05727,83,138,0.01836,0.09618
1988,Lower Saxony,Part-time,0.04041,55,138,0.00743,0.07338
1988,North Rhine-Westphalia,Full-time,0.06500,244,480,0.04292,0.08708
1988,North Rhine-Westphalia,Part-time,0.04440,151,480,0.02596,0.06285
1988,North Rhine-Westphalia,Either,0.01359,45,480,0.00322,0.02396
1988,North Rhine-Westphalia,I'm not sure yet,0.00964,40,480,0.00089,0.01839
1988,Hesse,Full-time,0.05249,79,135,0.01473,0.09025
1988,Hesse,Part-time,0.03811,56,135,0.00569,0.07053
1988,"Rhineland-Palatinate, Saarland",Full-time,0.04804,55,55,-0.00900,0.10507
1988,Baden-Wuerttemberg,Full-time,0.05235,149,221,0.02292,0.08178
1988,Baden-Wuerttemberg,Part-time,0.02995,72,221,0.00742,0.05247
1988,Bavaria,Full-time,0.04407,102,169,0.01304,0.07511
1988,Bavaria,Part-time,0.02588,67,169,0.00187,0.04988
1989,Lower Saxony,Full-time,0.05336,72,117,0.01246,0.09426
1989,Lower Saxony,Part-time,0.03602,45,117,0.00211,0.06993
1989,North Rhine-Westphalia,Full-time,0.05111,194,404,0.02961,0.07262
1989,North Rhine-Westphalia,Part-time,0.04004,135,404,0.02090,0.05919
1989,North Rhine-Westphalia,Either,0.00770,33,404,-0.00083,0.01624
1989,North Rhine-Westphalia,I'm not sure yet,0.01115,42,404,0.00090,0.02141
1989,Hesse,Full-time,0.04528,66,115,0.00711,0.08345
1989,Hesse,Part-time,0.03011,49,115,-0.00126,0.06148
1989,"Rhineland-Palatinate, Saarland",Full-time,0.04302,46,46,-0.01626,0.10231
1989,Baden-Wuerttemberg,Full-time,0.04077,109,183,0.01204,0.06951
1989,Baden-Wuerttemberg,Part-time,0.02914,74,183,0.00470,0.05357
1989,Bavaria,Full-time,0.04375,98,166,0.01254,0.07495
1989,Bavaria,Part-time,0.03081,68,166,0.00445,0.05718
1990,Brandenburg,Full-time,0.03659,38,38,-0.02391,0.09709
1990,Saxony,Full-time,0.02019,38,38,-0.02513,0.06551
1991,Lower Saxony,Full-time,0.03906,57,104,0.00164,0.07647
1991,Lower Saxony,Part-time,0.03619,47,104,0.00012,0.07226
1991,North Rhine-Westphalia,Full-time,0.04350,163,316,0.02097,0.06603
1991,North Rhine-Westphalia,Part-time,0.03625,119,316,0.01561,0.05689
1991,North Rhine-Westphalia,Either,0.00835,34,316,-0.00170,0.01841
1991,Hesse,Full-time,0.03879,57,94,-0.00046,0.07803
1991,Hesse,Part-time,0.03541,37,94,-0.00215,0.07296
1991,"Rhineland-Palatinate, Saarland",Full-time,0.03814,33,33,-0.02822,0.10449
1991,Baden-Wuerttemberg,Full-time,0.03445,93,171,0.00703,0.06187
1991,Baden-Wuerttemberg,Part-time,0.02952,78,171,0.00407,0.05496
1991,Bavaria,Full-time,0.03016,72,153,0.00297,0.05735
1991,Bavaria,Part-time,0.03649,81,153,0.00668,0.06630
1991,Berlin,Full-time,0.03554,48,48,-0.01739,0.08847
1991,Brandenburg,Full-time,0.05431,49,49,-0.00980,0.11842
1991,Mecklenburg-Western Pomerania,Full-time,0.04282,31,31,-0.02963,0.11527
1991,Saxony,Full-time,0.04682,79,116,0.00821,0.08544
1991,Saxony,Part-time,0.02340,37,116,-0.00423,0.05103
1991,Saxony-Anhalt,Full-time,0.03493,38,38,-0.02423,0.09409
1991,Thuringa,Full-time,0.05883,54,54,-0.00452,0.12218
1992,Lower Saxony,Full-time,0.04259,63,114,0.00536,0.07982
1992,Lower Saxony,Part-time,0.04119,51,114,0.00455,0.07783
1992,North Rhine-Westphalia,Full-time,0.05081,176,369,0.02837,0.07325
1992,North Rhine-Westphalia,Part-time,0.03713,128,369,0.01781,0.05645
1992,North Rhine-Westphalia,Either,0.00846,32,369,-0.00090,0.01783
1992,North Rhine-Westphalia,I'm not sure yet,0.00942,33,369,-0.00045,0.01930
1992,Hesse,Full-time,0.03649,58,103,0.00010,0.07289
1992,Hesse,Part-time,0.03571,45,103,-0.00030,0.07172
1992,"Rhineland-Palatinate, Saarland",Full-time,0.03808,37,76,-0.00523,0.08140
1992,"Rhineland-Palatinate, Saarland",Part-time,0.03596,39,76,-0.00618,0.07810
1992,Baden-Wuerttemberg,Full-time,0.04095,116,190,0.01269,0.06920
1992,Baden-Wuerttemberg,Part-time,0.02767,74,190,0.00429,0.05106
1992,Bavaria,Full-time,0.03317,73,154,0.00480,0.06155
1992,Bavaria,Part-time,0.03588,81,154,0.00641,0.06536
1992,Berlin,Full-time,0.07175,63,63,0.00751,0.13599
1992,Brandenburg,Full-time,0.07658,68,68,0.01290,0.14025
1992,Mecklenburg-Western Pomerania,Full-time,0.10424,50,50,0.01868,0.18980
1992,Saxony,Full-time,0.08128,123,187,0.04201,0.12056
1992,Saxony,Part-time,0.02178,33,187,0.00081,0.04276
1992,Saxony,Either,0.01894,31,187,-0.00065,0.03853
1992,Saxony-Anhalt,Full-time,0.07773,75,75,0.01673,0.13874
1992,Thuringa,Full-time,0.08264,75,75,0.01991,0.14538
1993,Lower Saxony,Full-time,0.04819,71,111,0.00816,0.08821
1993,Lower Saxony,Part-time,0.03136,40,111,-0.00121,0.06393
1993,North Rhine-Westphalia,Full-time,0.04409,171,372,0.02320,0.06498
1993,North Rhine-Westphalia,Part-time,0.03554,128,372,0.01670,0.05438
1993,North Rhine-Westphalia,Either,0.01143,38,372,0.00061,0.02225
1993,North Rhine-Westphalia,I'm not sure yet,0.00872,35,372,-0.00074,0.01818
1993,Hesse,Full-time,0.04124,49,86,-0.00104,0.08351
1993,Hesse,Part-time,0.02304,37,86,-0.00885,0.05494
1993,"Rhineland-Palatinate, Saarland",Part-time,0.04102,36,36,-0.02469,0.10673
1993,Baden-Wuerttemberg,Full-time,0.03965,121,208,0.01307,0.06623
1993,Baden-Wuerttemberg,Part-time,0.03905,87,208,0.01266,0.06544
1993,Bavaria,Full-time,0.02983,72,154,0.00287,0.05679
1993,Bavaria,Part-time,0.03512,82,154,0.00595,0.06429
1993,Berlin,Full-time,0.06741,53,53,-0.00074,0.13556
1993,Brandenburg,Full-time,0.06992,63,63,0.00644,0.13340
1993,Mecklenburg-Western Pomerania,Full-time,0.11074,59,59,0.02998,0.19151
1993,Saxony,Full-time,0.08187,112,185,0.04226,0.12149
1993,Saxony,Part-time,0.02265,34,185,0.00115,0.04414
1993,Saxony,Either,0.02575,39,185,0.00286,0.04863
1993,Saxony-Anhalt,Full-time,0.08391,77,119,0.03388,0.13393
1993,Saxony-Anhalt,Either,0.04544,42,119,0.00786,0.08302
1993,Thuringa,Full-time,0.08012,74,74,0.01784,0.14240
1994,Lower Saxony,Full-time,0.04805,68,113,0.00844,0.08766
1994,Lower Saxony,Part-time,0.03755,45,113,0.00234,0.07276
1994,North Rhine-Westphalia,Full-time,0.04848,182,397,0.02733,0.06964
1994,North Rhine-Westphalia,Part-time,0.03747,133,397,0.01877,0.05618
1994,North Rhine-Westphalia,Either,0.00912,36,397,-0.00024,0.01849
1994,North Rhine-Westphalia,I'm not sure yet,0.01186,46,397,0.00120,0.02252
1994,Hesse,Full-time,0.04516,54,100,0.00425,0.08606
1994,Hesse,Part-time,0.03475,46,100,-0.00133,0.07083
1994,"Rhineland-Palatinate, Saarland",Full-time,0.04884,41,41,-0.01795,0.11564
1994,Baden-Wuerttemberg,Full-time,0.05088,133,220,0.02177,0.07998
1994,Baden-Wuerttemberg,Part-time,0.03493,87,220,0.01061,0.05925
1994,Bavaria,Full-time,0.04332,85,172,0.01281,0.07383
1994,Bavaria,Part-time,0.04100,87,172,0.01128,0.07072
1994,Berlin,Full-time,0.04562,42,42,-0.01825,0.10948
1994,Brandenburg,Full-time,0.05791,59,59,-0.00220,0.11802
1994,Mecklenburg-Western Pomerania,Full-time,0.11802,57,57,0.03352,0.20252
1994,Saxony,Full-time,0.08098,118,198,0.04289,0.11908
1994,Saxony,Part-time,0.02851,41,198,0.00527,0.05174
1994,Saxony,Either,0.02684,39,198,0.00427,0.04941
1994,Saxony-Anhalt,Full-time,0.08143,67,67,0.01545,0.14742
1994,Thuringa,Full-time,0.09129,76,76,0.02610,0.15647
1995,Lower Saxony,Full-time,0.04908,82,137,0.01277,0.08538
1995,Lower Saxony,Part-time,0.03568,55,137,0.00450,0.06685
1995,North Rhine-Westphalia,Full-time,0.04798,197,423,0.02759,0.06837
1995,North Rhine-Westphalia,Part-time,0.03861,145,423,0.02022,0.05699
1995,North Rhine-Westphalia,Either,0.01213,49,423,0.00169,0.02258
1995,North Rhine-Westphalia,I'm not sure yet,0.00762,32,423,-0.00068,0.01591
1995,Hesse,Full-time,0.05034,62,111,0.00948,0.09120
1995,Hesse,Part-time,0.04199,49,111,0.00451,0.07947
1995,"Rhineland-Palatinate, Saarland",Full-time,0.05498,53,84,0.00594,0.10403
1995,"Rhineland-Palatinate, Saarland",Part-time,0.02787,31,84,-0.00754,0.06328
1995,Baden-Wuerttemberg,Full-time,0.04490,140,266,0.01996,0.06983
1995,Baden-Wuerttemberg,Part-time,0.03792,87,266,0.01492,0.06091
1995,Baden-Wuerttemberg,Either,0.01382,39,266,-0.00023,0.02788
1995,Bavaria,Full-time,0.04657,106,207,0.01780,0.07535
1995,Bavaria,Part-time,0.04154,101,207,0.01429,0.06878
1995,Berlin,Full-time,0.08030,58,58,0.00975,0.15086
1995,Brandenburg,Full-time,0.05359,49,49,-0.01012,0.11730
1995,Mecklenburg-Western Pomerania,Full-time,0.09489,51,51,0.01366,0.17613
1995,Saxony,Full-time,0.06544,101,183,0.02951,0.10137
1995,Saxony,Part-time,0.02943,40,183,0.00488,0.05399
1995,Saxony,Either,0.02740,42,183,0.00368,0.05112
1995,Saxony-Anhalt,Full-time,0.06483,70,70,0.00673,0.12293
1995,Thuringa,Full-time,0.06704,57,57,0.00154,0.13255
1996,Lower Saxony,Full-time,0.04609,79,135,0.01059,0.08159
1996,Lower Saxony,Part-time,0.03602,56,135,0.00447,0.06757
1996,North Rhine-Westphalia,Full-time,0.04814,190,426,0.02779,0.06849
1996,North Rhine-Westphalia,Part-time,0.04052,145,426,0.02178,0.05927
1996,North Rhine-Westphalia,Either,0.01591,49,426,0.00401,0.02780
1996,North Rhine-Westphalia,I'm not sure yet,0.01086,42,426,0.00101,0.02072
1996,Hesse,Full-time,0.05186,68,109,0.01004,0.09368
1996,Hesse,Part-time,0.03444,41,109,0.00005,0.06883
1996,"Rhineland-Palatinate, Saarland",Full-time,0.03524,34,77,-0.00621,0.07670
1996,"Rhineland-Palatinate, Saarland",Part-time,0.04540,43,77,-0.00140,0.09220
1996,Baden-Wuerttemberg,Full-time,0.04382,122,254,0.01860,0.06905
1996,Baden-Wuerttemberg,Part-time,0.04512,88,254,0.01954,0.07070
1996,Baden-Wuerttemberg,Either,0.01325,44,254,-0.00084,0.02734
1996,Bavaria,Full-time,0.05253,117,200,0.02153,0.08352
1996,Bavaria,Part-time,0.03282,83,200,0.00806,0.05757
1996,Berlin,Full-time,0.06613,49,49,-0.00418,0.13643
1996,Brandenburg,Full-time,0.08017,68,68,0.01514,0.14519
1996,Mecklenburg-Western Pomerania,Full-time,0.09543,53,53,0.01557,0.17528
1996,Saxony,Full-time,0.05944,92,174,0.02420,0.09467
1996,Saxony,Part-time,0.02548,34,174,0.00200,0.04896
1996,Saxony,Either,0.03691,48,174,0.00882,0.06501
1996,Saxony-Anhalt,Full-time,0.08295,77,77,0.02094,0.14496
1996,Thuringa,Full-time,0.07968,69,69,0.01532,0.14405
1997,Lower Saxony,Full-time,0.04513,66,120,0.00783,0.08243
1997,Lower Saxony,Part-time,0.03313,54,120,0.00097,0.06529
1997,North Rhine-Westphalia,Full-time,0.04607,185,373,0.02477,0.06737
1997,North Rhine-Westphalia,Part-time,0.03439,129,373,0.01587,0.05291
1997,North Rhine-Westphalia,Either,0.01679,59,373,0.00373,0.02985
1997,Hesse,Full-time,0.05032,54,111,0.00947,0.09118
1997,Hesse,Part-time,0.04500,57,111,0.00626,0.08374
1997,"Rhineland-Palatinate, Saarland",Full-time,0.04647,41,87,0.00198,0.09096
1997,"Rhineland-Palatinate, Saarland",Part-time,0.04458,46,87,0.00096,0.08821
1997,Baden-Wuerttemberg,Full-time,0.04699,136,276,0.02198,0.07200
1997,Baden-Wuerttemberg,Part-time,0.03723,90,276,0.01485,0.05961
1997,Baden-Wuerttemberg,Either,0.01880,50,276,0.00275,0.03486
1997,Bavaria,Full-time,0.05166,111,215,0.02201,0.08132
1997,Bavaria,Part-time,0.04526,104,215,0.01741,0.07311
1997,Berlin,Full-time,0.05158,37,37,-0.02067,0.12384
1997,Brandenburg,Full-time,0.07736,57,57,0.00739,0.14734
1997,Mecklenburg-Western Pomerania,Full-time,0.09938,46,46,0.01197,0.18679
1997,Saxony,Full-time,0.06209,89,167,0.02538,0.09880
1997,Saxony,Part-time,0.02045,32,167,-0.00108,0.04199
1997,Saxony,Either,0.03432,46,167,0.00663,0.06202
1997,Saxony-Anhalt,Full-time,0.08265,71,102,0.02895,0.13636
1997,Saxony-Anhalt,Either,0.04138,31,102,0.00254,0.08022
1997,Thuringa,Full-time,0.06776,66,104,0.01922,0.11630
1997,Thuringa,Either,0.04556,38,104,0.00529,0.08584
1998,Lower Saxony,Full-time,0.04331,66,121,0.00689,0.07973
1998,Lower Saxony,Part-time,0.03350,55,121,0.00130,0.06569
1998,North Rhine-Westphalia,Full-time,0.05049,204,439,0.02999,0.07100
1998,North Rhine-Westphalia,Part-time,0.03614,142,439,0.01866,0.05361
1998,North Rhine-Westphalia,Either,0.01289,55,439,0.00232,0.02345
1998,North Rhine-Westphalia,I'm not sure yet,0.00798,38,439,-0.00035,0.01632
1998,Hesse,Full-time,0.04307,52,107,0.00442,0.08172
1998,Hesse,Part-time,0.04307,55,107,0.00442,0.08172
1998,"Rhineland-Palatinate, Saarland",Full-time,0.03336,36,84,-0.00527,0.07200
1998,"Rhineland-Palatinate, Saarland",Part-time,0.04215,48,84,-0.00108,0.08537
1998,Baden-Wuerttemberg,Full-time,0.04414,126,222,0.01706,0.07122
1998,Baden-Wuerttemberg,Part-time,0.03355,96,222,0.00981,0.05729
1998,Bavaria,Full-time,0.04674,111,223,0.01897,0.07451
1998,Bavaria,Part-time,0.04295,112,223,0.01628,0.06962
1998,Brandenburg,Full-time,0.08786,74,74,0.02292,0.15280
1998,Mecklenburg-Western Pomerania,Full-time,0.09187,47,47,0.00840,0.17535
1998,Saxony,Full-time,0.06262,109,197,0.02870,0.09654
1998,Saxony,Part-time,0.02005,31,197,0.00043,0.03968
1998,Saxony,Either,0.04008,57,197,0.01262,0.06755
1998,Saxony-Anhalt,Full-time,0.08334,72,72,0.01905,0.14763
1998,Thuringa,Full-time,0.09270,85,85,0.03068,0.15472
1999,Lower Saxony,Full-time,0.04427,71,109,0.00547,0.08306
1999,Lower Saxony,Part-time,0.02030,38,109,-0.00630,0.04690
1999,North Rhine-Westphalia,Full-time,0.03782,156,368,0.01830,0.05734
1999,North Rhine-Westphalia,Part-time,0.03039,121,368,0.01283,0.04796
1999,North Rhine-Westphalia,Either,0.01568,58,368,0.00297,0.02839
1999,North Rhine-Westphalia,I'm not sure yet,0.00758,33,368,-0.00129,0.01645
1999,Hesse,Full-time,0.04312,50,88,0.00043,0.08580
1999,Hesse,Part-time,0.03425,38,88,-0.00397,0.07247
1999,"Rhineland-Palatinate, Saarland",Part-time,0.03058,35,35,-0.02729,0.08846
1999,Baden-Wuerttemberg,Full-time,0.04642,109,230,0.01917,0.07367
1999,Baden-Wuerttemberg,Part-time,0.03819,90,230,0.01336,0.06301
1999,Baden-Wuerttemberg,Either,0.01147,31,230,-0.00232,0.02526
1999,Bavaria,Full-time,0.03175,75,163,0.00475,0.05875
1999,Bavaria,Part-time,0.03422,88,163,0.00622,0.06221
1999,Berlin,Full-time,0.06223,41,41,-0.01263,0.13710
1999,Brandenburg,Full-time,0.07867,58,58,0.00878,0.14856
1999,Mecklenburg-Western Pomerania,Full-time,0.08472,37,37,-0.00625,0.17568
1999,Saxony,Full-time,0.06903,110,187,0.03260,0.10546
1999,Saxony,Part-time,0.02497,39,187,0.00254,0.04739
1999,Saxony,Either,0.02537,38,187,0.00277,0.04797
1999,Saxony-Anhalt,Full-time,0.07624,75,75,0.01577,0.13671
1999,Thuringa,Full-time,0.07846,66,66,0.01309,0.14383
2000,Schleswig-Holstein,Full-time,0.03440,32,65,-0.01025,0.07905
2000,Schleswig-Holstein,Part-time,0.03663,33,65,-0.00939,0.08266
2000,Lower Saxony,Full-time,0.03559,98,229,0.01154,0.05963
2000,Lower Saxony,Part-time,0.02960,94,229,0.00760,0.05159
2000,Lower Saxony,Either,0.01281,37,229,-0.00179,0.02741
2000,North Rhine-Westphalia,Full-time,0.03919,291,665,0.02443,0.05395
2000,North Rhine-Westphalia,Part-time,0.03145,238,665,0.01818,0.04473
2000,North Rhine-Westphalia,Either,0.01272,84,665,0.00420,0.02124
2000,North Rhine-Westphalia,I'm not sure yet,0.00803,52,665,0.00124,0.01482
2000,Hesse,Full-time,0.04569,104,214,0.01765,0.07373
2000,Hesse,Part-time,0.04537,110,214,0.01742,0.07332
2000,"Rhineland-Palatinate, Saarland",Full-time,0.03543,71,184,0.00865,0.06221
2000,"Rhineland-Palatinate, Saarland",Part-time,0.03683,80,184,0.00954,0.06411
2000,"Rhineland-Palatinate, Saarland",Either,0.01524,33,184,-0.00251,0.03298
2000,Baden-Wuerttemberg,Full-time,0.03978,183,378,0.02005,0.05951
2000,Baden-Wuerttemberg,Part-time,0.03768,159,378,0.01845,0.05690
2000,Baden-Wuerttemberg,Either,0.00840,36,378,-0.00081,0.01762
2000,Bavaria,Full-time,0.03344,148,395,0.01569,0.05119
2000,Bavaria,Part-time,0.03119,160,395,0.01403,0.04836
2000,Bavaria,Either,0.01149,42,395,0.00096,0.02201
2000,Bavaria,I'm not sure yet,0.01145,45,395,0.00095,0.02196
2000,Berlin,Full-time,0.06212,70,102,0.01504,0.10919
2000,Berlin,Either,0.03856,32,102,0.00101,0.07611
2000,Brandenburg,Full-time,0.07727,96,141,0.03303,0.12150
2000,Brandenburg,Either,0.03166,45,141,0.00266,0.06067
2000,Mecklenburg-Western Pomerania,Full-time,0.08381,62,62,0.01427,0.15335
2000,Saxony,Full-time,0.07089,175,301,0.04185,0.09994
2000,Saxony,Part-time,0.02257,55,301,0.00576,0.03937
2000,Saxony,Either,0.03012,71,301,0.01078,0.04946
2000,Saxony-Anhalt,Full-time,0.08210,115,115,0.03170,0.13249
2000,Thuringa,Full-time,0.08522,106,144,0.03945,0.13098
2000,Thuringa,Either,0.03043,38,144,0.00228,0.05858
2001,Schleswig-Holstein,Full-time,0.03901,31,31,-0.03028,0.10830
2001,Lower Saxony,Full-time,0.04318,109,199,0.01487,0.07149
2001,Lower Saxony,Part-time,0.02960,90,199,0.00599,0.05320
2001,North Rhine-Westphalia,Full-time,0.04231,256,582,0.02594,0.05868
2001,North Rhine-Westphalia,Part-time,0.03115,204,582,0.01702,0.04527
2001,North Rhine-Westphalia,Either,0.00938,58,582,0.00154,0.01722
2001,North Rhine-Westphalia,I'm not sure yet,0.00906,64,582,0.00136,0.01676
2001,Hesse,Full-time,0.04899,90,171,0.01655,0.08144
2001,Hesse,Part-time,0.03885,81,171,0.00980,0.06790
2001,"Rhineland-Palatinate, Saarland",Full-time,0.04298,73,161,0.01156,0.07441
2001,"Rhineland-Palatinate, Saarland",Part-time,0.04333,88,161,0.01178,0.07487
2001,Baden-Wuerttemberg,Full-time,0.03422,141,293,0.01337,0.05507
2001,Baden-Wuerttemberg,Part-time,0.03079,113,293,0.01098,0.05060
2001,Baden-Wuerttemberg,I'm not sure yet,0.00973,39,293,-0.00153,0.02099
2001,Bavaria,Full-time,0.03941,147,325,0.01822,0.06060
2001,Bavaria,Part-time,0.03509,137,325,0.01506,0.05513
2001,Bavaria,I'm not sure yet,0.00904,41,325,-0.00127,0.01934
2001,Berlin,Full-time,0.06538,73,73,0.00828,0.12247
2001,Brandenburg,Full-time,0.07673,89,89,0.02112,0.13234
2001,Mecklenburg-Western Pomerania,Full-time,0.07447,50,50,0.00096,0.14797
2001,Saxony,Full-time,0.07703,167,260,0.04456,0.10950
2001,Saxony,Part-time,0.02017,45,260,0.00305,0.03729
2001,Saxony,Either,0.02400,48,260,0.00536,0.04264
2001,Saxony-Anhalt,Full-time,0.09323,116,116,0.04009,0.14638
2001,Thuringa,Full-time,0.09539,107,142,0.04690,0.14388
2001,Thuringa,Either,0.02767,35,142,0.00060,0.05475
2002,Schleswig-Holstein,Part-time,0.03901,33,33,-0.02808,0.10609
2002,Lower Saxony,Full-time,0.04679,113,211,0.01822,0.07535
2002,Lower Saxony,Part-time,0.03339,98,211,0.00909,0.05769
2002,North Rhine-Westphalia,Full-time,0.04896,297,638,0.03220,0.06571
2002,North Rhine-Westphalia,Part-time,0.03731,223,638,0.02259,0.05203
2002,North Rhine-Westphalia,Either,0.01325,73,638,0.00437,0.02213
2002,North Rhine-Westphalia,I'm not sure yet,0.00647,45,638,0.00024,0.01270
2002,Hesse,Full-time,0.04114,98,170,0.01120,0.07109
2002,Hesse,Part-time,0.03984,72,170,0.01035,0.06933
2002,"Rhineland-Palatinate, Saarland",Full-time,0.04088,71,170,0.01103,0.07073
2002,"Rhineland-Palatinate, Saarland",Part-time,0.03724,63,170,0.00869,0.06579
2002,"Rhineland-Palatinate, Saarland",Either,0.02002,36,170,-0.00110,0.04113
2002,Baden-Wuerttemberg,Full-time,0.04442,158,368,0.02334,0.06550
2002,Baden-Wuerttemberg,Part-time,0.03442,123,368,0.01577,0.05308
2002,Baden-Wuerttemberg,Either,0.00945,39,368,-0.00045,0.01934
2002,Baden-Wuerttemberg,I'm not sure yet,0.01025,48,368,-0.00005,0.02056
2002,Bavaria,Full-time,0.04336,176,399,0.02335,0.06337
2002,Bavaria,Part-time,0.03522,156,399,0.01711,0.05333
2002,Bavaria,Either,0.00682,35,399,-0.00127,0.01490
2002,Bavaria,I'm not sure yet,0.00606,32,399,-0.00156,0.01369
2002,Berlin,Full-time,0.06471,73,73,0.00788,0.12153
2002,Brandenburg,Full-time,0.10537,110,155,0.05688,0.15386
2002,Brandenburg,Either,0.03409,45,155,0.00543,0.06274
2002,Mecklenburg-Western Pomerania,Full-time,0.09066,54,54,0.01336,0.16796
2002,Saxony,Full-time,0.08324,157,260,0.04960,0.11688
2002,Saxony,Part-time,0.02176,41,260,0.00399,0.03953
2002,Saxony,Either,0.02804,62,260,0.00793,0.04814
2002,Saxony-Anhalt,Full-time,0.08774,103,103,0.03284,0.14265
2002,Thuringa,Full-time,0.10501,110,143,0.05459,0.15544
2002,Thuringa,Either,0.03190,33,143,0.00300,0.06081
2003,Schleswig-Holstein,Full-time,0.02593,31,31,-0.03094,0.08280
2003,Lower Saxony,Full-time,0.04523,104,193,0.01584,0.07463
2003,Lower Saxony,Part-time,0.03583,89,193,0.00954,0.06212
2003,North Rhine-Westphalia,Full-time,0.04895,268,588,0.03149,0.06640
2003,North Rhine-Westphalia,Part-time,0.03188,200,588,0.01767,0.04610
2003,North Rhine-Westphalia,Either,0.01286,71,588,0.00375,0.02198
2003,North Rhine-Westphalia,I'm not sure yet,0.00783,49,588,0.00070,0.01496
2003,Hesse,Full-time,0.04603,87,150,0.01238,0.07967
2003,Hesse,Part-time,0.03857,63,150,0.00765,0.06949
