year,quintil_oecd,plb0240,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,2nd Quintile,Either,0.01294,58,471,0.00272,0.02316
1992,2nd Quintile,I'm not sure yet,0.00872,41,471,0.00032,0.01713
1992,3rd Quintile,Full-time,0.04618,192,346,0.02403,0.06832
1992,3rd Quintile,Part-time,0.03434,115,346,0.01512,0.05355
1992,3rd Quintile,Either,0.01012,39,346,-0.00044,0.02069
1992,4th Quintile,Full-time,0.03515,126,240,0.01180,0.05849
1992,4th Quintile,Part-time,0.03699,114,240,0.01306,0.06091
1992,5th Quintile,Full-time,0.03270,93,154,0.00452,0.06089
1992,5th Quintile,Part-time,0.02114,61,154,-0.00166,0.04393
1993,1st Quintile,Full-time,0.08402,331,625,0.06225,0.10578
1993,1st Quintile,Part-time,0.04457,156,625,0.02838,0.06076
1993,1st Quintile,Either,0.02316,95,625,0.01136,0.03497
1993,1st Quintile,I'm not sure yet,0.01151,43,625,0.00314,0.01988
1993,2nd Quintile,Full-time,0.05518,233,478,0.03469,0.07567
1993,2nd Quintile,Part-time,0.03112,126,478,0.01554,0.04670
1993,2nd Quintile,Either,0.01521,70,478,0.00422,0.02619
1993,2nd Quintile,I'm not sure yet,0.01170,49,478,0.00205,0.02135
1993,3rd Quintile,Full-time,0.04644,201,352,0.02443,0.06846
1993,3rd Quintile,Part-time,0.03291,107,352,0.01425,0.05158
1993,3rd Quintile,Either,0.00961,44,352,-0.00060,0.01982
1993,4th Quintile,Full-time,0.03909,134,218,0.01330,0.06487
1993,4th Quintile,Part-time,0.02660,84,218,0.00519,0.04801
1993,5th Quintile,Full-time,0.02740,86,144,0.00064,0.05415
1993,5th Quintile,Part-time,0.02035,58,144,-0.00279,0.04349
1994,1st Quintile,Full-time,0.09111,344,639,0.06878,0.11344
1994,1st Quintile,Part-time,0.03881,142,639,0.02382,0.05380
1994,1st Quintile,Either,0.02392,100,639,0.01206,0.03577
1994,1st Quintile,I'm not sure yet,0.01184,53,639,0.00344,0.02023
1994,2nd Quintile,Full-time,0.05400,217,478,0.03372,0.07428
1994,2nd Quintile,Part-time,0.04217,155,478,0.02413,0.06021
1994,2nd Quintile,Either,0.01431,59,478,0.00365,0.02497
1994,2nd Quintile,I'm not sure yet,0.01239,47,478,0.00246,0.02232
1994,3rd Quintile,Full-time,0.04339,178,345,0.02186,0.06492
1994,3rd Quintile,Part-time,0.03569,114,345,0.01609,0.05530
1994,3rd Quintile,Either,0.01287,53,345,0.00096,0.02478
1994,4th Quintile,Full-time,0.04840,162,304,0.02424,0.07257
1994,4th Quintile,Part-time,0.02330,78,304,0.00632,0.04029
1994,4th Quintile,Either,0.00967,33,304,-0.00135,0.02068
1994,4th Quintile,I'm not sure yet,0.00755,31,304,-0.00220,0.01729
1994,5th Quintile,Full-time,0.03196,111,173,0.00567,0.05825
1994,5th Quintile,Part-time,0.02197,62,173,0.00006,0.04388
1995,1st Quintile,Full-time,0.10069,381,710,0.07854,0.12284
1995,1st Quintile,Part-time,0.04178,169,710,0.02705,0.05650
1995,1st Quintile,Either,0.02745,108,710,0.01542,0.03947
1995,1st Quintile,I'm not sure yet,0.01251,52,710,0.00433,0.02069
1995,2nd Quintile,Full-time,0.05024,221,520,0.03144,0.06903
1995,2nd Quintile,Part-time,0.04276,162,520,0.02535,0.06016
1995,2nd Quintile,Either,0.01913,88,520,0.00734,0.03092
1995,2nd Quintile,I'm not sure yet,0.01041,49,520,0.00168,0.01915
1995,3rd Quintile,Full-time,0.04347,177,343,0.02186,0.06508
1995,3rd Quintile,Part-time,0.03434,116,343,0.01504,0.05364
1995,3rd Quintile,Either,0.01192,50,343,0.00042,0.02342
1995,4th Quintile,Full-time,0.03758,157,281,0.01531,0.05986
1995,4th Quintile,Part-time,0.02818,84,281,0.00879,0.04756
1995,4th Quintile,Either,0.01050,40,281,-0.00144,0.02243
1995,5th Quintile,Full-time,0.03419,121,200,0.00894,0.05944
1995,5th Quintile,Part-time,0.02679,79,200,0.00436,0.04923
1996,1st Quintile,Full-time,0.08785,356,718,0.06713,0.10857
1996,1st Quintile,Part-time,0.04713,165,718,0.03162,0.06264
1996,1st Quintile,Either,0.03636,139,718,0.02266,0.05006
1996,1st Quintile,I'm not sure yet,0.01422,58,718,0.00556,0.02289
1996,2nd Quintile,Full-time,0.05022,237,502,0.03110,0.06935
1996,2nd Quintile,Part-time,0.04630,152,502,0.02790,0.06470
1996,2nd Quintile,Either,0.01541,70,502,0.00462,0.02619
1996,2nd Quintile,I'm not sure yet,0.00937,43,502,0.00093,0.01780
1996,3rd Quintile,Full-time,0.05143,183,346,0.02812,0.07474
1996,3rd Quintile,Part-time,0.03324,103,346,0.01432,0.05216
1996,3rd Quintile,Either,0.01689,60,346,0.00329,0.03048
1996,4th Quintile,Full-time,0.03287,142,295,0.01249,0.05324
1996,4th Quintile,Part-time,0.02693,90,295,0.00843,0.04544
1996,4th Quintile,Either,0.00635,31,295,-0.00273,0.01543
1996,4th Quintile,I'm not sure yet,0.01084,32,295,-0.00100,0.02268
1996,5th Quintile,Full-time,0.03864,125,205,0.01219,0.06509
1996,5th Quintile,Part-time,0.02839,80,205,0.00560,0.05119
1997,1st Quintile,Full-time,0.09162,324,672,0.06979,0.11345
1997,1st Quintile,Part-time,0.04334,147,672,0.02794,0.05875
1997,1st Quintile,Either,0.04128,154,672,0.02623,0.05633
1997,1st Quintile,I'm not sure yet,0.01281,47,672,0.00430,0.02132
1997,2nd Quintile,Full-time,0.05745,247,526,0.03754,0.07735
1997,2nd Quintile,Part-time,0.04073,164,526,0.02382,0.05764
1997,2nd Quintile,Either,0.01747,78,526,0.00626,0.02868
1997,2nd Quintile,I'm not sure yet,0.00973,37,526,0.00133,0.01812
1997,3rd Quintile,Full-time,0.04715,172,361,0.02526,0.06905
1997,3rd Quintile,Part-time,0.04182,140,361,0.02114,0.06250
1997,3rd Quintile,Either,0.01269,49,361,0.00113,0.02426
1997,4th Quintile,Full-time,0.03735,144,288,0.01542,0.05929
1997,4th Quintile,Part-time,0.02846,93,288,0.00922,0.04769
1997,4th Quintile,Either,0.01451,51,288,0.00067,0.02834
1997,5th Quintile,Full-time,0.03052,105,178,0.00518,0.05586
1997,5th Quintile,Part-time,0.02427,73,178,0.00160,0.04694
1998,1st Quintile,Full-time,0.09719,337,663,0.07463,0.11976
1998,1st Quintile,Part-time,0.04810,161,663,0.03180,0.06440
1998,1st Quintile,Either,0.03904,114,663,0.02429,0.05380
1998,1st Quintile,I'm not sure yet,0.01428,51,663,0.00524,0.02331
1998,2nd Quintile,Full-time,0.04922,199,475,0.02974,0.06869
1998,2nd Quintile,Part-time,0.03891,145,475,0.02150,0.05632
1998,2nd Quintile,Either,0.02423,84,475,0.01039,0.03807
1998,2nd Quintile,I'm not sure yet,0.01056,47,475,0.00136,0.01976
1998,3rd Quintile,Full-time,0.04032,164,354,0.01980,0.06084
1998,3rd Quintile,Part-time,0.03010,100,354,0.01227,0.04792
1998,3rd Quintile,Either,0.01276,55,354,0.00105,0.02447
1998,3rd Quintile,I'm not sure yet,0.00904,35,354,-0.00084,0.01891
1998,4th Quintile,Full-time,0.03941,135,248,0.01514,0.06367
1998,4th Quintile,Part-time,0.02311,77,248,0.00437,0.04184
1998,4th Quintile,Either,0.00843,36,248,-0.00297,0.01984
1998,5th Quintile,Full-time,0.03303,94,162,0.00542,0.06064
1998,5th Quintile,Part-time,0.02338,68,162,0.00004,0.04673
1999,1st Quintile,Full-time,0.08954,337,671,0.06792,0.11116
1999,1st Quintile,Part-time,0.03760,146,671,0.02320,0.05200
1999,1st Quintile,Either,0.03490,132,671,0.02101,0.04880
1999,1st Quintile,I'm not sure yet,0.01297,56,671,0.00440,0.02154
1999,2nd Quintile,Full-time,0.04537,199,466,0.02645,0.06428
1999,2nd Quintile,Part-time,0.03432,132,466,0.01777,0.05087
1999,2nd Quintile,Either,0.01803,83,466,0.00594,0.03013
1999,2nd Quintile,I'm not sure yet,0.01509,52,466,0.00401,0.02617
1999,3rd Quintile,Full-time,0.04275,173,360,0.02182,0.06367
1999,3rd Quintile,Part-time,0.03209,111,360,0.01386,0.05033
1999,3rd Quintile,Either,0.01152,45,360,0.00048,0.02256
1999,3rd Quintile,I'm not sure yet,0.00610,31,360,-0.00196,0.01415
1999,4th Quintile,Full-time,0.02454,105,191,0.00254,0.04654
1999,4th Quintile,Part-time,0.02309,86,191,0.00174,0.04445
1999,5th Quintile,Full-time,0.02572,86,145,-0.00014,0.05158
1999,5th Quintile,Part-time,0.02052,59,145,-0.00264,0.04367
2000,1st Quintile,Full-time,0.09334,363,657,0.07108,0.11560
2000,1st Quintile,Part-time,0.03489,140,657,0.02085,0.04894
2000,1st Quintile,Either,0.03301,107,657,0.01934,0.04668
2000,1st Quintile,I'm not sure yet,0.01285,47,657,0.00423,0.02147
2000,2nd Quintile,Full-time,0.04444,192,460,0.02559,0.06330
2000,2nd Quintile,Part-time,0.03469,152,460,0.01795,0.05144
2000,2nd Quintile,Either,0.01951,79,460,0.00686,0.03217
2000,2nd Quintile,I'm not sure yet,0.01091,37,460,0.00141,0.02042
2000,3rd Quintile,Full-time,0.03705,150,344,0.01706,0.05704
2000,3rd Quintile,Part-time,0.02657,108,344,0.00955,0.04359
2000,3rd Quintile,Either,0.01324,48,344,0.00114,0.02534
2000,3rd Quintile,I'm not sure yet,0.01043,38,344,-0.00032,0.02118
2000,4th Quintile,Full-time,0.02866,117,224,0.00676,0.05057
2000,4th Quintile,Part-time,0.02484,73,224,0.00441,0.04526
2000,4th Quintile,Either,0.00737,34,224,-0.00386,0.01859
2000,5th Quintile,Full-time,0.02952,95,165,0.00362,0.05543
2000,5th Quintile,Part-time,0.02158,70,165,-0.00066,0.04383
2001,1st Quintile,Full-time,0.09363,529,995,0.07552,0.11174
2001,1st Quintile,Part-time,0.04025,227,995,0.02803,0.05246
2001,1st Quintile,Either,0.02756,152,995,0.01738,0.03774
2001,1st Quintile,I'm not sure yet,0.01502,87,995,0.00746,0.02258
2001,2nd Quintile,Full-time,0.05281,342,684,0.03604,0.06959
2001,2nd Quintile,Part-time,0.03499,220,684,0.02121,0.04877
2001,2nd Quintile,Either,0.01268,72,684,0.00429,0.02107
2001,2nd Quintile,I'm not sure yet,0.00661,50,684,0.00053,0.01269
2001,3rd Quintile,Full-time,0.03985,250,551,0.02350,0.05620
2001,3rd Quintile,Part-time,0.03028,192,551,0.01596,0.04461
2001,3rd Quintile,Either,0.00848,63,551,0.00082,0.01615
2001,3rd Quintile,I'm not sure yet,0.00807,46,551,0.00059,0.01554
2001,4th Quintile,Full-time,0.03404,209,434,0.01696,0.05111
2001,4th Quintile,Part-time,0.02164,127,434,0.00794,0.03535
2001,4th Quintile,Either,0.00712,48,434,-0.00080,0.01504
2001,4th Quintile,I'm not sure yet,0.00718,50,434,-0.00077,0.01513
2001,5th Quintile,Full-time,0.02388,140,340,0.00763,0.04013
2001,5th Quintile,Part-time,0.02153,120,340,0.00608,0.03698
2001,5th Quintile,Either,0.00496,31,340,-0.00252,0.01244
2001,5th Quintile,I'm not sure yet,0.00771,49,340,-0.00160,0.01703
2002,1st Quintile,Full-time,0.10488,496,942,0.08530,0.12445
2002,1st Quintile,Part-time,0.04868,229,942,0.03493,0.06242
2002,1st Quintile,Either,0.03394,169,942,0.02237,0.04552
2002,1st Quintile,I'm not sure yet,0.00985,48,942,0.00354,0.01615
2002,2nd Quintile,Full-time,0.05539,301,635,0.03758,0.07319
2002,2nd Quintile,Part-time,0.04016,186,635,0.02488,0.05544
2002,2nd Quintile,Either,0.01527,100,635,0.00573,0.02482
2002,2nd Quintile,I'm not sure yet,0.00818,48,635,0.00117,0.01519
2002,3rd Quintile,Full-time,0.04283,247,535,0.02566,0.06001
2002,3rd Quintile,Part-time,0.03079,165,535,0.01614,0.04545
2002,3rd Quintile,Either,0.01108,78,535,0.00220,0.01996
2002,3rd Quintile,I'm not sure yet,0.00831,45,535,0.00061,0.01601
2002,4th Quintile,Full-time,0.03483,216,440,0.01768,0.05199
2002,4th Quintile,Part-time,0.02294,131,440,0.00894,0.03695
2002,4th Quintile,Either,0.00778,48,440,-0.00044,0.01600
2002,4th Quintile,I'm not sure yet,0.00655,45,440,-0.00100,0.01410
2002,5th Quintile,Full-time,0.02697,182,390,0.01087,0.04306
2002,5th Quintile,Part-time,0.02261,137,390,0.00784,0.03738
2002,5th Quintile,Either,0.00510,34,390,-0.00198,0.01218
2002,5th Quintile,I'm not sure yet,0.00301,37,390,-0.00243,0.00845
2003,1st Quintile,Full-time,0.11816,518,944,0.09756,0.13877
2003,1st Quintile,Part-time,0.04184,192,944,0.02906,0.05462
2003,1st Quintile,Either,0.03863,175,944,0.02633,0.05092
2003,1st Quintile,I'm not sure yet,0.01215,59,944,0.00516,0.01915
2003,2nd Quintile,Full-time,0.05234,300,629,0.03492,0.06976
2003,2nd Quintile,Part-time,0.03509,175,629,0.02070,0.04948
2003,2nd Quintile,Either,0.01823,108,629,0.00777,0.02870
2003,2nd Quintile,I'm not sure yet,0.00831,46,629,0.00121,0.01541
2003,3rd Quintile,Full-time,0.04198,256,521,0.02475,0.05922
2003,3rd Quintile,Part-time,0.02610,155,521,0.01240,0.03981
2003,3rd Quintile,Either,0.00973,67,521,0.00129,0.01816
2003,3rd Quintile,I'm not sure yet,0.00773,43,521,0.00020,0.01525
2003,4th Quintile,Full-time,0.03165,216,455,0.01554,0.04775
2003,4th Quintile,Part-time,0.02756,153,455,0.01250,0.04262
2003,4th Quintile,Either,0.00724,41,455,-0.00056,0.01503
2003,4th Quintile,I'm not sure yet,0.00583,45,455,-0.00117,0.01284
2003,5th Quintile,Full-time,0.02915,263,554,0.01513,0.04317
2003,5th Quintile,Part-time,0.02089,166,554,0.00897,0.03281
2003,5th Quintile,Either,0.00725,60,554,0.00018,0.01433
2003,5th Quintile,I'm not sure yet,0.00539,65,554,-0.00071,0.01150
2004,1st Quintile,Full-time,0.12365,538,1001,0.10325,0.14405
2004,1st Quintile,Part-time,0.04662,214,1001,0.03356,0.05969
2004,1st Quintile,Either,0.04255,190,1001,0.03004,0.05506
2004,1st Quintile,I'm not sure yet,0.01299,59,1001,0.00597,0.02000
2004,2nd Quintile,Full-time,0.05993,324,656,0.04175,0.07811
2004,2nd Quintile,Part-time,0.02914,163,656,0.01626,0.04202
2004,2nd Quintile,Either,0.02198,121,656,0.01075,0.03321
2004,2nd Quintile,I'm not sure yet,0.00910,48,656,0.00183,0.01638
2004,3rd Quintile,Full-time,0.04633,263,538,0.02855,0.06411
2004,3rd Quintile,Part-time,0.02883,143,538,0.01468,0.04298
2004,3rd Quintile,Either,0.01777,88,538,0.00659,0.02894
2004,3rd Quintile,I'm not sure yet,0.00798,44,538,0.00046,0.01551
2004,4th Quintile,Full-time,0.03339,215,460,0.01696,0.04983
2004,4th Quintile,Part-time,0.02684,145,460,0.01206,0.04163
2004,4th Quintile,Either,0.00960,58,460,0.00068,0.01852
2004,4th Quintile,I'm not sure yet,0.00618,42,460,-0.00099,0.01336
2004,5th Quintile,Full-time,0.02807,255,539,0.01411,0.04202
2004,5th Quintile,Part-time,0.02227,172,539,0.00980,0.03474
2004,5th Quintile,Either,0.00771,55,539,0.00032,0.01511
2004,5th Quintile,I'm not sure yet,0.00507,57,539,-0.00093,0.01108
2005,1st Quintile,Full-time,0.12680,544,1021,0.10638,0.14722
2005,1st Quintile,Part-time,0.04607,197,1021,0.03321,0.05894
2005,1st Quintile,Either,0.06016,225,1021,0.04557,0.07476
2005,1st Quintile,I'm not sure yet,0.01233,55,1021,0.00556,0.01910
2005,2nd Quintile,Full-time,0.06448,303,635,0.04536,0.08359
2005,2nd Quintile,Part-time,0.03248,165,635,0.01868,0.04628
2005,2nd Quintile,Either,0.02194,113,635,0.01053,0.03334
2005,2nd Quintile,I'm not sure yet,0.01014,54,635,0.00234,0.01794
2005,3rd Quintile,Full-time,0.04731,233,482,0.02834,0.06628
2005,3rd Quintile,Part-time,0.02582,126,482,0.01164,0.03999
2005,3rd Quintile,Either,0.01693,87,482,0.00540,0.02846
2005,3rd Quintile,I'm not sure yet,0.00805,36,482,0.00006,0.01603
2005,4th Quintile,Full-time,0.03173,201,440,0.01533,0.04813
2005,4th Quintile,Part-time,0.02777,148,440,0.01240,0.04314
2005,4th Quintile,Either,0.00843,55,440,-0.00012,0.01699
2005,4th Quintile,I'm not sure yet,0.00519,36,440,-0.00153,0.01191
2005,5th Quintile,Full-time,0.02707,240,501,0.01285,0.04130
2005,5th Quintile,Part-time,0.01717,145,501,0.00578,0.02855
2005,5th Quintile,Either,0.00644,53,501,-0.00057,0.01346
2005,5th Quintile,I'm not sure yet,0.00665,63,501,-0.00047,0.01378
2006,1st Quintile,Full-time,0.12174,467,929,0.10070,0.14278
2006,1st Quintile,Part-time,0.05100,198,929,0.03685,0.06516
2006,1st Quintile,Either,0.05298,225,929,0.03857,0.06740
2006,1st Quintile,I'm not sure yet,0.00840,39,929,0.00253,0.01427
2006,2nd Quintile,Full-time,0.04473,206,450,0.02561,0.06386
2006,2nd Quintile,Part-time,0.03709,159,450,0.01961,0.05457
2006,2nd Quintile,Either,0.02105,85,450,0.00777,0.03433
2006,3rd Quintile,Full-time,0.03073,170,433,0.01446,0.04701
2006,3rd Quintile,Part-time,0.03272,157,433,0.01594,0.04949
2006,3rd Quintile,Either,0.02024,74,433,0.00696,0.03351
2006,3rd Quintile,I'm not sure yet,0.00579,32,433,-0.00137,0.01294
2006,4th Quintile,Full-time,0.03518,187,371,0.01641,0.05395
2006,4th Quintile,Part-time,0.02946,135,371,0.01223,0.04670
2006,4th Quintile,Either,0.00655,49,371,-0.00167,0.01477
2006,5th Quintile,Full-time,0.02363,202,428,0.00923,0.03804
2006,5th Quintile,Part-time,0.01911,135,428,0.00612,0.03210
2006,5th Quintile,Either,0.00789,51,428,-0.00050,0.01628
2006,5th Quintile,I'm not sure yet,0.00456,40,428,-0.00183,0.01095
2007,1st Quintile,Full-time,0.10247,404,904,0.08269,0.12225
2007,1st Quintile,Part-time,0.04832,197,904,0.03434,0.06231
2007,1st Quintile,Either,0.06473,249,904,0.04868,0.08078
2007,1st Quintile,I'm not sure yet,0.01340,54,904,0.00590,0.02090
2007,2nd Quintile,Full-time,0.04549,226,483,0.02689,0.06409
2007,2nd Quintile,Part-time,0.03457,158,483,0.01826,0.05088
2007,2nd Quintile,Either,0.02125,99,483,0.00838,0.03413
2007,3rd Quintile,Full-time,0.02946,159,395,0.01276,0.04616
2007,3rd Quintile,Part-time,0.02998,147,395,0.01314,0.04681
2007,3rd Quintile,Either,0.01190,53,395,0.00120,0.02261
2007,3rd Quintile,I'm not sure yet,0.00641,36,395,-0.00147,0.01429
2007,4th Quintile,Full-time,0.02673,176,353,0.00988,0.04358
2007,4th Quintile,Part-time,0.02269,123,353,0.00713,0.03825
2007,4th Quintile,Either,0.00811,54,353,-0.00126,0.01748
2007,5th Quintile,Full-time,0.02345,185,390,0.00841,0.03848
2007,5th Quintile,Part-time,0.01749,117,390,0.00446,0.03051
2007,5th Quintile,Either,0.00487,40,390,-0.00205,0.01178
2007,5th Quintile,I'm not sure yet,0.00512,48,390,-0.00197,0.01221
2008,1st Quintile,Full-time,0.09763,399,830,0.07742,0.11783
2008,1st Quintile,Part-time,0.04365,186,830,0.02975,0.05756
2008,1st Quintile,Either,0.05129,194,830,0.03628,0.06631
2008,1st Quintile,I'm not sure yet,0.01402,51,830,0.00602,0.02202
2008,2nd Quintile,Full-time,0.04304,171,366,0.02222,0.06386
2008,2nd Quintile,Part-time,0.02699,120,366,0.01036,0.04362
2008,2nd Quintile,Either,0.01709,75,366,0.00380,0.03039
2008,3rd Quintile,Full-time,0.03121,167,372,0.01352,0.04891
2008,3rd Quintile,Part-time,0.02134,108,372,0.00663,0.03604
2008,3rd Quintile,Either,0.01123,60,372,0.00051,0.02195
2008,3rd Quintile,I'm not sure yet,0.00703,37,372,-0.00147,0.01552
2008,4th Quintile,Full-time,0.02763,154,313,0.00944,0.04582
2008,4th Quintile,Part-time,0.02350,121,313,0.00669,0.04031
2008,4th Quintile,Either,0.00816,38,313,-0.00182,0.01815
2008,5th Quintile,Full-time,0.02073,156,348,0.00574,0.03573
2008,5th Quintile,Part-time,0.01659,109,348,0.00315,0.03004
2008,5th Quintile,Either,0.00632,40,348,-0.00202,0.01466
2008,5th Quintile,I'm not sure yet,0.00459,43,348,-0.00252,0.01170
2009,1st Quintile,Full-time,0.09649,355,732,0.07509,0.11790
2009,1st Quintile,Part-time,0.04170,162,732,0.02721,0.05619
2009,1st Quintile,Either,0.05337,171,732,0.03708,0.06967
2009,1st Quintile,I'm not sure yet,0.01208,44,732,0.00416,0.02000
2009,2nd Quintile,Full-time,0.04166,181,371,0.02130,0.06202
2009,2nd Quintile,Part-time,0.02869,109,371,0.01168,0.04569
2009,2nd Quintile,Either,0.01923,81,371,0.00523,0.03322
2009,3rd Quintile,Full-time,0.03647,158,311,0.01560,0.05734
