year,rentown,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Owner,West,2005,0.56635,0.52732,0.60539,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1984,Tenant,West,3858,0.43139,0.40539,0.45738,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1985,Owner,West,1865,0.54181,0.50272,0.58090,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1985,Tenant,West,3407,0.37938,0.35328,0.40548,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1986,Owner,West,1836,0.50953,0.47126,0.54780,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1986,Tenant,West,3199,0.38464,0.35688,0.41239,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1987,Owner,West,1830,0.48397,0.44578,0.52216,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1987,Tenant,West,3143,0.38114,0.35329,0.40899,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1988,Owner,West,1748,0.46436,0.42553,0.50319,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1988,Tenant,West,3021,0.37319,0.34479,0.40159,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1989,Owner,West,1713,0.45885,0.41911,0.49859,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1989,Tenant,West,2935,0.36560,0.33734,0.39385,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1990,Owner,West,1738,0.46227,0.42200,0.50255,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1990,Owner,East,624,0.56187,0.49058,0.63316,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1990,Tenant,West,2853,0.37723,0.34816,0.40629,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1990,Tenant,East,1529,0.49926,0.45870,0.53983,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1991,Owner,West,1752,0.47372,0.43321,0.51423,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1991,Owner,East,587,0.55915,0.48494,0.63335,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1991,Tenant,West,2889,0.37079,0.34213,0.39944,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1991,Tenant,East,1400,0.51852,0.47590,0.56115,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1992,Owner,West,1771,0.49492,0.45329,0.53656,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1992,Owner,East,564,0.55893,0.48348,0.63437,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1992,Tenant,West,2886,0.36735,0.33880,0.39590,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1992,Tenant,East,1382,0.50193,0.45948,0.54437,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1993,Owner,West,1771,0.49746,0.45519,0.53973,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
