year,hhtyp,rentown,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1991,Single parent,Tenant,265,0.83908,0.73495,0.94321,0.00000,1.00000,1.00000,0,2.50000,,,
1991,Couple with children,No answer / don't know,,,,,,,,,,,,
1991,Couple with children,Owner,1202,1.06302,1.00411,1.12194,0.00000,1.00000,2.00000,0,5.00000,,,
1991,Couple with children,Tenant,1792,1.31524,1.27124,1.35924,1.00000,1.00000,2.00000,0,3.50000,,,
1991,Multi-generational household,Owner,80,0.97513,0.76682,1.18345,0.00000,1.00000,2.00000,0,5.00000,,,
1991,Multi-generational household,Tenant,74,1.31869,1.06488,1.57251,1.00000,1.00000,2.00000,0,3.50000,,,
1991,Other Combinations,Owner,61,0.26457,0.08832,0.44082,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1991,Other Combinations,Tenant,89,0.58126,0.40820,0.75432,0.00000,0.00000,1.00000,0,2.50000,,,
1992,Single-person household,Owner,264,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1992,Single-person household,Tenant,1038,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1992,Couple without children,Owner,625,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1992,Couple without children,Tenant,1070,0.00024,-0.00069,0.00118,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1992,Single parent,Owner,109,0.41989,0.28336,0.55642,0.00000,0.00000,1.00000,0,2.50000,,,
1992,Single parent,Tenant,284,0.85197,0.74936,0.95459,0.00000,1.00000,1.00000,0,2.50000,,,
1992,Couple with children,Owner,1193,1.09949,1.03933,1.15965,0.00000,1.00000,2.00000,0,5.00000,,,
1992,Couple with children,Tenant,1707,1.31064,1.26533,1.35595,1.00000,1.00000,2.00000,0,3.50000,,,
1992,Multi-generational household,Owner,78,1.15237,0.90470,1.40005,0.00000,1.00000,2.00000,0,5.00000,,,
1992,Multi-generational household,Tenant,67,1.29519,1.07597,1.51442,1.00000,1.00000,2.00000,0,3.50000,,,
1992,Other Combinations,Owner,66,0.17345,0.05350,0.29339,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1992,Other Combinations,Tenant,102,0.61649,0.45013,0.78286,0.00000,0.00000,1.00000,0,2.50000,,,
1993,Single-person household,No answer / don't know,,,,,,,,,,,,
1993,Single-person household,Owner,279,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1993,Single-person household,Tenant,1082,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1993,Couple without children,Owner,646,0.00052,-0.00124,0.00229,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1993,Couple without children,Tenant,1078,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1993,Single parent,Owner,97,0.38699,0.24674,0.52723,0.00000,0.00000,1.00000,0,2.50000,,,
1993,Single parent,Tenant,280,0.85498,0.75255,0.95740,0.00000,1.00000,1.00000,0,2.50000,,,
1993,Couple with children,Owner,1146,1.13901,1.07608,1.20195,0.00000,1.00000,2.00000,0,5.00000,,,
1993,Couple with children,Tenant,1647,1.29547,1.24992,1.34102,1.00000,1.00000,2.00000,0,3.50000,,,
1993,Multi-generational household,Owner,87,0.99776,0.80270,1.19282,0.00000,1.00000,2.00000,0,5.00000,,,
1993,Multi-generational household,Tenant,59,1.30713,1.05387,1.56038,1.00000,1.00000,2.00000,0,3.50000,,,
1993,Other Combinations,Owner,67,0.35247,0.17135,0.53359,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1993,Other Combinations,Tenant,101,0.54739,0.40098,0.69381,0.00000,0.00000,1.00000,0,2.50000,,,
1994,Single-person household,No answer / don't know,,,,,,,,,,,,
1994,Single-person household,Owner,288,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1994,Single-person household,Tenant,1072,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1994,Couple without children,Owner,656,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1994,Couple without children,Tenant,1113,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1994,Single parent,Owner,94,0.37086,0.21316,0.52856,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1994,Single parent,Tenant,267,0.88675,0.78693,0.98657,0.00000,1.00000,1.00000,0,2.50000,,,
1994,Couple with children,No answer / don't know,,,,,,,,,,,,
1994,Couple with children,Owner,1145,1.19151,1.12937,1.25365,0.00000,1.00000,2.00000,0,5.00000,,,
1994,Couple with children,Tenant,1553,1.29825,1.25114,1.34536,1.00000,1.00000,2.00000,0,3.50000,,,
1994,Multi-generational household,Owner,82,0.99278,0.78730,1.19826,0.00000,1.00000,2.00000,0,5.00000,,,
1994,Multi-generational household,Tenant,54,1.30177,1.04812,1.55542,1.00000,1.00000,2.00000,0,3.50000,,,
1994,Other Combinations,Owner,66,0.32852,0.13075,0.52630,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1994,Other Combinations,Tenant,103,0.69166,0.51511,0.86820,0.00000,0.00000,1.00000,0,2.50000,,,
1995,Single-person household,Owner,292,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1995,Single-person household,Tenant,1112,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1995,Couple without children,Owner,674,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1995,Couple without children,Tenant,1153,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1995,Single parent,Owner,97,0.39837,0.25384,0.54290,0.00000,0.00000,1.00000,0,2.50000,,,
1995,Single parent,Tenant,279,0.99275,0.88910,1.09640,0.00000,1.00000,1.00000,0,2.50000,,,
1995,Couple with children,Owner,1156,1.23679,1.17365,1.29993,0.00000,1.00000,2.00000,0,5.00000,,,
1995,Couple with children,Tenant,1626,1.31444,1.26822,1.36067,1.00000,1.00000,2.00000,0,3.50000,,,
1995,Multi-generational household,Owner,76,1.02069,0.82726,1.21411,0.00000,1.00000,1.00000,0,2.50000,,,
1995,Multi-generational household,Tenant,61,1.08795,0.84155,1.33435,0.00000,1.00000,2.00000,0,4,,,
1995,Other Combinations,Owner,69,0.41190,0.25680,0.56699,0.00000,0.00000,1.00000,0,2.50000,,,
1995,Other Combinations,Tenant,102,0.77141,0.59157,0.95126,0.00000,1.00000,1.00000,0,2.50000,,,
1996,Single-person household,Owner,293,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1996,Single-person household,Tenant,1140,0.00029,-0.00070,0.00129,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1996,Couple without children,Owner,691,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1996,Couple without children,Tenant,1150,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1996,Single parent,Owner,102,0.46058,0.29523,0.62594,0.00000,0.00000,1.00000,0,2.50000,,,
1996,Single parent,Tenant,285,0.86657,0.76951,0.96364,0.00000,1.00000,1.00000,0,2.50000,,,
1996,Couple with children,Owner,1173,1.25212,1.18989,1.31435,0.00000,1.00000,2.00000,0,5.00000,,,
1996,Couple with children,Tenant,1513,1.32129,1.27388,1.36871,1.00000,1.00000,2.00000,0,3.50000,,,
1996,Multi-generational household,Owner,68,0.83128,0.61612,1.04643,0.00000,1.00000,1.00000,0,2.50000,,,
1996,Multi-generational household,Tenant,56,1.35745,1.04729,1.66761,0.82996,1.00000,2.00000,0,3.75505,,,
1996,Other Combinations,Owner,68,0.56898,0.34854,0.78941,0.00000,0.00000,1.00000,0,2.50000,,,
1996,Other Combinations,Tenant,92,0.83117,0.65034,1.01201,0.00000,1.00000,1.00000,0,2.50000,,,
1997,Single-person household,Owner,290,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1997,Single-person household,Tenant,1112,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1997,Couple without children,Owner,725,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1997,Couple without children,Tenant,1154,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1997,Single parent,Owner,99,0.58509,0.40373,0.76644,0.00000,0.00000,1.00000,0,2.50000,,,
1997,Single parent,Tenant,292,0.93194,0.83381,1.03007,0.00000,1.00000,1.00000,0,2.50000,,,
1997,Couple with children,Owner,1190,1.26347,1.20179,1.32515,0.00000,1.00000,2.00000,0,5.00000,,,
1997,Couple with children,Tenant,1405,1.32181,1.27412,1.36951,1.00000,1.00000,2.00000,0,3.50000,,,
1997,Multi-generational household,Owner,66,0.96279,0.73021,1.19537,0.00000,1.00000,1.00000,0,2.50000,,,
1997,Multi-generational household,Tenant,52,1.16793,0.88108,1.45477,0.00000,1.00000,2.00000,0,4,,,
1997,Other Combinations,Owner,74,0.50521,0.34762,0.66280,0.00000,0.00000,1.00000,0,2.50000,,,
1997,Other Combinations,Tenant,87,0.71242,0.51758,0.90727,0.00000,0.00000,1.00000,0,2.50000,,,
1998,Single-person household,Owner,370,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1998,Single-person household,Tenant,1336,0.00098,-0.00070,0.00266,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1998,Couple without children,Owner,912,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1998,Couple without children,Tenant,1267,0.00048,-0.00073,0.00169,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1998,Single parent,Owner,111,0.57315,0.40546,0.74085,0.00000,0.00000,1.00000,0,2.50000,,,
1998,Single parent,Tenant,337,0.95839,0.86493,1.05184,0.00000,1.00000,1.00000,0,2.50000,,,
1998,Couple with children,Owner,1375,1.28034,1.22307,1.33760,0.00000,1.00000,2.00000,0,5.00000,,,
1998,Couple with children,Tenant,1442,1.30472,1.25689,1.35255,1.00000,1.00000,2.00000,0,3.50000,,,
1998,Multi-generational household,Owner,59,1.07974,0.81844,1.34104,0.00000,1.00000,2.00000,0,4,,,
1998,Multi-generational household,Tenant,47,1.25150,0.95624,1.54675,0.67964,1.00000,2.00000,0,3.98054,,,
1998,Other Combinations,Owner,74,0.48397,0.31613,0.65182,0.00000,0.00000,1.00000,0,2.50000,,,
1998,Other Combinations,Tenant,87,0.67606,0.49258,0.85954,0.00000,0.00000,1.00000,0,2.50000,,,
1999,Single-person household,Owner,370,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1999,Single-person household,Tenant,1268,0.00033,-0.00067,0.00134,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1999,Couple without children,Owner,904,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1999,Couple without children,Tenant,1252,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1999,Single parent,Owner,111,0.62330,0.44293,0.80367,0.00000,0.00000,1.00000,0,2.50000,,,
1999,Single parent,Tenant,336,0.98281,0.88891,1.07671,0.00000,1.00000,1.00000,0,2.50000,,,
1999,Couple with children,Owner,1388,1.30334,1.24630,1.36038,0.00000,1.00000,2.00000,0,5.00000,,,
1999,Couple with children,Tenant,1345,1.27545,1.22685,1.32406,1.00000,1.00000,2.00000,0,3.50000,,,
1999,Multi-generational household,Owner,56,1.07719,0.80883,1.34555,0.00000,1.00000,2.00000,0,4,,,
1999,Multi-generational household,Tenant,44,1.30094,0.99349,1.60839,1.00000,1.00000,2.00000,0,3.50000,,,
1999,Other Combinations,Owner,30,0.01650,-0.03107,0.06408,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1999,Other Combinations,Tenant,39,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2000,Single-person household,Owner,869,0.00079,-0.00108,0.00265,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2000,Single-person household,Tenant,2391,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2000,Couple without children,Owner,1991,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2000,Couple without children,Tenant,1977,0.00105,-0.00038,0.00249,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2000,Single parent,Owner,205,0.49386,0.38275,0.60497,0.00000,0.00000,1.00000,0,2.50000,,,
2000,Single parent,Tenant,558,1.04464,0.97204,1.11724,0.00000,1.00000,1.00000,0,2.50000,,,
2000,Couple with children,Owner,2558,1.27143,1.23127,1.31159,0.00000,1.00000,2.00000,0,5.00000,,,
2000,Couple with children,Tenant,2072,1.33571,1.29517,1.37626,1.00000,1.00000,2.00000,0,3.50000,,,
2000,Multi-generational household,Owner,120,0.96118,0.80340,1.11897,0.00000,1.00000,1.00000,0,2.50000,,,
2000,Multi-generational household,Tenant,49,1.14918,0.84315,1.45521,0.00000,1.00000,2.00000,0,4,,,
2000,Other Combinations,Owner,82,0.00539,-0.01070,0.02147,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2000,Other Combinations,Tenant,78,0.02531,-0.01010,0.06073,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2001,Single-person household,Owner,773,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2001,Single-person household,Tenant,2153,0.00065,-0.00043,0.00173,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2001,Couple without children,Owner,1781,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2001,Couple without children,Tenant,1808,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2001,Single parent,Owner,192,0.49972,0.37546,0.62398,0.00000,0.00000,1.00000,0,2.50000,,,
2001,Single parent,Tenant,514,1.02116,0.94801,1.09431,0.00000,1.00000,1.00000,0,2.50000,,,
2001,Couple with children,Owner,2339,1.25175,1.20971,1.29380,0.00000,1.00000,2.00000,0,5.00000,,,
2001,Couple with children,Tenant,1836,1.32970,1.28687,1.37253,1.00000,1.00000,2.00000,0,3.50000,,,
2001,Multi-generational household,Owner,116,1.02857,0.84254,1.21460,0.00000,1.00000,1.82237,0,4.55592,,,
2001,Multi-generational household,Tenant,43,1.01441,0.70387,1.32494,0.00000,1.00000,1.00000,0,2.50000,,,
2001,Other Combinations,Owner,66,0.01452,-0.01489,0.04393,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2001,Other Combinations,Tenant,59,0.06046,-0.00165,0.12257,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2002,Single-person household,Owner,760,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2002,Single-person household,Tenant,2177,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2002,Couple without children,Owner,2062,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2002,Couple without children,Tenant,1840,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2002,Single parent,Owner,208,0.48678,0.38285,0.59071,0.00000,0.00000,1.00000,0,2.50000,,,
2002,Single parent,Tenant,503,1.03148,0.95598,1.10697,0.00000,1.00000,1.00000,0,2.50000,,,
2002,Couple with children,Owner,2632,1.29778,1.25923,1.33633,0.00000,1.00000,2.00000,0,5.00000,,,
2002,Couple with children,Tenant,1752,1.32151,1.27654,1.36648,1.00000,1.00000,2.00000,0,3.50000,,,
2002,Multi-generational household,Owner,108,0.90048,0.73154,1.06941,0.00000,1.00000,1.00000,0,2.50000,,,
2002,Multi-generational household,Tenant,41,0.97245,0.69912,1.24578,0.00000,1.00000,1.00000,0,2.50000,,,
2002,Other Combinations,Owner,74,0.02276,-0.02152,0.06704,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2002,Other Combinations,Tenant,55,0.02972,-0.01619,0.07562,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2003,Single-person household,Owner,788,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2003,Single-person household,Tenant,2127,0.00050,-0.00045,0.00146,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2003,Couple without children,Owner,2019,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2003,Couple without children,Tenant,1799,0.00016,-0.00042,0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,,,
