year,rentown,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Owner,2005,0.5663545065786907,0.5353419168216086,0.5990327253936144,0.0,0.0,1.0,0.0,2.5,0.0,0.0,0.0
1984,Tenant,3858,0.43138747189121274,0.4028387107197942,0.4551796902421702,0.0,0.0,1.0,0.0,2.5,0.0,0.0,0.0
1985,Owner,1865,0.5417489870025717,0.5068688380638553,0.5768097213947014,0.0,0.0,1.0,0.0,2.5,0.0,0.0,0.0
1985,Tenant,3407,0.3793656558773962,0.35239221520401154,0.40400860925223275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1986,Owner,1836,0.509484507970617,0.47511437954294666,0.5444754696054606,0.0,0.0,1.0,0.0,2.5,0.0,0.0,0.0
1986,Tenant,3199,0.38459902109353,0.35258931585956566,0.4097547437648942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987,Owner,1830,0.4839251190579255,0.44795571427985714,0.5218665726948937,0.0,0.0,1.0,0.0,2.5,0.0,0.0,0.0
1987,Tenant,3143,0.38115112379562643,0.3470464420983881,0.41027808228450857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988,Owner,1748,0.46432488157385937,0.4353187099010324,0.4942787336780157,0.0,0.0,1.0,0.0,2.5,0.0,0.0,0.0
1988,Tenant,3021,0.3731584137809666,0.348225640782047,0.40099687815359103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989,Owner,1713,0.4587454217130885,0.42781531698236014,0.49589082546878516,0.0,0.0,1.0,0.0,2.5,0.0,0.0,0.0
1989,Tenant,2935,0.3656141250229831,0.3336526548748292,0.39160042409248136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990,Owner,2362,0.4752443714476206,0.43561115079081625,0.5073576976633156,0.0,0.0,1.0,0.0,2.5,0.0,0.0,0.0
1990,Tenant,4382,0.4050038296297199,0.3816783487559326,0.4281815417880948,0.0,0.0,1.0,0.0,2.5,0.0,0.0,0.0
1991,Owner,2339,0.48474439401906383,0.4414430113987535,0.5131115519034881,0.0,0.0,1.0,0.0,2.5,0.0,0.0,0.0
1991,Tenant,4289,0.40400631577576707,0.38137208399608336,0.4296987776821299,0.0,0.0,1.0,0.0,2.5,0.0,0.0,0.0
1992,Owner,2335,0.5027763081304618,0.4703444129455836,0.5343997431137413,0.0,0.0,1.0,0.0,2.5,0.0,0.0,0.0
1992,Tenant,4268,0.3979740855655174,0.37099690403412583,0.4243713290155366,0.0,0.0,1.0,0.0,2.5,0.0,0.0,0.0
1993,Owner,2322,0.5100517690101958,0.47022540866055396,0.5396043952253655,0.0,0.0,1.0,0.0,2.5,0.0,0.0,0.0
1993,Tenant,4247,0.3850338062756414,0.3613750964744884,0.40909162535381205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994,Owner,2331,0.5228234653165522,0.48227779479960153,0.5648308143225929,0.0,0.0,1.0,0.0,2.5,0.0,0.0,0.0
1994,Tenant,4162,0.3742205693773129,0.34678057578503335,0.39505384003162364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,Owner,2364,0.526388305581467,0.4832722387480559,0.5623482858906504,0.0,0.0,1.0,0.0,2.5,0.0,0.0,0.0
1995,Tenant,4333,0.3738057877196299,0.342732546524254,0.3954350793962608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,Owner,2395,0.5286839989135871,0.48343798399644144,0.5686323023830953,0.0,0.0,1.0,0.0,2.5,0.0,0.0,0.0
1996,Tenant,4236,0.36105078757143017,0.3373096478788046,0.38392359822130523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997,Owner,2444,0.5377211906180438,0.4938447214308306,0.5803938764857282,0.0,0.0,1.0,0.0,2.5,0.0,0.0,0.0
1997,Tenant,4102,0.35647875241883314,0.32871092842867805,0.38327239265994634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,Owner,2901,0.52864229961342,0.4962318279155863,0.5682504495322727,0.0,0.0,1.0,0.0,2.5,0.0,0.0,0.0
1998,Tenant,4516,0.35931526388696056,0.3296682422533193,0.38438115048291355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,Owner,2859,0.5372801820149132,0.5025276298935341,0.5719811243573473,0.0,0.0,1.0,0.0,2.5,0.0,0.0,0.0
1999,Tenant,4284,0.3415569453125332,0.31970120408763,0.36512040830686865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,Owner,5825,0.48850038720643646,0.46243143777013107,0.5141929525047468,0.0,0.0,1.0,0.0,2.5,0.0,0.0,0.0
2000,Tenant,7125,0.36060252081900535,0.3401237744413974,0.3779613735858511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001,Owner,5267,0.47570229812413745,0.45022623179832455,0.49927815027128947,0.0,0.0,1.0,0.0,2.5,0.0,0.0,0.0
2001,Tenant,6413,0.3523832041208704,0.3323258037347165,0.36854057411720076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,Owner,5844,0.48256419925362537,0.4510331377448741,0.504881500935664,0.0,0.0,1.0,0.0,2.5,0.0,0.0,0.0
2002,Tenant,6368,0.3487669236277335,0.3293608287240622,0.365699069975114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003,Owner,5659,0.4682987840824799,0.43886680085896274,0.4955586414331965,0.0,0.0,1.0,0.0,2.5,0.0,0.0,0.0
2003,Tenant,6145,0.3471430202743769,0.323907602049588,0.36771332936416684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,Owner,5561,0.44851450742604165,0.4186373176657177,0.47541137387601096,0.0,0.0,1.0,0.0,2.5,0.0,0.0,0.0
2004,Tenant,5982,0.33939915058247894,0.3180753837723219,0.36038506676956794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005,Owner,5385,0.43757807374591684,0.41061054976837064,0.46281258611572146,0.0,0.0,1.0,0.0,2.5,0.0,0.0,0.0
2005,Tenant,5813,0.33522501598588683,0.31322366158986076,0.35801352214315924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,Owner,6003,0.4199105792662896,0.3963724156580348,0.44371229850879285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,Tenant,6260,0.32420575306619487,0.3017086162554319,0.34422444080679643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,Owner,5620,0.4067358736541098,0.3761613912063642,0.42987633282050003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,Tenant,5833,0.314238512229918,0.29330319806607563,0.3354582688537556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,Owner,5379,0.3868407943798735,0.36186925377926604,0.41211605605978446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,Tenant,5443,0.29504571794660606,0.2739149902847608,0.3136861561966488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,Owner,5063,0.38039965127396547,0.3488016405618662,0.4088034486696068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,Tenant,5114,0.27645806219096014,0.2568610150402721,0.2961046222466911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,Owner,6331,0.35866575773638326,0.3363041659422489,0.3814387658002996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,Tenant,7468,0.277378593886872,0.2627620170249151,0.29143601540037567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Owner,7721,0.3698182004732205,0.3471213010416356,0.38855407864172536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Tenant,8882,0.2849881881460876,0.27019402260405323,0.2992822509796978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,Owner,7596,0.35766869460625117,0.33690363421849695,0.37667870806007725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
