year,quintil_oecd_hh,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,1st Quintile,West,1202,0.60773,0.54863,0.66343,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1984,2nd Quintile,West,1199,0.61050,0.55933,0.66014,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1984,3rd Quintile,West,1174,0.53159,0.47560,0.57638,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1984,4th Quintile,West,1191,0.43220,0.39024,0.47874,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1984,5th Quintile,West,1076,0.25731,0.22740,0.29170,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1985,1st Quintile,West,1075,0.56045,0.50412,0.60889,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1985,2nd Quintile,West,1076,0.58440,0.51792,0.64529,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1985,3rd Quintile,West,1073,0.46964,0.42275,0.51596,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1985,4th Quintile,West,1061,0.36081,0.32805,0.40100,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1985,5th Quintile,West,980,0.24820,0.21269,0.27824,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1986,1st Quintile,West,992,0.51165,0.46650,0.57105,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1986,2nd Quintile,West,1030,0.60005,0.54430,0.66241,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1986,3rd Quintile,West,1033,0.49195,0.44163,0.53631,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1986,4th Quintile,West,1028,0.32404,0.28721,0.36494,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1986,5th Quintile,West,951,0.24472,0.20830,0.27711,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1987,1st Quintile,West,947,0.47186,0.42126,0.53475,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1987,2nd Quintile,West,1018,0.58672,0.52857,0.64667,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1987,3rd Quintile,West,1023,0.48411,0.43331,0.53808,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1987,4th Quintile,West,1032,0.32243,0.27674,0.35836,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1987,5th Quintile,West,952,0.24354,0.20490,0.27718,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1988,1st Quintile,West,940,0.49208,0.44717,0.54911,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1988,2nd Quintile,West,966,0.55693,0.50278,0.62393,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1988,3rd Quintile,West,992,0.46591,0.41434,0.51119,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1988,4th Quintile,West,977,0.31281,0.26769,0.35035,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1988,5th Quintile,West,893,0.21997,0.18616,0.25372,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1989,1st Quintile,West,906,0.47825,0.43169,0.54396,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1989,2nd Quintile,West,985,0.58953,0.52931,0.65993,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1989,3rd Quintile,West,955,0.45363,0.40402,0.50395,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1989,4th Quintile,West,953,0.27036,0.23369,0.30456,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1989,5th Quintile,West,851,0.22717,0.19001,0.26044,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1990,1st Quintile,West,38,0.23619,0.04211,0.40361,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
