year,bula_h,rentown,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Schleswig-Holstein,Owner,99,0.60073,0.41142,0.79004,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1984,Schleswig-Holstein,Tenant,98,0.37400,0.21882,0.52919,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1984,Hamburg,Owner,,,,,,,,,,,,
1984,Hamburg,Tenant,144,0.25513,0.15769,0.35257,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1984,Lower Saxony,Owner,255,0.61682,0.50133,0.73232,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1984,Lower Saxony,Tenant,333,0.42970,0.34301,0.51639,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1984,Bremen,Owner,,,,,,,,,,,,
1984,Bremen,Tenant,58,0.13219,-0.00618,0.27056,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1984,North Rhine-Westphalia,Owner,441,0.59418,0.51453,0.67383,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1984,North Rhine-Westphalia,Tenant,1151,0.45954,0.40897,0.51011,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1984,Hesse,Owner,169,0.48706,0.36536,0.60876,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1984,Hesse,Tenant,417,0.40122,0.32618,0.47626,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1984,"Rhineland-Palatinate, Saarland",Owner,199,0.41264,0.30232,0.52296,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1984,"Rhineland-Palatinate, Saarland",Tenant,198,0.48466,0.36464,0.60468,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1984,Baden-Wuerttemberg,Owner,384,0.60128,0.50451,0.69805,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1984,Baden-Wuerttemberg,Tenant,671,0.52585,0.45835,0.59335,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
1984,Bavaria,Owner,402,0.60443,0.51454,0.69432,0.00000,0.00000,1.00000,0.00000,2.50000,0.00000,0.00000,0.00000
