year,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,No answer / don't know,5863,0.48555,0.46368,0.50741,0.00000,0.00000,1.00000,0,2.50000,,,
1985,Urban regions,4205,0.42076,0.39670,0.44483,0.00000,0.00000,1.00000,0,2.50000,,,
1985,Rural regions,1067,0.52391,0.47147,0.57635,0.00000,0.00000,1.00000,0,2.50000,,,
1986,Urban regions,4026,0.41050,0.38579,0.43521,0.00000,0.00000,1.00000,0,2.50000,,,
1986,Rural regions,1013,0.51714,0.46352,0.57077,0.00000,0.00000,1.00000,0,2.50000,,,
1987,Urban regions,3974,0.39273,0.36813,0.41732,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1987,Rural regions,1001,0.52281,0.46843,0.57719,0.00000,0.00000,1.00000,0,2.50000,,,
1988,Urban regions,3825,0.38283,0.35779,0.40787,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1988,Rural regions,945,0.50415,0.44849,0.55981,0.00000,0.00000,1.00000,0,2.50000,,,
1989,Urban regions,3745,0.37886,0.35367,0.40405,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1989,Rural regions,906,0.49550,0.43891,0.55209,0.00000,0.00000,1.00000,0,2.50000,,,
1990,No answer / don't know,45,0.71570,0.44055,0.99085,0.00000,0.00000,1.39704,0,3,,,
1990,Urban regions,4422,0.40428,0.38044,0.42813,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1990,Rural regions,2283,0.49388,0.45886,0.52890,0.00000,0.00000,1.00000,0,2.50000,,,
1991,No answer / don't know,46,0.74602,0.44817,1.04387,0.00000,0.00000,1.28124,0,3,,,
1991,Urban regions,4367,0.40299,0.37922,0.42675,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1991,Rural regions,2216,0.50458,0.46825,0.54092,0.00000,0.00000,1.00000,0,2.50000,,,
1992,No answer / don't know,59,0.75682,0.49999,1.01365,0.00000,0.00000,2.00000,0,3,,,
1992,Urban regions,4387,0.40867,0.38477,0.43256,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1992,Rural regions,2157,0.50315,0.46576,0.54055,0.00000,0.00000,1.00000,0,2.50000,,,
1993,Urban regions,4382,0.41283,0.38868,0.43698,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1993,Rural regions,2188,0.48187,0.44563,0.51811,0.00000,0.00000,1.00000,0,2.50000,,,
1994,Urban regions,4327,0.41164,0.38724,0.43604,0.00000,0.00000,0.00000,0.00000,0.00000,,,
1994,Rural regions,2169,0.47980,0.44364,0.51597,0.00000,0.00000,1.00000,0,2.50000,,,
1995,Urban regions,4463,0.40887,0.38480,0.43293,0.00000,0.00000,0.00000,0.00000,0.00000,,,
