year,regtyp,sampreg,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1995,Rural regions,East,81.29034947031074,77.51040656068133,85.07029237994016,50.0,70.0,105.63067258765521,20.0,189.076681469138,70.0,62.974999999999994,78.0,128.0
1996,Urban regions,West,84.6746218088851,82.98814186615924,86.36110175161097,56.0,78.0,100.0,10.0,166.0,78.0,76.0,84.0,534.0
1996,Urban regions,East,72.56058442212344,68.88864496729751,76.23252387694937,52.0,63.763170592343336,83.0,12.0,129.5,64.0,60.0,69.07499999999999,89.0
1996,Rural regions,West,91.06103511347764,87.40166041143645,94.72040981551883,60.0,80.0,120.0,10.0,210.0,80.0,65.975,88.0,131.0
1996,Rural regions,East,71.71191546644879,68.7757085099843,74.64812242291327,47.662689561309385,61.0,87.0,16.0,146.0059656580359,61.0,54.0,65.0,160.0
1997,Urban regions,West,83.69762441124777,82.14987883402877,85.24536998846678,60.0,75.39288055266208,100.0,10.0,160.0,76.0,72.0,80.0,470.0
1997,Urban regions,East,67.5317417166551,64.64781311201489,70.41567032129532,45.44747996512904,61.158422950505795,76.77659790062287,26.0,123.77027480386363,61.0,52.0,66.0,87.0
1997,Rural regions,West,100.00324562150469,96.36448922908941,103.64200201391996,70.0,95.2028542582961,120.0,20.0,195.0,95.0,75.0,110.0,123.0
1997,Rural regions,East,70.65947568867102,68.58478539796297,72.73416597937907,50.0,65.0,89.0,10.0,147.5,65.0,60.0,70.0,166.0
1998,Urban regions,West,88.0439849153923,87.47789866779384,88.61007116299076,61.0,80.0,109.0,10.0,181.0,80.0,80.0,80.0,4218.0
1998,Urban regions,East,69.55279238145545,68.48569821994325,70.61988654296765,53.0,65.0,80.0,12.5,120.5,65.0,62.0,67.025,647.0
1998,Rural regions,West,103.83427747345289,102.6282241008244,105.04033084608137,74.0,100.0,129.0,10.0,211.5,100.0,100.0,105.0,1185.0
1998,Rural regions,East,78.69761727697102,77.79944004556295,79.59579450837909,55.61204013714816,70.0,100.0,8.0,166.58193979427776,70.0,70.0,74.0,1294.0
1999,Urban regions,West,81.85723119422723,80.14171410553861,83.57274828291584,55.0,72.0,100.0,16.0,167.5,72.0,66.0,74.0,550.0
1999,Urban regions,East,87.06736026598728,80.14698177413061,93.98773875784394,59.0,70.0,90.0,26.0,136.5,70.0,60.0,80.0,81.0
1999,Rural regions,West,99.70204940495896,95.63800059113998,103.76609821877793,65.0,90.0,120.0,10.0,202.5,90.0,80.0,98.0,147.0
1999,Rural regions,East,73.89873327734442,71.3360541522173,76.46141240247154,50.0,63.09634604359986,90.0,18.0,150.0,63.0,54.0,67.0,157.0
2000,Urban regions,West,91.32519507824257,90.70792287733475,91.94246727915039,63.0,80.0,114.0,10.0,190.5,80.0,76.975,80.0,4058.0
2000,Urban regions,East,67.90306002942178,66.7145945258213,69.09152553302226,50.0,62.0,78.30984500725658,15.0,120.77461251814145,62.0,59.974999999999994,64.0,457.0
2000,Rural regions,West,103.29281319834216,102.1297360592698,104.45589033741452,71.0,100.0,130.0,16.0,218.5,100.0,100.0,105.0,1295.0
2000,Rural regions,East,79.00286800564172,77.93378601141251,80.07194999987092,55.0,70.0,100.0,20.0,167.5,70.0,68.0,73.0,966.0
2001,Urban regions,West,85.9516741459288,84.56412066605125,87.33922762580636,58.68870970892133,77.0,104.72988934471218,14.0,173.79165879839843,77.0,72.0,82.0,759.0
2001,Urban regions,East,72.98815090596915,70.80582096646557,75.17048084547272,58.47413455183573,67.44866862773439,87.0,25.0,129.7887981722464,67.0,60.94999999999999,72.0,126.0
2001,Rural regions,West,98.31014382323914,95.22460428047349,101.3956833660048,62.8222209697323,84.8638698390324,125.99350461719071,25.0,220.75043008837832,85.0,76.0,92.05,213.0
2001,Rural regions,East,78.53162644837312,76.19683330222253,80.8664195945237,55.290025123462115,70.0,100.0,20.0,167.06496231480682,70.0,60.0,77.025,173.0
2002,Urban regions,West,90.77499125853203,90.31677054806084,91.23321196900321,63.0,81.0,111.0,10.0,183.0,81.0,80.0,82.0,7174.0
2002,Urban regions,East,69.8985137870717,68.98644530003828,70.81058227410513,52.0,64.0,81.0,20.0,124.5,64.0,62.0,67.0,949.0
2002,Rural regions,West,104.78205213279867,103.87589561118601,105.68820865441133,74.84460742143385,100.0,126.16793348888942,18.0,203.15292259007276,100.0,100.0,100.0,2050.0
2002,Rural regions,East,78.2006778216085,77.47635233290576,78.92500331031123,55.0,70.0,100.0,9.0,167.5,70.0,68.0,72.0,1850.0
2003,Urban regions,West,90.23972203516347,89.77695413705693,90.70248993327,62.0,80.0,110.0,12.0,182.0,80.0,78.0,80.0,6987.0
2003,Urban regions,East,70.44774904691512,69.51778916452096,71.37770892930928,53.958236574169675,64.0,80.0,14.895591435424187,119.0626451387455,64.0,63.0,66.0,956.0
2003,Rural regions,West,103.50834741541506,102.58837749555306,104.42831733527706,74.0,100.0,125.0,11.0,201.5,100.0,100.0,102.0,1982.0
2003,Rural regions,East,78.8445877855408,78.08803069074386,79.60114488033773,56.0,70.0,100.0,10.0,166.0,70.0,68.0,72.0,1839.0
2004,Urban regions,West,91.19059888821931,90.71812619817568,91.66307157826294,63.0,81.0,112.0,10.0,185.5,81.0,79.0,82.0,6799.0
2004,Urban regions,East,70.03329343251484,69.14725557331076,70.91933129171892,54.0,64.0,80.0,20.0,119.0,64.0,63.0,66.0,953.0
2004,Rural regions,West,104.35991006976072,103.39741498994886,105.32240514957257,75.0,100.0,125.0,15.0,200.0,100.0,100.0,102.0,1953.0
2004,Rural regions,East,79.36226988179466,78.60170378121956,80.12283598236976,56.0,70.0,100.0,12.0,166.0,70.0,67.975,72.0,1797.0
2005,Urban regions,West,91.2138455619566,90.73880423103944,91.68888689287377,63.0,82.0,113.0,8.0,188.0,82.0,80.0,84.0,6593.0
2005,Urban regions,East,70.58232563710223,69.67158756331692,71.49306371088754,54.0,63.0,80.0,16.0,119.0,63.0,61.0,65.0,938.0
2005,Rural regions,West,105.93041753862899,104.94889184672162,106.91194323053635,75.0,100.0,130.0,10.0,212.5,100.0,100.0,100.05,1899.0
2005,Rural regions,East,80.06309702214014,79.28816733539547,80.83802670888481,57.0,70.0,100.0,12.0,164.5,70.0,68.0,70.0,1747.0
2006,Urban regions,West,91.3674355823245,90.89188944414879,91.84298172050022,63.0,81.0,114.0,9.0,190.5,81.0,79.0,82.0,7142.0
2006,Urban regions,East,70.38004247789988,69.54597917561635,71.2141057801834,54.0,64.87719347866246,80.0,16.0,119.0,65.0,62.0,68.0,988.0
2006,Rural regions,West,105.23437819439677,104.31858351835808,106.15017287043545,75.0,100.0,130.0,12.0,212.5,100.0,100.0,102.0,2167.0
2006,Rural regions,East,79.3512813566711,78.60305480437017,80.09950790897202,56.0,70.0,100.0,15.0,166.0,70.0,68.975,72.0,1927.0
2007,Urban regions,West,92.31457843941865,91.82900904351114,92.80014783532617,64.0,82.0,117.0,9.0,196.5,82.0,80.0,84.0,6632.0
2007,Urban regions,East,71.43536958376257,70.54532448956668,72.32541467795845,54.0,65.0,81.0,17.0,121.5,65.0,62.0,66.0,942.0
2007,Rural regions,West,106.6673485758779,105.67193889069713,107.66275826105866,75.0,100.0,130.0,17.0,212.5,100.0,100.0,102.0,2038.0
2007,Rural regions,East,80.56912928202684,79.74893264587627,81.3893259181774,56.0,70.0,100.0,12.0,166.0,70.0,68.0,72.0,1809.0
2008,Urban regions,West,92.9798433431611,92.46559105604572,93.49409563027646,64.0,83.0,120.0,10.0,204.0,83.0,81.0,86.0,6228.0
2008,Urban regions,East,71.93274183432526,71.02229754753935,72.84318612111116,54.0,65.0,82.0,26.0,124.0,65.0,62.0,67.0,927.0
2008,Rural regions,West,107.77754155907621,106.76752981729435,108.78755330085808,75.0,100.0,130.0,16.0,212.5,100.0,100.0,100.0,1919.0
2008,Rural regions,East,80.8677307907085,80.08089447819752,81.65456710321949,57.0,70.0,100.0,12.0,164.5,70.0,65.0,70.0,1716.0
2009,Urban regions,West,94.03298280132435,93.49731696678322,94.56864863586549,65.0,85.0,120.0,10.0,202.5,85.0,85.0,88.0,5764.0
2009,Urban regions,East,70.89187439966463,69.96383576209853,71.81991303723073,54.0,64.0,80.0,15.0,119.0,64.0,61.0,66.0,896.0
2009,Rural regions,West,108.20484429322798,107.1428126380668,109.26687594838916,75.0,100.0,130.0,10.0,212.5,100.0,100.0,100.0,1831.0
2009,Rural regions,East,82.28122028252422,81.47448712305332,83.08795344199511,57.0,74.0,100.0,15.0,164.5,74.0,73.0,78.0,1651.0
2010,Urban regions,West,95.1838092229154,94.72442474710448,95.64319369872632,65.0,85.0,120.0,13.0,202.5,85.0,84.0,87.0,7917.0
2010,Urban regions,East,71.48708590832658,70.60900623906011,72.36516557759305,54.0,65.0,80.0,20.0,119.0,65.0,62.0,68.0,1119.0
2010,Rural regions,West,108.49288949686786,107.60164434675247,109.38413464698326,75.0,100.0,130.0,18.0,212.5,100.0,100.0,100.0,2689.0
2010,Rural regions,East,83.84807646921266,83.08331331974789,84.61283961867743,58.0,75.0,103.72747352392024,15.0,172.31868380980058,75.0,70.0,79.0,2029.0
2011,Urban regions,West,94.777022029233,94.35527596883378,95.19876808963221,65.0,85.0,120.0,11.0,202.5,85.0,85.0,86.0,9375.0
2011,Urban regions,East,71.96261772493214,71.16301357867208,72.76222187119221,54.0,65.0,82.1816090069427,11.72758648958596,124.45402251735673,65.0,62.0,66.0,1335.0
2011,Rural regions,West,108.7353410793008,107.9680643016746,109.50261785692699,75.0,100.0,135.0,13.0,225.0,100.0,100.0,100.0,3456.0
2011,Rural regions,East,83.2745265896604,82.5800679588456,83.96898522047519,58.0,74.0,103.0,16.0,170.5,74.0,71.0,77.0,2403.0
2012,Urban regions,West,95.44150939811519,95.00309803586791,95.87992076036247,65.0,85.0,120.0,12.0,202.5,85.0,84.0,86.0,9119.0
2012,Urban regions,East,72.66336566911123,71.81306505946424,73.51366627875822,54.0,65.76051501684671,83.14146203007506,10.287806954887408,126.85365507518765,66.0,64.0,68.025,1301.0
2012,Rural regions,West,108.51336165159452,107.7384121516148,109.28831115157425,75.0,100.0,132.0,15.0,217.5,100.0,98.0,100.0,3457.0
2012,Rural regions,East,83.1931959878213,82.49231792902411,83.89407404661848,58.0,74.0,100.0,16.0,163.0,74.0,72.0,78.0,2405.0
2013,Urban regions,West,94.75297806322067,94.35246459637655,95.15349153006478,65.0,85.0,120.0,10.0,202.5,85.0,84.0,87.0,10486.0
2013,Urban regions,East,72.36137021902913,71.50669996030143,73.21604047775682,54.0,65.0,80.0,15.0,119.0,65.0,62.0,66.0,1315.0
2013,Rural regions,West,107.61156547473236,106.85632158664784,108.36680936281688,74.0,100.0,131.0,14.0,216.5,100.0,100.0,100.0,3686.0
2013,Rural regions,East,83.80704916990125,83.07715204227554,84.53694629752695,58.0,75.0,103.52811646130179,10.0,171.82029115325446,75.0,72.0,78.0,2334.0
2014,Urban regions,West,95.95842007434132,95.5250971265145,96.39174302216814,65.0,85.0,120.0,10.0,202.5,85.0,83.0,85.0,9148.0
2014,Urban regions,East,72.07302754475789,71.19821137468482,72.94784371483097,54.0,65.0,80.0,16.0,119.0,65.0,62.0,66.0,1212.0
2014,Rural regions,West,108.05853855305608,107.25290573641281,108.86417136969935,75.0,100.0,130.0,12.0,212.5,100.0,100.0,100.0,3267.0
2014,Rural regions,East,83.00583455485696,82.25959639502202,83.7520727146919,57.0,74.0,100.0,10.0,164.5,74.0,69.0,78.0,2156.0
2015,Urban regions,West,95.89140477054272,95.45331967302988,96.32948986805556,65.0,85.0,120.0,11.0,202.5,85.0,83.0,86.0,9125.0
2015,Urban regions,East,71.60946092157681,70.77612444215264,72.44279740100099,53.0,65.0,80.0,13.0,120.5,65.0,62.974999999999994,67.0,1202.0
2015,Rural regions,West,108.72212519300136,107.91040570675952,109.5338446792432,75.0,100.0,132.0,10.0,217.5,100.0,100.0,100.0,3300.0
2015,Rural regions,East,83.33773242232645,82.56176554847228,84.11369929618063,57.0,74.0,102.0,14.0,169.5,74.0,70.0,78.0,2067.0
2016,Urban regions,West,95.83016640314408,95.39694785847797,96.26338494781018,65.0,86.0,120.0,6.0,202.5,86.0,85.0,87.0,9405.0
2016,Urban regions,East,72.04632431278813,71.18689183449119,72.90575679108507,53.0,65.0,82.0,12.0,125.5,65.0,62.974999999999994,67.0,1249.0
2016,Rural regions,West,109.83078733883441,109.02486946202951,110.63670521563931,75.0,100.0,135.0,10.0,225.0,100.0,94.975,100.0,3327.0
2016,Rural regions,East,85.47097235018755,84.6760896475915,86.2658550527836,58.0,75.0,108.0,14.0,183.0,75.0,70.0,77.0,2155.0
2017,Urban regions,West,96.1376815681345,95.7251160734693,96.5502470627997,65.0,86.0,120.0,10.0,202.5,86.0,84.0,87.0,10452.0
2017,Urban regions,East,72.77863278874274,71.96860897788082,73.58865659960466,53.0,65.0,85.0,10.0,133.0,65.0,62.0,66.0,1391.0
2017,Rural regions,West,109.66056290997136,108.90139247511468,110.41973334482805,75.0,100.0,136.0,9.0,227.5,100.0,94.0,100.0,3777.0
2017,Rural regions,East,86.27762650153737,85.51201548882025,87.04323751425449,58.0,78.0,110.0,15.0,188.0,78.0,76.0,82.025,2368.0
2018,Urban regions,West,96.61079065763286,96.19524116413153,97.02634015113419,65.0,86.0,120.0,11.0,202.5,86.0,83.0,87.0,10321.0
2018,Urban regions,East,73.69876157411083,72.88101737895175,74.51650576926991,54.0,66.0,87.0,14.0,136.5,66.0,63.0,68.0,1409.0
2018,Rural regions,West,110.10551322130091,109.31070386676937,110.90032257583245,75.0,100.0,137.0,13.0,230.0,100.0,93.975,100.0,3527.0
2018,Rural regions,East,86.5594965410018,85.78154460887792,87.33744847312569,58.0,78.0,110.0,14.0,188.0,78.0,76.0,82.0,2320.0
2019,Urban regions,West,97.59114729115393,97.16531915722024,98.01697542508762,65.0,87.0,120.0,10.0,202.5,87.0,84.0,89.0,10452.0
2019,Urban regions,East,75.25576136745947,74.43457835800095,76.076944376918,55.0,68.0,88.0,20.0,137.5,68.0,66.0,71.0,1422.0
2019,Rural regions,West,110.87697144060627,110.07296915596602,111.68097372524652,75.0,103.0,139.0,14.0,235.0,103.0,98.0,106.0,3562.0
2019,Rural regions,East,87.62591132179641,86.84980131146281,88.40202133213,58.0,80.0,114.0,16.0,198.0,80.0,79.0,85.0,2382.0
2020,Urban regions,West,98.50235198104522,98.0980573821725,98.90664657991795,65.0,90.0,120.0,9.0,202.5,90.0,90.0,94.0,11669.0
2020,Urban regions,East,75.8861420728806,75.06452918221649,76.70775496354472,55.0,68.0,90.0,12.0,142.5,68.0,66.0,71.0,1529.0
2020,Rural regions,West,111.9910632702604,111.2098709645306,112.7722555759902,78.0,105.0,140.0,10.0,233.0,105.0,100.0,110.0,3601.0
2020,Rural regions,East,89.74383979473672,88.90376615993921,90.58391342953422,60.0,80.0,115.0,12.0,197.5,80.0,76.0,85.0,2293.0
2021,Urban regions,West,87.22809125791001,85.97916373664954,88.47701877917048,55.0,75.0,110.0,12.0,192.5,75.0,70.0,80.0,1259.0
2021,Urban regions,East,74.00010634813273,70.43575050635398,77.56446218991148,48.0,59.462858448933645,84.70288313208162,19.0,139.75720783020407,60.0,46.0,64.05,160.0
2021,Rural regions,West,99.49954654008903,96.42514460748309,102.57394847269497,63.0,85.0,120.0,9.0,205.5,85.0,74.0,105.0,292.0
2021,Rural regions,East,91.11041990668738,86.87466271441627,95.34617709895849,55.0,80.0,114.23938051414663,28.0,203.0984512853666,80.0,60.0,100.05,130.0
