year,plh0187,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,Very seldom,0.17500,4528,20443,0.16979,0.18020
2007,Seldom,0.26377,6806,20443,0.25773,0.26981
2007,Sometimes,0.26850,6337,20443,0.26243,0.27458
2007,Often,0.09367,2093,20443,0.08968,0.09767
2007,Very often,0.03100,679,20443,0.02863,0.03338
2008,Very seldom,0.17581,4213,19254,0.17043,0.18119
2008,Seldom,0.27681,6668,19254,0.27049,0.28313
2008,Sometimes,0.25965,5838,19254,0.25346,0.26584
2008,Often,0.09524,1950,19254,0.09109,0.09939
2008,Very often,0.02825,585,19254,0.02591,0.03059
2009,Very seldom,0.16949,3802,17920,0.16399,0.17498
2009,Seldom,0.28169,6263,17920,0.27511,0.28828
2009,Sometimes,0.26435,5499,17920,0.25789,0.27080
2009,Often,0.09062,1793,17920,0.08642,0.09483
2009,Very often,0.03049,563,17920,0.02797,0.03301
2010,Very seldom,0.15439,3551,16584,0.14889,0.15989
2010,Seldom,0.25772,5810,16584,0.25106,0.26438
2010,Sometimes,0.23688,5049,16584,0.23041,0.24335
2010,Often,0.08565,1708,16584,0.08139,0.08990
2010,Very often,0.02499,466,16584,0.02262,0.02737
2011,Very seldom,0.15504,4317,20643,0.15010,0.15998
2011,Seldom,0.24948,6946,20643,0.24358,0.25539
2011,Sometimes,0.24956,6657,20643,0.24365,0.25546
2011,Often,0.08517,2134,20643,0.08137,0.08898
2011,Very often,0.02297,589,20643,0.02092,0.02501
2012,Very seldom,0.17106,4675,20431,0.16589,0.17622
2012,Seldom,0.26808,7311,20431,0.26200,0.27415
2012,Sometimes,0.23104,6045,20431,0.22526,0.23682
2012,Often,0.07744,1895,20431,0.07377,0.08110
2012,Very often,0.02011,505,20431,0.01818,0.02203
2013,Very seldom,0.16941,5622,25611,0.16482,0.17401
2013,Seldom,0.26840,9317,25611,0.26297,0.27383
2013,Sometimes,0.23253,7521,25611,0.22735,0.23770
2013,Often,0.07715,2451,25611,0.07388,0.08041
2013,Very often,0.02107,700,25611,0.01931,0.02283
2014,Very seldom,0.19366,6235,27003,0.18894,0.19837
2014,Seldom,0.29303,9576,27003,0.28760,0.29845
2014,Sometimes,0.24735,7841,27003,0.24221,0.25250
2014,Often,0.08165,2554,27003,0.07838,0.08491
2014,Very often,0.02399,797,27003,0.02216,0.02582
2015,Very seldom,0.18190,5694,24968,0.17711,0.18668
2015,Seldom,0.29220,9030,24968,0.28656,0.29785
2015,Sometimes,0.24442,7242,24968,0.23909,0.24975
2015,Often,0.07955,2311,24968,0.07620,0.08291
2015,Very often,0.02363,691,24968,0.02175,0.02551
2016,Very seldom,0.19139,5601,24101,0.18642,0.19635
2016,Seldom,0.29221,8647,24101,0.28647,0.29795
2016,Sometimes,0.24525,7072,24101,0.23982,0.25068
2016,Often,0.07982,2128,24101,0.07640,0.08324
2016,Very often,0.02331,653,24101,0.02140,0.02521
2017,Very seldom,0.18587,6151,26377,0.18117,0.19056
2017,Seldom,0.30636,9693,26377,0.30080,0.31192
2017,Sometimes,0.23507,7516,26377,0.22995,0.24018
2017,Often,0.07979,2324,26377,0.07652,0.08306
2017,Very often,0.02201,693,26377,0.02024,0.02378
2018,Very seldom,0.19097,6118,25534,0.18615,0.19579
2018,Seldom,0.30519,9377,25534,0.29954,0.31084
2018,Sometimes,0.23729,7106,25534,0.23207,0.24251
2018,Often,0.07658,2273,25534,0.07332,0.07985
2018,Very often,0.02348,660,25534,0.02162,0.02534
2019,Very seldom,0.19331,6369,25687,0.18848,0.19814
2019,Seldom,0.29761,9336,25687,0.29202,0.30321
2019,Sometimes,0.23931,7189,25687,0.23409,0.24452
2019,Often,0.07826,2211,25687,0.07498,0.08154
2019,Very often,0.02092,582,25687,0.01917,0.02267
2020,Very seldom,0.17928,5917,25617,0.17458,0.18397
2020,Seldom,0.30117,9317,25617,0.29555,0.30679
2020,Sometimes,0.23825,7289,25617,0.23304,0.24347
2020,Often,0.08388,2448,25617,0.08048,0.08727
2020,Very often,0.02364,646,25617,0.02178,0.02551
2021,Very seldom,0.18442,4085,17184,0.17862,0.19022
2021,Seldom,0.32157,6645,17184,0.31458,0.32855
2021,Sometimes,0.21243,4421,17184,0.20632,0.21855
2021,Often,0.08561,1637,17184,0.08143,0.08980
2021,Very often,0.01818,396,17184,0.01618,0.02017
