year,sampreg,plh0187,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2021,West,Very seldom,0.18340,3207,13565,0.17688,0.18991
2021,West,Seldom,0.31911,5223,13565,0.31127,0.32695
2021,West,Sometimes,0.21527,3522,13565,0.20835,0.22219
2021,West,Often,0.08449,1295,13565,0.07980,0.08917
2021,West,Very often,0.01829,318,13565,0.01604,0.02055
2021,East,Very seldom,0.18942,878,3619,0.17665,0.20219
2021,East,Seldom,0.33361,1422,3619,0.31824,0.34897
2021,East,Sometimes,0.19852,899,3619,0.18552,0.21152
2021,East,Often,0.09114,342,3619,0.08176,0.10051
2021,East,Very often,0.01760,78,3619,0.01331,0.02188
