year,sampreg,plh0187,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,West,Very seldom,0.17760,3576,15449,0.17157,0.18363
2007,West,Seldom,0.25801,5055,15449,0.25111,0.26491
2007,West,Sometimes,0.26448,4716,15449,0.25753,0.27144
2007,West,Often,0.09246,1584,15449,0.08789,0.09703
2007,West,Very often,0.03056,518,15449,0.02785,0.03328
2007,East,Very seldom,0.16320,952,4994,0.15295,0.17345
2007,East,Seldom,0.28985,1751,4994,0.27726,0.30243
2007,East,Sometimes,0.28670,1621,4994,0.27416,0.29924
2007,East,Often,0.09916,509,4994,0.09087,0.10745
2007,East,Very often,0.03299,161,4994,0.02803,0.03794
2008,West,Very seldom,0.17824,3309,14495,0.17201,0.18447
2008,West,Seldom,0.27055,4930,14495,0.26332,0.27778
2008,West,Sometimes,0.25560,4310,14495,0.24850,0.26270
2008,West,Often,0.09472,1503,14495,0.08996,0.09949
2008,West,Very often,0.02850,443,14495,0.02579,0.03120
2008,East,Very seldom,0.16464,904,4759,0.15410,0.17517
2008,East,Seldom,0.30561,1738,4759,0.29252,0.31870
2008,East,Sometimes,0.27827,1528,4759,0.26554,0.29101
2008,East,Often,0.09761,447,4759,0.08918,0.10604
2008,East,Very often,0.02711,142,4759,0.02250,0.03173
2009,West,Very seldom,0.16989,2905,13401,0.16353,0.17625
2009,West,Seldom,0.27802,4621,13401,0.27044,0.28561
2009,West,Sometimes,0.26190,4076,13401,0.25446,0.26935
2009,West,Often,0.09027,1372,13401,0.08541,0.09512
2009,West,Very often,0.03074,427,13401,0.02782,0.03366
2009,East,Very seldom,0.16767,897,4519,0.15678,0.17856
2009,East,Seldom,0.29815,1642,4519,0.28481,0.31149
2009,East,Sometimes,0.27530,1423,4519,0.26227,0.28832
2009,East,Often,0.09222,421,4519,0.08378,0.10066
2009,East,Very often,0.02938,136,4519,0.02446,0.03430
2010,West,Very seldom,0.15652,2768,12477,0.15014,0.16290
2010,West,Seldom,0.25212,4316,12477,0.24450,0.25974
2010,West,Sometimes,0.23367,3749,12477,0.22624,0.24109
2010,West,Often,0.08324,1288,12477,0.07839,0.08809
2010,West,Very often,0.02521,356,12477,0.02246,0.02796
2010,East,Very seldom,0.14445,783,4107,0.13370,0.15520
2010,East,Seldom,0.28384,1494,4107,0.27005,0.29763
2010,East,Sometimes,0.25188,1300,4107,0.23860,0.26515
2010,East,Often,0.09687,420,4107,0.08782,0.10592
2010,East,Very often,0.02397,110,4107,0.01930,0.02865
2011,West,Very seldom,0.15527,3305,15755,0.14962,0.16093
2011,West,Seldom,0.24587,5305,15755,0.23914,0.25259
2011,West,Sometimes,0.24689,5049,15755,0.24016,0.25363
2011,West,Often,0.08472,1646,15755,0.08037,0.08907
2011,West,Very often,0.02272,450,15755,0.02039,0.02504
2011,East,Very seldom,0.15395,1012,4888,0.14383,0.16407
2011,East,Seldom,0.26634,1641,4888,0.25395,0.27873
2011,East,Sometimes,0.26196,1608,4888,0.24964,0.27429
2011,East,Often,0.08729,488,4888,0.07937,0.09520
2011,East,Very often,0.02413,139,4888,0.01982,0.02843
2012,West,Very seldom,0.17156,3621,15596,0.16564,0.17747
2012,West,Seldom,0.26579,5562,15596,0.25886,0.27273
2012,West,Sometimes,0.22893,4585,15596,0.22234,0.23553
2012,West,Often,0.07550,1435,15596,0.07135,0.07965
2012,West,Very often,0.02000,393,15596,0.01780,0.02219
2012,East,Very seldom,0.16868,1054,4835,0.15813,0.17924
2012,East,Seldom,0.27895,1749,4835,0.26631,0.29159
2012,East,Sometimes,0.24108,1460,4835,0.22903,0.25314
2012,East,Often,0.08666,460,4835,0.07873,0.09460
2012,East,Very often,0.02064,112,4835,0.01663,0.02465
2013,West,Very seldom,0.16742,4401,19885,0.16223,0.17261
2013,West,Seldom,0.26196,7218,19885,0.25585,0.26807
2013,West,Sometimes,0.22650,5819,19885,0.22068,0.23232
2013,West,Often,0.07725,1922,19885,0.07354,0.08097
2013,West,Very often,0.02004,525,19885,0.01809,0.02199
2013,East,Very seldom,0.17880,1221,5726,0.16887,0.18872
2013,East,Seldom,0.29875,2099,5726,0.28689,0.31060
2013,East,Sometimes,0.26095,1702,5726,0.24957,0.27233
2013,East,Often,0.07664,529,5726,0.06975,0.08353
2013,East,Very often,0.02594,175,5726,0.02182,0.03006
2014,West,Very seldom,0.19703,5004,21434,0.19171,0.20236
2014,West,Seldom,0.28854,7484,21434,0.28247,0.29460
2014,West,Sometimes,0.24595,6275,21434,0.24018,0.25172
2014,West,Often,0.08133,2044,21434,0.07767,0.08499
2014,West,Very often,0.02352,627,21434,0.02149,0.02555
2014,East,Very seldom,0.17775,1231,5569,0.16771,0.18779
2014,East,Seldom,0.31417,2092,5569,0.30198,0.32637
2014,East,Sometimes,0.25397,1566,5569,0.24254,0.26541
2014,East,Often,0.08312,510,5569,0.07587,0.09037
2014,East,Very often,0.02622,170,5569,0.02202,0.03042
2015,West,Very seldom,0.18620,4600,19731,0.18076,0.19163
2015,West,Seldom,0.28954,7076,19731,0.28321,0.29586
2015,West,Sometimes,0.24012,5681,19731,0.23416,0.24608
2015,West,Often,0.07725,1822,19731,0.07352,0.08097
2015,West,Very often,0.02441,552,19731,0.02226,0.02656
2015,East,Very seldom,0.16158,1094,5237,0.15161,0.17155
2015,East,Seldom,0.30482,1954,5237,0.29235,0.31729
2015,East,Sometimes,0.26472,1561,5237,0.25277,0.27667
2015,East,Often,0.09045,489,5237,0.08268,0.09822
2015,East,Very often,0.01994,139,5237,0.01615,0.02373
2016,West,Very seldom,0.19390,4481,19081,0.18829,0.19951
2016,West,Seldom,0.28832,6780,19081,0.28189,0.29474
2016,West,Sometimes,0.24348,5625,19081,0.23739,0.24957
2016,West,Often,0.08064,1692,19081,0.07678,0.08450
2016,West,Very often,0.02283,503,19081,0.02071,0.02494
2016,East,Very seldom,0.17949,1120,5020,0.16887,0.19011
2016,East,Seldom,0.31067,1867,5020,0.29786,0.32347
2016,East,Sometimes,0.25366,1447,5020,0.24163,0.26570
2016,East,Often,0.07592,436,5020,0.06859,0.08325
2016,East,Very often,0.02559,150,5020,0.02123,0.02996
2017,West,Very seldom,0.18802,4898,20803,0.18271,0.19333
2017,West,Seldom,0.30557,7631,20803,0.29931,0.31183
2017,West,Sometimes,0.23265,5919,20803,0.22690,0.23839
2017,West,Often,0.07910,1820,20803,0.07544,0.08277
2017,West,Very often,0.02172,535,20803,0.01974,0.02370
2017,East,Very seldom,0.17544,1253,5574,0.16546,0.18543
2017,East,Seldom,0.31017,2062,5574,0.29802,0.32231
2017,East,Sometimes,0.24678,1597,5574,0.23546,0.25810
2017,East,Often,0.08309,504,5574,0.07585,0.09034
2017,East,Very often,0.02338,158,5574,0.01941,0.02734
2018,West,Very seldom,0.19189,4833,20056,0.18644,0.19734
2018,West,Seldom,0.30334,7306,20056,0.29697,0.30970
2018,West,Sometimes,0.23776,5592,20056,0.23187,0.24365
2018,West,Often,0.07697,1805,20056,0.07329,0.08066
2018,West,Very often,0.02306,520,20056,0.02098,0.02513
2018,East,Very seldom,0.18653,1285,5478,0.17622,0.19685
2018,East,Seldom,0.31412,2071,5478,0.30183,0.32641
2018,East,Sometimes,0.23503,1514,5478,0.22380,0.24626
2018,East,Often,0.07470,468,5478,0.06773,0.08166
2018,East,Very often,0.02552,140,5478,0.02134,0.02970
2019,West,Very seldom,0.19624,5020,20073,0.19074,0.20173
2019,West,Seldom,0.29450,7256,20073,0.28820,0.30081
2019,West,Sometimes,0.23801,5645,20073,0.23212,0.24390
2019,West,Often,0.07774,1705,20073,0.07404,0.08145
2019,West,Very often,0.02065,447,20073,0.01868,0.02261
2019,East,Very seldom,0.17953,1337,5538,0.16942,0.18964
2019,East,Seldom,0.31260,2051,5538,0.30039,0.32481
2019,East,Sometimes,0.24542,1520,5538,0.23409,0.25676
2019,East,Often,0.08057,498,5538,0.07340,0.08774
2019,East,Very often,0.02219,132,5538,0.01831,0.02607
2020,West,Very seldom,0.18166,4723,20303,0.17636,0.18697
2020,West,Seldom,0.30003,7338,20303,0.29373,0.30634
2020,West,Sometimes,0.23692,5798,20303,0.23108,0.24277
2020,West,Often,0.08242,1946,20303,0.07864,0.08620
2020,West,Very often,0.02297,498,20303,0.02091,0.02503
2020,East,Very seldom,0.16778,1194,5314,0.15773,0.17783
2020,East,Seldom,0.30663,1979,5314,0.29423,0.31902
2020,East,Sometimes,0.24466,1491,5314,0.23310,0.25622
2020,East,Often,0.09090,502,5314,0.08317,0.09863
2020,East,Very often,0.02691,148,5314,0.02256,0.03126
