year,bula_h,plh0187,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,Schleswig-Holstein,Very seldom,0.24143,201,594,0.20698,0.27587
2007,Schleswig-Holstein,Seldom,0.25451,179,594,0.21945,0.28957
2007,Schleswig-Holstein,Sometimes,0.24517,166,594,0.21055,0.27980
2007,Schleswig-Holstein,Often,0.06570,48,594,0.04576,0.08564
2007,Hamburg,Very seldom,0.19052,70,260,0.14269,0.23835
2007,Hamburg,Seldom,0.34332,117,260,0.28549,0.40115
2007,Hamburg,Sometimes,0.22710,73,260,0.17608,0.27813
2007,Lower Saxony,Very seldom,0.17197,406,1819,0.15463,0.18932
2007,Lower Saxony,Seldom,0.25374,602,1819,0.23373,0.27374
2007,Lower Saxony,Sometimes,0.27476,565,1819,0.25424,0.29528
2007,Lower Saxony,Often,0.08754,183,1819,0.07455,0.10053
2007,Lower Saxony,Very often,0.03379,63,1819,0.02549,0.04210
2007,Bremen,Seldom,0.38622,57,99,0.28983,0.48262
2007,Bremen,Sometimes,0.28140,42,99,0.19237,0.37043
2007,North Rhine-Westphalia,Very seldom,0.20349,1080,4192,0.19130,0.21568
2007,North Rhine-Westphalia,Seldom,0.24113,1301,4192,0.22817,0.25408
2007,North Rhine-Westphalia,Sometimes,0.25507,1253,4192,0.24187,0.26826
2007,North Rhine-Westphalia,Often,0.09824,443,4192,0.08923,0.10725
2007,North Rhine-Westphalia,Very often,0.02375,115,4192,0.01914,0.02836
2007,Hesse,Very seldom,0.14862,286,1390,0.12991,0.16732
2007,Hesse,Seldom,0.24084,433,1390,0.21835,0.26333
2007,Hesse,Sometimes,0.29059,475,1390,0.26671,0.31447
2007,Hesse,Often,0.10559,157,1390,0.08943,0.12175
2007,Hesse,Very often,0.02884,39,1390,0.02004,0.03764
2007,"Rhineland-Palatinate, Saarland",Very seldom,0.18641,280,1169,0.16407,0.20874
2007,"Rhineland-Palatinate, Saarland",Seldom,0.22105,356,1169,0.19726,0.24485
2007,"Rhineland-Palatinate, Saarland",Sometimes,0.25633,338,1169,0.23129,0.28137
2007,"Rhineland-Palatinate, Saarland",Often,0.10169,131,1169,0.08436,0.11903
2007,"Rhineland-Palatinate, Saarland",Very often,0.04650,64,1169,0.03442,0.05858
2007,Baden-Wuerttemberg,Very seldom,0.17441,559,2477,0.15947,0.18936
2007,Baden-Wuerttemberg,Seldom,0.25657,828,2477,0.23937,0.27377
2007,Baden-Wuerttemberg,Sometimes,0.26583,746,2477,0.24843,0.28324
2007,Baden-Wuerttemberg,Often,0.07867,241,2477,0.06807,0.08928
2007,Baden-Wuerttemberg,Very often,0.03765,103,2477,0.03015,0.04514
2007,Bavaria,Very seldom,0.15126,587,2944,0.13832,0.16421
2007,Bavaria,Seldom,0.28499,1037,2944,0.26868,0.30129
2007,Bavaria,Sometimes,0.26152,924,2944,0.24565,0.27740
2007,Bavaria,Often,0.09862,304,2944,0.08784,0.10939
2007,Bavaria,Very often,0.02920,92,2944,0.02312,0.03528
2007,Berlin,Very seldom,0.14063,138,750,0.11573,0.16553
2007,Berlin,Seldom,0.31807,271,750,0.28472,0.35143
2007,Berlin,Sometimes,0.27765,234,750,0.24558,0.30972
2007,Berlin,Often,0.08607,75,750,0.06599,0.10616
2007,Berlin,Very often,0.03948,32,750,0.02554,0.05343
2007,Brandenburg,Very seldom,0.18102,181,829,0.15479,0.20725
2007,Brandenburg,Seldom,0.24793,267,829,0.21852,0.27735
2007,Brandenburg,Sometimes,0.28713,290,829,0.25631,0.31794
2007,Brandenburg,Often,0.10805,91,829,0.08690,0.12919
2007,Mecklenburg-Western Pomerania,Very seldom,0.16570,107,491,0.13278,0.19862
2007,Mecklenburg-Western Pomerania,Seldom,0.30352,176,491,0.26281,0.34423
2007,Mecklenburg-Western Pomerania,Sometimes,0.29039,166,491,0.25020,0.33059
2007,Mecklenburg-Western Pomerania,Often,0.08684,42,491,0.06190,0.11177
2007,Saxony,Very seldom,0.14050,252,1509,0.12296,0.15804
2007,Saxony,Seldom,0.29296,571,1509,0.26998,0.31593
2007,Saxony,Sometimes,0.30857,493,1509,0.28526,0.33188
2007,Saxony,Often,0.11400,153,1509,0.09796,0.13004
2007,Saxony,Very often,0.02313,40,1509,0.01554,0.03072
2007,Saxony-Anhalt,Very seldom,0.18903,181,869,0.16298,0.21508
2007,Saxony-Anhalt,Seldom,0.28864,292,869,0.25849,0.31878
2007,Saxony-Anhalt,Sometimes,0.26529,275,869,0.23592,0.29467
2007,Saxony-Anhalt,Often,0.08281,85,869,0.06448,0.10115
2007,Saxony-Anhalt,Very often,0.03871,36,869,0.02587,0.05154
2007,Thuringa,Very seldom,0.16566,170,886,0.14116,0.19015
2007,Thuringa,Seldom,0.29279,319,886,0.26281,0.32277
2007,Thuringa,Sometimes,0.29186,297,886,0.26191,0.32182
2007,Thuringa,Often,0.08873,100,886,0.06999,0.10746
2008,Schleswig-Holstein,Very seldom,0.21454,157,532,0.17963,0.24946
2008,Schleswig-Holstein,Seldom,0.27837,183,532,0.24024,0.31649
2008,Schleswig-Holstein,Sometimes,0.22580,146,532,0.19024,0.26136
2008,Schleswig-Holstein,Often,0.09445,46,532,0.06958,0.11933
2008,Hamburg,Very seldom,0.21801,79,242,0.16588,0.27014
2008,Hamburg,Seldom,0.26313,92,242,0.20754,0.31873
2008,Hamburg,Sometimes,0.24404,71,242,0.18981,0.29827
2008,Lower Saxony,Very seldom,0.18299,412,1731,0.16477,0.20121
2008,Lower Saxony,Seldom,0.25763,550,1731,0.23703,0.27824
2008,Lower Saxony,Sometimes,0.27493,547,1731,0.25389,0.29597
2008,Lower Saxony,Often,0.09595,173,1731,0.08207,0.10983
2008,Lower Saxony,Very often,0.01849,49,1731,0.01214,0.02484
2008,Bremen,Very seldom,0.22058,38,127,0.14818,0.29299
2008,Bremen,Seldom,0.32249,49,127,0.24087,0.40411
2008,Bremen,Sometimes,0.29404,40,127,0.21448,0.37359
2008,North Rhine-Westphalia,Very seldom,0.19960,1026,3924,0.18709,0.21211
2008,North Rhine-Westphalia,Seldom,0.27716,1316,3924,0.26315,0.29116
2008,North Rhine-Westphalia,Sometimes,0.23238,1072,3924,0.21917,0.24560
2008,North Rhine-Westphalia,Often,0.09477,406,3924,0.08560,0.10394
2008,North Rhine-Westphalia,Very often,0.02878,104,3924,0.02355,0.03401
2008,Hesse,Very seldom,0.15048,271,1309,0.13110,0.16986
2008,Hesse,Seldom,0.23770,424,1309,0.21463,0.26077
2008,Hesse,Sometimes,0.27060,403,1309,0.24652,0.29467
2008,Hesse,Often,0.11494,165,1309,0.09765,0.13222
2008,Hesse,Very often,0.03422,46,1309,0.02437,0.04407
2008,"Rhineland-Palatinate, Saarland",Very seldom,0.17338,246,1092,0.15092,0.19585
2008,"Rhineland-Palatinate, Saarland",Seldom,0.24321,352,1092,0.21775,0.26867
2008,"Rhineland-Palatinate, Saarland",Sometimes,0.23445,307,1092,0.20931,0.25959
2008,"Rhineland-Palatinate, Saarland",Often,0.11149,131,1092,0.09281,0.13016
2008,"Rhineland-Palatinate, Saarland",Very often,0.05713,56,1092,0.04336,0.07091
2008,Baden-Wuerttemberg,Very seldom,0.15763,466,2349,0.14289,0.17237
2008,Baden-Wuerttemberg,Seldom,0.28842,879,2349,0.27010,0.30674
2008,Baden-Wuerttemberg,Sometimes,0.25894,698,2349,0.24122,0.27666
2008,Baden-Wuerttemberg,Often,0.08291,231,2349,0.07176,0.09407
2008,Baden-Wuerttemberg,Very often,0.02854,75,2349,0.02181,0.03528
2008,Bavaria,Very seldom,0.16972,551,2740,0.15566,0.18377
2008,Bavaria,Seldom,0.27574,959,2740,0.25900,0.29247
2008,Bavaria,Sometimes,0.27060,886,2740,0.25396,0.28724
2008,Bavaria,Often,0.09002,274,2740,0.07930,0.10074
2008,Bavaria,Very often,0.02305,70,2740,0.01743,0.02867
2008,Berlin,Very seldom,0.15369,137,721,0.12735,0.18003
2008,Berlin,Seldom,0.30056,245,721,0.26707,0.33405
2008,Berlin,Sometimes,0.27630,225,721,0.24364,0.30896
2008,Berlin,Often,0.10307,82,721,0.08086,0.12528
2008,Berlin,Very often,0.03441,32,721,0.02110,0.04773
2008,Brandenburg,Very seldom,0.17288,174,795,0.14658,0.19918
2008,Brandenburg,Seldom,0.26807,255,795,0.23726,0.29888
2008,Brandenburg,Sometimes,0.29815,291,795,0.26633,0.32997
2008,Brandenburg,Often,0.08242,75,795,0.06330,0.10155
2008,Mecklenburg-Western Pomerania,Very seldom,0.15371,85,475,0.12124,0.18618
2008,Mecklenburg-Western Pomerania,Seldom,0.33872,193,475,0.29612,0.38133
