year,age_gr,migback,plh0187,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,46-65 y.,No migration background,Very seldom,0.21767,1357,6198,0.20740,0.22795
2007,46-65 y.,No migration background,Seldom,0.33013,2157,6198,0.31842,0.34183
2007,46-65 y.,No migration background,Sometimes,0.31227,1935,6198,0.30073,0.32380
2007,46-65 y.,No migration background,Often,0.10057,569,6198,0.09308,0.10806
2007,46-65 y.,No migration background,Very often,0.03460,180,6198,0.03005,0.03915
2007,46-65 y.,Direct migration background,Very seldom,0.16137,148,785,0.13562,0.18712
2007,46-65 y.,Direct migration background,Seldom,0.28760,232,785,0.25592,0.31929
2007,46-65 y.,Direct migration background,Sometimes,0.36988,284,785,0.33608,0.40367
2007,46-65 y.,Direct migration background,Often,0.12617,87,785,0.10293,0.14941
2007,46-65 y.,Direct migration background,Very often,0.04426,34,785,0.02986,0.05866
2007,66 and older,No migration background,Very seldom,0.22274,931,3943,0.20975,0.23573
2007,66 and older,No migration background,Seldom,0.30234,1256,3943,0.28800,0.31668
2007,66 and older,No migration background,Sometimes,0.33122,1229,3943,0.31653,0.34592
2007,66 and older,No migration background,Often,0.10759,390,3943,0.09792,0.11727
2007,66 and older,No migration background,Very often,0.03233,137,3943,0.02680,0.03785
2007,66 and older,Direct migration background,Very seldom,0.15935,66,354,0.12116,0.19753
2007,66 and older,Direct migration background,Seldom,0.28057,112,354,0.23370,0.32744
2007,66 and older,Direct migration background,Sometimes,0.33514,117,354,0.28589,0.38438
2007,66 and older,Direct migration background,Often,0.16408,59,354,0.12544,0.20271
2008,17-29 y.,No migration background,Very seldom,0.18513,525,2492,0.16987,0.20038
2008,17-29 y.,No migration background,Seldom,0.33058,904,2492,0.31211,0.34906
2008,17-29 y.,No migration background,Sometimes,0.27601,724,2492,0.25846,0.29356
2008,17-29 y.,No migration background,Often,0.10730,264,2492,0.09514,0.11945
2008,17-29 y.,No migration background,Very often,0.02768,75,2492,0.02124,0.03413
2008,17-29 y.,Direct migration background,Very seldom,0.23768,52,198,0.17824,0.29712
2008,17-29 y.,Direct migration background,Seldom,0.31526,82,198,0.25038,0.38014
2008,17-29 y.,Direct migration background,Sometimes,0.29707,64,198,0.23326,0.36088
2008,17-29 y.,Indirect migration background,Very seldom,0.19487,96,418,0.15686,0.23289
2008,17-29 y.,Indirect migration background,Seldom,0.25620,128,418,0.21430,0.29810
2008,17-29 y.,Indirect migration background,Sometimes,0.28673,143,418,0.24332,0.33014
2008,17-29 y.,Indirect migration background,Often,0.11051,51,418,0.08042,0.14061
2008,30-45 y.,No migration background,Very seldom,0.21796,989,4285,0.20560,0.23032
2008,30-45 y.,No migration background,Seldom,0.34737,1529,4285,0.33311,0.36163
2008,30-45 y.,No migration background,Sometimes,0.29665,1267,4285,0.28297,0.31032
2008,30-45 y.,No migration background,Often,0.10801,397,4285,0.09871,0.11730
2008,30-45 y.,No migration background,Very often,0.02689,103,4285,0.02205,0.03173
2008,30-45 y.,Direct migration background,Very seldom,0.21972,122,578,0.18593,0.25350
2008,30-45 y.,Direct migration background,Seldom,0.28873,189,578,0.25175,0.32571
2008,30-45 y.,Direct migration background,Sometimes,0.33067,189,578,0.29228,0.36906
2008,30-45 y.,Direct migration background,Often,0.12156,78,578,0.09490,0.14823
2008,30-45 y.,Indirect migration background,Very seldom,0.26331,68,227,0.20589,0.32074
2008,30-45 y.,Indirect migration background,Seldom,0.25538,83,227,0.19853,0.31224
2008,30-45 y.,Indirect migration background,Sometimes,0.26821,76,227,0.21045,0.32597
2008,46-65 y.,No migration background,Very seldom,0.22134,1299,5920,0.21076,0.23191
2008,46-65 y.,No migration background,Seldom,0.33858,2113,5920,0.32652,0.35063
2008,46-65 y.,No migration background,Sometimes,0.29829,1795,5920,0.28664,0.30995
2008,46-65 y.,No migration background,Often,0.10484,548,5920,0.09704,0.11265
2008,46-65 y.,No migration background,Very often,0.03301,165,5920,0.02846,0.03756
2008,46-65 y.,Direct migration background,Very seldom,0.14103,120,704,0.11530,0.16676
2008,46-65 y.,Direct migration background,Seldom,0.31278,236,704,0.27851,0.34705
2008,46-65 y.,Direct migration background,Sometimes,0.35068,231,704,0.31541,0.38596
2008,46-65 y.,Direct migration background,Often,0.13040,82,704,0.10550,0.15529
2008,46-65 y.,Direct migration background,Very often,0.05409,35,704,0.03736,0.07081
2008,66 and older,No migration background,Very seldom,0.20476,869,3899,0.19209,0.21742
2008,66 and older,No migration background,Seldom,0.31453,1280,3899,0.29995,0.32910
2008,66 and older,No migration background,Sometimes,0.32360,1209,3899,0.30891,0.33828
2008,66 and older,No migration background,Often,0.11486,414,3899,0.10485,0.12487
2008,66 and older,No migration background,Very often,0.03299,127,3899,0.02738,0.03859
2008,66 and older,Direct migration background,Very seldom,0.14120,61,344,0.10435,0.17805
2008,66 and older,Direct migration background,Seldom,0.28483,109,344,0.23707,0.33260
2008,66 and older,Direct migration background,Sometimes,0.34259,114,344,0.29237,0.39282
2008,66 and older,Direct migration background,Often,0.14834,60,344,0.11072,0.18595
2009,17-29 y.,No migration background,Very seldom,0.16055,438,2288,0.14551,0.17560
2009,17-29 y.,No migration background,Seldom,0.33538,828,2288,0.31603,0.35473
2009,17-29 y.,No migration background,Sometimes,0.30314,710,2288,0.28430,0.32198
2009,17-29 y.,No migration background,Often,0.10767,251,2288,0.09496,0.12037
2009,17-29 y.,No migration background,Very often,0.02639,61,2288,0.01982,0.03296
2009,17-29 y.,Direct migration background,Very seldom,0.22641,43,151,0.15943,0.29338
2009,17-29 y.,Direct migration background,Seldom,0.30762,52,151,0.23376,0.38147
2009,17-29 y.,Direct migration background,Sometimes,0.27992,56,151,0.20807,0.35177
2009,17-29 y.,Indirect migration background,Very seldom,0.16720,80,374,0.12933,0.20507
2009,17-29 y.,Indirect migration background,Seldom,0.32820,140,374,0.28055,0.37586
2009,17-29 y.,Indirect migration background,Sometimes,0.28846,119,374,0.24248,0.33444
2009,17-29 y.,Indirect migration background,Often,0.10600,35,374,0.07476,0.13724
2009,30-45 y.,No migration background,Very seldom,0.20445,821,3863,0.19173,0.21717
2009,30-45 y.,No migration background,Seldom,0.35924,1409,3863,0.34411,0.37437
2009,30-45 y.,No migration background,Sometimes,0.29989,1149,3863,0.28544,0.31435
2009,30-45 y.,No migration background,Often,0.10306,383,3863,0.09347,0.11265
2009,30-45 y.,No migration background,Very often,0.02895,101,3863,0.02366,0.03424
2009,30-45 y.,Direct migration background,Very seldom,0.19789,106,510,0.16328,0.23250
2009,30-45 y.,Direct migration background,Seldom,0.26315,160,510,0.22490,0.30141
2009,30-45 y.,Direct migration background,Sometimes,0.34308,171,510,0.30184,0.38433
2009,30-45 y.,Direct migration background,Often,0.14270,73,510,0.11232,0.17309
2009,30-45 y.,Indirect migration background,Very seldom,0.20820,52,255,0.15827,0.25814
2009,30-45 y.,Indirect migration background,Seldom,0.24216,72,255,0.18948,0.29485
2009,30-45 y.,Indirect migration background,Sometimes,0.33323,97,255,0.27526,0.39120
2009,30-45 y.,Indirect migration background,Often,0.15808,34,255,0.11321,0.20294
2009,46-65 y.,No migration background,Very seldom,0.21245,1226,5636,0.20177,0.22313
2009,46-65 y.,No migration background,Seldom,0.32818,1967,5636,0.31592,0.34044
2009,46-65 y.,No migration background,Sometimes,0.30833,1726,5636,0.29627,0.32039
2009,46-65 y.,No migration background,Often,0.10516,542,5636,0.09715,0.11317
2009,46-65 y.,No migration background,Very often,0.03887,175,5636,0.03382,0.04391
2009,46-65 y.,Direct migration background,Very seldom,0.13071,93,617,0.10409,0.15733
2009,46-65 y.,Direct migration background,Seldom,0.31475,191,617,0.27807,0.35142
2009,46-65 y.,Direct migration background,Sometimes,0.36652,226,617,0.32846,0.40457
2009,46-65 y.,Direct migration background,Often,0.12957,71,617,0.10305,0.15609
2009,46-65 y.,Direct migration background,Very often,0.05446,36,617,0.03654,0.07238
2009,66 and older,No migration background,Very seldom,0.22028,881,3777,0.20706,0.23349
2009,66 and older,No migration background,Seldom,0.33180,1337,3777,0.31678,0.34682
2009,66 and older,No migration background,Sometimes,0.30300,1105,3777,0.28834,0.31766
2009,66 and older,No migration background,Often,0.09365,335,3777,0.08436,0.10294
2009,66 and older,No migration background,Very often,0.03273,119,3777,0.02705,0.03840
2009,66 and older,Direct migration background,Very seldom,0.15360,50,311,0.11346,0.19374
2009,66 and older,Direct migration background,Seldom,0.26436,95,311,0.21527,0.31345
2009,66 and older,Direct migration background,Sometimes,0.35367,119,311,0.30045,0.40689
2009,66 and older,Direct migration background,Often,0.13502,47,311,0.09697,0.17306
2010,17-29 y.,No migration background,Very seldom,0.17596,466,2041,0.15944,0.19249
2010,17-29 y.,No migration background,Seldom,0.29542,714,2041,0.27562,0.31522
2010,17-29 y.,No migration background,Sometimes,0.25746,589,2041,0.23848,0.27643
2010,17-29 y.,No migration background,Often,0.08944,206,2041,0.07706,0.10182
2010,17-29 y.,No migration background,Very often,0.02691,66,2041,0.01988,0.03393
2010,17-29 y.,Direct migration background,Very seldom,0.17662,33,88,0.09648,0.25675
2010,17-29 y.,Direct migration background,Seldom,0.24476,55,88,0.15442,0.33511
2010,17-29 y.,Indirect migration background,Very seldom,0.19005,80,316,0.14673,0.23338
2010,17-29 y.,Indirect migration background,Seldom,0.25824,104,316,0.20990,0.30657
2010,17-29 y.,Indirect migration background,Sometimes,0.23363,96,316,0.18690,0.28036
2010,17-29 y.,Indirect migration background,Often,0.08739,36,316,0.05621,0.11858
2010,30-45 y.,No migration background,Very seldom,0.18674,793,3384,0.17361,0.19988
2010,30-45 y.,No migration background,Seldom,0.26980,1210,3384,0.25484,0.28476
2010,30-45 y.,No migration background,Sometimes,0.22841,971,3384,0.21426,0.24255
2010,30-45 y.,No migration background,Often,0.08222,338,3384,0.07297,0.09148
2010,30-45 y.,No migration background,Very often,0.01948,72,3384,0.01482,0.02413
2010,30-45 y.,Direct migration background,Very seldom,0.12902,99,445,0.09784,0.16021
2010,30-45 y.,Direct migration background,Seldom,0.24233,165,445,0.20247,0.28218
2010,30-45 y.,Direct migration background,Sometimes,0.18994,132,445,0.15345,0.22643
2010,30-45 y.,Direct migration background,Often,0.05435,49,445,0.03327,0.07544
2010,30-45 y.,Indirect migration background,Very seldom,0.15914,60,222,0.11091,0.20737
2010,30-45 y.,Indirect migration background,Seldom,0.23370,83,222,0.17791,0.28950
2010,30-45 y.,Indirect migration background,Sometimes,0.22930,79,222,0.17388,0.28473
2010,46-65 y.,No migration background,Very seldom,0.19078,1115,5377,0.18027,0.20128
2010,46-65 y.,No migration background,Seldom,0.34139,1986,5377,0.32872,0.35407
2010,46-65 y.,No migration background,Sometimes,0.29669,1617,5377,0.28448,0.30890
2010,46-65 y.,No migration background,Often,0.10399,528,5377,0.09583,0.11215
2010,46-65 y.,No migration background,Very often,0.02831,131,5377,0.02388,0.03274
2010,46-65 y.,Direct migration background,Very seldom,0.16586,99,537,0.13437,0.19735
2010,46-65 y.,Direct migration background,Seldom,0.27775,170,537,0.23983,0.31566
2010,46-65 y.,Direct migration background,Sometimes,0.31380,182,537,0.27452,0.35309
2010,46-65 y.,Direct migration background,Often,0.15406,86,537,0.12350,0.18462
2010,66 and older,No migration background,Very seldom,0.18236,728,3667,0.16986,0.19486
2010,66 and older,No migration background,Seldom,0.32626,1232,3667,0.31108,0.34144
2010,66 and older,No migration background,Sometimes,0.33760,1223,3667,0.32229,0.35290
2010,66 and older,No migration background,Often,0.11118,373,3667,0.10101,0.12136
2010,66 and older,No migration background,Very often,0.03165,111,3667,0.02598,0.03731
2010,66 and older,Direct migration background,Very seldom,0.15852,62,297,0.11691,0.20012
2010,66 and older,Direct migration background,Seldom,0.24717,75,297,0.19803,0.29631
2010,66 and older,Direct migration background,Sometimes,0.33356,114,297,0.27984,0.38727
2010,66 and older,Direct migration background,Often,0.17719,46,297,0.13369,0.22069
2011,17-29 y.,No migration background,Very seldom,0.15337,467,2384,0.13890,0.16783
2011,17-29 y.,No migration background,Seldom,0.30717,858,2384,0.28865,0.32570
2011,17-29 y.,No migration background,Sometimes,0.25110,719,2384,0.23369,0.26851
2011,17-29 y.,No migration background,Often,0.10706,257,2384,0.09465,0.11948
2011,17-29 y.,No migration background,Very often,0.02795,83,2384,0.02134,0.03457
2011,17-29 y.,Direct migration background,Very seldom,0.21014,58,188,0.15175,0.26854
2011,17-29 y.,Direct migration background,Seldom,0.26015,75,188,0.19727,0.32303
2011,17-29 y.,Direct migration background,Sometimes,0.20090,55,188,0.14347,0.25833
2011,17-29 y.,Indirect migration background,Very seldom,0.15227,62,368,0.11551,0.18903
2011,17-29 y.,Indirect migration background,Seldom,0.27194,141,368,0.22641,0.31746
2011,17-29 y.,Indirect migration background,Sometimes,0.27016,120,368,0.22473,0.31559
2011,17-29 y.,Indirect migration background,Often,0.10093,45,368,0.07011,0.13175
2011,30-45 y.,No migration background,Very seldom,0.15398,741,3940,0.14271,0.16525
2011,30-45 y.,No migration background,Seldom,0.28253,1398,3940,0.26847,0.29659
2011,30-45 y.,No migration background,Sometimes,0.26429,1271,3940,0.25052,0.27806
2011,30-45 y.,No migration background,Often,0.08103,421,3940,0.07251,0.08955
2011,30-45 y.,No migration background,Very often,0.02192,109,3940,0.01734,0.02649
2011,30-45 y.,Direct migration background,Very seldom,0.17050,134,564,0.13944,0.20157
2011,30-45 y.,Direct migration background,Seldom,0.25632,197,564,0.22025,0.29238
2011,30-45 y.,Direct migration background,Sometimes,0.18253,179,564,0.15062,0.21444
2011,30-45 y.,Direct migration background,Often,0.05848,54,564,0.03910,0.07786
2011,30-45 y.,Indirect migration background,Very seldom,0.19166,72,298,0.14689,0.23642
2011,30-45 y.,Indirect migration background,Seldom,0.21661,93,298,0.16976,0.26346
2011,30-45 y.,Indirect migration background,Sometimes,0.24668,93,298,0.19766,0.29571
2011,30-45 y.,Indirect migration background,Often,0.11984,40,298,0.08290,0.15678
2011,46-65 y.,No migration background,Very seldom,0.19889,1443,6863,0.18945,0.20834
2011,46-65 y.,No migration background,Seldom,0.30543,2303,6863,0.29453,0.31633
2011,46-65 y.,No migration background,Sometimes,0.31086,2245,6863,0.29991,0.32181
2011,46-65 y.,No migration background,Often,0.10699,688,6863,0.09968,0.11431
2011,46-65 y.,No migration background,Very often,0.03104,184,6863,0.02694,0.03514
2011,46-65 y.,Direct migration background,Very seldom,0.19923,154,768,0.17096,0.22750
2011,46-65 y.,Direct migration background,Seldom,0.24506,229,768,0.21462,0.27550
2011,46-65 y.,Direct migration background,Sometimes,0.35593,292,768,0.32204,0.38981
2011,46-65 y.,Direct migration background,Often,0.13028,93,768,0.10646,0.15410
2011,46-65 y.,Indirect migration background,Sometimes,0.45083,39,39,0.29262,0.60904
2011,66 and older,No migration background,Very seldom,0.20820,1098,4661,0.19654,0.21986
2011,66 and older,No migration background,Seldom,0.31146,1509,4661,0.29817,0.32476
2011,66 and older,No migration background,Sometimes,0.33752,1498,4661,0.32395,0.35110
2011,66 and older,No migration background,Often,0.10308,446,4661,0.09435,0.11181
2011,66 and older,No migration background,Very often,0.02707,110,4661,0.02241,0.03173
2011,66 and older,Direct migration background,Very seldom,0.15690,78,397,0.12107,0.19272
2011,66 and older,Direct migration background,Seldom,0.29313,123,397,0.24830,0.33797
2011,66 and older,Direct migration background,Sometimes,0.34516,142,397,0.29833,0.39198
2011,66 and older,Direct migration background,Often,0.14957,54,397,0.11444,0.18469
2012,17-29 y.,No migration background,Very seldom,0.19074,533,2298,0.17467,0.20681
2012,17-29 y.,No migration background,Seldom,0.33244,861,2298,0.31318,0.35171
2012,17-29 y.,No migration background,Sometimes,0.22942,666,2298,0.21223,0.24662
2012,17-29 y.,No migration background,Often,0.07938,191,2298,0.06832,0.09044
2012,17-29 y.,No migration background,Very often,0.01645,47,2298,0.01125,0.02165
2012,17-29 y.,Direct migration background,Very seldom,0.23317,56,204,0.17500,0.29134
2012,17-29 y.,Direct migration background,Seldom,0.28719,84,204,0.22495,0.34943
2012,17-29 y.,Direct migration background,Sometimes,0.24577,64,204,0.18655,0.30500
2012,17-29 y.,Indirect migration background,Very seldom,0.23924,96,354,0.19474,0.28375
2012,17-29 y.,Indirect migration background,Seldom,0.30350,125,354,0.25554,0.35147
2012,17-29 y.,Indirect migration background,Sometimes,0.19365,99,354,0.15243,0.23487
2012,17-29 y.,Indirect migration background,Often,0.05870,34,354,0.03418,0.08322
2012,30-45 y.,No migration background,Very seldom,0.20003,876,3686,0.18711,0.21294
2012,30-45 y.,No migration background,Seldom,0.29111,1359,3686,0.27644,0.30577
2012,30-45 y.,No migration background,Sometimes,0.22219,1025,3686,0.20876,0.23561
2012,30-45 y.,No migration background,Often,0.07981,342,3686,0.07106,0.08856
2012,30-45 y.,No migration background,Very often,0.01969,84,3686,0.01520,0.02417
2012,30-45 y.,Direct migration background,Very seldom,0.14980,115,570,0.12047,0.17912
2012,30-45 y.,Direct migration background,Seldom,0.24552,185,570,0.21016,0.28088
2012,30-45 y.,Direct migration background,Sometimes,0.23188,201,570,0.19720,0.26656
2012,30-45 y.,Direct migration background,Often,0.07791,69,570,0.05589,0.09993
2012,30-45 y.,Indirect migration background,Very seldom,0.18262,68,270,0.13645,0.22879
2012,30-45 y.,Indirect migration background,Seldom,0.31755,115,270,0.26192,0.37318
2012,30-45 y.,Indirect migration background,Sometimes,0.20714,87,270,0.15871,0.25557
2012,46-65 y.,No migration background,Very seldom,0.20536,1552,6956,0.19586,0.21485
2012,46-65 y.,No migration background,Seldom,0.33627,2543,6956,0.32517,0.34737
2012,46-65 y.,No migration background,Sometimes,0.28269,2041,6956,0.27210,0.29327
2012,46-65 y.,No migration background,Often,0.10115,649,6956,0.09407,0.10824
2012,46-65 y.,No migration background,Very often,0.02553,171,6956,0.02183,0.02924
2012,46-65 y.,Direct migration background,Very seldom,0.17526,139,728,0.14763,0.20290
2012,46-65 y.,Direct migration background,Seldom,0.24395,233,728,0.21273,0.27517
2012,46-65 y.,Direct migration background,Sometimes,0.36793,269,728,0.33287,0.40298
2012,46-65 y.,Direct migration background,Often,0.11548,87,728,0.09225,0.13871
2012,46-65 y.,Indirect migration background,Seldom,0.30700,36,67,0.19572,0.41829
2012,46-65 y.,Indirect migration background,Sometimes,0.25633,31,67,0.15099,0.36166
2012,66 and older,No migration background,Very seldom,0.21438,1139,4737,0.20269,0.22607
2012,66 and older,No migration background,Seldom,0.33231,1635,4737,0.31889,0.34572
2012,66 and older,No migration background,Sometimes,0.32657,1440,4737,0.31322,0.33993
2012,66 and older,No migration background,Often,0.09249,408,4737,0.08424,0.10074
2012,66 and older,No migration background,Very often,0.02744,115,4737,0.02279,0.03210
2012,66 and older,Direct migration background,Very seldom,0.19571,84,394,0.15648,0.23493
2012,66 and older,Direct migration background,Seldom,0.31203,134,394,0.26622,0.35784
2012,66 and older,Direct migration background,Sometimes,0.28298,120,394,0.23845,0.32752
2012,66 and older,Direct migration background,Often,0.14389,56,394,0.10919,0.17859
2013,17-29 y.,No migration background,Very seldom,0.21454,642,2849,0.19947,0.22962
2013,17-29 y.,No migration background,Seldom,0.34266,1085,2849,0.32523,0.36009
2013,17-29 y.,No migration background,Sometimes,0.24547,787,2849,0.22966,0.26127
2013,17-29 y.,No migration background,Often,0.08159,260,2849,0.07154,0.09165
2013,17-29 y.,No migration background,Very often,0.02457,75,2849,0.01888,0.03025
2013,17-29 y.,Direct migration background,Very seldom,0.05521,54,262,0.02750,0.08292
2013,17-29 y.,Direct migration background,Seldom,0.15679,124,262,0.11267,0.20090
2013,17-29 y.,Direct migration background,Sometimes,0.13914,84,262,0.09715,0.18113
2013,17-29 y.,Indirect migration background,Very seldom,0.12409,111,469,0.09422,0.15396
2013,17-29 y.,Indirect migration background,Seldom,0.14741,171,469,0.11529,0.17953
2013,17-29 y.,Indirect migration background,Sometimes,0.14304,134,469,0.11132,0.17476
2013,17-29 y.,Indirect migration background,Often,0.03154,53,469,0.01571,0.04737
2013,30-45 y.,No migration background,Very seldom,0.25496,1463,6292,0.24419,0.26573
2013,30-45 y.,No migration background,Seldom,0.34941,2352,6292,0.33763,0.36119
2013,30-45 y.,No migration background,Sometimes,0.27071,1749,6292,0.25973,0.28169
2013,30-45 y.,No migration background,Often,0.08479,558,6292,0.07791,0.09168
2013,30-45 y.,No migration background,Very often,0.02451,170,6292,0.02069,0.02833
2013,30-45 y.,Direct migration background,Very seldom,0.09233,237,1225,0.07611,0.10855
2013,30-45 y.,Direct migration background,Seldom,0.13803,422,1225,0.11871,0.15736
2013,30-45 y.,Direct migration background,Sometimes,0.14330,391,1225,0.12367,0.16293
2013,30-45 y.,Direct migration background,Often,0.04196,140,1225,0.03072,0.05319
2013,30-45 y.,Direct migration background,Very often,0.00957,35,1225,0.00411,0.01502
2013,30-45 y.,Indirect migration background,Very seldom,0.14605,110,496,0.11494,0.17716
2013,30-45 y.,Indirect migration background,Seldom,0.21831,163,496,0.18192,0.25470
2013,30-45 y.,Indirect migration background,Sometimes,0.20973,168,496,0.17386,0.24559
2013,30-45 y.,Indirect migration background,Often,0.04219,55,496,0.02448,0.05989
2013,46-65 y.,No migration background,Very seldom,0.20763,1705,7990,0.19873,0.21652
2013,46-65 y.,No migration background,Seldom,0.35336,2954,7990,0.34287,0.36384
2013,46-65 y.,No migration background,Sometimes,0.30259,2343,7990,0.29252,0.31266
2013,46-65 y.,No migration background,Often,0.10401,775,7990,0.09732,0.11071
2013,46-65 y.,No migration background,Very often,0.02619,213,7990,0.02268,0.02969
2013,46-65 y.,Direct migration background,Very seldom,0.10139,143,877,0.08140,0.12138
2013,46-65 y.,Direct migration background,Seldom,0.19443,292,877,0.16822,0.22064
2013,46-65 y.,Direct migration background,Sometimes,0.24076,300,877,0.21245,0.26908
2013,46-65 y.,Direct migration background,Often,0.09279,104,877,0.07358,0.11201
2013,46-65 y.,Direct migration background,Very often,0.03623,38,877,0.02385,0.04860
2013,46-65 y.,Indirect migration background,Seldom,0.37577,51,91,0.27571,0.47583
2013,46-65 y.,Indirect migration background,Sometimes,0.25312,40,91,0.16329,0.34295
2013,66 and older,No migration background,Very seldom,0.21280,1066,4551,0.20091,0.22469
2013,66 and older,No migration background,Seldom,0.33747,1599,4551,0.32373,0.35121
2013,66 and older,No migration background,Sometimes,0.31447,1382,4551,0.30098,0.32796
2013,66 and older,No migration background,Often,0.10293,402,4551,0.09410,0.11176
2013,66 and older,No migration background,Very often,0.02584,102,4551,0.02123,0.03045
2013,66 and older,Direct migration background,Very seldom,0.13855,61,362,0.10291,0.17419
2013,66 and older,Direct migration background,Seldom,0.23490,103,362,0.19117,0.27863
2013,66 and older,Direct migration background,Sometimes,0.33818,141,362,0.28938,0.38699
2013,66 and older,Direct migration background,Often,0.17349,57,362,0.13443,0.21255
2014,17-29 y.,No migration background,Very seldom,0.23041,617,2664,0.21442,0.24641
2014,17-29 y.,No migration background,Seldom,0.35029,973,2664,0.33217,0.36841
2014,17-29 y.,No migration background,Sometimes,0.24826,755,2664,0.23185,0.26467
2014,17-29 y.,No migration background,Often,0.08214,252,2664,0.07171,0.09257
2014,17-29 y.,No migration background,Very often,0.01783,67,2664,0.01281,0.02286
2014,17-29 y.,Direct migration background,Very seldom,0.19111,167,764,0.16321,0.21901
2014,17-29 y.,Direct migration background,Seldom,0.44273,309,764,0.40749,0.47798
2014,17-29 y.,Direct migration background,Sometimes,0.25281,229,764,0.22197,0.28365
2014,17-29 y.,Direct migration background,Often,0.05609,59,764,0.03976,0.07242
2014,17-29 y.,Indirect migration background,Very seldom,0.21137,187,809,0.18322,0.23953
2014,17-29 y.,Indirect migration background,Seldom,0.31508,298,809,0.28305,0.34711
2014,17-29 y.,Indirect migration background,Sometimes,0.29494,249,809,0.26349,0.32638
2014,17-29 y.,Indirect migration background,Often,0.06581,75,809,0.04872,0.08291
2014,30-45 y.,No migration background,Very seldom,0.24721,1313,5423,0.23573,0.25869
2014,30-45 y.,No migration background,Seldom,0.36948,2065,5423,0.35663,0.38233
2014,30-45 y.,No migration background,Sometimes,0.26830,1432,5423,0.25651,0.28010
2014,30-45 y.,No migration background,Often,0.09565,474,5423,0.08783,0.10348
2014,30-45 y.,No migration background,Very often,0.01864,139,5423,0.01504,0.02224
2014,30-45 y.,Direct migration background,Very seldom,0.24725,540,2383,0.22992,0.26457
2014,30-45 y.,Direct migration background,Seldom,0.30849,784,2383,0.28994,0.32704
2014,30-45 y.,Direct migration background,Sometimes,0.30583,745,2383,0.28733,0.32434
2014,30-45 y.,Direct migration background,Often,0.10266,235,2383,0.09047,0.11485
2014,30-45 y.,Direct migration background,Very often,0.03434,79,2383,0.02702,0.04165
2014,30-45 y.,Indirect migration background,Very seldom,0.23548,149,674,0.20342,0.26753
2014,30-45 y.,Indirect migration background,Seldom,0.36990,244,674,0.33343,0.40638
2014,30-45 y.,Indirect migration background,Sometimes,0.22916,196,674,0.19741,0.26092
2014,30-45 y.,Indirect migration background,Often,0.12859,85,674,0.10330,0.15388
2014,46-65 y.,No migration background,Very seldom,0.23213,1728,7522,0.22259,0.24167
2014,46-65 y.,No migration background,Seldom,0.34661,2697,7522,0.33585,0.35736
2014,46-65 y.,No migration background,Sometimes,0.29263,2162,7522,0.28235,0.30291
2014,46-65 y.,No migration background,Often,0.09830,734,7522,0.09158,0.10503
2014,46-65 y.,No migration background,Very often,0.02767,201,7522,0.02396,0.03137
2014,46-65 y.,Direct migration background,Very seldom,0.19385,354,1590,0.17441,0.21329
2014,46-65 y.,Direct migration background,Seldom,0.28234,472,1590,0.26021,0.30448
2014,46-65 y.,Direct migration background,Sometimes,0.34833,526,1590,0.32490,0.37175
