year,sex,plh0187,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,male,Very seldom,0.20886,2753,9629,0.20074,0.21698
2012,male,Seldom,0.29358,3736,9629,0.28448,0.30268
2012,male,Sometimes,0.19819,2386,9629,0.19023,0.20615
2012,male,Often,0.05647,623,9629,0.05186,0.06108
2012,male,Very often,0.01127,131,9629,0.00916,0.01337
2012,female,Very seldom,0.13472,1922,10802,0.12828,0.14116
2012,female,Seldom,0.24357,3575,10802,0.23547,0.25166
2012,female,Sometimes,0.26263,3659,10802,0.25433,0.27092
2012,female,Often,0.09760,1272,10802,0.09200,0.10319
2012,female,Very often,0.02861,374,10802,0.02546,0.03175
2013,male,Very seldom,0.21285,3326,11579,0.20540,0.22031
2013,male,Seldom,0.28589,4559,11579,0.27766,0.29412
2013,male,Sometimes,0.19209,2814,11579,0.18491,0.19926
2013,male,Often,0.05469,732,11579,0.05055,0.05883
2013,male,Very often,0.01147,148,11579,0.00953,0.01341
2013,female,Very seldom,0.12754,2296,14032,0.12202,0.13306
2013,female,Seldom,0.25155,4758,14032,0.24437,0.25873
2013,female,Sometimes,0.27151,4707,14032,0.26415,0.27887
2013,female,Often,0.09880,1719,14032,0.09386,0.10373
2013,female,Very often,0.03033,552,14032,0.02749,0.03317
2014,male,Very seldom,0.24558,3743,12394,0.23801,0.25316
2014,male,Seldom,0.31302,4711,12394,0.30486,0.32119
2014,male,Sometimes,0.21000,2982,12394,0.20283,0.21717
2014,male,Often,0.05379,780,12394,0.04982,0.05776
2014,male,Very often,0.01159,178,12394,0.00971,0.01347
2014,female,Very seldom,0.14349,2492,14609,0.13780,0.14917
2014,female,Seldom,0.27372,4865,14609,0.26649,0.28095
2014,female,Sometimes,0.28347,4859,14609,0.27616,0.29078
2014,female,Often,0.10857,1774,14609,0.10353,0.11362
2014,female,Very often,0.03597,619,14609,0.03295,0.03899
2015,male,Very seldom,0.22477,3320,11428,0.21712,0.23243
2015,male,Seldom,0.31580,4523,11428,0.30728,0.32433
2015,male,Sometimes,0.20301,2713,11428,0.19563,0.21038
2015,male,Often,0.05870,701,11428,0.05439,0.06301
2015,male,Very often,0.01203,171,11428,0.01003,0.01403
2015,female,Very seldom,0.14034,2374,13540,0.13449,0.14619
2015,female,Seldom,0.26934,4507,13540,0.26187,0.27682
2015,female,Sometimes,0.28457,4529,13540,0.27697,0.29217
2015,female,Often,0.09977,1610,13540,0.09472,0.10482
2015,female,Very often,0.03488,520,13540,0.03179,0.03797
2016,male,Very seldom,0.23773,3290,11026,0.22979,0.24568
2016,male,Seldom,0.31392,4241,11026,0.30526,0.32258
2016,male,Sometimes,0.20203,2673,11026,0.19454,0.20953
2016,male,Often,0.05595,673,11026,0.05166,0.06024
2016,male,Very often,0.01317,149,11026,0.01104,0.01530
2016,female,Very seldom,0.14608,2311,13075,0.14003,0.15214
2016,female,Seldom,0.27107,4406,13075,0.26345,0.27869
2016,female,Sometimes,0.28767,4399,13075,0.27991,0.29543
2016,female,Often,0.10322,1455,13075,0.09800,0.10843
2016,female,Very often,0.03325,504,13075,0.03017,0.03632
2017,male,Very seldom,0.23198,3638,12183,0.22449,0.23948
2017,male,Seldom,0.33055,4835,12183,0.32220,0.33891
2017,male,Sometimes,0.19489,2844,12183,0.18786,0.20193
2017,male,Often,0.05075,684,12183,0.04685,0.05465
2017,male,Very often,0.01209,182,12183,0.01015,0.01403
2017,female,Very seldom,0.14055,2513,14194,0.13483,0.14626
2017,female,Seldom,0.28260,4858,14194,0.27519,0.29000
2017,female,Sometimes,0.27458,4672,14194,0.26723,0.28192
2017,female,Often,0.10834,1640,14194,0.10323,0.11345
2017,female,Very often,0.03176,511,14194,0.02887,0.03464
2018,male,Very seldom,0.23628,3608,11748,0.22859,0.24396
2018,male,Seldom,0.32667,4568,11748,0.31819,0.33515
2018,male,Sometimes,0.19652,2708,11748,0.18933,0.20370
2018,male,Often,0.05266,700,11748,0.04862,0.05670
2018,male,Very often,0.01138,164,11748,0.00947,0.01330
2018,female,Very seldom,0.14658,2510,13786,0.14068,0.15248
2018,female,Seldom,0.28419,4809,13786,0.27666,0.29172
2018,female,Sometimes,0.27733,4398,13786,0.26985,0.28480
2018,female,Often,0.10007,1573,13786,0.09506,0.10508
2018,female,Very often,0.03535,496,13786,0.03226,0.03843
2019,male,Very seldom,0.24061,3824,12261,0.23304,0.24818
2019,male,Seldom,0.31901,4720,12261,0.31076,0.32726
2019,male,Sometimes,0.19768,2886,12261,0.19063,0.20473
2019,male,Often,0.05162,681,12261,0.04770,0.05553
2019,male,Very often,0.01207,150,12261,0.01014,0.01400
2019,female,Very seldom,0.14721,2545,13419,0.14121,0.15320
2019,female,Seldom,0.27696,4616,13419,0.26938,0.28453
2019,female,Sometimes,0.28018,4300,13419,0.27258,0.28777
2019,female,Often,0.10422,1527,13419,0.09905,0.10939
2019,female,Very often,0.02950,431,13419,0.02664,0.03236
2020,male,Very seldom,0.22246,3587,12244,0.21509,0.22982
2020,male,Seldom,0.32874,4742,12244,0.32042,0.33706
2020,male,Sometimes,0.19876,2965,12244,0.19169,0.20583
2020,male,Often,0.05559,777,12244,0.05153,0.05965
2020,male,Very often,0.01258,173,12244,0.01060,0.01455
2020,female,Very seldom,0.13722,2330,13365,0.13139,0.14305
2020,female,Seldom,0.27453,4575,13365,0.26696,0.28210
2020,female,Sometimes,0.27711,4321,13365,0.26952,0.28470
2020,female,Often,0.11147,1667,13365,0.10614,0.11681
2020,female,Very often,0.03436,472,13365,0.03128,0.03745
2021,male,Very seldom,0.22869,2427,8075,0.21953,0.23785
2021,male,Seldom,0.33882,3345,8075,0.32850,0.34914
2021,male,Sometimes,0.17623,1691,8075,0.16792,0.18454
2021,male,Often,0.05910,505,8075,0.05396,0.06425
2021,male,Very often,0.00965,107,8075,0.00752,0.01178
2021,female,Very seldom,0.14104,1657,9102,0.13388,0.14819
2021,female,Seldom,0.30481,3300,9102,0.29536,0.31427
2021,female,Sometimes,0.24788,2727,9102,0.23901,0.25675
2021,female,Often,0.11143,1129,9102,0.10497,0.11790
2021,female,Very often,0.02655,289,9102,0.02325,0.02986
