year,migback,plh0187,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,No migration background,Very seldom,0.18297,3926,17560,0.17725,0.18869
2007,No migration background,Seldom,0.27406,5931,17560,0.26747,0.28066
2007,No migration background,Sometimes,0.27205,5426,17560,0.26546,0.27863
2007,No migration background,Often,0.08981,1725,17560,0.08558,0.09404
2007,No migration background,Very often,0.03048,552,17560,0.02794,0.03302
2007,Direct migration background,Very seldom,0.18072,435,2110,0.16430,0.19714
2007,Direct migration background,Seldom,0.27987,644,2110,0.26071,0.29903
2007,Direct migration background,Sometimes,0.32054,676,2110,0.30062,0.34046
2007,Direct migration background,Often,0.13501,264,2110,0.12042,0.14959
2007,Direct migration background,Very often,0.04156,91,2110,0.03304,0.05008
2007,Indirect migration background,Very seldom,0.08231,167,773,0.06292,0.10170
2007,Indirect migration background,Seldom,0.13153,231,773,0.10769,0.15538
2007,Indirect migration background,Sometimes,0.15558,235,773,0.13001,0.18115
2007,Indirect migration background,Often,0.07456,104,773,0.05603,0.09309
2007,Indirect migration background,Very often,0.02124,36,773,0.01107,0.03141
2008,No migration background,Very seldom,0.18208,3682,16596,0.17621,0.18795
2008,No migration background,Seldom,0.28859,5826,16596,0.28170,0.29549
2008,No migration background,Sometimes,0.26015,4995,16596,0.25347,0.26682
2008,No migration background,Often,0.09397,1623,16596,0.08953,0.09841
2008,No migration background,Very often,0.02641,470,16596,0.02397,0.02885
2008,Direct migration background,Very seldom,0.17463,355,1895,0.15753,0.19173
2008,Direct migration background,Seldom,0.29454,616,1895,0.27401,0.31507
2008,Direct migration background,Sometimes,0.32862,598,1895,0.30747,0.34978
2008,Direct migration background,Often,0.12514,242,1895,0.11024,0.14004
2008,Direct migration background,Very often,0.04648,84,1895,0.03700,0.05596
2008,Indirect migration background,Very seldom,0.11304,176,763,0.09055,0.13552
2008,Indirect migration background,Seldom,0.13122,226,763,0.10724,0.15519
2008,Indirect migration background,Sometimes,0.15883,245,763,0.13288,0.18478
2008,Indirect migration background,Often,0.06682,85,763,0.04909,0.08455
2008,Indirect migration background,Very often,0.02179,31,763,0.01142,0.03215
2009,No migration background,Very seldom,0.17661,3366,15564,0.17062,0.18260
2009,No migration background,Seldom,0.29273,5541,15564,0.28558,0.29988
2009,No migration background,Sometimes,0.26314,4690,15564,0.25622,0.27005
2009,No migration background,Often,0.08837,1511,15564,0.08391,0.09283
2009,No migration background,Very often,0.02835,456,15564,0.02574,0.03096
2009,Direct migration background,Very seldom,0.16562,292,1650,0.14768,0.18356
2009,Direct migration background,Seldom,0.28386,498,1650,0.26210,0.30562
2009,Direct migration background,Sometimes,0.33954,572,1650,0.31668,0.36240
2009,Direct migration background,Often,0.12499,206,1650,0.10903,0.14096
2009,Direct migration background,Very often,0.05589,82,1650,0.04480,0.06698
2009,Indirect migration background,Very seldom,0.10120,144,681,0.07853,0.12387
2009,Indirect migration background,Seldom,0.16497,224,681,0.13707,0.19286
2009,Indirect migration background,Sometimes,0.17673,237,681,0.14806,0.20540
2009,Indirect migration background,Often,0.06813,76,681,0.04919,0.08707
2010,No migration background,Very seldom,0.16107,3102,14469,0.15508,0.16706
2010,No migration background,Seldom,0.27184,5142,14469,0.26459,0.27909
2010,No migration background,Sometimes,0.24722,4400,14469,0.24019,0.25425
2010,No migration background,Often,0.08539,1445,14469,0.08084,0.08994
2010,No migration background,Very often,0.02330,380,14469,0.02084,0.02576
2010,Direct migration background,Very seldom,0.14971,293,1464,0.13143,0.16799
2010,Direct migration background,Seldom,0.24947,465,1464,0.22730,0.27165
2010,Direct migration background,Sometimes,0.24255,452,1464,0.22059,0.26452
2010,Direct migration background,Often,0.11034,196,1464,0.09429,0.12640
2010,Direct migration background,Very often,0.03818,58,1464,0.02836,0.04800
2010,Indirect migration background,Very seldom,0.08987,156,623,0.06739,0.11234
2010,Indirect migration background,Seldom,0.11868,203,623,0.09326,0.14410
2010,Indirect migration background,Sometimes,0.11663,197,623,0.09140,0.14185
2010,Indirect migration background,Often,0.04955,67,623,0.03250,0.06661
2011,No migration background,Very seldom,0.15856,3749,17848,0.15320,0.16392
2011,No migration background,Seldom,0.26099,6068,17848,0.25454,0.26743
2011,No migration background,Sometimes,0.25697,5733,17848,0.25056,0.26338
2011,No migration background,Often,0.08630,1812,17848,0.08218,0.09042
2011,No migration background,Very often,0.02365,486,17848,0.02142,0.02587
2011,Direct migration background,Very seldom,0.17910,424,2009,0.16233,0.19587
2011,Direct migration background,Seldom,0.25266,624,2009,0.23366,0.27167
2011,Direct migration background,Sometimes,0.27014,668,2009,0.25072,0.28956
2011,Direct migration background,Often,0.09920,223,2009,0.08613,0.11228
2011,Direct migration background,Very often,0.02717,70,2009,0.02006,0.03428
2011,Indirect migration background,Very seldom,0.07988,144,786,0.06092,0.09885
2011,Indirect migration background,Seldom,0.11892,254,786,0.09627,0.14156
2011,Indirect migration background,Sometimes,0.13711,256,786,0.11305,0.16117
2011,Indirect migration background,Often,0.05142,99,786,0.03597,0.06687
2011,Indirect migration background,Very often,0.00912,33,786,0.00247,0.01577
2012,No migration background,Very seldom,0.17692,4100,17677,0.17129,0.18254
2012,No migration background,Seldom,0.28103,6398,17677,0.27440,0.28766
2012,No migration background,Sometimes,0.23567,5172,17677,0.22941,0.24193
2012,No migration background,Often,0.07853,1590,17677,0.07456,0.08249
2012,No migration background,Very often,0.02017,417,17677,0.01810,0.02224
2012,Direct migration background,Very seldom,0.17392,394,1978,0.15721,0.19063
2012,Direct migration background,Seldom,0.25563,636,1978,0.23640,0.27486
2012,Direct migration background,Sometimes,0.28308,654,1978,0.26322,0.30294
2012,Direct migration background,Often,0.09631,228,1978,0.08331,0.10932
2012,Direct migration background,Very often,0.02813,66,1978,0.02084,0.03542
2012,Indirect migration background,Very seldom,0.10463,181,754,0.08277,0.12649
