year,age_gr,quintil_oecd,plh0187,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,17-29 y.,1st Quintile,Very seldom,0.16995,165,842,0.14457,0.19534
2007,17-29 y.,1st Quintile,Seldom,0.28214,257,842,0.25172,0.31256
2007,17-29 y.,1st Quintile,Sometimes,0.30009,279,842,0.26911,0.33106
2007,17-29 y.,1st Quintile,Often,0.12106,108,842,0.09901,0.14310
2007,17-29 y.,1st Quintile,Very often,0.04544,33,842,0.03137,0.05952
2007,17-29 y.,2nd Quintile,Very seldom,0.14223,118,625,0.11482,0.16963
2007,17-29 y.,2nd Quintile,Seldom,0.29451,236,625,0.25875,0.33028
2007,17-29 y.,2nd Quintile,Sometimes,0.29061,197,625,0.25498,0.32623
2007,17-29 y.,2nd Quintile,Often,0.10549,74,625,0.08139,0.12959
2007,17-29 y.,3rd Quintile,Very seldom,0.17735,130,610,0.14701,0.20769
2007,17-29 y.,3rd Quintile,Seldom,0.28868,200,610,0.25269,0.32467
2007,17-29 y.,3rd Quintile,Sometimes,0.29985,200,610,0.26346,0.33624
2007,17-29 y.,3rd Quintile,Often,0.10321,80,610,0.07904,0.12737
2007,17-29 y.,4th Quintile,Very seldom,0.20928,147,641,0.17776,0.24080
2007,17-29 y.,4th Quintile,Seldom,0.31819,239,641,0.28211,0.35428
2007,17-29 y.,4th Quintile,Sometimes,0.28388,195,641,0.24895,0.31882
2007,17-29 y.,4th Quintile,Often,0.08786,60,641,0.06593,0.10979
2007,17-29 y.,5th Quintile,Very seldom,0.20232,134,579,0.16957,0.23508
2007,17-29 y.,5th Quintile,Seldom,0.34784,205,579,0.30902,0.38667
2007,17-29 y.,5th Quintile,Sometimes,0.28592,175,579,0.24908,0.32275
2007,17-29 y.,5th Quintile,Often,0.07899,65,579,0.05700,0.10098
2007,30-45 y.,1st Quintile,Very seldom,0.16008,137,767,0.13411,0.18605
2007,30-45 y.,1st Quintile,Seldom,0.22763,192,767,0.19794,0.25733
2007,30-45 y.,1st Quintile,Sometimes,0.34921,256,767,0.31545,0.38298
2007,30-45 y.,1st Quintile,Often,0.19173,128,767,0.16385,0.21961
2007,30-45 y.,1st Quintile,Very often,0.06861,54,767,0.05071,0.08651
2007,30-45 y.,2nd Quintile,Very seldom,0.20787,229,1030,0.18308,0.23266
2007,30-45 y.,2nd Quintile,Seldom,0.28481,322,1030,0.25724,0.31239
2007,30-45 y.,2nd Quintile,Sometimes,0.33005,321,1030,0.30132,0.35878
2007,30-45 y.,2nd Quintile,Often,0.13364,120,1030,0.11285,0.15443
2007,30-45 y.,2nd Quintile,Very often,0.04087,38,1030,0.02877,0.05297
2007,30-45 y.,3rd Quintile,Very seldom,0.19645,249,1092,0.17287,0.22002
2007,30-45 y.,3rd Quintile,Seldom,0.33564,375,1092,0.30762,0.36366
2007,30-45 y.,3rd Quintile,Sometimes,0.31381,343,1092,0.28627,0.34134
