year,quintil_oecd,plh0187,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,1st Quintile,Very seldom,0.14140,581,3168,0.12926,0.15353
2007,1st Quintile,Seldom,0.21574,889,3168,0.20142,0.23007
2007,1st Quintile,Sometimes,0.27650,1060,3168,0.26093,0.29208
2007,1st Quintile,Often,0.12368,459,3168,0.11222,0.13515
2007,1st Quintile,Very often,0.04627,179,3168,0.03895,0.05359
2007,2nd Quintile,Very seldom,0.15197,726,3541,0.14014,0.16379
2007,2nd Quintile,Seldom,0.24322,1151,3541,0.22909,0.25735
2007,2nd Quintile,Sometimes,0.25836,1117,3541,0.24394,0.27278
2007,2nd Quintile,Often,0.09897,408,3541,0.08914,0.10881
2007,2nd Quintile,Very often,0.03464,139,3541,0.02862,0.04067
2007,3rd Quintile,Very seldom,0.17110,833,3834,0.15918,0.18302
2007,3rd Quintile,Seldom,0.26170,1236,3834,0.24779,0.27562
2007,3rd Quintile,Sometimes,0.27315,1233,3834,0.25905,0.28726
2007,3rd Quintile,Often,0.08721,401,3834,0.07827,0.09614
2007,3rd Quintile,Very often,0.03141,131,3834,0.02589,0.03693
2007,4th Quintile,Very seldom,0.18835,963,4311,0.17668,0.20003
2007,4th Quintile,Seldom,0.28091,1499,4311,0.26749,0.29433
2007,4th Quintile,Sometimes,0.26671,1306,4311,0.25350,0.27991
2007,4th Quintile,Often,0.08793,413,4311,0.07948,0.09639
2007,4th Quintile,Very often,0.02657,130,4311,0.02177,0.03137
2007,5th Quintile,Very seldom,0.22225,1425,5586,0.21135,0.23316
2007,5th Quintile,Seldom,0.31726,2030,5586,0.30505,0.32946
2007,5th Quintile,Sometimes,0.26791,1620,5586,0.25630,0.27953
2007,5th Quintile,Often,0.07035,411,5586,0.06365,0.07706
2007,5th Quintile,Very often,0.01613,100,5586,0.01283,0.01944
2008,1st Quintile,Very seldom,0.13608,537,3001,0.12381,0.14835
2008,1st Quintile,Seldom,0.21616,901,3001,0.20143,0.23089
2008,1st Quintile,Sometimes,0.26552,959,3001,0.24971,0.28132
2008,1st Quintile,Often,0.12946,434,3001,0.11745,0.14147
2008,1st Quintile,Very often,0.04838,170,3001,0.04071,0.05606
2008,2nd Quintile,Very seldom,0.16389,687,3349,0.15135,0.17643
2008,2nd Quintile,Seldom,0.27186,1154,3349,0.25679,0.28693
2008,2nd Quintile,Sometimes,0.25230,1026,3349,0.23759,0.26702
2008,2nd Quintile,Often,0.09004,355,3349,0.08034,0.09973
2008,2nd Quintile,Very often,0.03054,127,3349,0.02471,0.03636
2008,3rd Quintile,Very seldom,0.18111,825,3757,0.16880,0.19343
2008,3rd Quintile,Seldom,0.27462,1260,3757,0.26035,0.28889
2008,3rd Quintile,Sometimes,0.25456,1169,3757,0.24063,0.26849
2008,3rd Quintile,Often,0.09623,407,3757,0.08680,0.10567
2008,3rd Quintile,Very often,0.02092,96,3757,0.01634,0.02550
2008,4th Quintile,Very seldom,0.17868,831,3922,0.16669,0.19067
2008,4th Quintile,Seldom,0.29742,1427,3922,0.28311,0.31173
2008,4th Quintile,Sometimes,0.26859,1194,3922,0.25472,0.28247
2008,4th Quintile,Often,0.08532,364,3922,0.07658,0.09407
2008,4th Quintile,Very often,0.02412,106,3922,0.01932,0.02893
2008,5th Quintile,Very seldom,0.21950,1333,5223,0.20827,0.23073
2008,5th Quintile,Seldom,0.32434,1926,5223,0.31164,0.33703
