"year","alter_gr","bildungsniveau","mean","median","n","lower_confidence","upper_confidence"
"2006","35-65 Jahre alt","(Fach-)Abitur","6.4","6.5","1076","6.27","6.53"
"2006","35-65 Jahre alt","(noch) kein Abschluss","6.58","6.5","138","6.19","6.97"
"2006","35-65 Jahre alt","AkademikerInnen","6.41","6.5","3201","6.33","6.49"
"2006","35-65 Jahre alt","Hauptschulabschluss","6.94","6.5","4271","6.87","7.01"
"2006","35-65 Jahre alt","Realschulabschluss","6.65","6.5","3645","6.58","6.72"
"2006","66 und älter","(Fach-)Abitur","7.95","7.5","188","7.64","8.26"
"2006","66 und älter","(noch) kein Abschluss","8.04","8.5","80","7.58","8.5"
"2006","66 und älter","AkademikerInnen","7.87","7.5","794","7.74","8"
"2006","66 und älter","Hauptschulabschluss","8.04","7.5","2792","7.97","8.11"
"2006","66 und älter","Realschulabschluss","7.85","7.5","525","7.68","8.02"
"2007","16-34 Jahre alt","(Fach-)Abitur","6.74","6.5","1128","6.62","6.86"
"2007","16-34 Jahre alt","(noch) kein Abschluss","7.12","7.5","377","6.92","7.32"
"2007","16-34 Jahre alt","AkademikerInnen","6.66","6.5","552","6.48","6.84"
"2007","16-34 Jahre alt","Hauptschulabschluss","6.66","6.5","846","6.51","6.81"
"2007","16-34 Jahre alt","Realschulabschluss","6.63","6.5","1377","6.51","6.75"
"2007","35-65 Jahre alt","(Fach-)Abitur","6.38","6.5","1027","6.25","6.51"
"2007","35-65 Jahre alt","(noch) kein Abschluss","6.02","5.5","114","5.57","6.47"
"2007","35-65 Jahre alt","AkademikerInnen","6.49","6.5","3016","6.41","6.57"
"2007","35-65 Jahre alt","Hauptschulabschluss","6.83","6.5","3776","6.76","6.9"
"2007","35-65 Jahre alt","Realschulabschluss","6.63","6.5","3460","6.56","6.7"
"2007","66 und älter","(Fach-)Abitur","7.82","7.5","191","7.53","8.11"
"2007","66 und älter","(noch) kein Abschluss","7.91","7.5","64","7.34","8.48"
"2007","66 und älter","AkademikerInnen","7.96","7.5","809","7.83","8.09"
"2007","66 und älter","Hauptschulabschluss","7.96","7.5","2677","7.88","8.04"
"2007","66 und älter","Realschulabschluss","8.08","7.5","547","7.93","8.23"
"2008","16-34 Jahre alt","(Fach-)Abitur","6.88","6.5","998","6.76","7"
"2008","16-34 Jahre alt","(noch) kein Abschluss","7.49","7.5","387","7.32","7.66"
"2008","16-34 Jahre alt","AkademikerInnen","6.7","6.5","527","6.53","6.87"
"2008","16-34 Jahre alt","Hauptschulabschluss","6.94","6.5","724","6.78","7.1"
"2008","16-34 Jahre alt","Realschulabschluss","6.85","6.5","1266","6.73","6.97"
"2008","35-65 Jahre alt","(Fach-)Abitur","6.68","6.5","986","6.54","6.82"
"2008","35-65 Jahre alt","(noch) kein Abschluss","6.2","5.5","100","5.72","6.68"
"2008","35-65 Jahre alt","AkademikerInnen","6.63","6.5","2793","6.55","6.71"
"2008","35-65 Jahre alt","Hauptschulabschluss","6.91","6.5","3454","6.84","6.98"
"2008","35-65 Jahre alt","Realschulabschluss","6.75","6.5","3299","6.68","6.82"
"2008","66 und älter","(Fach-)Abitur","8.08","7.5","181","7.81","8.35"
"2008","66 und älter","(noch) kein Abschluss","8.23","7.5","54","7.66","8.8"
"2008","66 und älter","AkademikerInnen","8.1","7.5","864","7.98","8.22"
"2008","66 und älter","Hauptschulabschluss","8","7.5","2608","7.93","8.07"
"2008","66 und älter","Realschulabschluss","7.94","7.5","547","7.78","8.1"
"2009","16-34 Jahre alt","(Fach-)Abitur","6.78","6.5","917","6.65","6.91"
"2009","16-34 Jahre alt","(noch) kein Abschluss","7.56","7.5","334","7.37","7.75"
"2009","16-34 Jahre alt","AkademikerInnen","6.69","6.5","535","6.51","6.87"
"2009","16-34 Jahre alt","Hauptschulabschluss","6.78","6.5","630","6.61","6.95"
"2009","16-34 Jahre alt","Realschulabschluss","6.73","6.5","1119","6.61","6.85"
"2009","35-65 Jahre alt","(Fach-)Abitur","6.48","6.5","914","6.34","6.62"
"2009","35-65 Jahre alt","(noch) kein Abschluss","6.32","5.5","91","5.78","6.86"
"2009","35-65 Jahre alt","AkademikerInnen","6.59","6.5","2612","6.51","6.67"
"2009","35-65 Jahre alt","Hauptschulabschluss","6.95","6.5","3081","6.87","7.03"
"2009","35-65 Jahre alt","Realschulabschluss","6.72","6.5","3127","6.65","6.79"
"2009","66 und älter","(Fach-)Abitur","7.96","7.5","167","7.68","8.24"
"2009","66 und älter","(noch) kein Abschluss","7.74","8.5","54","7.11","8.37"
"2009","66 und älter","AkademikerInnen","8.02","7.5","878","7.9","8.14"
"2009","66 und älter","Hauptschulabschluss","8.03","7.5","2472","7.96","8.1"
"2009","66 und älter","Realschulabschluss","7.94","7.5","556","7.78","8.1"
"2010","16-34 Jahre alt","(Fach-)Abitur","6.75","6.5","1341","6.63","6.87"
"2010","16-34 Jahre alt","(noch) kein Abschluss","7.78","7.5","550","7.6","7.96"
"2010","16-34 Jahre alt","AkademikerInnen","6.72","6.5","916","6.59","6.85"
"2010","16-34 Jahre alt","Hauptschulabschluss","6.93","6.5","1348","6.8","7.06"
"2010","16-34 Jahre alt","Realschulabschluss","6.9","6.5","1981","6.8","7"
"2010","35-65 Jahre alt","(Fach-)Abitur","6.69","6.5","1545","6.57","6.81"
"2010","35-65 Jahre alt","(noch) kein Abschluss","5.99","6.5","170","5.58","6.4"
"2010","35-65 Jahre alt","AkademikerInnen","6.62","6.5","3553","6.55","6.69"
"2010","35-65 Jahre alt","Hauptschulabschluss","6.79","6.5","3817","6.72","6.86"
"2010","35-65 Jahre alt","Realschulabschluss","6.73","6.5","4218","6.66","6.8"
"2010","66 und älter","(Fach-)Abitur","8.07","7.5","168","7.79","8.35"
"2010","66 und älter","(noch) kein Abschluss","7.89","7.5","50","7.3","8.48"
"2010","66 und älter","AkademikerInnen","7.9","7.5","896","7.78","8.02"
"2010","66 und älter","Hauptschulabschluss","7.95","7.5","2307","7.87","8.03"
"2010","66 und älter","Realschulabschluss","7.92","7.5","574","7.77","8.07"
"2011","16-34 Jahre alt","(Fach-)Abitur","7.08","6.5","939","6.95","7.21"
"2011","16-34 Jahre alt","(noch) kein Abschluss","7.65","7.5","300","7.43","7.87"
"2011","16-34 Jahre alt","AkademikerInnen","6.92","6.5","590","6.76","7.08"
"2011","16-34 Jahre alt","Hauptschulabschluss","6.93","6.5","556","6.74","7.12"
"2011","16-34 Jahre alt","Realschulabschluss","6.73","6.5","1010","6.6","6.86"
"2011","35-65 Jahre alt","(Fach-)Abitur","6.77","6.5","966","6.63","6.91"
"2011","35-65 Jahre alt","(noch) kein Abschluss","6.61","5.5","105","6.15","7.07"
"2011","35-65 Jahre alt","AkademikerInnen","6.67","6.5","2564","6.59","6.75"
"2011","35-65 Jahre alt","Hauptschulabschluss","6.92","6.5","3067","6.84","7"
"2011","35-65 Jahre alt","Realschulabschluss","6.81","6.5","3170","6.74","6.88"
"2011","66 und älter","(Fach-)Abitur","8.14","7.5","195","7.89","8.39"
"2011","66 und älter","(noch) kein Abschluss","7.87","7.5","59","7.37","8.37"
"2011","66 und älter","AkademikerInnen","8.08","7.5","971","7.97","8.19"
"2011","66 und älter","Hauptschulabschluss","8.11","7.5","2503","8.04","8.18"
"2011","66 und älter","Realschulabschluss","7.97","7.5","666","7.83","8.11"
"2012","16-34 Jahre alt","(Fach-)Abitur","7.12","7.5","962","6.99","7.25"
"2012","16-34 Jahre alt","(noch) kein Abschluss","7.48","7.5","299","7.25","7.71"
"2012","16-34 Jahre alt","AkademikerInnen","7.11","6.5","636","6.97","7.25"
"2012","16-34 Jahre alt","Hauptschulabschluss","7.21","6.5","578","7.03","7.39"
"2012","16-34 Jahre alt","Realschulabschluss","6.91","6.5","1015","6.78","7.04"
"2012","35-65 Jahre alt","(Fach-)Abitur","6.71","6.5","1074","6.58","6.84"
"2012","35-65 Jahre alt","(noch) kein Abschluss","6.78","6.5","122","6.35","7.21"
"2012","35-65 Jahre alt","AkademikerInnen","6.79","6.5","2681","6.71","6.87"
"2012","35-65 Jahre alt","Hauptschulabschluss","6.94","6.5","3195","6.86","7.02"
"2012","35-65 Jahre alt","Realschulabschluss","6.85","6.5","3375","6.78","6.92"
"2012","66 und älter","(Fach-)Abitur","8.06","7.5","212","7.8","8.32"
"2012","66 und älter","(noch) kein Abschluss","7.53","7.5","68","6.92","8.14"
"2012","66 und älter","AkademikerInnen","8.08","7.5","1091","7.98","8.18"
"2012","66 und älter","Hauptschulabschluss","8.04","7.5","2694","7.97","8.11"
"2012","66 und älter","Realschulabschluss","8.1","7.5","751","7.97","8.23"
"2013","16-34 Jahre alt","(Fach-)Abitur","7.1","7.5","864","6.96","7.24"
"2013","16-34 Jahre alt","(noch) kein Abschluss","7.43","7.5","280","7.22","7.64"
"2013","16-34 Jahre alt","AkademikerInnen","7.12","7.5","659","6.97","7.27"
"2013","16-34 Jahre alt","Hauptschulabschluss","7.15","7.5","507","6.95","7.35"
"2013","16-34 Jahre alt","Realschulabschluss","6.98","6.5","915","6.84","7.12"
"2013","35-65 Jahre alt","(Fach-)Abitur","6.93","6.5","1080","6.8","7.06"
"2013","35-65 Jahre alt","(noch) kein Abschluss","6.68","6.5","116","6.21","7.15"
"2013","35-65 Jahre alt","AkademikerInnen","6.83","6.5","2622","6.75","6.91"
"2013","35-65 Jahre alt","Hauptschulabschluss","7.05","7.5","2995","6.97","7.13"
"2013","35-65 Jahre alt","Realschulabschluss","6.92","6.5","3285","6.85","6.99"
"2013","66 und älter","(Fach-)Abitur","8.05","8.5","229","7.81","8.29"
"2013","66 und älter","(noch) kein Abschluss","7.26","7.5","66","6.65","7.87"
"2013","66 und älter","AkademikerInnen","8.16","7.5","1139","8.06","8.26"
"2013","66 und älter","Hauptschulabschluss","8.08","7.5","2638","8.01","8.15"
"2013","66 und älter","Realschulabschluss","7.89","7.5","784","7.75","8.03"
"2014","16-34 Jahre alt","(Fach-)Abitur","7.19","7.5","1482","7.08","7.3"
"2014","16-34 Jahre alt","(noch) kein Abschluss","7.16","7.5","586","6.98","7.34"
"2014","16-34 Jahre alt","AkademikerInnen","6.95","6.5","947","6.82","7.08"
"2014","16-34 Jahre alt","Hauptschulabschluss","7.05","6.5","1298","6.92","7.18"
"2014","16-34 Jahre alt","Realschulabschluss","6.86","6.5","1609","6.75","6.97"
"2014","35-65 Jahre alt","(Fach-)Abitur","6.71","6.5","2206","6.62","6.8"
"2014","35-65 Jahre alt","(noch) kein Abschluss","6.27","5.5","340","6.01","6.53"
"2014","35-65 Jahre alt","AkademikerInnen","6.75","6.5","4111","6.68","6.82"
"2014","35-65 Jahre alt","Hauptschulabschluss","6.98","6.5","4257","6.91","7.05"
"2014","35-65 Jahre alt","Realschulabschluss","6.91","6.5","4459","6.85","6.97"
"2014","66 und älter","(Fach-)Abitur","7.96","7.5","250","7.71","8.21"
"2014","66 und älter","(noch) kein Abschluss","7.62","7.5","70","7.12","8.12"
"2014","66 und älter","AkademikerInnen","8.2","8.5","1160","8.11","8.29"
"2014","66 und älter","Hauptschulabschluss","8.03","7.5","2614","7.96","8.1"
"2014","66 und älter","Realschulabschluss","8.14","7.5","796","8.02","8.26"
"2015","16-34 Jahre alt","(Fach-)Abitur","7.24","7.5","1343","7.13","7.35"
"2015","16-34 Jahre alt","(noch) kein Abschluss","7.48","7.5","453","7.28","7.68"
"2015","16-34 Jahre alt","AkademikerInnen","7.08","6.5","856","6.95","7.21"
"2015","16-34 Jahre alt","Hauptschulabschluss","7.13","6.5","1041","6.98","7.28"
"2015","16-34 Jahre alt","Realschulabschluss","6.99","6.5","1372","6.87","7.11"
"2015","35-65 Jahre alt","(Fach-)Abitur","6.76","6.5","2044","6.67","6.85"
"2015","35-65 Jahre alt","(noch) kein Abschluss","6.16","6.5","304","5.87","6.45"
"2015","35-65 Jahre alt","AkademikerInnen","6.83","6.5","3825","6.76","6.9"
"2015","35-65 Jahre alt","Hauptschulabschluss","6.95","6.5","3772","6.88","7.02"
"2015","35-65 Jahre alt","Realschulabschluss","6.9","6.5","4289","6.84","6.96"
"2015","66 und älter","(Fach-)Abitur","8.12","7.5","252","7.9","8.34"
"2015","66 und älter","(noch) kein Abschluss","6.9","7.5","56","6.32","7.48"
"2015","66 und älter","AkademikerInnen","8.08","7.5","1175","7.98","8.18"
"2015","66 und älter","Hauptschulabschluss","7.98","7.5","2523","7.91","8.05"
"2015","66 und älter","Realschulabschluss","7.97","7.5","813","7.85","8.09"
"2016","16-34 Jahre alt","(Fach-)Abitur","7.18","7.5","1348","7.07","7.29"
"2016","16-34 Jahre alt","(noch) kein Abschluss","7.28","7.5","430","7.07","7.49"
"2016","16-34 Jahre alt","AkademikerInnen","6.96","6.5","930","6.84","7.08"
"2016","16-34 Jahre alt","Hauptschulabschluss","7.04","6.5","1005","6.89","7.19"
"2016","16-34 Jahre alt","Realschulabschluss","7.08","6.5","1194","6.96","7.2"
"2016","35-65 Jahre alt","(Fach-)Abitur","6.7","6.5","2076","6.6","6.8"
"2016","35-65 Jahre alt","(noch) kein Abschluss","6.51","6.5","321","6.24","6.78"
"2016","35-65 Jahre alt","AkademikerInnen","6.81","6.5","3758","6.74","6.88"
"2016","35-65 Jahre alt","Hauptschulabschluss","6.97","6.5","3560","6.89","7.05"
"2016","35-65 Jahre alt","Realschulabschluss","6.98","6.5","3997","6.91","7.05"
"2016","66 und älter","(Fach-)Abitur","8.04","7.5","236","7.8","8.28"
"2016","66 und älter","(noch) kein Abschluss","6.91","7.5","56","6.34","7.48"
"2016","66 und älter","AkademikerInnen","7.98","7.5","1181","7.88","8.08"
"2016","66 und älter","Hauptschulabschluss","8.08","7.5","2361","8.01","8.15"
"2016","66 und älter","Realschulabschluss","7.92","7.5","807","7.8","8.04"
"2017","16-34 Jahre alt","(Fach-)Abitur","7.2","6.5","1567","7.1","7.3"
"2017","16-34 Jahre alt","(noch) kein Abschluss","7.46","7.5","506","7.27","7.65"
"2017","16-34 Jahre alt","AkademikerInnen","7.07","6.5","1031","6.95","7.19"
"2017","16-34 Jahre alt","Hauptschulabschluss","7.18","6.5","987","7.04","7.32"
"2017","16-34 Jahre alt","Realschulabschluss","7.05","6.5","1366","6.94","7.16"
"2017","35-65 Jahre alt","(Fach-)Abitur","6.8","6.5","2274","6.71","6.89"
"2017","35-65 Jahre alt","(noch) kein Abschluss","6.45","6.5","337","6.18","6.72"
"2017","35-65 Jahre alt","AkademikerInnen","6.91","6.5","4200","6.85","6.97"
"2017","35-65 Jahre alt","Hauptschulabschluss","6.96","6.5","3758","6.89","7.03"
"2017","35-65 Jahre alt","Realschulabschluss","6.84","6.5","4596","6.78","6.9"
"2017","66 und älter","(Fach-)Abitur","8.06","7.5","265","7.83","8.29"
"2017","66 und älter","(noch) kein Abschluss","7.23","7.5","64","6.68","7.78"
"2017","66 und älter","AkademikerInnen","8.05","7.5","1252","7.95","8.15"
"2017","66 und älter","Hauptschulabschluss","7.96","7.5","2367","7.89","8.03"
"2017","66 und älter","Realschulabschluss","7.91","7.5","940","7.79","8.03"
"2018","16-34 Jahre alt","(Fach-)Abitur","7.18","6.5","1558","7.08","7.28"
"2018","16-34 Jahre alt","(noch) kein Abschluss","7.35","7.5","462","7.15","7.55"
"2018","16-34 Jahre alt","AkademikerInnen","7","6.5","1049","6.89","7.11"
"2018","16-34 Jahre alt","Hauptschulabschluss","7.01","6.5","953","6.86","7.16"
"2018","16-34 Jahre alt","Realschulabschluss","6.96","6.5","1260","6.84","7.08"
"2018","35-65 Jahre alt","(Fach-)Abitur","6.75","6.5","2162","6.66","6.84"
"2018","35-65 Jahre alt","(noch) kein Abschluss","5.99","5.5","345","5.71","6.27"
"2018","35-65 Jahre alt","AkademikerInnen","6.88","6.5","3995","6.82","6.94"
"2018","35-65 Jahre alt","Hauptschulabschluss","6.83","6.5","3492","6.76","6.9"
"2018","35-65 Jahre alt","Realschulabschluss","6.92","6.5","4411","6.86","6.98"
"2018","66 und älter","(Fach-)Abitur","8.09","7.5","296","7.87","8.31"
"2018","66 und älter","(noch) kein Abschluss","7.24","7.5","63","6.74","7.74"
"2018","66 und älter","AkademikerInnen","7.98","7.5","1281","7.88","8.08"
"2018","66 und älter","Hauptschulabschluss","7.96","7.5","2304","7.88","8.04"
"2018","66 und älter","Realschulabschluss","7.92","7.5","968","7.8","8.04"
"2019","16-34 Jahre alt","(Fach-)Abitur","7.24","6.5","1469","7.14","7.34"
"2019","16-34 Jahre alt","(noch) kein Abschluss","7.65","7.5","417","7.44","7.86"
"2019","16-34 Jahre alt","AkademikerInnen","7.26","7.5","1021","7.14","7.38"
"2019","16-34 Jahre alt","Hauptschulabschluss","7.16","6.5","783","7","7.32"
"2019","16-34 Jahre alt","Realschulabschluss","7.15","6.5","1143","7.03","7.27"
"2019","35-65 Jahre alt","(Fach-)Abitur","6.91","6.5","2352","6.82","7"
"2019","35-65 Jahre alt","(noch) kein Abschluss","6.84","6.5","293","6.57","7.11"
"2019","35-65 Jahre alt","AkademikerInnen","6.92","6.5","4561","6.86","6.98"
"2019","35-65 Jahre alt","Hauptschulabschluss","6.98","6.5","3193","6.9","7.06"
"2019","35-65 Jahre alt","Realschulabschluss","6.98","6.5","4523","6.92","7.04"
"2019","66 und älter","(Fach-)Abitur","8.04","7.5","335","7.84","8.24"
"2019","66 und älter","(noch) kein Abschluss","8.36","8.5","61","7.87","8.85"
"2019","66 und älter","AkademikerInnen","7.95","7.5","1448","7.85","8.05"
"2019","66 und älter","Hauptschulabschluss","8.04","7.5","2208","7.96","8.12"
"2019","66 und älter","Realschulabschluss","7.99","7.5","1080","7.88","8.1"
"2020","16-34 Jahre alt","(Fach-)Abitur","7.05","6.5","1733","6.95","7.15"
"2020","16-34 Jahre alt","(noch) kein Abschluss","7.44","7.5","516","7.25","7.63"
"2020","16-34 Jahre alt","AkademikerInnen","6.84","6.5","1412","6.73","6.95"
"2020","16-34 Jahre alt","Hauptschulabschluss","6.87","6.5","893","6.71","7.03"
"2020","16-34 Jahre alt","Realschulabschluss","7.01","6.5","1076","6.88","7.14"
"2020","35-65 Jahre alt","(Fach-)Abitur","6.87","6.5","2383","6.78","6.96"
"2020","35-65 Jahre alt","(noch) kein Abschluss","6.19","6.5","333","5.91","6.47"
"2020","35-65 Jahre alt","AkademikerInnen","6.85","6.5","4391","6.79","6.91"
"2020","35-65 Jahre alt","Hauptschulabschluss","6.88","6.5","2980","6.8","6.96"
"2020","35-65 Jahre alt","Realschulabschluss","6.85","6.5","4067","6.78","6.92"
"2020","66 und älter","(Fach-)Abitur","7.73","7.5","328","7.52","7.94"
"2020","66 und älter","(noch) kein Abschluss","7.92","7.5","55","7.43","8.41"
"2020","66 und älter","AkademikerInnen","8.02","7.5","1393","7.92","8.12"
"2020","66 und älter","Hauptschulabschluss","8.05","7.5","2036","7.97","8.13"
"2020","66 und älter","Realschulabschluss","7.99","7.5","1053","7.88","8.1"
