"year","age_gr","bildungsniveau","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1984","17-29","(Fach-)Abitur","7.29","7.5","479","4","6","9","10","10","7.08","7.5","0","10","7","8"
"1984","17-29","(noch) kein Abschluss","7.66","7.5","397","5","7","10","10","10","7.41","7.91","0","10","8","8"
"1984","17-29","AkademikerIn","7.03","6.5","126","4","6","9","9","10","6.63","7.43","0","10","7","8"
"1984","17-29","Hauptschule","7.4","7.5","1576","4","6","10","10","10","7.28","7.52","0","10","8","8"
"1984","17-29","Realschule","7.45","7.5","813","4","6","9","10","10","7.29","7.61","0","10","8","8"
"1984","30-45","(Fach-)Abitur","6.87","6.5","209","3","5","9","10","10","6.52","7.22","0","10","6","7"
"1984","30-45","(noch) kein Abschluss","6.76","6.5","445","3","5","9","10","10","6.5","7.02","0","10","7","8"
"1984","30-45","AkademikerIn","6.74","6.5","376","3","5","9","10","10","6.48","7","0","10","7","8"
"1984","30-45","Hauptschule","7.11","7.5","2303","3","5","9","10","10","7","7.22","0","10","7","8"
"1984","30-45","Realschule","7","7.5","520","3","5","9","10","10","6.78","7.22","0","10","7","8"
"1984","46-65","(Fach-)Abitur","7.5","7.5","125","4","6","10","10","10","7.03","7.97","0","10","7","8"
"1984","46-65","(noch) kein Abschluss","6.96","7.5","416","3","5","9","10","10","6.7","7.22","0","10","7","8"
"1984","46-65","AkademikerIn","7.81","7.5","219","5","7","10","10","10","7.51","8.11","0","10","8","8"
"1984","46-65","Hauptschule","7.4","7.5","2382","4","6","10","10","10","7.3","7.5","0","10","8","8"
"1984","46-65","Realschule","7.68","7.5","368","4","6","10","10","10","7.42","7.94","0","10","8","9"
"1984","66","(Fach-)Abitur","8.76","9.5","48","6","8","10","10","10","8.15","9.37","1","10","8","10"
"1984","66","(noch) kein Abschluss","","","","","","","","","","","","","",""
"1984","66","AkademikerIn","8.49","9.5","63","5","8","10","10","10","7.94","9.04","1","10","9","10"
"1984","66","Hauptschule","8.19","8.5","946","5","7","10","10","10","8.05","8.33","0","10","8","9"
"1984","66","Realschule","8.72","9.5","176","6","8","10","10","10","8.46","8.98","2","10","9","10"
"1985","17-29","(Fach-)Abitur","7.12","7.5","433","4","6","9","10","10","6.91","7.33","0","10","7","8"
"1985","17-29","(noch) kein Abschluss","7.45","7.5","346","4","7","9","10","10","7.19","7.71","0","10","8","8"
"1985","17-29","AkademikerIn","6.72","6.5","120","3","5","9","10","10","6.28","7.16","1","10","7","8"
"1985","17-29","Hauptschule","7.17","7.5","1350","4","6","9","10","10","7.04","7.3","0","10","7","8"
"1985","17-29","Realschule","7.44","7.5","789","4","6","9","10","10","7.29","7.59","0","10","8","8"
"1985","30-45","(Fach-)Abitur","6.95","6.5","188","4","5","9","10","10","6.6","7.3","0","10","7","8"
"1985","30-45","(noch) kein Abschluss","6.64","6.5","350","3","5","8","10","10","6.37","6.91","0","10","7","7"
"1985","30-45","AkademikerIn","6.61","6.5","363","3","5","8","10","10","6.36","6.86","0","10","7","7"
"1985","30-45","Hauptschule","6.9","6.5","2023","3","5","9","10","10","6.79","7.01","0","10","7","7"
"1985","30-45","Realschule","6.73","6.5","499","3","5","8","10","10","6.53","6.93","0","10","7","7"
"1985","46-65","(Fach-)Abitur","7.38","7.5","116","3","6","10","10","10","6.92","7.84","0","10","8","9"
"1985","46-65","(noch) kein Abschluss","6.91","6.5","364","3","5","9","10","10","6.65","7.17","0","10","7","8"
"1985","46-65","AkademikerIn","7.41","7.5","216","4","6","9","10","10","7.1","7.72","0","10","7","8"
"1985","46-65","Hauptschule","7.31","7.5","2200","4","6","9","10","10","7.21","7.41","0","10","8","8"
"1985","46-65","Realschule","7.34","7.5","358","4","6","10","10","10","7.08","7.6","0","10","8","8"
