"year","alter_gr","sex","mean","median","n","lower_confidence","upper_confidence"
"1984","16-34 J.","männlich","7.4","7.5","2248","7.3","7.5"
"1984","16-34 J.","weiblich","7.17","7.5","2321","7.06","7.28"
"1984","35-65 J.","männlich","7.38","7.5","3165","7.29","7.47"
"1984","35-65 J.","weiblich","7.25","7.5","3105","7.16","7.34"
"1984","66 und älter","männlich","8.48","8.5","500","8.3","8.66"
"1984","66 und älter","weiblich","8.2","8.5","752","8.04","8.36"
"1985","16-34 J.","männlich","7.14","7.5","2074","7.04","7.24"
"1985","16-34 J.","weiblich","7.14","7.5","2059","7.03","7.25"
"1985","35-65 J.","männlich","7.14","7.5","2860","7.05","7.23"
"1985","35-65 J.","weiblich","7.14","7.5","2860","7.05","7.23"
"1985","66 und älter","männlich","8.25","8.5","437","8.06","8.44"
"1985","66 und älter","weiblich","8.12","7.5","653","7.95","8.29"
"1986","16-34 J.","männlich","7.05","7.5","2071","6.95","7.15"
"1986","16-34 J.","weiblich","6.9","6.5","2000","6.79","7.01"
"1986","35-65 J.","männlich","7.03","7.5","2725","6.94","7.12"
"1986","35-65 J.","weiblich","6.95","6.5","2721","6.86","7.04"
"1986","66 und älter","männlich","8.41","8.5","415","8.22","8.6"
"1986","66 und älter","weiblich","8.19","8.5","603","8.02","8.36"
"1987","16-34 J.","männlich","7.01","6.5","2060","6.91","7.11"
"1987","16-34 J.","weiblich","6.91","6.5","1947","6.8","7.02"
"1987","35-65 J.","männlich","7.13","7.5","2663","7.04","7.22"
"1987","35-65 J.","weiblich","7.09","7.5","2668","7","7.18"
"1987","66 und älter","männlich","8.16","8.5","421","7.97","8.35"
"1987","66 und älter","weiblich","8.23","8.5","638","8.07","8.39"
"1988","16-34 J.","männlich","6.81","6.5","1959","6.71","6.91"
"1988","16-34 J.","weiblich","6.69","6.5","1871","6.58","6.8"
"1988","35-65 J.","männlich","6.92","6.5","2533","6.83","7.01"
"1988","35-65 J.","weiblich","6.96","6.5","2539","6.87","7.05"
"1988","66 und älter","männlich","8.13","8.5","414","7.93","8.33"
"1988","66 und älter","weiblich","8.09","7.5","612","7.93","8.25"
"1989","16-34 J.","männlich","6.77","6.5","1923","6.67","6.87"
