,Unnamed: 0,year,bula_h,plh0184,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
339,339,2012,Hamburg,Seldom,0.30313,99,20278,0.26171,0.35211
340,340,2012,Hamburg,Sometimes,0.48942,156,20278,0.41763,0.56537
341,341,2012,Hamburg,Often,0.11836,38,20278,0.08721,0.15644
342,342,2012,Lower Saxony,Very seldom,0.10302,213,20278,0.09209,0.11404
343,343,2012,Lower Saxony,Seldom,0.28939,542,20278,0.26789,0.31006
344,344,2012,Lower Saxony,Sometimes,0.40576,739,20278,0.37805,0.43452
345,345,2012,Lower Saxony,Often,0.16424,303,20278,0.14824,0.18453
346,346,2012,Lower Saxony,Very often,0.03758,73,20278,0.0314,0.04532
347,347,2012,Bremen,Seldom,0.51894,40,20278,0.38525,0.70115
348,348,2012,Bremen,Sometimes,0.48106,45,20278,0.35475,0.64072
349,349,2012,North Rhine-Westphalia,Very seldom,0.13704,606,20278,0.12802,0.14703
350,350,2012,North Rhine-Westphalia,Seldom,0.27716,1111,20278,0.26351,0.29232
351,351,2012,North Rhine-Westphalia,Sometimes,0.40205,1538,20278,0.38293,0.42033
352,352,2012,North Rhine-Westphalia,Often,0.14832,639,20278,0.13732,0.15944
353,353,2012,North Rhine-Westphalia,Very often,0.03543,135,20278,0.03064,0.03979
354,354,2012,Hesse,Very seldom,0.12939,152,20278,0.1156,0.14589
355,355,2012,Hesse,Seldom,0.23516,349,20278,0.21543,0.25937
356,356,2012,Hesse,Sometimes,0.43807,610,20278,0.40698,0.46804
357,357,2012,Hesse,Often,0.15163,221,20278,0.13266,0.17129
358,358,2012,Hesse,Very often,0.04575,68,20278,0.03673,0.0544
359,359,2012,"Rhineland-Palatinate, Saarland",Very seldom,0.12253,170,20278,0.1041,0.1395
360,360,2012,"Rhineland-Palatinate, Saarland",Seldom,0.28594,315,20278,0.25989,0.31438
361,361,2012,"Rhineland-Palatinate, Saarland",Sometimes,0.39739,461,20278,0.36361,0.43259
362,362,2012,"Rhineland-Palatinate, Saarland",Often,0.14918,187,20278,0.13196,0.17022
363,363,2012,"Rhineland-Palatinate, Saarland",Very often,0.04496,48,20278,0.03487,0.05658
364,364,2012,Baden-Wuerttemberg,Very seldom,0.08353,195,20278,0.07316,0.09413
365,365,2012,Baden-Wuerttemberg,Seldom,0.28118,664,20278,0.26224,0.29935
366,366,2012,Baden-Wuerttemberg,Sometimes,0.43628,1047,20278,0.41011,0.46026
367,367,2012,Baden-Wuerttemberg,Often,0.16283,383,20278,0.14684,0.17829
368,368,2012,Baden-Wuerttemberg,Very often,0.03618,87,20278,0.02782,0.04335
369,369,2012,Bavaria,Very seldom,0.10388,328,20278,0.09253,0.11367
370,370,2012,Bavaria,Seldom,0.27297,828,20278,0.25475,0.2902
371,371,2012,Bavaria,Sometimes,0.40078,1345,20278,0.38262,0.42019
372,372,2012,Bavaria,Often,0.17824,546,20278,0.16269,0.19379
373,373,2012,Bavaria,Very often,0.04414,129,20278,0.03722,0.05447
374,374,2012,Berlin,Very seldom,0.10176,86,20278,0.08559,0.11735
375,375,2012,Berlin,Seldom,0.30159,227,20278,0.27445,0.3341
376,376,2012,Berlin,Sometimes,0.42901,339,20278,0.38462,0.46022
377,377,2012,Berlin,Often,0.16765,139,20278,0.14221,0.19023
378,378,2012,Brandenburg,Very seldom,0.1064,85,20278,0.09106,0.12101
379,379,2012,Brandenburg,Seldom,0.28521,241,20278,0.25548,0.31956
380,380,2012,Brandenburg,Sometimes,0.4031,353,20278,0.36605,0.44602
381,381,2012,Brandenburg,Often,0.20528,155,20278,0.17149,0.24236
382,382,2012,Mecklenburg-Western Pomerania,Very seldom,0.10984,59,20278,0.08855,0.1319
383,383,2012,Mecklenburg-Western Pomerania,Seldom,0.26507,139,20278,0.22957,0.30318
384,384,2012,Mecklenburg-Western Pomerania,Sometimes,0.47567,218,20278,0.42773,0.54057
385,385,2012,Mecklenburg-Western Pomerania,Often,0.14942,73,20278,0.11977,0.18622
386,386,2012,Saxony,Very seldom,0.09439,138,20278,0.07949,0.11254
387,387,2012,Saxony,Seldom,0.26133,394,20278,0.24195,0.28152
388,388,2012,Saxony,Sometimes,0.43795,627,20278,0.41114,0.47874
389,389,2012,Saxony,Often,0.17593,236,20278,0.15543,0.20275
390,390,2012,Saxony,Very often,0.0304,44,20278,0.02325,0.03852
391,391,2012,Saxony-Anhalt,Very seldom,0.1466,106,20278,0.12329,0.17315
392,392,2012,Saxony-Anhalt,Seldom,0.31998,242,20278,0.28209,0.37062
393,393,2012,Saxony-Anhalt,Sometimes,0.35624,313,20278,0.31869,0.39219
394,394,2012,Saxony-Anhalt,Often,0.17717,135,20278,0.15227,0.20182
395,395,2012,Thuringa,Very seldom,0.16676,144,20278,0.15019,0.18711
396,396,2012,Thuringa,Seldom,0.25316,220,20278,0.23106,0.28284
397,397,2012,Thuringa,Sometimes,0.36595,322,20278,0.3307,0.40812
398,398,2012,Thuringa,Often,0.16973,134,20278,0.139,0.20722
399,399,2012,Thuringa,Very often,0.0444,41,20278,0.03753,0.05499
400,400,2013,Schleswig-Holstein,Very seldom,0.12234,100,25512,0.10287,0.14378
401,401,2013,Schleswig-Holstein,Seldom,0.32148,256,25512,0.27571,0.36197
402,402,2013,Schleswig-Holstein,Sometimes,0.39885,367,25512,0.35589,0.4415
403,403,2013,Schleswig-Holstein,Often,0.15733,164,25512,0.1324,0.18849
404,404,2013,Hamburg,Very seldom,0.12014,49,25512,0.0863,0.16505
405,405,2013,Hamburg,Seldom,0.2931,118,25512,0.24378,0.34998
406,406,2013,Hamburg,Sometimes,0.40462,163,25512,0.33681,0.48702
407,407,2013,Hamburg,Often,0.18213,70,25512,0.14316,0.22648
408,408,2013,Lower Saxony,Very seldom,0.10324,228,25512,0.08923,0.11587
409,409,2013,Lower Saxony,Seldom,0.31079,728,25512,0.28456,0.33226
410,410,2013,Lower Saxony,Sometimes,0.38573,948,25512,0.36162,0.41279
411,411,2013,Lower Saxony,Often,0.17304,480,25512,0.1547,0.19134
412,412,2013,Lower Saxony,Very often,0.02719,87,25512,0.02035,0.03518
413,413,2013,Bremen,Seldom,0.36805,50,25512,0.23914,0.47597
414,414,2013,Bremen,Sometimes,0.46116,63,25512,0.3134,0.63146
415,415,2013,Bremen,Often,0.17079,38,25512,0.10821,0.24013
416,416,2013,North Rhine-Westphalia,Very seldom,0.11798,574,25512,0.10684,0.12523
417,417,2013,North Rhine-Westphalia,Seldom,0.2738,1316,25512,0.26057,0.29068
418,418,2013,North Rhine-Westphalia,Sometimes,0.39742,2025,25512,0.37236,0.41887
419,419,2013,North Rhine-Westphalia,Often,0.17245,960,25512,0.16023,0.18798
420,420,2013,North Rhine-Westphalia,Very often,0.03834,253,25512,0.03252,0.04456
421,421,2013,Hesse,Very seldom,0.09953,167,25512,0.08684,0.1131
422,422,2013,Hesse,Seldom,0.26055,436,25512,0.2347,0.28721
423,423,2013,Hesse,Sometimes,0.40545,739,25512,0.37159,0.43782
424,424,2013,Hesse,Often,0.19232,337,25512,0.17156,0.21751
425,425,2013,Hesse,Very often,0.04215,88,25512,0.03518,0.05126
426,426,2013,"Rhineland-Palatinate, Saarland",Very seldom,0.1219,162,25512,0.10629,0.13835
427,427,2013,"Rhineland-Palatinate, Saarland",Seldom,0.29623,390,25512,0.27236,0.32608
428,428,2013,"Rhineland-Palatinate, Saarland",Sometimes,0.38073,542,25512,0.3433,0.40952
429,429,2013,"Rhineland-Palatinate, Saarland",Often,0.15878,251,25512,0.13814,0.18222
430,430,2013,"Rhineland-Palatinate, Saarland",Very often,0.04236,65,25512,0.03214,0.05531
431,431,2013,Baden-Wuerttemberg,Very seldom,0.08333,219,25512,0.07364,0.0913
432,432,2013,Baden-Wuerttemberg,Seldom,0.28911,806,25512,0.268,0.3105
433,433,2013,Baden-Wuerttemberg,Sometimes,0.43083,1268,25512,0.40322,0.45486
434,434,2013,Baden-Wuerttemberg,Often,0.16676,592,25512,0.15097,0.18715
435,435,2013,Baden-Wuerttemberg,Very often,0.02997,136,25512,0.02286,0.03748
436,436,2013,Bavaria,Very seldom,0.11281,400,25512,0.10252,0.12366
437,437,2013,Bavaria,Seldom,0.24587,975,25512,0.22996,0.26228
438,438,2013,Bavaria,Sometimes,0.4311,1729,25512,0.40731,0.456
439,439,2013,Bavaria,Often,0.16806,735,25512,0.15112,0.18345
440,440,2013,Bavaria,Very often,0.04215,201,25512,0.03609,0.04995
441,441,2013,Berlin,Very seldom,0.09866,83,25512,0.08162,0.11684
442,442,2013,Berlin,Seldom,0.28331,262,25512,0.24792,0.31682
443,443,2013,Berlin,Sometimes,0.38138,400,25512,0.33855,0.42307
444,444,2013,Berlin,Often,0.1819,180,25512,0.15384,0.20803
445,445,2013,Berlin,Very often,0.05476,60,25512,0.04273,0.06753
446,446,2013,Brandenburg,Very seldom,0.09737,90,25512,0.0763,0.11965
447,447,2013,Brandenburg,Seldom,0.28162,290,25512,0.25078,0.31595
448,448,2013,Brandenburg,Sometimes,0.38461,406,25512,0.34205,0.4225
449,449,2013,Brandenburg,Often,0.18086,179,25512,0.14952,0.22249
450,450,2013,Brandenburg,Very often,0.05555,54,25512,0.04097,0.07581
451,451,2013,Mecklenburg-Western Pomerania,Very seldom,0.12956,73,25512,0.10182,0.15639
452,452,2013,Mecklenburg-Western Pomerania,Seldom,0.2885,156,25512,0.25239,0.33025
453,453,2013,Mecklenburg-Western Pomerania,Sometimes,0.42747,224,25512,0.36041,0.50004
454,454,2013,Mecklenburg-Western Pomerania,Often,0.15447,107,25512,0.12559,0.18326
455,455,2013,Saxony,Very seldom,0.08386,144,25512,0.07099,0.0972
456,456,2013,Saxony,Seldom,0.23992,435,25512,0.21467,0.26297
457,457,2013,Saxony,Sometimes,0.46571,766,25512,0.43349,0.50538
458,458,2013,Saxony,Often,0.17146,292,25512,0.14836,0.19466
459,459,2013,Saxony,Very often,0.03905,72,25512,0.03051,0.04875
460,460,2013,Saxony-Anhalt,Very seldom,0.09429,96,25512,0.07626,0.10891
461,461,2013,Saxony-Anhalt,Seldom,0.29829,271,25512,0.26506,0.33166
462,462,2013,Saxony-Anhalt,Sometimes,0.40201,385,25512,0.35202,0.4447
463,463,2013,Saxony-Anhalt,Often,0.16919,166,25512,0.14029,0.20063
464,464,2013,Saxony-Anhalt,Very often,0.03622,48,25512,0.02869,0.04591
465,465,2013,Thuringa,Very seldom,0.17066,154,25512,0.1404,0.20448
466,466,2013,Thuringa,Seldom,0.28559,265,25512,0.25766,0.32117
467,467,2013,Thuringa,Sometimes,0.34944,388,25512,0.31689,0.39108
468,468,2013,Thuringa,Often,0.14746,148,25512,0.12041,0.17207
469,469,2013,Thuringa,Very often,0.04685,43,25512,0.03302,0.06111
470,470,2014,Schleswig-Holstein,Very seldom,0.11614,98,26943,0.09935,0.13695
471,471,2014,Schleswig-Holstein,Seldom,0.2945,242,26943,0.25402,0.3327
472,472,2014,Schleswig-Holstein,Sometimes,0.39087,354,26943,0.34831,0.43991
473,473,2014,Schleswig-Holstein,Often,0.16646,186,26943,0.14427,0.19081
474,474,2014,Schleswig-Holstein,Very often,0.03203,46,26943,0.02197,0.04867
475,475,2014,Hamburg,Very seldom,0.13197,54,26943,0.10158,0.16592
476,476,2014,Hamburg,Seldom,0.24193,124,26943,0.2024,0.28554
477,477,2014,Hamburg,Sometimes,0.44058,178,26943,0.37239,0.51834
478,478,2014,Hamburg,Often,0.18553,71,26943,0.14776,0.23386
479,479,2014,Lower Saxony,Very seldom,0.11635,269,26943,0.1007,0.13162
480,480,2014,Lower Saxony,Seldom,0.28115,672,26943,0.25775,0.30588
481,481,2014,Lower Saxony,Sometimes,0.40605,1052,26943,0.37958,0.43087
482,482,2014,Lower Saxony,Often,0.15911,481,26943,0.14055,0.17319
483,483,2014,Lower Saxony,Very often,0.03734,127,26943,0.02974,0.04628
484,484,2014,Bremen,Seldom,0.27701,47,26943,0.19683,0.39449
485,485,2014,Bremen,Sometimes,0.51903,92,26943,0.37753,0.67618
486,486,2014,Bremen,Often,0.20396,41,26943,0.13178,0.28156
487,487,2014,North Rhine-Westphalia,Very seldom,0.11913,718,26943,0.10996,0.12754
488,488,2014,North Rhine-Westphalia,Seldom,0.26771,1395,26943,0.25449,0.28287
489,489,2014,North Rhine-Westphalia,Sometimes,0.39058,2193,26943,0.37249,0.41017
490,490,2014,North Rhine-Westphalia,Often,0.1763,1033,26943,0.16013,0.1912
491,491,2014,North Rhine-Westphalia,Very often,0.04627,293,26943,0.03984,0.05281
492,492,2014,Hesse,Very seldom,0.12274,180,26943,0.1059,0.14135
493,493,2014,Hesse,Seldom,0.25997,448,26943,0.2351,0.28593
494,494,2014,Hesse,Sometimes,0.38153,781,26943,0.34903,0.41305
495,495,2014,Hesse,Often,0.20364,395,26943,0.18088,0.2255
496,496,2014,Hesse,Very often,0.03213,76,26943,0.02431,0.04044
497,497,2014,"Rhineland-Palatinate, Saarland",Very seldom,0.14121,217,26943,0.1229,0.15862
498,498,2014,"Rhineland-Palatinate, Saarland",Seldom,0.29521,461,26943,0.26811,0.32275
499,499,2014,"Rhineland-Palatinate, Saarland",Sometimes,0.33564,552,26943,0.30768,0.36517
500,500,2014,"Rhineland-Palatinate, Saarland",Often,0.18509,267,26943,0.16063,0.21251
501,501,2014,"Rhineland-Palatinate, Saarland",Very often,0.04285,76,26943,0.03253,0.05618
502,502,2014,Baden-Wuerttemberg,Very seldom,0.09966,287,26943,0.08861,0.11128
503,503,2014,Baden-Wuerttemberg,Seldom,0.26397,822,26943,0.24496,0.28065
504,504,2014,Baden-Wuerttemberg,Sometimes,0.41991,1290,26943,0.38635,0.44888
505,505,2014,Baden-Wuerttemberg,Often,0.16942,634,26943,0.15285,0.18395
506,506,2014,Baden-Wuerttemberg,Very often,0.04704,180,26943,0.03863,0.05572
507,507,2014,Bavaria,Very seldom,0.12931,504,26943,0.1192,0.14228
508,508,2014,Bavaria,Seldom,0.259,1089,26943,0.2405,0.27759
509,509,2014,Bavaria,Sometimes,0.40436,1798,26943,0.38262,0.42965
510,510,2014,Bavaria,Often,0.16805,793,26943,0.15304,0.18359
511,511,2014,Bavaria,Very often,0.03927,210,26943,0.03375,0.04486
512,512,2014,Berlin,Very seldom,0.09058,87,26943,0.07393,0.1054
513,513,2014,Berlin,Seldom,0.27802,236,26943,0.24889,0.31685
514,514,2014,Berlin,Sometimes,0.38259,402,26943,0.3448,0.41899
515,515,2014,Berlin,Often,0.19879,205,26943,0.17317,0.23291
516,516,2014,Berlin,Very often,0.05002,55,26943,0.03657,0.06374
517,517,2014,Brandenburg,Very seldom,0.09905,101,26943,0.08109,0.11949
518,518,2014,Brandenburg,Seldom,0.30169,299,26943,0.26636,0.33643
519,519,2014,Brandenburg,Sometimes,0.36798,384,26943,0.32876,0.40932
520,520,2014,Brandenburg,Often,0.18414,196,26943,0.15194,0.21381
521,521,2014,Brandenburg,Very often,0.04714,45,26943,0.0301,0.06782
522,522,2014,Mecklenburg-Western Pomerania,Very seldom,0.13628,63,26943,0.10923,0.16862
523,523,2014,Mecklenburg-Western Pomerania,Seldom,0.33844,170,26943,0.27895,0.39351
524,524,2014,Mecklenburg-Western Pomerania,Sometimes,0.39332,214,26943,0.33964,0.45089
525,525,2014,Mecklenburg-Western Pomerania,Often,0.13196,86,26943,0.10129,0.17206
526,526,2014,Saxony,Very seldom,0.08352,144,26943,0.07226,0.09996
527,527,2014,Saxony,Seldom,0.24319,397,26943,0.21858,0.26821
528,528,2014,Saxony,Sometimes,0.41465,684,26943,0.38246,0.4466
529,529,2014,Saxony,Often,0.21439,324,26943,0.18376,0.24549
530,530,2014,Saxony,Very often,0.04425,67,26943,0.03336,0.05831
531,531,2014,Saxony-Anhalt,Very seldom,0.13118,128,26943,0.10914,0.15678
532,532,2014,Saxony-Anhalt,Seldom,0.27692,242,26943,0.24162,0.3149
533,533,2014,Saxony-Anhalt,Sometimes,0.36571,384,26943,0.33089,0.39638
534,534,2014,Saxony-Anhalt,Often,0.17486,164,26943,0.14968,0.20854
535,535,2014,Saxony-Anhalt,Very often,0.05133,48,26943,0.03418,0.06792
536,536,2014,Thuringa,Very seldom,0.1893,155,26943,0.16523,0.22004
537,537,2014,Thuringa,Seldom,0.27053,264,26943,0.23513,0.29955
538,538,2014,Thuringa,Sometimes,0.35601,372,26943,0.32503,0.39398
539,539,2014,Thuringa,Often,0.15535,161,26943,0.11922,0.19017
540,540,2014,Thuringa,Very often,0.02882,40,26943,0.02153,0.03777
541,541,2015,Schleswig-Holstein,Very seldom,0.10994,75,24903,0.09049,0.12957
542,542,2015,Schleswig-Holstein,Seldom,0.30756,251,24903,0.26808,0.35184
543,543,2015,Schleswig-Holstein,Sometimes,0.40375,350,24903,0.35962,0.44846
544,544,2015,Schleswig-Holstein,Often,0.14508,153,24903,0.12118,0.16989
545,545,2015,Schleswig-Holstein,Very often,0.03367,43,24903,0.02167,0.04632
546,546,2015,Hamburg,Very seldom,0.18285,67,24903,0.14218,0.23691
547,547,2015,Hamburg,Seldom,0.25182,121,24903,0.21048,0.30335
548,548,2015,Hamburg,Sometimes,0.42146,164,24903,0.35547,0.49152
549,549,2015,Hamburg,Often,0.14387,63,24903,0.10025,0.19347
550,550,2015,Lower Saxony,Very seldom,0.11891,249,24903,0.10417,0.1347
551,551,2015,Lower Saxony,Seldom,0.28029,674,24903,0.25838,0.30576
552,552,2015,Lower Saxony,Sometimes,0.39218,946,24903,0.36123,0.41902
553,553,2015,Lower Saxony,Often,0.16994,441,24903,0.15475,0.18938
554,554,2015,Lower Saxony,Very often,0.03868,103,24903,0.03128,0.04831
555,555,2015,Bremen,Seldom,0.21316,32,24903,0.13763,0.29071
556,556,2015,Bremen,Sometimes,0.78684,78,24903,0.57744,0.98223
557,557,2015,North Rhine-Westphalia,Very seldom,0.12584,617,24903,0.11585,0.13781
558,558,2015,North Rhine-Westphalia,Seldom,0.28361,1377,24903,0.26693,0.29914
559,559,2015,North Rhine-Westphalia,Sometimes,0.38104,1966,24903,0.36164,0.40261
560,560,2015,North Rhine-Westphalia,Often,0.16703,948,24903,0.15141,0.17931
561,561,2015,North Rhine-Westphalia,Very often,0.04248,250,24903,0.03616,0.04891
562,562,2015,Hesse,Very seldom,0.12239,157,24903,0.10731,0.13893
563,563,2015,Hesse,Seldom,0.27537,424,24903,0.2471,0.30003
564,564,2015,Hesse,Sometimes,0.39717,751,24903,0.36334,0.43028
565,565,2015,Hesse,Often,0.1725,311,24903,0.15126,0.19701
566,566,2015,Hesse,Very often,0.03256,59,24903,0.02444,0.04227
567,567,2015,"Rhineland-Palatinate, Saarland",Very seldom,0.16895,215,24903,0.14709,0.19262
568,568,2015,"Rhineland-Palatinate, Saarland",Seldom,0.27248,414,24903,0.24742,0.30057
569,569,2015,"Rhineland-Palatinate, Saarland",Sometimes,0.3709,556,24903,0.34117,0.40766
570,570,2015,"Rhineland-Palatinate, Saarland",Often,0.14791,244,24903,0.12667,0.17196
571,571,2015,"Rhineland-Palatinate, Saarland",Very often,0.03976,59,24903,0.03028,0.04841
572,572,2015,Baden-Wuerttemberg,Very seldom,0.10734,288,24903,0.0946,0.12058
573,573,2015,Baden-Wuerttemberg,Seldom,0.2876,786,24903,0.26857,0.31183
574,574,2015,Baden-Wuerttemberg,Sometimes,0.39703,1225,24903,0.37139,0.42365
575,575,2015,Baden-Wuerttemberg,Often,0.16916,545,24903,0.15192,0.19049
576,576,2015,Baden-Wuerttemberg,Very often,0.03887,136,24903,0.03199,0.04638
577,577,2015,Bavaria,Very seldom,0.1186,428,24903,0.10785,0.13062
578,578,2015,Bavaria,Seldom,0.27241,1093,24903,0.25353,0.29117
579,579,2015,Bavaria,Sometimes,0.39789,1617,24903,0.37859,0.42337
580,580,2015,Bavaria,Often,0.16459,681,24903,0.15056,0.18211
581,581,2015,Bavaria,Very often,0.04652,199,24903,0.03908,0.05359
582,582,2015,Berlin,Very seldom,0.08639,81,24903,0.06935,0.10595
583,583,2015,Berlin,Seldom,0.24024,223,24903,0.2134,0.26978
584,584,2015,Berlin,Sometimes,0.41154,367,24903,0.37058,0.44584
585,585,2015,Berlin,Often,0.21074,195,24903,0.18229,0.2442
586,586,2015,Berlin,Very often,0.05108,46,24903,0.0354,0.06942
587,587,2015,Brandenburg,Very seldom,0.09293,98,24903,0.07863,0.10832
588,588,2015,Brandenburg,Seldom,0.28257,272,24903,0.2525,0.31885
589,589,2015,Brandenburg,Sometimes,0.39545,385,24903,0.34683,0.44243
590,590,2015,Brandenburg,Often,0.16881,178,24903,0.14413,0.19676
591,591,2015,Brandenburg,Very often,0.06025,50,24903,0.03732,0.08832
592,592,2015,Mecklenburg-Western Pomerania,Very seldom,0.11128,56,24903,0.08227,0.14439
593,593,2015,Mecklenburg-Western Pomerania,Seldom,0.28708,164,24903,0.24784,0.32773
594,594,2015,Mecklenburg-Western Pomerania,Sometimes,0.39708,214,24903,0.33813,0.46534
595,595,2015,Mecklenburg-Western Pomerania,Often,0.20457,111,24903,0.16285,0.24326
596,596,2015,Saxony,Very seldom,0.06106,103,24903,0.05062,0.07247
597,597,2015,Saxony,Seldom,0.26827,417,24903,0.23614,0.29661
598,598,2015,Saxony,Sometimes,0.43605,656,24903,0.39734,0.47672
599,599,2015,Saxony,Often,0.20116,278,24903,0.17524,0.22289
600,600,2015,Saxony,Very often,0.03345,51,24903,0.02096,0.04753
601,601,2015,Saxony-Anhalt,Very seldom,0.10143,88,24903,0.08767,0.1201
602,602,2015,Saxony-Anhalt,Seldom,0.26922,247,24903,0.22774,0.30409
603,603,2015,Saxony-Anhalt,Sometimes,0.38513,345,24903,0.33592,0.43488
604,604,2015,Saxony-Anhalt,Often,0.18947,167,24903,0.15716,0.22263
605,605,2015,Saxony-Anhalt,Very often,0.05475,37,24903,0.03796,0.07414
606,606,2015,Thuringa,Very seldom,0.13331,128,24903,0.11515,0.15502
607,607,2015,Thuringa,Seldom,0.26388,234,24903,0.23656,0.3028
608,608,2015,Thuringa,Sometimes,0.40183,376,24903,0.35452,0.45367
609,609,2015,Thuringa,Often,0.15485,141,24903,0.12928,0.18788
610,610,2015,Thuringa,Very often,0.04613,39,24903,0.03069,0.07187
611,611,2016,Schleswig-Holstein,Very seldom,0.1036,74,24022,0.07816,0.13297
612,612,2016,Schleswig-Holstein,Seldom,0.32218,237,24022,0.28504,0.36226
613,613,2016,Schleswig-Holstein,Sometimes,0.37842,332,24022,0.32638,0.42485
614,614,2016,Schleswig-Holstein,Often,0.16397,142,24022,0.12515,0.2041
615,615,2016,Schleswig-Holstein,Very often,0.03184,34,24022,0.02107,0.04343
616,616,2016,Hamburg,Very seldom,0.13781,51,24022,0.10248,0.18194
617,617,2016,Hamburg,Seldom,0.33753,140,24022,0.27798,0.40359
618,618,2016,Hamburg,Sometimes,0.39968,166,24022,0.3362,0.471
619,619,2016,Hamburg,Often,0.12499,51,24022,0.08798,0.16563
620,620,2016,Lower Saxony,Very seldom,0.10887,254,24022,0.09374,0.12336
621,621,2016,Lower Saxony,Seldom,0.28844,657,24022,0.26517,0.31094
622,622,2016,Lower Saxony,Sometimes,0.41801,955,24022,0.38933,0.44882
623,623,2016,Lower Saxony,Often,0.14925,392,24022,0.13211,0.16778
624,624,2016,Lower Saxony,Very often,0.03543,101,24022,0.02867,0.04454
625,625,2016,Bremen,Seldom,0.27549,47,24022,0.19936,0.3534
626,626,2016,Bremen,Sometimes,0.52843,65,24022,0.35269,0.72304
627,627,2016,Bremen,Often,0.19608,38,24022,0.12068,0.28061
628,628,2016,North Rhine-Westphalia,Very seldom,0.13523,689,24022,0.12438,0.14557
629,629,2016,North Rhine-Westphalia,Seldom,0.25018,1272,24022,0.23607,0.26503
630,630,2016,North Rhine-Westphalia,Sometimes,0.38687,1922,24022,0.36709,0.40997
631,631,2016,North Rhine-Westphalia,Often,0.18291,880,24022,0.16649,0.19811
632,632,2016,North Rhine-Westphalia,Very often,0.04481,259,24022,0.03741,0.05274
633,633,2016,Hesse,Very seldom,0.11562,161,24022,0.09837,0.13733
634,634,2016,Hesse,Seldom,0.25713,397,24022,0.22895,0.28765
635,635,2016,Hesse,Sometimes,0.40464,677,24022,0.37072,0.43885
636,636,2016,Hesse,Often,0.17918,293,24022,0.15618,0.2044
637,637,2016,Hesse,Very often,0.04342,72,24022,0.03428,0.0546
638,638,2016,"Rhineland-Palatinate, Saarland",Very seldom,0.13511,206,24022,0.11515,0.15749
639,639,2016,"Rhineland-Palatinate, Saarland",Seldom,0.29595,421,24022,0.27033,0.32729
640,640,2016,"Rhineland-Palatinate, Saarland",Sometimes,0.37512,577,24022,0.33965,0.40704
641,641,2016,"Rhineland-Palatinate, Saarland",Often,0.15857,216,24022,0.1324,0.18926
642,642,2016,"Rhineland-Palatinate, Saarland",Very often,0.03525,55,24022,0.02635,0.0443
643,643,2016,Baden-Wuerttemberg,Very seldom,0.09267,236,24022,0.08168,0.10614
644,644,2016,Baden-Wuerttemberg,Seldom,0.27278,760,24022,0.25224,0.29326
645,645,2016,Baden-Wuerttemberg,Sometimes,0.4133,1158,24022,0.38924,0.44079
646,646,2016,Baden-Wuerttemberg,Often,0.17933,543,24022,0.15973,0.19721
647,647,2016,Baden-Wuerttemberg,Very often,0.04192,135,24022,0.033,0.05022
648,648,2016,Bavaria,Very seldom,0.12909,487,24022,0.11767,0.14264
649,649,2016,Bavaria,Seldom,0.26171,979,24022,0.24287,0.28437
650,650,2016,Bavaria,Sometimes,0.38131,1536,24022,0.3586,0.4065
651,651,2016,Bavaria,Often,0.1822,687,24022,0.16459,0.19859
652,652,2016,Bavaria,Very often,0.04569,181,24022,0.03978,0.05531
653,653,2016,Berlin,Very seldom,0.11036,101,24022,0.09102,0.12876
654,654,2016,Berlin,Seldom,0.22615,212,24022,0.19931,0.25622
655,655,2016,Berlin,Sometimes,0.44106,375,24022,0.39172,0.4889
656,656,2016,Berlin,Often,0.17253,170,24022,0.14776,0.20233
657,657,2016,Berlin,Very often,0.04989,48,24022,0.03839,0.06816
658,658,2016,Brandenburg,Very seldom,0.07754,77,24022,0.06136,0.09668
659,659,2016,Brandenburg,Seldom,0.27357,254,24022,0.23407,0.31896
660,660,2016,Brandenburg,Sometimes,0.42813,400,24022,0.37573,0.4845
661,661,2016,Brandenburg,Often,0.1748,164,24022,0.14542,0.21347
662,662,2016,Brandenburg,Very often,0.04596,45,24022,0.02417,0.0807
663,663,2016,Mecklenburg-Western Pomerania,Very seldom,0.13413,57,24022,0.10684,0.17705
664,664,2016,Mecklenburg-Western Pomerania,Seldom,0.30398,152,24022,0.26104,0.36517
665,665,2016,Mecklenburg-Western Pomerania,Sometimes,0.39226,196,24022,0.33716,0.45591
666,666,2016,Mecklenburg-Western Pomerania,Often,0.16963,91,24022,0.13376,0.21402
667,667,2016,Saxony,Very seldom,0.0849,136,24022,0.06867,0.10127
668,668,2016,Saxony,Seldom,0.24668,366,24022,0.22075,0.27715
669,669,2016,Saxony,Sometimes,0.42798,619,24022,0.39181,0.46848
670,670,2016,Saxony,Often,0.18461,244,24022,0.15429,0.21576
671,671,2016,Saxony,Very often,0.05583,78,24022,0.04286,0.06906
672,672,2016,Saxony-Anhalt,Very seldom,0.14768,104,24022,0.12444,0.1769
673,673,2016,Saxony-Anhalt,Seldom,0.27454,237,24022,0.2313,0.31439
674,674,2016,Saxony-Anhalt,Sometimes,0.42977,341,24022,0.36999,0.49309
675,675,2016,Saxony-Anhalt,Often,0.14801,122,24022,0.12284,0.17709
676,676,2016,Thuringa,Very seldom,0.18828,138,24022,0.15123,0.23828
677,677,2016,Thuringa,Seldom,0.27993,241,24022,0.24308,0.31418
678,678,2016,Thuringa,Sometimes,0.3478,329,24022,0.30197,0.38943
679,679,2016,Thuringa,Often,0.14359,147,24022,0.11621,0.17179
