"plh0184","year","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Selten","2009","2","911","0.243072500170406","0.229164686120934","0.256980314219878"
"Selten","2009","3","868","0.255140318369127","0.240415385859478","0.269865250878776"
"Selten","2009","4","989","0.244961284065475","0.231518950373979","0.25840361775697"
"Selten","2009","5 Einkommensstärkstes Quintil","1100","0.263310867900762","0.249724754347738","0.276896981453787"
"Manchmal","2010","1 Einkommensschwächstes Quintil","982","0.41269862907079","0.392923678176015","0.432473579965565"
"Manchmal","2010","2","1435","0.425824829398323","0.409045570904763","0.442604087891883"
"Manchmal","2010","3","1336","0.423400987773168","0.405860022443758","0.440941953102578"
"Manchmal","2010","4","1682","0.450017109192897","0.434228391876405","0.465805826509388"
"Manchmal","2010","5 Einkommensstärkstes Quintil","1736","0.431252551315426","0.415925898155979","0.446579204474872"
"Oft","2010","1 Einkommensschwächstes Quintil","448","0.178253542828807","0.162880621713175","0.193626463944439"
"Oft","2010","2","537","0.160111331595644","0.147667418608128","0.17255524458316"
"Oft","2010","3","518","0.167636578321983","0.15437541887201","0.180897737771956"
"Oft","2010","4","650","0.154686727627695","0.14321065952832","0.166162795727069"
"Oft","2010","5 Einkommensstärkstes Quintil","629","0.186772364468566","0.174711341826435","0.198833387110697"
"Sehr oft","2010","1 Einkommensschwächstes Quintil","102","0.0356470610470063","0.0281997711036883","0.0430943509903242"
"Sehr oft","2010","2","117","0.0374415178275994","0.030999449070315","0.0438835865848838"
"Sehr oft","2010","3","72","0.0247426199965908","0.019227904972148","0.0302573350210335"
"Sehr oft","2010","4","108","0.0268233947620202","0.0216958383468774","0.031950951177163"
"Sehr oft","2010","5 Einkommensstärkstes Quintil","97","0.0228575497477826","0.0182325092774281","0.027482590218137"
"Sehr selten","2010","1 Einkommensschwächstes Quintil","226","0.104085689587187","0.0918198539154432","0.116351525258931"
"Sehr selten","2010","2","413","0.12694856873339","0.115651418900874","0.138245718565906"
"Sehr selten","2010","3","346","0.12040843462047","0.108855040386347","0.131961828854592"
"Sehr selten","2010","4","397","0.103742328866848","0.0940650738431561","0.113419583890541"
"Sehr selten","2010","5 Einkommensstärkstes Quintil","411","0.0939573972149164","0.0849279417917202","0.102986852638113"
"Selten","2010","1 Einkommensschwächstes Quintil","623","0.26931507746621","0.251496878662795","0.287133276269625"
"Selten","2010","2","834","0.249673752445043","0.234986296268965","0.26436120862112"
"Selten","2010","3","776","0.263811379287788","0.248166150367996","0.27945660820758"
"Selten","2010","4","977","0.26473043955054","0.250728668227028","0.278732210874052"
"Selten","2010","5 Einkommensstärkstes Quintil","1138","0.265160137253309","0.251499459985461","0.278820814521157"
"Manchmal","2011","1 Einkommensschwächstes Quintil","1283","0.387746647735317","0.371092523565934","0.4044007719047"
"Manchmal","2011","2","1655","0.414826423198086","0.39959036107186","0.430062485324312"
"Manchmal","2011","3","1478","0.408850804189037","0.392938846483152","0.424762761894922"
"Manchmal","2011","4","1911","0.416825897454293","0.402648877517763","0.431002917390824"
"Manchmal","2011","5 Einkommensstärkstes Quintil","2120","0.429775829832281","0.416097861953424","0.443453797711137"
"Oft","2011","1 Einkommensschwächstes Quintil","629","0.189036060536462","0.175653004782345","0.202419116290578"
"Oft","2011","2","623","0.158550532398119","0.147255303209962","0.169845761586275"
"Oft","2011","3","645","0.169956938426454","0.15780033085472","0.182113545998189"
"Oft","2011","4","840","0.175266064290101","0.164333693879938","0.186198434700265"
"Oft","2011","5 Einkommensstärkstes Quintil","799","0.163720416692725","0.153496790957009","0.173944042428441"
"Sehr oft","2011","1 Einkommensschwächstes Quintil","209","0.0531928256287929","0.0455220463382974","0.0608636049192883"
"Sehr oft","2011","2","148","0.0346611441911615","0.0290045045028122","0.0403177838795109"
"Sehr oft","2011","3","155","0.0403566234857644","0.0339871287559261","0.0467261182156028"
"Sehr oft","2011","4","175","0.0416172335751374","0.0358745539271461","0.0473599132231287"
"Sehr oft","2011","5 Einkommensstärkstes Quintil","159","0.0324450491444009","0.0275496307798901","0.0373404675089117"
"Sehr selten","2011","1 Einkommensschwächstes Quintil","385","0.120699361217412","0.109564024174189","0.131834698260635"
"Sehr selten","2011","2","541","0.13332003441015","0.122808302833215","0.143831765987085"
"Sehr selten","2011","3","470","0.142264341712297","0.130958122594566","0.153570560830027"
"Sehr selten","2011","4","533","0.116542360334741","0.107315727079224","0.125768993590257"
"Sehr selten","2011","5 Einkommensstärkstes Quintil","583","0.11214568909245","0.103427226257385","0.120864151927514"
"Selten","2011","1 Einkommensschwächstes Quintil","782","0.249325104882016","0.234537728136049","0.264112481627984"
"Selten","2011","2","1050","0.258641865802483","0.245100557814678","0.272183173790289"
"Selten","2011","3","919","0.238571292186448","0.224776462248976","0.25236612212392"
"Selten","2011","4","1187","0.249748444345727","0.237301483125503","0.262195405565952"
"Selten","2011","5 Einkommensstärkstes Quintil","1371","0.261913015238144","0.249764866838214","0.274061163638074"
"Manchmal","2012","1 Einkommensschwächstes Quintil","1094","0.379428599253629","0.361663366255781","0.397193832251478"
"Manchmal","2012","2","1495","0.403138415168118","0.387421760695521","0.418855069640714"
"Manchmal","2012","3","1588","0.418620805802681","0.402931246021146","0.434310365584217"
"Manchmal","2012","4","2007","0.425176585135573","0.411133876169337","0.439219294101808"
"Manchmal","2012","5 Einkommensstärkstes Quintil","2172","0.409752572721562","0.396474939141705","0.423030206301419"
"Oft","2012","1 Einkommensschwächstes Quintil","552","0.193973843194699","0.179497590647395","0.208450095742003"
"Oft","2012","2","611","0.153208133359827","0.141667611470025","0.164748655249629"
"Oft","2012","3","580","0.153851919075778","0.142377115591354","0.165326722560202"
"Oft","2012","4","762","0.159142755241776","0.148751845514302","0.169533664969251"
"Oft","2012","5 Einkommensstärkstes Quintil","810","0.154631654094217","0.144870189684135","0.164393118504298"
"Sehr oft","2012","1 Einkommensschwächstes Quintil","163","0.0493130172376142","0.0413860044350574","0.0572400300401711"
"Sehr oft","2012","2","157","0.0426513454443703","0.0361769736872775","0.049125717201463"
"Sehr oft","2012","3","132","0.031089081767766","0.0255693689418033","0.0366087945937287"
"Sehr oft","2012","4","148","0.0345216248381879","0.0293358233262206","0.0397074263501553"
"Sehr oft","2012","5 Einkommensstärkstes Quintil","141","0.03190234828285","0.0271575943686712","0.0366471021970289"
"Sehr selten","2012","1 Einkommensschwächstes Quintil","338","0.115726557859868","0.10401486143148","0.127438254288256"
"Sehr selten","2012","2","465","0.122533839388775","0.1120277907106","0.133039888066951"
"Sehr selten","2012","3","464","0.121326479438545","0.110942539245692","0.131710419631398"
"Sehr selten","2012","4","524","0.103317942582116","0.0946721240720986","0.111963761092134"
"Sehr selten","2012","5 Einkommensstärkstes Quintil","635","0.113144862189703","0.104592490928067","0.121697233451338"
"Selten","2012","1 Einkommensschwächstes Quintil","719","0.26155798245419","0.245468125336733","0.277647839571647"
"Selten","2012","2","1014","0.27846826663891","0.264106370775771","0.292830162502049"
"Selten","2012","3","1034","0.275111713915229","0.260909348157862","0.289314079672597"
"Selten","2012","4","1320","0.277841092202347","0.265117386207559","0.290564798197135"
"Selten","2012","5 Einkommensstärkstes Quintil","1512","0.290568562711669","0.278310486678999","0.302826638744338"
"Manchmal","2013","1 Einkommensschwächstes Quintil","1446","0.396183161600267","0.380630165579944","0.41173615762059"
"Manchmal","2013","2","1993","0.385977683224365","0.372512069385086","0.399443297063645"
"Manchmal","2013","3","1963","0.406854016361532","0.392955360014228","0.420752672708836"
"Manchmal","2013","4","2423","0.415060124067525","0.402305483036922","0.427814765098129"
"Manchmal","2013","5 Einkommensstärkstes Quintil","2588","0.417973002075101","0.405752867404419","0.430193136745782"
"Oft","2013","1 Einkommensschwächstes Quintil","846","0.212192543731644","0.199191190813875","0.225193896649412"
"Oft","2013","2","966","0.166999695644432","0.15668317146963","0.177316219819234"
"Oft","2013","3","851","0.156193804962803","0.145922491740614","0.166465118184991"
"Oft","2013","4","1029","0.174991388128009","0.165155927612945","0.184826848643073"
"Oft","2013","5 Einkommensstärkstes Quintil","1007","0.154832358549264","0.145869787595586","0.163794929502941"
"Sehr oft","2013","1 Einkommensschwächstes Quintil","311","0.0648775807544615","0.0570451781654647","0.0727099833434582"
"Sehr oft","2013","2","278","0.043500517165945","0.0378583940291525","0.0491426403027375"
"Sehr oft","2013","3","196","0.0340439728473586","0.0289133332090264","0.0391746124856908"
"Sehr oft","2013","4","210","0.0331303980636076","0.0284974823379166","0.0377633137892985"
"Sehr oft","2013","5 Einkommensstärkstes Quintil","189","0.0291489223050703","0.0249810167290274","0.0333168278811133"
"Sehr selten","2013","1 Einkommensschwächstes Quintil","332","0.0956258166395343","0.086274449651811","0.104977183627258"
"Sehr selten","2013","2","484","0.103117722252989","0.0947059528752773","0.1115294916307"
"Sehr selten","2013","3","504","0.116663792727962","0.107581326791056","0.125746258664869"
"Sehr selten","2013","4","543","0.101322345818603","0.0935112545984668","0.109133437038739"
"Sehr selten","2013","5 Einkommensstärkstes Quintil","697","0.115931157550748","0.107999326772782","0.123862988328715"
"Selten","2013","1 Einkommensschwächstes Quintil","864","0.231120897274094","0.217716043514625","0.244525751033562"
"Selten","2013","2","1300","0.300404381712269","0.287724078101093","0.313084685323445"
"Selten","2013","3","1285","0.286244413100345","0.273456019754477","0.299032806446212"
"Selten","2013","4","1528","0.275495743922255","0.263931026176715","0.287060461667795"
"Selten","2013","5 Einkommensstärkstes Quintil","1777","0.282114559519817","0.270964668197315","0.293264450842319"
"Manchmal","2014","1 Einkommensschwächstes Quintil","1558","0.36871267740893","0.354053594464094","0.383371760353766"
"Manchmal","2014","2","1950","0.36790635676801","0.354823162207298","0.380989551328722"
"Manchmal","2014","3","1900","0.37805353403494","0.364396889362515","0.391710178707364"
"Manchmal","2014","4","2594","0.417710054088248","0.405384182378703","0.430035925797794"
"Manchmal","2014","5 Einkommensstärkstes Quintil","2728","0.411274079611262","0.399443931804327","0.423104227418196"
"Oft","2014","1 Einkommensschwächstes Quintil","844","0.200079254731911","0.18792372909449","0.212234780369332"
"Oft","2014","2","1080","0.193507401403903","0.182789656252888","0.204225146554917"
"Oft","2014","3","906","0.166829374525091","0.156329258639483","0.1773294904107"
"Oft","2014","4","1088","0.169707768572842","0.160326169225368","0.179089367920316"
"Oft","2014","5 Einkommensstärkstes Quintil","1119","0.165436670158597","0.156503338420821","0.174370001896373"
"Sehr oft","2014","1 Einkommensschwächstes Quintil","321","0.0662228417575313","0.0586671407664976","0.0737785427485649"
"Sehr oft","2014","2","304","0.043466727791563","0.0379347177865228","0.0489987377966033"
"Sehr oft","2014","3","209","0.0411578298725433","0.0355629514535808","0.0467527082915058"
"Sehr oft","2014","4","263","0.0383745286242366","0.0335734917760127","0.0431755654724605"
"Sehr oft","2014","5 Einkommensstärkstes Quintil","223","0.0322991293120343","0.0280486892525225","0.0365495693715461"
"Sehr selten","2014","1 Einkommensschwächstes Quintil","485","0.114046512348093","0.10438832337661","0.123704701319576"
"Sehr selten","2014","2","613","0.127605813610454","0.118553782154913","0.136657845065995"
"Sehr selten","2014","3","555","0.130314091904785","0.120832794620228","0.139795389189343"
"Sehr selten","2014","4","634","0.107864759075062","0.100111832524622","0.115617685625502"
"Sehr selten","2014","5 Einkommensstärkstes Quintil","737","0.115138425490015","0.107464532590239","0.122812318389792"
"Selten","2014","1 Einkommensschwächstes Quintil","953","0.250938713753535","0.23776549987847","0.264111927628599"
"Selten","2014","2","1272","0.26751370042607","0.255504137278967","0.279523263573173"
"Selten","2014","3","1273","0.28364516966264","0.27094987897762","0.29634046034766"
"Selten","2014","4","1571","0.266342889639611","0.255295042612005","0.277390736667217"
"Selten","2014","5 Einkommensstärkstes Quintil","1839","0.275851695428092","0.265106371545017","0.286597019311166"
"Manchmal","2015","1 Einkommensschwächstes Quintil","1342","0.370406453167269","0.354574291240257","0.386238615094282"
"Manchmal","2015","2","1675","0.381016087067146","0.366472035986726","0.395560138147567"
"Manchmal","2015","3","1796","0.39924421050112","0.384946298890797","0.413542122111443"
"Manchmal","2015","4","2356","0.407137300207925","0.394550760829957","0.419723839585892"
"Manchmal","2015","5 Einkommensstärkstes Quintil","2827","0.407038821977306","0.395335291765867","0.418742352188745"
"Oft","2015","1 Einkommensschwächstes Quintil","757","0.193139004955197","0.180196892400096","0.206081117510298"
"Oft","2015","2","774","0.176664832111869","0.16524295615249","0.188086708071247"
"Oft","2015","3","845","0.167466763350678","0.156565686141488","0.178367840559868"
"Oft","2015","4","1015","0.159378379911734","0.150001166270493","0.168755593552975"
"Oft","2015","5 Einkommensstärkstes Quintil","1095","0.165168547533225","0.156322507300884","0.174014587765567"
"Sehr oft","2015","1 Einkommensschwächstes Quintil","266","0.0733666492957874","0.0648184601562286","0.0819148384353462"
"Sehr oft","2015","2","231","0.0470561962923028","0.0407143442074775","0.0533980483771281"
"Sehr oft","2015","3","210","0.0418050445487167","0.0359619138951433","0.0476481752022902"
"Sehr oft","2015","4","206","0.0305046277398066","0.0260989313638799","0.0349103241157333"
"Sehr oft","2015","5 Einkommensstärkstes Quintil","197","0.0317636069735453","0.0275858666497721","0.0359413472973186"
"Sehr selten","2015","1 Einkommensschwächstes Quintil","399","0.119139305568877","0.108518634346934","0.12975997679082"
"Sehr selten","2015","2","494","0.126617620184914","0.116658445727757","0.136576794642071"
"Sehr selten","2015","3","455","0.118573664837085","0.109135415534889","0.12801191413928"
"Sehr selten","2015","4","627","0.11770297539491","0.10944716030973","0.125958790480091"
"Sehr selten","2015","5 Einkommensstärkstes Quintil","690","0.109765954012508","0.102319118488359","0.117212789536657"
"Selten","2015","1 Einkommensschwächstes Quintil","810","0.24394858701287","0.229868814592478","0.258028359433262"
"Selten","2015","2","1109","0.268645264343768","0.255370473491351","0.281920055196185"
"Selten","2015","3","1201","0.2729103167624","0.2599053789456","0.2859152545792"
"Selten","2015","4","1649","0.285276716745624","0.273708645416683","0.296844788074566"
"Selten","2015","5 Einkommensstärkstes Quintil","1960","0.286263069503416","0.275495006690209","0.297031132316622"
"Manchmal","2016","1 Einkommensschwächstes Quintil","1233","0.381699071119973","0.364948095249935","0.398450046990012"
"Manchmal","2016","2","1643","0.413559906372881","0.398321180024542","0.428798632721219"
"Manchmal","2016","3","1622","0.39142053849891","0.376582012143219","0.4062590648546"
"Manchmal","2016","4","2407","0.401708378759058","0.389218088926112","0.414198668592004"
"Manchmal","2016","5 Einkommensstärkstes Quintil","2743","0.396541703272064","0.384911442003189","0.408171964540939"
"Oft","2016","1 Einkommensschwächstes Quintil","632","0.190456812709592","0.176917460711151","0.203996164708034"
"Oft","2016","2","730","0.175328602737027","0.163562450028231","0.187094755445824"
"Oft","2016","3","702","0.169654581568788","0.158243612855274","0.181065550282301"
"Oft","2016","4","1015","0.164134452023096","0.154697566255554","0.173571337790637"
"Oft","2016","5 Einkommensstärkstes Quintil","1101","0.173570328401092","0.164565776633146","0.182574880169038"
"Sehr oft","2016","1 Einkommensschwächstes Quintil","224","0.0669543033492692","0.0583360289631365","0.0755725777354019"
"Sehr oft","2016","2","255","0.0473493394295106","0.0407774321489379","0.0539212467100834"
"Sehr oft","2016","3","195","0.0431437590618767","0.036966544885348","0.0493209732384054"
"Sehr oft","2016","4","235","0.0365771667201416","0.0317944560504057","0.0413598773898774"
"Sehr oft","2016","5 Einkommensstärkstes Quintil","215","0.0366463554789864","0.0321792143490395","0.0411134966089334"
"Sehr selten","2016","1 Einkommensschwächstes Quintil","397","0.120828198353441","0.109589897942816","0.132066498764065"
"Sehr selten","2016","2","423","0.110239506082962","0.100548411825324","0.1199306003406"
"Sehr selten","2016","3","512","0.122477245906596","0.112510182505744","0.132444309307448"
"Sehr selten","2016","4","661","0.115630644062573","0.107483339982147","0.123777948143"
"Sehr selten","2016","5 Einkommensstärkstes Quintil","796","0.123518660167932","0.115695917769854","0.131341402566011"
"Selten","2016","1 Einkommensschwächstes Quintil","745","0.240061614467724","0.225334076053244","0.254789152882204"
"Selten","2016","2","961","0.253522645377619","0.240061428342087","0.26698386241315"
"Selten","2016","3","1125","0.27330387496383","0.259754800225147","0.286852949702512"
"Selten","2016","4","1600","0.281949358435131","0.270485687708302","0.293413029161961"
"Selten","2016","5 Einkommensstärkstes Quintil","1941","0.269722952679925","0.259171210187329","0.280274695172522"
"Manchmal","2017","1 Einkommensschwächstes Quintil","1109","0.342095146182046","0.325250307149019","0.358939985215074"
"Manchmal","2017","2","1530","0.385957316755616","0.370719645857077","0.401194987654155"
"Manchmal","2017","3","1806","0.402310022565174","0.387970105819967","0.416649939310381"
"Manchmal","2017","4","2762","0.422308948153769","0.410324423997271","0.434293472310268"
"Manchmal","2017","5 Einkommensstärkstes Quintil","3416","0.394817081964474","0.384362003123345","0.405272160805603"
"Oft","2017","1 Einkommensschwächstes Quintil","585","0.196116013645668","0.182017767748636","0.210214259542699"
"Oft","2017","2","703","0.174105551809303","0.16223643911981","0.185974664498796"
"Oft","2017","3","743","0.156298736118146","0.145679328280675","0.166918143955617"
"Oft","2017","4","1080","0.163263626545435","0.154295600170914","0.172231652919957"
"Oft","2017","5 Einkommensstärkstes Quintil","1307","0.161499341805174","0.153628465329521","0.169370218280827"
"Sehr oft","2017","1 Einkommensschwächstes Quintil","241","0.0716035485794395","0.0624488115691348","0.0807582855897442"
"Sehr oft","2017","2","224","0.0675837898030763","0.0597264443391294","0.0754411352670232"
"Sehr oft","2017","3","187","0.034753099270386","0.0293970545365541","0.0401091440042178"
"Sehr oft","2017","4","229","0.0362479891544892","0.0317129353784344","0.0407830429305441"
"Sehr oft","2017","5 Einkommensstärkstes Quintil","247","0.0312771308293797","0.0275540776123672","0.0350001840463923"
"Sehr selten","2017","1 Einkommensschwächstes Quintil","393","0.148032854451406","0.135423224423844","0.160642484478969"
"Sehr selten","2017","2","480","0.122943526790163","0.112665345287703","0.133221708292623"
"Sehr selten","2017","3","516","0.124357807576757","0.114707790419714","0.134007824733801"
"Sehr selten","2017","4","679","0.110366099553681","0.102763163423524","0.117969035683838"
"Sehr selten","2017","5 Einkommensstärkstes Quintil","914","0.106365903634958","0.0997716279920922","0.112960179277824"
"Selten","2017","1 Einkommensschwächstes Quintil","719","0.24215243714144","0.226941806684884","0.257363067597996"
"Selten","2017","2","984","0.249409814841842","0.235867033065569","0.262952596618115"
"Selten","2017","3","1240","0.282280334469536","0.269117605106075","0.295443063832998"
"Selten","2017","4","1775","0.267813336592625","0.257068870487703","0.278557802697547"
"Selten","2017","5 Einkommensstärkstes Quintil","2513","0.306040541766015","0.296183591957703","0.315897491574327"
"Manchmal","2018","1 Einkommensschwächstes Quintil","1006","0.352810699538336","0.335152364077683","0.37046903499899"
"Manchmal","2018","2","1291","0.384603292882983","0.368269675380887","0.40093691038508"
"Manchmal","2018","3","1626","0.39143204949298","0.376602363253079","0.40626173573288"
"Manchmal","2018","4","2690","0.412259517009613","0.400369531434358","0.424149502584868"
"Manchmal","2018","5 Einkommensstärkstes Quintil","3435","0.394251542792265","0.383905716016655","0.404597369567875"
"Oft","2018","1 Einkommensschwächstes Quintil","564","0.190902402176581","0.176378966103318","0.205425838249844"
"Oft","2018","2","613","0.165167752907958","0.152700793764108","0.177634712051809"
"Oft","2018","3","762","0.177870064546485","0.166251007192296","0.189489121900674"
"Oft","2018","4","1114","0.158458345014316","0.149637736510963","0.16727895351767"
"Oft","2018","5 Einkommensstärkstes Quintil","1284","0.154267002088924","0.146620100497183","0.161913903680665"
"Sehr oft","2018","1 Einkommensschwächstes Quintil","207","0.0701203345363205","0.0606841029700228","0.0795565661026183"
"Sehr oft","2018","2","233","0.064305540967966","0.0560700494382047","0.0725410324977274"
"Sehr oft","2018","3","188","0.0446572083025937","0.0383813282619941","0.0509330883431934"
"Sehr oft","2018","4","231","0.0337724567611417","0.0294090649350606","0.0381358485872228"
"Sehr oft","2018","5 Einkommensstärkstes Quintil","287","0.0327095739252667","0.0289438521329229","0.0364752957176105"
"Sehr selten","2018","1 Einkommensschwächstes Quintil","366","0.130729886585447","0.118272468466449","0.143187304704446"
"Sehr selten","2018","2","379","0.120254316746593","0.109334201851541","0.131174431641645"
"Sehr selten","2018","3","455","0.110986830990058","0.101442641442726","0.12053102053739"
"Sehr selten","2018","4","732","0.11446230814779","0.106772102473928","0.122152513821653"
"Sehr selten","2018","5 Einkommensstärkstes Quintil","1022","0.122738931775608","0.115792081459365","0.129685782091851"
"Selten","2018","1 Einkommensschwächstes Quintil","670","0.255436677163315","0.239320736024867","0.271552618301763"
"Selten","2018","2","892","0.265669096494499","0.250839999014155","0.280498193974844"
"Selten","2018","3","1130","0.275053846667884","0.261485998669402","0.288621694666365"
"Selten","2018","4","1817","0.281047373067139","0.27018954194562","0.291905204188657"
"Selten","2018","5 Einkommensstärkstes Quintil","2543","0.296032949417936","0.286368468438176","0.305697430397697"
"Manchmal","2019","1 Einkommensschwächstes Quintil","860","0.357865518410705","0.338354917759609","0.377376119061802"
"Manchmal","2019","2","1061","0.349443047842564","0.332283992255849","0.366602103429278"
"Manchmal","2019","3","1403","0.380502388554856","0.364693096016942","0.396311681092771"
"Manchmal","2019","4","2460","0.39006341850002","0.378008417642192","0.402118419357847"
"Manchmal","2019","5 Einkommensstärkstes Quintil","4197","0.400924698181205","0.391591924852434","0.410257471509976"
