"plh0184","year","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"Manchmal","2007","(Fach-)Abitur","1019","0.44932472638915","0.42923042975117","0.469419023027129"
"Manchmal","2007","(noch) kein Abschluss","224","0.398232334859697","0.357505160160762","0.438959509558632"
"Manchmal","2007","AkademikerIn","1914","0.426727705239331","0.412085103420092","0.441370307058569"
"Manchmal","2007","Hauptschule","2827","0.390488453057021","0.379309366740933","0.401667539373108"
"Manchmal","2007","Realschule","2337","0.427580006818887","0.414368854638617","0.440791158999157"
"Oft","2007","(Fach-)Abitur","539","0.229320960123263","0.212338386293819","0.246303533952706"
"Oft","2007","(noch) kein Abschluss","114","0.21348239218147","0.17939161873038","0.247573165632559"
"Oft","2007","AkademikerIn","875","0.214063326038734","0.201920290458866","0.226206361618602"
"Oft","2007","Hauptschule","1342","0.180567340830326","0.171753047924542","0.189381633736109"
"Oft","2007","Realschule","1233","0.234517518043929","0.22320316109035","0.245831874997507"
"Sehr oft","2007","(Fach-)Abitur","148","0.0558597630052301","0.0465826540016118","0.0651368720088484"
"Sehr oft","2007","(noch) kein Abschluss","37","0.0781611929677048","0.0558293439718112","0.100493041963598"
"Sehr oft","2007","AkademikerIn","231","0.0618220991125066","0.0546923076313518","0.0689518905936615"
"Sehr oft","2007","Hauptschule","370","0.0509290061789978","0.0458911798297211","0.0559668325282746"
"Sehr oft","2007","Realschule","346","0.0645405599304612","0.0579790551637202","0.0711020646972022"
"Sehr selten","2007","(Fach-)Abitur","200","0.0833789040569322","0.0722110976443383","0.0945467104695261"
"Sehr selten","2007","(noch) kein Abschluss","62","0.108790296738631","0.082885115604676","0.134695477872585"
"Sehr selten","2007","AkademikerIn","391","0.0885434273465409","0.0801331849980229","0.0969536696950589"
"Sehr selten","2007","Hauptschule","948","0.131529744578246","0.123785114021982","0.139274375134511"
"Sehr selten","2007","Realschule","442","0.0822741968401377","0.0749364470225828","0.0896119466576925"
"Selten","2007","(Fach-)Abitur","448","0.182115646425425","0.166524988540974","0.197706304309876"
"Selten","2007","(noch) kein Abschluss","118","0.201333783252498","0.167972512576897","0.234695053928099"
"Selten","2007","AkademikerIn","972","0.208843442262888","0.196809608903496","0.22087727562228"
"Selten","2007","Hauptschule","1829","0.246485455355409","0.236610100479298","0.25636081023152"
"Selten","2007","Realschule","1029","0.191087718366585","0.180588868983879","0.201586567749292"
"Manchmal","2008","(Fach-)Abitur","927","0.437781648885289","0.416898319573344","0.458664978197233"
"Manchmal","2008","(noch) kein Abschluss","213","0.406369775217177","0.365058663906678","0.447680886527675"
"Manchmal","2008","AkademikerIn","1822","0.42191567211261","0.406949436247345","0.436881907977875"
"Manchmal","2008","Hauptschule","2739","0.413387439237363","0.401677904562315","0.42509697391241"
"Manchmal","2008","Realschule","2322","0.442926536471145","0.429300413513377","0.456552659428913"
"Oft","2008","(Fach-)Abitur","457","0.22061632703414","0.203161605330061","0.238071048738219"
"Oft","2008","(noch) kein Abschluss","117","0.217195668617302","0.182513969488564","0.25187736774604"
"Oft","2008","AkademikerIn","721","0.188141949534791","0.176298259591384","0.199985639478199"
"Oft","2008","Hauptschule","1135","0.164944936409219","0.156119984029288","0.173769888789151"
"Oft","2008","Realschule","1020","0.208915048974364","0.197763206098579","0.22006689185015"
"Sehr oft","2008","(Fach-)Abitur","106","0.050030795775039","0.0408539819550286","0.0592076095950494"
"Sehr oft","2008","(noch) kein Abschluss","","","",""
"Sehr oft","2008","AkademikerIn","145","0.0346583769450959","0.0291153270831647","0.0402014268070272"
"Sehr oft","2008","Hauptschule","301","0.0426306045985271","0.0378267944446614","0.0474344147523928"
"Sehr oft","2008","Realschule","250","0.0521934679006836","0.0460922274153904","0.0582947083859769"
"Sehr selten","2008","(Fach-)Abitur","184","0.0878497914722185","0.0759340245277617","0.0997655584166753"
"Sehr selten","2008","(noch) kein Abschluss","58","0.111351279639914","0.0848930462981726","0.137809512981655"
"Sehr selten","2008","AkademikerIn","416","0.0967190587502944","0.0877618723320499","0.105676245168539"
"Sehr selten","2008","Hauptschule","825","0.12315975537207","0.115345637359994","0.130973873384146"
"Sehr selten","2008","Realschule","414","0.0795574339791532","0.0721342718070189","0.0869805961512874"
"Selten","2008","(Fach-)Abitur","494","0.203721436833314","0.186767548067546","0.220675325599082"
"Selten","2008","(noch) kein Abschluss","135","0.235066412334061","0.19940033629178","0.270732488376342"
"Selten","2008","AkademikerIn","1079","0.258564942657208","0.245296329341426","0.27183355597299"
"Selten","2008","Hauptschule","1794","0.255877264382821","0.245501419840633","0.266253108925009"
"Selten","2008","Realschule","1099","0.216407512674654","0.205111334957819","0.22770369039149"
"Manchmal","2009","(Fach-)Abitur","827","0.422467655155845","0.400825055057788","0.444110255253902"
"Manchmal","2009","(noch) kein Abschluss","200","0.448303872977529","0.403906141020256","0.492701604934802"
"Manchmal","2009","AkademikerIn","1710","0.42779195412251","0.412503401905576","0.443080506339445"
"Manchmal","2009","Hauptschule","2413","0.393533272332643","0.381352264807124","0.405714279858163"
"Manchmal","2009","Realschule","2085","0.429490373233218","0.415483984529709","0.443496761936728"
"Oft","2009","(Fach-)Abitur","473","0.242609328445954","0.223827482654485","0.261391174237424"
"Oft","2009","(noch) kein Abschluss","96","0.205562504336442","0.169485838914591","0.241639169758293"
"Oft","2009","AkademikerIn","685","0.170991974379259","0.159357673107853","0.182626275650666"
"Oft","2009","Hauptschule","996","0.164873952469048","0.155621837243944","0.174126067694152"
"Oft","2009","Realschule","963","0.205030395840961","0.193606812456437","0.216453979225486"
"Sehr oft","2009","(Fach-)Abitur","80","0.036784214771291","0.0285368142260122","0.0450316153165697"
"Sehr oft","2009","(noch) kein Abschluss","","","",""
"Sehr oft","2009","AkademikerIn","131","0.0336543926704261","0.0280817628839503","0.0392270224569019"
"Sehr oft","2009","Hauptschule","261","0.0429374323273156","0.0378829440497382","0.0479919206048931"
"Sehr oft","2009","Realschule","222","0.0448470568728158","0.0389907826847396","0.0507033310608921"
"Sehr selten","2009","(Fach-)Abitur","148","0.0691537316497222","0.0580371480616256","0.0802703152378189"
"Sehr selten","2009","(noch) kein Abschluss","53","0.0885542410443917","0.0631915886958865","0.113916893392897"
"Sehr selten","2009","AkademikerIn","411","0.102265240301965","0.0929023245222784","0.111628156081652"
"Sehr selten","2009","Hauptschule","837","0.137026524142128","0.12845239465647","0.145600653627785"
"Sehr selten","2009","Realschule","404","0.0846134269332355","0.0767386206245555","0.0924882332419155"
"Selten","2009","(Fach-)Abitur","473","0.228985069977187","0.210574826841211","0.247395313113164"
"Selten","2009","(noch) kein Abschluss","113","0.205141625951181","0.16909236666286","0.241190885239502"
"Selten","2009","AkademikerIn","1086","0.265296438525839","0.251653910419303","0.278938966632375"
"Selten","2009","Hauptschule","1672","0.261628818728865","0.250669863505499","0.272587773952231"
"Selten","2009","Realschule","1124","0.236018747119769","0.224003503792705","0.248033990446834"
"Manchmal","2010","(Fach-)Abitur","830","0.45420399874217","0.431792568348536","0.476615429135804"
"Manchmal","2010","(noch) kein Abschluss","168","0.412328452021777","0.364796191668914","0.459860712374639"
"Manchmal","2010","AkademikerIn","1727","0.44343033582223","0.427684648780374","0.459176022864085"
"Manchmal","2010","Hauptschule","2298","0.423120079343623","0.410153593270744","0.436086565416502"
"Manchmal","2010","Realschule","1981","0.429035961886295","0.414507177296408","0.443564746476182"
"Oft","2010","(Fach-)Abitur","362","0.174893546290572","0.157794542502643","0.1919925500785"
"Oft","2010","(noch) kein Abschluss","86","0.23280378625871","0.191995559096226","0.273612013421193"
"Oft","2010","AkademikerIn","593","0.179798960171462","0.167627494042306","0.191970426300617"
"Oft","2010","Hauptschule","774","0.128741508340324","0.119951676284079","0.13753134039657"
"Oft","2010","Realschule","866","0.202457674088094","0.190662019386339","0.214253328789849"
"Sehr oft","2010","(Fach-)Abitur","65","0.0349516555163193","0.0266848573360874","0.0432184536965511"
"Sehr oft","2010","(noch) kein Abschluss","","","",""
"Sehr oft","2010","AkademikerIn","97","0.02251629074997","0.017814185593691","0.0272183959062489"
"Sehr oft","2010","Hauptschule","163","0.0263247151811936","0.0221229025484161","0.0305265278139711"
"Sehr oft","2010","Realschule","144","0.036421204916765","0.0309220135786741","0.041920396254856"
"Sehr selten","2010","(Fach-)Abitur","176","0.0777190207724897","0.0656679895807919","0.0897700519641875"
"Sehr selten","2010","(noch) kein Abschluss","44","0.11273994071498","0.0822003051679081","0.143279576262051"
"Sehr selten","2010","AkademikerIn","373","0.0852014555048669","0.0763528386888","0.0940500723209338"
"Sehr selten","2010","Hauptschule","778","0.142062482998396","0.132899955329311","0.15122501066748"
"Sehr selten","2010","Realschule","386","0.0966403217553554","0.087966957348052","0.105313686162659"
"Selten","2010","(Fach-)Abitur","463","0.258231778678449","0.238531703678827","0.277931853678071"
"Selten","2010","(noch) kein Abschluss","103","0.224734038567937","0.184429006654371","0.265039070481502"
"Selten","2010","AkademikerIn","1034","0.269052957751472","0.25499730591127","0.283108609591674"
"Selten","2010","Hauptschule","1564","0.279751214136463","0.267970407541976","0.29153202073095"
"Selten","2010","Realschule","1081","0.235444837353491","0.222990315541626","0.247899359165355"
"Manchmal","2011","(Fach-)Abitur","1027","0.440240644099949","0.420511326962135","0.459969961237763"
"Manchmal","2011","(noch) kein Abschluss","249","0.418121598992138","0.377268830102424","0.458974367881853"
"Manchmal","2011","AkademikerIn","1957","0.43760573635836","0.423235227684795","0.451976245031924"
"Manchmal","2011","Hauptschule","2689","0.3850007261793","0.373683072235737","0.396318380122862"
"Manchmal","2011","Realschule","2350","0.424626652451954","0.411552881727218","0.43770042317669"
"Oft","2011","(Fach-)Abitur","491","0.1961938618105","0.180411039293439","0.211976684327561"
"Oft","2011","(noch) kein Abschluss","100","0.201174102723525","0.167971954660695","0.234376250786354"
"Oft","2011","AkademikerIn","758","0.164606085283334","0.153864242450269","0.1753479281164"
"Oft","2011","Hauptschule","1046","0.143310542739859","0.135160889763955","0.151460195715764"
"Oft","2011","Realschule","1031","0.193581743520314","0.183131299498116","0.204032187542511"
"Sehr oft","2011","(Fach-)Abitur","92","0.030405482458887","0.0235815089722748","0.0372294559454992"
"Sehr oft","2011","(noch) kein Abschluss","","","",""
"Sehr oft","2011","AkademikerIn","130","0.0295475168200034","0.0246423042902751","0.0344527293497318"
"Sehr oft","2011","Hauptschule","324","0.0417702067782548","0.0371169557478577","0.0464234578086518"
"Sehr oft","2011","Realschule","246","0.0473459877804063","0.0417286367953442","0.0529633387654685"
"Sehr selten","2011","(Fach-)Abitur","223","0.0842176917023614","0.073180359929844","0.0952550234748788"
"Sehr selten","2011","(noch) kein Abschluss","56","0.110471155311027","0.0845079359181241","0.136434374703929"
"Sehr selten","2011","AkademikerIn","509","0.112358166661659","0.103210056203035","0.121506277120284"
"Sehr selten","2011","Hauptschule","1101","0.160442642944674","0.151906269143227","0.168979016746121"
"Sehr selten","2011","Realschule","566","0.105157906925001","0.0970442519039869","0.113271561946014"
"Selten","2011","(Fach-)Abitur","599","0.248942319928303","0.231757209875935","0.26612742998067"
"Selten","2011","(noch) kein Abschluss","129","0.220808197372639","0.186453679258098","0.25516271548718"
"Selten","2011","AkademikerIn","1224","0.255882494876643","0.24324237345748","0.268522616295807"
"Selten","2011","Hauptschule","1941","0.269475881357912","0.259156217180899","0.279795545534925"
"Selten","2011","Realschule","1298","0.229287709322326","0.218168884208365","0.240406534436287"
"Manchmal","2012","(Fach-)Abitur","1052","0.413938056088589","0.394334644511541","0.433541467665637"
"Manchmal","2012","(noch) kein Abschluss","211","0.374716178134598","0.334040157477143","0.415392198792052"
"Manchmal","2012","AkademikerIn","1950","0.422762712575878","0.40855183004754","0.436973595104217"
"Manchmal","2012","Hauptschule","2640","0.387411817318647","0.375936316070674","0.39888731856662"
"Manchmal","2012","Realschule","2305","0.431385783449363","0.418221106822376","0.44455046007635"
"Oft","2012","(Fach-)Abitur","449","0.182624828843163","0.167247430978243","0.198002226708083"
"Oft","2012","(noch) kein Abschluss","113","0.230140391285787","0.194769106732511","0.265511675839064"
"Oft","2012","AkademikerIn","691","0.15155214320686","0.14123667030225","0.161867616111469"
"Oft","2012","Hauptschule","1012","0.140820640244287","0.132627016818721","0.149014263669853"
"Oft","2012","Realschule","967","0.174425521975302","0.164338764717245","0.184512279233358"
"Sehr oft","2012","(Fach-)Abitur","81","0.0366319849106728","0.0291551368218731","0.0441088329994724"
"Sehr oft","2012","(noch) kein Abschluss","30","0.0525318588002401","0.033784403226127","0.0712793143743533"
"Sehr oft","2012","AkademikerIn","94","0.0196829969016221","0.0156870068100998","0.0236789869931445"
