"plh0184","year","age_gr","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Sehr selten","2007","17-29","(noch) kein Abschluss","33","0.0866493513883035","0.0577492858230071","0.1155494169536"
"Sehr selten","2007","17-29","Hauptschule","37","0.0524501232736294","0.0341326209975863","0.0707676255496725"
"Sehr selten","2007","17-29","Realschule","47","0.048136962982257","0.0344965004370769","0.061777425527437"
"Sehr selten","2007","17-29","(Fach-)Abitur","66","0.0666430176115968","0.0502944183346909","0.0829916168885028"
"Sehr selten","2007","17-29","AkademikerIn","14","","",""
"Sehr selten","2007","30-45","(noch) kein Abschluss","2","","",""
"Sehr selten","2007","30-45","Hauptschule","112","0.0760548568939517","0.0623680332681795","0.089741680519724"
"Sehr selten","2007","30-45","Realschule","117","0.0525954118083025","0.0428050051695399","0.0623858184470651"
"Sehr selten","2007","30-45","(Fach-)Abitur","56","0.0756129274627416","0.0573498017381115","0.0938760531873716"
"Sehr selten","2007","30-45","AkademikerIn","83","0.058241920502811","0.0458719506303751","0.070611890375247"
"Sehr selten","2007","46-65","(noch) kein Abschluss","11","","",""
"Sehr selten","2007","46-65","Hauptschule","272","0.102277323766823","0.0906702152317218","0.113884432301925"
"Sehr selten","2007","46-65","Realschule","161","0.0843951087638419","0.0718826800808712","0.0969075374468126"
"Sehr selten","2007","46-65","(Fach-)Abitur","42","0.0829444846759891","0.0577956032379732","0.108093366114005"
"Sehr selten","2007","46-65","AkademikerIn","153","0.0726010450327961","0.0611427575295987","0.0840593325359936"
"Sehr selten","2007","66","(noch) kein Abschluss","","","",""
"Sehr selten","2007","66","Hauptschule","","","",""
"Sehr selten","2007","66","Realschule","","","",""
"Sehr selten","2007","66","(Fach-)Abitur","","","",""
"Sehr selten","2007","66","AkademikerIn","","","",""
"Selten","2007","17-29","(noch) kein Abschluss","87","0.24939529178031","0.204947809394969","0.293842774165651"
"Selten","2007","17-29","Hauptschule","123","0.178875711667912","0.147385752726363","0.210365670609462"
"Selten","2007","17-29","Realschule","177","0.196985907980668","0.171641527165761","0.222330288795576"
"Selten","2007","17-29","(Fach-)Abitur","183","0.198248508307522","0.172114610769924","0.224382405845119"
"Selten","2007","17-29","AkademikerIn","56","0.21471133643538","0.16069641417599","0.26872625869477"
"Selten","2007","30-45","(noch) kein Abschluss","3","","",""
"Selten","2007","30-45","Hauptschule","266","0.191231162478252","0.170925945354713","0.211536379601791"
"Selten","2007","30-45","Realschule","305","0.154166281057338","0.138328430026555","0.170004132088121"
"Selten","2007","30-45","(Fach-)Abitur","111","0.131727750225162","0.108365388245666","0.155090112204658"
"Selten","2007","30-45","AkademikerIn","248","0.180277604092268","0.159973426186032","0.200581781998505"
"Selten","2007","46-65","(noch) kein Abschluss","12","","",""
"Selten","2007","46-65","Hauptschule","628","0.239643890953031","0.223292489891437","0.255995292014624"
"Selten","2007","46-65","Realschule","387","0.198549128437658","0.180593468579364","0.216504788295953"
"Selten","2007","46-65","(Fach-)Abitur","94","0.179107967841946","0.144143447354417","0.214072488329475"
"Selten","2007","46-65","AkademikerIn","448","0.20897688654063","0.191022991083707","0.226930781997553"
"Selten","2007","66","(noch) kein Abschluss","","","",""
"Selten","2007","66","Hauptschule","","","",""
"Selten","2007","66","Realschule","","","",""
"Selten","2007","66","(Fach-)Abitur","","","",""
"Selten","2007","66","AkademikerIn","","","",""
"Manchmal","2007","17-29","(noch) kein Abschluss","143","0.363236474896274","0.313830301924137","0.41264264786841"
"Manchmal","2007","17-29","Hauptschule","220","0.411733494932032","0.371295732385788","0.452171257478275"
"Manchmal","2007","17-29","Realschule","398","0.42781036337078","0.396282236675223","0.459338490066337"
"Manchmal","2007","17-29","(Fach-)Abitur","387","0.461930734405205","0.42925037274727","0.49461109606314"
"Manchmal","2007","17-29","AkademikerIn","100","0.472564511221614","0.406891515142849","0.53823750730038"
"Manchmal","2007","30-45","(noch) kein Abschluss","21","","",""
"Manchmal","2007","30-45","Hauptschule","561","0.4020597391533","0.376744018653051","0.42737545965355"
"Manchmal","2007","30-45","Realschule","895","0.434068477215127","0.412330450155204","0.455806504275051"
