"plh0184","year","bildungsniveau","sex","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Manchmal","2007","(Fach-)Abitur","maennlich","439","0.427108816678254","0.397146175887403","0.457071457469106"
"Manchmal","2007","(Fach-)Abitur","weiblich","580","0.468841752506867","0.441787508529379","0.495895996484355"
"Manchmal","2007","(noch) kein Abschluss","maennlich","100","0.416448621783534","0.35459381680197","0.478303426765099"
"Manchmal","2007","(noch) kein Abschluss","weiblich","124","0.38211713935619","0.328113972349435","0.436120306362945"
"Manchmal","2007","AkademikerIn","maennlich","1035","0.412264874745337","0.392596011086372","0.431933738404302"
"Manchmal","2007","AkademikerIn","weiblich","879","0.445326639500046","0.42341863869201","0.467234640308083"
"Manchmal","2007","Hauptschule","maennlich","1334","0.382596779501316","0.36661796777679","0.398575591225842"
"Manchmal","2007","Hauptschule","weiblich","1493","0.39790319803925","0.382262340136243","0.413544055942257"
"Manchmal","2007","Realschule","maennlich","990","0.426230628287348","0.405882622571114","0.446578634003581"
"Manchmal","2007","Realschule","weiblich","1347","0.428653969327095","0.411283439403803","0.446024499250388"
"Oft","2007","(Fach-)Abitur","maennlich","241","0.250258321590886","0.224020677235961","0.27649596594581"
"Oft","2007","(Fach-)Abitur","weiblich","298","0.210927158747699","0.18880970659294","0.233044610902458"
"Oft","2007","(noch) kein Abschluss","maennlich","45","0.177672604573925","0.129711873810136","0.225633335337715"
"Oft","2007","(noch) kein Abschluss","weiblich","69","0.245161829964121","0.197351554024813","0.292972105903429"
"Oft","2007","AkademikerIn","maennlich","491","0.232447835296267","0.215569990730109","0.249325679862425"
"Oft","2007","AkademikerIn","weiblich","384","0.190421184948967","0.173113779983895","0.20772858991404"
"Oft","2007","Hauptschule","maennlich","701","0.198884476922977","0.185761347965544","0.212007605880409"
"Oft","2007","Hauptschule","weiblich","641","0.163357189906938","0.151543709536129","0.175170670277748"
"Oft","2007","Realschule","maennlich","502","0.230508669420849","0.213179556144332","0.247837782697367"
"Oft","2007","Realschule","weiblich","731","0.237708137296895","0.222766688807291","0.252649585786499"
"Sehr oft","2007","(Fach-)Abitur","maennlich","55","0.0484276621307213","0.035424696746687","0.0614306275147556"
"Sehr oft","2007","(Fach-)Abitur","weiblich","93","0.0623889805238876","0.0492767796701711","0.0755011813776042"
"Sehr oft","2007","(noch) kein Abschluss","maennlich","12","","",""
"Sehr oft","2007","(noch) kein Abschluss","weiblich","25","","",""
"Sehr oft","2007","AkademikerIn","maennlich","103","0.049352228100708","0.0406972997071863","0.0580071564942297"
"Sehr oft","2007","AkademikerIn","weiblich","128","0.0778581240997566","0.0660468813219925","0.0896693668775206"
"Sehr oft","2007","Hauptschule","maennlich","181","0.052389056174467","0.0450637682367929","0.0597143441121412"
"Sehr oft","2007","Hauptschule","weiblich","189","0.0495571934321461","0.0426220564925718","0.0564923303717204"
"Sehr oft","2007","Realschule","maennlich","130","0.058507368116355","0.0488503157362818","0.0681644204964281"
"Sehr oft","2007","Realschule","weiblich","216","0.0693423421299942","0.0604256398451847","0.0782590444148038"
"Sehr selten","2007","(Fach-)Abitur","maennlich","101","0.0845450364768506","0.0676935855515163","0.101396487402185"
"Sehr selten","2007","(Fach-)Abitur","weiblich","99","0.0823544383837979","0.0674508349380464","0.0972580418295494"
"Sehr selten","2007","(noch) kein Abschluss","maennlich","30","0.123781345221528","0.0824588037221065","0.16510388672095"
"Sehr selten","2007","(noch) kein Abschluss","weiblich","32","0.0955283362680635","0.0628596638381599","0.128197008697967"
"Sehr selten","2007","AkademikerIn","maennlich","234","0.0894060299644597","0.0780049479480947","0.100807111980825"
"Sehr selten","2007","AkademikerIn","weiblich","157","0.0874341362302233","0.0749827593700046","0.0998855130904419"
"Sehr selten","2007","Hauptschule","maennlich","421","0.111640256829311","0.10128658899935","0.121993924659271"
"Sehr selten","2007","Hauptschule","weiblich","527","0.150217223025567","0.138800209320654","0.161634236730479"
"Sehr selten","2007","Realschule","maennlich","184","0.0771410393466727","0.066162583671663","0.0881194950216825"
"Sehr selten","2007","Realschule","weiblich","258","0.08635964696985","0.0765001876095924","0.0962191063301076"
"Selten","2007","(Fach-)Abitur","maennlich","211","0.189660163123288","0.1659138382611","0.213406487985477"
"Selten","2007","(Fach-)Abitur","weiblich","237","0.175487669837749","0.154865603562992","0.196109736112505"
"Selten","2007","(noch) kein Abschluss","maennlich","57","0.219068195485772","0.167170341657945","0.270966049313599"
"Selten","2007","(noch) kein Abschluss","weiblich","61","0.185644882354422","0.14243169482765","0.228858069881195"
"Selten","2007","AkademikerIn","maennlich","543","0.216529031893228","0.200071306914518","0.232986756871938"
"Selten","2007","AkademikerIn","weiblich","429","0.198959915221006","0.181362265270953","0.21655756517106"
"Selten","2007","Hauptschule","maennlich","917","0.25448943057193","0.240169162208333","0.268809698935527"
