"plh0184","year","bildungsniveau","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Sehr selten","2007","Hauptschule","Sachsen-Anhalt","51","0.213394024692195","0.16198694591656","0.264801103467829"
"Sehr selten","2007","Hauptschule","Thueringen","39","0.141144561747171","0.100435879830751","0.181853243663591"
"Sehr selten","2007","Realschule","Schleswig-Holstein","28","","",""
"Sehr selten","2007","Realschule","Hamburg","6","0.0800809670848916","0.0169476841206774","0.143214250049106"
"Sehr selten","2007","Realschule","Niedersachsen","41","0.100063009894703","0.0744911045825802","0.125634915206827"
"Sehr selten","2007","Realschule","Bremen","3","","",""
"Sehr selten","2007","Realschule","Nordrhein-Westfalen","92","0.0957547747857919","0.0761113236989794","0.115398225872604"
"Sehr selten","2007","Realschule","Hessen","27","","",""
"Sehr selten","2007","Realschule","Rheinland-Pfalz,Saarland","26","","",""
"Sehr selten","2007","Realschule","Baden-Wuerttemberg","38","0.0671497980625949","0.0463086557538136","0.0879909403713761"
"Sehr selten","2007","Realschule","Bayern","72","0.0908328592097914","0.069024221795182","0.112641496624401"
"Sehr selten","2007","Realschule","Saarland","","","",""
"Sehr selten","2007","Realschule","Berlin","17","","",""
"Sehr selten","2007","Realschule","Brandenburg","11","","",""
"Sehr selten","2007","Realschule","Mecklenburg-Vorpommern","19","","",""
"Sehr selten","2007","Realschule","Sachsen","27","","",""
"Sehr selten","2007","Realschule","Sachsen-Anhalt","18","","",""
"Sehr selten","2007","Realschule","Thueringen","17","","",""
"Sehr selten","2007","(Fach-)Abitur","Schleswig-Holstein","10","","",""
"Sehr selten","2007","(Fach-)Abitur","Hamburg","2","","",""
"Sehr selten","2007","(Fach-)Abitur","Niedersachsen","17","","",""
"Sehr selten","2007","(Fach-)Abitur","Bremen","1","","",""
"Sehr selten","2007","(Fach-)Abitur","Nordrhein-Westfalen","57","0.0775493851527795","0.0569084687237645","0.0981903015817946"
"Sehr selten","2007","(Fach-)Abitur","Hessen","17","","",""
"Sehr selten","2007","(Fach-)Abitur","Rheinland-Pfalz,Saarland","17","","",""
"Sehr selten","2007","(Fach-)Abitur","Baden-Wuerttemberg","18","","",""
"Sehr selten","2007","(Fach-)Abitur","Bayern","33","0.128601992744596","0.090401478142679","0.166802507346512"
"Sehr selten","2007","(Fach-)Abitur","Saarland","","","",""
"Sehr selten","2007","(Fach-)Abitur","Berlin","8","0.0777083737988466","0.0274506419154556","0.127966105682238"
"Sehr selten","2007","(Fach-)Abitur","Brandenburg","4","0.0522158432227905","0.00186887429537331","0.102562812150208"
"Sehr selten","2007","(Fach-)Abitur","Mecklenburg-Vorpommern","2","","",""
"Sehr selten","2007","(Fach-)Abitur","Sachsen","6","0.0317812825920367","0.00102983733697871","0.0625327278470947"
"Sehr selten","2007","(Fach-)Abitur","Sachsen-Anhalt","6","0.0463155300540764","-0.00327391180648163","0.0959049719146344"
"Sehr selten","2007","(Fach-)Abitur","Thueringen","2","","",""
"Sehr selten","2007","AkademikerIn","Schleswig-Holstein","16","","",""
"Sehr selten","2007","AkademikerIn","Hamburg","3","","",""
"Sehr selten","2007","AkademikerIn","Niedersachsen","26","","",""
"Sehr selten","2007","AkademikerIn","Bremen","3","","",""
"Sehr selten","2007","AkademikerIn","Nordrhein-Westfalen","109","","",""
"Sehr selten","2007","AkademikerIn","Hessen","23","","",""
"Sehr selten","2007","AkademikerIn","Rheinland-Pfalz,Saarland","20","","",""
"Sehr selten","2007","AkademikerIn","Baden-Wuerttemberg","37","0.0881362480754197","0.0629061187177065","0.113366377433133"
"Sehr selten","2007","AkademikerIn","Bayern","52","0.0951472159220657","0.0711643447440599","0.119130087100071"
"Sehr selten","2007","AkademikerIn","Saarland","","","",""
"Sehr selten","2007","AkademikerIn","Berlin","18","","",""
"Sehr selten","2007","AkademikerIn","Brandenburg","17","","",""
"Sehr selten","2007","AkademikerIn","Mecklenburg-Vorpommern","14","","",""
"Sehr selten","2007","AkademikerIn","Sachsen","26","","",""
"Sehr selten","2007","AkademikerIn","Sachsen-Anhalt","11","","",""
"Sehr selten","2007","AkademikerIn","Thueringen","16","","",""
"Selten","2007","(noch) kein Abschluss","Schleswig-Holstein","7","0.329102261940527","0.117819099833744","0.54038542404731"
"Selten","2007","(noch) kein Abschluss","Hamburg","4","0.417185496721712","0.0754950207189699","0.758875972724454"
"Selten","2007","(noch) kein Abschluss","Niedersachsen","11","","",""
"Selten","2007","(noch) kein Abschluss","Bremen","","","",""
"Selten","2007","(noch) kein Abschluss","Nordrhein-Westfalen","31","0.23698414045544","0.164442470449005","0.309525810461875"
"Selten","2007","(noch) kein Abschluss","Hessen","6","0.118149050903591","0.0205296455603302","0.215768456246852"
"Selten","2007","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","7","0.175075154883046","0.0367603897459927","0.313389920020099"
"Selten","2007","(noch) kein Abschluss","Baden-Wuerttemberg","27","","",""
"Selten","2007","(noch) kein Abschluss","Bayern","8","0.125067750443209","0.0406600698259523","0.209475431060466"
"Selten","2007","(noch) kein Abschluss","Saarland","","","",""
"Selten","2007","(noch) kein Abschluss","Berlin","2","","",""
"Selten","2007","(noch) kein Abschluss","Brandenburg","4","0.140663510191408","-0.0199507829184609","0.301277803301277"
"Selten","2007","(noch) kein Abschluss","Mecklenburg-Vorpommern","1","","",""
"Selten","2007","(noch) kein Abschluss","Sachsen","5","0.25379556500387","0.0759450609829813","0.431646069024758"
"Selten","2007","(noch) kein Abschluss","Sachsen-Anhalt","5","0.225073593551019","0.0645444385569574","0.385602748545081"
"Selten","2007","(noch) kein Abschluss","Thueringen","","","",""
"Selten","2007","Hauptschule","Schleswig-Holstein","63","0.267978059190284","0.211708789264085","0.324247329116482"
"Selten","2007","Hauptschule","Hamburg","16","","",""
"Selten","2007","Hauptschule","Niedersachsen","189","","",""
"Selten","2007","Hauptschule","Bremen","11","","",""
"Selten","2007","Hauptschule","Nordrhein-Westfalen","440","0.268759629655233","0.247205350396135","0.29031390891433"
"Selten","2007","Hauptschule","Hessen","112","","",""
"Selten","2007","Hauptschule","Rheinland-Pfalz,Saarland","116","","",""
"Selten","2007","Hauptschule","Baden-Wuerttemberg","225","","",""
"Selten","2007","Hauptschule","Bayern","316","0.245054980356637","0.221601555920373","0.268508404792901"
"Selten","2007","Hauptschule","Saarland","","","",""
"Selten","2007","Hauptschule","Berlin","27","","",""
"Selten","2007","Hauptschule","Brandenburg","56","0.266374176607743","0.206726953678132","0.326021399537354"
"Selten","2007","Hauptschule","Mecklenburg-Vorpommern","43","0.34240590094269","0.258547783358447","0.426264018526934"
"Selten","2007","Hauptschule","Sachsen","88","0.253326599286136","0.208274781963663","0.29837841660861"
"Selten","2007","Hauptschule","Sachsen-Anhalt","51","0.218355547370356","0.16651854040199","0.270192554338723"
"Selten","2007","Hauptschule","Thueringen","76","0.289397304906545","0.236375366927459","0.34241924288563"
"Selten","2007","Realschule","Schleswig-Holstein","31","0.193498799575924","0.133404165696952","0.253593433454896"
"Selten","2007","Realschule","Hamburg","15","","",""
"Selten","2007","Realschule","Niedersachsen","108","","",""
"Selten","2007","Realschule","Bremen","14","","",""
"Selten","2007","Realschule","Nordrhein-Westfalen","178","","",""
"Selten","2007","Realschule","Hessen","48","0.148096125286663","0.109888838877585","0.186303411695742"
"Selten","2007","Realschule","Rheinland-Pfalz,Saarland","42","0.150261966195527","0.104769342939462","0.195754589451591"
"Selten","2007","Realschule","Baden-Wuerttemberg","110","","",""
"Selten","2007","Realschule","Bayern","135","","",""
"Selten","2007","Realschule","Saarland","","","",""
"Selten","2007","Realschule","Berlin","49","0.246350007335422","0.188210947735628","0.304489066935215"
"Selten","2007","Realschule","Brandenburg","63","0.206719531418449","0.159950757584368","0.253488305252529"
"Selten","2007","Realschule","Mecklenburg-Vorpommern","43","0.164773027172719","0.112023738647386","0.217522315698052"
"Selten","2007","Realschule","Sachsen","98","0.151103547891036","0.122301752647728","0.179905343134345"
"Selten","2007","Realschule","Sachsen-Anhalt","41","0.169141870356646","0.12599611335074","0.212287627362551"
"Selten","2007","Realschule","Thueringen","54","0.128795381535267","0.0939009048540913","0.163689858216443"
"Selten","2007","(Fach-)Abitur","Schleswig-Holstein","19","","",""
"Selten","2007","(Fach-)Abitur","Hamburg","7","0.103438909530825","0.0154351784004772","0.191442640661172"
"Selten","2007","(Fach-)Abitur","Niedersachsen","31","0.125655753243996","0.0788928082654786","0.172418698222513"
"Selten","2007","(Fach-)Abitur","Bremen","5","0.185335275984534","0.0229654778424584","0.347705074126609"
"Selten","2007","(Fach-)Abitur","Nordrhein-Westfalen","128","","",""
"Selten","2007","(Fach-)Abitur","Hessen","34","0.15448930129032","0.102688551508728","0.206290051071913"
"Selten","2007","(Fach-)Abitur","Rheinland-Pfalz,Saarland","26","","",""
"Selten","2007","(Fach-)Abitur","Baden-Wuerttemberg","60","0.161766439911214","0.12023553865915","0.203297341163278"
"Selten","2007","(Fach-)Abitur","Bayern","53","0.183895439334902","0.139687989292212","0.228102889377592"
"Selten","2007","(Fach-)Abitur","Saarland","","","",""
"Selten","2007","(Fach-)Abitur","Berlin","17","","",""
"Selten","2007","(Fach-)Abitur","Brandenburg","14","","",""
"Selten","2007","(Fach-)Abitur","Mecklenburg-Vorpommern","5","0.158137324896078","0.0205102022013036","0.295764447590853"
"Selten","2007","(Fach-)Abitur","Sachsen","21","","",""
"Selten","2007","(Fach-)Abitur","Sachsen-Anhalt","12","","",""
"Selten","2007","(Fach-)Abitur","Thueringen","16","","",""
"Selten","2007","AkademikerIn","Schleswig-Holstein","26","","",""
"Selten","2007","AkademikerIn","Hamburg","22","","",""
"Selten","2007","AkademikerIn","Niedersachsen","75","0.219933506353157","0.173973264533042","0.265893748173272"
"Selten","2007","AkademikerIn","Bremen","5","0.155806621966748","0.0339013299985209","0.277711913934976"
"Selten","2007","AkademikerIn","Nordrhein-Westfalen","193","","",""
"Selten","2007","AkademikerIn","Hessen","61","0.186406903387327","0.144516583902433","0.228297222872222"
"Selten","2007","AkademikerIn","Rheinland-Pfalz,Saarland","37","0.202131146062748","0.143946965624845","0.260315326500651"
"Selten","2007","AkademikerIn","Baden-Wuerttemberg","107","","",""
"Selten","2007","AkademikerIn","Bayern","147","","",""
"Selten","2007","AkademikerIn","Saarland","","","",""
"Selten","2007","AkademikerIn","Berlin","49","0.169942618712191","0.12480771879977","0.215077518624612"
"Selten","2007","AkademikerIn","Brandenburg","58","0.224858160962571","0.172793321803964","0.276923000121178"
"Selten","2007","AkademikerIn","Mecklenburg-Vorpommern","26","","",""
"Selten","2007","AkademikerIn","Sachsen","86","0.203579931816617","0.163094863877078","0.244064999756155"
"Selten","2007","AkademikerIn","Sachsen-Anhalt","45","0.145242482394955","0.0993055312504458","0.191179433539465"
"Selten","2007","AkademikerIn","Thueringen","35","0.222515882321328","0.162087820142753","0.282943944499904"
"Manchmal","2007","(noch) kein Abschluss","Schleswig-Holstein","4","0.269250895283874","0.06980090727329","0.468700883294459"
"Manchmal","2007","(noch) kein Abschluss","Hamburg","2","","",""
"Manchmal","2007","(noch) kein Abschluss","Niedersachsen","21","","",""
"Manchmal","2007","(noch) kein Abschluss","Bremen","3","","",""
"Manchmal","2007","(noch) kein Abschluss","Nordrhein-Westfalen","47","0.41558589867925","0.331513803604728","0.499657993753771"
"Manchmal","2007","(noch) kein Abschluss","Hessen","14","","",""
"Manchmal","2007","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","9","0.267120356943495","0.106085862356566","0.428154851530424"
"Manchmal","2007","(noch) kein Abschluss","Baden-Wuerttemberg","40","0.345542629467829","0.253255847257478","0.43782941167818"
"Manchmal","2007","(noch) kein Abschluss","Bayern","32","0.605532032725731","0.480823400092818","0.730240665358643"
"Manchmal","2007","(noch) kein Abschluss","Saarland","","","",""
"Manchmal","2007","(noch) kein Abschluss","Berlin","6","0.288007144897441","0.084391689844001","0.491622599950882"
"Manchmal","2007","(noch) kein Abschluss","Brandenburg","10","","",""
"Manchmal","2007","(noch) kein Abschluss","Mecklenburg-Vorpommern","6","0.254875346193589","0.0343386611027041","0.475412031284473"
"Manchmal","2007","(noch) kein Abschluss","Sachsen","9","0.278759734498496","0.095511762755659","0.462007706241334"
"Manchmal","2007","(noch) kein Abschluss","Sachsen-Anhalt","13","","",""
"Manchmal","2007","(noch) kein Abschluss","Thueringen","8","0.757642905288562","0.504414804569511","1.01087100600761"
"Manchmal","2007","Hauptschule","Schleswig-Holstein","87","0.353761337648077","0.293016235789418","0.414506439506736"
"Manchmal","2007","Hauptschule","Hamburg","36","0.396773081141957","0.291523469595108","0.502022692688805"
"Manchmal","2007","Hauptschule","Niedersachsen","264","","",""
"Manchmal","2007","Hauptschule","Bremen","15","","",""
"Manchmal","2007","Hauptschule","Nordrhein-Westfalen","615","0.374148145256438","0.350620472092975","0.397675818419901"
"Manchmal","2007","Hauptschule","Hessen","185","","",""
"Manchmal","2007","Hauptschule","Rheinland-Pfalz,Saarland","198","","",""
"Manchmal","2007","Hauptschule","Baden-Wuerttemberg","391","0.428361457155496","0.397075291351859","0.459647622959133"
"Manchmal","2007","Hauptschule","Bayern","525","0.401598451660638","0.374867821117902","0.428329082203375"
"Manchmal","2007","Hauptschule","Saarland","","","",""
"Manchmal","2007","Hauptschule","Berlin","54","0.441889343062887","0.355519296813863","0.52825938931191"
"Manchmal","2007","Hauptschule","Brandenburg","84","0.397169586186702","0.331147015061039","0.463192157312365"
"Manchmal","2007","Hauptschule","Mecklenburg-Vorpommern","45","0.409027618637807","0.322140490136795","0.49591474713882"
"Manchmal","2007","Hauptschule","Sachsen","139","","",""
"Manchmal","2007","Hauptschule","Sachsen-Anhalt","86","0.355742811009979","0.295673744802599","0.415811877217359"
"Manchmal","2007","Hauptschule","Thueringen","103","","",""
"Manchmal","2007","Realschule","Schleswig-Holstein","76","0.520267661411597","0.444268821930072","0.596266500893122"
"Manchmal","2007","Realschule","Hamburg","35","0.535221433224025","0.419207884604231","0.651234981843819"
"Manchmal","2007","Realschule","Niedersachsen","203","","",""
"Manchmal","2007","Realschule","Bremen","15","","",""
"Manchmal","2007","Realschule","Nordrhein-Westfalen","358","0.419933687944031","0.386986099067321","0.452881276820742"
"Manchmal","2007","Realschule","Hessen","160","","",""
"Manchmal","2007","Realschule","Rheinland-Pfalz,Saarland","89","0.351833257586417","0.291035755754875","0.41263075941796"
"Manchmal","2007","Realschule","Baden-Wuerttemberg","245","","",""
"Manchmal","2007","Realschule","Bayern","282","","",""
"Manchmal","2007","Realschule","Saarland","","","",""
"Manchmal","2007","Realschule","Berlin","82","0.375851616649423","0.310499599102919","0.441203634195926"
"Manchmal","2007","Realschule","Brandenburg","123","","",""
"Manchmal","2007","Realschule","Mecklenburg-Vorpommern","81","0.447738330975152","0.377032394439846","0.518444267510458"
"Manchmal","2007","Realschule","Sachsen","284","","",""
"Manchmal","2007","Realschule","Sachsen-Anhalt","132","","",""
"Manchmal","2007","Realschule","Thueringen","172","","",""
"Manchmal","2007","(Fach-)Abitur","Schleswig-Holstein","23","","",""
"Manchmal","2007","(Fach-)Abitur","Hamburg","26","","",""
"Manchmal","2007","(Fach-)Abitur","Niedersachsen","85","0.460697761624839","0.390375375410031","0.531020147839646"
"Manchmal","2007","(Fach-)Abitur","Bremen","11","","",""
"Manchmal","2007","(Fach-)Abitur","Nordrhein-Westfalen","256","","",""
"Manchmal","2007","(Fach-)Abitur","Hessen","76","0.40812040700037","0.337677361051698","0.478563452949042"
"Manchmal","2007","(Fach-)Abitur","Rheinland-Pfalz,Saarland","55","0.486228686366885","0.399642558001221","0.572814814732549"
"Manchmal","2007","(Fach-)Abitur","Baden-Wuerttemberg","146","","",""
"Manchmal","2007","(Fach-)Abitur","Bayern","123","","",""
"Manchmal","2007","(Fach-)Abitur","Saarland","","","",""
"Manchmal","2007","(Fach-)Abitur","Berlin","49","0.45264089712442","0.359197652502014","0.546084141746825"
"Manchmal","2007","(Fach-)Abitur","Brandenburg","31","0.4245711709387","0.31270764137358","0.53643470050382"
"Manchmal","2007","(Fach-)Abitur","Mecklenburg-Vorpommern","12","","",""
"Manchmal","2007","(Fach-)Abitur","Sachsen","65","0.578525138444358","0.49196059549956","0.665089681389156"
"Manchmal","2007","(Fach-)Abitur","Sachsen-Anhalt","36","0.492397935070295","0.374435603700963","0.610360266439626"
"Manchmal","2007","(Fach-)Abitur","Thueringen","25","","",""
"Manchmal","2007","AkademikerIn","Schleswig-Holstein","44","0.415193212569797","0.322260730165438","0.508125694974155"
"Manchmal","2007","AkademikerIn","Hamburg","33","0.550407727796388","0.439297405146191","0.661518050446585"
"Manchmal","2007","AkademikerIn","Niedersachsen","135","","",""
"Manchmal","2007","AkademikerIn","Bremen","16","","",""
"Manchmal","2007","AkademikerIn","Nordrhein-Westfalen","353","0.439364433295954","0.405821358937239","0.472907507654669"
"Manchmal","2007","AkademikerIn","Hessen","148","","",""
"Manchmal","2007","AkademikerIn","Rheinland-Pfalz,Saarland","79","0.446411475326021","0.374386393449945","0.518436557202097"
"Manchmal","2007","AkademikerIn","Baden-Wuerttemberg","226","","",""
"Manchmal","2007","AkademikerIn","Bayern","257","","",""
"Manchmal","2007","AkademikerIn","Saarland","","","",""
"Manchmal","2007","AkademikerIn","Berlin","107","","",""
"Manchmal","2007","AkademikerIn","Brandenburg","103","","",""
"Manchmal","2007","AkademikerIn","Mecklenburg-Vorpommern","60","0.366906428149813","0.28560600256126","0.448206853738366"
"Manchmal","2007","AkademikerIn","Sachsen","165","","",""
"Manchmal","2007","AkademikerIn","Sachsen-Anhalt","108","","",""
"Manchmal","2007","AkademikerIn","Thueringen","80","0.429482796075763","0.357567767808594","0.501397824342932"
"Oft","2007","(noch) kein Abschluss","Schleswig-Holstein","2","","",""
"Oft","2007","(noch) kein Abschluss","Hamburg","1","","",""
"Oft","2007","(noch) kein Abschluss","Niedersachsen","8","0.155576416597363","0.0540913572444127","0.257061475950314"
"Oft","2007","(noch) kein Abschluss","Bremen","","","",""
"Oft","2007","(noch) kein Abschluss","Nordrhein-Westfalen","23","","",""
"Oft","2007","(noch) kein Abschluss","Hessen","11","","",""
"Oft","2007","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","5","0.346821040697871","0.173593115459828","0.520048965935914"
"Oft","2007","(noch) kein Abschluss","Baden-Wuerttemberg","25","","",""
"Oft","2007","(noch) kein Abschluss","Bayern","11","","",""
"Oft","2007","(noch) kein Abschluss","Saarland","","","",""
"Oft","2007","(noch) kein Abschluss","Berlin","6","0.37352012508799","0.156008809162455","0.591031441013525"
"Oft","2007","(noch) kein Abschluss","Brandenburg","4","0.33861720368182","0.119995741335065","0.557238666028575"
"Oft","2007","(noch) kein Abschluss","Mecklenburg-Vorpommern","4","0.33999857724533","0.100273511053401","0.579723643437259"
"Oft","2007","(noch) kein Abschluss","Sachsen","7","0.255997961255135","0.0776412362795292","0.434354686230741"
"Oft","2007","(noch) kein Abschluss","Sachsen-Anhalt","4","0.129139250146947","0.000235691901693008","0.258042808392202"
"Oft","2007","(noch) kein Abschluss","Thueringen","3","","",""
"Oft","2007","Hauptschule","Schleswig-Holstein","30","0.158198223136023","0.11183588477828","0.204560561493766"
"Oft","2007","Hauptschule","Hamburg","16","","",""
"Oft","2007","Hauptschule","Niedersachsen","133","","",""
"Oft","2007","Hauptschule","Bremen","7","0.178564041088505","0.0613337020916733","0.295794380085337"
"Oft","2007","Hauptschule","Nordrhein-Westfalen","261","","",""
"Oft","2007","Hauptschule","Hessen","79","0.166684378107313","0.132918552294927","0.200450203919699"
"Oft","2007","Hauptschule","Rheinland-Pfalz,Saarland","117","","",""
"Oft","2007","Hauptschule","Baden-Wuerttemberg","227","","",""
"Oft","2007","Hauptschule","Bayern","229","","",""
"Oft","2007","Hauptschule","Saarland","","","",""
"Oft","2007","Hauptschule","Berlin","22","","",""
"Oft","2007","Hauptschule","Brandenburg","40","0.199768082480281","0.145819771966684","0.253716392993878"
"Oft","2007","Hauptschule","Mecklenburg-Vorpommern","18","","",""
"Oft","2007","Hauptschule","Sachsen","67","0.195610243224171","0.154520290646894","0.236700195801448"
"Oft","2007","Hauptschule","Sachsen-Anhalt","43","0.169759254633169","0.12265372086168","0.216864788404659"
"Oft","2007","Hauptschule","Thueringen","53","0.168186956515844","0.124454492243901","0.211919420787787"
"Oft","2007","Realschule","Schleswig-Holstein","28","","",""
"Oft","2007","Realschule","Hamburg","13","","",""
"Oft","2007","Realschule","Niedersachsen","142","","",""
"Oft","2007","Realschule","Bremen","10","","",""
"Oft","2007","Realschule","Nordrhein-Westfalen","189","","",""
"Oft","2007","Realschule","Hessen","73","0.201485388161683","0.158339217085477","0.24463155923789"
"Oft","2007","Realschule","Rheinland-Pfalz,Saarland","61","0.289161859435195","0.231441399439584","0.346882319430806"
"Oft","2007","Realschule","Baden-Wuerttemberg","120","","",""
"Oft","2007","Realschule","Bayern","135","","",""
"Oft","2007","Realschule","Saarland","","","",""
"Oft","2007","Realschule","Berlin","42","0.180496692875675","0.128602729243016","0.232390656508333"
"Oft","2007","Realschule","Brandenburg","73","0.236909947886531","0.187804306065539","0.286015589707523"
"Oft","2007","Realschule","Mecklenburg-Vorpommern","39","0.203865621288059","0.146581206980738","0.261150035595381"
"Oft","2007","Realschule","Sachsen","148","","",""
"Oft","2007","Realschule","Sachsen-Anhalt","75","0.238612028341662","0.189555335812434","0.287668720870891"
"Oft","2007","Realschule","Thueringen","85","0.258100226071752","0.212516137909015","0.303684314234489"
"Oft","2007","(Fach-)Abitur","Schleswig-Holstein","14","","",""
"Oft","2007","(Fach-)Abitur","Hamburg","8","0.207289297186223","0.0901466657320313","0.324431928640415"
"Oft","2007","(Fach-)Abitur","Niedersachsen","48","0.275087295793237","0.212086278960438","0.338088312626037"
"Oft","2007","(Fach-)Abitur","Bremen","5","0.157062259640839","0.0050178626214358","0.309106656660242"
"Oft","2007","(Fach-)Abitur","Nordrhein-Westfalen","170","","",""
"Oft","2007","(Fach-)Abitur","Hessen","50","0.31954293018633","0.252709729580547","0.386376130792113"
"Oft","2007","(Fach-)Abitur","Rheinland-Pfalz,Saarland","19","","",""
"Oft","2007","(Fach-)Abitur","Baden-Wuerttemberg","55","0.220948846625478","0.174156645357092","0.267741047893865"
"Oft","2007","(Fach-)Abitur","Bayern","68","0.199184739772604","0.153609256289821","0.244760223255386"
"Oft","2007","(Fach-)Abitur","Saarland","","","",""
"Oft","2007","(Fach-)Abitur","Berlin","25","","",""
"Oft","2007","(Fach-)Abitur","Brandenburg","17","","",""
"Oft","2007","(Fach-)Abitur","Mecklenburg-Vorpommern","8","0.294494090619567","0.122562837270265","0.46642534396887"
"Oft","2007","(Fach-)Abitur","Sachsen","30","0.198279828951422","0.128385207428433","0.26817445047441"
"Oft","2007","(Fach-)Abitur","Sachsen-Anhalt","10","","",""
"Oft","2007","(Fach-)Abitur","Thueringen","12","","",""
"Oft","2007","AkademikerIn","Schleswig-Holstein","18","","",""
"Oft","2007","AkademikerIn","Hamburg","15","","",""
"Oft","2007","AkademikerIn","Niedersachsen","66","0.226430162042122","0.179990644773778","0.272869679310467"
"Oft","2007","AkademikerIn","Bremen","7","0.203066167579016","0.0678469087938101","0.338285426364222"
"Oft","2007","AkademikerIn","Nordrhein-Westfalen","143","","",""
"Oft","2007","AkademikerIn","Hessen","74","0.226577232297839","0.18154788424691","0.271606580348767"
"Oft","2007","AkademikerIn","Rheinland-Pfalz,Saarland","39","0.191163654798696","0.134192432428036","0.248134877169355"
"Oft","2007","AkademikerIn","Baden-Wuerttemberg","89","0.163139313258995","0.130255428326786","0.196023198191204"
"Oft","2007","AkademikerIn","Bayern","102","","",""
"Oft","2007","AkademikerIn","Saarland","","","",""
"Oft","2007","AkademikerIn","Berlin","65","0.268345273187344","0.215096778015636","0.321593768359052"
"Oft","2007","AkademikerIn","Brandenburg","55","0.280083629745284","0.224084084277095","0.336083175213473"
"Oft","2007","AkademikerIn","Mecklenburg-Vorpommern","29","","",""
"Oft","2007","AkademikerIn","Sachsen","84","0.2431684843273","0.200035496693605","0.286301471960996"
"Oft","2007","AkademikerIn","Sachsen-Anhalt","49","0.222657450138812","0.168417571720626","0.276897328556998"
"Oft","2007","AkademikerIn","Thueringen","40","0.181467509081289","0.125475016968533","0.237460001194045"
"Sehr oft","2007","(noch) kein Abschluss","Schleswig-Holstein","1","","",""
"Sehr oft","2007","(noch) kein Abschluss","Hamburg","","","",""
"Sehr oft","2007","(noch) kein Abschluss","Niedersachsen","3","","",""
"Sehr oft","2007","(noch) kein Abschluss","Bremen","","","",""
"Sehr oft","2007","(noch) kein Abschluss","Nordrhein-Westfalen","11","","",""
"Sehr oft","2007","(noch) kein Abschluss","Hessen","5","0.194425532902138","0.0747368904334331","0.314114175370844"
"Sehr oft","2007","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","1","","",""
"Sehr oft","2007","(noch) kein Abschluss","Baden-Wuerttemberg","6","0.0661521400617061","0.0179176137044237","0.114386666418988"
