year,sex,plh0184,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2018,female,Sometimes,0.40632,5574,13787,0.39812,0.41452
2018,female,Often,0.16805,2515,13787,0.16181,0.17429
2018,female,Very often,0.04827,736,13787,0.04469,0.05185
2019,male,Very seldom,0.13789,1711,12267,0.13178,0.14399
2019,male,Seldom,0.30118,3722,12267,0.29306,0.30930
2019,male,Sometimes,0.37514,4551,12267,0.36657,0.38371
2019,male,Often,0.15552,1860,12267,0.14911,0.16193
2019,male,Very often,0.03028,423,12267,0.02725,0.03331
2019,female,Very seldom,0.11273,1447,13419,0.10738,0.11808
2019,female,Seldom,0.28022,3566,13419,0.27262,0.28782
2019,female,Sometimes,0.39604,5392,13419,0.38776,0.40431
2019,female,Often,0.16645,2345,13419,0.16015,0.17276
2019,female,Very often,0.04456,669,13419,0.04107,0.04805
2020,male,Very seldom,0.12076,1731,12247,0.11498,0.12653
2020,male,Seldom,0.28942,3602,12247,0.28139,0.29745
2020,male,Sometimes,0.39788,4649,12247,0.38921,0.40655
2020,male,Often,0.15641,1848,12247,0.14998,0.16284
2020,male,Very often,0.03553,417,12247,0.03225,0.03881
2020,female,Very seldom,0.10213,1477,13364,0.09700,0.10726
2020,female,Seldom,0.26032,3406,13364,0.25288,0.26776
2020,female,Sometimes,0.41971,5487,13364,0.41134,0.42807
2020,female,Often,0.17172,2380,13364,0.16533,0.17812
2020,female,Very often,0.04612,614,13364,0.04257,0.04968
2021,male,Very seldom,0.14051,1240,8075,0.13293,0.14809
2021,male,Seldom,0.33212,2808,8075,0.32185,0.34239
2021,male,Sometimes,0.34959,2720,8075,0.33919,0.35999
2021,male,Often,0.14458,1050,8075,0.13691,0.15225
2021,male,Very often,0.03320,257,8075,0.02930,0.03711
2021,female,Very seldom,0.12598,1135,9104,0.11916,0.13279
2021,female,Seldom,0.28598,2612,9104,0.27669,0.29526
2021,female,Sometimes,0.38042,3452,9104,0.37045,0.39040
2021,female,Often,0.15871,1482,9104,0.15120,0.16621
2021,female,Very often,0.04892,423,9104,0.04449,0.05335
2022,male,Very seldom,0.13103,1748,12550,0.12513,0.13693
2022,male,Seldom,0.29615,3841,12550,0.28816,0.30414
2022,male,Sometimes,0.37470,4617,12550,0.36623,0.38317
2022,male,Often,0.15474,1838,12550,0.14841,0.16107
2022,male,Very often,0.04338,506,12550,0.03982,0.04695
2022,female,Very seldom,0.11323,1460,13537,0.10789,0.11857
2022,female,Seldom,0.25219,3414,13537,0.24487,0.25951
2022,female,Sometimes,0.40294,5479,13537,0.39468,0.41120
2022,female,Often,0.18205,2490,13537,0.17555,0.18855
2022,female,Very often,0.04959,694,13537,0.04593,0.05325
