year,bula_h,sampreg,plh0184,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,Baden-Wuerttemberg,West,Very often,0.03526,98,2352,0.02781,0.04272
2008,Bavaria,West,Very seldom,0.06620,213,2741,0.05689,0.07551
2008,Bavaria,West,Seldom,0.18812,657,2741,0.17348,0.20275
2008,Bavaria,West,Sometimes,0.38808,1253,2741,0.36983,0.40632
2008,Bavaria,West,Often,0.15344,498,2741,0.13995,0.16694
2008,Bavaria,West,Very often,0.03465,120,2741,0.02780,0.04150
2008,Berlin,West,Seldom,0.18218,82,340,0.14109,0.22327
2008,Berlin,West,Sometimes,0.36628,171,340,0.31499,0.41757
2008,Berlin,West,Often,0.19516,87,340,0.15297,0.23735
2008,Berlin,East,Seldom,0.17433,66,286,0.13028,0.21838
2008,Berlin,East,Sometimes,0.43588,158,286,0.37831,0.49345
2008,Berlin,East,Often,0.14786,62,286,0.10664,0.18907
2008,Brandenburg,East,Very seldom,0.06745,77,821,0.05028,0.08462
2008,Brandenburg,East,Seldom,0.17181,169,821,0.14599,0.19763
2008,Brandenburg,East,Sometimes,0.41102,358,821,0.37734,0.44469
2008,Brandenburg,East,Often,0.16255,171,821,0.13730,0.18781
2008,Brandenburg,East,Very often,0.04622,46,821,0.03185,0.06059
2008,Mecklenburg-Western Pomerania,East,Very seldom,0.10039,50,470,0.07319,0.12758
2008,Mecklenburg-Western Pomerania,East,Seldom,0.20419,111,470,0.16771,0.24067
2008,Mecklenburg-Western Pomerania,East,Sometimes,0.38085,224,470,0.33690,0.42480
2008,Mecklenburg-Western Pomerania,East,Often,0.16691,85,470,0.13316,0.20065
2008,Saxony,East,Very seldom,0.06128,101,1431,0.04885,0.07372
2008,Saxony,East,Seldom,0.20490,340,1431,0.18398,0.22582
2008,Saxony,East,Sometimes,0.38760,672,1431,0.36235,0.41285
2008,Saxony,East,Often,0.18963,276,1431,0.16932,0.20995
2008,Saxony,East,Very often,0.02204,42,1431,0.01443,0.02966
2008,Saxony-Anhalt,East,Very seldom,0.07100,63,812,0.05333,0.08868
2008,Saxony-Anhalt,East,Seldom,0.19521,197,812,0.16793,0.22249
2008,Saxony-Anhalt,East,Sometimes,0.42019,376,812,0.38621,0.45416
2008,Saxony-Anhalt,East,Often,0.14689,132,812,0.12253,0.17125
2008,Saxony-Anhalt,East,Very often,0.04252,44,812,0.02864,0.05641
2008,Thuringa,East,Very seldom,0.10292,96,875,0.08277,0.12306
2008,Thuringa,East,Seldom,0.19268,195,875,0.16653,0.21882
2008,Thuringa,East,Sometimes,0.36340,364,875,0.33151,0.39528
2008,Thuringa,East,Often,0.17900,182,875,0.15359,0.20442
2008,Thuringa,East,Very often,0.03863,38,875,0.02585,0.05141
2009,Schleswig-Holstein,West,Very seldom,0.12784,83,494,0.09836,0.15732
2009,Schleswig-Holstein,West,Seldom,0.22397,163,494,0.18717,0.26077
2009,Schleswig-Holstein,West,Sometimes,0.32132,181,494,0.28010,0.36254
2009,Schleswig-Holstein,West,Often,0.12887,67,494,0.09929,0.15845
2009,Hamburg,West,Very seldom,0.11119,35,259,0.07283,0.14955
2009,Hamburg,West,Seldom,0.22587,72,259,0.17485,0.27690
2009,Hamburg,West,Sometimes,0.41249,110,259,0.35242,0.47257
2009,Hamburg,West,Often,0.14580,42,259,0.10274,0.18887
2009,Lower Saxony,West,Very seldom,0.09496,182,1625,0.08070,0.10922
2009,Lower Saxony,West,Seldom,0.20397,411,1625,0.18438,0.22357
2009,Lower Saxony,West,Sometimes,0.36339,680,1625,0.34000,0.38679
2009,Lower Saxony,West,Often,0.13441,282,1625,0.11782,0.15100
2009,Lower Saxony,West,Very often,0.03998,70,1625,0.03045,0.04951
2009,Bremen,West,Seldom,0.22942,31,83,0.13841,0.32042
2009,Bremen,West,Sometimes,0.38065,52,83,0.27556,0.48575
2009,North Rhine-Westphalia,West,Very seldom,0.09522,465,3617,0.08565,0.10479
2009,North Rhine-Westphalia,West,Seldom,0.21955,975,3617,0.20606,0.23304
2009,North Rhine-Westphalia,West,Sometimes,0.31724,1353,3617,0.30207,0.33241
2009,North Rhine-Westphalia,West,Often,0.17081,680,3617,0.15855,0.18308
2009,North Rhine-Westphalia,West,Very often,0.03098,144,3617,0.02533,0.03663
2009,Hesse,West,Very seldom,0.07350,115,1209,0.05879,0.08822
2009,Hesse,West,Seldom,0.17885,277,1209,0.15724,0.20046
2009,Hesse,West,Sometimes,0.35737,513,1209,0.33034,0.38439
2009,Hesse,West,Often,0.15342,239,1209,0.13309,0.17374
2009,Hesse,West,Very often,0.04725,65,1209,0.03529,0.05922
2009,"Rhineland-Palatinate, Saarland",West,Very seldom,0.12467,147,1021,0.10439,0.14494
2009,"Rhineland-Palatinate, Saarland",West,Seldom,0.17613,228,1021,0.15275,0.19951
2009,"Rhineland-Palatinate, Saarland",West,Sometimes,0.32726,410,1021,0.29846,0.35606
2009,"Rhineland-Palatinate, Saarland",West,Often,0.14202,176,1021,0.12060,0.16345
2009,"Rhineland-Palatinate, Saarland",West,Very often,0.05130,60,1021,0.03777,0.06484
2009,Baden-Wuerttemberg,West,Very seldom,0.06805,146,2105,0.05729,0.07881
2009,Baden-Wuerttemberg,West,Seldom,0.22145,594,2105,0.20371,0.23920
2009,Baden-Wuerttemberg,West,Sometimes,0.34190,878,2105,0.32164,0.36217
2009,Baden-Wuerttemberg,West,Often,0.15933,393,2105,0.14369,0.17496
2009,Baden-Wuerttemberg,West,Very often,0.03809,94,2105,0.02991,0.04626
2009,Bavaria,West,Very seldom,0.07660,218,2597,0.06637,0.08684
2009,Bavaria,West,Seldom,0.19584,627,2597,0.18058,0.21111
2009,Bavaria,West,Sometimes,0.36508,1161,2597,0.34656,0.38360
2009,Bavaria,West,Often,0.16448,486,2597,0.15022,0.17875
2009,Bavaria,West,Very often,0.03074,105,2597,0.02410,0.03738
2009,Berlin,West,Seldom,0.22165,90,310,0.17534,0.26797
2009,Berlin,West,Sometimes,0.34136,144,310,0.28849,0.39423
2009,Berlin,West,Often,0.14708,76,310,0.10759,0.18657
2009,Berlin,East,Very seldom,0.10212,40,309,0.06830,0.13593
2009,Berlin,East,Seldom,0.20176,71,309,0.15694,0.24658
2009,Berlin,East,Sometimes,0.38560,134,309,0.33124,0.43996
2009,Berlin,East,Often,0.17537,64,309,0.13290,0.21785
2009,Brandenburg,East,Very seldom,0.09693,89,756,0.07583,0.11804
2009,Brandenburg,East,Seldom,0.19086,189,756,0.16283,0.21889
2009,Brandenburg,East,Sometimes,0.35550,324,756,0.32135,0.38964
2009,Brandenburg,East,Often,0.16749,154,756,0.14085,0.19413
2009,Mecklenburg-Western Pomerania,East,Very seldom,0.09296,55,464,0.06651,0.11941
2009,Mecklenburg-Western Pomerania,East,Seldom,0.20757,117,464,0.17063,0.24452
2009,Mecklenburg-Western Pomerania,East,Sometimes,0.39699,203,464,0.35243,0.44156
2009,Mecklenburg-Western Pomerania,East,Often,0.18032,89,464,0.14530,0.21534
2009,Saxony,East,Very seldom,0.06713,114,1362,0.05383,0.08042
2009,Saxony,East,Seldom,0.22331,325,1362,0.20118,0.24544
2009,Saxony,East,Sometimes,0.36961,606,1362,0.34397,0.39526
2009,Saxony,East,Often,0.16874,266,1362,0.14884,0.18864
2009,Saxony,East,Very often,0.02910,51,1362,0.02017,0.03803
2009,Saxony-Anhalt,East,Very seldom,0.08449,65,745,0.06450,0.10447
2009,Saxony-Anhalt,East,Seldom,0.25400,215,745,0.22272,0.28527
2009,Saxony-Anhalt,East,Sometimes,0.36653,325,745,0.33190,0.40115
2009,Saxony-Anhalt,East,Often,0.15213,140,745,0.12633,0.17794
2009,Thuringa,East,Very seldom,0.08857,92,791,0.06876,0.10839
2009,Thuringa,East,Seldom,0.20228,199,791,0.17427,0.23030
2009,Thuringa,East,Sometimes,0.35200,348,791,0.31870,0.38530
2009,Thuringa,East,Often,0.16957,152,791,0.14340,0.19574
2010,Schleswig-Holstein,West,Very seldom,0.06688,45,431,0.04326,0.09049
2010,Schleswig-Holstein,West,Seldom,0.22485,116,431,0.18539,0.26431
2010,Schleswig-Holstein,West,Sometimes,0.32273,205,431,0.27854,0.36692
2010,Schleswig-Holstein,West,Often,0.12353,65,431,0.09243,0.15463
2010,Hamburg,West,Very seldom,0.11838,34,261,0.07911,0.15765
2010,Hamburg,West,Seldom,0.20766,70,261,0.15836,0.25697
2010,Hamburg,West,Sometimes,0.35485,121,261,0.29669,0.41301
2010,Hamburg,West,Often,0.12001,36,261,0.08051,0.15951
2010,Lower Saxony,West,Very seldom,0.09428,173,1499,0.07948,0.10908
2010,Lower Saxony,West,Seldom,0.20198,414,1499,0.18165,0.22231
2010,Lower Saxony,West,Sometimes,0.31463,613,1499,0.29111,0.33814
2010,Lower Saxony,West,Often,0.11923,256,1499,0.10282,0.13564
2010,Lower Saxony,West,Very often,0.01633,43,1499,0.00992,0.02275
2010,Bremen,West,Sometimes,0.31216,43,43,0.17202,0.45230
2010,North Rhine-Westphalia,West,Very seldom,0.10343,487,3367,0.09314,0.11372
2010,North Rhine-Westphalia,West,Seldom,0.21071,898,3367,0.19694,0.22449
2010,North Rhine-Westphalia,West,Sometimes,0.29155,1376,3367,0.27619,0.30690
2010,North Rhine-Westphalia,West,Often,0.11732,507,3367,0.10645,0.12819
2010,North Rhine-Westphalia,West,Very often,0.02267,99,3367,0.01764,0.02770
2010,Hesse,West,Very seldom,0.06958,104,1116,0.05465,0.08452
2010,Hesse,West,Seldom,0.18137,275,1116,0.15875,0.20398
2010,Hesse,West,Sometimes,0.32400,483,1116,0.29653,0.35147
2010,Hesse,West,Often,0.12321,205,1116,0.10392,0.14250
2010,Hesse,West,Very often,0.03577,49,1116,0.02487,0.04667
2010,"Rhineland-Palatinate, Saarland",West,Very seldom,0.11469,148,954,0.09446,0.13492
2010,"Rhineland-Palatinate, Saarland",West,Seldom,0.17972,236,954,0.15534,0.20410
2010,"Rhineland-Palatinate, Saarland",West,Sometimes,0.31528,366,954,0.28578,0.34478
2010,"Rhineland-Palatinate, Saarland",West,Often,0.12491,165,954,0.10392,0.14590
2010,"Rhineland-Palatinate, Saarland",West,Very often,0.02357,39,954,0.01394,0.03320
2010,Baden-Wuerttemberg,West,Very seldom,0.04628,126,1950,0.03695,0.05561
2010,Baden-Wuerttemberg,West,Seldom,0.19390,527,1950,0.17635,0.21145
2010,Baden-Wuerttemberg,West,Sometimes,0.34461,877,1950,0.32351,0.36571
2010,Baden-Wuerttemberg,West,Often,0.14356,375,1950,0.12800,0.15913
2010,Baden-Wuerttemberg,West,Very often,0.01694,45,1950,0.01121,0.02267
2010,Bavaria,West,Very seldom,0.06486,207,2413,0.05503,0.07469
2010,Bavaria,West,Seldom,0.19510,640,2413,0.17928,0.21091
2010,Bavaria,West,Sometimes,0.33715,1052,2413,0.31829,0.35602
2010,Bavaria,West,Often,0.14198,435,2413,0.12805,0.15591
2010,Bavaria,West,Very often,0.02004,79,2413,0.01445,0.02563
2010,Berlin,West,Seldom,0.16789,95,326,0.12725,0.20852
2010,Berlin,West,Sometimes,0.38294,166,326,0.33009,0.43578
2010,Berlin,West,Often,0.10751,65,326,0.07383,0.14118
2010,Berlin,East,Very seldom,0.08008,35,272,0.04777,0.11240
2010,Berlin,East,Seldom,0.23636,73,272,0.18577,0.28694
2010,Berlin,East,Sometimes,0.31092,109,272,0.25581,0.36603
2010,Berlin,East,Often,0.18925,55,272,0.14262,0.23589
2010,Brandenburg,East,Very seldom,0.08305,72,684,0.06235,0.10374
2010,Brandenburg,East,Seldom,0.17387,174,684,0.14545,0.20230
2010,Brandenburg,East,Sometimes,0.36367,324,684,0.32759,0.39975
2010,Brandenburg,East,Often,0.13129,114,684,0.10596,0.15662
2010,Mecklenburg-Western Pomerania,East,Very seldom,0.11497,51,414,0.08420,0.14573
2010,Mecklenburg-Western Pomerania,East,Seldom,0.18790,105,414,0.15022,0.22557
2010,Mecklenburg-Western Pomerania,East,Sometimes,0.38197,214,414,0.33511,0.42883
2010,Mecklenburg-Western Pomerania,East,Often,0.09583,44,414,0.06744,0.12422
2010,Saxony,East,Very seldom,0.06351,86,1234,0.04990,0.07712
2010,Saxony,East,Seldom,0.20574,339,1234,0.18318,0.22831
2010,Saxony,East,Sometimes,0.37259,577,1234,0.34560,0.39958
2010,Saxony,East,Often,0.12748,201,1234,0.10886,0.14609
2010,Saxony,East,Very often,0.03063,31,1234,0.02101,0.04025
2010,Saxony-Anhalt,East,Very seldom,0.09720,82,688,0.07505,0.11935
2010,Saxony-Anhalt,East,Seldom,0.24272,186,688,0.21066,0.27478
2010,Saxony-Anhalt,East,Sometimes,0.33395,313,688,0.29869,0.36922
2010,Saxony-Anhalt,East,Often,0.11188,107,688,0.08831,0.13545
2010,Thuringa,East,Very seldom,0.11669,94,736,0.09348,0.13990
2010,Thuringa,East,Seldom,0.20637,178,736,0.17712,0.23563
2010,Thuringa,East,Sometimes,0.30955,332,736,0.27613,0.34298
2010,Thuringa,East,Often,0.14433,132,736,0.11892,0.16973
2011,Schleswig-Holstein,West,Very seldom,0.11025,87,633,0.08584,0.13467
2011,Schleswig-Holstein,West,Seldom,0.23964,200,633,0.20636,0.27292
2011,Schleswig-Holstein,West,Sometimes,0.27294,251,633,0.23821,0.30767
2011,Schleswig-Holstein,West,Often,0.11639,95,633,0.09138,0.14139
2011,Hamburg,West,Very seldom,0.07784,36,302,0.04758,0.10811
2011,Hamburg,West,Seldom,0.24773,94,302,0.19896,0.29650
2011,Hamburg,West,Sometimes,0.34212,129,302,0.28853,0.39572
2011,Hamburg,West,Often,0.12034,43,302,0.08358,0.15709
2011,Lower Saxony,West,Very seldom,0.09260,222,1901,0.07956,0.10563
2011,Lower Saxony,West,Seldom,0.19623,503,1901,0.17837,0.21409
2011,Lower Saxony,West,Sometimes,0.31286,786,1901,0.29201,0.33371
2011,Lower Saxony,West,Often,0.11782,312,1901,0.10332,0.13232
2011,Lower Saxony,West,Very often,0.03460,78,1901,0.02638,0.04282
2011,Bremen,West,Seldom,0.17006,34,87,0.09066,0.24946
2011,Bremen,West,Sometimes,0.31245,53,87,0.21449,0.41041
2011,North Rhine-Westphalia,West,Very seldom,0.10652,614,4119,0.09709,0.11594
2011,North Rhine-Westphalia,West,Seldom,0.19035,1032,4119,0.17836,0.20235
2011,North Rhine-Westphalia,West,Sometimes,0.30667,1615,4119,0.29259,0.32075
2011,North Rhine-Westphalia,West,Often,0.12769,687,4119,0.11750,0.13789
2011,North Rhine-Westphalia,West,Very often,0.02922,171,4119,0.02407,0.03436
2011,Hesse,West,Very seldom,0.08145,159,1402,0.06713,0.09577
2011,Hesse,West,Seldom,0.18242,352,1402,0.16220,0.20264
2011,Hesse,West,Sometimes,0.30087,565,1402,0.27686,0.32489
2011,Hesse,West,Often,0.13215,256,1402,0.11442,0.14988
2011,Hesse,West,Very often,0.03462,70,1402,0.02505,0.04420
2011,"Rhineland-Palatinate, Saarland",West,Very seldom,0.09635,164,1185,0.07954,0.11315
2011,"Rhineland-Palatinate, Saarland",West,Seldom,0.17622,289,1185,0.15452,0.19792
2011,"Rhineland-Palatinate, Saarland",West,Sometimes,0.29418,459,1185,0.26822,0.32013
2011,"Rhineland-Palatinate, Saarland",West,Often,0.13220,209,1185,0.11291,0.15149
2011,"Rhineland-Palatinate, Saarland",West,Very often,0.04346,64,1185,0.03185,0.05508
2011,Baden-Wuerttemberg,West,Very seldom,0.07512,222,2479,0.06474,0.08550
2011,Baden-Wuerttemberg,West,Seldom,0.18163,644,2479,0.16645,0.19681
2011,Baden-Wuerttemberg,West,Sometimes,0.33473,1094,2479,0.31615,0.35331
2011,Baden-Wuerttemberg,West,Often,0.12671,428,2479,0.11361,0.13981
2011,Baden-Wuerttemberg,West,Very often,0.02759,91,2479,0.02114,0.03404
2011,Bavaria,West,Very seldom,0.09363,338,3168,0.08348,0.10377
2011,Bavaria,West,Seldom,0.18229,791,3168,0.16884,0.19573
2011,Bavaria,West,Sometimes,0.32091,1327,3168,0.30465,0.33717
2011,Bavaria,West,Often,0.14255,583,3168,0.13037,0.15473
2011,Bavaria,West,Very often,0.02540,129,3168,0.01992,0.03088
2011,Berlin,West,Very seldom,0.10261,42,403,0.07295,0.13227
2011,Berlin,West,Seldom,0.20006,112,403,0.16096,0.23917
2011,Berlin,West,Sometimes,0.31051,169,403,0.26528,0.35574
2011,Berlin,West,Often,0.12149,80,403,0.08955,0.15343
2011,Berlin,East,Very seldom,0.09271,38,332,0.06146,0.12395
2011,Berlin,East,Seldom,0.19163,87,332,0.14923,0.23403
2011,Berlin,East,Sometimes,0.33951,156,332,0.28850,0.39053
2011,Berlin,East,Often,0.13663,51,332,0.09963,0.17364
2011,Brandenburg,East,Very seldom,0.07252,99,880,0.05538,0.08967
2011,Brandenburg,East,Seldom,0.23445,251,880,0.20645,0.26246
2011,Brandenburg,East,Sometimes,0.30458,331,880,0.27416,0.33501
2011,Brandenburg,East,Often,0.14546,163,880,0.12215,0.16877
2011,Brandenburg,East,Very often,0.03335,36,880,0.02148,0.04522
2011,Mecklenburg-Western Pomerania,East,Very seldom,0.11260,71,490,0.08459,0.14062
2011,Mecklenburg-Western Pomerania,East,Seldom,0.21883,155,490,0.18218,0.25547
2011,Mecklenburg-Western Pomerania,East,Sometimes,0.33248,200,490,0.29073,0.37424
2011,Mecklenburg-Western Pomerania,East,Often,0.09949,64,490,0.07296,0.12602
2011,Saxony,East,Very seldom,0.07461,137,1397,0.06083,0.08840
2011,Saxony,East,Seldom,0.17601,337,1397,0.15603,0.19598
2011,Saxony,East,Sometimes,0.35617,622,1397,0.33105,0.38129
2011,Saxony,East,Often,0.15095,247,1397,0.13217,0.16973
2011,Saxony,East,Very often,0.02659,54,1397,0.01815,0.03503
2011,Saxony-Anhalt,East,Very seldom,0.10637,104,863,0.08579,0.12695
2011,Saxony-Anhalt,East,Seldom,0.20676,215,863,0.17973,0.23380
2011,Saxony-Anhalt,East,Sometimes,0.31840,361,863,0.28730,0.34950
2011,Saxony-Anhalt,East,Often,0.13045,151,863,0.10796,0.15293
2011,Saxony-Anhalt,East,Very often,0.03604,32,863,0.02360,0.04848
2011,Thuringa,East,Very seldom,0.15805,159,853,0.13356,0.18255
2011,Thuringa,East,Seldom,0.20870,213,853,0.18141,0.23599
2011,Thuringa,East,Sometimes,0.27079,329,853,0.24095,0.30063
2011,Thuringa,East,Often,0.13390,152,853,0.11103,0.15677
2012,Schleswig-Holstein,West,Very seldom,0.10741,94,625,0.08311,0.13170
2012,Schleswig-Holstein,West,Seldom,0.24299,188,625,0.20934,0.27664
2012,Schleswig-Holstein,West,Sometimes,0.27189,243,625,0.23698,0.30680
2012,Schleswig-Holstein,West,Often,0.10649,100,625,0.08228,0.13069
2012,Hamburg,West,Very seldom,0.07003,33,326,0.04228,0.09777
2012,Hamburg,West,Seldom,0.23878,99,326,0.19243,0.28514
2012,Hamburg,West,Sometimes,0.38563,156,326,0.33271,0.43855
2012,Hamburg,West,Often,0.09334,38,326,0.06171,0.12497
2012,Lower Saxony,West,Very seldom,0.07892,213,1870,0.06669,0.09114
2012,Lower Saxony,West,Seldom,0.22182,542,1870,0.20298,0.24066
2012,Lower Saxony,West,Sometimes,0.31100,739,1870,0.29002,0.33199
2012,Lower Saxony,West,Often,0.12584,303,1870,0.11080,0.14087
2012,Lower Saxony,West,Very often,0.02882,73,1870,0.02123,0.03640
2012,Bremen,West,Seldom,0.27072,40,85,0.17570,0.36574
2012,Bremen,West,Sometimes,0.25004,45,85,0.15744,0.34265
2012,North Rhine-Westphalia,West,Very seldom,0.10468,606,4029,0.09523,0.11414
