year,bula_h,sampreg,plh0184,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,Schleswig-Holstein,West,Very seldom,0.12882,112,594,0.10186,0.15579
2007,Schleswig-Holstein,West,Seldom,0.19678,146,594,0.16479,0.22878
2007,Schleswig-Holstein,West,Sometimes,0.34400,241,594,0.30577,0.38224
2007,Schleswig-Holstein,West,Often,0.14330,95,594,0.11510,0.17150
2007,Hamburg,West,Seldom,0.17790,66,256,0.13096,0.22484
2007,Hamburg,West,Sometimes,0.43785,137,256,0.37695,0.49874
2007,Hamburg,West,Often,0.14280,53,256,0.09986,0.18574
2007,Lower Saxony,West,Very seldom,0.09387,176,1820,0.08047,0.10727
2007,Lower Saxony,West,Seldom,0.18000,422,1820,0.16234,0.19766
2007,Lower Saxony,West,Sometimes,0.32350,724,1820,0.30200,0.34500
2007,Lower Saxony,West,Often,0.18510,405,1820,0.16725,0.20295
2007,Lower Saxony,West,Very often,0.04020,93,1820,0.03117,0.04922
2007,Bremen,West,Seldom,0.22128,37,100,0.13951,0.30306
2007,Bremen,West,Sometimes,0.38432,63,100,0.28850,0.48014
2007,North Rhine-Westphalia,West,Very seldom,0.09757,526,4196,0.08859,0.10655
2007,North Rhine-Westphalia,West,Seldom,0.18979,991,4196,0.17792,0.20165
2007,North Rhine-Westphalia,West,Sometimes,0.32836,1662,4196,0.31414,0.34257
2007,North Rhine-Westphalia,West,Often,0.16990,810,4196,0.15854,0.18127
2007,North Rhine-Westphalia,West,Very often,0.03672,207,4196,0.03103,0.04242
2007,Hesse,West,Very seldom,0.08199,140,1391,0.06757,0.09641
2007,Hesse,West,Seldom,0.14346,267,1391,0.12503,0.16189
2007,Hesse,West,Sometimes,0.35224,596,1391,0.32713,0.37736
2007,Hesse,West,Often,0.17134,292,1391,0.15153,0.19115
2007,Hesse,West,Very often,0.06710,96,1391,0.05394,0.08025
2007,"Rhineland-Palatinate, Saarland",West,Very seldom,0.12067,163,1170,0.10199,0.13934
2007,"Rhineland-Palatinate, Saarland",West,Seldom,0.15317,234,1170,0.13252,0.17381
2007,"Rhineland-Palatinate, Saarland",West,Sometimes,0.31054,446,1170,0.28402,0.33707
2007,"Rhineland-Palatinate, Saarland",West,Often,0.17060,243,1170,0.14903,0.19216
2007,"Rhineland-Palatinate, Saarland",West,Very often,0.05811,84,1170,0.04470,0.07152
2007,Baden-Wuerttemberg,West,Very seldom,0.05857,166,2476,0.04932,0.06782
2007,Baden-Wuerttemberg,West,Seldom,0.18064,550,2476,0.16548,0.19579
2007,Baden-Wuerttemberg,West,Sometimes,0.35052,1072,2476,0.33173,0.36932
2007,Baden-Wuerttemberg,West,Often,0.17101,532,2476,0.15618,0.18585
2007,Baden-Wuerttemberg,West,Very often,0.05120,156,2476,0.04252,0.05989
2007,Bavaria,West,Very seldom,0.08820,313,2944,0.07795,0.09844
2007,Bavaria,West,Seldom,0.19159,675,2944,0.17737,0.20580
2007,Bavaria,West,Sometimes,0.34171,1242,2944,0.32457,0.35885
2007,Bavaria,West,Often,0.15563,553,2944,0.14253,0.16873
2007,Bavaria,West,Very often,0.04780,161,2944,0.04009,0.05551
2007,Berlin,West,Seldom,0.15890,79,379,0.12205,0.19576
2007,Berlin,West,Sometimes,0.35345,159,379,0.30526,0.40164
2007,Berlin,West,Often,0.19560,96,379,0.15561,0.23559
2007,Berlin,West,Very often,0.08102,45,379,0.05351,0.10852
2007,Berlin,East,Seldom,0.17643,68,318,0.13447,0.21840
2007,Berlin,East,Sometimes,0.35031,148,318,0.29779,0.40282
2007,Berlin,East,Often,0.17884,68,318,0.13666,0.22103
2007,Berlin,East,Very often,0.09768,34,318,0.06500,0.13037
2007,Brandenburg,East,Very seldom,0.05599,58,859,0.04061,0.07137
2007,Brandenburg,East,Seldom,0.19513,198,859,0.16861,0.22165
2007,Brandenburg,East,Sometimes,0.36348,360,859,0.33129,0.39566
2007,Brandenburg,East,Often,0.20049,195,859,0.17370,0.22728
2007,Brandenburg,East,Very often,0.05087,48,859,0.03617,0.06557
2007,Mecklenburg-Western Pomerania,East,Very seldom,0.09323,56,491,0.06749,0.11898
2007,Mecklenburg-Western Pomerania,East,Seldom,0.19637,122,491,0.16119,0.23154
2007,Mecklenburg-Western Pomerania,East,Sometimes,0.36198,210,491,0.31943,0.40453
2007,Mecklenburg-Western Pomerania,East,Often,0.18258,103,491,0.14837,0.21678
2007,Saxony,East,Very seldom,0.06219,110,1508,0.04999,0.07438
2007,Saxony,East,Seldom,0.16698,303,1508,0.14815,0.18581
2007,Saxony,East,Sometimes,0.37891,672,1508,0.35442,0.40340
2007,Saxony,East,Often,0.21955,345,1508,0.19865,0.24045
2007,Saxony,East,Very often,0.04959,78,1508,0.03863,0.06055
2007,Saxony-Anhalt,East,Very seldom,0.10010,89,870,0.08014,0.12005
2007,Saxony-Anhalt,East,Seldom,0.16555,159,870,0.14083,0.19026
2007,Saxony-Anhalt,East,Sometimes,0.36254,382,870,0.33058,0.39451
2007,Saxony-Anhalt,East,Often,0.17213,183,870,0.14703,0.19723
2007,Saxony-Anhalt,East,Very often,0.06461,57,870,0.04827,0.08096
2007,Thuringa,East,Very seldom,0.08267,76,909,0.06476,0.10058
2007,Thuringa,East,Seldom,0.18503,184,909,0.15977,0.21029
2007,Thuringa,East,Sometimes,0.37734,398,909,0.34581,0.40886
2007,Thuringa,East,Often,0.18043,199,909,0.15541,0.20544
2007,Thuringa,East,Very often,0.04332,52,909,0.03008,0.05656
2008,Schleswig-Holstein,West,Very seldom,0.10874,89,526,0.08211,0.13537
2008,Schleswig-Holstein,West,Seldom,0.24260,158,526,0.20593,0.27927
2008,Schleswig-Holstein,West,Sometimes,0.29797,198,526,0.25885,0.33709
2008,Schleswig-Holstein,West,Often,0.14674,81,526,0.11647,0.17701
2008,Hamburg,West,Seldom,0.19770,72,238,0.14699,0.24840
2008,Hamburg,West,Sometimes,0.33223,113,238,0.27227,0.39220
2008,Hamburg,West,Often,0.17550,53,238,0.12707,0.22393
2008,Lower Saxony,West,Very seldom,0.09555,198,1736,0.08172,0.10939
2008,Lower Saxony,West,Seldom,0.18976,418,1736,0.17131,0.20821
2008,Lower Saxony,West,Sometimes,0.35425,713,1736,0.33174,0.37676
2008,Lower Saxony,West,Often,0.15523,323,1736,0.13819,0.17227
2008,Lower Saxony,West,Very often,0.03914,84,1736,0.03002,0.04827
2008,Bremen,West,Seldom,0.22546,34,88,0.13765,0.31327
2008,Bremen,West,Sometimes,0.29619,54,88,0.20024,0.39213
2008,North Rhine-Westphalia,West,Very seldom,0.10303,500,3925,0.09352,0.11254
2008,North Rhine-Westphalia,West,Seldom,0.20645,978,3925,0.19378,0.21911
2008,North Rhine-Westphalia,West,Sometimes,0.34493,1631,3925,0.33006,0.35981
2008,North Rhine-Westphalia,West,Often,0.14531,655,3925,0.13428,0.15634
2008,North Rhine-Westphalia,West,Very often,0.03341,161,3925,0.02779,0.03903
2008,Hesse,West,Very seldom,0.07277,119,1309,0.05869,0.08684
2008,Hesse,West,Seldom,0.17657,298,1309,0.15591,0.19724
2008,Hesse,West,Sometimes,0.33392,546,1309,0.30836,0.35948
2008,Hesse,West,Often,0.17434,271,1309,0.15378,0.19490
2008,Hesse,West,Very often,0.05136,75,1309,0.03940,0.06332
2008,"Rhineland-Palatinate, Saarland",West,Very seldom,0.11842,149,1093,0.09926,0.13758
2008,"Rhineland-Palatinate, Saarland",West,Seldom,0.17715,251,1093,0.15450,0.19979
2008,"Rhineland-Palatinate, Saarland",West,Sometimes,0.32741,450,1093,0.29958,0.35525
2008,"Rhineland-Palatinate, Saarland",West,Often,0.14897,189,1093,0.12785,0.17009
2008,"Rhineland-Palatinate, Saarland",West,Very often,0.04846,54,1093,0.03572,0.06120
2008,Baden-Wuerttemberg,West,Very seldom,0.06168,178,2352,0.05195,0.07140
2008,Baden-Wuerttemberg,West,Seldom,0.24079,693,2352,0.22351,0.25808
2008,Baden-Wuerttemberg,West,Sometimes,0.32858,942,2352,0.30960,0.34757
2008,Baden-Wuerttemberg,West,Often,0.15051,441,2352,0.13605,0.16496
