year,bula_h,pgisced97,plh0184,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,Saxony-Anhalt,Upper Secondary Level,Very seldom,0.11071,54,440,0.08136,0.14007
2011,Saxony-Anhalt,Upper Secondary Level,Seldom,0.24488,105,440,0.20465,0.28510
2011,Saxony-Anhalt,Upper Secondary Level,Sometimes,0.42043,194,440,0.37425,0.46661
2011,Saxony-Anhalt,Upper Secondary Level,Often,0.17036,87,440,0.13519,0.20553
2011,Saxony-Anhalt,Second Stage of Tertiary Education,Seldom,0.20559,50,193,0.14843,0.26276
2011,Saxony-Anhalt,Second Stage of Tertiary Education,Sometimes,0.44870,108,193,0.37835,0.51905
2011,Saxony-Anhalt,Second Stage of Tertiary Education,Often,0.18673,35,193,0.13161,0.24186
2011,Thuringa,Upper Secondary Level,Very seldom,0.20838,107,526,0.17363,0.24312
2011,Thuringa,Upper Secondary Level,Seldom,0.23862,123,526,0.20216,0.27508
2011,Thuringa,Upper Secondary Level,Sometimes,0.36015,201,526,0.31909,0.40121
2011,Thuringa,Upper Secondary Level,Often,0.16424,95,526,0.13255,0.19594
2011,Thuringa,Second Stage of Tertiary Education,Seldom,0.34670,53,128,0.26393,0.42947
2011,Thuringa,Second Stage of Tertiary Education,Sometimes,0.34443,75,128,0.26178,0.42707
2012,Schleswig-Holstein,Upper Secondary Level,Very seldom,0.14896,58,350,0.11160,0.18631
2012,Schleswig-Holstein,Upper Secondary Level,Seldom,0.33996,108,350,0.29026,0.38966
2012,Schleswig-Holstein,Upper Secondary Level,Sometimes,0.33537,128,350,0.28583,0.38490
2012,Schleswig-Holstein,Upper Secondary Level,Often,0.14937,56,350,0.11197,0.18677
2012,Schleswig-Holstein,Second Stage of Tertiary Education,Seldom,0.51300,40,78,0.40136,0.62464
2012,Schleswig-Holstein,Second Stage of Tertiary Education,Sometimes,0.28290,38,78,0.18230,0.38351
2012,Hamburg,Upper Secondary Level,Seldom,0.29077,36,104,0.20307,0.37848
2012,Hamburg,Upper Secondary Level,Sometimes,0.47350,68,104,0.37707,0.56993
2012,Hamburg,Second Stage of Tertiary Education,Seldom,0.26933,37,82,0.17272,0.36594
2012,Hamburg,Second Stage of Tertiary Education,Sometimes,0.45331,45,82,0.34489,0.56172
2012,Lower Saxony,Lower Secondary Level,Very seldom,0.14669,31,223,0.10015,0.19323
2012,Lower Saxony,Lower Secondary Level,Seldom,0.27797,66,223,0.21904,0.33690
2012,Lower Saxony,Lower Secondary Level,Sometimes,0.37495,83,223,0.31127,0.43864
2012,Lower Saxony,Lower Secondary Level,Often,0.16393,43,223,0.11523,0.21263
2012,Lower Saxony,Upper Secondary Level,Very seldom,0.10289,115,1004,0.08409,0.12169
2012,Lower Saxony,Upper Secondary Level,Seldom,0.31031,296,1004,0.28168,0.33894
2012,Lower Saxony,Upper Secondary Level,Sometimes,0.40176,405,1004,0.37142,0.43210
2012,Lower Saxony,Upper Secondary Level,Often,0.14527,149,1004,0.12347,0.16708
2012,Lower Saxony,Upper Secondary Level,Very often,0.03977,39,1004,0.02767,0.05186
2012,Lower Saxony,Post-secondary Non-tertiary Level,Seldom,0.29608,32,67,0.18593,0.40622
2012,Lower Saxony,Post-secondary Non-tertiary Level,Sometimes,0.44025,35,67,0.32049,0.56002
2012,Lower Saxony,First Stage of Tertiary Education,Sometimes,0.48353,53,53,0.34770,0.61936
2012,Lower Saxony,Second Stage of Tertiary Education,Very seldom,0.09428,43,344,0.06335,0.12520
2012,Lower Saxony,Second Stage of Tertiary Education,Seldom,0.28662,109,344,0.23877,0.33448
2012,Lower Saxony,Second Stage of Tertiary Education,Sometimes,0.39116,131,344,0.33951,0.44281
2012,Lower Saxony,Second Stage of Tertiary Education,Often,0.21191,61,344,0.16866,0.25516
2012,North Rhine-Westphalia,Lower Secondary Level,Very seldom,0.16797,85,456,0.13362,0.20232
2012,North Rhine-Westphalia,Lower Secondary Level,Seldom,0.24771,130,456,0.20804,0.28738
2012,North Rhine-Westphalia,Lower Secondary Level,Sometimes,0.35667,162,456,0.31266,0.40069
2012,North Rhine-Westphalia,Lower Secondary Level,Often,0.18896,79,456,0.15299,0.22493
2012,North Rhine-Westphalia,Upper Secondary Level,Very seldom,0.13378,288,1882,0.11839,0.14916
2012,North Rhine-Westphalia,Upper Secondary Level,Seldom,0.28738,533,1882,0.26693,0.30783
2012,North Rhine-Westphalia,Upper Secondary Level,Sometimes,0.39990,702,1882,0.37776,0.42203
2012,North Rhine-Westphalia,Upper Secondary Level,Often,0.13852,299,1882,0.12291,0.15413
2012,North Rhine-Westphalia,Upper Secondary Level,Very often,0.04042,60,1882,0.03152,0.04932
2012,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Very seldom,0.11410,34,302,0.07818,0.15002
2012,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Seldom,0.27429,77,302,0.22389,0.32470
2012,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Sometimes,0.40249,137,302,0.34709,0.45789
2012,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Often,0.14649,54,302,0.10654,0.18643
2012,North Rhine-Westphalia,First Stage of Tertiary Education,Seldom,0.22835,53,217,0.17237,0.28433
2012,North Rhine-Westphalia,First Stage of Tertiary Education,Sometimes,0.51464,114,217,0.44799,0.58129
2012,North Rhine-Westphalia,First Stage of Tertiary Education,Often,0.15806,50,217,0.10941,0.20671
2012,North Rhine-Westphalia,Second Stage of Tertiary Education,Very seldom,0.15766,137,850,0.13314,0.18217
2012,North Rhine-Westphalia,Second Stage of Tertiary Education,Seldom,0.26556,244,850,0.23585,0.29526
2012,North Rhine-Westphalia,Second Stage of Tertiary Education,Sometimes,0.42442,351,850,0.39117,0.45767
2012,North Rhine-Westphalia,Second Stage of Tertiary Education,Often,0.13163,118,850,0.10889,0.15438
2012,Hesse,Lower Secondary Level,Sometimes,0.38049,60,93,0.28128,0.47970
2012,Hesse,Lower Secondary Level,Often,0.23286,33,93,0.14649,0.31922
2012,Hesse,Upper Secondary Level,Very seldom,0.12601,66,619,0.09984,0.15217
2012,Hesse,Upper Secondary Level,Seldom,0.27059,179,619,0.23556,0.30562
2012,Hesse,Upper Secondary Level,Sometimes,0.45392,269,619,0.41467,0.49318
2012,Hesse,Upper Secondary Level,Often,0.09645,69,619,0.07318,0.11973
2012,Hesse,Upper Secondary Level,Very often,0.05302,36,619,0.03536,0.07069
2012,Hesse,Post-secondary Non-tertiary Level,Sometimes,0.45376,52,52,0.31712,0.59040
2012,Hesse,First Stage of Tertiary Education,Sometimes,0.49342,33,33,0.32019,0.66665
2012,Hesse,Second Stage of Tertiary Education,Very seldom,0.11981,42,361,0.08627,0.15336
2012,Hesse,Second Stage of Tertiary Education,Seldom,0.23074,89,361,0.18722,0.27426
2012,Hesse,Second Stage of Tertiary Education,Sometimes,0.41825,166,361,0.36730,0.46921
2012,Hesse,Second Stage of Tertiary Education,Often,0.19951,64,361,0.15823,0.24080
2012,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Very seldom,0.16611,34,168,0.10966,0.22255
2012,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Seldom,0.25175,41,168,0.18593,0.31758
2012,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Sometimes,0.41209,61,168,0.33743,0.48674
2012,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Often,0.14813,32,168,0.09426,0.20201
2012,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Very seldom,0.12957,88,598,0.10263,0.15651
2012,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Seldom,0.26942,145,598,0.23383,0.30500
2012,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Sometimes,0.35888,222,598,0.32040,0.39735
2012,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Often,0.17912,110,598,0.14836,0.20988
2012,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Very often,0.06302,33,598,0.04353,0.08251
2012,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Sometimes,0.43837,31,31,0.26082,0.61593
2012,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Sometimes,0.48588,39,39,0.32696,0.64479
2012,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Very seldom,0.14130,32,178,0.08999,0.19262
2012,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Seldom,0.31192,64,178,0.24367,0.38017
2012,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Sometimes,0.44237,82,178,0.36920,0.51554
2012,Baden-Wuerttemberg,Lower Secondary Level,Seldom,0.33330,103,269,0.27686,0.38973
2012,Baden-Wuerttemberg,Lower Secondary Level,Sometimes,0.40878,119,269,0.34992,0.46764
2012,Baden-Wuerttemberg,Lower Secondary Level,Often,0.13386,47,269,0.09309,0.17463
2012,Baden-Wuerttemberg,Upper Secondary Level,Very seldom,0.09527,98,1134,0.07818,0.11237
2012,Baden-Wuerttemberg,Upper Secondary Level,Seldom,0.25039,303,1134,0.22516,0.27561
2012,Baden-Wuerttemberg,Upper Secondary Level,Sometimes,0.43106,498,1134,0.40222,0.45989
2012,Baden-Wuerttemberg,Upper Secondary Level,Often,0.18878,197,1134,0.16600,0.21157
2012,Baden-Wuerttemberg,Upper Secondary Level,Very often,0.03450,38,1134,0.02387,0.04513
2012,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Seldom,0.29339,35,127,0.21389,0.37289
2012,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Sometimes,0.43052,61,127,0.34406,0.51698
2012,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Often,0.19489,31,127,0.12572,0.26405
2012,Baden-Wuerttemberg,First Stage of Tertiary Education,Seldom,0.29738,45,158,0.22588,0.36889
2012,Baden-Wuerttemberg,First Stage of Tertiary Education,Sometimes,0.36332,76,158,0.28808,0.43855
2012,Baden-Wuerttemberg,First Stage of Tertiary Education,Often,0.24004,37,158,0.17323,0.30685
2012,Baden-Wuerttemberg,Second Stage of Tertiary Education,Very seldom,0.07731,41,506,0.05402,0.10061
2012,Baden-Wuerttemberg,Second Stage of Tertiary Education,Seldom,0.33587,161,506,0.29468,0.37707
2012,Baden-Wuerttemberg,Second Stage of Tertiary Education,Sometimes,0.47352,247,506,0.42998,0.51707
2012,Baden-Wuerttemberg,Second Stage of Tertiary Education,Often,0.08947,57,506,0.06457,0.11436
2012,Bavaria,Lower Secondary Level,Seldom,0.30776,103,292,0.25473,0.36079
2012,Bavaria,Lower Secondary Level,Sometimes,0.45743,143,292,0.40019,0.51467
2012,Bavaria,Lower Secondary Level,Often,0.11651,46,292,0.07964,0.15337
2012,Bavaria,Upper Secondary Level,Very seldom,0.10931,174,1676,0.09437,0.12426
2012,Bavaria,Upper Secondary Level,Seldom,0.24963,401,1676,0.22890,0.27036
2012,Bavaria,Upper Secondary Level,Sometimes,0.41599,741,1676,0.39238,0.43959
2012,Bavaria,Upper Secondary Level,Often,0.17808,294,1676,0.15976,0.19640
2012,Bavaria,Upper Secondary Level,Very often,0.04699,66,1676,0.03685,0.05712
2012,Bavaria,Post-secondary Non-tertiary Level,Seldom,0.34110,47,119,0.25556,0.42664
2012,Bavaria,Post-secondary Non-tertiary Level,Sometimes,0.37230,72,119,0.28507,0.45952
2012,Bavaria,First Stage of Tertiary Education,Seldom,0.25524,57,194,0.19373,0.31675
2012,Bavaria,First Stage of Tertiary Education,Sometimes,0.33573,93,194,0.26910,0.40235
2012,Bavaria,First Stage of Tertiary Education,Often,0.24392,44,194,0.18333,0.30450
2012,Bavaria,Second Stage of Tertiary Education,Very seldom,0.12046,76,647,0.09536,0.14556
2012,Bavaria,Second Stage of Tertiary Education,Seldom,0.30334,197,647,0.26789,0.33879
2012,Bavaria,Second Stage of Tertiary Education,Sometimes,0.37437,258,647,0.33705,0.41169
2012,Bavaria,Second Stage of Tertiary Education,Often,0.17817,116,647,0.14866,0.20768
2012,Berlin,Upper Secondary Level,Very seldom,0.09028,32,331,0.05936,0.12120
2012,Berlin,Upper Secondary Level,Seldom,0.29790,103,331,0.24855,0.34724
2012,Berlin,Upper Secondary Level,Sometimes,0.39266,139,331,0.33997,0.44535
2012,Berlin,Upper Secondary Level,Often,0.18262,57,331,0.14094,0.22431
2012,Berlin,Second Stage of Tertiary Education,Very seldom,0.10118,34,296,0.06677,0.13559
2012,Berlin,Second Stage of Tertiary Education,Seldom,0.29808,80,296,0.24588,0.35027
2012,Berlin,Second Stage of Tertiary Education,Sometimes,0.44915,133,296,0.39239,0.50591
2012,Berlin,Second Stage of Tertiary Education,Often,0.13669,49,296,0.09749,0.17589
2012,Brandenburg,Upper Secondary Level,Very seldom,0.13311,49,421,0.10062,0.16560
2012,Brandenburg,Upper Secondary Level,Seldom,0.27287,119,421,0.23027,0.31547
2012,Brandenburg,Upper Secondary Level,Sometimes,0.40559,179,421,0.35863,0.45255
2012,Brandenburg,Upper Secondary Level,Often,0.15978,74,421,0.12474,0.19482
2012,Brandenburg,Second Stage of Tertiary Education,Seldom,0.27007,66,206,0.20929,0.33085
2012,Brandenburg,Second Stage of Tertiary Education,Sometimes,0.40676,103,206,0.33952,0.47401
2012,Brandenburg,Second Stage of Tertiary Education,Often,0.19977,37,206,0.14503,0.25450
2012,Mecklenburg-Western Pomerania,Upper Secondary Level,Very seldom,0.11878,36,249,0.07851,0.15904
2012,Mecklenburg-Western Pomerania,Upper Secondary Level,Seldom,0.22137,66,249,0.16970,0.27304
2012,Mecklenburg-Western Pomerania,Upper Secondary Level,Sometimes,0.48952,110,249,0.42731,0.55174
2012,Mecklenburg-Western Pomerania,Upper Secondary Level,Often,0.14268,37,249,0.09915,0.18621
2012,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Seldom,0.30031,40,96,0.20813,0.39249
2012,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Sometimes,0.47106,56,96,0.37068,0.57144
2012,Saxony,Lower Secondary Level,Sometimes,0.45612,35,35,0.28870,0.62354
2012,Saxony,Upper Secondary Level,Very seldom,0.08457,73,759,0.06476,0.10437
2012,Saxony,Upper Secondary Level,Seldom,0.23744,200,759,0.20714,0.26773
2012,Saxony,Upper Secondary Level,Sometimes,0.44741,347,759,0.41201,0.48280
2012,Saxony,Upper Secondary Level,Often,0.19223,139,759,0.16418,0.22028
2012,Saxony,First Stage of Tertiary Education,Sometimes,0.49048,55,55,0.35714,0.62382
2012,Saxony,Second Stage of Tertiary Education,Very seldom,0.08221,36,363,0.05391,0.11050
2012,Saxony,Second Stage of Tertiary Education,Seldom,0.32436,118,363,0.27613,0.37258
2012,Saxony,Second Stage of Tertiary Education,Sometimes,0.42800,155,363,0.37703,0.47897
2012,Saxony,Second Stage of Tertiary Education,Often,0.15486,54,363,0.11759,0.19213
2012,Saxony-Anhalt,Upper Secondary Level,Very seldom,0.15766,61,408,0.12225,0.19306
2012,Saxony-Anhalt,Upper Secondary Level,Seldom,0.28938,121,408,0.24532,0.33344
2012,Saxony-Anhalt,Upper Secondary Level,Sometimes,0.32998,154,408,0.28430,0.37567
2012,Saxony-Anhalt,Upper Secondary Level,Often,0.18478,72,408,0.14707,0.22248
2012,Saxony-Anhalt,Second Stage of Tertiary Education,Seldom,0.28879,69,193,0.22468,0.35290
2012,Saxony-Anhalt,Second Stage of Tertiary Education,Sometimes,0.45780,93,193,0.38733,0.52827
2012,Saxony-Anhalt,Second Stage of Tertiary Education,Often,0.14635,31,193,0.09635,0.19635
2012,Thuringa,Upper Secondary Level,Very seldom,0.20052,111,531,0.16643,0.23461
2012,Thuringa,Upper Secondary Level,Seldom,0.25295,139,531,0.21594,0.28996
2012,Thuringa,Upper Secondary Level,Sometimes,0.35469,181,531,0.31395,0.39542
2012,Thuringa,Upper Secondary Level,Often,0.13104,69,531,0.10231,0.15977
2012,Thuringa,Upper Secondary Level,Very often,0.06080,31,531,0.04046,0.08115
2012,Thuringa,First Stage of Tertiary Education,Sometimes,0.40328,32,32,0.23059,0.57597
2012,Thuringa,Second Stage of Tertiary Education,Seldom,0.30003,49,163,0.22946,0.37060
2012,Thuringa,Second Stage of Tertiary Education,Sometimes,0.45350,79,163,0.37683,0.53016
2012,Thuringa,Second Stage of Tertiary Education,Often,0.17992,35,163,0.12077,0.23907
2013,Schleswig-Holstein,Lower Secondary Level,Sometimes,0.38850,40,40,0.23553,0.54148
2013,Schleswig-Holstein,Upper Secondary Level,Very seldom,0.11070,49,460,0.08199,0.13940
2013,Schleswig-Holstein,Upper Secondary Level,Seldom,0.32718,141,460,0.28426,0.37011
2013,Schleswig-Holstein,Upper Secondary Level,Sometimes,0.40745,187,460,0.36249,0.45240
2013,Schleswig-Holstein,Upper Secondary Level,Often,0.13931,83,460,0.10763,0.17099
2013,Schleswig-Holstein,Post-secondary Non-tertiary Level,Sometimes,0.49245,37,37,0.32914,0.65577
2013,Schleswig-Holstein,Second Stage of Tertiary Education,Seldom,0.38439,44,103,0.28998,0.47879
2013,Schleswig-Holstein,Second Stage of Tertiary Education,Sometimes,0.31722,59,103,0.22690,0.40754
2013,Hamburg,Upper Secondary Level,Seldom,0.26603,43,138,0.19203,0.34002
2013,Hamburg,Upper Secondary Level,Sometimes,0.35069,64,138,0.27078,0.43060
2013,Hamburg,Upper Secondary Level,Often,0.15054,31,138,0.09066,0.21042
2013,Hamburg,Second Stage of Tertiary Education,Seldom,0.27630,41,95,0.18590,0.36670
2013,Hamburg,Second Stage of Tertiary Education,Sometimes,0.47520,54,95,0.37425,0.57616
2013,Lower Saxony,Lower Secondary Level,Seldom,0.31898,96,277,0.26399,0.37396
2013,Lower Saxony,Lower Secondary Level,Sometimes,0.42280,125,277,0.36452,0.48108
2013,Lower Saxony,Lower Secondary Level,Often,0.13527,56,277,0.09492,0.17562
2013,Lower Saxony,Upper Secondary Level,Very seldom,0.10163,114,1243,0.08483,0.11843
2013,Lower Saxony,Upper Secondary Level,Seldom,0.30514,363,1243,0.27954,0.33075
2013,Lower Saxony,Upper Secondary Level,Sometimes,0.39182,491,1243,0.36467,0.41897
2013,Lower Saxony,Upper Secondary Level,Often,0.17513,234,1243,0.15399,0.19627
2013,Lower Saxony,Upper Secondary Level,Very often,0.02628,41,1243,0.01738,0.03517
2013,Lower Saxony,Post-secondary Non-tertiary Level,Seldom,0.22220,35,142,0.15358,0.29082
2013,Lower Saxony,Post-secondary Non-tertiary Level,Sometimes,0.42719,67,142,0.34554,0.50884
2013,Lower Saxony,Post-secondary Non-tertiary Level,Often,0.20899,40,142,0.14188,0.27610
2013,Lower Saxony,First Stage of Tertiary Education,Seldom,0.40085,38,93,0.30071,0.50099
2013,Lower Saxony,First Stage of Tertiary Education,Sometimes,0.35119,55,93,0.25365,0.44873
2013,Lower Saxony,Second Stage of Tertiary Education,Very seldom,0.12766,59,478,0.09771,0.15760
2013,Lower Saxony,Second Stage of Tertiary Education,Seldom,0.34091,160,478,0.29837,0.38345
2013,Lower Saxony,Second Stage of Tertiary Education,Sometimes,0.35254,169,478,0.30966,0.39541
2013,Lower Saxony,Second Stage of Tertiary Education,Often,0.16097,90,478,0.12799,0.19395
2013,North Rhine-Westphalia,No answer / don't know,Sometimes,0.40025,50,50,0.26307,0.53744
2013,North Rhine-Westphalia,Pre-primary Level,Sometimes,0.37151,54,54,0.24142,0.50161
2013,North Rhine-Westphalia,Primary Level,Sometimes,0.30491,33,33,0.14540,0.46442
2013,North Rhine-Westphalia,Lower Secondary Level,Very seldom,0.10724,61,631,0.08308,0.13140
2013,North Rhine-Westphalia,Lower Secondary Level,Seldom,0.26173,149,631,0.22741,0.29606
2013,North Rhine-Westphalia,Lower Secondary Level,Sometimes,0.35863,224,631,0.32118,0.39608
2013,North Rhine-Westphalia,Lower Secondary Level,Often,0.22075,148,631,0.18836,0.25313
2013,North Rhine-Westphalia,Lower Secondary Level,Very often,0.05166,49,631,0.03437,0.06894
2013,North Rhine-Westphalia,Upper Secondary Level,Very seldom,0.11537,255,2245,0.10215,0.12859
2013,North Rhine-Westphalia,Upper Secondary Level,Seldom,0.28377,586,2245,0.26512,0.30242
2013,North Rhine-Westphalia,Upper Secondary Level,Sometimes,0.39467,881,2245,0.37444,0.41489
2013,North Rhine-Westphalia,Upper Secondary Level,Often,0.16697,410,2245,0.15154,0.18240
2013,North Rhine-Westphalia,Upper Secondary Level,Very often,0.03923,113,2245,0.03120,0.04726
2013,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Very seldom,0.11633,41,485,0.08776,0.14489
2013,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Seldom,0.23875,118,485,0.20077,0.27673
2013,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Sometimes,0.38736,219,485,0.34396,0.43077
2013,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Often,0.19368,107,485,0.15847,0.22888
2013,North Rhine-Westphalia,First Stage of Tertiary Education,Very seldom,0.10747,32,280,0.07113,0.14381
2013,North Rhine-Westphalia,First Stage of Tertiary Education,Seldom,0.27405,74,280,0.22171,0.32639
2013,North Rhine-Westphalia,First Stage of Tertiary Education,Sometimes,0.40267,113,280,0.34512,0.46022
2013,North Rhine-Westphalia,First Stage of Tertiary Education,Often,0.17800,61,280,0.13311,0.22288
2013,North Rhine-Westphalia,Second Stage of Tertiary Education,Very seldom,0.14030,150,1110,0.11986,0.16074
2013,North Rhine-Westphalia,Second Stage of Tertiary Education,Seldom,0.28077,313,1110,0.25432,0.30722
2013,North Rhine-Westphalia,Second Stage of Tertiary Education,Sometimes,0.43233,451,1110,0.40317,0.46149
2013,North Rhine-Westphalia,Second Stage of Tertiary Education,Often,0.12728,162,1110,0.10766,0.14690
2013,North Rhine-Westphalia,Second Stage of Tertiary Education,Very often,0.01932,34,1110,0.01122,0.02742
2013,Hesse,Lower Secondary Level,Seldom,0.28768,46,144,0.21348,0.36187
2013,Hesse,Lower Secondary Level,Sometimes,0.32985,66,144,0.25279,0.40691
2013,Hesse,Lower Secondary Level,Often,0.17373,32,144,0.11163,0.23583
2013,Hesse,Upper Secondary Level,Very seldom,0.09940,75,754,0.07803,0.12077
2013,Hesse,Upper Secondary Level,Seldom,0.28133,185,754,0.24921,0.31345
2013,Hesse,Upper Secondary Level,Sometimes,0.40762,325,754,0.37252,0.44272
2013,Hesse,Upper Secondary Level,Often,0.17192,131,754,0.14497,0.19887
2013,Hesse,Upper Secondary Level,Very often,0.03972,38,754,0.02577,0.05367
2013,Hesse,Post-secondary Non-tertiary Level,Sometimes,0.37794,61,103,0.28384,0.47203
2013,Hesse,Post-secondary Non-tertiary Level,Often,0.33543,42,103,0.24380,0.42706
2013,Hesse,First Stage of Tertiary Education,Sometimes,0.41384,37,37,0.25295,0.57473
2013,Hesse,Second Stage of Tertiary Education,Very seldom,0.08582,47,482,0.06079,0.11086
2013,Hesse,Second Stage of Tertiary Education,Seldom,0.25232,135,482,0.21350,0.29113
2013,Hesse,Second Stage of Tertiary Education,Sometimes,0.43919,210,482,0.39484,0.48355
2013,Hesse,Second Stage of Tertiary Education,Often,0.19416,90,482,0.15881,0.22951
2013,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Very seldom,0.20215,32,154,0.13851,0.26578
2013,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Seldom,0.24848,51,154,0.18001,0.31696
2013,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Sometimes,0.39897,71,154,0.32138,0.47657
2013,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Very seldom,0.12275,83,700,0.09842,0.14707
2013,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Seldom,0.28679,185,700,0.25326,0.32031
2013,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Sometimes,0.37393,266,700,0.33806,0.40980
2013,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Often,0.16532,133,700,0.13778,0.19286
2013,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Very often,0.05121,33,700,0.03487,0.06755
2013,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Sometimes,0.48934,42,42,0.33633,0.64236
2013,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Sometimes,0.39645,34,34,0.22955,0.56334
2013,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Seldom,0.38745,89,225,0.32365,0.45125
2013,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Sometimes,0.35909,101,225,0.29626,0.42191
2013,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Often,0.12921,35,225,0.08528,0.17314
2013,Baden-Wuerttemberg,Lower Secondary Level,Seldom,0.25568,93,303,0.20648,0.30488
2013,Baden-Wuerttemberg,Lower Secondary Level,Sometimes,0.43684,137,303,0.38090,0.49278
2013,Baden-Wuerttemberg,Lower Secondary Level,Often,0.17283,73,303,0.13019,0.21548
2013,Baden-Wuerttemberg,Upper Secondary Level,Very seldom,0.07749,99,1403,0.06350,0.09149
2013,Baden-Wuerttemberg,Upper Secondary Level,Seldom,0.28876,359,1403,0.26504,0.31248
2013,Baden-Wuerttemberg,Upper Secondary Level,Sometimes,0.43711,584,1403,0.41115,0.46308
2013,Baden-Wuerttemberg,Upper Secondary Level,Often,0.16223,278,1403,0.14294,0.18153
2013,Baden-Wuerttemberg,Upper Secondary Level,Very often,0.03440,83,1403,0.02486,0.04394
2013,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Seldom,0.26182,49,179,0.19723,0.32640
2013,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Sometimes,0.46670,89,179,0.39340,0.53999
2013,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Often,0.13480,41,179,0.08463,0.18497
2013,Baden-Wuerttemberg,First Stage of Tertiary Education,Seldom,0.21459,52,203,0.15797,0.27120
2013,Baden-Wuerttemberg,First Stage of Tertiary Education,Sometimes,0.48300,100,203,0.41408,0.55191
2013,Baden-Wuerttemberg,First Stage of Tertiary Education,Often,0.21913,51,203,0.16208,0.27617
2013,Baden-Wuerttemberg,Second Stage of Tertiary Education,Very seldom,0.09029,51,698,0.06901,0.11157
2013,Baden-Wuerttemberg,Second Stage of Tertiary Education,Seldom,0.36419,221,698,0.32847,0.39992
2013,Baden-Wuerttemberg,Second Stage of Tertiary Education,Sometimes,0.39519,308,698,0.35890,0.43149
2013,Baden-Wuerttemberg,Second Stage of Tertiary Education,Often,0.14611,118,698,0.11989,0.17233
2013,Bavaria,Lower Secondary Level,Very seldom,0.11110,39,383,0.07958,0.14261
2013,Bavaria,Lower Secondary Level,Seldom,0.30300,116,383,0.25692,0.34909
2013,Bavaria,Lower Secondary Level,Sometimes,0.35541,153,383,0.30741,0.40341
2013,Bavaria,Lower Secondary Level,Often,0.17579,75,383,0.13762,0.21396
2013,Bavaria,Upper Secondary Level,Very seldom,0.10772,199,2124,0.09453,0.12091
2013,Bavaria,Upper Secondary Level,Seldom,0.23593,480,2124,0.21787,0.25399
2013,Bavaria,Upper Secondary Level,Sometimes,0.45679,948,2124,0.43561,0.47798
2013,Bavaria,Upper Secondary Level,Often,0.15337,382,2124,0.13804,0.16870
2013,Bavaria,Upper Secondary Level,Very often,0.04619,115,2124,0.03726,0.05511
2013,Bavaria,Post-secondary Non-tertiary Level,Seldom,0.31955,53,201,0.25493,0.38418
2013,Bavaria,Post-secondary Non-tertiary Level,Sometimes,0.38168,100,201,0.31435,0.44901
2013,Bavaria,Post-secondary Non-tertiary Level,Often,0.20631,48,201,0.15023,0.26239
2013,Bavaria,First Stage of Tertiary Education,Very seldom,0.12270,31,277,0.08400,0.16141
2013,Bavaria,First Stage of Tertiary Education,Seldom,0.18394,67,277,0.13823,0.22965
2013,Bavaria,First Stage of Tertiary Education,Sometimes,0.49234,126,277,0.43336,0.55132
