year,pgisced97,quintil_oecd,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Not included in this version of the questionnaire,1st Quintile,,,,,,,,,,,,
1984,Not included in this version of the questionnaire,2nd Quintile,,,,,,,,,,,,
1984,Not included in this version of the questionnaire,3rd Quintile,,,,,,,,,,,,
1984,Not included in this version of the questionnaire,4th Quintile,,,,,,,,,,,,
1984,Not included in this version of the questionnaire,5th Quintile,,,,,,,,,,,,
1984,No answer / don't know,1st Quintile,,,,,,,,,,,,
1984,No answer / don't know,2nd Quintile,,,,,,,,,,,,
1984,No answer / don't know,3rd Quintile,,,,,,,,,,,,
1984,No answer / don't know,4th Quintile,,,,,,,,,,,,
1984,No answer / don't know,5th Quintile,,,,,,,,,,,,
1984,Pre-primary Level,1st Quintile,,,,,,,,,,,,
1984,Pre-primary Level,2nd Quintile,,,,,,,,,,,,
1984,Pre-primary Level,3rd Quintile,,,,,,,,,,,,
1984,Pre-primary Level,4th Quintile,,,,,,,,,,,,
1984,Pre-primary Level,5th Quintile,,,,,,,,,,,,
1984,Primary Level,1st Quintile,130,712.07619,658.08561,766.06677,500.81358,767.00000,920.00000,115,1534,,,
1984,Primary Level,2nd Quintile,132,642.95986,589.01000,696.90973,425.20165,614.00000,869.00000,0,1534.69752,,,
1984,Primary Level,3rd Quintile,120,666.73742,612.39108,721.08376,510.09010,716.00000,896.79973,48,1476.86416,,,
1984,Primary Level,4th Quintile,127,806.91469,748.43463,865.39475,664.03477,805.78918,943.65196,244.60897,1363.07776,,,
1984,Primary Level,5th Quintile,72,798.28144,692.72909,903.83380,602.30618,782.95244,1023.00000,199,1654.04073,,,
1984,Lower Secondary Level,1st Quintile,296,482.46439,445.07460,519.85417,205.00000,383.48678,748.02395,26,1554,,,
1984,Lower Secondary Level,2nd Quintile,382,537.05469,501.78572,572.32367,224.25528,450.09099,855.99223,0,1636,,,
1984,Lower Secondary Level,3rd Quintile,370,554.13957,519.22533,589.05381,256.00000,460.00000,818.00000,12,1568,,,
1984,Lower Secondary Level,4th Quintile,351,587.93012,552.48155,623.37870,297.08988,532.00431,833.18387,82,1637.32484,,,
1984,Lower Secondary Level,5th Quintile,232,633.21371,588.57979,677.84762,308.31024,665.00000,869.00000,0,1710.03464,,,
1984,Upper Secondary Level,1st Quintile,404,717.28694,677.35641,757.21747,427.28690,818.00000,971.00000,0,1786.56966,,,
1984,Upper Secondary Level,2nd Quintile,632,832.47650,804.33053,860.62248,562.00000,895.00000,1074.00000,0,1842.00000,,,
1984,Upper Secondary Level,3rd Quintile,723,856.84445,827.43468,886.25421,614.00000,844.00000,1078.00000,0,1774.00000,,,
1984,Upper Secondary Level,4th Quintile,888,895.57284,867.02303,924.12264,614.00000,869.00000,1125.00000,0,1891.50000,,,
1984,Upper Secondary Level,5th Quintile,928,1074.24334,1027.05928,1121.42741,716.00000,946.00000,1278.00000,0,2121.00000,,,
1984,Post-secondary Non-tertiary Level,1st Quintile,35,716.63135,610.86500,822.39769,427.94802,739.21653,992.89547,116,1534,,,
1984,Post-secondary Non-tertiary Level,2nd Quintile,31,803.35970,647.55872,959.16068,506.13781,788.12967,1206.51094,82,1687,,,
1984,Post-secondary Non-tertiary Level,3rd Quintile,41,926.39614,770.82441,1081.96786,666.83171,803.06872,1023.00000,132.57926,1557.25244,,,
1984,Post-secondary Non-tertiary Level,4th Quintile,43,926.33724,834.00887,1018.66560,711.16489,934.34475,1143.61307,234,1792.28535,,,
1984,Post-secondary Non-tertiary Level,5th Quintile,60,1324.35434,1101.48384,1547.22483,844.54784,1110.54323,1566.27810,169,2648.87348,,,
1984,First Stage of Tertiary Education,1st Quintile,,,,,,,,,,,,
1984,First Stage of Tertiary Education,2nd Quintile,41,867.23353,723.19824,1011.26882,460.00000,974.95069,1193.94758,148,2045,,,
1984,First Stage of Tertiary Education,3rd Quintile,86,1106.69966,1013.86674,1199.53257,818.00000,1074.00000,1432.00000,148,2318,,,
1984,First Stage of Tertiary Education,4th Quintile,120,1115.28262,1026.10457,1204.46068,783.97033,1023.00000,1509.22159,0,2597.09849,,,
1984,First Stage of Tertiary Education,5th Quintile,180,1247.39595,1139.82772,1354.96418,818.00000,1125.00000,1534.00000,56,2608.00000,,,
1984,Second Stage of Tertiary Education,1st Quintile,38,1094.88650,872.24247,1317.53053,635.71894,919.07868,1295.42834,0,2284.99243,,,
1984,Second Stage of Tertiary Education,2nd Quintile,36,1168.90071,963.86676,1373.93465,675.13670,1194.26181,1644.34472,199,2522,,,
1984,Second Stage of Tertiary Education,3rd Quintile,88,1377.06127,1255.13727,1498.98526,926.57411,1469.82666,1689.11924,194,2832.93695,,,
1984,Second Stage of Tertiary Education,4th Quintile,141,1492.64164,1379.55182,1605.73147,941.64679,1534.00000,1994.58116,0,3006,,,
1984,Second Stage of Tertiary Education,5th Quintile,317,1644.52947,1556.13194,1732.92700,1099.00000,1534.00000,2045.00000,0,3464.00000,,,
1985,Not included in this version of the questionnaire,1st Quintile,,,,,,,,,,,,
1985,Not included in this version of the questionnaire,2nd Quintile,,,,,,,,,,,,
1985,Not included in this version of the questionnaire,3rd Quintile,,,,,,,,,,,,
1985,Not included in this version of the questionnaire,4th Quintile,,,,,,,,,,,,
1985,Not included in this version of the questionnaire,5th Quintile,,,,,,,,,,,,
1985,No answer / don't know,1st Quintile,,,,,,,,,,,,
1985,No answer / don't know,2nd Quintile,,,,,,,,,,,,
1985,No answer / don't know,3rd Quintile,,,,,,,,,,,,
1985,No answer / don't know,4th Quintile,,,,,,,,,,,,
1985,No answer / don't know,5th Quintile,,,,,,,,,,,,
1985,Pre-primary Level,1st Quintile,,,,,,,,,,,,
1985,Pre-primary Level,2nd Quintile,,,,,,,,,,,,
1985,Pre-primary Level,3rd Quintile,,,,,,,,,,,,
1985,Pre-primary Level,4th Quintile,,,,,,,,,,,,
1985,Pre-primary Level,5th Quintile,,,,,,,,,,,,
1985,Primary Level,1st Quintile,110,653.93377,590.44738,717.42016,308.86444,675.66012,919.18949,37,1577,,,
1985,Primary Level,2nd Quintile,87,724.96670,654.81958,795.11382,546.28671,739.48032,920.00000,189,1480.56993,,,
1985,Primary Level,3rd Quintile,116,639.53332,584.16670,694.89994,506.51225,665.00000,817.12456,40.59379,1283.04303,,,
1985,Primary Level,4th Quintile,95,750.04192,687.95129,812.13256,665.00000,767.00000,904.49092,305.76362,1263.72730,,,
1985,Primary Level,5th Quintile,52,872.01613,753.14971,990.88255,614.00000,869.00000,1023.00000,199,1636.50000,,,
1985,Lower Secondary Level,1st Quintile,303,492.90610,433.29849,552.51370,207.26572,408.03499,665.00000,0,1351.60142,,,
1985,Lower Secondary Level,2nd Quintile,311,541.35689,502.64327,580.07051,228.17451,511.00000,869.00000,0,1432,,,
