year,pgisced97,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Pre-primary Level,West,,,,,,,,,,,,
1984,Primary Level,West,578,710.722729957371,698.0458098100104,723.3996501047317,511.0,716.0,920.0,0.0,1533.5,716.0,665.0,742.0
1984,Lower Secondary Level,West,1569,574.0096016052084,565.7634969962644,582.2557062141525,256.0,532.0,834.1797538890962,0.0,1701.4493847227404,532.0,483.0,570.025
1984,Upper Secondary Level,West,3571,909.1438695799375,900.7417143971181,917.5460247627568,614.0,869.0,1125.0,0.0,1891.5,869.0,843.0,869.0
1984,Post-secondary Non-tertiary Level,West,210,1017.7130140752215,975.1853369814396,1060.2406911690034,683.0353280292526,881.9596758483658,1227.0,51.0,2042.947007956121,879.0,762.0,953.0
1984,First Stage of Tertiary Education,West,455,1125.409622671738,1098.9316788722153,1151.8875664712605,777.0,1070.8952273103112,1477.5028408132064,0.0,2528.257102033016,1074.0,1023.0,1125.0
1984,Second Stage of Tertiary Education,West,620,1504.7713122492178,1476.488963554716,1533.0536609437195,1023.0,1474.2195505956054,1943.0,0.0,3323.0,1474.0,1414.0,1566.0
1985,Pre-primary Level,West,,,,,,,,,,,,
1985,Primary Level,West,458,716.9836750475181,702.2132524319677,731.7540976630685,562.0,722.5337005448384,920.0,31.0,1457.0,722.0,677.0,754.0
1985,Lower Secondary Level,West,1430,581.1941388447761,571.1098005809001,591.2784771086522,253.62333216292143,537.0,844.0,0.0,1729.565001755618,537.0,486.0,563.0
1985,Upper Secondary Level,West,3264,913.9196138616901,904.0011999495803,923.8380277737999,614.0,881.8916499320484,1125.0,0.0,1891.5,882.0,851.95,895.0
1985,Post-secondary Non-tertiary Level,West,187,957.0727921270401,917.1688724917843,996.9767117622958,701.3638602501418,890.3519929984712,1100.0630199688817,103.31512067203187,1698.1117595469916,890.0,809.0,911.25
1985,First Stage of Tertiary Education,West,428,1128.4736138560606,1103.534015467571,1153.4132122445503,805.3221721331813,1074.0,1483.0,0.0,2499.516741800228,1074.0,1023.0,1125.0
1985,Second Stage of Tertiary Education,West,591,1512.1263520370073,1483.4276783743387,1540.825025699676,992.1736905322254,1483.0,1994.0,54.0,3496.739464201662,1483.0,1432.0,1534.0
1986,Pre-primary Level,West,,,,,,,,,,,,
1986,Primary Level,West,425,732.83699094763,715.178968846261,750.4950130489991,511.0,767.0,920.0,31.0,1533.5,767.0,716.0,869.0
1986,Lower Secondary Level,West,1388,602.6687035583908,593.3985249193563,611.9388821974253,266.0,562.0,869.0,0.0,1773.5,562.0,510.0,613.0
1986,Upper Secondary Level,West,3156,938.2328161631275,927.9500098610854,948.5156224651696,619.9785088791448,920.0,1126.0,0.0,1885.032236681283,920.0,920.0,920.25
1986,Post-secondary Non-tertiary Level,West,189,1011.2286335623648,973.22839852322,1049.2288686015097,735.0039754004139,939.9624723183621,1254.5449995700906,15.0,2033.8565358246055,941.0,859.0,1013.0
1986,First Stage of Tertiary Education,West,395,1145.7430551635562,1119.3325093015774,1172.153601025535,789.5032874180816,1076.5122231114203,1433.8445768724896,58.0,2400.3565110541012,1074.0,997.5999999999999,1125.0
1986,Second Stage of Tertiary Education,West,585,1620.7620110002576,1591.4110864272122,1650.112935573303,1095.855426483064,1534.0,2045.0,0.0,3468.7168602754036,1534.0,1405.5,1575.0
1987,Pre-primary Level,West,,,,,,,,,,,,
1987,Primary Level,West,409,743.500029455312,724.860836748634,762.1392221619899,511.0,767.0,925.27222981793,41.0,1546.680574544825,767.0,716.0,818.0
1987,Lower Secondary Level,West,1378,621.098654476355,611.554364268308,630.6429446844021,281.0,585.459631655335,895.0,0.0,1816.0,587.0,516.0,645.25
1987,Upper Secondary Level,West,3180,956.6539816910649,947.9546042704495,965.3533591116803,639.0,920.0,1176.0,0.0,1981.5,920.0,901.0,920.0
1987,Post-secondary Non-tertiary Level,West,188,959.9141877092005,921.0785598939323,998.7498155244688,614.0,968.0810034257928,1215.4343391873178,36.0,2117.5858479682947,968.0,913.0,1067.0
1987,First Stage of Tertiary Education,West,378,1175.0952276577225,1147.8978831545924,1202.2925721608526,818.0,1125.0,1534.0,46.0,2608.0,1125.0,1036.95,1176.0
1987,Second Stage of Tertiary Education,West,581,1640.1585875549697,1607.9161935917223,1672.4009815182171,1074.0,1585.0,2146.967319236766,36.0,3756.418298091915,1585.0,1483.0,1636.0
1988,Pre-primary Level,West,,,,,,,,,,,,
1988,Primary Level,West,363,765.4604410566303,748.053852836724,782.8670292765366,562.0,818.0,1016.5721140243355,51.0,1698.4302850608387,818.0,767.0,869.0
1988,Lower Secondary Level,West,1343,667.5603192598786,654.4918750007914,680.6287635189658,286.0,634.0,920.0,0.0,1871.0,634.0,596.6999999999999,665.375
1988,Upper Secondary Level,West,2988,982.7875562375609,973.9793160002479,991.595796474874,683.6583686895923,971.0,1227.0,0.0,2042.0124469656116,971.0,961.8499999999999,996.0
1988,Post-secondary Non-tertiary Level,West,181,935.8095432928134,896.9228970797219,974.6961895059048,611.9947485281065,920.0,1176.0,0.0,2022.0078772078402,920.0,817.0,1022.0
1988,First Stage of Tertiary Education,West,371,1222.5931357869013,1189.9102428931026,1255.2760286807,841.2004798408332,1176.0,1541.4902347594843,0.0,2591.924867137461,1176.0,1123.8749999999998,1278.0
1988,Second Stage of Tertiary Education,West,555,1687.3225392800632,1652.8168297355262,1721.8282488246002,1099.0,1588.9448393269895,2147.0,0.0,3719.0,1585.0,1431.475,1636.0
1989,Pre-primary Level,West,,,,,,,,,,,,
1989,Primary Level,West,338,819.4148355330121,800.0868160174641,838.7428550485602,590.7262781210688,818.0,1023.0,0.0,1671.4105828183967,818.0,716.0,869.0
1989,Lower Secondary Level,West,1323,673.7678763446517,663.2899313997175,684.2458212895858,292.49630803143236,665.0,971.0,0.0,1988.7555379528515,665.0,614.0,716.0
1989,Upper Secondary Level,West,2970,1022.66791203991,1013.3170095625325,1032.0188145172876,716.0,997.0,1278.0,0.0,2121.0,997.0,971.0,1023.0
1989,Post-secondary Non-tertiary Level,West,187,1030.9478844789032,994.5225942199147,1067.3731747378918,754.1625334140384,1010.5888188305478,1278.0,179.0,2063.7561998789424,1017.0,960.0,1165.0
1989,First Stage of Tertiary Education,West,357,1244.4286096387907,1213.630752754393,1275.2264665231885,878.7319371760473,1168.193359318447,1585.0,0.0,2644.4020942359293,1176.0,1123.7249999999997,1278.0
1989,Second Stage of Tertiary Education,West,554,1785.785553424178,1746.5787724159359,1824.9923344324202,1176.0,1672.2323298486936,2250.0,0.0,3861.0,1677.0,1587.0,1769.125
1990,Pre-primary Level,West,,,,,,,,,,,,
1990,Pre-primary Level,East,,,,,,,,,,,,
1990,Primary Level,West,339,850.0468651068649,830.8786809860425,869.2150492276872,614.0,909.4581018552093,1074.0,61.0,1764.0,910.0,874.0,976.0
1990,Primary Level,East,,,,,,,,,,,,
1990,Lower Secondary Level,West,1267,733.1451810426963,720.5040619281783,745.7863001572143,322.8150004746151,716.0,1023.0,0.0,2073.2774992880773,716.0,665.0,767.0
1990,Lower Secondary Level,East,235,258.713227517659,248.86540961082395,268.56104542449407,124.0,250.6531373441135,358.0,43.0,709.0,251.0,225.875,314.0
1990,Upper Secondary Level,West,2913,1072.260731386037,1062.038811106477,1082.482651665597,729.0893812935795,1048.0,1329.0,0.0,2228.8659280596307,1048.0,1022.0,1073.0
1990,Upper Secondary Level,East,2021,444.38346561161865,441.1414811495183,447.625450073719,354.1053104288659,435.03255628989837,522.0,102.26327607216473,773.8420343567011,435.0,420.0,435.025
1990,Post-secondary Non-tertiary Level,West,185,1034.1498028603155,1000.1418379157952,1068.1577678048357,763.4354005655772,971.0,1301.041005735992,51.0,2107.449413491614,971.0,860.8999999999996,1022.0
1990,Post-secondary Non-tertiary Level,East,65,477.95808507338495,459.3141506993634,496.6020194474065,378.9296875245867,493.7632804735132,562.0,138.0,836.60546871312,495.0,453.0,566.0
1990,First Stage of Tertiary Education,West,351,1318.586697253448,1283.306307523493,1353.867086983403,895.0,1227.0,1737.307825722972,102.0,3000.7695643074303,1227.0,1125.0,1329.0
1990,First Stage of Tertiary Education,East,220,566.3607811361603,553.3463683146472,579.3751939576734,444.80403971897607,537.0,639.0,153.51009929744015,930.2939404215359,537.0,512.0,553.0
1990,Second Stage of Tertiary Education,West,548,1844.3320181197512,1805.3153928206239,1883.3486434188785,1227.0,1777.2023501623326,2301.0,0.0,3912.0,1790.0,1738.3749999999998,1944.0
1990,Second Stage of Tertiary Education,East,852,600.4757507121656,593.6577410771914,607.2937603471397,481.0,588.0,685.0,175.0,991.0,588.0,577.0,603.05
1991,Pre-primary Level,West,,,,,,,,,,,,
1991,Pre-primary Level,East,,,,,,,,,,,,
1991,Primary Level,West,343,893.5688120196006,873.2079866586948,913.9296373805064,649.5069370400045,918.4439477911249,1125.0,153.0,1838.2395944399932,920.0,869.0,1001.225
1991,Primary Level,East,,,,,,,,,,,,
1991,Lower Secondary Level,West,1260,756.8807061333744,744.401819691901,769.3595925748477,332.0,716.0,1074.0,0.0,2187.0,716.0,664.95,767.0
1991,Lower Secondary Level,East,156,359.2965746818529,343.3915926794042,375.20155668430164,189.0,332.0,482.7782521848535,56.0,923.4456304621337,332.0,301.0,383.0
1991,Upper Secondary Level,West,2958,1112.046580477394,1101.3930686601223,1122.7000922946656,716.0,1074.0,1380.0,0.0,2376.0,1074.0,1023.0,1074.0
1991,Upper Secondary Level,East,1633,547.3493539182734,541.9662916938564,552.7324161426905,414.81717667268384,518.7118815697695,634.1899706198274,85.75798575196853,963.2491615405427,519.0,501.0,527.0
1991,Post-secondary Non-tertiary Level,West,215,1066.7897079662594,1034.6201702053247,1098.959245727194,767.0,1023.0,1380.0,102.0,2299.5,1023.0,921.0,1075.0
1991,Post-secondary Non-tertiary Level,East,54,613.105439982332,580.443494831509,645.7673851331549,454.26634607868107,564.9076803239357,708.656559055935,153.0,1090.2418785218158,565.0,491.0,619.0
1991,First Stage of Tertiary Education,West,362,1361.843542384168,1328.2969006802423,1395.3901840880935,915.4217392054078,1279.5068757437284,1790.0,77.0,3101.8673911918886,1278.0,1176.0,1375.125
1991,First Stage of Tertiary Education,East,194,704.9946483225231,680.2550057139688,729.7342909310773,515.3094467662166,623.3330921369995,767.0,137.7736169155416,1144.535829850675,622.0,576.95,630.0
1991,Second Stage of Tertiary Education,West,570,1906.0430983988435,1866.5144972946114,1945.5716995030757,1278.0,1858.1642943202557,2454.0,0.0,4218.0,1862.0,1781.0,2006.125
