"year","alter_gr","regtyp","mean","median","n","lower_confidence","upper_confidence"
"1989","66 und älter","Laendlicher Raum","","","","",""
"1989","66 und älter","Staedtischer Raum","","","","",""
"1990","16-34 Jahre alt","Laendlicher Raum","664.45","541.5","1445","644.58","684.32"
"1990","16-34 Jahre alt","Staedtischer Raum","848.73","843.5","2436","828.82","868.64"
"1990","35-65 Jahre alt","Laendlicher Raum","821.32","610.5","1952","799.47","843.17"
"1990","35-65 Jahre alt","Staedtischer Raum","1200.28","1111.5","3224","1174.35","1226.21"
"1990","66 und älter","Laendlicher Raum","","","","",""
"1990","66 und älter","Staedtischer Raum","","","","",""
"1991","16-34 Jahre alt","Laendlicher Raum","741.85","653","1310","718.08","765.62"
"1991","16-34 Jahre alt","Staedtischer Raum","913.82","900.5","2350","893.66","933.98"
"1991","35-65 Jahre alt","Laendlicher Raum","921.23","714.5","1747","896.38","946.08"
"1991","35-65 Jahre alt","Staedtischer Raum","1256.95","1121.5","3188","1230.35","1283.55"
"1991","66 und älter","Laendlicher Raum","","","","",""
"1991","66 und älter","Staedtischer Raum","","","","",""
"1992","16-34 Jahre alt","Laendlicher Raum","831.29","764.5","1159","806.36","856.22"
"1992","16-34 Jahre alt","Staedtischer Raum","981.39","970.5","2207","960.55","1002.23"
"1992","35-65 Jahre alt","Laendlicher Raum","1067.9","919.5","1582","1040.86","1094.94"
"1992","35-65 Jahre alt","Staedtischer Raum","1335.23","1226.5","3062","1308.72","1361.74"
"1992","66 und älter","Laendlicher Raum","","","","",""
"1992","66 und älter","Staedtischer Raum","","","","",""
"1993","16-34 Jahre alt","Laendlicher Raum","910.31","867","1155","876.69","943.93"
"1993","16-34 Jahre alt","Staedtischer Raum","1050.43","1035.5","2187","1028.65","1072.21"
"1993","35-65 Jahre alt","Laendlicher Raum","1187.13","1047","1510","1154.45","1219.81"
"1993","35-65 Jahre alt","Staedtischer Raum","1444.15","1275.5","3007","1412.06","1476.24"
"1993","66 und älter","Laendlicher Raum","","","","",""
"1993","66 und älter","Staedtischer Raum","","","","",""
"1994","16-34 Jahre alt","Laendlicher Raum","956.75","927","1084","925.6","987.9"
"1994","16-34 Jahre alt","Staedtischer Raum","1081.99","1057.5","2100","1058.86","1105.12"
"1994","35-65 Jahre alt","Laendlicher Raum","1228.9","1124","1497","1195.32","1262.48"
"1994","35-65 Jahre alt","Staedtischer Raum","1467.14","1328.5","2850","1435.46","1498.82"
"1994","66 und älter","Laendlicher Raum","","","","",""
"1994","66 und älter","Staedtischer Raum","","","","",""
"1995","16-34 Jahre alt","Laendlicher Raum","971.93","953.5","1144","926.62","1017.24"
"1995","16-34 Jahre alt","Staedtischer Raum","1094.44","1071","2138","1069.81","1119.07"
"1995","35-65 Jahre alt","Laendlicher Raum","1273.97","1147.5","1587","1240.66","1307.28"
"1995","35-65 Jahre alt","Staedtischer Raum","1488.22","1328","2952","1450.83","1525.61"
"1995","66 und älter","Laendlicher Raum","","","","",""
"1995","66 und älter","Staedtischer Raum","","","","",""
"1996","16-34 Jahre alt","Laendlicher Raum","1014.21","970","1063","981.48","1046.94"
"1996","16-34 Jahre alt","Staedtischer Raum","1146.2","1124.5","2058","1116.8","1175.6"
"1996","35-65 Jahre alt","Laendlicher Raum","1301.32","1173.5","1583","1266.61","1336.03"
"1996","35-65 Jahre alt","Staedtischer Raum","1513.44","1326","2888","1481.82","1545.06"
"1996","66 und älter","Laendlicher Raum","","","","",""
"1996","66 und älter","Staedtischer Raum","","","","",""
"1997","16-34 Jahre alt","Laendlicher Raum","1022.52","998","1017","990.23","1054.81"
"1997","16-34 Jahre alt","Staedtischer Raum","1113.14","1073.5","1990","1086.91","1139.37"
"1997","35-65 Jahre alt","Laendlicher Raum","1310.22","1174","1561","1269.11","1351.33"
"1997","35-65 Jahre alt","Staedtischer Raum","1538.16","1377","2792","1506.41","1569.91"
"1997","66 und älter","Laendlicher Raum","","","","",""
"1997","66 und älter","Staedtischer Raum","847.89","716","30","598.94","1096.84"
"1998","16-34 Jahre alt","Laendlicher Raum","1025.21","966.5","1067","991.16","1059.26"
"1998","16-34 Jahre alt","Staedtischer Raum","1100.96","1073.5","2075","1074.54","1127.38"
"1998","35-65 Jahre alt","Laendlicher Raum","1318.09","1193","1750","1282.8","1353.38"
"1998","35-65 Jahre alt","Staedtischer Raum","1525.04","1388","3196","1495.4","1554.68"
"1998","66 und älter","Laendlicher Raum","","","","",""
"1998","66 und älter","Staedtischer Raum","636.22","371.5","32","414.99","857.45"
"1999","16-34 Jahre alt","Laendlicher Raum","997.61","968","1075","963.68","1031.54"
"1999","16-34 Jahre alt","Staedtischer Raum","1084.16","1073.5","2026","1057.39","1110.93"
"1999","35-65 Jahre alt","Laendlicher Raum","1310.13","1175","1743","1274.42","1345.84"
"1999","35-65 Jahre alt","Staedtischer Raum","1557.12","1388","3169","1525.48","1588.76"
"1999","66 und älter","Laendlicher Raum","","","","",""
"1999","66 und älter","Staedtischer Raum","728.15","511","34","474.84","981.46"
"2000","16-34 Jahre alt","Laendlicher Raum","1005.56","1020.5","1649","977.45","1033.67"
"2000","16-34 Jahre alt","Staedtischer Raum","1123.57","1119.5","3019","1098.79","1148.35"
"2000","35-65 Jahre alt","Laendlicher Raum","1340.91","1226","3109","1310.81","1371.01"
"2000","35-65 Jahre alt","Staedtischer Raum","1560.42","1431.5","5915","1534.89","1585.95"
"2000","66 und älter","Laendlicher Raum","","","","",""
"2000","66 und älter","Staedtischer Raum","1005.94","367","63","678.09","1333.79"
"2001","16-34 Jahre alt","Laendlicher Raum","1016.99","1021","1425","983.95","1050.03"
"2001","16-34 Jahre alt","Staedtischer Raum","1119.11","1122.5","2678","1093.64","1144.58"
"2001","35-65 Jahre alt","Laendlicher Raum","1361.68","1275.5","2844","1330.92","1392.44"
"2001","35-65 Jahre alt","Staedtischer Raum","1586.62","1480.5","5536","1559.9","1613.34"
"2001","66 und älter","Laendlicher Raum","1355.16","630","35","953","1757.32"
"2001","66 und älter","Staedtischer Raum","884.76","424","56","549.77","1219.75"
"2002","16-34 Jahre alt","Laendlicher Raum","1016.66","999","1345","982.37","1050.95"
"2002","16-34 Jahre alt","Staedtischer Raum","1125.28","1098.5","2571","1094.26","1156.3"
"2002","35-65 Jahre alt","Laendlicher Raum","1399.8","1288","3039","1358.85","1440.75"
"2002","35-65 Jahre alt","Staedtischer Raum","1654.59","1499.5","6360","1607.03","1702.15"
"2002","66 und älter","Laendlicher Raum","1132.86","614","46","696.4","1569.32"
"2002","66 und älter","Staedtischer Raum","1047.87","323.5","94","663.36","1432.38"
"2003","16-34 Jahre alt","Laendlicher Raum","1002.67","999.5","1248","955.66","1049.68"
"2003","16-34 Jahre alt","Staedtischer Raum","1132.69","1099","2402","1103.28","1162.1"
"2003","35-65 Jahre alt","Laendlicher Raum","1414.93","1295.5","2904","1376.29","1453.57"
"2003","35-65 Jahre alt","Staedtischer Raum","1684.44","1499.5","6020","1642.37","1726.51"
"2003","66 und älter","Laendlicher Raum","918.06","432.5","60","628.73","1207.39"
"2003","66 und älter","Staedtischer Raum","1017.32","512","117","692.21","1342.43"
"2004","16-34 Jahre alt","Laendlicher Raum","991.56","997.5","1173","957.14","1025.98"
"2004","16-34 Jahre alt","Staedtischer Raum","1135.82","1099.5","2260","1105.25","1166.39"
"2004","35-65 Jahre alt","Laendlicher Raum","1437.02","1299.5","2845","1392.72","1481.32"
"2004","35-65 Jahre alt","Staedtischer Raum","1696.11","1499","5887","1655.77","1736.45"
"2004","66 und älter","Laendlicher Raum","909.48","616","59","622.19","1196.77"
"2004","66 und älter","Staedtischer Raum","1124.21","469","142","750.62","1497.8"
"2005","16-34 Jahre alt","Laendlicher Raum","1021.05","959","1060","982.53","1059.57"
"2005","16-34 Jahre alt","Staedtischer Raum","1136.86","1099.5","2122","1105.25","1168.47"
"2005","35-65 Jahre alt","Laendlicher Raum","1474.43","1350.5","2746","1429.83","1519.03"
"2005","35-65 Jahre alt","Staedtischer Raum","1692.73","1504.5","5626","1654.41","1731.05"
"2005","66 und älter","Laendlicher Raum","942.56","383.5","52","623.25","1261.87"
"2005","66 und älter","Staedtischer Raum","1129.67","521","111","713.88","1545.46"
"2006","16-34 Jahre alt","Laendlicher Raum","1011.46","998","1099","974.27","1048.65"
"2006","16-34 Jahre alt","Staedtischer Raum","1111.9","1053.5","2067","1079.09","1144.71"
"2006","35-65 Jahre alt","Laendlicher Raum","1503.35","1347.5","2998","1458.78","1547.92"
"2006","35-65 Jahre alt","Staedtischer Raum","1712.78","1549.5","5988","1668.14","1757.42"
"2006","66 und älter","Laendlicher Raum","883.72","385","72","583.3","1184.14"
"2006","66 und älter","Staedtischer Raum","1392.49","606.5","138","170.67","2614.31"
"2007","16-34 Jahre alt","Laendlicher Raum","1029.81","999","1064","992.61","1067.01"
"2007","16-34 Jahre alt","Staedtischer Raum","1132.78","1099","1947","1098.41","1167.15"
"2007","35-65 Jahre alt","Laendlicher Raum","1481.36","1349","2893","1441.51","1521.21"
"2007","35-65 Jahre alt","Staedtischer Raum","1752.51","1599.5","5661","1712.5","1792.52"
"2007","66 und älter","Laendlicher Raum","745.62","350","79","456.37","1034.87"
"2007","66 und älter","Staedtischer Raum","1089.46","554","136","791.9","1387.02"
"2008","16-34 Jahre alt","Laendlicher Raum","1015.88","999","957","979.75","1052.01"
"2008","16-34 Jahre alt","Staedtischer Raum","1147.88","1107","1892","1112.97","1182.79"
"2008","35-65 Jahre alt","Laendlicher Raum","1485.01","1346","2763","1443.01","1527.01"
"2008","35-65 Jahre alt","Staedtischer Raum","1766.75","1598","5350","1727.26","1806.24"
"2008","66 und älter","Laendlicher Raum","797.57","375","71","509.95","1085.19"
"2008","66 und älter","Staedtischer Raum","1225.23","425.5","129","765.71","1684.75"
"2009","16-34 Jahre alt","Laendlicher Raum","1033.36","1022","886","993.68","1073.04"
"2009","16-34 Jahre alt","Staedtischer Raum","1160.96","1111","1720","1124.32","1197.6"
"2009","35-65 Jahre alt","Laendlicher Raum","1563.16","1438.5","2656","1517.64","1608.68"
"2009","35-65 Jahre alt","Staedtischer Raum","1785.78","1599","4909","1743.95","1827.61"
"2009","66 und älter","Laendlicher Raum","655.67","339","74","395.34","916"
"2009","66 und älter","Staedtischer Raum","1364.46","487.5","158","1049.26","1679.66"
"2010","16-34 Jahre alt","Laendlicher Raum","1037.13","1009.5","1343","1000.02","1074.24"
"2010","16-34 Jahre alt","Staedtischer Raum","1284.84","1199.5","2411","1247.09","1322.59"
"2010","35-65 Jahre alt","Laendlicher Raum","1550.28","1448","3545","1509.09","1591.47"
"2010","35-65 Jahre alt","Staedtischer Raum","1840.92","1686.5","6577","1801.35","1880.49"
"2010","66 und älter","Laendlicher Raum","840.84","399.5","63","431.82","1249.86"
"2010","66 und älter","Staedtischer Raum","1140.78","440","148","831.14","1450.42"
"2011","16-34 Jahre alt","Laendlicher Raum","1105.21","1098.5","1536","1070.6","1139.82"
"2011","16-34 Jahre alt","Staedtischer Raum","1315.27","1225.5","2635","1279.74","1350.8"
"2011","35-65 Jahre alt","Laendlicher Raum","1576.57","1462","4561","1541.82","1611.32"
"2011","35-65 Jahre alt","Staedtischer Raum","1885.97","1698.5","8045","1850.64","1921.3"
"2011","66 und älter","Laendlicher Raum","721.41","399","71","472.82","970"
"2011","66 und älter","Staedtischer Raum","1072.07","398","156","784.37","1359.77"
"2012","16-34 Jahre alt","Laendlicher Raum","1140.63","1129.5","1445","1103.28","1177.98"
"2012","16-34 Jahre alt","Staedtischer Raum","1298.85","1297.5","2525","1262.06","1335.64"
"2012","35-65 Jahre alt","Laendlicher Raum","1596.96","1498","4587","1562.07","1631.85"
"2012","35-65 Jahre alt","Staedtischer Raum","1946.36","1709.5","7894","1909.67","1983.05"
"2012","66 und älter","Laendlicher Raum","616.66","399.5","80","420.13","813.19"
"2012","66 und älter","Staedtischer Raum","868.81","398","205","672.79","1064.83"
"2013","16-34 Jahre alt","Laendlicher Raum","1168.04","1108.5","1576","1131.18","1204.9"
"2013","16-34 Jahre alt","Staedtischer Raum","1291.64","1249","3407","1263.12","1320.16"
"2013","35-65 Jahre alt","Laendlicher Raum","1642.83","1499.5","4811","1607.08","1678.58"
"2013","35-65 Jahre alt","Staedtischer Raum","1961.81","1699","8990","1928.55","1995.07"
"2013","66 und älter","Laendlicher Raum","724.04","399.5","87","506.31","941.77"
"2013","66 und älter","Staedtischer Raum","1094.44","442.5","209","832.98","1355.9"
"2014","16-34 Jahre alt","Laendlicher Raum","1166.54","1139.5","1372","1127","1206.08"
"2014","16-34 Jahre alt","Staedtischer Raum","1318.22","1249","2848","1286.44","1350"
"2014","35-65 Jahre alt","Laendlicher Raum","1684","1570.5","4359","1646.76","1721.24"
"2014","35-65 Jahre alt","Staedtischer Raum","2008.99","1799","7914","1972.65","2045.33"
"2014","66 und älter","Laendlicher Raum","720.49","395","108","513.18","927.8"
"2014","66 und älter","Staedtischer Raum","1122.41","438.5","221","868.16","1376.66"
"2015","16-34 Jahre alt","Laendlicher Raum","1204.89","1142.5","1373","1166.7","1243.08"
"2015","16-34 Jahre alt","Staedtischer Raum","1372.53","1295","2906","1341.11","1403.95"
"2015","35-65 Jahre alt","Laendlicher Raum","1737.53","1599.5","4267","1699.65","1775.41"
"2015","35-65 Jahre alt","Staedtischer Raum","2032.4","1799","7695","1995.54","2069.26"
"2015","66 und älter","Laendlicher Raum","768.7","398.5","111","523.34","1014.06"
"2015","66 und älter","Staedtischer Raum","1208.35","445","224","860.43","1556.27"
"2016","16-34 Jahre alt","Laendlicher Raum","1187.78","1196.5","1318","1146.33","1229.23"
"2016","16-34 Jahre alt","Staedtischer Raum","1373.56","1365","2685","1339.97","1407.15"
"2016","35-65 Jahre alt","Laendlicher Raum","1786.9","1649","4028","1744.15","1829.65"
"2016","35-65 Jahre alt","Staedtischer Raum","2053.29","1798.5","7246","2016.15","2090.43"
"2016","66 und älter","Laendlicher Raum","745.21","440","109","549.16","941.26"
"2016","66 und älter","Staedtischer Raum","1201.36","447.5","233","877.43","1525.29"
"2017","16-34 Jahre alt","Laendlicher Raum","1272.11","1204.5","1540","1234.72","1309.5"
"2017","16-34 Jahre alt","Staedtischer Raum","1382.24","1367.5","3082","1350.9","1413.58"
"2017","35-65 Jahre alt","Laendlicher Raum","1819.47","1636","4601","1780.15","1858.79"
"2017","35-65 Jahre alt","Staedtischer Raum","2114.57","1899","8136","2077.44","2151.7"
"2017","66 und älter","Laendlicher Raum","775.37","447.5","137","610.15","940.59"
"2017","66 und älter","Staedtischer Raum","1069.3","449","275","818.35","1320.25"
"2018","16-34 Jahre alt","Laendlicher Raum","1375.79","1349","1509","1336.56","1415.02"
"2018","16-34 Jahre alt","Staedtischer Raum","1436.53","1345","3182","1405.21","1467.85"
"2018","35-65 Jahre alt","Laendlicher Raum","1881.39","1695","4364","1843.33","1919.45"
"2018","35-65 Jahre alt","Staedtischer Raum","2190.18","1914.5","7879","2146.81","2233.55"
"2018","66 und älter","Laendlicher Raum","948.35","415","137","731.82","1164.88"
"2018","66 und älter","Staedtischer Raum","997.55","449","301","717.85","1277.25"
"2019","16-34 Jahre alt","Laendlicher Raum","1383.06","1395","1370","1341.96","1424.16"
"2019","16-34 Jahre alt","Staedtischer Raum","1535.87","1499.5","2947","1494.28","1577.46"
"2019","35-65 Jahre alt","Laendlicher Raum","1944.02","1798.5","4548","1892.27","1995.77"
"2019","35-65 Jahre alt","Staedtischer Raum","2343.97","1998","8350","1936.96","2750.98"
"2019","66 und älter","Laendlicher Raum","1155.11","446","208","773.35","1536.87"
"2019","66 und älter","Staedtischer Raum","1329.54","447.5","454","1090.58","1568.5"
"2020","16-34 Jahre alt","Laendlicher Raum","1485.81","1497.5","1527","1438.37","1533.25"
"2020","16-34 Jahre alt","Staedtischer Raum","1571.65","1562.5","3782","1540.53","1602.77"
"2020","35-65 Jahre alt","Laendlicher Raum","2004.75","1803.5","4336","1953.21","2056.29"
"2020","35-65 Jahre alt","Staedtischer Raum","2348.9","2099.5","8355","2292.63","2405.17"
"2020","66 und älter","Laendlicher Raum","823.28","449","187","511.38","1135.18"
"2020","66 und älter","Staedtischer Raum","1422.25","449","389","1154","1690.5"
