year,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1985,Urban regions,5104,940.3785029617696,932.8000267522735,947.9569791712657,562.0,886.5783146526261,1176.0,0.0,2097.0,887.0,864.0,905.0
1985,Rural regions,1320,876.5634235180933,856.2650771687296,896.8617698674569,460.0,818.0,1097.0,0.0,2052.5,818.0,782.95,869.0
1986,Urban regions,4915,986.3765172566154,977.3083020254703,995.4447324877606,614.0,920.0,1227.0,0.0,2146.5,920.0,920.0,920.0
1986,Rural regions,1297,867.1661930018089,853.3530059662118,880.979380037406,485.30477845901027,838.3410816895332,1128.718799135535,0.0,2093.839830150322,839.0,809.0,887.025
1987,Urban regions,4880,1001.5478126692815,993.1406388569787,1009.9549864815842,614.0,920.0,1258.0,0.0,2224.0,920.0,894.0,920.0
1987,Rural regions,1322,884.9608245492669,870.5795278243638,899.34212127417,460.0,818.0,1162.1401043107217,0.0,2215.350260776804,818.0,767.0,844.0
1988,Urban regions,4679,1043.1387730613278,1034.1064196720229,1052.1711264506328,655.2734477885813,971.0,1278.0,0.0,2212.089828317128,971.0,952.925,972.1
1988,Rural regions,1218,909.5557731303372,894.1936589210802,924.9178873395942,493.0,869.0,1176.0,0.0,2200.5,869.0,818.0,894.0
1989,Urban regions,4648,1079.6815949798095,1070.2238892213684,1089.1393007382505,677.5609777028927,1017.0,1329.0,0.0,2306.158533445661,1017.0,1011.0,1052.075
1989,Rural regions,1177,973.9690854778187,957.8143731427476,990.1237978128897,562.0,920.0,1251.6090162564244,0.0,2286.022540641061,920.0,869.0,930.375
1990,Urban regions,5660,1062.0517201572027,1053.1240208902934,1070.979419424112,562.0,976.8671913627517,1329.0,0.0,2479.5,977.0,931.0,983.0
1990,Rural regions,3381,756.3022964241125,747.5435147192376,765.0610781289873,399.0,576.3795529037038,1023.0,0.0,1959.0,576.0,539.95,590.0
1991,Urban regions,5535,1122.4455828065074,1113.1330939118195,1131.7580717011954,614.0,1023.0,1432.0,0.0,2659.0,1023.0,998.0,1023.0
1991,Rural regions,3036,848.4401240378211,838.6858906498285,858.1943574258137,460.0,690.0,1125.0,0.0,2122.5,690.0,664.0,715.0
1992,Urban regions,5259,1201.0517137606037,1191.5889935093298,1210.5144340118775,716.0,1125.0,1534.0,0.0,2761.0,1125.0,1125.0,1161.0
1992,Rural regions,2720,973.5768376430676,962.9934711265413,984.160204159594,582.5284845122198,869.0,1276.027201651678,0.0,2316.2752773608654,869.0,847.875,894.0
1993,Urban regions,5185,1297.3120790491455,1286.0462618291426,1308.5778962691484,767.0,1176.0,1616.0,0.0,2889.5,1176.0,1142.925,1176.0
1993,Rural regions,2645,1071.6926190442373,1058.965876203323,1084.4193618851516,661.8529893594836,971.0,1329.0,0.0,2329.7205159607747,971.0,928.9,996.0
1994,Urban regions,4951,1323.351563675869,1312.181825507756,1334.5213018439822,818.0,1227.0,1636.0,0.0,2863.0,1227.0,1227.0,1278.0
