year,quintil_oecd,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,1st Quintile,946,675.81625,648.41801,703.21449,295.63116,716.33833,928.93034,0,1878.87911,,,
1984,2nd Quintile,1256,751.19840,728.85621,773.54059,409.00000,779.04544,1023.00000,0,1944.00000,,,
1984,3rd Quintile,1434,836.22590,812.51347,859.93832,511.00000,818.00000,1074.00000,0,1918.50000,,,
1984,4th Quintile,1678,914.73135,890.40967,939.05304,562.00000,869.00000,1161.26147,0,2060.15367,,,
1984,5th Quintile,1797,1158.19166,1122.47018,1193.91314,716.00000,1023.00000,1457.00000,0,2568.50000,,,
1985,1st Quintile,919,626.90926,598.88082,654.93770,256.00000,614.00000,920.00000,0,1916.00000,,,
1985,2nd Quintile,1098,770.26170,746.62438,793.89903,444.89562,827.85350,1046.75810,0,1949.55182,,,
1985,3rd Quintile,1343,828.62385,804.10279,853.14491,462.79314,818.00000,1074.00000,0,1990.81029,,,
1985,4th Quintile,1520,917.79452,891.92095,943.66809,586.59406,869.00000,1125.00000,0,1932.60892,,,
1985,5th Quintile,1606,1178.69235,1136.86123,1220.52348,716.00000,1023.00000,1524.31047,0,2736.77618,,,
1986,1st Quintile,792,683.45031,656.30386,710.59676,298.30737,716.00000,971.00000,0,1980.03895,,,
1986,2nd Quintile,1084,794.36110,769.53405,819.18815,458.35445,818.00000,1074.00000,16,1997.46832,,,
1986,3rd Quintile,1316,875.05547,834.97366,915.13729,460.00000,818.00000,1125.00000,0,2122.50000,,,
1986,4th Quintile,1532,954.66596,929.49505,979.83688,614.00000,920.00000,1175.13670,0,2016.84174,,,
1986,5th Quintile,1547,1204.30288,1166.86980,1241.73596,741.00000,1048.00000,1534.00000,0,2723.50000,,,
1987,1st Quintile,747,672.69424,644.63372,700.75475,300.54559,665.00000,971.00000,36,1976.68161,,,
1987,2nd Quintile,1120,813.98729,788.42984,839.54473,428.08313,818.00000,1125.00000,46,2170.37531,,,
1987,3rd Quintile,1314,875.18561,847.45166,902.91955,511.00000,869.00000,1125.00000,0,2046.00000,,,
1987,4th Quintile,1512,955.28268,928.77506,981.79030,613.56659,920.00000,1185.16475,0,2042.56200,,,
1987,5th Quintile,1569,1238.29957,1200.62878,1275.97037,767.00000,1074.00000,1566.74611,18,2766.36528,,,
1988,1st Quintile,757,669.45681,641.88677,697.02685,305.43610,665.00000,971.00000,0,1840,,,
1988,2nd Quintile,1063,816.92427,790.50383,843.34470,424.29161,867.09425,1125.00000,0,2176.06259,,,
1988,3rd Quintile,1254,921.61669,889.51001,953.72338,511.00000,869.00000,1176.00000,0,2173.50000,,,
1988,4th Quintile,1419,1006.67839,978.85805,1034.49874,665.00000,971.00000,1227.00000,0,2070.00000,,,
1988,5th Quintile,1469,1279.83069,1240.52158,1319.13980,818.00000,1125.00000,1585.00000,0,2735.50000,,,
1989,1st Quintile,765,711.64208,683.21986,740.06430,286.80412,762.00000,1023.00000,0,2127.29382,,,
1989,2nd Quintile,1082,881.91944,854.91399,908.92488,535.06768,869.00000,1227.00000,0,2264.89849,,,
1989,3rd Quintile,1200,943.87955,916.73883,971.02026,607.79374,928.32037,1239.77103,0,2187.73697,,,
1989,4th Quintile,1397,1029.71328,1000.59731,1058.82925,665.00000,997.00000,1278.00000,0,2197.50000,,,
1989,5th Quintile,1413,1364.37152,1318.87178,1409.87126,844.00000,1176.00000,1741.59767,0,3087.99419,,,
1990,1st Quintile,765,765.65337,723.16676,808.13998,345.69847,767.00000,1074.00000,0,2166.45230,,,
1990,2nd Quintile,1034,921.60486,889.95638,953.25334,511.00000,920.00000,1278.00000,0,2428.50000,,,
1990,3rd Quintile,1195,977.77901,947.46537,1008.09265,562.00000,971.00000,1278.00000,0,2352.00000,,,
1990,4th Quintile,1380,1074.74692,1045.66593,1103.82792,718.31789,1032.63362,1282.31375,0,2128.30754,,,
1990,5th Quintile,1373,1465.15835,1418.23361,1512.08310,920.00000,1278.00000,1841.00000,0,3222.50000,,,
1991,1st Quintile,770,762.03005,730.23155,793.82856,332.00000,742.37756,1125.00000,0,2314.50000,,,
1991,2nd Quintile,1068,921.92219,891.45654,952.38784,460.00000,920.00000,1278.00000,0,2505.00000,,,
1991,3rd Quintile,1195,1033.86298,1002.92634,1064.79961,614.00000,998.39965,1329.00000,0,2401.50000,,,
1991,4th Quintile,1381,1127.66889,1095.72993,1159.60785,716.00000,1125.00000,1425.00000,0,2488.50000,,,
1991,5th Quintile,1421,1520.61006,1472.56920,1568.65091,971.00000,1329.00000,1943.00000,0,3401.00000,,,
1992,1st Quintile,1100,673.72146,651.51593,695.92699,409.00000,627.73231,859.00000,0,1534.00000,,,
1992,2nd Quintile,1683,878.05618,856.46368,899.64869,562.00000,818.00000,1176.00000,0,2097.00000,,,
1992,3rd Quintile,1702,990.21928,965.60408,1014.83448,614.00000,971.00000,1278.00000,0,2274.00000,,,
1992,4th Quintile,1814,1144.90056,1118.27348,1171.52764,767.00000,1125.00000,1432.00000,51,2429.50000,,,
1992,5th Quintile,1816,1512.27418,1472.51010,1552.03826,971.00000,1380.00000,1943.00000,0,3401.00000,,,
1993,1st Quintile,958,787.82024,760.40554,815.23493,436.43731,767.00000,1074.00000,0,2030.34404,,,
1993,2nd Quintile,1553,926.02818,902.64554,949.41081,583.00000,904.74670,1217.04026,0,2168.10064,,,
1993,3rd Quintile,1731,1082.99608,1054.31934,1111.67283,705.00000,1023.00000,1380.00000,26,2392.50000,,,
1993,4th Quintile,1825,1204.37571,1176.29584,1232.45558,830.05658,1176.00000,1472.73089,0,2436.74235,,,
1993,5th Quintile,1818,1649.90547,1599.52069,1700.29025,1023.00000,1483.00000,2045.31849,0,3578.79623,,,
1994,1st Quintile,904,828.73925,798.60721,858.87128,419.00000,769.00000,1176.00000,0,2311.50000,,,
1994,2nd Quintile,1391,1000.98296,974.19097,1027.77496,614.00000,971.00000,1329.00000,0,2401.50000,,,
1994,3rd Quintile,1712,1078.63318,1052.89302,1104.37334,703.04933,1037.28082,1380.00000,0,2395.42601,,,
1994,4th Quintile,1743,1246.73282,1217.55587,1275.90977,869.00000,1176.00000,1483.00000,0,2404.00000,,,
1994,5th Quintile,1805,1685.26855,1637.10703,1733.43007,1073.68924,1488.31548,2096.00000,0,3629.46614,,,
1995,1st Quintile,976,848.71800,815.63889,881.79710,434.67100,818.00000,1176.00000,0,2287.99351,,,
1995,2nd Quintile,1486,1001.10810,974.07679,1028.13940,580.74213,971.00000,1376.45630,0,2570.02755,,,
1995,3rd Quintile,1724,1105.89713,1079.06621,1132.72805,767.00000,1074.00000,1391.00000,0,2327.00000,,,
1995,4th Quintile,1867,1254.56145,1224.70517,1284.41773,869.00000,1193.25852,1534.00000,0,2531.50000,,,
1995,5th Quintile,1799,1737.71272,1682.00229,1793.42314,1074.00000,1534.00000,2199.00000,0,3886.50000,,,
1996,1st Quintile,1010,869.84153,840.81210,898.87097,460.00000,869.00000,1187.00000,20,2277.50000,,,
1996,2nd Quintile,1375,1062.07820,1033.43245,1090.72395,628.00000,1023.00000,1432.00000,26,2638.00000,,,
1996,3rd Quintile,1642,1158.89439,1127.86725,1189.92153,767.00000,1125.00000,1469.41516,51,2523.03791,,,
1996,4th Quintile,1830,1312.16533,1275.86979,1348.46088,920.00000,1227.00000,1534.00000,61,2455.00000,,,
1996,5th Quintile,1773,1755.22161,1706.66671,1803.77651,1125.00000,1559.00000,2250.00000,51,3937.50000,,,
1997,1st Quintile,871,877.25468,845.32943,909.17993,474.00000,869.00000,1227.00000,19,2356.50000,,,
1997,2nd Quintile,1393,1050.31786,1021.47178,1079.16395,614.00000,1023.00000,1432.00000,51,2659.00000,,,
1997,3rd Quintile,1557,1157.76704,1127.21352,1188.32057,716.00000,1096.97685,1497.27245,51,2669.18113,,,
1997,4th Quintile,1833,1288.36132,1258.71436,1318.00828,920.00000,1227.00000,1585.00000,25,2582.50000,,,
1997,5th Quintile,1742,1791.25356,1739.03341,1843.47370,1125.00000,1576.86571,2297.29046,24,4055.72614,,,
1998,1st Quintile,882,865.41476,833.53563,897.29388,409.00000,822.91913,1278.00000,0,2581.50000,,,
1998,2nd Quintile,1290,1042.55416,1012.19361,1072.91470,603.35598,1017.00000,1432.00000,0,2674.96602,,,
1998,3rd Quintile,1505,1158.30162,1126.78762,1189.81562,716.00000,1124.68578,1534.00000,0,2761.00000,,,
