year,bula_h,sampreg,plh0188,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,Schleswig-Holstein,West,Agree completely,0.18992,51,226,0.13867,0.24117
1992,Schleswig-Holstein,West,Agree,0.46550,111,226,0.40033,0.53068
1992,Schleswig-Holstein,West,Disagree,0.28854,64,226,0.22934,0.34774
1992,Hamburg,West,Agree,0.37592,45,80,0.26911,0.48273
1992,Hamburg,West,Disagree,0.34748,35,80,0.24248,0.45248
1992,Lower Saxony,West,Agree completely,0.17091,144,833,0.14534,0.19649
1992,Lower Saxony,West,Agree,0.48214,418,833,0.44818,0.51609
1992,Lower Saxony,West,Disagree,0.28578,224,833,0.25508,0.31648
1992,Lower Saxony,West,Disagree completely,0.06117,47,833,0.04489,0.07746
1992,Bremen,West,Disagree,0.42545,37,37,0.26395,0.58696
1992,North Rhine-Westphalia,West,Agree completely,0.15161,298,1880,0.13539,0.16783
1992,North Rhine-Westphalia,West,Agree,0.48113,929,1880,0.45854,0.50372
1992,North Rhine-Westphalia,West,Disagree,0.30914,553,1880,0.28824,0.33004
1992,North Rhine-Westphalia,West,Disagree completely,0.05812,100,1880,0.04754,0.06870
1992,Hesse,West,Agree completely,0.13321,95,654,0.10714,0.15927
1992,Hesse,West,Agree,0.46761,316,654,0.42934,0.50588
1992,Hesse,West,Disagree,0.31412,194,654,0.27852,0.34973
1992,Hesse,West,Disagree completely,0.08506,49,654,0.06367,0.10646
1992,"Rhineland-Palatinate, Saarland",West,Agree completely,0.09851,63,546,0.07349,0.12353
1992,"Rhineland-Palatinate, Saarland",West,Agree,0.43197,244,546,0.39038,0.47356
1992,"Rhineland-Palatinate, Saarland",West,Disagree,0.35796,183,546,0.31771,0.39821
1992,"Rhineland-Palatinate, Saarland",West,Disagree completely,0.11156,56,546,0.08513,0.13799
1992,Baden-Wuerttemberg,West,Agree completely,0.12465,141,1103,0.10514,0.14415
1992,Baden-Wuerttemberg,West,Agree,0.45064,514,1103,0.42127,0.48002
1992,Baden-Wuerttemberg,West,Disagree,0.35665,371,1103,0.32837,0.38493
1992,Baden-Wuerttemberg,West,Disagree completely,0.06806,77,1103,0.05319,0.08293
1992,Bavaria,West,Agree completely,0.10744,156,1309,0.09066,0.12423
1992,Bavaria,West,Agree,0.48231,634,1309,0.45523,0.50939
1992,Bavaria,West,Disagree,0.33316,428,1309,0.30761,0.35870
1992,Bavaria,West,Disagree completely,0.07709,91,1309,0.06263,0.09155
1992,Berlin,West,Agree,0.44412,102,173,0.36987,0.51838
1992,Berlin,West,Disagree,0.35193,71,173,0.28056,0.42330
1992,Berlin,East,Agree,0.36883,109,250,0.30890,0.42876
1992,Berlin,East,Disagree,0.38289,106,250,0.32251,0.44326
1992,Berlin,East,Disagree completely,0.13777,35,250,0.09496,0.18058
1992,Brandenburg,East,Agree completely,0.12912,81,658,0.10347,0.15476
1992,Brandenburg,East,Agree,0.45353,296,658,0.41546,0.49160
1992,Brandenburg,East,Disagree,0.33108,225,658,0.29509,0.36706
1992,Brandenburg,East,Disagree completely,0.08628,56,658,0.06481,0.10775
1992,Mecklenburg-Western Pomerania,East,Agree completely,0.12567,49,418,0.09386,0.15749
1992,Mecklenburg-Western Pomerania,East,Agree,0.43034,186,418,0.38282,0.47786
1992,Mecklenburg-Western Pomerania,East,Disagree,0.35469,148,418,0.30877,0.40061
1992,Mecklenburg-Western Pomerania,East,Disagree completely,0.08930,35,418,0.06192,0.11667
1992,Saxony,East,Agree completely,0.13786,161,1155,0.11797,0.15775
1992,Saxony,East,Agree,0.42706,500,1155,0.39852,0.45560
1992,Saxony,East,Disagree,0.33204,386,1155,0.30486,0.35921
1992,Saxony,East,Disagree completely,0.10305,108,1155,0.08550,0.12059
1992,Saxony-Anhalt,East,Agree completely,0.16015,118,768,0.13420,0.18611
1992,Saxony-Anhalt,East,Agree,0.47193,380,768,0.43660,0.50726
1992,Saxony-Anhalt,East,Disagree,0.29543,219,768,0.26314,0.32772
1992,Saxony-Anhalt,East,Disagree completely,0.07250,51,768,0.05414,0.09085
1992,Thuringa,East,Agree completely,0.14406,104,681,0.11767,0.17045
1992,Thuringa,East,Agree,0.48905,339,681,0.45148,0.52662
1992,Thuringa,East,Disagree,0.28521,199,681,0.25127,0.31915
1992,Thuringa,East,Disagree completely,0.08168,39,681,0.06109,0.10226
1993,Schleswig-Holstein,West,Agree completely,0.13152,47,266,0.09082,0.17221
1993,Schleswig-Holstein,West,Agree,0.36370,108,266,0.30578,0.42162
1993,Schleswig-Holstein,West,Disagree,0.41510,111,266,0.35577,0.47443
1993,Hamburg,West,Agree,0.40245,63,115,0.31243,0.49247
1993,Hamburg,West,Disagree,0.38857,52,115,0.29909,0.47805
