year,bula_h,quintil_oecd_hh,hlf0261,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1991,Saxony-Anhalt,1st Quintile,No,0.95857,362,362,0.93802,0.97913
1991,Thuringa,1st Quintile,No,0.97279,326,326,0.95510,0.99048
1994,Schleswig-Holstein,3rd Quintile,No,0.92694,32,32,0.83534,1.01855
1994,Schleswig-Holstein,4th Quintile,No,0.87809,31,31,0.76101,0.99517
1994,Lower Saxony,1st Quintile,No,0.86782,87,87,0.79624,0.93940
1994,Lower Saxony,2nd Quintile,No,0.86384,77,77,0.78673,0.94095
1994,Lower Saxony,3rd Quintile,No,0.95062,95,95,0.90682,0.99442
1994,Lower Saxony,4th Quintile,No,0.96730,106,106,0.93327,1.00132
1994,Lower Saxony,5th Quintile,No,0.72601,85,85,0.63063,0.82139
1994,North Rhine-Westphalia,1st Quintile,No,0.91122,227,227,0.87413,0.94830
1994,North Rhine-Westphalia,2nd Quintile,No,0.95086,223,223,0.92242,0.97929
1994,North Rhine-Westphalia,3rd Quintile,No,0.88654,219,219,0.84444,0.92865
1994,North Rhine-Westphalia,4th Quintile,No,0.83233,212,212,0.78193,0.88274
1994,North Rhine-Westphalia,5th Quintile,"Yes, Regularly",0.23303,53,235,0.17887,0.28720
1994,North Rhine-Westphalia,5th Quintile,No,0.68034,182,235,0.62058,0.74009
1994,Hesse,1st Quintile,No,0.93979,72,72,0.88445,0.99512
1994,Hesse,2nd Quintile,No,0.94875,71,71,0.89710,1.00041
1994,Hesse,3rd Quintile,No,0.86700,85,85,0.79438,0.93962
1994,Hesse,4th Quintile,No,0.89468,80,80,0.82699,0.96237
1994,Hesse,5th Quintile,No,0.77479,96,96,0.69079,0.85879
1994,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.96340,55,55,0.91331,1.01348
1994,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.84896,63,63,0.75982,0.93809
1994,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.96887,60,60,0.92455,1.01318
1994,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.87706,67,67,0.79784,0.95628
1994,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.74772,46,46,0.62081,0.87462
1994,Baden-Wuerttemberg,1st Quintile,No,0.94088,136,136,0.90109,0.98066
1994,Baden-Wuerttemberg,2nd Quintile,No,0.89298,130,130,0.83964,0.94633
1994,Baden-Wuerttemberg,3rd Quintile,No,0.86046,163,163,0.80710,0.91382
1994,Baden-Wuerttemberg,4th Quintile,No,0.96524,177,177,0.93817,0.99230
1994,Baden-Wuerttemberg,5th Quintile,No,0.81941,148,148,0.75723,0.88160
1994,Bavaria,1st Quintile,No,0.91941,104,104,0.86684,0.97198
1994,Bavaria,2nd Quintile,No,0.93663,136,136,0.89553,0.97773
1994,Bavaria,3rd Quintile,No,0.93841,162,162,0.90128,0.97555
1994,Bavaria,4th Quintile,No,0.88878,169,169,0.84124,0.93632
1994,Bavaria,5th Quintile,No,0.80276,177,177,0.74397,0.86155
1994,Berlin,1st Quintile,No,0.98006,61,61,0.94469,1.01543
1994,Berlin,2nd Quintile,No,0.96116,54,54,0.90914,1.01318
1994,Berlin,3rd Quintile,No,0.83448,56,56,0.73626,0.93270
1994,Berlin,4th Quintile,No,0.85165,64,64,0.76388,0.93942
1994,Berlin,5th Quintile,No,0.69737,40,40,0.55319,0.84155
1994,Brandenburg,2nd Quintile,No,0.92915,85,85,0.87427,0.98402
1994,Brandenburg,3rd Quintile,No,0.98437,66,66,0.95421,1.01452
1994,Mecklenburg-Western Pomerania,1st Quintile,No,0.96416,56,56,0.91503,1.01329
1994,Saxony,1st Quintile,No,0.96687,148,148,0.93794,0.99580
1994,Saxony,2nd Quintile,No,0.97093,182,182,0.94645,0.99540
1994,Saxony,3rd Quintile,No,0.97496,114,114,0.94615,1.00377
1994,Saxony-Anhalt,1st Quintile,No,0.94370,86,86,0.89470,0.99270
1994,Saxony-Anhalt,3rd Quintile,No,0.98780,81,81,0.96375,1.01186
1994,Thuringa,1st Quintile,No,0.95993,99,99,0.92110,0.99876
1994,Thuringa,2nd Quintile,No,0.94224,93,93,0.89458,0.98991
1999,Schleswig-Holstein,2nd Quintile,No,0.98571,37,37,0.94695,1.02448
1999,Schleswig-Holstein,4th Quintile,No,0.89445,32,32,0.78629,1.00261
1999,Schleswig-Holstein,5th Quintile,No,0.85246,36,36,0.73496,0.96995
1999,Lower Saxony,1st Quintile,No,0.96737,112,112,0.93431,1.00042
1999,Lower Saxony,2nd Quintile,No,0.94970,109,109,0.90848,0.99092
1999,Lower Saxony,3rd Quintile,No,0.96597,132,132,0.93491,0.99702
1999,Lower Saxony,4th Quintile,No,0.85606,102,102,0.78759,0.92452
1999,Lower Saxony,5th Quintile,No,0.81889,103,103,0.74415,0.89362
1999,North Rhine-Westphalia,1st Quintile,No,0.91842,277,277,0.88613,0.95072
1999,North Rhine-Westphalia,2nd Quintile,No,0.91255,274,274,0.87904,0.94606
1999,North Rhine-Westphalia,3rd Quintile,No,0.86835,228,228,0.82436,0.91233
1999,North Rhine-Westphalia,4th Quintile,No,0.80622,242,242,0.75632,0.85613
1999,North Rhine-Westphalia,5th Quintile,"Yes, Regularly",0.21363,51,275,0.16510,0.26217
1999,North Rhine-Westphalia,5th Quintile,No,0.68908,224,275,0.63427,0.74388
1999,Hesse,1st Quintile,No,0.92576,95,95,0.87277,0.97876
1999,Hesse,2nd Quintile,No,0.92932,82,82,0.87350,0.98513
1999,Hesse,3rd Quintile,No,0.94474,82,82,0.89498,0.99450
1999,Hesse,4th Quintile,No,0.98561,89,89,0.96073,1.01049
1999,Hesse,5th Quintile,No,0.65906,71,71,0.54801,0.77011
1999,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.95380,76,76,0.90630,1.00131
1999,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.95097,76,76,0.90210,0.99984
1999,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.92330,76,76,0.86307,0.98353
1999,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.86554,84,84,0.79215,0.93894
1999,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.74289,51,51,0.62175,0.86403
1999,Baden-Wuerttemberg,1st Quintile,No,0.91765,169,169,0.87609,0.95922
1999,Baden-Wuerttemberg,2nd Quintile,No,0.95017,174,174,0.91775,0.98260
1999,Baden-Wuerttemberg,3rd Quintile,No,0.94327,190,190,0.91029,0.97625
1999,Baden-Wuerttemberg,4th Quintile,No,0.91428,163,163,0.87117,0.95739
1999,Baden-Wuerttemberg,5th Quintile,No,0.79688,135,135,0.72876,0.86500
1999,Bavaria,1st Quintile,No,0.96988,149,149,0.94235,0.99742
1999,Bavaria,2nd Quintile,No,0.84016,141,141,0.77945,0.90086
1999,Bavaria,3rd Quintile,No,0.94138,180,180,0.90697,0.97580
1999,Bavaria,4th Quintile,No,0.92033,207,207,0.88335,0.95731
1999,Bavaria,5th Quintile,No,0.76718,178,178,0.70492,0.82945
1999,Berlin,1st Quintile,No,0.97323,72,72,0.93569,1.01078
1999,Berlin,2nd Quintile,No,0.94148,44,44,0.87132,1.01164
1999,Berlin,3rd Quintile,No,0.90283,66,66,0.83083,0.97484
1999,Berlin,4th Quintile,No,0.98317,65,65,0.95166,1.01469
1999,Berlin,5th Quintile,No,0.74269,40,40,0.60549,0.87989
1999,Brandenburg,1st Quintile,No,0.98073,68,68,0.94781,1.01365
1999,Brandenburg,2nd Quintile,No,0.97371,84,84,0.93928,1.00813
1999,Brandenburg,3rd Quintile,No,0.95875,73,73,0.91281,1.00469
1999,Mecklenburg-Western Pomerania,1st Quintile,No,0.96100,55,55,0.90936,1.01263
1999,Saxony,1st Quintile,No,0.98482,138,138,0.96435,1.00530
1999,Saxony,2nd Quintile,No,0.96289,171,171,0.93447,0.99131
1999,Saxony,3rd Quintile,No,0.96718,134,134,0.93690,0.99746
1999,Saxony,4th Quintile,No,0.95793,87,87,0.91550,1.00036
1999,Saxony,5th Quintile,No,0.82816,34,34,0.69945,0.95687
1999,Saxony-Anhalt,1st Quintile,No,0.99448,96,96,0.97959,1.00938
1999,Saxony-Anhalt,2nd Quintile,No,0.98832,85,85,0.96535,1.01130
1999,Saxony-Anhalt,3rd Quintile,No,0.94442,86,86,0.89572,0.99313
1999,Thuringa,1st Quintile,No,0.99316,89,89,0.97594,1.01038
1999,Thuringa,2nd Quintile,No,0.97090,98,98,0.93745,1.00435
1999,Thuringa,4th Quintile,No,0.90448,41,41,0.81339,0.99557
2000,Schleswig-Holstein,1st Quintile,No,0.95661,62,62,0.90548,1.00774
2000,Schleswig-Holstein,2nd Quintile,No,0.96227,76,76,0.91915,1.00540
2000,Schleswig-Holstein,3rd Quintile,No,0.95671,75,75,0.91035,1.00308
2000,Schleswig-Holstein,4th Quintile,No,0.93218,78,78,0.87602,0.98834
2000,Schleswig-Holstein,5th Quintile,No,0.80145,76,76,0.71117,0.89174
2000,Hamburg,1st Quintile,No,0.94359,33,33,0.86366,1.02353
2000,Hamburg,2nd Quintile,No,0.94550,34,34,0.86804,1.02295
2000,Hamburg,4th Quintile,No,0.94338,31,31,0.86068,1.02608
2000,Hamburg,5th Quintile,No,0.78226,42,42,0.65593,0.90859
2000,Lower Saxony,1st Quintile,No,0.96615,177,177,0.93943,0.99287
2000,Lower Saxony,2nd Quintile,No,0.94535,198,198,0.91361,0.97709
2000,Lower Saxony,3rd Quintile,No,0.90123,211,211,0.86088,0.94159
2000,Lower Saxony,4th Quintile,No,0.91344,228,228,0.87686,0.95002
2000,Lower Saxony,5th Quintile,No,0.77990,162,162,0.71590,0.84390
2000,North Rhine-Westphalia,1st Quintile,No,0.91195,500,500,0.88709,0.93681
2000,North Rhine-Westphalia,2nd Quintile,No,0.94026,512,512,0.91971,0.96081
2000,North Rhine-Westphalia,3rd Quintile,No,0.90666,460,460,0.88005,0.93327
2000,North Rhine-Westphalia,4th Quintile,"Yes, Regularly",0.07449,39,552,0.05257,0.09642
2000,North Rhine-Westphalia,4th Quintile,No,0.88397,513,552,0.85723,0.91071
2000,North Rhine-Westphalia,5th Quintile,"Yes, Regularly",0.20849,113,603,0.17604,0.24094
2000,North Rhine-Westphalia,5th Quintile,"Yes, Occasionally",0.06539,36,603,0.04564,0.08514
2000,North Rhine-Westphalia,5th Quintile,No,0.72612,454,603,0.69049,0.76174
2000,Hesse,1st Quintile,No,0.94027,175,175,0.90506,0.97548
2000,Hesse,2nd Quintile,No,0.96543,144,144,0.93548,0.99537
2000,Hesse,3rd Quintile,No,0.96160,168,168,0.93246,0.99075
2000,Hesse,4th Quintile,No,0.89907,172,172,0.85392,0.94422
2000,Hesse,5th Quintile,"Yes, Regularly",0.21083,38,185,0.15189,0.26976
2000,Hesse,5th Quintile,No,0.73278,147,185,0.66884,0.79672
2000,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.94832,152,152,0.91300,0.98363
2000,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.93604,151,151,0.89688,0.97519
2000,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.92593,143,143,0.88286,0.96900
2000,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.87093,150,150,0.81710,0.92477
2000,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.70149,101,101,0.61179,0.79118
2000,Baden-Wuerttemberg,1st Quintile,No,0.95884,229,229,0.93306,0.98463
2000,Baden-Wuerttemberg,2nd Quintile,No,0.93495,296,296,0.90681,0.96309
2000,Baden-Wuerttemberg,3rd Quintile,No,0.94599,284,284,0.91966,0.97233
2000,Baden-Wuerttemberg,4th Quintile,No,0.94297,321,321,0.91756,0.96838
2000,Baden-Wuerttemberg,5th Quintile,No,0.81461,284,284,0.76933,0.85989
2000,Bavaria,1st Quintile,No,0.96739,295,295,0.94709,0.98770
2000,Bavaria,2nd Quintile,No,0.93719,291,291,0.90927,0.96511
2000,Bavaria,3rd Quintile,No,0.94125,347,347,0.91647,0.96603
2000,Bavaria,4th Quintile,No,0.93728,368,368,0.91247,0.96208
2000,Bavaria,5th Quintile,"Yes, Regularly",0.16080,61,407,0.12507,0.19653
2000,Bavaria,5th Quintile,No,0.77166,346,407,0.73083,0.81249
2000,Berlin,1st Quintile,No,0.98421,117,117,0.96152,1.00690
2000,Berlin,2nd Quintile,No,0.90607,89,89,0.84512,0.96703
2000,Berlin,3rd Quintile,No,0.95146,92,92,0.90730,0.99561
2000,Berlin,4th Quintile,No,0.94900,106,106,0.90692,0.99108
2000,Berlin,5th Quintile,No,0.88152,77,77,0.80886,0.95418
2000,Brandenburg,1st Quintile,No,0.97584,120,120,0.94826,1.00343
2000,Brandenburg,2nd Quintile,No,0.94460,134,134,0.90572,0.98348
2000,Brandenburg,3rd Quintile,No,0.96754,125,125,0.93634,0.99873
2000,Brandenburg,5th Quintile,No,0.96845,46,46,0.91737,1.01952
2000,Mecklenburg-Western Pomerania,1st Quintile,No,0.94735,87,87,0.90014,0.99455
2000,Mecklenburg-Western Pomerania,2nd Quintile,No,0.97187,86,86,0.93672,1.00702
2000,Mecklenburg-Western Pomerania,3rd Quintile,No,0.97297,64,64,0.93292,1.01302
2000,Saxony,1st Quintile,No,0.98635,209,209,0.97059,1.00212
2000,Saxony,2nd Quintile,No,0.96522,269,269,0.94328,0.98715
2000,Saxony,3rd Quintile,No,0.97703,226,226,0.95745,0.99660
2000,Saxony,4th Quintile,No,0.96809,132,132,0.93799,0.99819
2000,Saxony,5th Quintile,No,0.89843,64,64,0.82384,0.97303
2000,Saxony-Anhalt,1st Quintile,No,0.99284,132,132,0.97840,1.00728
2000,Saxony-Anhalt,2nd Quintile,No,0.97389,145,145,0.94784,0.99993
2000,Saxony-Anhalt,3rd Quintile,No,0.96594,126,126,0.93414,0.99774
2000,Saxony-Anhalt,5th Quintile,No,0.94859,51,51,0.88738,1.00980
2000,Thuringa,1st Quintile,No,0.97955,129,129,0.95503,1.00407
2000,Thuringa,2nd Quintile,No,0.99202,139,139,0.97717,1.00686
2000,Thuringa,3rd Quintile,No,0.99654,140,140,0.98678,1.00630
2000,Thuringa,4th Quintile,No,0.92117,79,79,0.86137,0.98098
2000,Thuringa,5th Quintile,No,0.73516,33,33,0.58228,0.88805
2001,Schleswig-Holstein,1st Quintile,No,0.95864,54,54,0.90503,1.01225
2001,Schleswig-Holstein,2nd Quintile,No,0.88316,64,64,0.80384,0.96248
2001,Schleswig-Holstein,3rd Quintile,No,0.95399,64,64,0.90225,1.00572
2001,Schleswig-Holstein,4th Quintile,No,0.90128,73,73,0.83238,0.97018
2001,Schleswig-Holstein,5th Quintile,No,0.76217,65,65,0.65787,0.86648
2001,Hamburg,1st Quintile,No,0.92771,35,35,0.84066,1.01476
2001,Hamburg,2nd Quintile,No,0.93816,32,32,0.85337,1.02295
2001,Hamburg,5th Quintile,No,0.83067,40,40,0.71296,0.94838
2001,Lower Saxony,1st Quintile,No,0.97235,167,167,0.94741,0.99730
2001,Lower Saxony,2nd Quintile,No,0.93101,164,164,0.89210,0.96992
2001,Lower Saxony,3rd Quintile,No,0.94325,203,203,0.91134,0.97515
2001,Lower Saxony,4th Quintile,No,0.92014,195,195,0.88200,0.95829
2001,Lower Saxony,5th Quintile,"Yes, Regularly",0.20053,35,181,0.14203,0.25902
2001,Lower Saxony,5th Quintile,No,0.74207,146,181,0.67815,0.80598
2001,North Rhine-Westphalia,1st Quintile,No,0.93458,445,445,0.91158,0.95758
2001,North Rhine-Westphalia,2nd Quintile,No,0.92106,436,436,0.89573,0.94640
2001,North Rhine-Westphalia,3rd Quintile,No,0.89243,457,457,0.86399,0.92086
2001,North Rhine-Westphalia,4th Quintile,"Yes, Regularly",0.08763,34,485,0.06244,0.11283
2001,North Rhine-Westphalia,4th Quintile,No,0.85378,451,485,0.82230,0.88526
2001,North Rhine-Westphalia,5th Quintile,"Yes, Regularly",0.23311,113,539,0.19739,0.26884
2001,North Rhine-Westphalia,5th Quintile,"Yes, Occasionally",0.07630,39,539,0.05386,0.09873
2001,North Rhine-Westphalia,5th Quintile,No,0.69059,387,539,0.65153,0.72965
2001,Hesse,1st Quintile,No,0.96411,130,130,0.93200,0.99621
2001,Hesse,2nd Quintile,No,0.95825,143,143,0.92535,0.99115
2001,Hesse,3rd Quintile,No,0.93914,145,145,0.90010,0.97819
2001,Hesse,4th Quintile,No,0.87581,140,140,0.82098,0.93063
2001,Hesse,5th Quintile,"Yes, Regularly",0.21808,31,169,0.15563,0.28052
2001,Hesse,5th Quintile,No,0.69657,138,169,0.62705,0.76609
2001,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.97733,132,132,0.95183,1.00282
2001,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.90847,147,147,0.86169,0.95524
2001,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.89061,123,123,0.83522,0.94600
2001,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.85540,150,150,0.79893,0.91187
2001,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.68956,85,85,0.59061,0.78850
2001,Baden-Wuerttemberg,1st Quintile,No,0.95530,217,217,0.92774,0.98286
2001,Baden-Wuerttemberg,2nd Quintile,No,0.92936,240,240,0.89687,0.96184
2001,Baden-Wuerttemberg,3rd Quintile,No,0.96230,273,273,0.93966,0.98493
2001,Baden-Wuerttemberg,4th Quintile,No,0.91067,281,281,0.87727,0.94408
2001,Baden-Wuerttemberg,5th Quintile,"Yes, Regularly",0.12628,33,280,0.08731,0.16526
2001,Baden-Wuerttemberg,5th Quintile,No,0.80500,247,280,0.75851,0.85149
2001,Bavaria,1st Quintile,No,0.94902,237,237,0.92096,0.97709
2001,Bavaria,2nd Quintile,No,0.90206,291,291,0.86785,0.93627
2001,Bavaria,3rd Quintile,No,0.94138,303,303,0.91488,0.96787
2001,Bavaria,4th Quintile,No,0.91854,340,340,0.88942,0.94766
2001,Bavaria,5th Quintile,"Yes, Regularly",0.18948,65,348,0.14825,0.23072
2001,Bavaria,5th Quintile,No,0.73217,283,348,0.68558,0.77877
2001,Berlin,1st Quintile,No,0.99564,123,123,0.98396,1.00733
2001,Berlin,2nd Quintile,No,0.89958,80,80,0.83330,0.96586
2001,Berlin,3rd Quintile,No,0.87379,78,78,0.79961,0.94796
2001,Berlin,4th Quintile,No,0.95491,94,94,0.91273,0.99708
2001,Berlin,5th Quintile,No,0.76751,66,66,0.66482,0.87020
2001,Brandenburg,1st Quintile,No,0.96114,108,108,0.92452,0.99776
2001,Brandenburg,2nd Quintile,No,0.94828,128,128,0.90976,0.98679
2001,Brandenburg,3rd Quintile,No,0.92809,114,114,0.88046,0.97572
2001,Brandenburg,5th Quintile,No,0.97848,53,53,0.93903,1.01792
2001,Mecklenburg-Western Pomerania,1st Quintile,No,0.96281,77,77,0.92027,1.00535
2001,Mecklenburg-Western Pomerania,2nd Quintile,No,0.98488,84,84,0.95862,1.01113
2001,Mecklenburg-Western Pomerania,3rd Quintile,No,0.97411,56,56,0.93213,1.01608
2001,Saxony,1st Quintile,No,0.97754,195,195,0.95669,0.99839
2001,Saxony,2nd Quintile,No,0.95026,248,248,0.92314,0.97737
2001,Saxony,3rd Quintile,No,0.94365,197,197,0.91137,0.97594
2001,Saxony,4th Quintile,No,0.95265,118,118,0.91416,0.99113
2001,Saxony,5th Quintile,No,0.87526,63,63,0.79301,0.95751
2001,Saxony-Anhalt,1st Quintile,No,0.98930,113,113,0.97025,1.00836
2001,Saxony-Anhalt,2nd Quintile,No,0.98174,138,138,0.95932,1.00416
2001,Saxony-Anhalt,3rd Quintile,No,0.96643,117,117,0.93366,0.99921
2001,Saxony-Anhalt,4th Quintile,No,0.98680,86,86,0.96253,1.01106
2001,Saxony-Anhalt,5th Quintile,No,0.96272,40,40,0.90325,1.02218
2001,Thuringa,1st Quintile,No,0.98228,117,117,0.95827,1.00629
2001,Thuringa,2nd Quintile,No,0.93497,124,124,0.89139,0.97855
2001,Thuringa,3rd Quintile,No,0.91815,124,124,0.86971,0.96660
2001,Thuringa,4th Quintile,No,0.95467,80,80,0.90880,1.00054
2001,Thuringa,5th Quintile,No,0.99104,32,32,0.95785,1.02422
2002,Schleswig-Holstein,1st Quintile,No,0.97550,50,50,0.93221,1.01879
2002,Schleswig-Holstein,2nd Quintile,No,0.95902,62,62,0.90928,1.00877
2002,Schleswig-Holstein,3rd Quintile,No,0.95496,79,79,0.90894,1.00099
2002,Schleswig-Holstein,4th Quintile,No,0.86524,63,63,0.78024,0.95024
2002,Schleswig-Holstein,5th Quintile,No,0.78536,87,87,0.69858,0.87213
2002,Hamburg,1st Quintile,No,0.91141,33,33,0.81296,1.00986
2002,Hamburg,4th Quintile,No,0.99235,42,42,0.96568,1.01902
2002,Hamburg,5th Quintile,No,0.88620,50,50,0.79728,0.97512
2002,Lower Saxony,1st Quintile,No,0.97994,168,168,0.95868,1.00121
2002,Lower Saxony,2nd Quintile,No,0.92852,165,165,0.88909,0.96795
2002,Lower Saxony,3rd Quintile,No,0.94268,178,178,0.90843,0.97692
2002,Lower Saxony,4th Quintile,No,0.90472,189,189,0.86275,0.94669
2002,Lower Saxony,5th Quintile,"Yes, Regularly",0.20390,64,278,0.15645,0.25135
2002,Lower Saxony,5th Quintile,No,0.77552,214,278,0.72638,0.82466
2002,North Rhine-Westphalia,1st Quintile,No,0.92885,389,389,0.90327,0.95443
2002,North Rhine-Westphalia,2nd Quintile,No,0.91576,423,423,0.88926,0.94226
2002,North Rhine-Westphalia,3rd Quintile,No,0.89681,419,419,0.86765,0.92598
2002,North Rhine-Westphalia,4th Quintile,"Yes, Regularly",0.09106,39,468,0.06497,0.11716
2002,North Rhine-Westphalia,4th Quintile,No,0.87085,429,468,0.84044,0.90127
2002,North Rhine-Westphalia,5th Quintile,"Yes, Regularly",0.18658,172,786,0.15933,0.21383
2002,North Rhine-Westphalia,5th Quintile,"Yes, Occasionally",0.06648,49,786,0.04905,0.08390
2002,North Rhine-Westphalia,5th Quintile,No,0.74694,565,786,0.71653,0.77736
2002,Hesse,1st Quintile,No,0.91988,134,134,0.87375,0.96602
2002,Hesse,2nd Quintile,No,0.95326,120,120,0.91534,0.99119
2002,Hesse,3rd Quintile,No,0.91486,140,140,0.86846,0.96126
2002,Hesse,4th Quintile,No,0.84994,118,118,0.78523,0.91465
2002,Hesse,5th Quintile,"Yes, Regularly",0.16764,66,286,0.12427,0.21101
2002,Hesse,5th Quintile,No,0.76859,220,286,0.71963,0.81755
2002,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.94251,131,131,0.90249,0.98252
2002,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.92724,127,127,0.88189,0.97259
2002,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.91964,132,132,0.87309,0.96619
2002,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.87527,150,150,0.82222,0.92833
2002,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.82948,117,117,0.76103,0.89792
2002,Baden-Wuerttemberg,1st Quintile,No,0.94636,185,185,0.91381,0.97892
2002,Baden-Wuerttemberg,2nd Quintile,No,0.91163,219,219,0.87395,0.94931
2002,Baden-Wuerttemberg,3rd Quintile,No,0.97333,256,256,0.95355,0.99310
2002,Baden-Wuerttemberg,4th Quintile,No,0.95583,292,292,0.93222,0.97944
2002,Baden-Wuerttemberg,5th Quintile,"Yes, Regularly",0.11041,58,424,0.08054,0.14028
2002,Baden-Wuerttemberg,5th Quintile,No,0.82680,366,424,0.79074,0.86286
2002,Bavaria,1st Quintile,No,0.90476,215,215,0.86543,0.94409
2002,Bavaria,2nd Quintile,No,0.96982,273,273,0.94949,0.99015
2002,Bavaria,3rd Quintile,No,0.97553,268,268,0.95700,0.99406
2002,Bavaria,4th Quintile,No,0.94081,339,339,0.91566,0.96597
2002,Bavaria,5th Quintile,"Yes, Regularly",0.14533,102,571,0.11640,0.17426
2002,Bavaria,5th Quintile,"Yes, Occasionally",0.06912,38,571,0.04830,0.08995
2002,Bavaria,5th Quintile,No,0.78555,431,571,0.75185,0.81924
2002,Berlin,1st Quintile,No,0.99435,107,107,0.98008,1.00862
2002,Berlin,2nd Quintile,No,0.95507,75,75,0.90788,1.00227
2002,Berlin,3rd Quintile,No,0.92935,83,83,0.87388,0.98481
2002,Berlin,4th Quintile,No,0.90939,88,88,0.84907,0.96971
2002,Berlin,5th Quintile,No,0.86443,99,99,0.79666,0.93221
2002,Brandenburg,1st Quintile,No,0.98181,104,104,0.95601,1.00762
2002,Brandenburg,2nd Quintile,No,0.96225,116,116,0.92742,0.99709
2002,Brandenburg,3rd Quintile,No,0.93207,107,107,0.88417,0.97998
2002,Brandenburg,4th Quintile,No,0.99189,104,104,0.97457,1.00921
2002,Brandenburg,5th Quintile,No,0.97727,56,56,0.93788,1.01666
2002,Mecklenburg-Western Pomerania,2nd Quintile,No,0.93018,68,68,0.86916,0.99120
