year,bula_h,hlf0261,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,Bavaria,"Yes, Occasionally",0.05727,40,935,0.04237,0.07217
1999,Bavaria,No,0.87985,855,935,0.85900,0.90070
1999,Berlin,No,0.91088,287,287,0.87786,0.94390
1999,Brandenburg,No,0.97625,304,304,0.95910,0.99339
1999,Mecklenburg-Western Pomerania,No,0.97867,200,200,0.95860,0.99875
1999,Saxony,No,0.95945,564,564,0.94316,0.97574
1999,Saxony-Anhalt,No,0.97911,346,346,0.96401,0.99420
1999,Thuringa,No,0.95963,343,343,0.93877,0.98049
2000,Schleswig-Holstein,No,0.91694,368,368,0.88870,0.94517
2000,Hamburg,No,0.91421,174,174,0.87248,0.95594
2000,Lower Saxony,"Yes, Regularly",0.06291,58,1069,0.04835,0.07748
2000,Lower Saxony,"Yes, Occasionally",0.03609,35,1069,0.02491,0.04728
2000,Lower Saxony,No,0.90099,976,1069,0.88308,0.91890
2000,Bremen,No,0.85438,99,99,0.78454,0.92421
2000,North Rhine-Westphalia,"Yes, Regularly",0.09575,213,2741,0.08474,0.10677
2000,North Rhine-Westphalia,"Yes, Occasionally",0.03831,88,2741,0.03112,0.04549
2000,North Rhine-Westphalia,No,0.86594,2440,2741,0.85318,0.87870
2000,Hesse,"Yes, Regularly",0.07788,60,867,0.06003,0.09573
2000,Hesse,No,0.89359,807,867,0.87305,0.91413
2000,"Rhineland-Palatinate, Saarland","Yes, Regularly",0.07380,48,746,0.05503,0.09257
2000,"Rhineland-Palatinate, Saarland",No,0.88283,698,746,0.85974,0.90593
2000,Baden-Wuerttemberg,"Yes, Regularly",0.05190,60,1519,0.04074,0.06306
2000,Baden-Wuerttemberg,"Yes, Occasionally",0.03400,45,1519,0.02489,0.04312
2000,Baden-Wuerttemberg,No,0.91410,1414,1519,0.90000,0.92819
2000,Bavaria,"Yes, Regularly",0.06068,91,1788,0.04961,0.07175
2000,Bavaria,"Yes, Occasionally",0.03677,50,1788,0.02805,0.04550
2000,Bavaria,No,0.90255,1647,1788,0.88879,0.91630
2000,Berlin,No,0.93681,481,481,0.91505,0.95858
2000,Brandenburg,No,0.96892,521,521,0.95400,0.98383
2000,Mecklenburg-Western Pomerania,No,0.95956,303,303,0.93734,0.98178
2000,Saxony,No,0.96793,900,900,0.95641,0.97944
2000,Saxony-Anhalt,No,0.97848,528,528,0.96609,0.99087
2000,Thuringa,No,0.96305,520,520,0.94682,0.97928
2001,Schleswig-Holstein,No,0.88392,320,320,0.84877,0.91907
2001,Hamburg,No,0.89415,162,162,0.84663,0.94167
2001,Lower Saxony,"Yes, Regularly",0.06757,58,933,0.05145,0.08368
2001,Lower Saxony,No,0.90328,875,933,0.88430,0.92226
2001,Bremen,No,0.81469,82,82,0.73007,0.89931
2001,North Rhine-Westphalia,"Yes, Regularly",0.10023,197,2473,0.08839,0.11207
2001,North Rhine-Westphalia,"Yes, Occasionally",0.04844,99,2473,0.03998,0.05690
2001,North Rhine-Westphalia,No,0.85133,2177,2473,0.83731,0.86535
2001,Hesse,"Yes, Regularly",0.09119,54,751,0.07059,0.11180
2001,Hesse,No,0.87074,697,751,0.84673,0.89475
2001,"Rhineland-Palatinate, Saarland","Yes, Regularly",0.08649,52,720,0.06595,0.10704
2001,"Rhineland-Palatinate, Saarland","Yes, Occasionally",0.04410,31,720,0.02909,0.05911
2001,"Rhineland-Palatinate, Saarland",No,0.86941,637,720,0.84478,0.89404
2001,Baden-Wuerttemberg,"Yes, Regularly",0.05941,65,1360,0.04684,0.07198
2001,Baden-Wuerttemberg,"Yes, Occasionally",0.03475,37,1360,0.02501,0.04448
2001,Baden-Wuerttemberg,No,0.90584,1258,1360,0.89031,0.92137
2001,Bavaria,"Yes, Regularly",0.06875,94,1609,0.05639,0.08112
2001,Bavaria,"Yes, Occasionally",0.04991,60,1609,0.03927,0.06056
2001,Bavaria,No,0.88133,1455,1609,0.86553,0.89714
2001,Berlin,No,0.90663,441,441,0.87944,0.93381
2001,Brandenburg,No,0.95742,486,486,0.93945,0.97539
2001,Mecklenburg-Western Pomerania,No,0.96764,275,275,0.94668,0.98859
2001,Saxony,No,0.95025,821,821,0.93537,0.96513
2001,Saxony-Anhalt,No,0.97969,494,494,0.96724,0.99214
2001,Thuringa,No,0.94953,477,477,0.92986,0.96919
2002,Schleswig-Holstein,No,0.90655,341,341,0.87561,0.93749
2002,Hamburg,No,0.93662,176,176,0.90052,0.97272
2002,Lower Saxony,"Yes, Regularly",0.07439,87,1001,0.05813,0.09065
2002,Lower Saxony,No,0.90401,914,1001,0.88575,0.92226
2002,Bremen,No,0.82264,84,84,0.74047,0.90482
2002,North Rhine-Westphalia,"Yes, Regularly",0.09536,265,2586,0.08404,0.10668
2002,North Rhine-Westphalia,"Yes, Occasionally",0.03781,95,2586,0.03046,0.04516
2002,North Rhine-Westphalia,No,0.86683,2226,2586,0.85373,0.87993
2002,Hesse,"Yes, Regularly",0.08390,87,861,0.06537,0.10243
2002,Hesse,"Yes, Occasionally",0.04472,42,861,0.03090,0.05853
2002,Hesse,No,0.87139,732,861,0.84901,0.89376
2002,"Rhineland-Palatinate, Saarland","Yes, Regularly",0.06175,48,705,0.04397,0.07953
2002,"Rhineland-Palatinate, Saarland",No,0.90232,657,705,0.88038,0.92425
2002,Baden-Wuerttemberg,"Yes, Regularly",0.04613,79,1446,0.03531,0.05695
2002,Baden-Wuerttemberg,"Yes, Occasionally",0.03461,49,1446,0.02518,0.04403
2002,Baden-Wuerttemberg,No,0.91926,1318,1446,0.90522,0.93331
2002,Bavaria,"Yes, Regularly",0.04665,122,1716,0.03667,0.05663
2002,Bavaria,"Yes, Occasionally",0.04572,68,1716,0.03583,0.05561
2002,Bavaria,No,0.90763,1526,1716,0.89393,0.92134
2002,Berlin,No,0.93399,453,453,0.91110,0.95688
2002,Brandenburg,No,0.96682,487,487,0.95090,0.98275
2002,Mecklenburg-Western Pomerania,No,0.96582,270,270,0.94411,0.98753
2002,Saxony,No,0.95968,815,815,0.94616,0.97319
2002,Saxony-Anhalt,No,0.97355,490,490,0.95933,0.98778
2002,Thuringa,No,0.94499,474,474,0.92444,0.96553
2003,Schleswig-Holstein,"Yes, Regularly",0.07211,33,345,0.04477,0.09944
2003,Schleswig-Holstein,No,0.87310,312,345,0.83793,0.90828
2003,Hamburg,No,0.92616,159,159,0.88539,0.96694
2003,Lower Saxony,"Yes, Regularly",0.07727,80,952,0.06030,0.09424
2003,Lower Saxony,No,0.89498,872,952,0.87549,0.91446
2003,Bremen,No,0.84480,85,85,0.76736,0.92224
2003,North Rhine-Westphalia,"Yes, Regularly",0.10006,261,2494,0.08828,0.11184
2003,North Rhine-Westphalia,"Yes, Occasionally",0.03861,96,2494,0.03105,0.04618
2003,North Rhine-Westphalia,No,0.86133,2137,2494,0.84776,0.87489
2003,Hesse,"Yes, Regularly",0.08600,79,804,0.06661,0.10539
2003,Hesse,"Yes, Occasionally",0.04199,33,804,0.02812,0.05586
2003,Hesse,No,0.87201,692,804,0.84891,0.89512
2003,"Rhineland-Palatinate, Saarland","Yes, Regularly",0.06584,54,689,0.04730,0.08437
2003,"Rhineland-Palatinate, Saarland",No,0.88705,635,689,0.86340,0.91070
2003,Baden-Wuerttemberg,"Yes, Regularly",0.05380,84,1390,0.04194,0.06567
2003,Baden-Wuerttemberg,"Yes, Occasionally",0.03240,48,1390,0.02309,0.04172
2003,Baden-Wuerttemberg,No,0.91379,1258,1390,0.89903,0.92855
2003,Bavaria,"Yes, Regularly",0.06004,126,1647,0.04856,0.07151
2003,Bavaria,"Yes, Occasionally",0.03817,61,1647,0.02891,0.04742
2003,Bavaria,No,0.90180,1460,1647,0.88742,0.91618
2003,Berlin,No,0.90379,439,439,0.87618,0.93141
2003,Brandenburg,No,0.96146,479,479,0.94420,0.97871
2003,Mecklenburg-Western Pomerania,No,0.96717,272,272,0.94595,0.98839
2003,Saxony,No,0.94738,796,796,0.93186,0.96290
2003,Saxony-Anhalt,No,0.96012,470,470,0.94242,0.97783
2003,Thuringa,No,0.97155,469,469,0.95649,0.98662
2004,Schleswig-Holstein,"Yes, Regularly",0.06992,35,344,0.04293,0.09691
2004,Schleswig-Holstein,No,0.88393,309,344,0.85004,0.91783
2004,Hamburg,No,0.90760,161,161,0.86272,0.95247
2004,Lower Saxony,"Yes, Regularly",0.06098,60,981,0.04599,0.07596
2004,Lower Saxony,"Yes, Occasionally",0.03746,38,981,0.02557,0.04935
2004,Lower Saxony,No,0.90156,883,981,0.88291,0.92022
2004,Bremen,No,0.87767,82,82,0.80631,0.94903
2004,North Rhine-Westphalia,"Yes, Regularly",0.07511,196,2423,0.06461,0.08560
2004,North Rhine-Westphalia,"Yes, Occasionally",0.04917,109,2423,0.04056,0.05778
2004,North Rhine-Westphalia,No,0.87573,2118,2423,0.86259,0.88886
2004,Hesse,"Yes, Regularly",0.05924,60,779,0.04266,0.07583
2004,Hesse,"Yes, Occasionally",0.05344,33,779,0.03763,0.06924
2004,Hesse,No,0.88732,686,779,0.86510,0.90954
2004,"Rhineland-Palatinate, Saarland","Yes, Regularly",0.06596,46,678,0.04726,0.08465
2004,"Rhineland-Palatinate, Saarland",No,0.89735,632,678,0.87449,0.92021
2004,Baden-Wuerttemberg,"Yes, Regularly",0.04067,59,1354,0.03014,0.05119
2004,Baden-Wuerttemberg,"Yes, Occasionally",0.03672,43,1354,0.02670,0.04674
2004,Baden-Wuerttemberg,No,0.92261,1252,1354,0.90838,0.93685
2004,Bavaria,"Yes, Regularly",0.04111,87,1602,0.03138,0.05084
2004,Bavaria,"Yes, Occasionally",0.04024,71,1602,0.03062,0.04987
2004,Bavaria,No,0.91865,1444,1602,0.90525,0.93204
2004,Berlin,No,0.94133,449,449,0.91957,0.96309
2004,Brandenburg,No,0.97817,474,474,0.96500,0.99134
2004,Mecklenburg-Western Pomerania,No,0.96741,271,271,0.94623,0.98859
2004,Saxony,No,0.96976,796,796,0.95786,0.98167
2004,Saxony-Anhalt,No,0.97871,466,466,0.96559,0.99183
2004,Thuringa,No,0.95957,468,468,0.94170,0.97743
2005,Schleswig-Holstein,"Yes, Regularly",0.08105,37,338,0.05191,0.11019
2005,Schleswig-Holstein,No,0.88078,301,338,0.84618,0.91538
2005,Hamburg,No,0.92703,157,157,0.88621,0.96784
2005,Lower Saxony,"Yes, Regularly",0.07009,76,916,0.05354,0.08663
2005,Lower Saxony,No,0.89818,840,916,0.87859,0.91778
2005,Bremen,No,0.86439,74,74,0.78585,0.94293
2005,North Rhine-Westphalia,"Yes, Regularly",0.09499,244,2359,0.08315,0.10682
2005,North Rhine-Westphalia,"Yes, Occasionally",0.05245,103,2359,0.04346,0.06145
2005,North Rhine-Westphalia,No,0.85256,2012,2359,0.83825,0.86687
2005,Hesse,"Yes, Regularly",0.08184,74,763,0.06238,0.10130
2005,Hesse,"Yes, Occasionally",0.04749,36,763,0.03239,0.06259
2005,Hesse,No,0.87067,653,763,0.84685,0.89450
2005,"Rhineland-Palatinate, Saarland","Yes, Regularly",0.07226,51,648,0.05231,0.09221
2005,"Rhineland-Palatinate, Saarland",No,0.88618,597,648,0.86171,0.91066
2005,Baden-Wuerttemberg,"Yes, Regularly",0.06149,71,1311,0.04849,0.07450
2005,Baden-Wuerttemberg,"Yes, Occasionally",0.03777,54,1311,0.02745,0.04809
2005,Baden-Wuerttemberg,No,0.90074,1186,1311,0.88454,0.91693
2005,Bavaria,"Yes, Regularly",0.05475,113,1552,0.04343,0.06607
2005,Bavaria,"Yes, Occasionally",0.04916,70,1552,0.03840,0.05992
2005,Bavaria,No,0.89609,1369,1552,0.88090,0.91127
2005,Berlin,No,0.93033,418,418,0.90589,0.95477
2005,Brandenburg,No,0.96335,451,451,0.94599,0.98071
2005,Mecklenburg-Western Pomerania,No,0.97567,268,268,0.95719,0.99415
2005,Saxony,No,0.96402,780,780,0.95095,0.97710
2005,Saxony-Anhalt,No,0.96843,456,456,0.95237,0.98450
2005,Thuringa,No,0.95759,448,448,0.93891,0.97627
2006,Schleswig-Holstein,No,0.90132,339,339,0.86953,0.93312
2006,Hamburg,No,0.92780,176,176,0.88945,0.96614
2006,Lower Saxony,"Yes, Regularly",0.05895,73,1070,0.04483,0.07307
2006,Lower Saxony,"Yes, Occasionally",0.03909,40,1070,0.02748,0.05071
2006,Lower Saxony,No,0.90195,957,1070,0.88413,0.91978
2006,Bremen,No,0.90634,81,81,0.84249,0.97018
2006,North Rhine-Westphalia,"Yes, Regularly",0.08826,242,2529,0.07720,0.09932
2006,North Rhine-Westphalia,"Yes, Occasionally",0.05896,130,2529,0.04977,0.06814
2006,North Rhine-Westphalia,No,0.85278,2157,2529,0.83897,0.86660
2006,Hesse,"Yes, Regularly",0.08625,93,844,0.06730,0.10520
2006,Hesse,"Yes, Occasionally",0.04312,39,844,0.02941,0.05683
2006,Hesse,No,0.87063,712,844,0.84797,0.89329
2006,"Rhineland-Palatinate, Saarland","Yes, Regularly",0.09802,61,726,0.07637,0.11966
2006,"Rhineland-Palatinate, Saarland","Yes, Occasionally",0.04602,37,726,0.03077,0.06127
2006,"Rhineland-Palatinate, Saarland",No,0.85596,628,726,0.83040,0.88152
2006,Baden-Wuerttemberg,"Yes, Regularly",0.06183,91,1469,0.04951,0.07415
2006,Baden-Wuerttemberg,"Yes, Occasionally",0.03155,50,1469,0.02260,0.04049
2006,Baden-Wuerttemberg,No,0.90663,1328,1469,0.89174,0.92151
2006,Bavaria,"Yes, Regularly",0.05108,102,1725,0.04069,0.06147
2006,Bavaria,"Yes, Occasionally",0.03895,68,1725,0.02982,0.04809
2006,Bavaria,No,0.90997,1555,1725,0.89645,0.92348
2006,Berlin,No,0.93198,443,443,0.90851,0.95545
2006,Brandenburg,No,0.97150,516,516,0.95713,0.98587
2006,Mecklenburg-Western Pomerania,No,0.97621,296,296,0.95882,0.99360
2006,Saxony,No,0.95059,840,840,0.93593,0.96526
2006,Saxony-Anhalt,No,0.96863,477,477,0.95297,0.98429
2006,Thuringa,No,0.96432,497,497,0.94799,0.98064
2007,Schleswig-Holstein,"Yes, Regularly",0.06677,32,343,0.04031,0.09322
2007,Schleswig-Holstein,No,0.88900,311,343,0.85570,0.92229
2007,Hamburg,No,0.88566,164,164,0.83680,0.93451
2007,Lower Saxony,"Yes, Regularly",0.06300,65,998,0.04792,0.07809
2007,Lower Saxony,"Yes, Occasionally",0.03387,33,998,0.02264,0.04510
2007,Lower Saxony,No,0.90312,900,998,0.88476,0.92148
2007,Bremen,No,0.89021,78,78,0.82038,0.96004
2007,North Rhine-Westphalia,"Yes, Regularly",0.10820,247,2333,0.09560,0.12081
2007,North Rhine-Westphalia,"Yes, Occasionally",0.04132,96,2333,0.03324,0.04940
2007,North Rhine-Westphalia,No,0.85048,1990,2333,0.83600,0.86495
2007,Hesse,"Yes, Regularly",0.09274,86,780,0.07237,0.11312
2007,Hesse,"Yes, Occasionally",0.04127,38,780,0.02730,0.05524
2007,Hesse,No,0.86598,656,780,0.84206,0.88991
2007,"Rhineland-Palatinate, Saarland","Yes, Regularly",0.08427,54,659,0.06304,0.10549
2007,"Rhineland-Palatinate, Saarland","Yes, Occasionally",0.04832,34,659,0.03193,0.06471
2007,"Rhineland-Palatinate, Saarland",No,0.86741,571,659,0.84150,0.89333
2007,Baden-Wuerttemberg,"Yes, Regularly",0.07018,84,1349,0.05654,0.08382
2007,Baden-Wuerttemberg,"Yes, Occasionally",0.04050,60,1349,0.02998,0.05102
2007,Baden-Wuerttemberg,No,0.88932,1205,1349,0.87257,0.90607
2007,Bavaria,"Yes, Regularly",0.06466,131,1638,0.05275,0.07657
2007,Bavaria,"Yes, Occasionally",0.04576,68,1638,0.03564,0.05588
2007,Bavaria,No,0.88958,1439,1638,0.87440,0.90476
2007,Berlin,No,0.93673,427,427,0.91361,0.95985
2007,Brandenburg,No,0.96924,473,473,0.95367,0.98482
2007,Mecklenburg-Western Pomerania,No,0.97508,274,274,0.95659,0.99357
2007,Saxony,No,0.96760,799,799,0.95531,0.97988
2007,Saxony-Anhalt,No,0.94684,444,444,0.92595,0.96773
2007,Thuringa,No,0.95878,471,471,0.94081,0.97675
2008,Schleswig-Holstein,No,0.89700,293,293,0.86213,0.93186
2008,Hamburg,No,0.86732,160,160,0.81459,0.92005
2008,Lower Saxony,"Yes, Regularly",0.06650,70,929,0.05047,0.08253
2008,Lower Saxony,No,0.90571,859,929,0.88691,0.92451
2008,Bremen,No,0.86427,70,70,0.78346,0.94509
2008,North Rhine-Westphalia,"Yes, Regularly",0.09022,199,2168,0.07815,0.10228
2008,North Rhine-Westphalia,"Yes, Occasionally",0.04565,97,2168,0.03687,0.05444
2008,North Rhine-Westphalia,No,0.86413,1872,2168,0.84970,0.87856
2008,Hesse,"Yes, Regularly",0.07523,73,734,0.05613,0.09432
2008,Hesse,"Yes, Occasionally",0.04736,31,734,0.03198,0.06273
2008,Hesse,No,0.87742,630,734,0.85367,0.90116
2008,"Rhineland-Palatinate, Saarland","Yes, Regularly",0.07983,50,589,0.05792,0.10174
2008,"Rhineland-Palatinate, Saarland",No,0.87599,539,589,0.84935,0.90263
2008,Baden-Wuerttemberg,"Yes, Regularly",0.06657,87,1278,0.05290,0.08024
2008,Baden-Wuerttemberg,"Yes, Occasionally",0.04293,55,1278,0.03181,0.05405
2008,Baden-Wuerttemberg,No,0.89050,1136,1278,0.87338,0.90763
2008,Bavaria,"Yes, Regularly",0.04917,95,1529,0.03833,0.06001
2008,Bavaria,"Yes, Occasionally",0.05600,77,1529,0.04447,0.06753
2008,Bavaria,No,0.89483,1357,1529,0.87945,0.91021
2008,Berlin,No,0.92046,407,407,0.89414,0.94678
2008,Brandenburg,No,0.96404,452,452,0.94686,0.98123
2008,Mecklenburg-Western Pomerania,No,0.97317,266,266,0.95371,0.99262
2008,Saxony,No,0.96080,764,764,0.94703,0.97457
2008,Saxony-Anhalt,No,0.96248,419,419,0.94426,0.98070
2008,Thuringa,No,0.96454,457,457,0.94756,0.98151
2009,Schleswig-Holstein,No,0.86870,259,259,0.82749,0.90991
2009,Hamburg,No,0.88314,157,157,0.83273,0.93356
2009,Lower Saxony,"Yes, Regularly",0.07759,79,880,0.05990,0.09527
2009,Lower Saxony,No,0.89510,801,880,0.87484,0.91535
2009,Bremen,No,0.88003,63,63,0.79914,0.96091
2009,North Rhine-Westphalia,"Yes, Regularly",0.09852,203,1995,0.08544,0.11160
2009,North Rhine-Westphalia,"Yes, Occasionally",0.03913,80,1995,0.03062,0.04765
2009,North Rhine-Westphalia,No,0.86235,1712,1995,0.84722,0.87747
2009,Hesse,"Yes, Regularly",0.08768,77,665,0.06617,0.10919
2009,Hesse,No,0.86272,588,665,0.83654,0.88890
2009,"Rhineland-Palatinate, Saarland","Yes, Regularly",0.08760,47,549,0.06393,0.11127
2009,"Rhineland-Palatinate, Saarland",No,0.87177,502,549,0.84377,0.89976
2009,Baden-Wuerttemberg,"Yes, Regularly",0.08783,82,1129,0.07131,0.10435
2009,Baden-Wuerttemberg,"Yes, Occasionally",0.03391,42,1129,0.02335,0.04447
2009,Baden-Wuerttemberg,No,0.87826,1005,1129,0.85918,0.89734
2009,Bavaria,"Yes, Regularly",0.05403,96,1431,0.04231,0.06574
2009,Bavaria,"Yes, Occasionally",0.03876,55,1431,0.02876,0.04876
2009,Bavaria,No,0.90721,1280,1431,0.89218,0.92225
2009,Berlin,"Yes, Regularly",0.06384,31,414,0.04026,0.08741
2009,Berlin,No,0.90381,383,414,0.87537,0.93225
2009,Brandenburg,No,0.95589,428,428,0.93641,0.97537
2009,Mecklenburg-Western Pomerania,No,0.97596,261,261,0.95734,0.99458
2009,Saxony,No,0.96787,720,720,0.95498,0.98076
2009,Saxony-Anhalt,No,0.97772,411,411,0.96343,0.99201
2009,Thuringa,No,0.95804,426,426,0.93898,0.97710
2010,Schleswig-Holstein,No,0.89012,417,417,0.86006,0.92017
2010,Hamburg,No,0.88921,217,217,0.84735,0.93107
2010,Lower Saxony,"Yes, Regularly",0.06892,75,1224,0.05472,0.08312
2010,Lower Saxony,No,0.90123,1149,1224,0.88451,0.91795
2010,Bremen,No,0.85323,90,90,0.77970,0.92675
2010,North Rhine-Westphalia,"Yes, Regularly",0.08783,215,2808,0.07736,0.09830
2010,North Rhine-Westphalia,"Yes, Occasionally",0.03234,70,2808,0.02579,0.03888
2010,North Rhine-Westphalia,No,0.87984,2523,2808,0.86781,0.89187
2010,Hesse,"Yes, Regularly",0.07024,74,929,0.05380,0.08668
2010,Hesse,No,0.89647,855,929,0.87687,0.91607
2010,"Rhineland-Palatinate, Saarland","Yes, Regularly",0.07490,48,752,0.05608,0.09373
2010,"Rhineland-Palatinate, Saarland",No,0.87999,704,752,0.85675,0.90324
2010,Baden-Wuerttemberg,"Yes, Regularly",0.07219,107,1619,0.05958,0.08480
2010,Baden-Wuerttemberg,"Yes, Occasionally",0.02668,41,1619,0.01883,0.03453
2010,Baden-Wuerttemberg,No,0.90113,1471,1619,0.88659,0.91568
2010,Bavaria,"Yes, Regularly",0.03936,91,2035,0.03091,0.04781
2010,Bavaria,"Yes, Occasionally",0.03378,49,2035,0.02593,0.04163
2010,Bavaria,No,0.92686,1895,2035,0.91554,0.93817
2010,Berlin,No,0.92504,543,543,0.90287,0.94721
2010,Brandenburg,No,0.97466,546,546,0.96146,0.98785
2010,Mecklenburg-Western Pomerania,No,0.96939,343,343,0.95113,0.98765
2010,Saxony,No,0.97312,906,906,0.96259,0.98366
2010,Saxony-Anhalt,No,0.96686,515,515,0.95138,0.98233
2010,Thuringa,No,0.95253,518,518,0.93420,0.97086
2011,Schleswig-Holstein,"Yes, Regularly",0.07275,31,591,0.05179,0.09371
2011,Schleswig-Holstein,No,0.90441,560,591,0.88068,0.92813
2011,Hamburg,"Yes, Regularly",0.10249,31,256,0.06526,0.13972
2011,Hamburg,No,0.86055,225,256,0.81803,0.90307
2011,Lower Saxony,"Yes, Regularly",0.07236,105,1513,0.05930,0.08542
2011,Lower Saxony,"Yes, Occasionally",0.03441,44,1513,0.02522,0.04360
2011,Lower Saxony,No,0.89323,1364,1513,0.87767,0.90880
2011,Bremen,No,0.91994,110,110,0.86899,0.97089
2011,North Rhine-Westphalia,"Yes, Regularly",0.08233,268,3284,0.07293,0.09173
2011,North Rhine-Westphalia,"Yes, Occasionally",0.02471,80,3284,0.01940,0.03003
2011,North Rhine-Westphalia,No,0.89296,2936,3284,0.88238,0.90353
2011,Hesse,"Yes, Regularly",0.09382,118,1157,0.07701,0.11063
2011,Hesse,"Yes, Occasionally",0.03874,34,1157,0.02761,0.04986
2011,Hesse,No,0.86744,1005,1157,0.84789,0.88699
2011,"Rhineland-Palatinate, Saarland","Yes, Regularly",0.06732,54,917,0.05109,0.08355
2011,"Rhineland-Palatinate, Saarland",No,0.89290,863,917,0.87287,0.91293
2011,Baden-Wuerttemberg,"Yes, Regularly",0.07969,153,2000,0.06781,0.09156
2011,Baden-Wuerttemberg,"Yes, Occasionally",0.02679,45,2000,0.01971,0.03387
2011,Baden-Wuerttemberg,No,0.89352,1802,2000,0.88000,0.90705
2011,Bavaria,"Yes, Regularly",0.05011,126,2570,0.04168,0.05855
2011,Bavaria,"Yes, Occasionally",0.03034,62,2570,0.02371,0.03697
2011,Bavaria,No,0.91955,2382,2570,0.90903,0.93007
2011,Berlin,"Yes, Regularly",0.04728,37,658,0.03105,0.06351
2011,Berlin,No,0.92231,621,658,0.90185,0.94278
2011,Brandenburg,No,0.96831,656,656,0.95489,0.98172
2011,Mecklenburg-Western Pomerania,No,0.96268,393,393,0.94392,0.98144
2011,Saxony,"Yes, Regularly",0.03193,36,1041,0.02125,0.04262
2011,Saxony,No,0.95748,1005,1041,0.94521,0.96974
2011,Saxony-Anhalt,No,0.97346,632,632,0.96092,0.98600
2011,Thuringa,No,0.95734,628,628,0.94152,0.97316
2012,Schleswig-Holstein,No,0.90608,561,561,0.88191,0.93024
2012,Hamburg,No,0.90864,242,242,0.87227,0.94502
2012,Lower Saxony,"Yes, Regularly",0.06519,91,1473,0.05258,0.07781
