year,quintil_oecd_hh,hlf0261,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2000,4th Quintile,"Yes, Occasionally",0.03008,69,2583,0.02349,0.03667
2000,4th Quintile,No,0.92072,2405,2583,0.91030,0.93114
2000,5th Quintile,"Yes, Regularly",0.15942,335,2403,0.14478,0.17406
2000,5th Quintile,"Yes, Occasionally",0.06597,143,2403,0.05604,0.07589
2000,5th Quintile,No,0.77462,1925,2403,0.75791,0.79133
2001,1st Quintile,"Yes, Regularly",0.02505,33,2201,0.01852,0.03158
2001,1st Quintile,No,0.96052,2168,2201,0.95238,0.96866
2001,2nd Quintile,"Yes, Regularly",0.03735,60,2450,0.02984,0.04487
2001,2nd Quintile,"Yes, Occasionally",0.03398,52,2450,0.02680,0.04115
2001,2nd Quintile,No,0.92867,2338,2450,0.91848,0.93886
2001,3rd Quintile,"Yes, Regularly",0.04327,77,2434,0.03518,0.05135
2001,3rd Quintile,"Yes, Occasionally",0.03101,57,2434,0.02412,0.03790
2001,3rd Quintile,No,0.92572,2300,2434,0.91530,0.93614
2001,4th Quintile,"Yes, Regularly",0.06043,119,2359,0.05082,0.07005
2001,4th Quintile,"Yes, Occasionally",0.03813,73,2359,0.03040,0.04586
2001,4th Quintile,No,0.90144,2167,2359,0.88940,0.91347
2001,5th Quintile,"Yes, Regularly",0.18083,342,2173,0.16465,0.19702
2001,5th Quintile,"Yes, Occasionally",0.07401,150,2173,0.06300,0.08502
2001,5th Quintile,No,0.74515,1681,2173,0.72683,0.76348
2002,1st Quintile,"Yes, Regularly",0.02489,36,2088,0.01820,0.03157
2002,1st Quintile,"Yes, Occasionally",0.02673,33,2088,0.01981,0.03365
2002,1st Quintile,No,0.94838,2019,2088,0.93889,0.95788
2002,2nd Quintile,"Yes, Regularly",0.03533,50,2236,0.02768,0.04299
2002,2nd Quintile,"Yes, Occasionally",0.02554,39,2236,0.01900,0.03207
2002,2nd Quintile,No,0.93913,2147,2236,0.92922,0.94904
2002,3rd Quintile,"Yes, Regularly",0.03379,57,2263,0.02635,0.04124
2002,3rd Quintile,"Yes, Occasionally",0.02591,48,2263,0.01936,0.03245
2002,3rd Quintile,No,0.94030,2158,2263,0.93054,0.95006
2002,4th Quintile,"Yes, Regularly",0.05294,109,2355,0.04389,0.06198
2002,4th Quintile,"Yes, Occasionally",0.03245,66,2355,0.02529,0.03961
2002,4th Quintile,No,0.91462,2180,2355,0.90333,0.92591
2002,5th Quintile,"Yes, Regularly",0.14871,561,3220,0.13642,0.16101
2002,5th Quintile,"Yes, Occasionally",0.05912,204,3220,0.05098,0.06727
2002,5th Quintile,No,0.79216,2455,3220,0.77814,0.80618
2003,1st Quintile,"Yes, Regularly",0.02665,32,2044,0.01967,0.03364
2003,1st Quintile,"Yes, Occasionally",0.02201,32,2044,0.01565,0.02837
2003,1st Quintile,No,0.95134,1980,2044,0.94201,0.96067
2003,2nd Quintile,"Yes, Regularly",0.03725,50,2173,0.02929,0.04522
2003,2nd Quintile,No,0.94648,2123,2173,0.93702,0.95595
2003,3rd Quintile,"Yes, Regularly",0.04472,72,2221,0.03612,0.05332
2003,3rd Quintile,"Yes, Occasionally",0.03274,54,2221,0.02534,0.04015
2003,3rd Quintile,No,0.92254,2095,2221,0.91142,0.93366
2003,4th Quintile,"Yes, Regularly",0.05381,99,2260,0.04451,0.06312
2003,4th Quintile,"Yes, Occasionally",0.04046,79,2260,0.03234,0.04859
2003,4th Quintile,No,0.90573,2082,2260,0.89368,0.91778
2003,5th Quintile,"Yes, Regularly",0.16252,572,3026,0.14937,0.17567
2003,5th Quintile,"Yes, Occasionally",0.06742,203,3026,0.05849,0.07636
2003,5th Quintile,No,0.77006,2251,3026,0.75506,0.78505
2004,1st Quintile,No,0.95498,1895,1895,0.94564,0.96432
2004,2nd Quintile,"Yes, Regularly",0.03481,48,2126,0.02702,0.04260
2004,2nd Quintile,No,0.94614,2078,2126,0.93654,0.95574
2004,3rd Quintile,"Yes, Regularly",0.02550,35,2188,0.01889,0.03210
2004,3rd Quintile,"Yes, Occasionally",0.02643,46,2188,0.01971,0.03316
2004,3rd Quintile,No,0.94807,2107,2188,0.93877,0.95737
2004,4th Quintile,"Yes, Regularly",0.04334,78,2262,0.03495,0.05174
2004,4th Quintile,"Yes, Occasionally",0.03600,66,2262,0.02832,0.04368
2004,4th Quintile,No,0.92066,2118,2262,0.90952,0.93180
2004,5th Quintile,"Yes, Regularly",0.12634,439,2946,0.11434,0.13834
2004,5th Quintile,"Yes, Occasionally",0.08150,217,2946,0.07162,0.09138
2004,5th Quintile,No,0.79216,2290,2946,0.77751,0.80682
2005,1st Quintile,No,0.95789,1908,1908,0.94888,0.96691
2005,2nd Quintile,"Yes, Regularly",0.03818,57,2064,0.02991,0.04645
2005,2nd Quintile,"Yes, Occasionally",0.02842,39,2064,0.02125,0.03559
2005,2nd Quintile,No,0.93340,1968,2064,0.92264,0.94416
2005,3rd Quintile,"Yes, Regularly",0.03430,53,2094,0.02650,0.04209
2005,3rd Quintile,"Yes, Occasionally",0.02322,37,2094,0.01677,0.02967
2005,3rd Quintile,No,0.94249,2004,2094,0.93251,0.95246
2005,4th Quintile,"Yes, Regularly",0.05495,94,2204,0.04543,0.06446
2005,4th Quintile,"Yes, Occasionally",0.04560,91,2204,0.03689,0.05432
2005,4th Quintile,No,0.89945,2019,2204,0.88689,0.91201
2005,5th Quintile,"Yes, Regularly",0.16739,527,2836,0.15365,0.18114
2005,5th Quintile,"Yes, Occasionally",0.07640,201,2836,0.06662,0.08618
2005,5th Quintile,No,0.75621,2108,2836,0.74040,0.77201
2006,1st Quintile,"Yes, Regularly",0.02119,31,2059,0.01497,0.02741
2006,1st Quintile,No,0.95499,2028,2059,0.94603,0.96394
2006,2nd Quintile,"Yes, Regularly",0.03677,59,2214,0.02893,0.04461
2006,2nd Quintile,"Yes, Occasionally",0.02710,39,2214,0.02034,0.03387
2006,2nd Quintile,No,0.93612,2116,2214,0.92594,0.94631
2006,3rd Quintile,"Yes, Regularly",0.04316,80,2386,0.03501,0.05132
2006,3rd Quintile,"Yes, Occasionally",0.02874,50,2386,0.02204,0.03545
2006,3rd Quintile,No,0.92810,2256,2386,0.91773,0.93846
2006,4th Quintile,"Yes, Regularly",0.05226,109,2484,0.04351,0.06102
2006,4th Quintile,"Yes, Occasionally",0.04522,93,2484,0.03704,0.05339
2006,4th Quintile,No,0.90252,2282,2484,0.89085,0.91419
2006,5th Quintile,"Yes, Regularly",0.15121,507,3051,0.13850,0.16393
2006,5th Quintile,"Yes, Occasionally",0.06854,230,3051,0.05957,0.07751
2006,5th Quintile,No,0.78025,2314,3051,0.76555,0.79494
2007,1st Quintile,No,0.96198,1905,1905,0.95339,0.97057
2007,2nd Quintile,"Yes, Regularly",0.03683,50,2100,0.02877,0.04489
2007,2nd Quintile,"Yes, Occasionally",0.02259,32,2100,0.01624,0.02895
2007,2nd Quintile,No,0.94058,2018,2100,0.93046,0.95069
2007,3rd Quintile,"Yes, Regularly",0.04622,76,2208,0.03746,0.05498
2007,3rd Quintile,"Yes, Occasionally",0.02906,54,2208,0.02205,0.03606
2007,3rd Quintile,No,0.92473,2078,2208,0.91372,0.93573
2007,4th Quintile,"Yes, Regularly",0.06525,121,2324,0.05520,0.07529
2007,4th Quintile,"Yes, Occasionally",0.03800,76,2324,0.03022,0.04577
2007,4th Quintile,No,0.89676,2127,2324,0.88438,0.90913
2007,5th Quintile,"Yes, Regularly",0.17526,528,2821,0.16122,0.18929
2007,5th Quintile,"Yes, Occasionally",0.07923,222,2821,0.06927,0.08920
2007,5th Quintile,No,0.74551,2071,2821,0.72943,0.76158
2008,1st Quintile,No,0.96669,1820,1820,0.95844,0.97494
2008,2nd Quintile,"Yes, Regularly",0.02791,41,1956,0.02061,0.03521
2008,2nd Quintile,"Yes, Occasionally",0.02406,33,1956,0.01727,0.03085
2008,2nd Quintile,No,0.94803,1882,1956,0.93819,0.95787
2008,3rd Quintile,"Yes, Regularly",0.05064,81,2156,0.04138,0.05989
2008,3rd Quintile,"Yes, Occasionally",0.02528,47,2156,0.01865,0.03190
2008,3rd Quintile,No,0.92409,2028,2156,0.91291,0.93527
2008,4th Quintile,"Yes, Regularly",0.05301,98,2110,0.04344,0.06257
2008,4th Quintile,"Yes, Occasionally",0.04449,77,2110,0.03569,0.05329
2008,4th Quintile,No,0.90250,1935,2110,0.88984,0.91516
2008,5th Quintile,"Yes, Regularly",0.16133,457,2683,0.14741,0.17525
2008,5th Quintile,"Yes, Occasionally",0.08841,212,2683,0.07766,0.09915
2008,5th Quintile,No,0.75026,2014,2683,0.73388,0.76665
2009,1st Quintile,"Yes, Regularly",0.03357,39,1727,0.02507,0.04207
2009,1st Quintile,No,0.95254,1688,1727,0.94251,0.96257
2009,2nd Quintile,"Yes, Regularly",0.04225,55,1831,0.03304,0.05147
2009,2nd Quintile,No,0.93701,1776,1831,0.92588,0.94814
2009,3rd Quintile,"Yes, Regularly",0.04496,67,1932,0.03572,0.05421
2009,3rd Quintile,"Yes, Occasionally",0.02014,34,1932,0.01388,0.02641
2009,3rd Quintile,No,0.93489,1831,1932,0.92389,0.94590
2009,4th Quintile,"Yes, Regularly",0.05738,107,2036,0.04727,0.06748
2009,4th Quintile,"Yes, Occasionally",0.03856,67,2036,0.03020,0.04693
2009,4th Quintile,No,0.90406,1862,2036,0.89126,0.91686
2009,5th Quintile,"Yes, Regularly",0.17871,450,2459,0.16357,0.19386
2009,5th Quintile,"Yes, Occasionally",0.07291,174,2459,0.06263,0.08319
2009,5th Quintile,No,0.74837,1835,2459,0.73122,0.76553
2010,1st Quintile,No,0.97363,3094,3094,0.96799,0.97928
2010,2nd Quintile,"Yes, Regularly",0.03483,53,2882,0.02813,0.04152
2010,2nd Quintile,No,0.94992,2829,2882,0.94196,0.95789
2010,3rd Quintile,"Yes, Regularly",0.04200,76,2552,0.03422,0.04979
2010,3rd Quintile,"Yes, Occasionally",0.02988,46,2552,0.02327,0.03648
2010,3rd Quintile,No,0.92812,2430,2552,0.91810,0.93815
2010,4th Quintile,"Yes, Regularly",0.05564,132,2447,0.04655,0.06472
2010,4th Quintile,"Yes, Occasionally",0.02742,52,2447,0.02095,0.03390
2010,4th Quintile,No,0.91694,2263,2447,0.90600,0.92787
2010,5th Quintile,"Yes, Regularly",0.15608,470,2703,0.14240,0.16976
2010,5th Quintile,"Yes, Occasionally",0.06246,161,2703,0.05334,0.07159
2010,5th Quintile,No,0.78146,2072,2703,0.76587,0.79704
2011,1st Quintile,"Yes, Regularly",0.01560,37,3681,0.01160,0.01961
2011,1st Quintile,No,0.97661,3644,3681,0.97173,0.98149
2011,2nd Quintile,"Yes, Regularly",0.03677,78,3408,0.03045,0.04309
2011,2nd Quintile,"Yes, Occasionally",0.01708,37,3408,0.01273,0.02143
2011,2nd Quintile,No,0.94616,3293,3408,0.93858,0.95374
2011,3rd Quintile,"Yes, Regularly",0.04283,107,3216,0.03583,0.04983
2011,3rd Quintile,"Yes, Occasionally",0.02102,53,3216,0.01606,0.02597
2011,3rd Quintile,No,0.93616,3056,3216,0.92771,0.94461
2011,4th Quintile,"Yes, Regularly",0.05819,181,3059,0.04990,0.06649
2011,4th Quintile,"Yes, Occasionally",0.03075,84,3059,0.02463,0.03687
2011,4th Quintile,No,0.91105,2794,3059,0.90096,0.92114
2011,5th Quintile,"Yes, Regularly",0.17256,626,3187,0.15944,0.18568
2011,5th Quintile,"Yes, Occasionally",0.05809,169,3187,0.04997,0.06621
2011,5th Quintile,No,0.76935,2392,3187,0.75472,0.78398
2012,1st Quintile,"Yes, Regularly",0.02030,41,3568,0.01567,0.02493
2012,1st Quintile,No,0.96739,3527,3568,0.96157,0.97322
2012,2nd Quintile,"Yes, Regularly",0.03540,74,3281,0.02908,0.04173
2012,2nd Quintile,No,0.95032,3207,3281,0.94288,0.95776
2012,3rd Quintile,"Yes, Regularly",0.03677,96,3194,0.03025,0.04330
2012,3rd Quintile,"Yes, Occasionally",0.01397,43,3194,0.00990,0.01804
2012,3rd Quintile,No,0.94925,3055,3194,0.94164,0.95687
2012,4th Quintile,"Yes, Regularly",0.06002,179,3021,0.05155,0.06849
2012,4th Quintile,"Yes, Occasionally",0.03183,79,3021,0.02556,0.03809
2012,4th Quintile,No,0.90816,2763,3021,0.89785,0.91846
2012,5th Quintile,"Yes, Regularly",0.15559,565,3145,0.14292,0.16826
2012,5th Quintile,"Yes, Occasionally",0.05291,169,3145,0.04509,0.06074
2012,5th Quintile,No,0.79150,2411,3145,0.77730,0.80570
2013,1st Quintile,"Yes, Regularly",0.01636,40,4201,0.01252,0.02019
2013,1st Quintile,No,0.97326,4161,4201,0.96838,0.97814
2013,2nd Quintile,"Yes, Regularly",0.04067,84,3823,0.03441,0.04693
2013,2nd Quintile,No,0.94399,3739,3823,0.93670,0.95128
2013,3rd Quintile,"Yes, Regularly",0.03744,102,3381,0.03104,0.04384
2013,3rd Quintile,"Yes, Occasionally",0.02474,49,3381,0.01951,0.02998
2013,3rd Quintile,No,0.93782,3230,3381,0.92967,0.94596
2013,4th Quintile,"Yes, Regularly",0.06699,210,3109,0.05820,0.07578
2013,4th Quintile,"Yes, Occasionally",0.02988,80,3109,0.02389,0.03586
2013,4th Quintile,No,0.90313,2819,3109,0.89273,0.91353
2013,5th Quintile,"Yes, Regularly",0.18877,624,3247,0.17531,0.20223
2013,5th Quintile,"Yes, Occasionally",0.04711,165,3247,0.03982,0.05440
2013,5th Quintile,No,0.76412,2458,3247,0.74952,0.77873
2014,1st Quintile,"Yes, Regularly",0.01626,37,3428,0.01203,0.02050
2014,1st Quintile,No,0.97393,3391,3428,0.96859,0.97926
2014,2nd Quintile,"Yes, Regularly",0.03454,69,3307,0.02832,0.04077
2014,2nd Quintile,"Yes, Occasionally",0.01663,31,3307,0.01227,0.02099
2014,2nd Quintile,No,0.94883,3207,3307,0.94132,0.95634
2014,3rd Quintile,"Yes, Regularly",0.04426,112,3102,0.03702,0.05150
2014,3rd Quintile,"Yes, Occasionally",0.01985,47,3102,0.01494,0.02476
2014,3rd Quintile,No,0.93589,2943,3102,0.92727,0.94451
2014,4th Quintile,"Yes, Regularly",0.06772,211,2921,0.05861,0.07683
2014,4th Quintile,"Yes, Occasionally",0.03091,73,2921,0.02463,0.03719
2014,4th Quintile,No,0.90137,2637,2921,0.89055,0.91218
2014,5th Quintile,"Yes, Regularly",0.17814,564,3012,0.16447,0.19181
2014,5th Quintile,"Yes, Occasionally",0.04500,138,3012,0.03759,0.05240
2014,5th Quintile,No,0.77686,2310,3012,0.76199,0.79173
2015,1st Quintile,"Yes, Regularly",0.01681,37,3527,0.01257,0.02105
2015,1st Quintile,No,0.97130,3490,3527,0.96579,0.97681
2015,2nd Quintile,"Yes, Regularly",0.04060,85,3353,0.03392,0.04728
2015,2nd Quintile,No,0.93988,3268,3353,0.93183,0.94792
2015,3rd Quintile,"Yes, Regularly",0.05243,119,3013,0.04447,0.06039
2015,3rd Quintile,"Yes, Occasionally",0.01580,33,3013,0.01135,0.02025
2015,3rd Quintile,No,0.93177,2861,3013,0.92277,0.94078
2015,4th Quintile,"Yes, Regularly",0.06123,173,2826,0.05238,0.07007
2015,4th Quintile,"Yes, Occasionally",0.03089,63,2826,0.02451,0.03727
2015,4th Quintile,No,0.90789,2590,2826,0.89722,0.91855
2015,5th Quintile,"Yes, Regularly",0.18510,550,2969,0.17113,0.19907
2015,5th Quintile,"Yes, Occasionally",0.04068,127,2969,0.03358,0.04779
2015,5th Quintile,No,0.77422,2292,2969,0.75917,0.78926
2016,1st Quintile,No,0.98221,3054,3054,0.97752,0.98689
2016,2nd Quintile,"Yes, Regularly",0.03121,67,3020,0.02501,0.03742
2016,2nd Quintile,No,0.95893,2953,3020,0.95185,0.96601
2016,3rd Quintile,"Yes, Regularly",0.05395,102,2741,0.04549,0.06241
2016,3rd Quintile,"Yes, Occasionally",0.01821,45,2741,0.01320,0.02321
2016,3rd Quintile,No,0.92784,2594,2741,0.91815,0.93753
2016,4th Quintile,"Yes, Regularly",0.06504,171,2656,0.05566,0.07441
2016,4th Quintile,"Yes, Occasionally",0.02376,45,2656,0.01797,0.02955
2016,4th Quintile,No,0.91120,2440,2656,0.90038,0.92202
2016,5th Quintile,"Yes, Regularly",0.17223,509,2751,0.15812,0.18634
2016,5th Quintile,"Yes, Occasionally",0.03822,112,2751,0.03105,0.04539
2016,5th Quintile,No,0.78955,2130,2751,0.77431,0.80478
2017,1st Quintile,No,0.97345,3155,3155,0.96784,0.97906
2017,2nd Quintile,"Yes, Regularly",0.03679,66,3210,0.03028,0.04331
2017,2nd Quintile,No,0.95080,3144,3210,0.94331,0.95828
2017,3rd Quintile,"Yes, Regularly",0.04106,107,3054,0.03402,0.04810
2017,3rd Quintile,No,0.94752,2947,3054,0.93962,0.95543
2017,4th Quintile,"Yes, Regularly",0.07247,201,3045,0.06326,0.08168
2017,4th Quintile,"Yes, Occasionally",0.03321,74,3045,0.02685,0.03958
2017,4th Quintile,No,0.89432,2770,3045,0.88340,0.90524
2017,5th Quintile,"Yes, Regularly",0.16159,516,3091,0.14861,0.17457
2017,5th Quintile,"Yes, Occasionally",0.04160,118,3091,0.03456,0.04864
2017,5th Quintile,No,0.79682,2457,3091,0.78263,0.81100
2018,1st Quintile,"Yes, Regularly",0.02140,45,3291,0.01645,0.02634
2018,1st Quintile,No,0.97193,3246,3291,0.96628,0.97757
2018,2nd Quintile,"Yes, Regularly",0.03612,85,3262,0.02972,0.04253
2018,2nd Quintile,No,0.95372,3177,3262,0.94651,0.96093
2018,3rd Quintile,"Yes, Regularly",0.06611,129,2937,0.05712,0.07510
2018,3rd Quintile,"Yes, Occasionally",0.02124,39,2937,0.01602,0.02645
2018,3rd Quintile,No,0.91265,2769,2937,0.90243,0.92286
2018,4th Quintile,"Yes, Regularly",0.08158,201,2877,0.07157,0.09158
2018,4th Quintile,"Yes, Occasionally",0.02090,49,2877,0.01568,0.02613
2018,4th Quintile,No,0.89752,2627,2877,0.88644,0.90860
2018,5th Quintile,"Yes, Regularly",0.16984,505,3009,0.15642,0.18326
2018,5th Quintile,"Yes, Occasionally",0.04110,123,3009,0.03400,0.04819
2018,5th Quintile,No,0.78907,2381,3009,0.77449,0.80365
2019,1st Quintile,"Yes, Regularly",0.02783,54,2922,0.02187,0.03380
2019,1st Quintile,No,0.96153,2868,2922,0.95456,0.96851
2019,2nd Quintile,"Yes, Regularly",0.04377,83,3029,0.03648,0.05105
2019,2nd Quintile,"Yes, Occasionally",0.01557,36,3029,0.01116,0.01998
2019,2nd Quintile,No,0.94066,2910,3029,0.93225,0.94908
2019,3rd Quintile,"Yes, Regularly",0.06427,142,2868,0.05530,0.07325
2019,3rd Quintile,"Yes, Occasionally",0.01801,52,2868,0.01314,0.02287
2019,3rd Quintile,No,0.91772,2674,2868,0.90766,0.92778
2019,4th Quintile,"Yes, Regularly",0.08724,224,2919,0.07700,0.09748
2019,4th Quintile,"Yes, Occasionally",0.02117,63,2919,0.01594,0.02639
2019,4th Quintile,No,0.89160,2632,2919,0.88032,0.90288
2019,5th Quintile,"Yes, Regularly",0.16424,874,4333,0.15321,0.17527
2019,5th Quintile,"Yes, Occasionally",0.04486,198,4333,0.03869,0.05102
2019,5th Quintile,No,0.79091,3261,4333,0.77880,0.80302
2020,1st Quintile,"Yes, Regularly",0.03460,63,3406,0.02846,0.04074
2020,1st Quintile,No,0.95180,3343,3406,0.94461,0.95899
2020,2nd Quintile,"Yes, Regularly",0.03377,67,3320,0.02763,0.03992
2020,2nd Quintile,"Yes, Occasionally",0.01359,32,3320,0.00965,0.01753
2020,2nd Quintile,No,0.95264,3221,3320,0.94541,0.95986
2020,3rd Quintile,"Yes, Regularly",0.05210,120,2872,0.04397,0.06022
2020,3rd Quintile,"Yes, Occasionally",0.02002,48,2872,0.01490,0.02515
2020,3rd Quintile,No,0.92788,2704,2872,0.91842,0.93734
2020,4th Quintile,"Yes, Regularly",0.07473,178,2859,0.06509,0.08437
2020,4th Quintile,"Yes, Occasionally",0.01531,52,2859,0.01081,0.01982
2020,4th Quintile,No,0.90995,2629,2859,0.89946,0.92045
2020,5th Quintile,"Yes, Regularly",0.17169,709,3725,0.15957,0.18380
2020,5th Quintile,"Yes, Occasionally",0.04074,161,3725,0.03439,0.04708
2020,5th Quintile,No,0.78758,2855,3725,0.77444,0.80072
2021,1st Quintile,"Yes, Regularly",0.03834,46,2024,0.02998,0.04671
2021,1st Quintile,No,0.94924,1978,2024,0.93968,0.95881
2021,2nd Quintile,"Yes, Regularly",0.04175,64,2161,0.03332,0.05019
2021,2nd Quintile,No,0.94808,2097,2161,0.93873,0.95744
2021,3rd Quintile,"Yes, Regularly",0.06701,105,2034,0.05614,0.07788
2021,3rd Quintile,"Yes, Occasionally",0.02840,34,2034,0.02118,0.03562
2021,3rd Quintile,No,0.90459,1895,2034,0.89182,0.91736
2021,4th Quintile,"Yes, Regularly",0.09769,161,2084,0.08494,0.11045
2021,4th Quintile,"Yes, Occasionally",0.02969,56,2084,0.02240,0.03698
2021,4th Quintile,No,0.87261,1867,2084,0.85830,0.88693
2021,5th Quintile,"Yes, Regularly",0.15742,475,2714,0.14371,0.17112
2021,5th Quintile,"Yes, Occasionally",0.04213,123,2714,0.03457,0.04969
2021,5th Quintile,No,0.80045,2116,2714,0.78541,0.81549
2022,Not included in this version of the questionnaire,No,0.96549,186,186,0.93919,0.99180
2022,1st Quintile,"Yes, Regularly",0.02250,119,4518,0.01818,0.02683
2022,1st Quintile,"Yes, Occasionally",0.00945,63,4518,0.00663,0.01227
2022,1st Quintile,No,0.96805,4336,4518,0.96292,0.97318
2022,2nd Quintile,"Yes, Regularly",0.03790,94,3870,0.03188,0.04392
2022,2nd Quintile,"Yes, Occasionally",0.02147,66,3870,0.01691,0.02604
2022,2nd Quintile,No,0.94063,3710,3870,0.93318,0.94807
2022,3rd Quintile,"Yes, Regularly",0.05258,132,3391,0.04507,0.06009
2022,3rd Quintile,"Yes, Occasionally",0.01705,60,3391,0.01269,0.02141
2022,3rd Quintile,No,0.93037,3199,3391,0.92180,0.93894
2022,4th Quintile,"Yes, Regularly",0.08766,216,3419,0.07818,0.09714
2022,4th Quintile,"Yes, Occasionally",0.03034,75,3419,0.02459,0.03609
2022,4th Quintile,No,0.88200,3128,3419,0.87119,0.89282
2022,5th Quintile,"Yes, Regularly",0.14264,567,3829,0.13156,0.15372
2022,5th Quintile,"Yes, Occasionally",0.05926,182,3829,0.05178,0.06674
2022,5th Quintile,No,0.79811,3080,3829,0.78539,0.81082
