year,bula_h,regtyp,hlf0261,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,Hesse,Urban regions,No,0.87443,606,683,0.84956,0.89930
2002,Hesse,Rural regions,No,0.85666,126,126,0.79523,0.91809
2002,"Rhineland-Palatinate, Saarland",Urban regions,"Yes, Regularly",0.07159,44,535,0.04972,0.09345
2002,"Rhineland-Palatinate, Saarland",Urban regions,No,0.88644,491,535,0.85953,0.91335
2002,"Rhineland-Palatinate, Saarland",Rural regions,No,0.95365,166,166,0.92157,0.98573
2002,Baden-Wuerttemberg,Urban regions,"Yes, Regularly",0.05027,76,1316,0.03846,0.06208
2002,Baden-Wuerttemberg,Urban regions,"Yes, Occasionally",0.03588,46,1316,0.02583,0.04593
2002,Baden-Wuerttemberg,Urban regions,No,0.91385,1194,1316,0.89869,0.92902
2002,Baden-Wuerttemberg,Rural regions,No,0.96828,124,124,0.93731,0.99925
2002,Bavaria,Urban regions,"Yes, Regularly",0.05548,71,887,0.04041,0.07056
2002,Bavaria,Urban regions,"Yes, Occasionally",0.06367,46,887,0.04760,0.07975
2002,Bavaria,Urban regions,No,0.88084,770,887,0.85951,0.90217
2002,Bavaria,Rural regions,"Yes, Regularly",0.03673,51,807,0.02374,0.04972
2002,Bavaria,Rural regions,No,0.93771,756,807,0.92103,0.95440
2002,Berlin,Urban regions,No,0.93399,453,453,0.91110,0.95688
2002,Brandenburg,Rural regions,No,0.96471,452,452,0.94768,0.98174
2002,Mecklenburg-Western Pomerania,Urban regions,No,0.82246,36,36,0.69586,0.94906
2002,Mecklenburg-Western Pomerania,Rural regions,No,0.99050,234,234,0.97805,1.00296
2002,Saxony,Urban regions,No,0.94976,401,401,0.92835,0.97117
2002,Saxony,Rural regions,No,0.96891,414,414,0.95217,0.98565
2002,Saxony-Anhalt,Urban regions,No,0.98021,100,100,0.95277,1.00765
2002,Saxony-Anhalt,Rural regions,No,0.97195,390,390,0.95554,0.98836
2002,Thuringa,Urban regions,No,0.93700,139,139,0.89647,0.97754
2002,Thuringa,Rural regions,No,0.94814,335,335,0.92436,0.97192
2003,Schleswig-Holstein,Urban regions,No,0.85590,136,136,0.79665,0.91514
2003,Schleswig-Holstein,Rural regions,No,0.88627,176,176,0.83923,0.93331
2003,Hamburg,Urban regions,No,0.92616,159,159,0.88539,0.96694
2003,Lower Saxony,Urban regions,"Yes, Regularly",0.08183,51,469,0.05700,0.10667
2003,Lower Saxony,Urban regions,No,0.88562,418,469,0.85678,0.91445
2003,Lower Saxony,Rural regions,No,0.90446,454,454,0.87739,0.93153
2003,Bremen,Urban regions,No,0.84480,85,85,0.76736,0.92224
2003,North Rhine-Westphalia,Urban regions,"Yes, Regularly",0.09805,254,2438,0.08624,0.10985
2003,North Rhine-Westphalia,Urban regions,"Yes, Occasionally",0.03838,95,2438,0.03076,0.04601
2003,North Rhine-Westphalia,Urban regions,No,0.86357,2089,2438,0.84994,0.87720
2003,North Rhine-Westphalia,Rural regions,No,0.78302,48,48,0.66517,0.90086
2003,Hesse,Urban regions,"Yes, Regularly",0.09544,73,643,0.07271,0.11816
2003,Hesse,Urban regions,No,0.86277,570,643,0.83615,0.88938
2003,Hesse,Rural regions,No,0.91500,122,122,0.86531,0.96469
2003,"Rhineland-Palatinate, Saarland",Urban regions,"Yes, Regularly",0.07899,48,527,0.05594,0.10204
2003,"Rhineland-Palatinate, Saarland",Urban regions,No,0.86910,479,527,0.84027,0.89792
2003,"Rhineland-Palatinate, Saarland",Rural regions,No,0.94898,156,156,0.91433,0.98362
2003,Baden-Wuerttemberg,Urban regions,"Yes, Regularly",0.05771,80,1270,0.04488,0.07054
2003,Baden-Wuerttemberg,Urban regions,"Yes, Occasionally",0.03503,47,1270,0.02492,0.04515
2003,Baden-Wuerttemberg,Urban regions,No,0.90726,1143,1270,0.89130,0.92322
2003,Baden-Wuerttemberg,Rural regions,No,0.97326,115,115,0.94364,1.00287
2003,Bavaria,Urban regions,"Yes, Regularly",0.07312,73,858,0.05569,0.09055
2003,Bavaria,Urban regions,"Yes, Occasionally",0.04429,38,858,0.03052,0.05807
2003,Bavaria,Urban regions,No,0.88259,747,858,0.86103,0.90414
2003,Bavaria,Rural regions,"Yes, Regularly",0.04477,53,766,0.03011,0.05942
2003,Bavaria,Rural regions,No,0.92422,713,766,0.90546,0.94297
2003,Berlin,Urban regions,No,0.90379,439,439,0.87618,0.93141
2003,Brandenburg,Urban regions,No,0.99211,35,35,0.96238,1.02185
2003,Brandenburg,Rural regions,No,0.95954,444,444,0.94119,0.97789
2003,Mecklenburg-Western Pomerania,Urban regions,No,0.92637,37,37,0.84105,1.01168
2003,Mecklenburg-Western Pomerania,Rural regions,No,0.97270,235,235,0.95182,0.99358
2003,Saxony,Urban regions,No,0.95248,401,401,0.93164,0.97333
2003,Saxony,Rural regions,No,0.94266,395,395,0.91970,0.96562
2003,Saxony-Anhalt,Urban regions,No,0.96191,99,99,0.92401,0.99981
2003,Saxony-Anhalt,Rural regions,No,0.95967,371,371,0.93962,0.97971
2003,Thuringa,Urban regions,No,0.97942,140,140,0.95581,1.00302
2003,Thuringa,Rural regions,No,0.96849,329,329,0.94959,0.98740
2004,Schleswig-Holstein,Urban regions,No,0.84234,130,130,0.77945,0.90523
2004,Schleswig-Holstein,Rural regions,No,0.91421,179,179,0.87307,0.95535
2004,Hamburg,Urban regions,No,0.90760,161,161,0.86272,0.95247
2004,Lower Saxony,Urban regions,"Yes, Regularly",0.05755,33,464,0.03634,0.07877
2004,Lower Saxony,Urban regions,No,0.89902,431,464,0.87158,0.92647
2004,Lower Saxony,Rural regions,No,0.90406,452,452,0.87688,0.93125
2004,Bremen,Urban regions,No,0.87767,82,82,0.80631,0.94903
2004,North Rhine-Westphalia,Urban regions,"Yes, Regularly",0.07533,193,2370,0.06470,0.08596
2004,North Rhine-Westphalia,Urban regions,"Yes, Occasionally",0.04758,106,2370,0.03900,0.05615
2004,North Rhine-Westphalia,Urban regions,No,0.87709,2071,2370,0.86387,0.89031
2004,North Rhine-Westphalia,Rural regions,No,0.82672,47,47,0.71735,0.93610
2004,Hesse,Urban regions,"Yes, Regularly",0.06612,55,649,0.04699,0.08526
2004,Hesse,Urban regions,"Yes, Occasionally",0.05908,31,649,0.04093,0.07724
2004,Hesse,Urban regions,No,0.87480,563,649,0.84931,0.90028
2004,Hesse,Rural regions,No,0.94839,123,123,0.90913,0.98765
2004,"Rhineland-Palatinate, Saarland",Urban regions,"Yes, Regularly",0.07578,41,520,0.05302,0.09855
2004,"Rhineland-Palatinate, Saarland",Urban regions,No,0.88685,479,520,0.85959,0.91410
2004,"Rhineland-Palatinate, Saarland",Rural regions,No,0.93554,153,153,0.89650,0.97458
2004,Baden-Wuerttemberg,Urban regions,"Yes, Regularly",0.04331,55,1235,0.03195,0.05467
2004,Baden-Wuerttemberg,Urban regions,"Yes, Occasionally",0.03870,41,1235,0.02794,0.04946
2004,Baden-Wuerttemberg,Urban regions,No,0.91799,1139,1235,0.90268,0.93330
2004,Baden-Wuerttemberg,Rural regions,No,0.96624,113,113,0.93278,0.99969
2004,Bavaria,Urban regions,"Yes, Regularly",0.03025,40,825,0.01855,0.04194
2004,Bavaria,Urban regions,"Yes, Occasionally",0.05560,45,825,0.03995,0.07125
2004,Bavaria,Urban regions,No,0.91415,740,825,0.89502,0.93328
2004,Bavaria,Rural regions,"Yes, Regularly",0.05282,47,751,0.03681,0.06883
2004,Bavaria,Rural regions,No,0.92349,704,751,0.90447,0.94252
2004,Berlin,Urban regions,No,0.94133,449,449,0.91957,0.96309
2004,Brandenburg,Urban regions,No,0.99370,38,38,0.96822,1.01919
2004,Brandenburg,Rural regions,No,0.97691,436,436,0.96280,0.99102
2004,Mecklenburg-Western Pomerania,Urban regions,No,0.90051,41,41,0.80775,0.99327
2004,Mecklenburg-Western Pomerania,Rural regions,No,0.97962,230,230,0.96133,0.99792
2004,Saxony,Urban regions,No,0.97421,403,403,0.95871,0.98970
2004,Saxony,Rural regions,No,0.96571,393,393,0.94770,0.98373
2004,Saxony-Anhalt,Urban regions,No,0.95305,97,97,0.91074,0.99537
2004,Saxony-Anhalt,Rural regions,No,0.98524,369,369,0.97291,0.99756
2004,Thuringa,Urban regions,No,0.97223,139,139,0.94481,0.99964
2004,Thuringa,Rural regions,No,0.95461,329,329,0.93208,0.97714
2005,Schleswig-Holstein,Urban regions,No,0.85824,126,126,0.79709,0.91939
2005,Schleswig-Holstein,Rural regions,No,0.89639,175,175,0.85111,0.94167
2005,Hamburg,Urban regions,No,0.92703,157,157,0.88621,0.96784
2005,Lower Saxony,Urban regions,"Yes, Regularly",0.08205,45,450,0.05667,0.10744
2005,Lower Saxony,Urban regions,No,0.88820,405,450,0.85905,0.91734
2005,Lower Saxony,Rural regions,"Yes, Regularly",0.05823,31,466,0.03695,0.07952
2005,Lower Saxony,Rural regions,No,0.90808,435,466,0.88182,0.93434
2005,Bremen,Urban regions,No,0.86439,74,74,0.78585,0.94293
2005,North Rhine-Westphalia,Urban regions,"Yes, Regularly",0.09654,242,2306,0.08449,0.10860
2005,North Rhine-Westphalia,Urban regions,"Yes, Occasionally",0.05009,98,2306,0.04118,0.05899
2005,North Rhine-Westphalia,Urban regions,No,0.85337,1966,2306,0.83893,0.86781
2005,North Rhine-Westphalia,Rural regions,No,0.82059,46,46,0.70848,0.93270
2005,Hesse,Urban regions,"Yes, Regularly",0.09643,68,603,0.07285,0.12001
2005,Hesse,Urban regions,No,0.85800,535,603,0.83012,0.88589
2005,Hesse,Rural regions,No,0.92654,118,118,0.87927,0.97382
2005,"Rhineland-Palatinate, Saarland",Urban regions,"Yes, Regularly",0.08667,47,500,0.06199,0.11136
2005,"Rhineland-Palatinate, Saarland",Urban regions,No,0.88024,453,500,0.85175,0.90872
2005,"Rhineland-Palatinate, Saarland",Rural regions,No,0.90731,144,144,0.85978,0.95484
2005,Baden-Wuerttemberg,Urban regions,"Yes, Regularly",0.06681,68,1201,0.05268,0.08094
2005,Baden-Wuerttemberg,Urban regions,"Yes, Occasionally",0.03672,48,1201,0.02608,0.04736
2005,Baden-Wuerttemberg,Urban regions,No,0.89647,1085,1201,0.87923,0.91371
2005,Baden-Wuerttemberg,Rural regions,No,0.94315,101,101,0.89776,0.98853
2005,Bavaria,Urban regions,"Yes, Regularly",0.06697,67,796,0.04959,0.08434
2005,Bavaria,Urban regions,"Yes, Occasionally",0.07045,52,796,0.05266,0.08824
2005,Bavaria,Urban regions,No,0.86259,677,796,0.83865,0.88652
2005,Bavaria,Rural regions,"Yes, Regularly",0.04167,46,738,0.02724,0.05610
2005,Bavaria,Rural regions,No,0.93196,692,738,0.91378,0.95014
2005,Berlin,Urban regions,No,0.93033,418,418,0.90589,0.95477
2005,Brandenburg,Urban regions,No,0.97440,42,42,0.92605,1.02274
2005,Brandenburg,Rural regions,No,0.96239,409,409,0.94393,0.98085
2005,Mecklenburg-Western Pomerania,Urban regions,No,0.88072,38,38,0.77628,0.98516
2005,Mecklenburg-Western Pomerania,Rural regions,No,0.99081,230,230,0.97845,1.00317
2005,Saxony,Urban regions,No,0.96783,402,402,0.95055,0.98510
2005,Saxony,Rural regions,No,0.96030,378,378,0.94059,0.98001
2005,Saxony-Anhalt,Urban regions,No,0.92461,98,98,0.87207,0.97715
2005,Saxony-Anhalt,Rural regions,No,0.98175,358,358,0.96786,0.99563
2005,Thuringa,Urban regions,No,0.95550,133,133,0.92033,0.99068
2005,Thuringa,Rural regions,No,0.95835,315,315,0.93625,0.98045
2006,Schleswig-Holstein,Urban regions,No,0.86895,131,131,0.81094,0.92696
2006,Schleswig-Holstein,Rural regions,No,0.92079,208,208,0.88400,0.95758
2006,Hamburg,Urban regions,No,0.92780,176,176,0.88945,0.96614
2006,Lower Saxony,Urban regions,"Yes, Regularly",0.06540,42,504,0.04379,0.08700
2006,Lower Saxony,Urban regions,No,0.89327,462,504,0.86629,0.92025
2006,Lower Saxony,Rural regions,"Yes, Regularly",0.05249,31,526,0.03342,0.07157
2006,Lower Saxony,Rural regions,No,0.91065,495,526,0.88625,0.93505
2006,Bremen,Urban regions,No,0.90634,81,81,0.84249,0.97018
2006,North Rhine-Westphalia,Urban regions,"Yes, Regularly",0.08935,239,2466,0.07809,0.10061
2006,North Rhine-Westphalia,Urban regions,"Yes, Occasionally",0.05757,126,2466,0.04837,0.06677
2006,North Rhine-Westphalia,Urban regions,No,0.85308,2101,2466,0.83911,0.86706
2006,North Rhine-Westphalia,Rural regions,No,0.84229,56,56,0.74596,0.93861
2006,Hesse,Urban regions,"Yes, Regularly",0.09701,84,690,0.07491,0.11911
2006,Hesse,Urban regions,"Yes, Occasionally",0.04533,34,690,0.02980,0.06087
2006,Hesse,Urban regions,No,0.85765,572,690,0.83156,0.88374
2006,Hesse,Rural regions,No,0.92992,140,140,0.88748,0.97236
2006,"Rhineland-Palatinate, Saarland",Urban regions,"Yes, Regularly",0.11074,54,520,0.08374,0.13774
2006,"Rhineland-Palatinate, Saarland",Urban regions,No,0.84449,466,520,0.81331,0.87566
2006,"Rhineland-Palatinate, Saarland",Rural regions,No,0.89294,162,162,0.84518,0.94070
2006,Baden-Wuerttemberg,Urban regions,"Yes, Regularly",0.06667,88,1344,0.05333,0.08001
2006,Baden-Wuerttemberg,Urban regions,"Yes, Occasionally",0.03239,46,1344,0.02292,0.04185
2006,Baden-Wuerttemberg,Urban regions,No,0.90094,1210,1344,0.88497,0.91692
2006,Baden-Wuerttemberg,Rural regions,No,0.96334,118,118,0.92929,0.99739
2006,Bavaria,Urban regions,"Yes, Regularly",0.05426,53,865,0.03916,0.06937
2006,Bavaria,Urban regions,"Yes, Occasionally",0.04888,43,865,0.03450,0.06326
2006,Bavaria,Urban regions,No,0.89685,769,865,0.87657,0.91713
2006,Bavaria,Rural regions,"Yes, Regularly",0.04770,49,835,0.03324,0.06217
2006,Bavaria,Rural regions,No,0.92388,786,835,0.90588,0.94188
2006,Berlin,Urban regions,No,0.93198,443,443,0.90851,0.95545
2006,Brandenburg,Urban regions,No,0.98062,45,45,0.93988,1.02135
2006,Brandenburg,Rural regions,No,0.97071,471,471,0.95546,0.98595
2006,Mecklenburg-Western Pomerania,Urban regions,No,0.92242,39,39,0.83736,1.00747
2006,Mecklenburg-Western Pomerania,Rural regions,No,0.98329,257,257,0.96759,0.99899
2006,Saxony,Urban regions,No,0.96725,442,442,0.95064,0.98386
2006,Saxony,Rural regions,No,0.93386,398,398,0.90941,0.95831
