year,bula_h,regtyp,hlf0261,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1991,Schleswig-Holstein,Urban regions,No,0.96612,73,73,0.92434,1.00791
1991,Schleswig-Holstein,Rural regions,No,0.89665,72,72,0.82584,0.96746
1991,Hamburg,Urban regions,No,0.88934,89,89,0.82380,0.95489
1991,Lower Saxony,Urban regions,No,0.90984,223,223,0.87217,0.94752
1991,Lower Saxony,Rural regions,No,0.90420,205,205,0.86381,0.94459
1991,Bremen,Urban regions,No,0.89248,51,51,0.80661,0.97834
1991,North Rhine-Westphalia,Urban regions,"Yes, Regularly",0.09550,85,1200,0.07886,0.11213
1991,North Rhine-Westphalia,Urban regions,"Yes, Occasionally",0.04030,32,1200,0.02917,0.05144
1991,North Rhine-Westphalia,Urban regions,No,0.86420,1083,1200,0.84481,0.88359
1991,Hesse,Urban regions,No,0.88446,367,367,0.85171,0.91721
1991,Hesse,Rural regions,No,0.93898,60,60,0.87790,1.00006
1991,"Rhineland-Palatinate, Saarland",Urban regions,No,0.89951,250,250,0.86217,0.93685
1991,"Rhineland-Palatinate, Saarland",Rural regions,No,0.82720,46,46,0.71673,0.93766
1991,Baden-Wuerttemberg,Urban regions,No,0.91248,679,679,0.89121,0.93376
1991,Baden-Wuerttemberg,Rural regions,No,0.95923,105,105,0.92123,0.99724
1991,Bavaria,Urban regions,No,0.85154,378,378,0.81564,0.88743
1991,Bavaria,Rural regions,No,0.91070,343,343,0.88048,0.94093
1991,Berlin,Urban regions,No,0.85560,282,282,0.81450,0.89670
1991,Brandenburg,Rural regions,No,0.96099,289,289,0.93862,0.98335
1991,Mecklenburg-Western Pomerania,Rural regions,No,0.96979,185,185,0.94506,0.99452
1991,Saxony,Urban regions,No,0.96901,297,297,0.94926,0.98875
1991,Saxony,Rural regions,No,0.95175,272,272,0.92624,0.97726
1991,Saxony-Anhalt,Rural regions,No,0.94368,275,275,0.91639,0.97098
1991,Thuringa,Urban regions,No,0.94770,96,96,0.90293,0.99247
1991,Thuringa,Rural regions,No,0.98537,222,222,0.96954,1.00120
1994,Schleswig-Holstein,Urban regions,No,0.97447,73,73,0.93803,1.01090
1994,Schleswig-Holstein,Rural regions,No,0.84857,66,66,0.76142,0.93571
1994,Hamburg,Urban regions,No,0.97858,85,85,0.94762,1.00954
1994,Lower Saxony,Urban regions,No,0.87968,237,237,0.83817,0.92119
1994,Lower Saxony,Rural regions,No,0.87342,213,213,0.82866,0.91818
1994,Bremen,Urban regions,No,0.94534,47,47,0.87965,1.01103
1994,North Rhine-Westphalia,Urban regions,"Yes, Regularly",0.11567,92,1166,0.09731,0.13404
1994,North Rhine-Westphalia,Urban regions,"Yes, Occasionally",0.04365,37,1166,0.03192,0.05538
1994,North Rhine-Westphalia,Urban regions,No,0.84068,1037,1166,0.81966,0.86169
1994,Hesse,Urban regions,No,0.86514,347,347,0.82915,0.90114
1994,Hesse,Rural regions,No,0.88733,57,57,0.80451,0.97014
1994,"Rhineland-Palatinate, Saarland",Urban regions,No,0.89184,245,245,0.85287,0.93081
1994,"Rhineland-Palatinate, Saarland",Rural regions,No,0.85408,46,46,0.75094,0.95723
1994,Baden-Wuerttemberg,Urban regions,No,0.88877,655,655,0.86467,0.91286
1994,Baden-Wuerttemberg,Rural regions,No,0.91119,99,99,0.85487,0.96751
1994,Bavaria,Urban regions,No,0.88018,386,386,0.84774,0.91262
1994,Bavaria,Rural regions,No,0.89936,362,362,0.86833,0.93040
1994,Berlin,Urban regions,No,0.86213,277,277,0.82146,0.90281
1994,Brandenburg,Rural regions,No,0.97179,264,264,0.95177,0.99180
1994,Mecklenburg-Western Pomerania,Rural regions,No,0.98537,167,167,0.96710,1.00363
1994,Saxony,Urban regions,No,0.96822,280,280,0.94763,0.98880
1994,Saxony,Rural regions,No,0.97292,257,257,0.95304,0.99280
1994,Saxony-Anhalt,Urban regions,No,0.96150,74,74,0.91737,1.00564
1994,Saxony-Anhalt,Rural regions,No,0.97961,257,257,0.96229,0.99692
1994,Thuringa,Urban regions,No,0.97529,93,93,0.94357,1.00701
1994,Thuringa,Rural regions,No,0.95785,226,226,0.93159,0.98410
1999,Schleswig-Holstein,Urban regions,No,0.95205,79,79,0.90463,0.99947
1999,Schleswig-Holstein,Rural regions,No,0.93660,85,85,0.88448,0.98871
1999,Hamburg,Urban regions,No,0.84754,76,76,0.76619,0.92890
1999,Lower Saxony,Urban regions,No,0.91571,281,281,0.88317,0.94825
1999,Lower Saxony,Rural regions,No,0.90904,277,277,0.87512,0.94297
1999,Bremen,Urban regions,No,0.91900,48,48,0.84100,0.99700
1999,North Rhine-Westphalia,Urban regions,"Yes, Regularly",0.11728,107,1370,0.10024,0.13433
1999,North Rhine-Westphalia,Urban regions,"Yes, Occasionally",0.05181,48,1370,0.04007,0.06355
1999,North Rhine-Westphalia,Urban regions,No,0.83091,1215,1370,0.81106,0.85077
1999,Hesse,Urban regions,No,0.87546,356,356,0.84111,0.90981
1999,Hesse,Rural regions,No,0.87592,63,63,0.79386,0.95798
1999,"Rhineland-Palatinate, Saarland",Urban regions,No,0.89769,286,286,0.86250,0.93287
1999,"Rhineland-Palatinate, Saarland",Rural regions,No,0.87319,77,77,0.79838,0.94800
1999,Baden-Wuerttemberg,Urban regions,No,0.91131,742,742,0.89084,0.93178
1999,Baden-Wuerttemberg,Rural regions,No,0.84132,89,89,0.76497,0.91766
1999,Bavaria,Urban regions,No,0.86546,428,428,0.83309,0.89783
1999,Bavaria,Rural regions,No,0.89648,427,427,0.86755,0.92541
1999,Berlin,Urban regions,No,0.91088,287,287,0.87786,0.94390
1999,Brandenburg,Rural regions,No,0.97446,284,284,0.95608,0.99284
1999,Mecklenburg-Western Pomerania,Rural regions,No,0.98353,178,178,0.96478,1.00228
1999,Saxony,Urban regions,No,0.93859,278,278,0.91032,0.96686
1999,Saxony,Rural regions,No,0.97879,286,286,0.96206,0.99552
1999,Saxony-Anhalt,Rural regions,No,0.97389,274,274,0.95498,0.99281
1999,Thuringa,Urban regions,No,0.94883,104,104,0.90627,0.99138
1999,Thuringa,Rural regions,No,0.96445,239,239,0.94093,0.98798
2000,Schleswig-Holstein,Urban regions,No,0.91097,150,150,0.86524,0.95670
2000,Schleswig-Holstein,Rural regions,No,0.92099,218,218,0.88509,0.95688
2000,Hamburg,Urban regions,No,0.91421,174,174,0.87248,0.95594
2000,Lower Saxony,Urban regions,"Yes, Regularly",0.06502,31,514,0.04368,0.08635
2000,Lower Saxony,Urban regions,No,0.89738,483,514,0.87111,0.92364
2000,Lower Saxony,Rural regions,No,0.90504,493,493,0.87913,0.93094
2000,Bremen,Urban regions,No,0.85438,99,99,0.78454,0.92421
2000,North Rhine-Westphalia,Urban regions,"Yes, Regularly",0.09493,208,2668,0.08380,0.10605
2000,North Rhine-Westphalia,Urban regions,"Yes, Occasionally",0.03802,86,2668,0.03076,0.04528
2000,North Rhine-Westphalia,Urban regions,No,0.86706,2374,2668,0.85417,0.87994
2000,North Rhine-Westphalia,Rural regions,No,0.82559,66,66,0.73333,0.91784
2000,Hesse,Urban regions,"Yes, Regularly",0.08208,50,706,0.06182,0.10235
2000,Hesse,Urban regions,No,0.88854,656,706,0.86531,0.91177
2000,Hesse,Rural regions,No,0.91873,151,151,0.87500,0.96246
2000,"Rhineland-Palatinate, Saarland",Urban regions,"Yes, Regularly",0.08027,41,566,0.05786,0.10267
2000,"Rhineland-Palatinate, Saarland",Urban regions,No,0.87144,525,566,0.84384,0.89904
2000,"Rhineland-Palatinate, Saarland",Rural regions,No,0.92022,173,173,0.87973,0.96071
2000,Baden-Wuerttemberg,Urban regions,"Yes, Regularly",0.05249,54,1362,0.04064,0.06434
2000,Baden-Wuerttemberg,Urban regions,"Yes, Occasionally",0.03679,43,1362,0.02679,0.04679
2000,Baden-Wuerttemberg,Urban regions,No,0.91072,1265,1362,0.89557,0.92587
2000,Baden-Wuerttemberg,Rural regions,No,0.94058,149,149,0.90250,0.97867
2000,Bavaria,Urban regions,"Yes, Regularly",0.06361,48,852,0.04721,0.08001
2000,Bavaria,Urban regions,No,0.89133,804,852,0.87042,0.91224
2000,Bavaria,Rural regions,"Yes, Regularly",0.05747,43,886,0.04214,0.07281
2000,Bavaria,Rural regions,No,0.91484,843,886,0.89645,0.93323
2000,Berlin,Urban regions,No,0.93681,481,481,0.91505,0.95858
2000,Brandenburg,Rural regions,No,0.96673,484,484,0.95074,0.98273
2000,Mecklenburg-Western Pomerania,Urban regions,No,0.95979,41,41,0.89890,1.02067
2000,Mecklenburg-Western Pomerania,Rural regions,No,0.95953,262,262,0.93562,0.98344
2000,Saxony,Urban regions,No,0.95241,423,423,0.93209,0.97272
2000,Saxony,Rural regions,No,0.98066,477,477,0.96829,0.99303
2000,Saxony-Anhalt,Urban regions,No,0.95638,110,110,0.91804,0.99473
2000,Saxony-Anhalt,Rural regions,No,0.98435,418,418,0.97244,0.99626
2000,Thuringa,Urban regions,No,0.96456,140,140,0.93382,0.99530
2000,Thuringa,Rural regions,No,0.96250,380,380,0.94337,0.98163
2001,Schleswig-Holstein,Urban regions,No,0.87212,135,135,0.81558,0.92866
2001,Schleswig-Holstein,Rural regions,No,0.89227,185,185,0.84748,0.93707
2001,Hamburg,Urban regions,No,0.89415,162,162,0.84663,0.94167
2001,Lower Saxony,Urban regions,"Yes, Regularly",0.06714,31,468,0.04444,0.08983
2001,Lower Saxony,Urban regions,No,0.90220,437,468,0.87526,0.92914
2001,Lower Saxony,Rural regions,No,0.90446,438,438,0.87689,0.93202
2001,Bremen,Urban regions,No,0.81469,82,82,0.73007,0.89931
2001,North Rhine-Westphalia,Urban regions,"Yes, Regularly",0.09984,194,2413,0.08787,0.11180
2001,North Rhine-Westphalia,Urban regions,"Yes, Occasionally",0.04971,99,2413,0.04103,0.05838
2001,North Rhine-Westphalia,Urban regions,No,0.85046,2120,2413,0.83623,0.86469
2001,North Rhine-Westphalia,Rural regions,No,0.88471,57,57,0.80106,0.96836
2001,Hesse,Urban regions,"Yes, Regularly",0.10420,49,608,0.07989,0.12850
2001,Hesse,Urban regions,No,0.85858,559,608,0.83086,0.88630
2001,Hesse,Rural regions,No,0.92777,138,138,0.88442,0.97112
2001,"Rhineland-Palatinate, Saarland",Urban regions,"Yes, Regularly",0.09495,44,524,0.06983,0.12007
2001,"Rhineland-Palatinate, Saarland",Urban regions,No,0.86015,480,524,0.83043,0.88988
2001,"Rhineland-Palatinate, Saarland",Rural regions,No,0.90024,157,157,0.85321,0.94726
2001,Baden-Wuerttemberg,Urban regions,"Yes, Regularly",0.06091,60,1226,0.04752,0.07430
2001,Baden-Wuerttemberg,Urban regions,"Yes, Occasionally",0.03653,35,1226,0.02602,0.04704
2001,Baden-Wuerttemberg,Urban regions,No,0.90256,1131,1226,0.88595,0.91917
2001,Baden-Wuerttemberg,Rural regions,No,0.93382,127,127,0.89041,0.97723
2001,Bavaria,Urban regions,"Yes, Regularly",0.07627,51,800,0.05786,0.09467
2001,Bavaria,Urban regions,"Yes, Occasionally",0.06242,37,800,0.04565,0.07919
2001,Bavaria,Urban regions,No,0.86131,712,800,0.83735,0.88528
2001,Bavaria,Rural regions,"Yes, Regularly",0.06055,43,786,0.04386,0.07723
2001,Bavaria,Rural regions,No,0.90320,743,786,0.88252,0.92389
2001,Berlin,Urban regions,No,0.90663,441,441,0.87944,0.93381
2001,Brandenburg,Urban regions,No,0.95295,35,35,0.88177,1.02412
2001,Brandenburg,Rural regions,No,0.95776,451,451,0.93918,0.97634
2001,Mecklenburg-Western Pomerania,Urban regions,No,0.88553,36,36,0.78005,0.99101
2001,Mecklenburg-Western Pomerania,Rural regions,No,0.97988,239,239,0.96204,0.99772
2001,Saxony,Urban regions,No,0.94655,404,404,0.92458,0.96851
2001,Saxony,Rural regions,No,0.95364,417,417,0.93343,0.97384
2001,Saxony-Anhalt,Urban regions,No,0.96548,101,101,0.92969,1.00126
2001,Saxony-Anhalt,Rural regions,No,0.98343,393,393,0.97079,0.99607
2001,Thuringa,Urban regions,No,0.96265,138,138,0.93090,0.99440
2001,Thuringa,Rural regions,No,0.94436,339,339,0.91993,0.96880
2002,Schleswig-Holstein,Urban regions,No,0.88523,144,144,0.83299,0.93748
2002,Schleswig-Holstein,Rural regions,No,0.92098,197,197,0.88322,0.95875
2002,Hamburg,Urban regions,No,0.93662,176,176,0.90052,0.97272
2002,Lower Saxony,Urban regions,"Yes, Regularly",0.07216,47,504,0.04955,0.09478
2002,Lower Saxony,Urban regions,No,0.90683,457,504,0.88142,0.93223
2002,Lower Saxony,Rural regions,"Yes, Regularly",0.07676,40,497,0.05333,0.10018
2002,Lower Saxony,Rural regions,No,0.90101,457,497,0.87472,0.92729
2002,Bremen,Urban regions,No,0.82264,84,84,0.74047,0.90482
2002,North Rhine-Westphalia,Urban regions,"Yes, Regularly",0.09481,259,2528,0.08339,0.10623
2002,North Rhine-Westphalia,Urban regions,"Yes, Occasionally",0.03753,94,2528,0.03012,0.04494
2002,North Rhine-Westphalia,Urban regions,No,0.86766,2175,2528,0.85445,0.88087
2002,North Rhine-Westphalia,Rural regions,No,0.83580,51,51,0.73311,0.93848
2002,Hesse,Urban regions,"Yes, Regularly",0.08847,77,683,0.06715,0.10978
