year,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,West,7046,10.74827,10.46223,11.00419,3.00000,8.00000,16.00000,0.00000,35.50000,8.00000,8.00000,9.00000
1985,West,6231,10.48279,10.19035,10.76929,3.00000,7.00000,15.00000,0.00000,33.00000,7.00000,6.00000,7.00000
1986,West,905,3.35239,2.79365,3.73099,1.00000,1.00000,3.00000,0.00000,6.00000,1.00000,1.00000,1.00000
1987,West,1219,2.63831,2.29535,2.92919,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
1988,West,5776,10.64517,10.35342,10.95120,2.00000,8.00000,16.00000,0.00000,37.00000,8.00000,8.00000,9.00000
1989,West,,,,,,,,,,,,
1990,West,5485,10.63709,10.31939,10.95221,2.00000,8.00000,17.00000,0.00000,39.50000,8.00000,8.00000,9.00000
1990,East,3405,12.56726,12.19399,12.91679,3.00000,10.00000,19.00000,0.00000,43.00000,10.00000,10.00000,11.00000
1991,West,5802,10.35609,10.08078,10.66606,2.00000,7.00000,16.00000,0.00000,37.00000,7.00000,7.00000,8.00000
1991,East,2809,10.72004,10.23947,11.19012,1.00000,7.00000,17.00000,0.00000,41.00000,7.00000,7.00000,8.00000
1992,West,5654,10.49061,10.17755,10.80376,2.00000,7.00000,17.00000,0.00000,39.50000,7.00000,7.00000,8.00000
1992,East,2430,8.58761,8.05179,9.07444,1.00000,2.00000,14.00000,0.00000,33.50000,2.00000,1.00000,2.00000
1993,West,5580,10.51975,10.18685,10.85833,2.00000,7.00000,17.00000,0.00000,39.50000,7.00000,6.00000,7.00000
1993,East,2264,7.05785,6.62215,7.41600,1.00000,3.00000,9.00000,0.00000,21.00000,3.00000,3.00000,4.00000
1994,West,5323,10.72705,10.41104,11.03536,3.00000,7.00000,17.00000,0.00000,38.00000,7.00000,6.00000,7.00000
1994,East,2217,7.50452,7.03612,7.89650,2.00000,3.00000,10.00000,0.00000,22.00000,3.00000,3.00000,3.00000
1995,West,5615,10.45605,10.14332,10.78542,2.00000,7.00000,16.00000,0.00000,37.00000,7.00000,7.00000,8.00000
1995,East,2201,7.14901,6.73355,7.66461,2.00000,4.00000,8.00000,0.00000,17.00000,4.00000,4.00000,5.00000
1996,West,5494,10.41415,10.11963,10.76271,2.00000,7.00000,16.00000,0.00000,37.00000,7.00000,7.00000,7.00000
1996,East,2135,7.21918,6.80642,7.64543,2.00000,4.00000,7.00000,0.00000,14.50000,4.00000,4.00000,4.00000
1997,West,5302,10.53868,10.12017,10.94588,3.00000,7.00000,17.00000,0.00000,38.00000,7.00000,6.97500,7.00000
1997,East,2064,7.44993,7.00082,7.87278,2.00000,5.00000,7.00000,0.00000,14.50000,5.00000,5.00000,6.00000
1998,West,5936,10.69185,10.38135,11.01516,2.00000,8.00000,17.00000,0.00000,39.50000,8.00000,8.00000,9.00000
1998,East,2157,7.43483,7.05421,7.84145,2.00000,5.00000,8.00000,0.00000,17.00000,5.00000,5.00000,5.00000
1999,West,5872,10.36629,10.06107,10.69181,2.00000,7.00000,16.00000,0.00000,37.00000,7.00000,6.00000,7.00000
1999,East,2168,7.62317,7.16862,8.12159,2.00000,5.00000,9.00000,0.00000,19.50000,5.00000,4.00000,5.00000
2000,West,10503,10.44424,10.24221,10.66752,2.00000,7.00000,16.00000,0.00000,37.00000,7.00000,6.00000,7.00000
2000,East,3187,7.56964,7.18412,7.89134,2.00000,5.00000,9.00000,0.00000,19.50000,5.00000,4.00000,5.00000
2001,West,9585,10.44349,10.22352,10.69126,2.00000,7.00000,16.00000,0.00000,37.00000,7.00000,7.00000,7.00000
2001,East,2966,7.88660,7.62431,8.26509,2.00000,5.76992,10.00000,0.00000,22.00000,6.00000,6.00000,7.00000
2002,West,10410,10.56967,10.34221,10.85792,2.00000,7.00000,16.00000,0.00000,37.00000,7.00000,7.00000,7.00000
2002,East,2927,8.26883,7.93857,8.65888,2.00000,6.00000,11.00000,0.00000,24.50000,6.00000,6.00000,6.02500
2003,West,9797,10.76830,10.46270,11.02801,3.00000,7.00000,17.00000,0.00000,38.00000,7.00000,6.00000,7.00000
2003,East,2807,8.62848,8.18326,9.01068,2.00000,6.00000,12.00000,0.00000,27.00000,6.00000,5.00000,6.00000
2004,West,9449,10.94688,10.69179,11.19661,3.00000,7.00000,17.00000,0.00000,38.00000,7.00000,6.00000,7.00000
2004,East,2751,8.77789,8.36168,9.17662,2.00000,6.00000,13.00000,0.00000,29.50000,6.00000,5.00000,6.00000
2005,West,8966,10.71632,10.46848,10.97980,3.00000,7.00000,16.00000,0.00000,35.50000,7.00000,7.00000,7.00000
2005,East,2592,9.35295,8.89862,9.75984,2.00000,7.00000,14.00000,0.00000,32.00000,7.00000,6.00000,8.00000
2006,West,9447,10.92940,10.69503,11.18473,3.00000,7.00000,16.00000,0.00000,35.50000,7.00000,6.00000,7.00000
2006,East,2724,9.16443,8.79935,9.64247,2.00000,6.00000,14.00000,0.00000,32.00000,6.00000,5.00000,6.00000
2007,West,8938,11.02243,10.76350,11.31690,3.00000,8.00000,17.00000,0.00000,38.00000,8.00000,8.00000,9.00000
2007,East,2653,8.97828,8.46059,9.48421,2.00000,6.00000,14.00000,0.00000,32.00000,6.00000,5.00000,7.00000
2008,West,8486,10.99301,10.70260,11.27781,2.00000,8.00000,17.00000,0.00000,39.50000,8.00000,8.00000,9.00000
2008,East,2559,9.39993,8.93244,9.88690,2.00000,6.00000,15.00000,0.00000,34.50000,6.00000,5.00000,6.00000
2009,West,7850,11.19356,10.84845,11.51789,2.00000,8.00000,18.00000,0.00000,42.00000,8.00000,8.00000,9.00000
2009,East,2434,9.43951,8.88371,9.95868,2.00000,6.00000,15.00000,0.00000,34.50000,6.00000,5.00000,7.00000
2010,West,10897,11.35692,11.08724,11.69691,2.00000,8.00000,18.00000,0.00000,42.00000,8.00000,7.00000,8.00000
2010,East,3048,9.92457,9.42592,10.50038,2.00000,7.00000,16.00000,0.00000,37.00000,7.00000,6.00000,8.00000
2011,West,13253,11.15957,10.84853,11.42508,2.00000,8.00000,18.00000,0.00000,42.00000,8.00000,8.00000,9.00000
2011,East,3568,10.18161,9.74689,10.63016,2.00000,7.00000,17.00000,0.00000,39.50000,7.00000,6.00000,8.00000
2012,West,13100,11.09595,10.79146,11.31706,2.00000,7.00000,17.00000,0.00000,39.50000,7.00000,6.00000,7.00000
2012,East,3504,10.62552,10.11874,11.12908,3.00000,7.00000,17.00000,0.00000,38.00000,7.00000,6.00000,7.00000
2013,West,15371,10.91390,10.68361,11.15849,2.00000,7.00000,17.00000,0.00000,39.50000,7.00000,7.00000,7.00000
2013,East,3548,10.53362,10.06032,10.95010,2.00000,7.00000,17.00000,0.00000,39.50000,7.00000,6.00000,7.00000
2014,West,13492,11.04062,10.77848,11.30749,2.00000,7.00000,17.00000,0.00000,39.50000,7.00000,6.97500,7.00000
2014,East,3176,10.73664,10.16965,11.29307,2.00000,7.00000,17.00000,0.00000,39.50000,7.00000,6.00000,7.00000
2015,West,13366,10.83026,10.52201,11.11694,2.00000,7.00000,16.32912,0.00000,37.82280,7.00000,7.00000,8.00000
2015,East,3077,10.76787,10.28960,11.33667,2.00000,7.00000,17.00000,0.00000,39.50000,7.00000,6.00000,7.00000
2016,West,12412,10.85113,10.55759,11.15560,2.00000,7.00000,17.00000,0.00000,39.50000,7.00000,7.00000,8.00000
2016,East,2960,10.80549,10.10937,11.32972,2.00000,7.00000,17.00000,0.00000,39.50000,7.00000,6.00000,8.00000
2017,West,14097,10.92905,10.70395,11.20184,2.00000,7.00000,17.00000,0.00000,39.50000,7.00000,7.00000,8.00000
2017,East,3380,10.76027,10.26214,11.33204,2.00000,7.00000,17.00000,0.00000,39.50000,7.00000,6.00000,8.00000
2018,West,13718,10.82059,10.53646,11.08670,2.00000,6.00000,17.00000,0.00000,39.50000,6.00000,5.00000,6.00000
2018,East,3357,10.95247,10.38365,11.46818,2.00000,7.00000,18.00000,0.00000,42.00000,7.00000,6.00000,8.00000
2019,West,14314,10.99183,10.70954,11.26464,2.00000,7.00000,18.00000,0.00000,42.00000,7.00000,7.00000,8.00000
2019,East,3551,11.10892,10.47180,11.73352,2.00000,7.00000,18.00000,0.00000,42.00000,7.00000,6.00000,7.00000
2020,West,14825,11.02098,10.68611,11.33979,2.00000,7.00000,17.00000,0.00000,39.50000,7.00000,7.00000,8.00000
2020,East,3427,11.18076,10.67326,11.76283,2.00000,8.00000,18.00000,0.00000,42.00000,8.00000,8.00000,9.00000
2021,West,9593,10.75429,10.37942,11.14016,2.00000,7.00000,17.00000,0.00000,39.50000,7.00000,7.00000,8.00000
2021,East,2299,10.42777,9.65232,11.10792,2.00000,6.00000,16.00000,0.00000,37.00000,6.00000,5.00000,6.00000
