year,sampreg,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Westdeutschland,maennlich,4363,12.225437060890165,12.075254349377966,12.375619772402365,4.0,10.0,19.0,0.0,41.5,10.0,10.0,11.0
1984,Westdeutschland,weiblich,2611,8.60344609566908,8.445236227613773,8.761655963724387,3.0,6.0,12.0,0.0,25.5,6.0,6.0,7.0
1985,Westdeutschland,maennlich,3777,12.087340440450898,11.928540056807327,12.24614082409447,4.0,10.0,18.0,0.0,39.0,10.0,10.0,11.0
1985,Westdeutschland,weiblich,2391,8.315968043112633,8.15956968171757,8.472366404507696,2.0,6.0,12.0,0.0,27.0,6.0,6.0,7.0
1986,Westdeutschland,maennlich,530,3.8498757309218656,3.589075151105447,4.110676310738284,1.0,1.0,5.0,0.0,11.0,1.0,1.0,1.0
1986,Westdeutschland,weiblich,318,2.756656495133237,2.470362019568886,3.0429509706975884,1.0,1.0,2.0,0.0,3.5,1.0,1.0,1.0
1987,Westdeutschland,maennlich,659,3.2667959351846494,3.0466030420566383,3.4869888283126604,1.0,1.0,2.0,0.0,3.5,1.0,1.0,1.0
1987,Westdeutschland,weiblich,499,1.9738456276961969,1.802657587065093,2.145033668327301,0.6198300668652689,1.0,1.0,0.04957516716317223,1.5702548997020966,1.0,1.0,1.0
1988,Westdeutschland,maennlich,3451,12.237255246695039,12.068543166094658,12.40596732729542,3.0,10.0,19.0,0.0,43.0,10.0,10.0,11.0
1988,Westdeutschland,weiblich,2259,8.583046636556338,8.413185743947157,8.752907529165519,2.0,6.0,13.0,0.0,29.5,6.0,6.0,7.0
1989,Westdeutschland,maennlich,,,,,,,,,,,,
1989,Westdeutschland,weiblich,,,,,,,,,,,,
1990,Westdeutschland,maennlich,3268,12.215040887100123,12.037984057114588,12.392097717085658,3.0,10.0,19.057415286182728,0.0,43.143538215456815,10.0,10.0,11.0
1990,Westdeutschland,weiblich,2216,8.36749555463303,8.196709615727034,8.538281493539024,2.0,5.0,13.0,0.0,29.5,5.0,4.0,5.0
1990,Ostdeutschland,maennlich,1775,13.188360953732955,12.930145323985599,13.446576583480311,3.0,10.0,21.0,0.0,48.0,10.0,9.0,10.0
1990,Ostdeutschland,weiblich,1606,12.002472911658101,11.760465597726,12.244480225590202,3.0,10.0,18.0,0.0,40.5,10.0,9.0,11.0
1991,Westdeutschland,maennlich,3397,11.923178522860251,11.749079815356193,12.097277230364309,3.0,9.0,19.0,0.0,43.0,9.0,8.0,10.0
1991,Westdeutschland,weiblich,2360,8.308559272551928,8.140835051095488,8.476283494008369,2.0,5.0,12.0,0.0,27.0,5.0,4.0,5.0
1991,Ostdeutschland,maennlich,1501,11.050009839350283,10.764974449037673,11.335045229662892,1.0,6.0,18.0,0.0,43.5,6.0,4.0,6.0
1991,Ostdeutschland,weiblich,1292,10.418671285756966,10.147530225435885,10.689812346078048,1.0,7.0,17.0,0.0,41.0,7.0,6.0,8.0
1992,Westdeutschland,maennlich,3320,11.996281242507953,11.82038563520088,12.172176849815026,3.0,9.0,19.0,0.0,43.0,9.0,8.0,10.0
1992,Westdeutschland,weiblich,2297,8.443117620322829,8.277074452598683,8.609160788046974,2.0,5.0,13.0,0.0,29.5,5.0,4.0,5.0
1992,Ostdeutschland,maennlich,1315,8.71469942750643,8.429628382563033,8.999770472449827,1.0,2.0,14.0,0.0,33.5,2.0,1.0,2.0
1992,Ostdeutschland,weiblich,1092,8.55179399789801,8.260475611002446,8.843112384793573,1.0,3.0,14.0,0.0,33.5,3.0,2.0,3.0
1993,Westdeutschland,maennlich,3243,12.003271123681031,11.829721785851987,12.176820461510076,3.0,9.0,19.0,0.0,43.0,9.0,8.0,10.0
1993,Westdeutschland,weiblich,2300,8.547469516836045,8.379922991831956,8.715016041840135,2.0,5.0,13.0,0.0,29.5,5.0,4.0,5.0
1993,Ostdeutschland,maennlich,1218,7.319020750558884,7.058349027640777,7.57969247347699,1.0,3.0,10.0,0.0,23.5,3.0,3.0,3.0249999999999995
1993,Ostdeutschland,weiblich,1027,6.817225009441677,6.561386622136329,7.073063396747026,1.0,2.0,9.0,0.0,21.0,2.0,1.0,2.0
1994,Westdeutschland,maennlich,3087,12.27546034318248,12.094990975062496,12.455929711302465,3.0,9.0,20.0,0.0,45.5,9.0,8.0,10.0
1994,Westdeutschland,weiblich,2209,8.622085534243933,8.457091946173614,8.787079122314251,2.0,5.0,13.0,0.0,29.5,5.0,4.0,5.0
1994,Ostdeutschland,maennlich,1200,7.6283596424615485,7.368442703590702,7.888276581332395,2.0,3.0,10.0,0.0,22.0,3.0,2.0,3.0
1994,Ostdeutschland,weiblich,1003,7.406756401183384,7.135870684503203,7.677642117863565,2.0,3.0,10.0,0.0,22.0,3.0,3.0,3.0
1995,Westdeutschland,maennlich,3259,11.803009794821026,11.626595519713499,11.979424069928553,3.0,8.0,19.0,0.0,43.0,8.0,7.0,8.0
1995,Westdeutschland,weiblich,2330,8.631931055749213,8.465281129443051,8.798580982055375,2.0,5.0,13.0,0.0,29.5,5.0,4.0,5.0
1995,Ostdeutschland,maennlich,1178,7.211657697515338,6.957817126977696,7.465498268052979,2.0,4.0,7.0,0.0,14.5,4.0,4.0,5.0
1995,Ostdeutschland,weiblich,1004,7.1558332789692,6.8941461148351255,7.417520443103275,2.0,4.0,8.566362144974736,0.0,18.41590536243684,4.0,4.0,5.0
1996,Westdeutschland,maennlich,3168,11.653881346088362,11.477723123166397,11.830039569010326,3.0,8.0,19.0,0.0,43.0,8.0,7.0,8.0
1996,Westdeutschland,weiblich,2295,8.76602674834786,8.597338200045364,8.934715296650356,2.0,6.0,13.0,0.0,29.5,6.0,6.0,6.0249999999999995
1996,Ostdeutschland,maennlich,1135,7.4471631362786255,7.196334402967521,7.69799186958973,2.0,4.0,7.0,0.0,14.5,4.0,3.0,4.0
1996,Ostdeutschland,weiblich,983,7.007866854754169,6.760813180237884,7.2549205292704535,2.0,4.0,8.0,0.0,17.0,4.0,3.9749999999999943,4.0
1997,Westdeutschland,maennlich,3056,11.84550451993589,11.66562931104461,12.02537972882717,3.0,8.0,19.0,0.0,43.0,8.0,7.0,8.0
1997,Westdeutschland,weiblich,2218,8.79036791513221,8.62002858477995,8.96070724548447,2.0,6.0,13.0,0.0,29.5,6.0,6.0,7.0
1997,Ostdeutschland,maennlich,1093,7.5220189272463465,7.264442054216701,7.779595800275992,2.0,5.0,7.0,0.0,14.5,5.0,5.0,6.0
1997,Ostdeutschland,weiblich,957,7.433544715161903,7.178921091756469,7.688168338567338,2.0,5.0,7.0,0.0,14.5,5.0,5.0,6.0
1998,Westdeutschland,maennlich,3413,11.865331770285383,11.692621834024546,12.03804170654622,3.0,9.0,19.0,0.0,43.0,9.0,9.0,10.0
1998,Westdeutschland,weiblich,2486,9.181650923096234,9.015120226654433,9.348181619538034,2.0,6.0,13.0,0.0,29.5,6.0,5.0,6.0
1998,Ostdeutschland,maennlich,1155,7.361360474789274,7.131284507754959,7.591436441823589,2.0,5.0,8.0,0.0,17.0,5.0,5.0,6.0
1998,Ostdeutschland,weiblich,986,7.622136681140999,7.380974137311571,7.863299224970427,2.0,5.0,8.0,0.0,17.0,5.0,4.0,5.0
1999,Westdeutschland,maennlich,3320,11.44783869702191,11.273708453254505,11.621968940789314,3.0,8.0,18.0,0.0,40.5,8.0,7.0,8.0
1999,Westdeutschland,weiblich,2523,9.0290371100067,8.861420409749396,9.196653810264003,2.0,6.0,13.0,0.0,29.5,6.0,5.0,6.0
1999,Ostdeutschland,maennlich,1152,7.564645921119272,7.322926364641505,7.806365477597039,2.0,5.0,9.0,0.0,19.5,5.0,5.0,5.0249999999999995
1999,Ostdeutschland,weiblich,1000,7.807834055940718,7.564596604693058,8.051071507188379,2.0,6.0,9.0,0.0,19.5,6.0,6.0,7.0
2000,Westdeutschland,maennlich,5902,11.62463963880793,11.492670811436708,11.75660846617915,3.0,8.0,19.0,0.0,43.0,8.0,7.0,8.0
2000,Westdeutschland,weiblich,4548,8.94594158204787,8.819756966436422,9.072126197659319,2.0,6.0,13.0,0.0,29.5,6.0,6.0,7.0
2000,Ostdeutschland,maennlich,1676,7.458768769171107,7.2694307614761415,7.648106776866073,2.0,5.0,9.0,0.0,19.5,5.0,4.0,6.0
2000,Ostdeutschland,weiblich,1488,7.787331088817584,7.584568515609845,7.990093662025324,2.0,6.0,9.0,0.0,19.5,6.0,6.0,7.0
2001,Westdeutschland,maennlich,5292,11.621699701737203,11.481999847233274,11.761399556241132,3.0,8.0,19.0,0.0,43.0,8.0,7.0,8.0
2001,Westdeutschland,weiblich,4239,9.022694425975395,8.89115193170507,9.15423692024572,2.0,6.0,13.0,0.0,29.5,6.0,6.0,6.0249999999999995
2001,Ostdeutschland,maennlich,1563,7.846134850776104,7.639200681114651,8.053069020437556,2.0,5.0,10.0,0.0,22.0,5.0,4.0,5.0
2001,Ostdeutschland,weiblich,1395,7.973099509702953,7.7628486304006366,8.18335038900527,2.0,6.0,10.0,0.0,22.0,6.0,6.0,7.0
2002,Westdeutschland,maennlich,5680,11.820999035343162,11.685785213076684,11.95621285760964,3.0,9.0,19.0,0.0,43.0,9.0,9.0,10.0
2002,Westdeutschland,weiblich,4686,9.044022963960563,8.918107209433524,9.169938718487602,2.0,6.0,13.0,0.0,29.5,6.0,6.0,7.0
2002,Ostdeutschland,maennlich,1524,8.231415780092934,8.01848877391422,8.44434278627165,2.0,6.0,11.0,0.0,24.5,6.0,6.0,7.0
2002,Ostdeutschland,weiblich,1381,8.44340440886432,8.234300177185043,8.652508640543596,2.0,6.0,11.0,0.0,24.5,6.0,5.0,6.0
2003,Westdeutschland,maennlich,5272,11.953008827354848,11.812254222621009,12.093763432088688,3.0,8.0,19.0,0.0,43.0,8.0,7.0,8.0
2003,Westdeutschland,weiblich,4473,9.414153846437685,9.281333878234182,9.546973814641188,2.0,6.0,14.0,0.0,32.0,6.0,6.0,7.0
2003,Ostdeutschland,maennlich,1465,8.536601471968545,8.32370270125784,8.74950024267925,2.0,6.0,12.0,0.0,27.0,6.0,5.0,7.0
2003,Ostdeutschland,weiblich,1327,8.822145854873348,8.605294036403771,9.038997673342925,2.0,7.0,12.0,0.0,27.0,7.0,6.0,8.0
2004,Westdeutschland,maennlich,5079,12.176742853752325,12.031300591317509,12.322185116187141,3.0,9.0,19.0,0.0,43.0,9.0,9.0,10.0
2004,Westdeutschland,weiblich,4331,9.50811724365151,9.375764930113919,9.640469557189101,2.0,6.0,14.0,0.0,32.0,6.0,5.0,6.0
2004,Ostdeutschland,maennlich,1416,8.621429584971192,8.412253758560237,8.830605411382148,2.0,6.0,13.0,0.0,29.5,6.0,5.0,6.0
2004,Ostdeutschland,weiblich,1325,9.039894215172813,8.81336165617033,9.266426774175297,2.0,7.0,13.0,0.0,29.5,7.0,6.0,8.0
2005,Westdeutschland,maennlich,4762,11.779470591628458,11.632050382072858,11.926890801184058,3.0,8.0,19.0,0.0,43.0,8.0,7.0,9.0
2005,Westdeutschland,weiblich,4168,9.490522307227204,9.357280563807503,9.623764050646905,2.0,6.0,14.0,0.0,32.0,6.0,5.0,6.0
2005,Ostdeutschland,maennlich,1342,9.287473652144788,9.061303222286307,9.51364408200327,2.0,7.0,13.945760529035365,0.0,31.86440132258841,7.0,6.0,8.0
2005,Ostdeutschland,weiblich,1236,9.538499603944315,9.300007461350065,9.776991746538565,2.0,7.0,14.0,0.0,32.0,7.0,5.974999999999994,8.0
2006,Westdeutschland,maennlich,5016,11.883910101202861,11.73877043734406,12.029049765061663,3.0,8.0,19.0,0.0,43.0,8.0,7.0,8.0
2006,Westdeutschland,weiblich,4429,9.74749462310034,9.613497707852382,9.8814915383483,2.0,6.0,15.0,0.0,34.5,6.0,5.0,6.0
2006,Ostdeutschland,maennlich,1389,8.972556406819505,8.751367024843788,9.193745788795223,2.0,6.0,14.0,0.0,32.0,6.0,4.0,6.0249999999999995
2006,Ostdeutschland,weiblich,1334,9.403962831749224,9.170026649597698,9.63789901390075,2.0,6.0,14.0,0.0,32.0,6.0,4.974999999999994,6.0
2007,Westdeutschland,maennlich,4729,11.987455191235977,11.837669074692458,12.137241307779496,3.0,8.0,19.0,0.0,43.0,8.0,7.0,8.0
2007,Westdeutschland,weiblich,4209,9.83561856420022,9.697060209515401,9.974176918885037,2.0,7.0,15.0,0.0,34.5,7.0,7.0,8.0
2007,Ostdeutschland,maennlich,1358,8.919028246011395,8.691395677392004,9.146660814630787,2.0,6.0,14.0,0.0,32.0,6.0,5.0,7.0
2007,Ostdeutschland,weiblich,1295,9.04994328528719,8.816427455828894,9.283459114745487,2.0,6.0,14.0,0.0,32.0,6.0,5.0,7.0
2008,Westdeutschland,maennlich,4436,12.020810945477708,11.864388577344979,12.177233313610436,3.0,9.0,19.0,0.0,43.0,9.0,9.0,10.0
2008,Westdeutschland,weiblich,4050,9.764363901349515,9.620921657327903,9.907806145371127,2.0,7.0,15.0,0.0,34.5,7.0,7.0,8.0
2008,Ostdeutschland,maennlich,1303,9.074145283484308,8.83836120380541,9.309929363163205,2.0,6.0,14.637153693366269,0.0,33.592884233415674,6.0,5.0,7.0
2008,Ostdeutschland,weiblich,1256,9.791904455755489,9.537466105286324,10.046342806224654,2.0,7.0,15.0,0.0,34.5,7.0,6.0,8.0
2009,Westdeutschland,maennlich,4043,12.220074748465002,12.05392387573224,12.386225621197765,3.0,9.0,19.0,0.0,43.0,9.0,8.0,10.0
2009,Westdeutschland,weiblich,3807,9.99487223485217,9.84353050641835,10.146213963285991,2.0,7.0,15.0,0.0,34.5,7.0,7.0,8.0
2009,Ostdeutschland,maennlich,1235,9.374543070654976,9.128826132358403,9.620260008951549,2.0,6.0,15.0,0.0,34.5,6.0,4.0,7.0
2009,Ostdeutschland,weiblich,1199,9.514431298134951,9.251298255337668,9.777564340932235,2.0,6.0,15.0,0.0,34.5,6.0,5.0,7.0
2010,Westdeutschland,maennlich,5749,12.623820578482151,12.484135481498459,12.763505675465844,3.0,10.0,20.0,0.0,45.5,10.0,10.0,11.0
2010,Westdeutschland,weiblich,5148,9.915399438285126,9.78607923752587,10.044719639044382,2.0,7.0,15.0,0.0,34.5,7.0,7.0,8.0
2010,Ostdeutschland,maennlich,1543,9.911362043826067,9.682380355601095,10.140343732051038,2.0,7.0,16.0,0.0,37.0,7.0,6.0,9.0
2010,Ostdeutschland,weiblich,1505,9.940216121183244,9.70249256097095,10.17793968139554,2.0,6.0,17.0,0.0,39.5,6.0,4.0,7.0
2011,Westdeutschland,maennlich,6661,12.094353047652636,11.964048640101733,12.224657455203538,3.0,9.0,20.0,0.0,45.5,9.0,9.0,10.0
2011,Westdeutschland,weiblich,6592,10.087050630191635,9.9701818918187,10.20391936856457,2.0,7.0,16.0,0.0,37.0,7.0,7.0,8.0
2011,Ostdeutschland,maennlich,1755,10.140536082743619,9.931104491352782,10.349967674134456,3.0,7.0,16.0,0.0,35.5,7.0,5.0,8.0
2011,Ostdeutschland,weiblich,1813,10.230726231482878,10.012165696332428,10.449286766633328,2.0,7.0,17.0,0.0,39.5,7.0,6.0,8.0
2012,Westdeutschland,maennlich,6504,12.056481653652991,11.926391074664018,12.186572232641964,3.0,9.0,20.0,0.0,45.5,9.0,9.0,10.0
2012,Westdeutschland,weiblich,6595,10.001777390582301,9.885241286900415,10.118313494264187,2.0,6.0,15.0,0.0,34.5,6.0,5.0,6.0
2012,Ostdeutschland,maennlich,1704,10.168051083824869,9.955101423524763,10.381000744124975,3.0,7.0,16.0,0.0,35.5,7.0,6.0,8.0
2012,Ostdeutschland,weiblich,1800,11.171753137609805,10.939577390891932,11.403928884327678,3.0,8.0,18.0,0.0,40.5,8.0,7.0,9.0
2013,Westdeutschland,maennlich,7621,11.905812943353057,11.78374396052031,12.027881926185804,3.0,8.0,19.0,0.0,43.0,8.0,7.0,9.0
2013,Westdeutschland,weiblich,7745,9.796558364512556,9.68967360120354,9.903443127821573,2.0,6.0,15.0,0.0,34.5,6.0,6.0,6.0
2013,Ostdeutschland,maennlich,1722,10.238088650896406,10.01659169815698,10.459585603635833,2.0,7.0,16.0,0.0,37.0,7.0,6.0,8.0
2013,Ostdeutschland,weiblich,1826,10.874699101314562,10.645852306416467,11.103545896212657,2.0,8.0,18.0,0.0,42.0,8.0,7.0,9.0
2014,Westdeutschland,maennlich,6667,11.976461235194844,11.844281917228576,12.108640553161111,3.0,8.0,19.0,0.0,43.0,8.0,7.0,9.0
2014,Westdeutschland,weiblich,6825,9.97930120311778,9.86287944796796,10.0957229582676,2.0,6.0,15.0,0.0,34.5,6.0,5.0,6.0
2014,Ostdeutschland,maennlich,1548,10.510271667819845,10.267462492978778,10.753080842660912,2.0,7.0,16.0,0.0,37.0,7.0,6.0,8.0
2014,Ostdeutschland,weiblich,1628,11.000450294196893,10.75433648484223,11.246564103551556,2.0,7.0,18.0,0.0,42.0,7.0,6.0,8.0
2015,Westdeutschland,maennlich,6648,11.683104021129406,11.55121629719673,11.814991745062082,2.0,7.0,18.0,0.0,42.0,7.0,6.0,7.0
2015,Westdeutschland,weiblich,6718,9.872607292532122,9.753763900403161,9.991450684661082,2.0,6.0,15.0,0.0,34.5,6.0,6.0,7.0
2015,Ostdeutschland,maennlich,1484,10.468160411858188,10.21976923582703,10.716551587889345,2.0,7.0,16.0,0.0,37.0,7.0,6.0,8.0
2015,Ostdeutschland,weiblich,1593,11.10733004896486,10.8603724280271,11.35428766990262,3.0,8.0,18.0,0.0,40.5,8.0,7.0,9.0
2016,Westdeutschland,maennlich,6148,11.557462825111177,11.420061106347429,11.694864543874925,2.0,7.0,18.0,0.0,42.0,7.0,6.0,7.0
2016,Westdeutschland,weiblich,6264,10.058159777958847,9.935432282204017,10.180887273713678,2.0,6.0,16.0,0.0,37.0,6.0,5.0,6.0
2016,Ostdeutschland,maennlich,1420,10.586556616432246,10.334989621892,10.838123610972492,2.0,8.0,16.0,0.0,37.0,8.0,7.0,10.0
2016,Ostdeutschland,weiblich,1540,11.050507975704154,10.790727320627461,11.310288630780846,2.0,7.0,18.0,0.0,42.0,7.0,5.0,8.0
2017,Westdeutschland,maennlich,7050,11.814090495069445,11.685743929086282,11.942437061052608,2.0,8.0,18.0,0.0,42.0,8.0,7.0,9.0
2017,Westdeutschland,weiblich,7047,9.946082934115609,9.828350281138725,10.063815587092492,2.0,6.0,16.0,0.0,37.0,6.0,6.0,7.0
2017,Ostdeutschland,maennlich,1651,10.024129398350144,9.795596954302294,10.252661842397995,2.0,7.0,16.0,0.0,37.0,7.0,6.0,8.0
2017,Ostdeutschland,weiblich,1729,11.613889398851322,11.362538721071854,11.86524007663079,2.0,8.0,19.0,0.0,44.5,8.0,7.0,9.0
2018,Westdeutschland,maennlich,6919,11.50161354677976,11.371108226167369,11.632118867392151,2.0,7.0,18.0,0.0,42.0,7.0,6.0,8.0
2018,Westdeutschland,weiblich,6799,10.049567418450458,9.929892763969695,10.16924207293122,2.0,6.0,16.0,0.0,37.0,6.0,6.0,6.0
2018,Ostdeutschland,maennlich,1669,10.467179645220924,10.236234327312337,10.69812496312951,2.0,7.0,16.0,0.0,37.0,7.0,6.0,8.0
2018,Ostdeutschland,weiblich,1688,11.511787427881934,11.254909357926897,11.768665497836972,2.0,7.0,18.0,0.0,42.0,7.0,6.0,7.0
2019,Westdeutschland,maennlich,7517,11.662985224112415,11.53670208695019,11.78926836127464,2.0,7.0,19.0,0.0,44.5,7.0,6.0,7.0
2019,Westdeutschland,weiblich,6796,10.234812254250823,10.113363638963689,10.356260869537957,2.0,6.0,16.0,0.0,37.0,6.0,5.0,6.0
2019,Ostdeutschland,maennlich,1815,10.494622712387212,10.272865974011134,10.71637945076329,2.0,7.0,17.0,0.0,39.5,7.0,6.0,8.0
2019,Ostdeutschland,weiblich,1735,11.76226534698382,11.500005296624742,12.024525397342899,2.0,8.0,19.0,0.0,44.5,8.0,7.0,9.0
2020,Westdeutschland,maennlich,7953,11.690118230025751,11.568682814503976,11.811553645547527,2.0,7.0,18.0,0.0,42.0,7.0,6.0,7.0
2020,Westdeutschland,weiblich,6869,10.269554436786388,10.148389905358412,10.390718968214363,2.0,6.0,16.0,0.0,37.0,6.0,5.0,6.0
2020,Ostdeutschland,maennlich,1765,10.886230946460593,10.654718722306749,11.117743170614437,2.0,7.0,18.0,0.0,42.0,7.0,5.974999999999994,8.0
2020,Ostdeutschland,weiblich,1661,11.487901523702288,11.226148152484061,11.749654894920514,2.0,8.0,18.0,0.0,42.0,8.0,7.0,9.024999999999999
2021,Westdeutschland,maennlich,4997,11.544595896101205,11.391860864392383,11.697330927810027,2.0,7.0,18.0,0.0,42.0,7.0,6.0,7.0
2021,Westdeutschland,weiblich,4594,9.86285315328765,9.718265352005725,10.007440954569576,2.0,6.0,15.0,0.0,34.5,6.0,5.0,7.0
2021,Ostdeutschland,maennlich,1154,10.630604399224666,10.346269794598449,10.914939003850883,2.0,7.0,16.0,0.0,37.0,7.0,5.0,8.0
