year,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,male,4408,12.12008,11.81158,12.42859,4.00000,10.00000,19.00000,0.00000,41.50000,10.00000,9.00000,10.00000
1984,female,2638,8.52792,8.20341,8.85244,2.00000,6.00000,12.00000,0.00000,27.00000,6.00000,5.00000,6.00000
1985,male,3817,11.97663,11.65047,12.30278,3.00000,9.00000,18.00000,0.00000,40.50000,9.00000,9.00000,10.00000
1985,female,2414,8.25128,7.93035,8.57220,2.00000,6.00000,12.00000,0.00000,27.00000,6.00000,5.00000,6.00000
1986,male,565,3.76572,3.25119,4.28024,1.00000,1.00000,4.00000,0.00000,8.50000,1.00000,1.00000,1.00000
1986,female,340,2.68395,2.12176,3.24614,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
1987,male,696,3.20599,2.76952,3.64247,1.00000,1.00000,2.00000,0.00000,3.50000,1.00000,1.00000,1.00000
1987,female,523,1.95021,1.60903,2.29139,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
1988,male,3490,12.12643,11.78001,12.47285,3.00000,9.00000,19.00000,0.00000,43.00000,9.00000,9.00000,10.00000
1988,female,2286,8.49561,8.14760,8.84361,2.00000,6.00000,13.00000,0.00000,29.50000,6.00000,5.00000,6.00000
1989,male,,,,,,,,,,,,
1989,female,,,,,,,,,,,,
1990,male,5057,12.41351,12.11446,12.71255,3.00000,10.00000,20.00000,0.00000,45.50000,10.00000,9.00000,10.00000
1990,female,3833,9.32276,9.03456,9.61097,2.00000,6.00000,14.00000,0.00000,32.00000,6.00000,6.00000,7.00000
1991,male,4937,11.67226,11.36842,11.97610,2.00000,9.00000,19.00000,0.00000,44.50000,9.00000,8.00000,9.00000
1991,female,3674,8.74151,8.44955,9.03346,2.00000,5.00000,13.00000,0.00000,29.50000,5.00000,5.00000,6.00000
1992,male,4672,11.30473,10.99544,11.61402,2.00000,7.00000,19.00000,0.00000,44.50000,7.00000,7.00000,8.00000
1992,female,3412,8.43397,8.13981,8.72813,2.00000,5.00000,13.00000,0.00000,29.50000,5.00000,4.00000,5.00000
1993,male,4494,11.08163,10.77709,11.38618,2.00000,7.00000,18.00000,0.00000,42.00000,7.00000,7.00000,8.00000
1993,female,3350,8.16957,7.88112,8.45801,2.00000,4.20497,13.00000,0.00000,29.50000,4.00000,4.00000,5.00000
1994,male,4308,11.36372,11.04960,11.67785,3.00000,7.00000,18.00000,0.00000,40.50000,7.00000,7.00000,8.00000
1994,female,3232,8.35560,8.06759,8.64360,2.00000,5.00000,13.00000,0.00000,29.50000,5.00000,4.00000,5.00000
1995,male,4459,10.90881,10.60053,11.21710,3.00000,7.00000,17.00000,0.00000,38.00000,7.00000,6.00000,7.00000
1995,female,3357,8.30204,8.01327,8.59081,2.00000,5.00000,12.00000,0.00000,27.00000,5.00000,5.00000,5.00000
1996,male,4328,10.86503,10.55795,11.17210,2.00000,7.00000,17.00000,0.00000,39.50000,7.00000,6.00000,7.00000
1996,female,3301,8.39343,8.10456,8.68230,2.00000,5.00000,12.00000,0.00000,27.00000,5.00000,5.00000,6.00000
1997,male,4181,11.03133,10.71757,11.34509,3.00000,7.00000,17.00000,0.00000,38.00000,7.00000,7.00000,7.00000
1997,female,3185,8.52322,8.23030,8.81615,2.00000,6.00000,12.00000,0.00000,27.00000,6.00000,5.00000,6.00000
1998,male,4597,11.00680,10.70664,11.30697,2.20674,7.00000,18.00000,0.00000,41.68990,7.00000,7.00000,8.00000
1998,female,3496,8.83441,8.54872,9.12009,2.00000,6.00000,12.00000,0.00000,27.00000,6.00000,6.00000,6.00000
1999,male,4500,10.70255,10.40001,11.00508,2.00000,7.00000,17.00000,0.00000,39.50000,7.00000,7.00000,8.00000
1999,female,3540,8.77541,8.48749,9.06332,2.00000,6.00000,12.00000,0.00000,27.00000,6.00000,6.00000,7.00000
2000,male,7623,10.87202,10.63840,11.10564,2.00000,8.00000,17.00000,0.00000,39.50000,8.00000,7.00000,8.00000
2000,female,6067,8.69967,8.47730,8.92204,2.00000,6.00000,12.00000,0.00000,27.00000,6.00000,5.00000,6.00000
2001,male,6889,10.93071,10.68349,11.17792,2.00000,8.00000,17.00000,0.00000,39.50000,8.00000,7.00000,8.00000
2001,female,5662,8.79593,8.56434,9.02752,2.00000,6.00000,12.00000,0.00000,27.00000,6.00000,6.00000,6.00000
2002,male,7238,11.18889,10.94675,11.43103,3.00000,8.00000,17.00000,0.00000,38.00000,8.00000,7.00000,8.00000
2002,female,6099,8.90537,8.68135,9.12938,2.00000,6.00000,13.00000,0.00000,29.50000,6.00000,5.00000,6.00000
2003,male,6772,11.32395,11.07380,11.57411,3.00000,8.00000,17.00000,0.00000,38.00000,8.00000,7.00000,8.00000
2003,female,5832,9.26851,9.03286,9.50416,2.00000,6.00000,13.00000,0.00000,29.50000,6.00000,5.00000,6.00000
2004,male,6519,11.55330,11.29592,11.81067,3.00000,8.00000,18.00000,0.00000,40.50000,8.00000,7.00000,8.00000
2004,female,5681,9.39163,9.15533,9.62793,2.00000,6.00000,14.00000,0.00000,32.00000,6.00000,6.00000,7.00000
2005,male,6129,11.33496,11.07337,11.59656,3.00000,8.00000,17.00000,0.00000,38.00000,8.00000,7.00000,8.00000
2005,female,5429,9.46291,9.22303,9.70278,2.00000,6.00000,14.00000,0.00000,32.00000,6.00000,6.00000,7.00000
2006,male,6408,11.39261,11.13431,11.65092,3.00000,8.00000,17.00000,0.00000,38.00000,8.00000,7.00000,8.00000
2006,female,5763,9.68919,9.44846,9.92993,2.00000,6.00000,15.00000,0.00000,34.50000,6.00000,6.00000,7.00000
2007,male,6087,11.46088,11.19484,11.72692,3.00000,8.00000,17.00000,0.00000,38.00000,8.00000,8.00000,8.00000
2007,female,5504,9.69890,9.45150,9.94631,2.00000,7.00000,15.00000,0.00000,34.50000,7.00000,6.00000,7.00000
2008,male,5739,11.51805,11.24094,11.79515,2.00000,8.00000,18.00000,0.00000,42.00000,8.00000,8.00000,9.00000
2008,female,5306,9.76904,9.51096,10.02711,2.00000,7.00000,15.00000,0.00000,34.50000,7.00000,6.00000,7.00000
2009,male,5278,11.72712,11.43434,12.01989,3.00000,8.00000,19.00000,0.00000,43.00000,8.00000,8.00000,9.00000
2009,female,5006,9.91078,9.63953,10.18204,2.00000,7.00000,15.00000,0.00000,34.50000,7.00000,6.00000,7.00000
2010,male,7292,12.14323,11.89257,12.39389,3.00000,9.00000,19.00000,0.00000,43.00000,9.00000,8.00000,10.00000
2010,female,6653,9.91965,9.68516,10.15414,2.00000,7.00000,15.00000,0.00000,34.50000,7.00000,6.00000,7.00000
2011,male,8416,11.74593,11.51309,11.97877,3.00000,9.00000,19.00000,0.00000,43.00000,9.00000,8.00000,9.00000
2011,female,8405,10.11182,9.89895,10.32468,2.00000,7.00000,16.00000,0.00000,37.00000,7.00000,6.00000,7.00000
2012,male,8209,11.73281,11.49954,11.96608,3.00000,8.00000,19.00000,0.00000,43.00000,8.00000,8.00000,9.00000
2012,female,8395,10.19438,9.97959,10.40917,2.00000,6.00000,16.00000,0.00000,37.00000,6.00000,6.00000,7.00000
2013,male,9347,11.61107,11.38843,11.83371,2.00000,8.00000,18.00000,0.00000,42.00000,8.00000,7.00000,8.00000
2013,female,9572,9.98209,9.78216,10.18202,2.00000,6.00000,15.00000,0.00000,34.50000,6.00000,6.00000,7.00000
2014,male,8215,11.72648,11.48505,11.96790,3.00000,8.00000,18.00000,0.00000,40.50000,8.00000,7.00000,8.00000
2014,female,8453,10.14951,9.93231,10.36670,2.00000,6.00000,16.00000,0.00000,37.00000,6.00000,6.00000,7.00000
2015,male,8132,11.47467,11.23284,11.71650,2.00000,7.00000,18.00000,0.00000,42.00000,7.00000,7.00000,8.00000
2015,female,8311,10.08292,9.86177,10.30407,2.00000,6.00000,15.00000,0.00000,34.50000,6.00000,6.00000,6.02500
2016,male,7568,11.39252,11.14179,11.64324,2.00000,8.00000,18.00000,0.00000,42.00000,8.00000,7.00000,8.00000
2016,female,7804,10.22719,9.99820,10.45617,2.00000,6.00000,16.00000,0.00000,37.00000,6.00000,6.00000,7.00000
2017,male,8701,11.50959,11.27606,11.74312,2.00000,7.00000,18.00000,0.00000,42.00000,7.00000,7.00000,8.00000
2017,female,8776,10.21980,9.99963,10.43997,2.00000,6.00000,16.00000,0.00000,37.00000,6.00000,6.00000,6.00000
2018,male,8588,11.32875,11.09189,11.56560,2.00000,7.00000,18.00000,0.00000,42.00000,7.00000,7.00000,8.00000
2018,female,8487,10.29031,10.06639,10.51423,2.00000,6.00000,16.00000,0.00000,37.00000,6.00000,6.00000,7.00000
2019,male,9353,11.46826,11.23939,11.69712,2.00000,7.00000,18.00000,0.00000,42.00000,7.00000,7.00000,8.00000
2019,female,8561,10.48041,10.25339,10.70743,2.00000,6.00000,17.00000,0.00000,39.50000,6.00000,6.00000,7.00000
2020,male,9718,11.55660,11.33352,11.77968,2.00000,7.00000,18.00000,0.00000,42.00000,7.00000,7.00000,8.00000
2020,female,8530,10.47850,10.25148,10.70552,2.00000,6.00000,16.00000,0.00000,37.00000,6.00000,6.00000,7.00000
2021,male,6151,11.39298,11.11352,11.67244,2.00000,7.00000,18.00000,0.00000,42.00000,7.00000,7.00000,8.00000
2021,female,5739,9.91861,9.65062,10.18660,2.00000,6.00000,15.00000,0.00000,34.50000,6.00000,5.00000,7.00000
