year,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1994,Urban regions,4974,10.27628,10.00727,10.54530,3.00000,7.00000,16.00000,0,35.50000,,,
1994,Rural regions,2566,9.71574,9.32793,10.10356,2.00000,5.00000,15.00000,0,34.50000,,,
1995,Urban regions,5113,10.00641,9.74227,10.27054,2.00000,6.00000,16.00000,0,37.00000,,,
1995,Rural regions,2703,9.41735,9.03313,9.80158,2.00000,5.00000,14.00000,0,32.00000,,,
1996,Urban regions,4991,10.04538,9.78016,10.31060,2.00000,6.00000,16.00000,0,37.00000,,,
1996,Rural regions,2638,9.33467,8.95857,9.71077,2.00000,5.00000,14.00000,0,32.00000,,,
1997,No answer / don't know,,,,,,,,,,,,
1997,Urban regions,4806,10.28865,10.01263,10.56467,2.00000,7.00000,16.00000,0,37.00000,,,
1997,Rural regions,2560,9.26087,8.89584,9.62591,2.00000,6.00000,14.00000,0,32.00000,,,
1998,Urban regions,5294,10.35946,10.09301,10.62590,2.00000,7.00000,17.00000,0,39.50000,,,
1998,Rural regions,2799,9.50180,9.15453,9.84907,2.00000,6.00000,14.00000,0,32.00000,,,
1999,Urban regions,5231,10.12127,9.85514,10.38741,2.00000,7.00000,15.00000,0,34.50000,,,
1999,Rural regions,2809,9.31935,8.96643,9.67226,2.00000,6.00000,13.00000,0,29.50000,,,
2000,Urban regions,8981,10.13553,9.93066,10.34039,2.00000,7.00000,15.00000,0,34.50000,,,
2000,Rural regions,4709,9.49626,9.22153,9.77099,2.00000,6.00000,13.00000,0,29.50000,,,
2001,Urban regions,8299,10.12795,9.91398,10.34191,2.00000,7.00000,15.00000,0,34.50000,,,
2001,Rural regions,4252,9.70477,9.41366,9.99588,2.00000,7.00000,14.00000,0,32.00000,,,
2002,Urban regions,8988,10.30156,10.09616,10.50696,2.00000,7.00000,16.00000,0,37.00000,,,
2002,Rural regions,4349,9.90833,9.61597,10.20069,2.00000,7.00000,13.00000,0,29.50000,,,
2003,Urban regions,8478,10.45696,10.24344,10.67049,2.00000,7.00000,16.00000,0,37.00000,,,
2003,Rural regions,4126,10.30685,10.00484,10.60886,3.00000,7.00000,14.00000,0,30.50000,,,
2004,Urban regions,8210,10.63151,10.41434,10.84869,3.00000,7.00000,16.00000,0,35.50000,,,
2004,Rural regions,3990,10.47704,10.16865,10.78543,3.00000,7.00000,15.00000,0,33.00000,,,
2005,Urban regions,7803,10.42154,10.20379,10.63929,3.00000,7.00000,15.00000,0,33.00000,,,
2005,Rural regions,3755,10.65909,10.33871,10.97947,3.00000,7.00000,15.00000,0,33.00000,,,
2006,Urban regions,8113,10.64105,10.42262,10.85949,3.00000,7.00000,16.00000,0,35.50000,,,
2006,Rural regions,4058,10.61189,10.30122,10.92256,2.00000,7.00000,16.00000,0,37.00000,,,
2007,Urban regions,7682,10.63213,10.40727,10.85699,2.00000,7.00000,16.00000,0,37.00000,,,
2007,Rural regions,3909,10.75238,10.43312,11.07164,2.00000,7.00000,16.00000,0,37.00000,,,
2008,Urban regions,7338,10.62354,10.39031,10.85677,2.00000,7.00000,17.00000,0,39.50000,,,
2008,Rural regions,3707,10.94057,10.60636,11.27478,2.00000,8.00000,17.00000,0,39.50000,,,
2009,Urban regions,6747,10.70789,10.46146,10.95431,2.00000,7.00000,17.00000,0,39.50000,,,
2009,Rural regions,3537,11.27609,10.92702,11.62517,2.00000,8.00000,17.37201,0,40.43003,,,
2010,Urban regions,9095,10.93369,10.72131,11.14607,2.00000,8.00000,17.00000,0,39.50000,,,
2010,Rural regions,4850,11.46479,11.16385,11.76574,2.00000,9.00000,18.00000,0,42.00000,,,
2011,Urban regions,10780,10.79639,10.59997,10.99282,2.00000,7.00000,17.00000,0,39.50000,,,
2011,Rural regions,6041,11.37974,11.11018,11.64929,2.00000,8.00000,18.00000,0,42.00000,,,
2012,Urban regions,10591,10.70906,10.51282,10.90530,2.00000,7.00000,17.00000,0,39.50000,,,
2012,Rural regions,6013,11.65720,11.38452,11.92988,3.00000,8.00000,18.00000,0,40.50000,,,
2013,Urban regions,12551,10.52682,10.34462,10.70902,2.00000,7.00000,16.00000,0,37.00000,,,
2013,Rural regions,6368,11.55852,11.29233,11.82470,3.00000,8.00000,18.00000,0,40.50000,,,
2014,Urban regions,10931,10.64688,10.44982,10.84394,2.00000,7.00000,16.00000,0,37.00000,,,
2014,Rural regions,5737,11.74636,11.45621,12.03650,2.00000,8.00000,18.00000,0,42.00000,,,
2015,Urban regions,10778,10.46465,10.26512,10.66419,2.00000,6.00000,16.00000,0,37.00000,,,
2015,Rural regions,5665,11.57141,11.28173,11.86109,2.00000,8.00000,18.00000,0,42.00000,,,
2016,Urban regions,10044,10.43413,10.22848,10.63978,2.00000,6.00000,16.00000,0,37.00000,,,
2016,Rural regions,5328,11.75876,11.45608,12.06143,2.00000,8.00000,19.00000,0,44.50000,,,
2017,Urban regions,11356,10.50716,10.31195,10.70237,2.00000,6.00000,16.00000,0,37.00000,,,
2017,Rural regions,6121,11.80166,11.51735,12.08597,2.00000,8.00000,19.00000,0,44.50000,,,
2018,Urban regions,11215,10.39181,10.19523,10.58838,2.00000,6.00000,16.00000,0,37.00000,,,
2018,Rural regions,5860,11.89110,11.59797,12.18423,2.00000,8.00000,19.00000,0,44.50000,,,
2019,No answer / don't know,359,7.35604,6.40480,8.30729,1.00000,3.00000,10.18337,0,23.95843,,,
2019,Urban regions,11587,10.59695,10.40174,10.79217,2.00000,6.00000,17.00000,0,39.50000,,,
2019,Rural regions,5971,12.14979,11.85283,12.44674,2.00000,8.00000,20.00000,0,47.00000,,,
2020,Urban regions,12388,10.55569,10.36734,10.74403,2.00000,6.00000,16.00000,0,37.00000,,,
2020,Rural regions,5864,12.14405,11.84822,12.43988,3.00000,8.00000,20.00000,0,45.50000,,,
2021,No answer / don't know,,,,,,,,,,,,
2021,Urban regions,8094,10.30674,10.07515,10.53834,2.00000,6.00000,16.00000,0,37.00000,,,
2021,Rural regions,3797,11.43868,11.08281,11.79456,2.00000,8.00000,18.00000,0,42.00000,,,
2022,Urban regions,13143,10.23526,10.05146,10.41906,2.00000,6.00000,16.00000,0,37.00000,,,
2022,Rural regions,5757,11.40383,11.11582,11.69185,3.00000,7.00000,18.00000,0,40.50000,,,
