year,bula_h,regtyp,hlc0180,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2016,Schleswig-Holstein,Urban regions,No,0.00985317776233771,138,16419,0.009822632465229703,0.009883723059445716
2016,Schleswig-Holstein,Rural regions,No,0.02490604093706827,356,16419,0.024857848157265158,0.024954233716871384
2016,Hamburg,Urban regions,No,0.02377099985108802,257,16419,0.023723890624658926,0.023818109077517115
2016,Lower Saxony,Urban regions,No,0.03954988559436771,550,16419,0.03948961348126022,0.039610157707475196
2016,Lower Saxony,Rural regions,No,0.05507046714881708,759,16419,0.05499992227071578,0.05514101202691838
2016,Bremen,Urban regions,No,0.00865134814451875,102,16419,0.008622708903755036,0.008679987385282466
2016,North Rhine-Westphalia,Urban regions,Yes,0.003436796080121798,62,16419,0.003418697866845741,0.0034548942933978546
2016,North Rhine-Westphalia,Urban regions,No,0.2070818661404871,2786,16419,0.2069565544450628,0.2072071778359114
2016,North Rhine-Westphalia,Rural regions,No,0.00416353436099885,51,16419,0.004143621599825457,0.004183447122172243
2016,Hesse,Urban regions,No,0.059071092438920815,772,16419,0.058998184922769537,0.059143999955072094
2016,Hesse,Rural regions,No,0.014246641990279765,175,16419,0.014209994285200953,0.014283289695358577
2016,"Rhineland-Palatinate, Saarland",Urban regions,No,0.045013464224277606,611,16419,0.0449493467747252,0.04507758167383001
2016,"Rhineland-Palatinate, Saarland",Rural regions,No,0.014386030140173148,223,16419,0.014349206195961164,0.014422854084385133
2016,Baden-Wuerttemberg,Urban regions,Yes,0.002664441656198496,49,16419,0.0026485001205421355,0.002680383191854857
2016,Baden-Wuerttemberg,Urban regions,No,0.11316063041013295,1400,16419,0.11306266414367909,0.11325859667658682
2016,Baden-Wuerttemberg,Rural regions,No,0.012026789878682343,169,16419,0.011993080259858424,0.012060499497506262
2016,Bavaria,Urban regions,Yes,0.002320879823317567,41,16419,0.002305998958758769,0.002335760687876365
2016,Bavaria,Urban regions,No,0.07673407084553684,1045,16419,0.07665175870043789,0.07681638299063578
2016,Bavaria,Rural regions,No,0.07781054699656217,1189,16419,0.0777277078329423,0.07789338616018204
2016,Berlin,Urban regions,No,0.047188307365826285,590,16419,0.047122734051581024,0.047253880680071546
2016,Brandenburg,Urban regions,No,0.0022396139869811592,44,16419,0.0022249953759738215,0.002254232597988497
2016,Brandenburg,Rural regions,No,0.02839095255215717,509,16419,0.02833959052539027,0.02844231457892407
2016,Mecklenburg-Western Pomerania,Urban regions,No,0.002468196074257089,45,16419,0.0024528513319349993,0.0024835408165791786
2016,Mecklenburg-Western Pomerania,Rural regions,No,0.01810612656882449,277,16419,0.018064892950474844,0.01814736018717414
2016,Saxony,Urban regions,No,0.02590372027258101,449,16419,0.025854596873629194,0.02595284367153283
2016,Saxony,Rural regions,No,0.026475176362072802,392,16419,0.026425528638332776,0.026524824085812828
2016,Saxony-Anhalt,Urban regions,No,0.006437141073877222,119,16419,0.00641240956671236,0.006461872581042083
2016,Saxony-Anhalt,Rural regions,No,0.0218810229121707,382,16419,0.021835781510818886,0.021926264313522514
2016,Thuringa,Urban regions,No,0.008042509217657826,176,16419,0.008014887625395239,0.008070130809920412
2016,Thuringa,Rural regions,No,0.018948529189707176,355,16419,0.018906365360552152,0.0189906930188622
2017,Schleswig-Holstein,Urban regions,No,0.011495163094143328,167,18279,0.01146233324348514,0.011527992944801516
2017,Schleswig-Holstein,Rural regions,No,0.023022824950489826,381,18279,0.022976635430019196,0.023069014470960457
2017,Hamburg,Urban regions,No,0.023913587420881705,284,18279,0.02386653429949057,0.02396064054227284
2017,Lower Saxony,Urban regions,No,0.04169212165186418,644,18279,0.041630561247128946,0.04175368205659941
2017,Lower Saxony,Rural regions,No,0.052686019782600776,859,18279,0.052617215319919364,0.05275482424528219
2017,Bremen,Urban regions,No,0.009656692235312596,125,18279,0.009626574034830736,0.009686810435794455
2017,North Rhine-Westphalia,Urban regions,Yes,0.0026712600350927967,55,18279,0.00265536362018927,0.002687156449996323
2017,North Rhine-Westphalia,Urban regions,No,0.207176932830525,3068,18279,0.2070521138079544,0.20730175185309557
2017,North Rhine-Westphalia,Rural regions,No,0.004190354705738152,61,18279,0.004170460092682213,0.004210249318794091
2017,Hesse,Urban regions,No,0.059133307156222,822,18279,0.059060662768014686,0.05920595154442931
2017,Hesse,Rural regions,No,0.014593181722357578,203,18279,0.01455624956172444,0.014630113882990717
2017,"Rhineland-Palatinate, Saarland",Urban regions,No,0.04573070567642969,645,18279,0.04566636859357012,0.04579504275928925
2017,"Rhineland-Palatinate, Saarland",Rural regions,No,0.012741529043216696,217,18279,0.012706986990097336,0.012776071096336055
2017,Baden-Wuerttemberg,Urban regions,Yes,0.0019977862482377586,51,18279,0.001984034364215202,0.0020115381322603153
2017,Baden-Wuerttemberg,Urban regions,No,0.11562077177397981,1490,18279,0.11552228925740037,0.11571925429055925
2017,Baden-Wuerttemberg,Rural regions,No,0.011793382149629291,178,18279,0.011760134189597395,0.011826630109661188
2017,Bavaria,Urban regions,Yes,0.002868883886109187,47,18279,0.002852411574128633,0.0028853561980897407
2017,Bavaria,Urban regions,No,0.07612518068103426,1128,18279,0.07604350501729852,0.07620685634477
2017,Bavaria,Rural regions,Yes,0.0012409868538220598,39,18279,0.0012301441926800328,0.0012518295149640869
2017,Bavaria,Rural regions,No,0.07802139817423898,1285,18279,0.0779387964288249,0.07810399991965306
2017,Berlin,Urban regions,No,0.04695678310829497,630,18279,0.04689163116037618,0.047021935056213764
2017,Brandenburg,Urban regions,No,0.0025361199579662,52,18279,0.0025206298150763267,0.0025516101008560737
2017,Brandenburg,Rural regions,No,0.02783777419266459,550,18279,0.027787109132348702,0.027888439252980474
2017,Mecklenburg-Western Pomerania,Urban regions,No,0.00253472987689281,51,18279,0.0025192439689707665,0.0025502157848148535
2017,Mecklenburg-Western Pomerania,Rural regions,No,0.01743577801491052,305,18279,0.01739546706078027,0.01747608896904077
2017,Saxony,Urban regions,No,0.02648515000191041,510,18279,0.026435696796348968,0.02653460320747185
2017,Saxony,Rural regions,No,0.02494687616294911,447,18279,0.02489884267061905,0.024994909655279167
2017,Saxony-Anhalt,Urban regions,No,0.0055421391690091,114,18279,0.00551927508299931,0.0055650032550188895
2017,Saxony-Anhalt,Rural regions,No,0.022762495850854898,442,18279,0.022716562096684097,0.022808429605025698
2017,Thuringa,Urban regions,No,0.008020746806444778,183,18279,0.007993275416273128,0.008048218196616427
2017,Thuringa,Rural regions,No,0.018569336786176862,398,18279,0.018527760092776093,0.01861091347957763
2018,Schleswig-Holstein,Urban regions,No,0.011934690181713593,188,17878,0.011901299882215903,0.011968080481211283
2018,Schleswig-Holstein,Rural regions,No,0.023826261896809395,354,17878,0.02377936831249412,0.02387315548112467
2018,Hamburg,Urban regions,No,0.023341684352482264,315,17878,0.023295258558923858,0.02338811014604067
2018,Lower Saxony,Urban regions,No,0.04175472854650456,625,17878,0.04169322316897191,0.041816233924037216
2018,Lower Saxony,Rural regions,No,0.05220740371446795,814,17878,0.05213900552310631,0.05227580190582959
2018,Bremen,Urban regions,No,0.01003255493082751,133,17878,0.010001911446625026,0.010063198415029994
2018,North Rhine-Westphalia,Urban regions,Yes,0.004073119859531874,68,17878,0.004053535957131446,0.004092703761932302
2018,North Rhine-Westphalia,Urban regions,No,0.2050440121499308,3055,17878,0.20491987064612763,0.20516815365373395
2018,North Rhine-Westphalia,Rural regions,No,0.0039676128979328875,55,17878,0.003948283279074113,0.003986942516791662
2018,Hesse,Urban regions,No,0.05785750263030853,768,17878,0.0577857132750764,0.057929291985540664
2018,Hesse,Rural regions,No,0.015171013157319065,202,17878,0.015133428584557008,0.015208597730081121
2018,"Rhineland-Palatinate, Saarland",Urban regions,No,0.04552138510865038,655,17878,0.045457291791483376,0.04558547842581738
2018,"Rhineland-Palatinate, Saarland",Rural regions,No,0.013126012222702509,214,17878,0.01309101616152955,0.013161008283875467
2018,Baden-Wuerttemberg,Urban regions,Yes,0.0019779365696402625,42,17878,0.001964275076601878,0.001991598062678647
2018,Baden-Wuerttemberg,Urban regions,No,0.1151325191972526,1406,17878,0.11503437603773342,0.11523066235677179
2018,Baden-Wuerttemberg,Rural regions,No,0.011543537253300446,168,17878,0.011510692187145385,0.011576382319455507
2018,Bavaria,Urban regions,Yes,0.0019898163656644455,43,17878,0.001976113989066773,0.002003518742262118
2018,Bavaria,Urban regions,No,0.07584231254130473,1110,17878,0.07576090760561821,0.07592371747699125
2018,Bavaria,Rural regions,Yes,0.0013328424799489685,32,17878,0.0013216243178596862,0.0013440606420382507
2018,Bavaria,Rural regions,No,0.07888125837883557,1222,17878,0.07879837515437063,0.07896414160330051
2018,Berlin,Urban regions,Yes,0.001405995394207265,33,17878,0.0013944739123565293,0.0014175168760580008
2018,Berlin,Urban regions,No,0.048371531527825494,659,17878,0.04830556091083953,0.048437502144811455
2018,Brandenburg,Urban regions,No,0.002429916662477789,57,17878,0.0024147779370707716,0.0024450553878848065
2018,Brandenburg,Rural regions,No,0.027270521665103402,573,17878,0.027220441624144345,0.02732060170606246
2018,Mecklenburg-Western Pomerania,Urban regions,No,0.0025688615459086715,62,17878,0.0025532970978734424,0.0025844259939439007
2018,Mecklenburg-Western Pomerania,Rural regions,No,0.017564247165609816,309,17878,0.017523855778921647,0.017604638552297984
