year,bula_h,regtyp,hlc0180,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2018,Saxony,Urban regions,No,0.026621095769117895,517,17878,0.026571599114977463,0.026670592423258328
2018,Saxony,Rural regions,No,0.024926955393204622,440,17878,0.024879017923423015,0.02497489286298623
2018,Saxony-Anhalt,Urban regions,No,0.004998526682562208,126,17878,0.004976841914408829,0.0050202114507155865
2018,Saxony-Anhalt,Rural regions,No,0.022718126238575023,438,17878,0.02267231014153181,0.022763942335618233
2018,Thuringa,Urban regions,No,0.008290459507574106,189,17878,0.00826257882122449,0.008318340193923721
2018,Thuringa,Rural regions,No,0.01827555801270526,375,17878,0.018234371782850898,0.018316744242559625
2019,Schleswig-Holstein,Urban regions,No,0.011625912662974622,209,17961,0.011592678732931998,0.011659146593017245
2019,Schleswig-Holstein,Rural regions,No,0.023055814130874885,349,17961,0.023009284178783423,0.023102344082966346
2019,Hamburg,Urban regions,No,0.023529065858181476,330,17961,0.023482072173251437,0.023576059543111514
2019,Lower Saxony,Urban regions,No,0.04177023587930268,623,17961,0.04170820959148054,0.04183226216712482
2019,Lower Saxony,Rural regions,No,0.05258233940483508,804,17961,0.052513140664632786,0.052651538145037376
2019,Bremen,Urban regions,No,0.009911186641689057,121,17961,0.009880474690985968,0.009941898592392145
2019,North Rhine-Westphalia,Urban regions,Yes,0.003677850988293167,87,17961,0.003659083573396929,0.0036966184031894046
2019,North Rhine-Westphalia,Urban regions,No,0.20458296162447015,3039,17961,0.20445789550541751,0.20470802774352279
2019,North Rhine-Westphalia,Rural regions,No,0.0039905408753894405,57,17961,0.003970995000651408,0.004010086750127473
2019,Hesse,Urban regions,No,0.05829040013472751,796,17961,0.05821776202816659,0.05836303824128843
2019,Hesse,Rural regions,No,0.01467387486145539,215,17961,0.01463659537660303,0.014711154346307749
2019,"Rhineland-Palatinate, Saarland",Urban regions,No,0.04428789870820806,668,17961,0.04422411443988626,0.04435168297652986
2019,"Rhineland-Palatinate, Saarland",Rural regions,No,0.014032716910414291,207,17961,0.01399624910473123,0.014069184716097353
2019,Baden-Wuerttemberg,Urban regions,Yes,0.003202336120967624,58,17961,0.0031848197368346508,0.0032198525051005972
2019,Baden-Wuerttemberg,Urban regions,No,0.11532215713724273,1436,17961,0.1152231294920935,0.11542118478239195
2019,Baden-Wuerttemberg,Rural regions,No,0.012170124901621747,152,17961,0.012136131385057624,0.01220411841818587
2019,Bavaria,Urban regions,Yes,0.002957029007331179,47,17961,0.002940194817183142,0.002973863197479216
2019,Bavaria,Urban regions,No,0.07531502793342183,1119,17961,0.07523321061930974,0.07539684524753393
2019,Bavaria,Rural regions,No,0.07924123758379491,1259,17961,0.07915749313025261,0.0793249820373372
2019,Berlin,Urban regions,Yes,0.001359588434789031,37,17961,0.0013481644978534414,0.0013710123717246207
2019,Berlin,Urban regions,No,0.04589946607848045,640,17961,0.045834586445537694,0.04596434571142321
2019,Brandenburg,Urban regions,No,0.0028776674800396903,57,17961,0.002861060065587071,0.0028942748944923097
2019,Brandenburg,Rural regions,No,0.029206171736710192,637,17961,0.02915396719127541,0.029258376282144973
2019,Mecklenburg-Western Pomerania,Urban regions,No,0.002517708867353529,67,17961,0.0025021720217593066,0.002533245712947751
2019,Mecklenburg-Western Pomerania,Rural regions,No,0.017680871348190103,317,17961,0.01764001254602483,0.017721730150355375
2019,Saxony,Urban regions,No,0.02708500628515518,534,17961,0.027034678314788545,0.027135334255521813
2019,Saxony,Rural regions,No,0.024886297574801514,456,17961,0.024838001117788312,0.024934594031814715
2019,Saxony-Anhalt,Urban regions,No,0.00562875449878051,125,17961,0.005605559843091943,0.005651949154469076
2019,Saxony-Anhalt,Rural regions,No,0.022094817572617942,422,17961,0.02204924525853999,0.022140389886695894
2019,Thuringa,Urban regions,No,0.008015700662113576,186,17961,0.007988054767867247,0.008043346556359906
2019,Thuringa,Rural regions,No,0.01852923809577247,376,17961,0.01848742859690426,0.01857104759464068
2020,Schleswig-Holstein,Urban regions,No,0.011510824917423425,182,19329,0.011477829904144619,0.01154381993070223
2020,Schleswig-Holstein,Rural regions,No,0.0221887385650108,348,19329,0.022143176547308782,0.02223430058271282
2020,Hamburg,Urban regions,No,0.02303962209228199,346,19329,0.022993214901942227,0.023086029282621753
2020,Lower Saxony,Urban regions,No,0.042065151943241334,648,19329,0.04200305955823196,0.042127244328250706
2020,Lower Saxony,Rural regions,No,0.05267868251899174,805,19329,0.05260958296693106,0.05274778207105243
2020,Bremen,Urban regions,No,0.009423843097215353,135,19329,0.009393957146012473,0.009453729048418234
2020,North Rhine-Westphalia,Urban regions,Yes,0.004212933750953305,83,19329,0.004192898966241397,0.004232968535665213
2020,North Rhine-Westphalia,Urban regions,No,0.2035461863620518,3260,19329,0.2034216429076159,0.20367072981648768
2020,North Rhine-Westphalia,Rural regions,No,0.003810024431109679,51,19329,0.003790967889461361,0.0038290809727579973
2020,Hesse,Urban regions,Yes,0.0020333766234854017,37,19329,0.0020194426157894756,0.002047310631181328
2020,Hesse,Urban regions,No,0.05826274086025089,883,19329,0.05819028567739655,0.058335196043105234
2020,Hesse,Rural regions,No,0.014530049598367107,186,19329,0.014493035739396556,0.014567063457337659
2020,"Rhineland-Palatinate, Saarland",Urban regions,No,0.04432718693810023,635,19329,0.04426352221920623,0.044390851656994225
2020,"Rhineland-Palatinate, Saarland",Rural regions,No,0.014143116808424979,212,19329,0.014106591942944852,0.014179641673905105
2020,Baden-Wuerttemberg,Urban regions,Yes,0.003596983194301223,51,19329,0.0035784651190006525,0.0036155012696017933
2020,Baden-Wuerttemberg,Urban regions,No,0.11351776964526321,1501,19329,0.1134196454593597,0.11361589383116671
2020,Baden-Wuerttemberg,Rural regions,No,0.013616772251200941,185,19329,0.013580923911127469,0.013652620591274414
2020,Bavaria,Urban regions,Yes,0.0027160230344376343,60,19329,0.002699924539712141,0.0027321215291631275
2020,Bavaria,Urban regions,No,0.07708015515809488,1239,19329,0.07699765355132457,0.0771626567648652
2020,Bavaria,Rural regions,Yes,0.0013300242591777393,35,19329,0.0013187509893414027,0.001341297529014076
2020,Bavaria,Rural regions,No,0.0767591705406788,1297,19329,0.07667682657811968,0.07684151450323791
2020,Berlin,Urban regions,Yes,0.0013710458869612041,40,19329,0.0013596003230044297,0.0013824914509179785
2020,Berlin,Urban regions,No,0.04566989688131624,821,19329,0.0456053205376245,0.045734473225007975
2020,Brandenburg,Urban regions,No,0.00323552413659591,55,19329,0.0032179579406748896,0.0032530903325169304
2020,Brandenburg,Rural regions,No,0.028906631410596854,609,19329,0.028854806523921982,0.028958456297271725
2020,Mecklenburg-Western Pomerania,Urban regions,No,0.0023674655968459264,64,19329,0.002352432921969839,0.002382498271722014
2020,Mecklenburg-Western Pomerania,Rural regions,No,0.017970161834058772,265,19329,0.017929070763099263,0.01801125290501828
2020,Saxony,Urban regions,No,0.02754584634766299,524,19329,0.02749522056473416,0.027596472130591822
2020,Saxony,Rural regions,No,0.024685532685759178,440,19329,0.024637536943850867,0.02473352842766749
2020,Saxony-Anhalt,Urban regions,No,0.005611607749680345,135,19329,0.005588501428772329,0.0056347140705883605
2020,Saxony-Anhalt,Rural regions,No,0.022135025275719852,420,19329,0.022089517188580068,0.022180533362859637
2020,Thuringa,Urban regions,No,0.007835201889088686,176,19329,0.007807929315183104,0.00786247446299427
2020,Thuringa,Rural regions,No,0.01827668371565168,373,19329,0.018235250143655502,0.018318117287647855
2021,Schleswig-Holstein,Urban regions,No,0.012754940689002549,150,12567,0.012720327082951325,0.012789554295053773
2021,Schleswig-Holstein,Rural regions,No,0.02339013668474011,265,12567,0.023343516705775696,0.023436756663704525
2021,Hamburg,Urban regions,No,0.022572649844731788,256,12567,0.02252683263298256,0.022618467056481018
2021,Lower Saxony,Urban regions,No,0.04289045424435985,465,12567,0.042827957659330965,0.04295295082938874
2021,Lower Saxony,Rural regions,No,0.05280222305189879,566,12567,0.052733240131069295,0.05287120597272829
2021,Bremen,Urban regions,No,0.008773773185114771,77,12567,0.008745007499207076,0.008802538871022466
2021,North Rhine-Westphalia,Urban regions,Yes,0.004425547557943479,72,12567,0.004405072953596571,0.004446022162290387
2021,North Rhine-Westphalia,Urban regions,No,0.2028213913461245,2156,12567,0.20269736046261538,0.20294542222963363
2021,North Rhine-Westphalia,Rural regions,No,0.004783415290363737,47,12567,0.004762132773491835,0.004804697807235638
2021,Hesse,Urban regions,No,0.0599336946648345,541,12567,0.059860478005549514,0.06000691132411949
2021,Hesse,Rural regions,No,0.014429443674890005,138,12567,0.014392659264923306,0.014466228084856704
2021,"Rhineland-Palatinate, Saarland",Urban regions,No,0.04354979141576127,399,12567,0.04348683799075654,0.043612744840766
2021,"Rhineland-Palatinate, Saarland",Rural regions,No,0.01299838140516328,120,12567,0.012963443351238989,0.01303331945908757
2021,Baden-Wuerttemberg,Urban regions,Yes,0.0028658589484176944,42,12567,0.002849369757773018,0.002882348139062371
2021,Baden-Wuerttemberg,Urban regions,No,0.11377420823583356,1059,12567,0.11367626166316959,0.11387215480849754
2021,Baden-Wuerttemberg,Rural regions,No,0.015042258006402603,116,12567,0.015004712284751946,0.015079803728053261
2021,Bavaria,Urban regions,Yes,0.00205255802470495,38,12567,0.002038597662170439,0.0020665183872394604
2021,Bavaria,Urban regions,No,0.07904395174687008,831,12567,0.07896072768378379,0.07912717580995637
2021,Bavaria,Rural regions,Yes,0.001996402698184134,32,12567,0.0019826342413378356,0.0020101711550304328
2021,Bavaria,Rural regions,No,0.07706697699058628,851,12567,0.0769847121245212,0.07714924185665135
2021,Berlin,Urban regions,No,0.04480060814466089,529,12567,0.04473679882508065,0.044864417464241135
2021,Brandenburg,Urban regions,No,0.003288236998206346,40,12567,0.0032705781860035846,0.0033058958104091075
2021,Brandenburg,Rural regions,No,0.030253530092051825,396,12567,0.03020069624039474,0.03030636394370891
2021,Mecklenburg-Western Pomerania,Urban regions,No,0.002485463650261882,48,12567,0.0024701048085389488,0.002500822491984815
2021,Mecklenburg-Western Pomerania,Rural regions,No,0.017531249011251884,206,12567,0.017490767106152418,0.01757173091635135
2021,Saxony,Urban regions,No,0.02393242869177475,379,12567,0.023885284470212036,0.023979572913337466
2021,Saxony,Rural regions,No,0.026824368566148848,333,12567,0.026774531151270098,0.026874205981027598
2021,Saxony-Anhalt,Urban regions,No,0.0043833906924028365,78,12567,0.004363013408444542,0.004403767976361131
2021,Saxony-Anhalt,Rural regions,No,0.022190773463832497,281,12567,0.022145336591830322,0.022236210335834672
2021,Thuringa,Urban regions,No,0.009542585404820341,136,12567,0.009512597503587385,0.009572573306053298
2021,Thuringa,Rural regions,No,0.016799307578659852,235,12567,0.016759664997955483,0.01683895015936422
