year,bula_h,sampreg,hlc0180,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2016,Schleswig-Holstein,West,No,0.9821073558648111,16419,0.9800796756475872,0.984135036082035
2016,Schleswig-Holstein,West,Yes,0.017892644135188866,16419,0.015864963917964988,0.019920324352412744
2016,Hamburg,West,No,0.9771863117870723,16419,0.9749024534696843,0.9794701701044602
2016,Hamburg,West,Yes,0.022813688212927757,16419,0.020529829895539725,0.02509754653031579
2016,Lower Saxony,West,No,0.9717891610987379,16419,0.9692565019474217,0.9743218202500541
2016,Lower Saxony,West,Yes,0.028210838901262063,16419,0.025678179749945858,0.03074349805257827
2016,Bremen,West,No,0.9714285714285714,16419,0.9688802504229637,0.9739768924341792
2016,Bremen,West,Yes,0.02857142857142857,16419,0.026023107565820828,0.031119749577036313
2016,North Rhine-Westphalia,West,No,0.9782758620689656,16419,0.9760459657805709,0.9805057583573602
2016,North Rhine-Westphalia,West,Yes,0.021724137931034483,16419,0.019494241642639836,0.02395403421942913
2016,Hesse,West,No,0.9702868852459017,16419,0.9676896762963518,0.9728840941954515
2016,Hesse,West,Yes,0.02971311475409836,16419,0.027115905804548493,0.032310323703648225
2016,"Rhineland-Palatinate, Saarland",West,No,0.9846517119244392,16419,0.982771295607369,0.9865321282415095
2016,"Rhineland-Palatinate, Saarland",West,Yes,0.015348288075560802,16419,0.013467871758490504,0.017228704392631102
2016,Baden-Wuerttemberg,West,No,0.9673242909987669,16419,0.964604839756504,0.9700437422410298
2016,Baden-Wuerttemberg,West,Yes,0.032675709001233046,16419,0.029956257758970106,0.03539516024349598
2016,Bavaria,West,No,0.9725729212015672,16419,0.9700746845025146,0.9750711579006199
2016,Bavaria,West,Yes,0.027427078798432737,16419,0.02492884209938005,0.029925315497485425
2016,Berlin,West,No,0.9568965517241379,16419,0.9537900526947208,0.960003050753555
2016,Berlin,West,Yes,0.04310344827586207,16419,0.03999694924644501,0.046209947305279137
2016,Berlin,East,No,0.9809160305343512,16419,0.97882320515912,0.9830088559095823
2016,Berlin,East,Yes,0.019083969465648856,16419,0.01699114409041772,0.02117679484087999
2016,Brandenburg,East,No,0.9857397504456328,16419,0.9839262092811527,0.9875532916101128
2016,Brandenburg,East,Yes,0.0142602495543672,16419,0.012446708389887144,0.016073790718847257
2016,Mecklenburg-Western Pomerania,East,No,0.9817073170731707,16419,0.9796575125965967,0.9837571215497447
2016,Mecklenburg-Western Pomerania,East,Yes,0.018292682926829267,16419,0.016242878450255273,0.02034248740340326
2016,Saxony,East,No,0.9756380510440835,16419,0.9732798376628108,0.9779962644253563
2016,Saxony,East,Yes,0.024361948955916472,16419,0.022003735574643773,0.02672016233718917
2016,Saxony-Anhalt,East,No,0.978515625,16419,0.9762977964773923,0.9807334535226077
2016,Saxony-Anhalt,East,Yes,0.021484375,16419,0.019266546477392323,0.023702203522607677
2016,Thuringa,East,No,0.9779005524861878,16419,0.9756519081263452,0.9801491968460304
2016,Thuringa,East,Yes,0.022099447513812154,16419,0.019850803153969556,0.02434809187365475
2017,Schleswig-Holstein,West,No,0.9681978798586572,18279,0.9656540389007311,0.9707417208165834
2017,Schleswig-Holstein,West,Yes,0.03180212014134275,18279,0.029258279183416613,0.03434596109926889
2017,Hamburg,West,No,0.9659863945578231,18279,0.963358598271481,0.9686141908441652
2017,Hamburg,West,Yes,0.034013605442176874,18279,0.03138580915583476,0.036641401728518985
2017,Lower Saxony,West,No,0.9772431729518856,18279,0.9750812658313458,0.9794050800724253
2017,Lower Saxony,West,Yes,0.022756827048114433,18279,0.020594919927574642,0.024918734168654224
2017,Bremen,West,No,0.9615384615384616,18279,0.9587505659072937,0.9643263571696294
2017,Bremen,West,Yes,0.038461538461538464,18279,0.03567364283037057,0.04124943409270636
2017,North Rhine-Westphalia,West,No,0.9827261306532663,18279,0.9808373091331699,0.9846149521733627
2017,North Rhine-Westphalia,West,Yes,0.017273869346733667,18279,0.01538504782663722,0.019162690866830114
2017,Hesse,West,No,0.9724857685009488,18279,0.9701143938358964,0.9748571431660012
2017,Hesse,West,Yes,0.027514231499051234,18279,0.025142856833998747,0.029885606164103722
2017,"Rhineland-Palatinate, Saarland",West,No,0.9817767653758542,18279,0.9798376709261779,0.9837158598255306
2017,"Rhineland-Palatinate, Saarland",West,Yes,0.018223234624145785,18279,0.016284140174469445,0.020162329073822125
2017,Baden-Wuerttemberg,West,No,0.9675174013921114,18279,0.9649473924755775,0.9700874103086453
2017,Baden-Wuerttemberg,West,Yes,0.03248259860788863,18279,0.029912589691354755,0.035052607524422505
2017,Bavaria,West,No,0.9655862344937975,18279,0.9629435733119508,0.9682288956756443
2017,Bavaria,West,Yes,0.03441376550620248,18279,0.03177110432435572,0.037056426688049246
2017,Berlin,West,No,0.9463806970509383,18279,0.9431150189522247,0.9496463751496519
2017,Berlin,West,Yes,0.05361930294906166,18279,0.050353624850348125,0.0568849810477752
2017,Berlin,East,No,0.9651567944250871,18279,0.9624982872135369,0.9678153016366372
2017,Berlin,East,Yes,0.03484320557491289,18279,0.03218469836336276,0.03750171278646302
2017,Brandenburg,East,No,0.9741100323624595,18279,0.9718077975492855,0.9764122671756336
2017,Brandenburg,East,Yes,0.025889967637540454,18279,0.023587732824366447,0.028192202450714462
2017,Mecklenburg-Western Pomerania,East,No,0.9834254143646409,18279,0.9815745614440898,0.985276267285192
2017,Mecklenburg-Western Pomerania,East,Yes,0.016574585635359115,18279,0.014723732714808022,0.01842543855591021
2017,Saxony,East,No,0.9696048632218845,18279,0.9671161245369755,0.9720936019067936
2017,Saxony,East,Yes,0.030395136778115502,18279,0.027906398093206428,0.03288387546302458
2017,Saxony-Anhalt,East,No,0.9788732394366197,18279,0.9767884627681616,0.9809580161050779
2017,Saxony-Anhalt,East,Yes,0.02112676056338028,18279,0.01904198389492209,0.023211537231838473
2017,Thuringa,East,No,0.9847457627118644,18279,0.9829689683632122,0.9865225570605166
2017,Thuringa,East,Yes,0.015254237288135594,18279,0.013477442939483351,0.017031031636787836
2018,Schleswig-Holstein,West,No,0.9783393501805054,17878,0.9762054352285534,0.9804732651324575
2018,Schleswig-Holstein,West,Yes,0.021660649819494584,17878,0.019526734867542566,0.0237945647714466
2018,Hamburg,West,No,0.9752321981424149,17878,0.9729539849995618,0.977510411285268
2018,Hamburg,West,Yes,0.02476780185758514,17878,0.02248958871473202,0.02704601500043826
2018,Lower Saxony,West,No,0.9729546991210277,17878,0.9705768252018089,0.9753325730402466
2018,Lower Saxony,West,Yes,0.027045300878972278,17878,0.02466742695975344,0.029423174798191117
2018,Bremen,West,No,0.9925373134328358,17878,0.9912757252074275,0.9937989016582441
2018,Bremen,West,Yes,0.007462686567164179,17878,0.00620109834175584,0.008724274792572519
2018,North Rhine-Westphalia,West,No,0.9782950613400441,17878,0.9761590142785815,0.9804311084015066
