year,bula_h,regtyp,hlc0178,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,Schleswig-Holstein,Urban regions,No,0.96267,137,137,0.93081,0.99453
2016,Schleswig-Holstein,Rural regions,No,0.97656,352,352,0.96074,0.99239
2016,Hamburg,Urban regions,No,0.99053,260,260,0.97873,1.00232
2016,Lower Saxony,Urban regions,No,0.96547,549,549,0.95019,0.98076
2016,Lower Saxony,Rural regions,No,0.97909,766,766,0.96896,0.98923
2016,Bremen,Urban regions,No,0.97904,103,103,0.95124,1.00684
2016,North Rhine-Westphalia,Urban regions,Yes,0.01344,45,2849,0.00921,0.01767
2016,North Rhine-Westphalia,Urban regions,No,0.97683,2804,2849,0.97130,0.98235
2016,North Rhine-Westphalia,Rural regions,No,0.97070,51,51,0.92396,1.01745
2016,Hesse,Urban regions,No,0.97944,783,783,0.96950,0.98939
2016,Hesse,Rural regions,No,0.95265,170,170,0.92063,0.98467
2016,"Rhineland-Palatinate, Saarland",Urban regions,No,0.96444,608,608,0.94970,0.97917
2016,"Rhineland-Palatinate, Saarland",Rural regions,No,0.99724,224,224,0.99036,1.00413
2016,Baden-Wuerttemberg,Urban regions,Yes,0.03368,47,1451,0.02440,0.04297
2016,Baden-Wuerttemberg,Urban regions,No,0.95880,1404,1451,0.94857,0.96903
2016,Baden-Wuerttemberg,Rural regions,No,0.95780,167,167,0.92722,0.98839
2016,Bavaria,Urban regions,No,0.97990,1074,1074,0.97151,0.98830
2016,Bavaria,Rural regions,No,0.97616,1170,1170,0.96741,0.98490
2016,Berlin,Urban regions,No,0.96927,591,591,0.95534,0.98319
2016,Brandenburg,Rural regions,No,0.95999,509,509,0.94294,0.97703
2016,Mecklenburg-Western Pomerania,Urban regions,No,0.98904,45,45,0.95827,1.01981
2016,Mecklenburg-Western Pomerania,Rural regions,No,0.97719,276,276,0.95954,0.99484
2016,Saxony,Urban regions,No,0.97678,456,456,0.96294,0.99062
2016,Saxony,Rural regions,No,0.97365,391,391,0.95775,0.98954
2016,Saxony-Anhalt,Urban regions,No,0.95407,120,120,0.91646,0.99168
2016,Saxony-Anhalt,Rural regions,No,0.97481,382,382,0.95908,0.99055
2016,Thuringa,Urban regions,No,0.99018,178,178,0.97566,1.00471
2016,Thuringa,Rural regions,No,0.97178,358,358,0.95460,0.98896
2017,Schleswig-Holstein,Urban regions,No,0.97511,172,172,0.95175,0.99846
2017,Schleswig-Holstein,Rural regions,No,0.94157,381,381,0.91798,0.96515
2017,Hamburg,Urban regions,No,0.97445,289,289,0.95623,0.99268
2017,Lower Saxony,Urban regions,No,0.96863,640,640,0.95511,0.98214
2017,Lower Saxony,Rural regions,No,0.96461,853,853,0.95220,0.97702
2017,Bremen,Urban regions,No,0.96187,124,124,0.92803,0.99572
2017,North Rhine-Westphalia,Urban regions,Yes,0.01803,63,3123,0.01337,0.02270
2017,North Rhine-Westphalia,Urban regions,No,0.97157,3060,3123,0.96574,0.97740
2017,North Rhine-Westphalia,Rural regions,No,0.91958,59,59,0.84959,0.98957
2017,Hesse,Urban regions,No,0.96002,820,820,0.94660,0.97344
2017,Hesse,Rural regions,No,0.97513,205,205,0.95375,0.99650
2017,"Rhineland-Palatinate, Saarland",Urban regions,No,0.97989,648,648,0.96907,0.99071
2017,"Rhineland-Palatinate, Saarland",Rural regions,No,0.97050,216,216,0.94788,0.99312
2017,Baden-Wuerttemberg,Urban regions,Yes,0.03208,51,1542,0.02328,0.04088
2017,Baden-Wuerttemberg,Urban regions,No,0.96322,1491,1542,0.95382,0.97262
2017,Baden-Wuerttemberg,Rural regions,No,0.92409,177,177,0.88496,0.96322
2017,Bavaria,Urban regions,No,0.96861,1167,1167,0.95860,0.97862
2017,Bavaria,Rural regions,Yes,0.03117,34,1305,0.02174,0.04061
2017,Bavaria,Rural regions,No,0.96387,1271,1305,0.95374,0.97400
2017,Berlin,Urban regions,No,0.98633,649,649,0.97738,0.99527
2017,Brandenburg,Urban regions,No,0.96961,53,53,0.92295,1.01627
2017,Brandenburg,Rural regions,No,0.97233,553,553,0.95865,0.98601
2017,Mecklenburg-Western Pomerania,Urban regions,No,0.98878,53,53,0.96015,1.01741
2017,Mecklenburg-Western Pomerania,Rural regions,No,0.98638,306,306,0.97337,0.99939
2017,Saxony,Urban regions,No,0.97219,519,519,0.95803,0.98635
2017,Saxony,Rural regions,No,0.97528,446,446,0.96085,0.98970
2017,Saxony-Anhalt,Urban regions,No,0.96312,117,117,0.92882,0.99742
2017,Saxony-Anhalt,Rural regions,No,0.96357,438,438,0.94600,0.98114
2017,Thuringa,Urban regions,No,0.98558,184,184,0.96831,1.00285
2017,Thuringa,Rural regions,No,0.97547,394,394,0.96018,0.99076
2018,Schleswig-Holstein,Urban regions,No,0.93087,187,187,0.89441,0.96732
2018,Schleswig-Holstein,Rural regions,No,0.95326,350,350,0.93111,0.97540
2018,Hamburg,Urban regions,No,0.98310,321,321,0.96897,0.99722
2018,Lower Saxony,Urban regions,No,0.96389,620,620,0.94920,0.97859
2018,Lower Saxony,Rural regions,No,0.97901,825,825,0.96922,0.98880
2018,Bremen,Urban regions,No,0.98240,134,134,0.96005,1.00475
2018,North Rhine-Westphalia,Urban regions,Yes,0.02304,74,3123,0.01778,0.02830
2018,North Rhine-Westphalia,Urban regions,No,0.96600,3049,3123,0.95964,0.97236
2018,North Rhine-Westphalia,Rural regions,No,0.97952,55,55,0.94175,1.01730
2018,Hesse,Urban regions,No,0.96311,775,775,0.94983,0.97639
2018,Hesse,Rural regions,No,0.94004,198,198,0.90688,0.97319
2018,"Rhineland-Palatinate, Saarland",Urban regions,No,0.96510,656,656,0.95104,0.97915
2018,"Rhineland-Palatinate, Saarland",Rural regions,No,0.97871,213,213,0.95927,0.99814
2018,Baden-Wuerttemberg,Urban regions,Yes,0.02629,43,1448,0.01804,0.03453
2018,Baden-Wuerttemberg,Urban regions,No,0.96567,1405,1448,0.95629,0.97505
2018,Baden-Wuerttemberg,Rural regions,No,0.96907,171,171,0.94305,0.99510
2018,Bavaria,Urban regions,Yes,0.02768,36,1167,0.01826,0.03710
2018,Bavaria,Urban regions,No,0.96741,1131,1167,0.95722,0.97760
2018,Bavaria,Rural regions,No,0.97220,1212,1212,0.96294,0.98146
2018,Berlin,Urban regions,No,0.97570,678,678,0.96411,0.98730
2018,Brandenburg,Urban regions,No,0.95852,59,59,0.90721,1.00984
2018,Brandenburg,Rural regions,No,0.98569,574,574,0.97597,0.99542
2018,Mecklenburg-Western Pomerania,Urban regions,No,0.96517,62,62,0.91916,1.01118
2018,Mecklenburg-Western Pomerania,Rural regions,No,0.97873,309,309,0.96261,0.99484
2018,Saxony,Urban regions,No,0.97510,519,519,0.96168,0.98852
2018,Saxony,Rural regions,No,0.98763,445,445,0.97735,0.99791
2018,Saxony-Anhalt,Urban regions,No,0.96435,127,127,0.93197,0.99672
2018,Saxony-Anhalt,Rural regions,No,0.98642,441,441,0.97561,0.99724
