year,bula_h,quintil_oecd_hh,hlc0178,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,Schleswig-Holstein,1st Quintile,No,0.94723,126,126,0.90804,0.98643
2016,Schleswig-Holstein,2nd Quintile,No,0.99034,107,107,0.97172,1.00896
2016,Schleswig-Holstein,3rd Quintile,No,0.97578,92,92,0.94420,1.00737
2016,Schleswig-Holstein,4th Quintile,No,0.99502,87,87,0.98013,1.00990
2016,Schleswig-Holstein,5th Quintile,No,0.95607,77,77,0.90999,1.00215
2016,Hamburg,1st Quintile,No,0.97826,49,49,0.93700,1.01952
2016,Hamburg,2nd Quintile,No,0.99902,52,52,0.99041,1.00762
2016,Hamburg,4th Quintile,No,0.98755,57,57,0.95851,1.01659
2016,Hamburg,5th Quintile,No,0.98949,65,65,0.96450,1.01447
2016,Lower Saxony,1st Quintile,No,0.95441,305,305,0.93096,0.97786
2016,Lower Saxony,2nd Quintile,No,0.97478,244,244,0.95506,0.99449
2016,Lower Saxony,3rd Quintile,No,0.96947,232,232,0.94728,0.99165
2016,Lower Saxony,4th Quintile,No,0.97732,269,269,0.95950,0.99515
2016,Lower Saxony,5th Quintile,No,0.98684,265,265,0.97309,1.00059
2016,Bremen,1st Quintile,No,0.96523,38,38,0.90620,1.02426
2016,North Rhine-Westphalia,1st Quintile,No,0.96292,678,678,0.94868,0.97715
2016,North Rhine-Westphalia,2nd Quintile,No,0.98491,563,563,0.97483,0.99499
2016,North Rhine-Westphalia,4th Quintile,No,0.95915,518,518,0.94209,0.97622
2016,North Rhine-Westphalia,5th Quintile,No,0.97803,572,572,0.96601,0.99006
2016,Hesse,1st Quintile,No,0.95803,191,191,0.92952,0.98654
2016,Hesse,2nd Quintile,No,0.98039,184,184,0.96030,1.00048
2016,Hesse,3rd Quintile,No,0.99288,163,163,0.97994,1.00583
2016,Hesse,4th Quintile,No,0.98518,172,172,0.96707,1.00329
2016,Hesse,5th Quintile,No,0.96046,242,242,0.93586,0.98507
2016,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.94500,192,192,0.91266,0.97733
2016,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.98989,189,189,0.97559,1.00419
2016,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.97263,156,156,0.94694,0.99831
2016,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.97991,146,146,0.95708,1.00275
2016,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.97445,149,149,0.94903,0.99987
2016,Baden-Wuerttemberg,1st Quintile,No,0.94815,222,222,0.91892,0.97738
2016,Baden-Wuerttemberg,2nd Quintile,No,0.97754,295,295,0.96060,0.99448
2016,Baden-Wuerttemberg,3rd Quintile,No,0.96465,320,320,0.94438,0.98491
2016,Baden-Wuerttemberg,4th Quintile,No,0.96321,344,344,0.94328,0.98313
2016,Baden-Wuerttemberg,5th Quintile,No,0.94464,390,390,0.92192,0.96737
2016,Bavaria,1st Quintile,No,0.97183,363,363,0.95478,0.98887
2016,Bavaria,2nd Quintile,No,0.99229,490,490,0.98454,1.00004
2016,Bavaria,3rd Quintile,No,0.98116,436,436,0.96839,0.99394
2016,Bavaria,4th Quintile,No,0.97844,453,453,0.96505,0.99183
2016,Bavaria,5th Quintile,No,0.96713,502,502,0.95151,0.98274
2016,Berlin,1st Quintile,No,0.98870,150,150,0.97173,1.00567
2016,Berlin,2nd Quintile,No,0.99048,112,112,0.97242,1.00855
2016,Berlin,3rd Quintile,No,0.94897,110,110,0.90765,0.99028
2016,Berlin,4th Quintile,No,0.97020,118,118,0.93939,1.00101
2016,Berlin,5th Quintile,No,0.94695,101,101,0.90302,0.99088
2016,Brandenburg,1st Quintile,No,0.97389,134,134,0.94679,1.00099
2016,Brandenburg,2nd Quintile,No,0.98654,145,145,0.96771,1.00536
2016,Brandenburg,3rd Quintile,No,0.98749,129,129,0.96823,1.00675
2016,Brandenburg,5th Quintile,No,0.82533,69,69,0.73508,0.91557
2016,Mecklenburg-Western Pomerania,1st Quintile,No,0.97813,103,103,0.94974,1.00651
2016,Mecklenburg-Western Pomerania,2nd Quintile,No,0.98126,78,78,0.95096,1.01155
2016,Mecklenburg-Western Pomerania,3rd Quintile,No,0.99659,68,68,0.98262,1.01055
2016,Mecklenburg-Western Pomerania,4th Quintile,No,0.96633,40,40,0.90972,1.02294
2016,Mecklenburg-Western Pomerania,5th Quintile,No,0.94149,32,32,0.85886,1.02411
2016,Saxony,1st Quintile,No,0.96608,213,213,0.94172,0.99045
2016,Saxony,2nd Quintile,No,0.98581,227,227,0.97038,1.00123
2016,Saxony,3rd Quintile,No,0.97683,205,205,0.95618,0.99747
2016,Saxony,4th Quintile,No,0.97325,123,123,0.94462,1.00188
2016,Saxony,5th Quintile,No,0.96380,79,79,0.92235,1.00526
2016,Saxony-Anhalt,1st Quintile,No,0.93561,158,158,0.89721,0.97400
2016,Saxony-Anhalt,2nd Quintile,No,0.99225,131,131,0.97717,1.00732
2016,Saxony-Anhalt,3rd Quintile,No,0.98256,98,98,0.95651,1.00861
2016,Saxony-Anhalt,5th Quintile,No,0.94701,43,43,0.87926,1.01476
2016,Thuringa,1st Quintile,No,0.95739,138,138,0.92356,0.99121
2016,Thuringa,2nd Quintile,No,0.98825,144,144,0.97058,1.00591
2016,Thuringa,3rd Quintile,No,0.98653,111,111,0.96498,1.00807
2016,Thuringa,4th Quintile,No,0.97915,88,88,0.94913,1.00917
2017,Schleswig-Holstein,1st Quintile,No,0.93834,131,131,0.89699,0.97969
2017,Schleswig-Holstein,2nd Quintile,No,0.95989,118,118,0.92433,0.99544
2017,Schleswig-Holstein,3rd Quintile,No,0.94869,107,107,0.90668,0.99069
2017,Schleswig-Holstein,4th Quintile,No,0.94243,104,104,0.89745,0.98741
