,Unnamed: 0,year,quintil_oecd_hh,rentown,hlc0119_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
330,330,2008,3rd Quintile,Tenant,Yes,0.63552,699,10651,0.60076,0.67336
331,331,2008,3rd Quintile,Tenant,No,0.36448,362,10651,0.3388,0.3931
332,332,2008,4th Quintile,Owner,Yes,0.77175,970,10651,0.73076,0.80748
333,333,2008,4th Quintile,Owner,No,0.22825,287,10651,0.20564,0.25167
334,334,2008,4th Quintile,Tenant,Yes,0.69853,602,10651,0.65283,0.74019
335,335,2008,4th Quintile,Tenant,No,0.30147,236,10651,0.27206,0.33809
336,336,2008,5th Quintile,Owner,Yes,0.82389,1612,10651,0.7909,0.86244
337,337,2008,5th Quintile,Owner,No,0.17611,300,10651,0.15911,0.19294
338,338,2008,5th Quintile,Tenant,Yes,0.84694,632,10651,0.78435,0.89354
339,339,2008,5th Quintile,Tenant,No,0.15306,101,10651,0.13037,0.17962
340,340,2009,1st Quintile,Owner,Yes,0.26725,93,10048,0.22553,0.31482
341,341,2009,1st Quintile,Owner,No,0.73275,195,10048,0.65735,0.82116
342,342,2009,1st Quintile,Tenant,Yes,0.2421,375,10048,0.22266,0.26167
343,343,2009,1st Quintile,Tenant,No,0.7579,1105,10048,0.72652,0.79267
344,344,2009,2nd Quintile,Owner,Yes,0.53098,355,10048,0.48674,0.5761
345,345,2009,2nd Quintile,Owner,No,0.46902,329,10048,0.42408,0.50815
346,346,2009,2nd Quintile,Tenant,Yes,0.53259,625,10048,0.49779,0.56565
347,347,2009,2nd Quintile,Tenant,No,0.46741,570,10048,0.44238,0.49876
348,348,2009,3rd Quintile,Owner,Yes,0.68348,688,10048,0.63989,0.73236
349,349,2009,3rd Quintile,Owner,No,0.31652,308,10048,0.29026,0.34615
350,350,2009,3rd Quintile,Tenant,Yes,0.63186,616,10048,0.5853,0.67108
351,351,2009,3rd Quintile,Tenant,No,0.36814,329,10048,0.33836,0.40351
352,352,2009,4th Quintile,Owner,Yes,0.75067,942,10048,0.71067,0.79047
353,353,2009,4th Quintile,Owner,No,0.24933,295,10048,0.22556,0.27098
354,354,2009,4th Quintile,Tenant,Yes,0.7398,583,10048,0.69221,0.79221
355,355,2009,4th Quintile,Tenant,No,0.2602,190,10048,0.22934,0.29246
356,356,2009,5th Quintile,Owner,Yes,0.82354,1494,10048,0.78066,0.87042
357,357,2009,5th Quintile,Owner,No,0.17646,281,10048,0.15389,0.19891
358,358,2009,5th Quintile,Tenant,Yes,0.82465,559,10048,0.762,0.89484
359,359,2009,5th Quintile,Tenant,No,0.17535,116,10048,0.14152,0.20882
360,360,2010,1st Quintile,Owner,Yes,0.30478,133,13691,0.26267,0.3573
361,361,2010,1st Quintile,Owner,No,0.69522,323,13691,0.60417,0.80711
362,362,2010,1st Quintile,Tenant,Yes,0.26465,670,13691,0.24265,0.28727
363,363,2010,1st Quintile,Tenant,No,0.73535,2016,13691,0.69366,0.78297
364,364,2010,2nd Quintile,Owner,Yes,0.49101,526,13691,0.44291,0.54309
365,365,2010,2nd Quintile,Owner,No,0.50899,540,13691,0.45391,0.56768
366,366,2010,2nd Quintile,Tenant,Yes,0.47788,808,13691,0.44646,0.5136
367,367,2010,2nd Quintile,Tenant,No,0.52212,991,13691,0.48171,0.56072
368,368,2010,3rd Quintile,Owner,Yes,0.63587,857,13691,0.58324,0.67822
369,369,2010,3rd Quintile,Owner,No,0.36413,476,13691,0.32758,0.4019
370,370,2010,3rd Quintile,Tenant,Yes,0.64434,773,13691,0.59913,0.69945
371,371,2010,3rd Quintile,Tenant,No,0.35566,454,13691,0.32054,0.38815
372,372,2010,4th Quintile,Owner,Yes,0.72039,1099,13691,0.67369,0.76069
373,373,2010,4th Quintile,Owner,No,0.27961,403,13691,0.25137,0.31115
374,374,2010,4th Quintile,Tenant,Yes,0.73942,679,13691,0.67874,0.79826
375,375,2010,4th Quintile,Tenant,No,0.26058,248,13691,0.22866,0.29794
376,376,2010,5th Quintile,Owner,Yes,0.8249,1600,13691,0.7749,0.87042
377,377,2010,5th Quintile,Owner,No,0.1751,317,13691,0.15381,0.19552
378,378,2010,5th Quintile,Tenant,Yes,0.79938,626,13691,0.73316,0.86191
379,379,2010,5th Quintile,Tenant,No,0.20062,152,13691,0.16534,0.23977
380,380,2011,1st Quintile,Owner,Yes,0.36421,184,16399,0.31618,0.4149
381,381,2011,1st Quintile,Owner,No,0.63579,371,16399,0.57145,0.71589
382,382,2011,1st Quintile,Tenant,Yes,0.24416,732,16399,0.22086,0.26364
383,383,2011,1st Quintile,Tenant,No,0.75584,2367,16399,0.72437,0.78869
384,384,2011,2nd Quintile,Owner,Yes,0.55916,703,16399,0.51727,0.60547
385,385,2011,2nd Quintile,Owner,No,0.44084,595,16399,0.40769,0.48231
386,386,2011,2nd Quintile,Tenant,Yes,0.51361,1003,16399,0.48742,0.54349
387,387,2011,2nd Quintile,Tenant,No,0.48639,1115,16399,0.45214,0.52227
388,388,2011,3rd Quintile,Owner,Yes,0.68205,1093,16399,0.63393,0.72051
389,389,2011,3rd Quintile,Owner,No,0.31795,551,16399,0.28981,0.35039
390,390,2011,3rd Quintile,Tenant,Yes,0.63744,979,16399,0.59587,0.68273
391,391,2011,3rd Quintile,Tenant,No,0.36256,557,16399,0.33428,0.39515
392,392,2011,4th Quintile,Owner,Yes,0.79713,1437,16399,0.76151,0.83677
393,393,2011,4th Quintile,Owner,No,0.20287,388,16399,0.18091,0.22353
394,394,2011,4th Quintile,Tenant,Yes,0.79239,874,16399,0.74229,0.84438
395,395,2011,4th Quintile,Tenant,No,0.20761,280,16399,0.18208,0.23474
396,396,2011,5th Quintile,Owner,Yes,0.8471,1933,16399,0.81089,0.89175
397,397,2011,5th Quintile,Owner,No,0.1529,349,16399,0.13698,0.16822
398,398,2011,5th Quintile,Tenant,Yes,0.80839,740,16399,0.75393,0.86167
399,399,2011,5th Quintile,Tenant,No,0.19161,148,16399,0.15952,0.21848
400,400,2012,1st Quintile,Owner,Yes,0.34939,187,16153,0.29201,0.39903
401,401,2012,1st Quintile,Owner,No,0.65061,359,16153,0.5675,0.71902
402,402,2012,1st Quintile,Tenant,Yes,0.24582,735,16153,0.22857,0.26435
403,403,2012,1st Quintile,Tenant,No,0.75418,2326,16153,0.71259,0.78936
404,404,2012,2nd Quintile,Owner,Yes,0.51951,612,16153,0.4777,0.55558
405,405,2012,2nd Quintile,Owner,No,0.48049,562,16153,0.43662,0.52364
406,406,2012,2nd Quintile,Tenant,Yes,0.54126,1072,16153,0.50707,0.57161
407,407,2012,2nd Quintile,Tenant,No,0.45874,986,16153,0.42761,0.49271
408,408,2012,3rd Quintile,Owner,Yes,0.67566,1115,16153,0.63907,0.71774
409,409,2012,3rd Quintile,Owner,No,0.32434,538,16153,0.30029,0.35668
410,410,2012,3rd Quintile,Tenant,Yes,0.66278,990,16153,0.61553,0.69431
411,411,2012,3rd Quintile,Tenant,No,0.33722,565,16153,0.30805,0.36305
412,412,2012,4th Quintile,Owner,Yes,0.78961,1430,16153,0.74977,0.8291
413,413,2012,4th Quintile,Owner,No,0.21039,439,16153,0.18865,0.23025
414,414,2012,4th Quintile,Tenant,Yes,0.7826,852,16153,0.73142,0.83514
415,415,2012,4th Quintile,Tenant,No,0.2174,262,16153,0.19143,0.24423
416,416,2012,5th Quintile,Owner,Yes,0.85344,1926,16153,0.81934,0.88754
417,417,2012,5th Quintile,Owner,No,0.14656,333,16153,0.13,0.16016
418,418,2012,5th Quintile,Tenant,Yes,0.83252,731,16153,0.7759,0.8972
419,419,2012,5th Quintile,Tenant,No,0.16748,133,16153,0.14483,0.19595
420,420,2013,1st Quintile,Owner,Yes,0.35038,182,17690,0.29642,0.40481
421,421,2013,1st Quintile,Owner,No,0.64962,392,17690,0.57286,0.73145
422,422,2013,1st Quintile,Tenant,Yes,0.24872,831,17690,0.23243,0.26751
423,423,2013,1st Quintile,Tenant,No,0.75128,2768,17690,0.71728,0.77825
424,424,2013,2nd Quintile,Owner,Yes,0.56141,682,17690,0.52221,0.60932
425,425,2013,2nd Quintile,Owner,No,0.43859,544,17690,0.39174,0.47978
426,426,2013,2nd Quintile,Tenant,Yes,0.53175,1263,17690,0.49664,0.56732
427,427,2013,2nd Quintile,Tenant,No,0.46825,1341,17690,0.44202,0.49654
428,428,2013,3rd Quintile,Owner,Yes,0.6788,1143,17690,0.63454,0.7229
429,429,2013,3rd Quintile,Owner,No,0.3212,558,17690,0.29485,0.34985
430,430,2013,3rd Quintile,Tenant,Yes,0.6372,1084,17690,0.59517,0.67842
431,431,2013,3rd Quintile,Tenant,No,0.3628,592,17690,0.32645,0.40194
432,432,2013,4th Quintile,Owner,Yes,0.79557,1437,17690,0.75352,0.83828
433,433,2013,4th Quintile,Owner,No,0.20443,377,17690,0.18381,0.22937
434,434,2013,4th Quintile,Tenant,Yes,0.77594,968,17690,0.72564,0.81463
435,435,2013,4th Quintile,Tenant,No,0.22406,320,17690,0.20024,0.25419
436,436,2013,5th Quintile,Owner,Yes,0.8497,1972,17690,0.8155,0.89481
437,437,2013,5th Quintile,Owner,No,0.1503,319,17690,0.13355,0.16637
438,438,2013,5th Quintile,Tenant,Yes,0.83612,773,17690,0.7765,0.91238
439,439,2013,5th Quintile,Tenant,No,0.16388,144,17690,0.13499,0.19533
440,440,2014,1st Quintile,Owner,Yes,0.37871,174,15718,0.32464,0.44191
441,441,2014,1st Quintile,Owner,No,0.62129,314,15718,0.55166,0.70525
442,442,2014,1st Quintile,Tenant,Yes,0.24936,685,15718,0.23014,0.27091
443,443,2014,1st Quintile,Tenant,No,0.75064,2255,15718,0.7132,0.7866
444,444,2014,2nd Quintile,Owner,Yes,0.54561,586,15718,0.5054,0.5893
445,445,2014,2nd Quintile,Owner,No,0.45439,525,15718,0.41075,0.49829
446,446,2014,2nd Quintile,Tenant,Yes,0.50181,1045,15718,0.46649,0.53693
447,447,2014,2nd Quintile,Tenant,No,0.49819,1145,15718,0.46652,0.53167
448,448,2014,3rd Quintile,Owner,Yes,0.69851,1064,15718,0.66082,0.75148
449,449,2014,3rd Quintile,Owner,No,0.30149,480,15718,0.27214,0.33747
450,450,2014,3rd Quintile,Tenant,Yes,0.68553,1009,15718,0.64153,0.72987
451,451,2014,3rd Quintile,Tenant,No,0.31447,521,15718,0.28225,0.34834
452,452,2014,4th Quintile,Owner,Yes,0.79163,1365,15718,0.74615,0.8331
453,453,2014,4th Quintile,Owner,No,0.20837,356,15718,0.18653,0.23278
454,454,2014,4th Quintile,Tenant,Yes,0.7506,926,15718,0.70505,0.80782
455,455,2014,4th Quintile,Tenant,No,0.2494,297,15718,0.22165,0.28267
456,456,2014,5th Quintile,Owner,Yes,0.85088,1831,15718,0.813,0.88978
457,457,2014,5th Quintile,Owner,No,0.14912,292,15718,0.13581,0.16554
458,458,2014,5th Quintile,Tenant,Yes,0.86177,730,15718,0.81184,0.92034
459,459,2014,5th Quintile,Tenant,No,0.13823,118,15718,0.11273,0.16624
460,460,2015,1st Quintile,Owner,Yes,0.40475,163,15604,0.33238,0.47407
461,461,2015,1st Quintile,Owner,No,0.59525,301,15604,0.53678,0.68399
462,462,2015,1st Quintile,Tenant,Yes,0.23278,707,15604,0.21437,0.2528
463,463,2015,1st Quintile,Tenant,No,0.76722,2334,15604,0.72249,0.81278
464,464,2015,2nd Quintile,Owner,Yes,0.54658,631,15604,0.50583,0.59046
465,465,2015,2nd Quintile,Owner,No,0.45342,455,15604,0.41108,0.49882
466,466,2015,2nd Quintile,Tenant,Yes,0.50559,1115,15604,0.47141,0.53969
467,467,2015,2nd Quintile,Tenant,No,0.49441,1147,15604,0.45328,0.53227
468,468,2015,3rd Quintile,Owner,Yes,0.67386,981,15604,0.62623,0.71839
469,469,2015,3rd Quintile,Owner,No,0.32614,440,15604,0.295,0.35635
470,470,2015,3rd Quintile,Tenant,Yes,0.64371,1028,15604,0.60013,0.6826
471,471,2015,3rd Quintile,Tenant,No,0.35629,559,15604,0.31606,0.38844
472,472,2015,4th Quintile,Owner,Yes,0.75408,1279,15604,0.70778,0.79284
473,473,2015,4th Quintile,Owner,No,0.24592,347,15604,0.21859,0.27517
474,474,2015,4th Quintile,Tenant,Yes,0.77606,888,15604,0.71185,0.83366
475,475,2015,4th Quintile,Tenant,No,0.22394,277,15604,0.19624,0.24893
476,476,2015,5th Quintile,Owner,Yes,0.85783,1792,15604,0.82218,0.89588
477,477,2015,5th Quintile,Owner,No,0.14217,265,15604,0.12587,0.15698
478,478,2015,5th Quintile,Tenant,Yes,0.81862,756,15604,0.75999,0.88376
479,479,2015,5th Quintile,Tenant,No,0.18138,139,15604,0.15051,0.21419
480,480,2016,1st Quintile,Owner,Yes,0.37428,152,14176,0.3107,0.43259
481,481,2016,1st Quintile,Owner,No,0.62572,226,14176,0.53301,0.71666
482,482,2016,1st Quintile,Tenant,Yes,0.23757,649,14176,0.21685,0.25758
483,483,2016,1st Quintile,Tenant,No,0.76243,2020,14176,0.72677,0.80599
484,484,2016,2nd Quintile,Owner,Yes,0.53443,566,14176,0.48428,0.58065
485,485,2016,2nd Quintile,Owner,No,0.46557,448,14176,0.42156,0.51001
486,486,2016,2nd Quintile,Tenant,Yes,0.51759,1051,14176,0.48787,0.54725
487,487,2016,2nd Quintile,Tenant,No,0.48241,1010,14176,0.44837,0.51607
488,488,2016,3rd Quintile,Owner,Yes,0.69041,965,14176,0.64383,0.73704
489,489,2016,3rd Quintile,Owner,No,0.30959,402,14176,0.28199,0.33976
490,490,2016,3rd Quintile,Tenant,Yes,0.68166,943,14176,0.64166,0.72662
491,491,2016,3rd Quintile,Tenant,No,0.31834,412,14176,0.28333,0.35576
492,492,2016,4th Quintile,Owner,Yes,0.76709,1222,14176,0.72508,0.81061
493,493,2016,4th Quintile,Owner,No,0.23291,324,14176,0.20614,0.26157
494,494,2016,4th Quintile,Tenant,Yes,0.79044,850,14176,0.73605,0.84334
495,495,2016,4th Quintile,Tenant,No,0.20956,236,14176,0.18654,0.23908
496,496,2016,5th Quintile,Owner,Yes,0.84649,1647,14176,0.79532,0.88252
497,497,2016,5th Quintile,Owner,No,0.15351,279,14176,0.13239,0.17097
498,498,2016,5th Quintile,Tenant,Yes,0.86958,679,14176,0.80144,0.94124
499,499,2016,5th Quintile,Tenant,No,0.13042,95,14176,0.10228,0.15608
500,500,2017,1st Quintile,Owner,Yes,0.37202,146,15533,0.31411,0.43474
501,501,2017,1st Quintile,Owner,No,0.62798,220,15533,0.54037,0.70347
502,502,2017,1st Quintile,Tenant,Yes,0.26792,761,15533,0.24963,0.28563
503,503,2017,1st Quintile,Tenant,No,0.73208,2027,15533,0.7003,0.76268
504,504,2017,2nd Quintile,Owner,Yes,0.56588,627,15533,0.51185,0.61842
505,505,2017,2nd Quintile,Owner,No,0.43412,467,15533,0.3938,0.47783
506,506,2017,2nd Quintile,Tenant,Yes,0.521,1099,15533,0.4929,0.55411
507,507,2017,2nd Quintile,Tenant,No,0.479,1031,15533,0.44589,0.51007
508,508,2017,3rd Quintile,Owner,Yes,0.72822,1126,15533,0.68616,0.7752
509,509,2017,3rd Quintile,Owner,No,0.27178,373,15533,0.24739,0.3009
510,510,2017,3rd Quintile,Tenant,Yes,0.71679,1096,15533,0.6754,0.76248
511,511,2017,3rd Quintile,Tenant,No,0.28321,459,15533,0.2548,0.31369
512,512,2017,4th Quintile,Owner,Yes,0.79461,1438,15533,0.75421,0.83659
513,513,2017,4th Quintile,Owner,No,0.20539,340,15533,0.18282,0.22571
514,514,2017,4th Quintile,Tenant,Yes,0.77,977,15533,0.71106,0.8243
515,515,2017,4th Quintile,Tenant,No,0.23,260,15533,0.20591,0.25875
516,516,2017,5th Quintile,Owner,Yes,0.85548,1947,15533,0.81438,0.89707
517,517,2017,5th Quintile,Owner,No,0.14452,294,15533,0.12733,0.16454
518,518,2017,5th Quintile,Tenant,Yes,0.88208,745,15533,0.82193,0.9456
519,519,2017,5th Quintile,Tenant,No,0.11792,100,15533,0.09227,0.14607
520,520,2018,1st Quintile,Owner,Yes,0.36385,148,15329,0.29699,0.43725
521,521,2018,1st Quintile,Owner,No,0.63615,219,15329,0.55932,0.73778
522,522,2018,1st Quintile,Tenant,Yes,0.27506,758,15329,0.25511,0.29832
523,523,2018,1st Quintile,Tenant,No,0.72494,2119,15329,0.68895,0.75939
524,524,2018,2nd Quintile,Owner,Yes,0.66596,713,15329,0.61258,0.71065
525,525,2018,2nd Quintile,Owner,No,0.33404,389,15329,0.29597,0.37617
526,526,2018,2nd Quintile,Tenant,Yes,0.55626,1225,15329,0.52086,0.59198
527,527,2018,2nd Quintile,Tenant,No,0.44374,1022,15329,0.41268,0.47214
528,528,2018,3rd Quintile,Owner,Yes,0.73713,1052,15329,0.68446,0.78744
529,529,2018,3rd Quintile,Owner,No,0.26287,328,15329,0.23265,0.2862
530,530,2018,3rd Quintile,Tenant,Yes,0.71378,1091,15329,0.65893,0.75594
531,531,2018,3rd Quintile,Tenant,No,0.28622,430,15329,0.25984,0.32002
532,532,2018,4th Quintile,Owner,Yes,0.78154,1381,15329,0.74116,0.82566
533,533,2018,4th Quintile,Owner,No,0.21846,312,15329,0.19744,0.24135
534,534,2018,4th Quintile,Tenant,Yes,0.79649,916,15329,0.74573,0.8426
535,535,2018,4th Quintile,Tenant,No,0.20351,240,15329,0.17557,0.23327
536,536,2018,5th Quintile,Owner,Yes,0.8725,1911,15329,0.8282,0.91272
537,537,2018,5th Quintile,Owner,No,0.1275,241,15329,0.11184,0.14554
538,538,2018,5th Quintile,Tenant,Yes,0.8537,729,15329,0.78388,0.91995
539,539,2018,5th Quintile,Tenant,No,0.1463,105,15329,0.11997,0.1731
540,540,2019,1st Quintile,Owner,Yes,0.38876,165,15958,0.32152,0.47459
541,541,2019,1st Quintile,Owner,No,0.61124,200,15958,0.52625,0.71465
542,542,2019,1st Quintile,Tenant,Yes,0.31554,782,15958,0.28997,0.34257
543,543,2019,1st Quintile,Tenant,No,0.68446,1747,15958,0.63977,0.72288
544,544,2019,2nd Quintile,Owner,Yes,0.66418,659,15958,0.61229,0.7273
545,545,2019,2nd Quintile,Owner,No,0.33582,346,15958,0.29485,0.37692
546,546,2019,2nd Quintile,Tenant,Yes,0.61045,1188,15958,0.57324,0.64513
547,547,2019,2nd Quintile,Tenant,No,0.38955,785,15958,0.3639,0.42614
548,548,2019,3rd Quintile,Owner,Yes,0.77961,1122,15958,0.72643,0.82174
549,549,2019,3rd Quintile,Owner,No,0.22039,292,15958,0.19252,0.24318
550,550,2019,3rd Quintile,Tenant,Yes,0.73013,1102,15958,0.68532,0.77404
551,551,2019,3rd Quintile,Tenant,No,0.26987,372,15958,0.24527,0.30017
552,552,2019,4th Quintile,Owner,Yes,0.83566,1486,15958,0.79191,0.88262
553,553,2019,4th Quintile,Owner,No,0.16434,290,15958,0.14241,0.18424
554,554,2019,4th Quintile,Tenant,Yes,0.83706,962,15958,0.78382,0.88889
555,555,2019,4th Quintile,Tenant,No,0.16294,199,15958,0.13665,0.18734
556,556,2019,5th Quintile,Owner,Yes,0.89955,2874,15958,0.85185,0.94818
557,557,2019,5th Quintile,Owner,No,0.10045,330,15958,0.08423,0.11854
558,558,2019,5th Quintile,Tenant,Yes,0.86469,931,15958,0.79483,0.94142
559,559,2019,5th Quintile,Tenant,No,0.13531,126,15958,0.10438,0.1629
560,560,2020,1st Quintile,Owner,Yes,0.37822,119,16028,0.31271,0.45332
561,561,2020,1st Quintile,Owner,No,0.62178,181,16028,0.5413,0.7261
562,562,2020,1st Quintile,Tenant,Yes,0.31592,911,16028,0.28861,0.33918
563,563,2020,1st Quintile,Tenant,No,0.68408,2185,16028,0.64379,0.72695
564,564,2020,2nd Quintile,Owner,Yes,0.60839,595,16028,0.55106,0.66856
565,565,2020,2nd Quintile,Owner,No,0.39161,348,16028,0.34823,0.42985
566,566,2020,2nd Quintile,Tenant,Yes,0.59967,1307,16028,0.56393,0.63891
567,567,2020,2nd Quintile,Tenant,No,0.40033,1004,16028,0.36825,0.43327
568,568,2020,3rd Quintile,Owner,Yes,0.754,1004,16028,0.70699,0.80015
569,569,2020,3rd Quintile,Owner,No,0.246,301,16028,0.21796,0.27234
570,570,2020,3rd Quintile,Tenant,Yes,0.75598,1195,16028,0.70296,0.80552
571,571,2020,3rd Quintile,Tenant,No,0.24402,403,16028,0.21361,0.27251
572,572,2020,4th Quintile,Owner,Yes,0.82606,1317,16028,0.77851,0.87767
573,573,2020,4th Quintile,Owner,No,0.17394,262,16028,0.15114,0.19961
574,574,2020,4th Quintile,Tenant,Yes,0.79851,975,16028,0.73126,0.87196
575,575,2020,4th Quintile,Tenant,No,0.20149,243,16028,0.17386,0.23245
576,576,2020,5th Quintile,Owner,Yes,0.8733,2378,16028,0.8284,0.91375
577,577,2020,5th Quintile,Owner,No,0.1267,320,16028,0.10957,0.14788
578,578,2020,5th Quintile,Tenant,Yes,0.88207,846,16028,0.81389,0.95817
579,579,2020,5th Quintile,Tenant,No,0.11793,134,16028,0.08962,0.1499
580,580,2021,1st Quintile,Owner,Yes,0.54469,136,12118,0.44359,0.64388
581,581,2021,1st Quintile,Owner,No,0.45531,106,12118,0.35496,0.55424
582,582,2021,1st Quintile,Tenant,Yes,0.46144,1003,12118,0.42561,0.50333
583,583,2021,1st Quintile,Tenant,No,0.53856,1950,12118,0.49722,0.58072
584,584,2021,2nd Quintile,Owner,Yes,0.73928,501,12118,0.67261,0.80736
585,585,2021,2nd Quintile,Owner,No,0.26072,186,12118,0.2246,0.30873
586,586,2021,2nd Quintile,Tenant,Yes,0.70807,1058,12118,0.65255,0.75337
587,587,2021,2nd Quintile,Tenant,No,0.29193,571,12118,0.25584,0.32763
588,588,2021,3rd Quintile,Owner,Yes,0.85824,750,12118,0.79229,0.92436
589,589,2021,3rd Quintile,Owner,No,0.14176,138,12118,0.11208,0.17153
590,590,2021,3rd Quintile,Tenant,Yes,0.84329,884,12118,0.78014,0.91472
591,591,2021,3rd Quintile,Tenant,No,0.15671,217,12118,0.12847,0.19722
592,592,2021,4th Quintile,Owner,Yes,0.87297,1037,12118,0.81371,0.94985
593,593,2021,4th Quintile,Owner,No,0.12703,134,12118,0.10307,0.1525
594,594,2021,4th Quintile,Tenant,Yes,0.87963,754,12118,0.80301,0.95194
595,595,2021,4th Quintile,Tenant,No,0.12037,110,12118,0.09443,0.14837
596,596,2021,5th Quintile,Owner,Yes,0.92498,1755,12118,0.86636,0.9825
597,597,2021,5th Quintile,Owner,No,0.07502,136,12118,0.05825,0.09278
598,598,2021,5th Quintile,Tenant,Yes,0.95738,639,12118,0.86368,1.06316
599,599,2021,5th Quintile,Tenant,No,0.04262,53,12118,0.02681,0.06354
